[00:00:00.233 --> 00:00:00.314]  Oh.
[03:19:41.894 --> 03:19:47.777]  Donald Trump is not the reason they released COVID or had the lockdown.
[03:19:47.777 --> 03:19:52.419]  They already had this plan, the Rockefeller Foundation and Bill and Melinda Gates.
[03:19:52.419 --> 03:19:54.760]  It is beyond critical.
[03:19:54.760 --> 03:20:04.585]  It is life and death for you and your family to understand, no matter where you live on the planet, that this is a worldwide, world government takeover, on record, that it's never going to end.
[03:20:05.523 --> 03:20:07.604]  The United Nations has admitted that.
[03:20:07.604 --> 03:20:11.106]  First it's a month, then it's six months, then they say, okay, it's two years.
[03:20:11.106 --> 03:20:13.548]  They're now saying two years.
[03:20:13.548 --> 03:20:16.330]  They're now saying you'll never go back to normal.
[03:20:16.330 --> 03:20:18.631]  No more gatherings, no more anything.
[03:20:18.631 --> 03:20:22.814]  Constant forced inoculations that they admit don't even work.
[03:20:22.814 --> 03:20:25.635]  And the way they say they work, they change your DNA.
[03:20:25.635 --> 03:20:28.757]  This is the culling of the planet.
[03:20:28.757 --> 03:20:34.001]  This is the beginning of the straitjacket being put on you before you're slowly tortured to death and killed.
[03:20:34.001 --> 03:20:34.501]  Do you understand?
[03:20:38.214 --> 03:20:40.819]  You're listening to The Alex Jones Show!
[03:21:01.272 --> 03:21:12.237]  Welcome back to the Alex Jones Show on the most powerful network in America and around the world, InfoWars, here with your guest host for our fourth hour, Bishop Larry Gators.
[03:21:12.237 --> 03:21:18.019]  We are talking about a new Cold War, the global vaccination industrial complex.
[03:21:18.019 --> 03:21:27.683]  So the goal of the Deep State is to genetically alter our DNA so that you and I have a hundred billion neurons in our brain
[03:21:28.523 --> 03:21:32.073]  ...and billions of cells in our genome.
[03:21:32.768 --> 03:21:38.092]  So, you and I have 37.2 trillion cells, okay?
[03:21:38.092 --> 03:21:48.361]  But yet, for your biblical students, when we're talking about the points of a letter concerning the Word of God, let me tell you, let me give you an example of what a pointology is.
[03:21:48.361 --> 03:21:56.708]  So, let's say the letter C has one, two points, or the letter D has one, two, three, or Z has one, two, three, four.
[03:21:56.708 --> 03:21:59.370]  So, the human genome has 37.2 trillion cells.
[03:22:02.358 --> 03:22:09.822]  But there are 37.2 billion points of a letter in the Word of the Lord.
[03:22:09.822 --> 03:22:17.125]  And Jesus Christ, our Savior, and our soon coming King, performed 37 miracles in the Gospels.
[03:22:19.150 --> 03:22:38.087]  That cannot be by accident as we're talking about this new Cold War, the Global Vaccination Industrial Complex, that every cell, every gene, every DNA and RNA strand in your body and mind represents a letter
[03:22:38.887 --> 03:22:40.948]  In the Word of God!
[03:22:40.948 --> 03:23:04.401]  So then, that's why people like Dr. Tony Lotto, Midget Fauci, and Dr. Deborah 3000-Schwarzenberg, okay, through the media, through Don Sweet Tea Lemon, okay, through Chris Afredo Cuomo, they're trying to manipulate the reality, time, and probability of America through vaccination.
[03:23:04.401 --> 03:23:07.423]  So, there's a family called the Monsanto family.
[03:23:07.992 --> 03:23:18.420]  Now, you know about the Monsanto Corporation that has been genetically modifying food through GMOs for decades.
[03:23:18.420 --> 03:23:24.765]  But the Monsanto family began its bloodline in 1115 A.D.
[03:23:24.765 --> 03:23:31.390]  There was a man by the name of Pedro Fernandez del Castro.
[03:23:32.401 --> 03:23:34.942]  Not Monsanto, Castro.
[03:23:34.942 --> 03:23:47.569]  So, Pedro Fernandez del Castro was one of the Grand Masters of the Order of Santiago, okay?
[03:23:47.569 --> 03:23:52.511]  Which was a secret society both in Portugal and Spain.
[03:23:53.300 --> 03:23:59.782]  And he founded a village in Portugal called the Monsanto Village.
[03:23:59.782 --> 03:24:06.344]  So, during the 1400s, the Castro bloodline that began 1115 A.D.
[03:24:06.344 --> 03:24:19.108]  through Pedro Fernandez Castro, that family changed their name from Castro to Monsanto.
[03:24:19.108 --> 03:24:19.588]  Why?
[03:24:19.588 --> 03:24:22.249]  Because they wanted to escape
[03:24:23.144 --> 03:24:30.368]  The Spanish Inquisition through Queen Isabella during the 1400s.
[03:24:30.368 --> 03:24:42.034]  And so then this Monsanto family later was excommunicated out of Dutch Holland and out of the Netherlands in 1757.
[03:24:44.013 --> 03:24:58.104]  Through the edict of King Charles V, and later King Charles VI, with the backing of the Habsburg Empire, including with the backing of the Vatican global system.
[03:24:58.104 --> 03:24:58.865]  Why?
[03:24:58.865 --> 03:25:12.396]  Because the Monsanto family, even during the mid-1700s, were genetically modifying their fruit and their vegetables, poisoning
[03:25:13.076 --> 03:25:16.817]  Eastern and Central and Western Europe.
[03:25:16.817 --> 03:25:19.118]  So, they were excommunicated in 1757.
[03:25:19.118 --> 03:25:27.620]  Isaac Monsanto, we're talking about this new Cold War, the global vaccination industrial complex.
[03:25:27.620 --> 03:25:39.244]  So, to understand what's going on today, we have to go back in its foundation of yesteryear to understand what's going on in the foreground.
[03:25:39.244 --> 03:25:41.445]  So, Isaac Monsanto, quickly, in 1757,
[03:25:43.186 --> 03:25:58.255]  His entire family was excommunicated out of Holland and part of his family out of the Netherlands, including a friend of his by the name of Moses Lazarus.
[03:25:59.344 --> 03:26:18.809]  Now, Moses Lazarus was not only a depopulationist, but a brutal slave owner who then was excommunicated out of Holland and out of the Netherlands because of the Inquisition, of the Dutch Holland Inquisition through the Netherlands.
[03:26:18.809 --> 03:26:22.630]  And Moses Lazarus' family moved to South America.
[03:26:23.484 --> 03:26:42.656]  Then the South American government, with the backing of the nation of Portugal in Spain, excommunicated Moses Lazarus again, this time out of Central South America, and the Lazarus family moved to New York City.
[03:26:42.656 --> 03:26:52.823]  Well, the daughter of Moses Lazarus was a communist, a socialist, a Marxist,
[03:26:54.085 --> 03:27:03.689]  Who wrote a manifesto in 1883 concerning the Great Colossus or the New Colossus.
[03:27:03.689 --> 03:27:07.950]  That woman is Emma Lazarus.
[03:27:07.950 --> 03:27:15.133]  Emma Lazarus, her father was a brutal slave owner, Moses Lazarus, in South America.
[03:27:16.070 --> 03:27:22.733]  And Emma Lass is the one that said, give me your tired, your poor, your hungry yearning to be free.
[03:27:22.733 --> 03:27:23.774]  She was a communist.
[03:27:23.774 --> 03:27:28.176]  So the face of the Statue of Liberty.
[03:27:28.934 --> 03:27:30.475]  Was a communist!
[03:27:30.475 --> 03:27:41.399]  And as a side note, I'm not teaching race now, but the original Statue of Liberty was a woman of color that the French gave to the United States as a gift.
[03:27:41.399 --> 03:27:50.022]  A woman who had a Bible in her right hand and a broken ball and chain in her left, but the global Luciferian deep state on the left
[03:27:50.522 --> 03:27:52.703]  These demon rats, they didn't want that.
[03:27:52.703 --> 03:27:59.486]  So they chose the face of Emma Lazarus, a con in it.
[03:27:59.486 --> 03:28:00.667]  Let's move on here.
[03:28:00.667 --> 03:28:04.269]  So then, the term vaccinational.
[03:28:04.269 --> 03:28:11.532]  Now look at the corporations of Bayer and IG Farben.
[03:28:11.532 --> 03:28:19.316]  Now IG Farben had created Zyklon B during the Holocaust.
[03:28:19.952 --> 03:28:26.417]  You're in the advent of World War II between 1933 and 1945.
[03:28:26.417 --> 03:28:36.704]  Now, the term here, Zyklon, okay, when interpreted in Persian, this is going to blow your mind.
[03:28:36.704 --> 03:28:44.669]  The Persian interpretation for Zyklon is the term Sutef.
[03:28:44.669 --> 03:28:47.351]  Write it down, capital S-U-T-E-F.
[03:28:49.472 --> 03:28:52.975]  Sutip means to liquidate.
[03:28:52.975 --> 03:28:53.695]  Ah!
[03:28:53.695 --> 03:29:10.266]  So, the term sutip, written from right to left, because Hebrew and writings from the East is not written from left to right, is written from right to left, that term sutip becomes the word edus.
[03:29:12.566 --> 03:29:21.978]  I want you to listen to me here as we're talking about this global vaccinational industrial complex through the prism of manipulation.
[03:29:21.978 --> 03:29:23.420]  This new Cold War.
[03:29:23.420 --> 03:29:30.709]  So, the Persian term for Zyklon is the term Sutif.
[03:29:31.522 --> 03:29:38.424]  Capital S-U-T-E-F which means to liquidate or feed us.
[03:29:38.424 --> 03:29:44.527]  So then as we're talking about this global vaccinational industrial complex.
[03:29:44.527 --> 03:29:53.730]  Now what the bishop is about to teach you is going to blow your mind and we will be back here right after the break to go into
[03:29:54.696 --> 03:30:02.400]  This sinister global vaccinational plan of the population where the entire U.S.
[03:30:02.400 --> 03:30:04.862]  food supply must be overhauled.
[03:30:04.862 --> 03:30:08.784]  This is your guest host today on the Alex Jones Show.
[03:30:08.784 --> 03:30:15.548]  As we're talking about this new Cold War, the global vaccinational industrial complex.
[03:30:15.548 --> 03:30:20.851]  We will see you back here in about two to three minutes time on the Alex Jones Show InfoWars.
[03:30:35.592 --> 03:30:37.993]  The Democrats are just going more and more left.
[03:30:37.993 --> 03:30:41.414]  Many positive about socialism, liking it more than capitalism.
[03:30:41.414 --> 03:30:47.395]  Many of the ideas we fought for that were considered radical are now mainstream.
[03:30:47.395 --> 03:30:54.717]  The radical left has taken over the Democratic Party and Joe Biden is marching in lockstep with them.
[03:30:54.717 --> 03:31:00.759]  Biden and the far left are promising to crush middle class families with trillions in new taxes.
[03:31:00.959 --> 03:31:03.102]  If you elect me, your taxes are going to be raised, not cut.
[03:31:03.102 --> 03:31:05.204]  Citizenship for 11 million undocumented folks.
[03:31:05.204 --> 03:31:05.585]  I guarantee you.
[03:31:19.862 --> 03:31:26.550]  In Joe Biden's America, the radical left get whatever they want and you get to pay for it.
[03:31:26.550 --> 03:31:30.454]  They've already taken over Joe Biden and the Democratic Party.
[03:31:30.454 --> 03:31:32.797]  Don't let them take over America.
[03:31:36.610 --> 03:31:41.414]  I don't have to tell you that fish oil is known to be so good for your brain, so good
[03:31:52.242 --> 03:31:53.344]  We're good to go.
[03:32:11.246 --> 03:32:21.994]  Vitamin D, Vitamin E supports optimal heart health, supports optimal joint health, supports optimal cognitive health, supports immune function, supports vascular health, supports circulatory health.
[03:32:21.994 --> 03:32:23.075]  It goes on and on.
[03:32:23.075 --> 03:32:29.560]  Get your Ultimate Fish Oil discounted with free shipping right now at InfoWarsore.com and Ultimate Critical Oil as well.
[03:32:29.560 --> 03:32:35.885]  InfoWarsore.com.
[03:32:35.885 --> 03:32:36.746]  Incrementalism.
[03:32:37.608 --> 03:32:39.330]  The inchworm effect.
[03:32:39.330 --> 03:32:41.692]  Successive approximation.
[03:32:41.692 --> 03:32:46.576]  First they tell you only stay in your house for 15 days so the hospitals can stay empty.
[03:32:46.576 --> 03:32:47.757]  That was all a fraud.
[03:32:47.757 --> 03:32:49.538]  Then wear a mask for a month.
[03:32:49.538 --> 03:32:51.480]  Here we are six months later.
[03:32:51.480 --> 03:33:01.409]  Then they start making people at colleges and at big corporations wear wristbands showing that they've been quote contact traced and tested for COVID.
[03:33:01.409 --> 03:33:02.410]  Then comes the apps.
[03:33:02.890 --> 03:33:08.897]  On your phones and the global social credit score now being rolled out by Virginia, California and others.
[03:33:08.897 --> 03:33:09.558]  It's not coming.
[03:33:09.558 --> 03:33:10.418]  It's here.
[03:33:10.418 --> 03:33:16.065]  And then the inoculations, if you ever want to leave your house, which amounts to forced inoculations.
[03:33:16.065 --> 03:33:18.708]  This is the medical tyranny takeover.
[03:33:18.708 --> 03:33:21.491]  These are not classic vaccines that have their own problems.
[03:33:21.491 --> 03:33:23.273]  These are DNA vaccines that change
[03:33:23.593 --> 03:33:26.277]  When the corrupt establishment began pushing Joe Biden two years
[03:33:39.676 --> 03:33:40.076]  I think so.
[03:33:59.867 --> 03:34:08.611]  Because she's part African, and now anyone that criticizes her will be called a racist and evil, and she is now above reproach.
[03:34:08.611 --> 03:34:13.513]  Ladies and gentlemen, we must expose this monster for who she is.
[03:34:13.513 --> 03:34:21.956]  We must expose the fact that she wanted minimum sentences for black people three times longer than white people, and that the woman is a monster.
