[00:00:02.431 --> 00:00:04.673]  January 21st, 2020.
[03:29:00.764 --> 03:29:09.130]  Loss of energy, blood sugar spikes and drops, poor circulation, and irregular heartbeat are just a few of these that can alert you that something is wrong.
[03:29:09.130 --> 03:29:14.814]  Hear how heart and body extract is making a difference in thousands of people's lives across America.
[03:29:14.974 --> 03:29:16.795]  My blood pressure has normalized.
[03:29:16.795 --> 03:29:19.076]  My diabetes has totally improved.
[03:29:19.076 --> 03:29:23.477]  Everyone is telling me now how much healthier I look and I'm telling everyone how much healthier I feel.
[03:29:23.477 --> 03:29:25.658]  I recommend Heart and Body Extract to everyone.
[03:29:25.658 --> 03:29:33.521]  Anybody over 40 in the North American continent should be using this product as a preventative to keep their cardiovascular system healthy.
[03:29:33.561 --> 03:29:42.834]  Order your two month supply today by calling 8 6 6 2 9 5 5 3 0 5 at 8 6 6 2 9 5 5 3 0 5 or order online.
[03:29:42.834 --> 03:29:46.940]  HB extract .com heart and body extract 8 6 6 2 9 5 5 3 0 5 or HB extract .com
[03:29:52.409 --> 03:29:56.011]  InfoWars Life is bringing you a breakthrough in modern medicine.
[03:29:56.011 --> 03:29:57.772]  Introducing Pollen Block.
[03:29:57.772 --> 03:30:09.058]  We have found an extraordinary new, natural way to alleviate seasonal distress symptoms, including promoting clear nasal and sinus passageways, eye comfort, and respiratory function.
[03:30:09.818 --> 03:30:19.006]  In the 1960s, researchers in France noticed that people who ate certain quail eggs experienced less seasonal immune and inflammatory responses.
[03:30:19.006 --> 03:30:24.971]  They began studying this effect in published trials, and decades later, we now have the fruit of this research.
[03:30:24.971 --> 03:30:30.075]  A fast-acting, chewable tablet that helps alleviate seasonal distress symptoms.
[03:30:30.075 --> 03:30:32.317]  Pollen Block is natural and effective.
[03:30:32.677 --> 03:30:34.398]  It is not an antihistamine.
[03:30:34.398 --> 03:30:44.404]  In fact, current research has found that it actually acts by blocking the activity of tryptase, which is an enzyme that amplifies immune and inflammatory responses in the body.
[03:30:44.404 --> 03:30:47.045]  Go outside and enjoy the air you breathe.
[03:30:47.045 --> 03:30:51.748]  Head to Infowarslife.com and grab a pack of our Pollen Block chewable tablets.
[03:30:53.869 --> 03:30:55.249]  It's a total war.
[03:30:55.249 --> 03:31:12.433]  The globalists know they're losing politically, so they want to start a violent confrontation where they can cast gun owners as KKK operatives and try to then project that false image on Trump and try to remove him via the 25th Amendment or during the impeachment trial.
[03:31:12.433 --> 03:31:17.494]  Not for the charges they've brought forward of obstructing Congress and abuse of power,
[03:31:19.019 --> 03:31:26.245]  So it's that backdrop of a mass shooting, the backdrop of a race war that they want to project onto America and onto Trump.
[03:31:26.245 --> 03:31:29.548]  But the good news is we have an independent, real American media.
[03:31:29.548 --> 03:31:32.950]  We have the Paul Revere system that is InfoWars.
[03:31:32.950 --> 03:31:36.133]  We have you, the audience, that are activists in the arena.
[03:31:36.133 --> 03:31:46.782]  So I salute you and I thank you and I encourage you to share the live links of our coverage of Virginia and the impeachment trial and to get the great products at InfoWars4.com because without you we could shut down
[03:31:47.182 --> 03:31:48.405]  Great products right now.
[03:31:48.405 --> 03:31:49.308]  New sales.
[03:31:49.308 --> 03:31:50.090]  InfoWareStore.com.
[03:31:52.870 --> 03:31:56.533]  It's time to take a new, healthier approach to one of your most basic needs.
[03:31:56.533 --> 03:32:03.597]  The Alexa Pure Pro water filtration system is the same water filter that Alex and the Infowars crew use every day for the purest water possible.
[03:32:03.597 --> 03:32:07.580]  You can start cleaning the toxins from your water for clean, healthy, and delicious drinking water.
[03:32:07.580 --> 03:32:14.565]  Perfect for preppers or anyone concerned with a healthier source of water, the Alexa Pure Pro can remove up to 99.9% of impurities.
[03:32:14.565 --> 03:32:18.848]  This groundbreaking, gravity-fed water filtration system is like no other.
[03:32:18.848 --> 03:32:21.750]  Make sure your water is up to your standards today with the Alexa Pure Pro.
[03:32:22.247 --> 03:32:27.010]  There's a new way to show your support for the InfoWars crew at InfoWarsStore.com.
[03:32:27.010 --> 03:32:31.712]  Now when you buy your favorite products, you can add a donation right at the checkout.
[03:32:31.712 --> 03:32:37.195]  Simply open the donation option and either select a preset amount or enter a custom amount.
[03:32:37.195 --> 03:32:42.458]  With this brand new donation module, donating to support the InfoWars crew has never been easier.
[03:32:42.458 --> 03:32:43.939]  You ask, we deliver.
[03:32:43.939 --> 03:32:47.481]  This easy option gives you the means to donate directly to the cause.
[03:32:47.481 --> 03:32:49.402]  Remember, we're all part of the fight.
[03:32:49.402 --> 03:32:51.743]  InfoWars, brought to you by you.
[03:32:55.521 --> 03:33:05.312]  You're listening to The Alex Jones Show.
[03:33:05.312 --> 03:33:14.922]  Transmitting worldwide from the Summit.News studios in the United Kingdom, you are listening to Paul Joseph Watson.
[03:33:21.454 --> 03:33:33.559]  Now of course one of the methods in which progressives gain control, gain power, is by controlling language, by banning words, by denouncing anything as a white supremacist dog whistle.
[03:33:33.559 --> 03:33:36.900]  We've seen that again with this Boogaloo term.
[03:33:36.900 --> 03:33:46.404]  Of course the media fear-mongered for the best part of a week about how the pro-gun rally in Virginia would be a flashpoint for white supremacists to stage violence.
[03:33:47.023 --> 03:33:49.124]  Nothing whatsoever of the kind happened.
[03:33:49.124 --> 03:33:54.586]  It was one of the most peaceful rallies that you've seen in literally years.
[03:33:54.586 --> 03:34:03.029]  I'm sure many of the people working in the mainstream media were sorely disappointed that there wasn't violence that they could exploit to demonize their political enemies.
[03:34:03.029 --> 03:34:09.091]  And they were also fear-mongering about this term, boogaloo, which I'm going to get into in a subsequent article.
[03:34:09.091 --> 03:34:13.893]  But in terms of controlling the language, this is the situation in Europe.
[03:34:14.349 --> 03:34:22.412]  Headline, French intellectual sentenced to two months in prison for calling mass immigration a quote, invasion.
[03:34:22.412 --> 03:34:26.473]  Now this isn't some poor granny on Facebook like happens in Sweden.
[03:34:26.473 --> 03:34:36.376]  You'll often read stories about 75 year old grandma interrogated by police for saying something mean about Muslims on Facebook.
[03:34:36.376 --> 03:34:41.358]  You know, mother arrested in her kitchen in the UK for misgendering someone on Twitter.
[03:34:41.966 --> 03:34:43.806]  This is a public figure.
[03:34:43.806 --> 03:34:49.788]  This is somebody who you would expect to have the privilege of a higher standard of free speech.
[03:34:49.788 --> 03:34:53.829]  But I'm afraid in France that's not proven to be the case.
[03:34:53.829 --> 03:35:03.271]  French intellectual Renaud Camus has been given a two-month suspended prison sentence for saying that mass immigration into Europe represents quote invasion.
[03:35:03.271 --> 03:35:09.072]  Now he's been saved from being behind bars for his opinion literally
[03:35:09.625 --> 03:35:13.846]  Being saved from being put in a cage for making a certain noise with his mouth.
[03:35:13.846 --> 03:35:21.728]  And he will only have to pay €1,800 to two anti-racist organisations for his hate crime.
[03:35:21.728 --> 03:35:30.610]  He'll pay the €1,800 to SOS Racism and the International League Against Racism and Anti-Semitism.
[03:35:30.610 --> 03:35:37.092]  He was charged with, quote, public incitement to hate or violence on the basis of origin, ethnicity, nationality, race or religion.
[03:35:37.822 --> 03:35:39.143]  What exactly did he say?
[03:35:39.143 --> 03:35:51.368]  Well, this was during a speech in France November 2017 to the National Council of European Resistance in which Camus declared, quote, immigration has become an invasion.
[03:35:52.970 --> 03:36:00.393]  He said, quote, the irreversible colonisation is demographic colonisation by the replacement of the population.
[03:36:00.393 --> 03:36:06.475]  He said, the ethnic substitution, the great replacement, is the most important event in the history of our nation since it has existed.
[03:36:06.475 --> 03:36:12.677]  As with other people, if the story continues, it will not be that of France.
[03:36:12.677 --> 03:36:17.559]  In the same speech, he called for a national consensus of resistance to oppose Islamisation.
[03:36:19.212 --> 03:36:23.675]  In the struggle for the salvation of our Judeo-Christian values.
[03:36:23.675 --> 03:36:33.902]  Now, bearing in mind, this is a country, France, that suffers Islamic terror attacks on such a routine basis that now it barely even makes the news.
[03:36:33.902 --> 03:36:46.270]  Basically, on a weekly basis, a radical Islamist goes nuts on the streets of Paris, or Lyon, or any other major French city, screaming Al-Araqbah, stabbing police officers, stabbing civilians, and it's barely a news story.
[03:36:47.362 --> 03:37:03.093]  In January 2015, five years ago, you had ISIS jihadists burst into the offices of Charlie Hebdo magazine and slaughter a bunch of cartoonists because they were offended at the free speech of the cartoonists.
[03:37:03.093 --> 03:37:13.961]  That prompted an immediate worldwide movement, which was actually supported by mainstream political leaders, who marched on the streets of Paris under the banner, Je suis Charlie.
[03:37:13.961 --> 03:37:15.082]  We are all Charlie.
[03:37:15.740 --> 03:37:28.614]  We support the right of people to have, quote, offensive opinions over the right of literal ISIS jihadists to slaughter those people because they're offended over those opinions.
[03:37:28.614 --> 03:37:32.198]  Seems like that is kind of shifting now, doesn't it?
[03:37:32.198 --> 03:37:34.300]  In fact, shortly after the Charlie Hebdo attacks.
[03:37:35.273 --> 03:37:41.577]  The Pope himself came out and said, well, if somebody punched my mother in the face, I'd be very angry too.
[03:37:41.577 --> 03:37:47.701]  Literally siding with the ISIS jihadists that slaughtered the cartoonists.
[03:37:47.701 --> 03:37:49.242]  But apparently that's not the problem.
[03:37:49.242 --> 03:38:02.670]  The problem is French intellectuals like Renaud Camus, voicing his opinion that mass immigration is a bad thing for society, even though that's literally been proven by academic studies,
[03:38:04.105 --> 03:38:06.748]  By major universities that prove that to be the case.
[03:38:06.748 --> 03:38:12.676]  It reduces community trust, it exacerbates community tensions, it increases crime.
[03:38:12.676 --> 03:38:17.702]  For him to say it though using this language is now literally illegal in France.
[03:38:17.702 --> 03:38:19.064]  In this speech he went on to say...
[03:38:20.566 --> 03:38:27.309]  Mass immigration is, quote, substitution, the tendencies to substitute everything with its emulator, normalised, standardised, interchangeable.
[03:38:27.309 --> 03:38:35.712]  The original with its copy, the authentic with its imitation, the true with the false, the mothers with surrogate mothers, the culture with free time and entertainment.
