[00:00:12.403 --> 00:00:14.684]  Wednesday, February 12, 2020.
[03:32:25.816 --> 03:32:30.658]  Now we're bringing you an all-new version of your favorite formula to help you reach your energy peak.
[03:32:30.658 --> 03:32:39.563]  Ultra 12 from InfoWars Life takes advantage of the most effective and expensive form of B12 available, Methylgobalamin, to provide you with twice the B12.
[03:32:39.563 --> 03:32:46.746]  Ultra 12 can help make DNA, support the body's energy production, and help produce healthy blood cells while assisting proper nervous system function.
[03:32:46.746 --> 03:32:51.289]  Help support your energy levels and take advantage of the superior form of B12 today with Ultra 12.
[03:32:55.942 --> 03:33:11.451]  You're listening to The Alex Jones Show!
[03:33:11.451 --> 03:33:12.672]  You found it!
[03:33:12.672 --> 03:33:14.733]  The tip of the spear!
[03:33:14.733 --> 03:33:19.296]  It is The Alex Jones Show with Mike Adams!
[03:33:22.250 --> 03:33:37.484]  While the brainwashed masses are waiting around 18 months for the pharmaceutical industry to come up with a vaccine that probably won't work, but it will be laced with toxic ingredients, you could be doing things right now to enhance your health by changing your diet.
[03:33:37.484 --> 03:33:39.886]  And that's the subject of this segment.
[03:33:39.886 --> 03:33:40.566]  Thank you for joining me.
[03:33:40.566 --> 03:33:45.491]  Mike Adams here from Natural News on the Alex Jones Show with solutions for coronavirus.
[03:33:46.218 --> 03:33:51.280]  Now, I've been doing a lot of research the last few days on certain molecules.
[03:33:51.280 --> 03:33:52.941]  I study molecules all the time in the lab.
[03:33:52.941 --> 03:33:55.462]  I run multiple mass spec instruments.
[03:33:55.462 --> 03:33:58.443]  We do time of flight mass spec, triple quad mass spec.
[03:33:58.443 --> 03:34:04.266]  We do pesticide analysis, CBD analysis for quantitation of cannabinoids and things like that.
[03:34:04.266 --> 03:34:06.767]  So I'm very familiar with this area of research.
[03:34:06.767 --> 03:34:14.430]  And I was looking at what are the most likely natural molecules that can inhibit the enzymatic
[03:34:15.231 --> 03:34:16.671]  There's a ton of research on this because of SARS.
[03:34:44.986 --> 03:35:02.257]  So back in 2003, when SARS first had its outbreak, and remember, SARS is a coronavirus, and it shares about 80% of the genetic code, which means the protein structure, with the current Wuhan coronavirus, NCOV coronavirus, or whatever new name they have now.
[03:35:02.257 --> 03:35:08.901]  They keep changing the name every day to try to distance it from China, by the way, so they keep coming up with new names.
[03:35:08.901 --> 03:35:10.662]  But if you go back and look at the research on SARS,
[03:35:11.678 --> 03:35:13.039]  It's quite fascinating.
[03:35:13.039 --> 03:35:31.525]  After the SARS outbreak at that time, China itself funded a tremendous amount of research into natural herbs and foods, substances, various molecules, various bioflavonoids, for example, typically from fruits, Chinese medicine substances, also prescription drugs as well.
[03:35:31.525 --> 03:35:33.706]  They tested every chemical they could think of against SARS.
[03:35:34.798 --> 03:35:46.282]  And they found quite a few molecules that would have a very strong inhibitory effect against the 3Cl protease process in the body.
[03:35:46.282 --> 03:35:48.503]  And right now I'm documenting those.
[03:35:48.503 --> 03:35:50.803]  I'm going to share a few with you here today.
[03:35:50.803 --> 03:35:56.545]  But I'm doing more research and more documentation so that I can present this publicly with good research behind it.
[03:35:56.545 --> 03:36:00.127]  Lots of papers out there on this right now.
[03:36:00.127 --> 03:36:00.807]  So the good news is
[03:36:02.066 --> 03:36:09.610]  You don't have to be killed by this and there is good, steady research right now about what can work.
[03:36:09.610 --> 03:36:11.210]  And so let me give an example.
[03:36:11.210 --> 03:36:16.293]  One of the interesting things here is I found a theoretical research paper that was doing protein modeling.
[03:36:16.293 --> 03:36:19.895]  This is a theoretical paper, not a clinical trial.
[03:36:19.895 --> 03:36:28.679]  But it found that one of the food chemicals that can function theoretically to help stop this virus is called Urbacitin.
[03:36:29.858 --> 03:36:33.259]  Erbasitin, H-E-R-B-A-C-E-T-I-N.
[03:36:33.259 --> 03:36:37.121]  Turns out it's a phytochemical found in flaxseed.
[03:36:37.121 --> 03:36:43.623]  So you can eat flaxseed right now and you can get erbasitin in your body at some level.
[03:36:43.623 --> 03:36:49.725]  Now I haven't tested flaxseed for what concentration of erbasitin is found in flaxseed.
[03:36:49.725 --> 03:36:54.067]  It might be that you have to eat pounds of flaxseed to get a therapeutic dose of this.
[03:36:54.067 --> 03:36:55.207]  I don't know the answer to that yet.
[03:36:55.802 --> 03:36:58.784]  But the truth is, it can't hurt to eat flaxseed.
[03:36:58.784 --> 03:36:59.544]  That's the thing.
[03:36:59.544 --> 03:37:07.648]  There's no risk, there's no downside to eating healthier, and you're going to get some nutrients that may actually work to block this virus.
[03:37:07.648 --> 03:37:10.450]  So that's one of them, herbacitin, in flaxseed.
[03:37:10.450 --> 03:37:19.775]  And by the way, flaxseed is rich with omega-3s, and it protects your heart, it helps prevent type 2 diabetes, I mean, it stabilizes blood sugar.
[03:37:20.795 --> 03:37:21.796]  Flaxseed is amazing.
[03:37:21.796 --> 03:37:24.957]  I put some in my smoothie every day, and I've been doing it for years.
[03:37:24.957 --> 03:37:27.078]  I'm drinking ground-up flaxseed every day.
[03:37:27.078 --> 03:37:29.899]  And not just flax oil, by the way.
[03:37:29.899 --> 03:37:33.800]  Flax lignans, flax fiber, is very good for you.
[03:37:33.800 --> 03:37:37.522]  So, you know, part of this is eat more flax, OK?
[03:37:37.522 --> 03:37:43.564]  Now, then some critic would say, well, you're telling people to eat flaxseed and not take the vaccine.
[03:37:43.564 --> 03:37:45.705]  You moron, there is no vaccine.
[03:37:45.705 --> 03:37:49.507]  But you can get flaxseed at the grocery store right now, so do what you can now.
[03:37:50.233 --> 03:37:53.594]  It doesn't mean that you can't consider other options later on.
[03:37:53.594 --> 03:37:55.235]  You can consider prescription drugs.
[03:37:55.235 --> 03:37:57.935]  You could consider a vaccine if you want to take that risk.
[03:37:57.935 --> 03:38:01.256]  You can consider all those things, but you can eat flax too.
[03:38:01.256 --> 03:38:03.557]  It's called complementary medicine.
[03:38:03.557 --> 03:38:07.598]  You can have food and nutrients that work for this.
[03:38:07.598 --> 03:38:14.781]  And by the way, speaking of food, there's another bioflavonoid that we found in the research that is found in orange peels.
[03:38:14.781 --> 03:38:16.561]  And I actually did an article on this.
[03:38:16.561 --> 03:38:18.742]  It's mentioned in a patent
[03:38:19.589 --> 03:38:27.751]  Of an antiviral sanitizing spray that you can spray on the surface and it kills coronavirus.
[03:38:27.751 --> 03:38:39.355]  So this is known to kill viruses on surfaces and it's a patented formulation based on bioflavonoids, mostly from citrus peels.
[03:38:39.355 --> 03:38:41.175]  So when I found that, you know what I did?
[03:38:41.175 --> 03:38:46.097]  I went out and I ordered certified organic orange peel granules.
[03:38:47.268 --> 03:38:53.671]  And as soon as I get those, I'm going to be mixing those into my smoothies, because you know how you can have orange zest as a spice?
[03:38:53.671 --> 03:39:00.495]  You know, a lot of meals, you know, I don't know, high-end chefs or something, high-end restaurants, they'll have some orange zest on your food.
[03:39:00.495 --> 03:39:09.139]  Well, it turns out that orange peel, although not typically considered a food, you wouldn't want to make a meal out of it, but you could buy candied orange peels, for example.
[03:39:09.139 --> 03:39:13.321]  You can use orange zest as a spice, and it's full of nutrients.
[03:39:14.429 --> 03:39:18.551]  And some of these nutrients have an antiviral effect.
[03:39:18.551 --> 03:39:19.732]  Isn't that amazing?
[03:39:19.732 --> 03:39:21.433]  So that's just another example.
[03:39:21.433 --> 03:39:24.334]  Again, I have a lot more research on this.
[03:39:24.334 --> 03:39:25.415]  Here's something else.
[03:39:25.415 --> 03:39:32.619]  We found that there is a tree, I'm not going to name it yet, but there's a tree that grows in Korea, Taiwan, and Japan.
[03:39:32.619 --> 03:39:39.122]  The bark of this tree naturally synthesizes a molecule that kills coronavirus.
[03:39:39.122 --> 03:39:41.264]  And this wood has a very special smell.
[03:39:41.264 --> 03:39:43.685]  I've actually got samples of it right next door here.
[03:39:44.730 --> 03:39:45.770]  It has a very special smell.
[03:39:45.770 --> 03:39:48.731]  It's used in exotic wood carving and wood furniture.
[03:39:48.731 --> 03:39:58.273]  When I visited temples in Taiwan, when I lived there, I remember the smell because that was the furniture was carved out of this very, very special exotic wood.
[03:39:58.273 --> 03:40:01.253]  And it's used in Korea and Japan and Taiwan and even China.
[03:40:01.253 --> 03:40:04.574]  This wood contains a chemical that kills coronavirus.
[03:40:04.574 --> 03:40:09.455]  So isn't it interesting that the people in the countries that are being hit by this virus
[03:40:10.114 --> 03:40:16.537]  They are living among trees that are already growing the cure for free, naturally.
[03:40:16.537 --> 03:40:18.878]  And yet, they're waiting for a vaccine.
[03:40:18.878 --> 03:40:28.383]  And many of them will die waiting for a vaccine or waiting for a drug because they don't recognize the medicine that's already there all around them, indigenous to the area.
[03:40:28.383 --> 03:40:30.984]  Mother Nature's already put the cures there.
[03:40:30.984 --> 03:40:32.985]  We just have to be wise enough to recognize them.
[03:40:32.985 --> 03:40:36.226]  Now, some practical things about food.
[03:40:36.226 --> 03:40:37.647]  Many of the molecules that we're finding
[03:40:38.317 --> 03:40:38.597]  All right.
[03:40:53.607 --> 03:41:00.614]  You patriotic Americans out there, people who love America, I want you to eat Middle Eastern food for a while.
[03:41:00.614 --> 03:41:01.936]  I want you to eat Indian cuisine.
[03:41:01.936 --> 03:41:08.783]  I want you to go to a Pakistani grocery store, which has an amazingly potent smell because those are the herbs in the jars.
[03:41:08.783 --> 03:41:13.108]  I want you to buy the mixes, buy the herbs, buy the curries.
[03:41:13.108 --> 03:41:16.151]  I want you to go load up on all these exotic
[03:41:16.900 --> 03:41:20.682]  Food recipes and mixes from the Middle East.
[03:41:20.682 --> 03:41:23.403]  Again, maybe you can find Afghanistan food.
[03:41:23.403 --> 03:41:23.924]  I'm not sure.
[03:41:23.924 --> 03:41:30.067]  But this food contains natural antiviral molecules.
[03:41:30.067 --> 03:41:33.228]  You should be eating this food.
[03:41:33.228 --> 03:41:38.271]  Because if you live on pancakes and corn syrup and frosted flakes, that's not going to help you.
[03:41:38.271 --> 03:41:41.793]  That's just garbage processed food and carbohydrates.
[03:41:41.793 --> 03:41:45.955]  The medicine is in the potent, pungent spices.
[03:41:45.955 --> 03:41:46.595]  And in fact,
[03:41:47.950 --> 03:41:48.470]  It's amazing.
[03:41:48.470 --> 03:41:51.151]  I found a spice.
[03:41:51.151 --> 03:41:51.972]  I bought a sample.
[03:41:51.972 --> 03:41:57.474]  A spice that is so potent that contains a molecule that combats coronavirus.
[03:41:57.474 --> 03:42:01.896]  I'm not prepared to name this particular spice yet, but I'll give you a hint.
[03:42:01.896 --> 03:42:06.278]  It's used as a flavoring agent in exotic Russian gin.
[03:42:07.228 --> 03:42:08.728]  It's because the taste is amazing.
[03:42:08.728 --> 03:42:17.311]  It's like an explosion of all kinds of phytochemicals and phytonutrients in your mouth, and it contains antiviral nutrients in this spice.
[03:42:17.311 --> 03:42:22.613]  It's known as a spice, and it's used in certain exotic recipes throughout the Middle East.
