[00:00:15.512 --> 00:00:15.992]  We are live.
[02:38:04.662 --> 02:38:06.243]  Because that's how the good people are.
[02:38:06.283 --> 02:38:07.923]  They're secret and you can't face them.
[02:38:09.544 --> 02:38:11.345]  And they lie to you because they're the good guys.
[02:38:11.425 --> 02:38:12.285]  This is what Q says.
[02:38:13.026 --> 02:38:17.828]  It's just a bunch of global... Now it's just con artists and scammers and crazy people.
[02:38:18.783 --> 02:38:26.426]  But some really manipulative folks got scared of it because it was going to be a vehicle to expose the pedophile rings and the things that they'd shut me down on.
[02:38:26.666 --> 02:38:29.327]  Some other folks said, well, we can't get targeted like Jones.
[02:38:29.748 --> 02:38:33.729]  We'll just say we're Intel because they were, and we'll start releasing some stuff.
[02:38:34.089 --> 02:38:35.690]  And folks are like, we're not going to allow that.
[02:38:35.990 --> 02:38:38.151]  They take over that with a disinformation operation.
[02:38:38.311 --> 02:38:39.972]  That's standard spy stuff!
[02:38:41.015 --> 02:38:46.598]  But people that want to believe all this Q stuff don't want to go read real spy manuals or psych warfare stuff and know how it works.
[02:38:46.839 --> 02:38:50.661]  They just want to sit there and get conned because it feels good!
[02:38:54.963 --> 02:38:55.684]  Okay then!
[02:38:55.704 --> 02:38:57.885]  I don't want to talk about it anymore.
[02:38:58.806 --> 02:39:00.287]  Dan in Texas, you're on the air.
[02:39:03.028 --> 02:39:07.931]  Hey Alex, I understand your frustration, but let's change the subject.
[02:39:09.795 --> 02:39:12.597]  I actually wanted to point out something my wife noticed.
[02:39:13.277 --> 02:39:24.485]  The murals at the Denver airport depicting, you know, the soldier in the gas mask with all the children seem to be, you know, the only ones in color.
[02:39:24.505 --> 02:39:27.807]  And later, murals, they're mourning.
[02:39:27.847 --> 02:39:31.830]  Yeah, it's like a Nazi soldier herding men, women, and children into a death camp.
[02:39:32.990 --> 02:39:40.497]  Right, he's got a gas mask on, and they've got gargoyles, and they've got Egyptian pyramids on top of it, Egyptian gods on top of it.
[02:39:40.757 --> 02:39:43.280]  It's what's out on the tarmac there that's evil.
[02:39:45.202 --> 02:39:49.806]  Right, well, you know, they noticed that they have in the murals, the children are all mourning over the adults.
[02:39:50.711 --> 02:39:58.135]  And at the end, they're the only ones left, and the children are happy, and they have a kind of a depiction of a one-world, you know, order.
[02:39:58.175 --> 02:40:02.637]  They've got all the flags all intertwined together, and the children are celebrating.
[02:40:02.717 --> 02:40:05.398]  It's very strange, cryptic.
[02:40:05.558 --> 02:40:07.059]  I mean, it's not anything new.
[02:40:07.079 --> 02:40:11.281]  Well, that's how they sold everyone in world government in the last hundred years, was they're gonna end war.
[02:40:11.541 --> 02:40:13.181]  But really, it's in humans now, we learn.
[02:40:15.062 --> 02:40:15.963]  Right, right.
[02:40:17.267 --> 02:40:23.292]  You know, the 5G thing is really aggravating to me.
[02:40:23.452 --> 02:40:29.356]  What I find interesting is that friends of mine that don't really pay any attention to any kind of, you know,
[02:40:31.078 --> 02:40:32.219]  Conspiracy type things.
[02:40:32.319 --> 02:40:33.480]  Everybody's onto it now.
[02:40:33.580 --> 02:40:35.182]  It's spreading like crazy.
[02:40:35.302 --> 02:40:40.367]  And this idea that the 5G is kind of suspicious and this whole thing.
[02:40:40.847 --> 02:40:42.709]  And I don't know anybody that actually wants it.
[02:40:43.169 --> 02:40:44.330]  You know, they didn't ask us.
[02:40:44.550 --> 02:40:45.571]  Nobody said, hey, we just want it.
[02:40:45.611 --> 02:40:47.053]  Oh, it's being banned in Switzerland.
[02:40:47.213 --> 02:40:49.495]  Statistics like 89% of people want it banned.
[02:40:49.775 --> 02:40:50.976]  All these cities are trying to block it.
[02:40:51.177 --> 02:40:56.882]  But they're just rolling it out and putting it in disguised lampposts all over the country, whether you like it or not.
[02:40:58.567 --> 02:41:01.989]  Yeah, I mean, I'm not saying people should destroy them, but I'm not going to try it.
[02:41:02.009 --> 02:41:06.231]  But it's like Q though, it needs to be secret, it needs to hurt you and lie to you for your own good.
[02:41:07.311 --> 02:41:14.435]  You don't need to have it out in the open and say 5G, it needs to be hidden as a fake tree or as a fake lamppost or in a power pole.
[02:41:14.815 --> 02:41:24.760]  Are you saying, like Q, the radiation is invisible, it's good, it's liberal, like the big mombiot who now says he believes in radiation because it'll get rid of the humans.
[02:41:25.681 --> 02:41:27.582]  Why don't you love the invisible radiation, son?
[02:41:30.083 --> 02:41:38.085]  Well, you know, there's a good quote from former Pentagon Joint Chief of Staff Lieutenant Colonel Jack Kingston.
[02:41:38.105 --> 02:41:45.227]  It says, the best covert operation is one that's done in broad daylight in front of everyone's eyes, yet no one sees a thing.
[02:41:46.588 --> 02:41:46.988]  Exactly.
[02:41:47.088 --> 02:41:47.968]  Hiding in plain view.
[02:41:48.528 --> 02:41:58.191]  5G, Q, I mean, you know, it very much points at Q, I think, you know, in front of everyone's eyes and no one seems to know that it's
[02:41:59.073 --> 02:42:01.734]  It's not what it seems to be or what it pretends to be.
[02:42:02.774 --> 02:42:03.535]  It's unbelievable.
[02:42:03.595 --> 02:42:06.356]  Well, the big tell on anything like that is it's boosted.
[02:42:07.376 --> 02:42:09.857]  And artificially boosted and allowed to run rampant.
[02:42:10.557 --> 02:42:20.181]  And again, I say free speech to it all, but it just takes delusionals and it makes them feel like they're part of something because it's esoteric and weird and magic and they just do one thing.
[02:42:20.421 --> 02:42:22.601]  You just stay in your house and we defeat the evil people.
[02:42:22.862 --> 02:42:26.503]  And it's the whole UN and the world government and Bill Gates saying, don't you leave your damn house.
[02:42:28.896 --> 02:42:35.541]  The vaccine, Q says, has a cure in it, because they're going to release a weapon on the bad globalists, but you've got to have the vaccine.
[02:42:35.581 --> 02:42:36.721]  Guaranteed that Q will say that.
[02:42:36.962 --> 02:42:38.943]  You've got to have the vaccine to stop it!
[02:42:40.744 --> 02:42:42.025]  Yeah, you know, trust the plan, right?
[02:42:42.185 --> 02:42:44.246]  Oh, the kid's died, but it's a magic.
[02:42:44.326 --> 02:42:49.850]  You take the shot and the kid dies, but their spirit goes to heaven, and God needs you to be injected with that to know you're good.
[02:42:49.870 --> 02:42:51.391]  I mean, you know, oh good!
[02:42:51.691 --> 02:42:54.533]  And Q needs you to feed your kid to a blender.
[02:42:56.516 --> 02:42:58.918]  Well, you know, they would just tell you to trust the plan.
[02:42:58.938 --> 02:43:00.199]  That's all they ever say.
[02:43:00.339 --> 02:43:01.219]  God bless you, Dan.
[02:43:01.239 --> 02:43:01.740]  I love you.
[02:43:01.920 --> 02:43:02.720]  Oh, my God.
[02:43:03.541 --> 02:43:04.902]  Patrick in Texas, you're on the air.
[02:43:06.683 --> 02:43:07.063]  Hey, Alex.
[02:43:07.083 --> 02:43:08.705]  Just wanted to touch base real quick with you.
[02:43:08.745 --> 02:43:15.189]  I mean, you do these immunizations and you think about our vaccinations, you think about just a very basic level.
[02:43:15.750 --> 02:43:23.435]  Do you think that it's normal by any standard or any possible way that you should have something introduced into your body
[02:43:24.045 --> 02:43:26.394]  Being jabbed through your skin and into your muscle.
[02:43:26.946 --> 02:43:37.610]  No, I think even if they're good, clean vaccines that are doing what they say they do and not piggyback with a bunch of Trojan horses, then in almost every case they're bad.
[02:43:37.650 --> 02:43:45.832]  Unless there was some real super pathogen and it was proven to work and then they told you the risk, but they lie to you about the risk and they do it all and it's bad news.
[02:43:46.213 --> 02:43:52.935]  But a form of immunization is when your kids are healthy, you know the neighbor kid has measles or mumps.
[02:43:52.995 --> 02:43:56.176]  A lot of folks, people that are mainly medical doctors, they don't talk about it.
[02:43:56.676 --> 02:43:57.597]  Exactly, that's the way it should be.
[02:43:57.617 --> 02:43:59.439]  You should properly, you should show them properly nutrient.
[02:44:15.251 --> 02:44:16.891]  Nutrient-based and that's a problem.
[02:44:16.912 --> 02:44:19.332]  I think we have a majority for the lower GI system.
[02:44:19.372 --> 02:44:20.432]  It's totally annihilated.
[02:44:21.213 --> 02:44:25.454]  The immune system is just totally... Oh yeah, one thing I haven't plugged enough.
[02:44:25.494 --> 02:44:27.554]  Probiotics, probiotics, gut health.
[02:44:27.574 --> 02:44:28.254]  You're absolutely right.
[02:44:29.135 --> 02:44:31.235]  Yeah, I mean the products that you sell are dead on.
[02:44:31.595 --> 02:44:36.977]  I mean from different spectrums, different levels of iodine, all the different elements that you need to keep your body healthy.
[02:44:36.997 --> 02:44:41.498]  And I've spent thousands of dollars on your products and I've taken them and I take other products as well.
[02:44:42.174 --> 02:44:43.635]  I'll tell you, it's dead on.
[02:44:43.695 --> 02:44:58.947]  It's high quality, and if people question, you know, what's in it and what the cost is on it, it's absolutely insane to do that because it is very, very well manufactured with high quality content, and the price point on it's phenomenal compared to the rest of the trash that's on the market.
[02:44:59.480 --> 02:45:04.041]  And so I do appreciate that aspect of what you bring to the table as well, not only from the information standpoint.
[02:45:04.421 --> 02:45:10.803]  Well, thanks for putting up with me, because, you know, we're covering a lot of hardcore info here, and I get a little wacky, but, I mean, this is a crazy time.
[02:45:10.843 --> 02:45:11.543]  God bless you, Patrick.
[02:45:11.583 --> 02:45:20.025]  I gotta move quick, because the babysitter and wife and stuff, I gotta, I'm glad I could be here ten hours, but, you know, it is Saturday, so I've got limited help right now.
[02:45:20.745 --> 02:45:22.726]  Let's go ahead and take another call.
[02:45:22.766 --> 02:45:24.046]  John in California, you're on the air.
[02:45:25.029 --> 02:45:29.851]  Hi Alex, I really appreciate this time and I really appreciate you taking my call.
[02:45:29.871 --> 02:45:30.731]  Appreciate you.
[02:45:30.791 --> 02:45:34.453]  So, I'm asking some clear cut questions.
[02:45:34.993 --> 02:45:38.515]  Let's just say this is 100% intentional.
[02:45:38.895 --> 02:45:41.916]  This is 100% a biological weapon.
[02:45:42.256 --> 02:45:47.178]  OK, we know from Pearl Harbor, you basically saw the plane flying over.
[02:45:47.258 --> 02:45:53.881]  People that were living in Hawaii said, yeah, when the Japanese bombed Pearl Harbor, you could see the plane flying over.
[02:45:54.281 --> 02:45:56.143]  The same was true with Great Britain.
[02:45:56.403 --> 02:45:58.124]  They saw the planes flying over.
[02:45:58.464 --> 02:46:09.533]  How do we know that somebody's not getting on a plane right now and launching more of this biological weapon in, let's say, the UK or in South Africa?
[02:46:09.873 --> 02:46:19.360]  Because if you look at a map, it seems extremely suspicious that there's some places that are really saturated and other places that don't seem like they're affected at all.
[02:46:21.391 --> 02:46:22.612]  No, I totally agree with you.
[02:46:22.672 --> 02:46:26.594]  And they've got bioweapons now where it mutates only once or twice and then becomes harmless.
[02:46:26.634 --> 02:46:28.235]  That's the type you want to release so you can control it.
[02:46:28.275 --> 02:46:30.256]  It does look very, very suspicious.
[02:46:30.276 --> 02:46:40.982]  There are also controlled jurisdictions that are corrupt, show that nurses and the medical examiners in leftist areas will then call a heart attack or cancer, COVID-19, and then they just assess those deaths.
[02:46:41.002 --> 02:46:42.003]  That could be going on as well.
[02:46:42.563 --> 02:46:43.383]  I don't think we know yet.
[02:46:43.743 --> 02:46:44.204]  Go ahead, John.
[02:46:45.031 --> 02:46:51.315]  So it's very possible that this could be launched today because Mike Adams is saying, oh, the numbers are low.
[02:46:51.675 --> 02:46:58.719]  Well, if you look at Japan or you look at what the Nazis did, they reloaded their planes and they went out again.
[02:46:58.739 --> 02:47:07.224]  So technically speaking, there could be people going into designated areas right now to launch more of this and just say, oh, it's all the same thing.
[02:47:07.544 --> 02:47:08.124]  I hear you, John.
[02:47:08.144 --> 02:47:08.665]  Great points.
[02:47:09.105 --> 02:47:12.647]  All right, Dawson and then Patrick, we're going to go to a special report and live transmission.
[02:47:12.967 --> 02:47:14.048]  Dawson in California, go ahead.
[02:47:15.182 --> 02:47:15.822]  Hey, how are you doing?
[02:47:16.142 --> 02:47:16.722]  I'm alright, brother.
[02:47:16.742 --> 02:47:18.363]  Well, humanity's in trouble.
[02:47:18.383 --> 02:47:19.363]  This is the Globalist plan.
[02:47:19.383 --> 02:47:22.063]  They're closing the trap on us right now.
[02:47:22.963 --> 02:47:23.323]  Oh, yeah, man.
[02:47:23.343 --> 02:47:24.084]  It's really sad.
[02:47:24.224 --> 02:47:33.385]  So, I actually had something to say, and I think there's another disease going around besides the coronavirus, and I think that's the illusion.
[02:47:33.865 --> 02:47:43.367]  I know so many of our Republican friends who we always agree with each other, and I'm just bringing up some of the points that you had mentioned, how, you know, the coronavirus deaths
[02:47:44.051 --> 02:47:49.802]  Might be over reported just because of the other underlying health conditions.
[02:47:51.269 --> 02:47:54.091]  And they get so angry whenever I bring those points up.
[02:47:54.391 --> 02:47:54.972]  Well, here's the deal.
[02:47:55.112 --> 02:47:57.294]  I don't think we know the truth because the Chai comms lied.
[02:47:57.594 --> 02:47:59.736]  I don't think the Italians are, and it looks pretty bad.
[02:47:59.816 --> 02:48:01.837]  So that's why I think the jury's out right now.
[02:48:01.877 --> 02:48:04.980]  But we know the power grab from the globalists is real.
[02:48:05.000 --> 02:48:07.522]  And we know the Level 4 labs are where this came from.
[02:48:07.542 --> 02:48:14.607]  So the very institutions saying they're protecting us, Fauci, you're literally looking at an officer of the Sikh priesthood that is behind this.
[02:48:16.088 --> 02:48:16.328]  Right.
