[00:00:09.645 --> 00:00:11.227]  I rarely get goosebumps.
[02:39:16.368 --> 02:39:21.312]  The fundamentals as spelled out in the Constitution of the American Republic.
[02:39:23.414 --> 02:39:28.679]  It is those principles that lawyers, especially constitutional lawyers, are familiar with.
[02:39:30.360 --> 02:39:44.212]  And many of them, many, many, many, many, many, many should be filing now, should have already filed thousands of cases against states for illegal, illegitimate, destructive, unconstitutional lockdowns.
[02:39:47.992 --> 02:39:50.674]  Some of these people say, well, because the cases are not going to work.
[02:39:50.714 --> 02:39:51.575]  So why file them?
[02:39:51.595 --> 02:39:54.898]  Because we know the thing in the court and the judges and that I don't care.
[02:39:55.819 --> 02:39:57.220]  File the cases.
[02:39:58.721 --> 02:40:02.544]  You don't understand how this, how a counter op works.
[02:40:04.426 --> 02:40:13.013]  Simply the filing of these cases, whether they succeed or not, ultimately can create the
[02:40:14.105 --> 02:40:20.090]  Leveraged into publicity on behalf of what is right and good and true and constitutional.
[02:40:21.712 --> 02:40:42.249]  And if you have thousands of these cases being filed and more coming in every day, the accumulation of this wisdom and truth and relentless capacity to embolden the original meaning of the Constitution begins to have an effect on the mind of the public and everybody.
[02:40:43.746 --> 02:40:46.308]  Regardless of outcome of these cases.
[02:40:47.830 --> 02:40:51.353]  So the familiar excuse that's always wheeled out there.
[02:40:51.373 --> 02:40:56.837]  Well, the case is not really going to work because you see the technical issue comes down to this and so forth.
[02:40:57.178 --> 02:40:59.480]  And then we got the precedence of so far cases.
[02:40:59.920 --> 02:41:01.121]  I don't care about any of that.
[02:41:01.361 --> 02:41:03.443]  Okay, that's all a bunch of crap.
[02:41:04.824 --> 02:41:11.430]  Lawyers who understand the Constitution know at the most fundamental level, this whole COVID operation is entirely
[02:41:12.188 --> 02:41:15.189]  Fascistic, tyrannical, and destructive of the Constitution.
[02:41:15.589 --> 02:41:37.532]  Because if you destroy a person's ability to work and earn a living, and destroy that right and that freedom, then you tell me what other freedoms spelled out in the Constitution still have any meaning whatsoever and are not completely null and void, okay?
[02:41:38.533 --> 02:41:38.993]  Come on!
[02:41:39.573 --> 02:41:40.053]  Wake up!
[02:41:40.233 --> 02:41:40.873]  Realize it!
[02:41:41.437 --> 02:41:43.239]  I'm talking to the lawyers now.
[02:41:43.879 --> 02:41:56.950]  What was your original impetus when you were young and free and still believed in something before you put it all aside for money and deals and this and that and technical issues?
[02:41:57.031 --> 02:42:01.675]  And, oh, we have to be talking to our own colleagues and we have to be talking to the media.
[02:42:01.715 --> 02:42:03.076]  We're not talking to the people.
[02:42:03.396 --> 02:42:04.277]  Yes, you are.
[02:42:05.888 --> 02:42:07.569]  The people depend on you.
[02:42:08.050 --> 02:42:22.741]  That's what you wanted when you were 17 years old and you still cared about life, about reality, about the fundamental brilliance of the Constitution as an idea that was put into action.
[02:42:26.284 --> 02:42:28.666]  Restore that faith.
[02:42:29.306 --> 02:42:31.088]  File those cases.
[02:42:31.628 --> 02:42:34.891]  There is no Constitution if the state can
[02:42:35.746 --> 02:42:48.889]  At its whim, declare states of emergency illegally and then not be forced in court to justify those states on the basis of fact and merit and science.
[02:42:49.689 --> 02:42:53.911]  You take that away, you destroy the entire foundation of a country.
[02:42:54.931 --> 02:42:55.611]  Because then,
[02:42:56.348 --> 02:43:00.311]  This day can come along and say, well, we have this state of emergency and we got that one.
[02:43:00.652 --> 02:43:02.433]  And here's another one we have to declare.
[02:43:02.793 --> 02:43:09.679]  And so this is another reason why we have to lock you down and we can't let you out of the house and we can't let you open your business.
[02:43:12.681 --> 02:43:15.203]  We have to destroy your business.
[02:43:17.105 --> 02:43:17.425]  I mean.
[02:43:18.666 --> 02:43:19.467]  The founders.
[02:43:20.057 --> 02:43:37.070]  Never thought that they needed to embed a clause in the Constitution that would explicitly prevent the central government from destroying a business owner's business or destroying the worker's right to work and earn a living.
[02:43:37.651 --> 02:43:42.355]  It never occurred to them that such a thing would ever be done to the population.
[02:43:43.095 --> 02:43:44.596]  But it's being done now.
[02:43:45.397 --> 02:43:46.578]  It's being done now.
[02:43:47.924 --> 02:43:57.907]  And implicit in the Constitution, as any idiot or fool can see, is the right to own a business, to work, to earn a living.
[02:43:58.328 --> 02:44:03.569]  Because again, if you take that right out and remove it, what are you left with?
[02:44:04.109 --> 02:44:06.150]  No rights, no freedoms, nothing.
[02:44:06.590 --> 02:44:14.173]  The entire Constitution, just light a match and burn it up and make an end of it and say, we are all fascists.
[02:44:14.453 --> 02:44:16.274]  We are all tyranny.
[02:44:16.454 --> 02:44:17.614]  We are all destruction.
[02:44:19.699 --> 02:44:26.625]  It's the lawyers that have to step up to the plate, along with the religious leaders, and file cases.
[02:44:28.526 --> 02:44:31.729]  It should take 24 hours to write up a filing.
[02:44:32.349 --> 02:44:36.512]  Don't give me, oh, six weeks and we have to refer to this and that and the other thing.
[02:44:37.053 --> 02:44:38.854]  I've seen filings.
[02:44:39.475 --> 02:44:40.656]  I know what they're about.
[02:44:42.537 --> 02:44:45.780]  You can pull one out of your hat in 24 hours and file it.
[02:44:48.689 --> 02:45:00.934]  And it's going to be news if hundreds and more hundreds and more hundreds and thousands of cases against the lockdowns are filed in America and other countries, as they should be, as they must be.
[02:45:01.334 --> 02:45:09.338]  This is not something, oh, this is a pipe dream, Rappaport is concocting, you know, just in order to say that there's maybe an answer.
[02:45:09.638 --> 02:45:11.899]  No, this is a necessity.
[02:45:11.919 --> 02:45:16.581]  This is a necessity for any country
[02:45:16.991 --> 02:45:24.494]  That has any shred of freedom embedded in it whatsoever in its founding documents, in its laws.
[02:45:26.154 --> 02:45:41.680]  That there be thousands of cases piled upon thousands more filed every day against the state for the illegitimate and destructive and inhumane and murderous friggin' lockdowns.
[02:45:44.088 --> 02:45:45.289]  That is reality.
[02:45:45.829 --> 02:45:50.753]  Not all this other crap, but well, we don't know, we're not sure, and the technical issue, and then there was a precedent case in 1873.
[02:45:51.413 --> 02:45:53.554]  That's not reality.
[02:45:55.115 --> 02:46:01.700]  That's everything put up there to deny looking at one's own test of faith and courage.
[02:46:03.021 --> 02:46:09.505]  We move that out of the way, and what we're left with is the reality of the necessity of filing these cases.
[02:46:12.116 --> 02:46:23.158]  And finally, when we come to the small and medium-sized business owners who are being beaten over the head, left and right, in every possible way and direction, they have to organize.
[02:46:25.118 --> 02:46:27.119]  They have to become powerful entities.
[02:46:27.959 --> 02:46:39.681]  Bar owners associations, restaurant owners associations, hair salon associations, barbershop associations, shoe repair owner associations, and on and on and on.
[02:46:40.530 --> 02:46:49.878]  Many associations because in this case what we're faced with is strength in numbers.
[02:46:51.520 --> 02:46:56.464]  I've seen the heartbreaking heroic videos like you have.
[02:46:57.384 --> 02:47:04.468]  Of the bar owner who stands up to the authorities as the fines of over several thousand a day are ringing up against him.
[02:47:04.808 --> 02:47:14.273]  And he's saying to the camera, we're going to do everything we can to stay open because we know this locks down is is unconstitutional and destroying life.
[02:47:14.813 --> 02:47:17.955]  And we want to stand up to it and so on and so forth.
[02:47:18.915 --> 02:47:25.539]  And this guy and his friends are, you know, they're drowning in a sea of trouble brought on by
[02:47:26.601 --> 02:47:28.382]  Vicious, murderous governors.
[02:47:31.504 --> 02:47:33.146]  So there is strength in numbers.
[02:47:34.266 --> 02:47:35.848]  I mean, it's just necessity.
[02:47:37.088 --> 02:47:43.973]  This bar owner has to get together with other bar owners who get together with other bar owners and form an association.
[02:47:45.815 --> 02:47:51.979]  So that when they stand up, they are standing up as many, not one.
[02:47:53.560 --> 02:47:56.202]  And there are ways to get publicity for this.
[02:47:57.916 --> 02:48:13.093]  And impress it on people's minds that there are many of these associations that are against the lockdowns and defying the lockdowns and opening up the economy and changing what's happening before us.
[02:48:14.234 --> 02:48:14.835]  Many thanks.
[02:48:15.756 --> 02:48:17.237]  John Rappaport, see you next time.
[02:48:27.421 --> 02:48:35.144]  The year 2021 is now here and world government and the New World Order and their post-human agenda is out in the open.
[02:48:35.825 --> 02:48:42.948]  It's now more important than ever that all of you realize that the fact that you're awake and you're informed and you're involved means you're the brain trust.
[02:48:42.988 --> 02:48:48.210]  You're the tip of the spear that understands what's really going on in the planet and the globalists fear you.
[02:48:48.230 --> 02:48:53.372]  That's why they've been trying to censor you and silence you and silence organizations like InfoWars
[02:48:54.721 --> 02:49:00.308]  Where those of us who understand what's happening are able to congregate, share information, and move against their operation.
[02:49:00.929 --> 02:49:03.472]  Their plan is very diabolical and over-the-top evil.
[02:49:03.873 --> 02:49:09.180]  But if people are simply informed about it and resist it, it can and will, and really must be defeated.
[02:49:10.404 --> 02:49:14.125]  Now in that fight, we fund ourselves by selling products directly to the public.
[02:49:14.205 --> 02:49:18.947]  Because as you know, the globalists shut down and boycott all of their opposition.
[02:49:19.267 --> 02:49:22.108]  But we've built the model of resistance that can take them down.
[02:49:22.488 --> 02:49:26.030]  Because you are supporting us and buying products directly from M4 Wars.
[02:49:26.910 --> 02:49:28.130]  Now I've gotten a lot of complaints.
[02:49:28.531 --> 02:49:33.992]  Thousands of them saying in the last eight months or so, a lot of our favorite products are unavailable.
[02:49:34.093 --> 02:49:34.413]  Why?
[02:49:35.553 --> 02:49:37.774]  That's because of the COVID lockdown, not COVID.
[02:49:38.536 --> 02:49:42.177]  Many of the proprietary, patented ingredients in our products were unavailable.
[02:49:42.237 --> 02:49:43.218]  Warehouses were shut down.
[02:49:43.298 --> 02:49:44.058]  Factories were shut down.
[02:49:44.378 --> 02:49:53.161]  And so for eight months, one of our most popular products, Pollen Block, to deal with seasonal irritations and the rest of it, is back in stock.
[02:49:53.721 --> 02:49:56.702]  And so is activated charcoal toothpaste.
[02:49:57.659 --> 02:50:00.060]  Both of these are in our Top 10 Best Sellers.
[02:50:00.581 --> 02:50:01.501]  They've been unavailable.
[02:50:01.902 --> 02:50:03.022]  This one for about 4 months.
[02:50:03.743 --> 02:50:06.204]  Pollen Block for, again, 8 plus months.
[02:50:06.625 --> 02:50:09.606]  And we only got a quarter of the shipment that we tried to get.
[02:50:10.247 --> 02:50:11.768]  Because, again, things are breaking down.
[02:50:12.008 --> 02:50:13.149]  These proprietary products.
[02:50:13.209 --> 02:50:14.049]  Look into Pollen Block.
[02:50:14.069 --> 02:50:14.970]  Why it's so special.
[02:50:15.230 --> 02:50:16.110]  Why it's so amazing.
[02:50:16.511 --> 02:50:23.055]  And check out our Concentrated Activated Charcoal Toothpaste as well that my dad, a dentist, designed at InfoWarsTore.com.
