[00:00:06.511 --> 00:00:07.611]  It's game time.
[03:21:59.195 --> 03:22:04.537]  In other words, this is the, you know, cohesion in terms of religion in this region, which is the Orthodox Church.
[03:22:04.537 --> 03:22:08.558]  And the way that this was split was actually done very openly by the CIA.
[03:22:08.558 --> 03:22:19.761]  In fact, the former CIA director went to the Ukraine, met with the head of this new created State Department church, John McCain himself went over there and met with all these people.
[03:22:19.761 --> 03:22:25.903]  So, just as they did with the political sphere of the far-right and even the neo-Nazi groups that they supported,
[03:22:26.603 --> 03:22:29.784]  And McCain's even been seen on stage with these people.
[03:22:29.784 --> 03:22:32.904]  Right Sector, Azov, these different people.
[03:22:32.904 --> 03:22:38.725]  They essentially create a new political sphere, a new political movement, and a new religion, a new church.
[03:22:38.725 --> 03:22:42.106]  A completely state-created church over there in the Ukraine.
[03:22:42.106 --> 03:22:43.346]  And that's just one model.
[03:22:43.346 --> 03:22:49.207]  So when you look at that model, that template, that pattern, then you notice and you can see how it's done everywhere else.
[03:22:49.207 --> 03:22:53.068]  And that's just a person who's just giving a testimony to the fact that as a former Jesuit,
[03:22:53.488 --> 03:23:00.012]  He knows about this, he knows how it's done, and he was probably involved in that when he was working as a Jesuit.
[03:23:00.012 --> 03:23:05.595]  It's not an accident that John Brennan, for example, is a fellow of Fordham University.
[03:23:05.595 --> 03:23:10.859]  Fordham University is a Jesuit school directly connected to the CIA.
[03:23:10.859 --> 03:23:12.920]  And then if you notice, the people who
[03:23:13.923 --> 03:23:17.246]  are involved in this deep state kind of liberal coup plot.
[03:23:17.246 --> 03:23:18.647]  They're all the same people.
[03:23:18.647 --> 03:23:20.848]  It's the same crew, right?
[03:23:20.848 --> 03:23:33.098]  Why do you think Gateway Pundit covered the fact a few years ago that it was Obama's State Department, right, that had assisted Soros in the overthrow of Ukraine?
[03:23:33.098 --> 03:23:33.878]  Why?
[03:23:33.878 --> 03:23:36.360]  To obtain oil, gas, industry, right?
[03:23:39.350 --> 03:23:44.697]  But now you can see why it's such a big scandal with Burisma, Biden, and all these characters.
[03:23:45.442 --> 03:24:02.150]  If you remember back at the time of the, if I recall, I'm just going from memory many years ago when there was the Bundy Ranch standoff, that whole land was part of a deal that, if I remember, it was Biden's son that Biden was trying to organize a land deal, right, with China, if I recall.
[03:24:02.150 --> 03:24:04.752]  So that was the real reason, I think, behind the Bundy standoff.
[03:24:04.752 --> 03:24:06.793]  At least that's what some people claim.
[03:24:06.793 --> 03:24:11.455]  And it's not out of the realm of belief or possibility, because if you remember,
[03:24:12.495 --> 03:24:19.497]  Hillary Clinton wrote an essay, I think it was in Brookings Institute, she wrote a paper for the Brookings Institute, a little article there, where she said that
[03:24:20.177 --> 03:24:25.321]  We've got to take care of Gaddafi on humanitarian grounds.
[03:24:25.321 --> 03:24:33.448]  And then she even says something to the effect of, if we do this, we can then kind of aid all of our allies.
[03:24:33.448 --> 03:24:41.614]  I forget her exact wording, but the assumption is when we go and compare what was in the WikiLeaks, her emails, she talks about the kickbacks.
[03:24:41.614 --> 03:24:44.096]  So it's basically a pay for play scheme, right?
[03:24:44.096 --> 03:24:47.279]  That's why these operations occur in these other countries.
[03:24:47.279 --> 03:24:48.980]  It has nothing to do with human rights.
[03:24:48.980 --> 03:24:49.601]  That's a cover.
[03:24:50.762 --> 03:24:52.043]  It's not about free markets.
[03:24:52.043 --> 03:24:53.244]  It's not about any of that stuff.
[03:24:53.244 --> 03:25:09.498]  It's about shaking up the existing order to move in and allocate the resources and give kickbacks to the people that in Hillary's case, if you remember all these different foreign donors, right, they put basically putting money in to get, you know, a land deal to get money and to get whatever it is.
[03:25:09.498 --> 03:25:13.101]  Gaddafi's gold even, I think, comes up in the emails at one point.
[03:25:13.101 --> 03:25:15.844]  Just all this wild stuff that's just completely
[03:25:16.591 --> 03:25:21.653]  You know, like Bond villain level machinations and plans and you think that it's not real.
[03:25:21.653 --> 03:25:23.033]  No, it's very real.
[03:25:23.033 --> 03:25:25.674]  And in fact, that's the biggest revelation.
[03:25:25.674 --> 03:25:42.899]  I think it was this week with this document of the DNI that comes out about the CIA being hipped to the fact that Russian intelligence had been hipped to the fact that Hillary cooked up the whole thing.
[03:25:42.899 --> 03:25:45.440]  So Hillary had cooked up this whole Russiagate story.
[03:25:46.329 --> 03:25:49.912]  It was known, the Russians appeared to have figured it out.
[03:25:49.912 --> 03:25:54.897]  The CIA found out that the Russians had figured it out, so they went and told Obama.
[03:25:54.897 --> 03:26:09.569]  And so in this letter, the Radcliffe letter that came out, this DNI letter, it actually reads that, according to the handwritten notes, former CIA Director Brennan subsequently briefed President Obama and other senior national security officials
[03:26:10.806 --> 03:26:26.389]  On the intelligence, including the alleged approval by Hillary Clinton on July 26, 2016, of a proposal from one of her foreign policy advisors to vilify Trump by stirring up a scandal claiming interference by Russian security services.
[03:26:26.389 --> 03:26:39.751]  It goes on to say that Hillary Clinton's approval of a plan concerning Trump and Russian hackers hampering in the elections as a means of distracting the public from her use of a private mail server.
[03:26:40.385 --> 03:26:43.448]  That's all in that DNI letter that just came out.
[03:26:51.949 --> 03:26:55.053]  Fifteen, sixteen times the Russiagate narrative collapsed.
[03:26:55.053 --> 03:27:02.422]  Well, here's yet another final nail in the coffin showing that we know that they were spying on the Trump campaign to cook up the scandal.
[03:27:02.422 --> 03:27:06.086]  Hiller was already implicated with deals in terms of Russia.
[03:27:06.086 --> 03:27:10.992]  We know this from the Uranium One New York Times story that came out.
[03:27:11.895 --> 03:27:18.720]  So, I mean, if you think about it, I mean, if you were the Russians, like, who would you really try to co-opt?
[03:27:18.720 --> 03:27:20.182]  Would you really go for Trump?
[03:27:20.182 --> 03:27:22.423]  I mean, doesn't it make more sense to go with Hillary?
[03:27:22.423 --> 03:27:24.965]  She's already got deals in Russia, right?
[03:27:24.965 --> 03:27:29.029]  I mean, she's already kind of implicated in a lot of this stuff already.
[03:27:29.029 --> 03:27:30.670]  Trump's sounding this, you know,
[03:27:31.523 --> 03:27:37.166]  A beacon call of America First doesn't really make sense to try to co-opt Trump.
[03:27:37.166 --> 03:27:41.147]  If anybody was going to be trying to co-opt it, it would seem to be somebody like Hillary.
[03:27:41.147 --> 03:27:50.271]  If you remember back to the Anna Chapman spy stuff, if I recall, again, going from memory here, Anna Chapman was already, I think, in Hillary's circles, right?
[03:27:52.712 --> 03:27:54.474]  Operation didn't work, that failed.
[03:27:54.474 --> 03:27:59.097]  But I think at that time she was trying to get close to Obama and Obama's donors and people like that.
[03:27:59.097 --> 03:28:02.240]  But ironically, she was already in the circles of Hillary.
[03:28:02.240 --> 03:28:12.548]  So there's a lot more connection between so-called Russians and agents and Hillary than anything that you might try to come up with or cook up or try to tie to Trump.
[03:28:12.548 --> 03:28:15.731]  And amazingly, none of it stuck, right?
[03:28:15.731 --> 03:28:17.192]  All of these attempts to bribe people.
[03:28:17.828 --> 03:28:21.929]  All of these attempts to try to get people to come out and lie and make a, none of it worked.
[03:28:21.929 --> 03:28:22.590]  It all failed.
[03:28:22.590 --> 03:28:24.530]  It all collapsed.
[03:28:24.530 --> 03:28:30.112]  There was not anything that could tie Trump to Russian intelligence or any of this stuff.
[03:28:30.112 --> 03:28:36.134]  And so the whole thing is now known to be a hoax and admittedly now a distraction from the emails.
[03:28:36.920 --> 03:28:44.022]  And now we see why Trump, in fact, in the debates, my speculation, my guess, is that this is what Trump was mentioning in the debates.
[03:28:44.022 --> 03:28:51.264]  Do you remember at that point in the debate where he says, we have you on tape, I've got you, I've got Obama, you're all on tape.
[03:28:51.264 --> 03:28:51.984]  Right?
[03:28:51.984 --> 03:28:56.326]  And that's, you know, you could tell Biden was getting pretty shook by that.
[03:28:58.619 --> 03:29:00.460]  But this is the model, you see.
[03:29:00.460 --> 03:29:13.150]  So the regime change is really just part of the foreign entanglement, coup, transfer of power, so that then the new Western CIA puppet state
[03:29:13.770 --> 03:29:14.330]  We're good to go.
[03:29:38.368 --> 03:29:43.412]  You could call it American imperialism, but remember, that was never the American idea.
[03:29:43.412 --> 03:29:46.414]  The American idea was always non-interventionism.
[03:29:46.414 --> 03:30:00.324]  And as we know from the Rockefeller's biography, from David's memoirs, from the CFR archives, they talked about how they wanted to transition America out of a non-interventionist, non-foreign entanglement mindset.
[03:30:00.936 --> 03:30:06.599]  And turn it into an engine, right, of what the Empire of Britain used to be, right?
[03:30:06.599 --> 03:30:15.725]  Pax Britannia, Commonwealth of God, now let's make it the American Empire so that we can try to set up, ultimately, right, this technocracy.
[03:30:15.725 --> 03:30:19.467]  And they're using America as a cloak, right, to do this, right?
[03:30:19.467 --> 03:30:21.568]  That's not what America's supposed to be about.
[03:30:21.568 --> 03:30:22.449]  We're about independence.
[03:30:22.449 --> 03:30:26.431]  We're not about trying to set up a global technocratic empire.
[03:30:26.431 --> 03:30:29.533]  But they've subverted the country and its ideals to do this very thing.
[03:30:30.825 --> 03:30:32.547]  This is Jay Dyer.
[03:30:32.547 --> 03:30:35.411]  I am hosting the Alex Jones Show in the fourth hour.
[03:30:35.411 --> 03:30:36.632]  We will be back in just a moment.
