[00:00:15.168 --> 00:00:17.171]  Uh, Bill Clinton.
[03:09:39.233 --> 03:09:40.914]  So remember the InfoWars store?
[03:09:44.796 --> 03:09:49.899]  That's where all my books and videos that are available in hard copies are still available.
[03:09:49.899 --> 03:09:54.262]  In fact, the only place you should get them used or digitally.
[03:09:54.262 --> 03:09:55.143]  So check it out.
[03:09:55.143 --> 03:09:59.325]  InfoWars and you can get there through my Web site, EarthPulse.com.
[03:09:59.325 --> 03:10:02.067]  Whenever you go there to my product page, you actually link.
[03:10:02.728 --> 03:10:03.869]  Straight on in.
[03:10:03.869 --> 03:10:16.456]  And, you know, what I want to say about some of this, you know, when we were back and Jim Roderick and I wrote Earth Rising, Earth Rising 2, it was kind of predicting sort of the matrix that was being woven together.
[03:10:16.456 --> 03:10:20.359]  You know, this kind of digital gulag that we're now in.
[03:10:20.979 --> 03:10:34.366]  And here's, these are the next steps you're seeing unfolded because it takes a panic party, an injection of fear, you know, where your neighbors are spying on each other and blowing the whistle on you if you don't have a mask or whatever it is.
[03:10:34.366 --> 03:10:42.931]  And this was like opportunistic city, you know, in terms of that, because power in the 21st century is knowledge, right?
[03:10:42.931 --> 03:10:44.652]  And when you have digital knowledge,
[03:10:45.362 --> 03:11:01.896]  That's powerful, and they figured it out in the big Analytica work that was done, Cambridge Analytica, and now all the offshoot from that, because big data, what we predicted was going to happen, has arrived, ladies and gentlemen, and it's control.
[03:11:01.896 --> 03:11:03.418]  It's all about control.
[03:11:03.418 --> 03:11:04.679]  It's about manipulation.
[03:11:04.679 --> 03:11:11.865]  It's about making us all move like lemmings, jumping off the cliff, whatever panic
[03:11:12.731 --> 03:11:12.891]  I think?
[03:11:27.546 --> 03:11:43.778]  You know, the same adrenaline rush shouldn't happen and the fatigue, you know, the adrenal fatigue that a lot of people are experiencing from just the up and down and in and out of all of this nonsense flooding at us at an incredible rate.
[03:11:43.778 --> 03:11:49.622]  So part of the focus has to be on calming because we're doing damage.
[03:11:49.622 --> 03:11:55.026]  You know, with the last guest was talking about damage, we're doing a lot of self-damage in this instance.
[03:11:57.334 --> 03:12:11.879]  Take a breath and recognize that we're in a very powerful moment right now, this moment, the one we're in right now, not the one we did, the one we're going to do, the one we're in right now and how we execute what we do next.
[03:12:12.785 --> 03:12:13.105]  We're good.
[03:12:31.314 --> 03:12:41.579]  Slavery, you know, the Civil War 1861 to 1865 and that ended and then women's suffrage later.
[03:12:41.579 --> 03:12:58.108]  But in 1890s, in the 1890s, there was a US Supreme Court decision, everybody forgets this, where they decided that taxing labor, income tax on labor, your labor, your work, was unconstitutional because it was slavery.
[03:12:59.440 --> 03:13:02.703]  Think about this, ladies and gentlemen.
[03:13:02.703 --> 03:13:12.392]  A little over a hundred years ago, it was slavery in America that taxed a man or woman's labor.
[03:13:12.392 --> 03:13:13.252]  Wow!
[03:13:13.252 --> 03:13:15.014]  Think about this!
[03:13:15.014 --> 03:13:21.580]  Now, no one's asking for reparations for being turned into slaves when we did the Constitutional Amendment.
[03:13:21.580 --> 03:13:22.841]  You know, kind of reverse that.
[03:13:23.422 --> 03:13:30.746]  Because we did that in 1913 when we brought in the income tax and made it constitutional to be a slave.
[03:13:30.746 --> 03:13:32.427]  I'm not kidding about this.
[03:13:32.427 --> 03:13:34.769]  This is how it unfolded and how it went.
[03:13:35.481 --> 03:13:38.963]  And we forget it because we don't have multi-generational memory, right?
[03:13:38.963 --> 03:13:43.185]  And you know, this is part of the forgetting and the controlling.
[03:13:43.185 --> 03:13:45.547]  Now you have, but here's the thing.
[03:13:45.547 --> 03:13:54.692]  You didn't know a lot about people individually like you do now with greater and greater, what I've called for 25 years, greater and greater resolution.
[03:13:54.692 --> 03:14:03.577]  You know, like how clear you see the picture, how great you see the, hear the sound, you know, see, think about this for a moment.
[03:14:04.358 --> 03:14:08.880]  The finer the resolution, the more information you have.
[03:14:08.880 --> 03:14:15.063]  So in a digital world where you're collecting data, 300 data points.
[03:14:15.063 --> 03:14:17.564]  Someone who lived with you five years knows all about you.
[03:14:17.564 --> 03:14:19.285]  That's what you get for 300 data points.
[03:14:19.285 --> 03:14:22.066]  Everybody has that in the digital world.
[03:14:22.066 --> 03:14:28.929]  3,000 gets you a model, a predictive model that somebody lives with you for 20 years can predict what you do.
[03:14:31.006 --> 03:14:39.029]  That 3,000 data points will give more data than someone needs to predict better than you will predict about yourself.
[03:14:39.029 --> 03:14:40.049]  Stop for a moment.
[03:14:40.049 --> 03:14:41.390]  That's power, you see.
[03:14:41.390 --> 03:14:54.034]  That's a lot of power in the hands of people taking our data like they're rummaging through your underwear drawer and digging through your closet and going through all your private papers and they just kicked in your digital doorway.
[03:14:54.034 --> 03:14:57.795]  And none of us blink and all of us have been violated.
[03:14:58.993 --> 03:15:01.355]  And now they want to violate our bodies again.
[03:15:01.355 --> 03:15:03.217]  Something they said in the U.S.
[03:15:03.217 --> 03:15:07.621]  Supreme Court was unconstitutional for women that want to have an abortion, right?
[03:15:07.621 --> 03:15:09.783]  And a lot of us disagree with that.
[03:15:09.783 --> 03:15:22.655]  But now they're saying, again they're saying, and it's on steroids they're saying, everybody's body needs to be violated by whatever poison they want to pump into you and demand you take and participate in.
[03:15:22.655 --> 03:15:23.756]  At the same time,
[03:15:24.460 --> 03:15:36.968]  You have all of these global organizations from the World Health Organization to the UN to the Democrats in the House trying to slide it into the panic bill of bailout.
[03:15:36.968 --> 03:15:45.373]  And you know, it's about digital currency being plugged in and all the filthy looper, you know, the coins and the currency going away.
[03:15:45.373 --> 03:15:46.934]  We predicted this long ago.
[03:15:46.934 --> 03:15:48.895]  This is the excuse.
[03:15:48.895 --> 03:15:51.797]  And then every single data point
[03:15:52.839 --> 03:15:59.543]  Everything you consume, everything you spend your money on, because that's how you translate your life energy in the world.
[03:15:59.543 --> 03:16:02.905]  You get aid and currency, right?
[03:16:02.905 --> 03:16:13.671]  Which is the paper, or now maybe, the digital event that connects you to the four things that constitute real wealth.
[03:16:13.671 --> 03:16:18.453]  We are being looted on every front under a delusion of
[03:16:20.791 --> 03:16:23.412]  Vast, massive proportions.
[03:16:23.412 --> 03:16:25.972]  It's not conspiracy theory.
[03:16:25.972 --> 03:16:29.113]  It's called history, for goodness sake.
[03:16:29.113 --> 03:16:33.274]  History playing out in the 21st century.
[03:16:33.274 --> 03:16:35.214]  They don't even teach history in school.
[03:16:35.214 --> 03:16:42.316]  You know, kids who are coming out of high school today, coming out of college, they don't know what the Cold War was.
[03:16:44.722 --> 03:16:46.783]  And what it all meant, and how it happened.
[03:16:46.783 --> 03:16:49.045]  They don't know any of our history.
[03:16:49.045 --> 03:16:52.627]  And when you go back to this part of history, who knows it?
[03:16:52.627 --> 03:16:53.387]  Who studies it?
[03:16:53.387 --> 03:16:54.928]  Who teaches it?
[03:16:54.928 --> 03:16:55.448]  Right?
[03:16:55.448 --> 03:16:57.429]  They don't, for good reason.
[03:16:57.429 --> 03:17:01.271]  They don't from their perspective, and very bad reasons from ours.
[03:17:01.271 --> 03:17:10.417]  Because the Democratic Republic that began a little over 200 years ago has been sliced away, you see.
[03:17:10.417 --> 03:17:12.858]  One slice at a time, because what's the target?
[03:17:13.522 --> 03:17:16.385]  What was the target in colonialization?
[03:17:16.385 --> 03:17:18.707]  Natural resources.
[03:17:18.707 --> 03:17:19.468]  Right?
[03:17:19.468 --> 03:17:21.910]  On the backs of whatever labor you can enslave.
[03:17:21.910 --> 03:17:24.193]  You arrived, and that was it.
[03:17:24.193 --> 03:17:26.375]  Let's get back into history after the break.
[03:17:26.375 --> 03:17:27.676]  This is Dr. Nick Begich.
[03:17:27.676 --> 03:17:34.062]  You're listening to InfoWars, and we are changing the way we see the world because the world needs to change.
[03:17:34.062 --> 03:17:34.963]  This is Nick Begich.
[03:17:34.963 --> 03:17:35.584]  We'll be right back.
[03:17:36.403 --> 03:17:39.384]  I know what we'll do to make them conform to our cult.
[03:17:39.384 --> 03:17:47.948]  We'll all tell them to wear a mask or they're gonna die, and then we'll release the pressure for a while, then bring it back and squeeze it harder, and release it again, and we'll be the virtue signallers.
[03:17:47.948 --> 03:17:52.550]  We'll be the angels, even though our lord and master, Bill Gates, helped fund the whole COVID-19.
[03:17:52.550 --> 03:17:52.690]  Oh!
[03:17:52.690 --> 03:17:52.930]  No!
[03:17:52.930 --> 03:17:57.112]  Don't Sadookie me!
[03:17:57.964 --> 03:17:59.104]  That's right.
[03:17:59.104 --> 03:18:08.528]  That's the code word for Bill Gates' operation he carries out with his good little buddy, Dr. Fauci, in the surgeon cult.
[03:18:08.528 --> 03:18:14.090]  As you know, for girls, there's five different types of villains they secretly desire in the romance novels.
[03:18:14.090 --> 03:18:17.592]  One of them's the vampire, the werewolf, the billionaire,
[03:18:18.212 --> 03:18:19.933]  And who else?
[03:18:19.933 --> 03:18:20.433]  Oh, that's right.
[03:18:20.433 --> 03:18:22.894]  There's the surgeon, and then there's one other one.
[03:18:22.894 --> 03:18:26.616]  And it's so much fun to be rolled over by these psychotic psychopaths.
[03:18:26.616 --> 03:18:32.358]  And it's so good to know that they're our masters and are coming to rape us with their inoculations.
[03:18:32.358 --> 03:18:35.200]  Psychopaths are so hot.
[03:18:35.200 --> 03:18:45.864]  Oh, yeah.
[03:18:45.864 --> 03:18:47.285]  Where the hell did this water come from?
[03:18:48.897 --> 03:18:55.561]  Where did it come from?
[03:18:55.561 --> 03:19:00.805]  InfoWarsTore.com We can't survive without pure, clean drinking water.
[03:19:00.805 --> 03:19:06.728]  So make sure that it's always available to you with the Alexa Pure Water Filtration System.
[03:19:06.728 --> 03:19:14.553]  This gravity-fed system filters through all the toxins and gets straight to clean, healthy, great-tasting water.
[03:19:14.553 --> 03:19:14.853]  Mmm!
[03:19:16.214 --> 03:19:19.315]  Mmm, yummy in my tummy.
[03:19:19.315 --> 03:19:30.058]  Bring the purest, most refreshing water to your home by ordering the Alexa Pure Water Filtration System today from InfoWareStore.com.
[03:19:30.058 --> 03:19:33.018]  InfoWareStore.com.
[03:19:33.018 --> 03:19:35.359]  Other systems, just don't compare.
[03:19:36.442 --> 03:19:43.906]  There are only a few days left to take advantage of the biggest InfoWars sale of 2020 so far.
[03:19:43.906 --> 03:19:48.229]  It is Christmas in July, and July ends this Friday.
[03:19:48.229 --> 03:20:04.499]  The longest we can run it is a few extra days until Sunday, because we are selling out of almost all of our best-selling products, and the supply chain is breaking down with many of our manufacturers, and so a lot of the reorders are held up months.
[03:20:05.359 --> 03:20:20.575]  In many cases, this could be the last chance you've got in the year 2020 to get these amazing products that empower you and your family's life and health, your immune systems, you name it, your stamina, your libido, your focus, but also you know.
[03:20:21.736 --> 03:20:28.918]  Funds the info war and everything we're doing to save this Republic from the clutches of the Globalist and the New World Order.
[03:20:28.918 --> 03:20:33.339]  All of our best-selling items, 50% off, store it for shipping, double Patriot points.
[03:20:33.339 --> 03:20:39.960]  Take advantage of it right now while there's still time.
[03:20:39.960 --> 03:20:42.601]  You're listening to the Alex Jones Show.
[03:20:57.671 --> 03:20:59.774]  The Alex Jones Show.
[03:20:59.774 --> 03:21:01.677]  Because there is a war on.
[03:21:01.677 --> 03:21:03.319]  For your mind.
[03:21:03.319 --> 03:21:05.241]  With Nick Begich.
[03:21:09.600 --> 03:21:10.701]  And welcome back.
[03:21:10.701 --> 03:21:20.148]  And just before the break, I was talking a little bit about the history, you know, because history, when you think about coming to the new world, it was about natural resources, right?
[03:21:20.148 --> 03:21:26.793]  The real wealth, because in Europe, everyone lived in these feudal systems where they really didn't own anything.
[03:21:26.793 --> 03:21:28.154]  They were just serfs on the land.
[03:21:28.154 --> 03:21:30.076]  They get a little bit of what they produced in place to
