[00:00:00.130 --> 00:00:00.394]  Shut up.
[03:16:11.705 --> 03:16:16.589]  150 cases that's the way it's set up but those cases are not
[03:16:17.259 --> 03:16:18.079]  Relevant.
[03:16:18.079 --> 03:16:19.299]  They don't mean anything.
[03:16:19.299 --> 03:16:24.661]  It's like somebody has a snipple, or a cough, or a little chill, or a bit of fever.
[03:16:24.661 --> 03:16:31.622]  That's all that these trials are being designed to show, to test, to prove.
[03:16:31.622 --> 03:16:43.365]  It's like, let's set up a test that proves that if you cross the street in the middle of the night, when there's no traffic, that you won't get in an accident and be run over.
[03:16:43.365 --> 03:16:44.745]  Hey, we did it!
[03:16:44.745 --> 03:16:45.545]  So let's now
[03:16:46.547 --> 03:16:48.429]  You know, unleash this on the public.
[03:16:48.429 --> 03:16:49.870]  No!
[03:16:49.870 --> 03:16:51.172]  Stop it!
[03:16:51.172 --> 03:17:02.363]  Tell the FDA, and I'm talking to scientists here too and lawyers and doctors and everybody, to put the FDA on notice.
[03:17:02.363 --> 03:17:05.526]  They already know what's going on at the FDA, believe me.
[03:17:06.667 --> 03:17:12.389]  They may be crazy and they may be criminals, which they are, but they're not completely stupid.
[03:17:12.389 --> 03:17:23.032]  They know what's happening with these clinical trials and they're trying to pretend that it doesn't exist and it's not a problem and nothing's going to happen and everything's okay.
[03:17:23.032 --> 03:17:31.074]  They know better, we know better now, and we have to force them, especially scientists, to stand up.
[03:17:31.074 --> 03:17:34.475]  We need a new coronavirus task force.
[03:17:35.769 --> 03:17:35.869]  Okay.
[03:17:53.556 --> 03:17:55.937]  This is the greatest strategic coup ever.
[03:17:55.937 --> 03:17:57.238]  This is 21st century warfare being carried out.
[03:18:20.931 --> 03:18:23.373]  This is the way to bring down the globalists.
[03:18:37.807 --> 03:18:55.174]  Hello, my name is Dr. Fauci, and I've been at the NIH and CDC for 45 years, and I've overseen, well, you know, the AIDS pandemic and so many other things, and I take my orders from Bill Gates, Dr. Bill Gates.
[03:18:55.174 --> 03:18:57.035]  I mean, he's not a doctor, but
[03:18:57.355 --> 03:19:00.318]  He controlled everything you do.
[03:19:00.318 --> 03:19:03.983]  And he now says you're going to take the shots.
[03:19:03.983 --> 03:19:07.907]  And of course, in England, they are now saying what I told you.
[03:19:07.907 --> 03:19:09.689]  You will not be allowed to travel.
[03:19:09.689 --> 03:19:13.794]  Leave your home until you take all the shots.
[03:19:13.794 --> 03:19:15.195]  Dr. Gates, I mean Bill.
[03:19:15.996 --> 03:19:22.904]  Gates, your owner, your master, says you have to take four to five COVID shots a year.
[03:19:22.904 --> 03:19:26.008]  For adult to for baby.
[03:19:26.008 --> 03:19:29.092]  Baby much more manageable.
[03:19:29.092 --> 03:19:32.516]  Just like Bill Gates give you polio vaccine.
[03:19:32.516 --> 03:19:36.100]  I'm Dr. Fauci, reminding you that we owe you.
[03:19:38.095 --> 03:19:52.343]  If you look at the top tech billionaires and the big banks that finance and control them, to a man and to a woman, they believe there's too many people on the earth and they constantly whine about when they want to go to a mountaintop or a national park, they have to look at us, the common people.
[03:19:53.243 --> 03:19:54.284]  Look at the proletariat.
[03:19:54.284 --> 03:19:55.664]  They have to look at the scum.
[03:19:55.664 --> 03:19:57.565]  That's why they love the lockdown.
[03:19:57.565 --> 03:19:58.826]  Putting muzzles on us.
[03:19:58.826 --> 03:20:00.326]  That gives them a big thrill.
[03:20:00.326 --> 03:20:02.447]  Controlling where we can go, what we can do.
[03:20:02.447 --> 03:20:04.348]  Bankrupting Main Street.
[03:20:04.348 --> 03:20:05.929]  Bankrupting small towns.
[03:20:05.929 --> 03:20:14.853]  All of it is a vertical integration, consolidation, so they can then dictate the terms of our total surrender, which is taking sterile vaccines day one.
[03:20:15.513 --> 03:20:18.115]  Ladies and gentlemen, all the games are over.
[03:20:18.115 --> 03:20:19.576]  Playtime's over.
[03:20:19.576 --> 03:20:22.639]  They used all the entertainment and garbage to put us into a trance.
[03:20:22.639 --> 03:20:25.161]  And now the spider's moving in for the kill.
[03:20:25.161 --> 03:20:25.982]  You know this.
[03:20:25.982 --> 03:20:26.522]  I know this.
[03:20:26.522 --> 03:20:27.963]  It's all out in the open.
[03:20:27.963 --> 03:20:30.105]  The question is, what are we going to do about it?
[03:20:30.105 --> 03:20:31.847]  Well, the first thing is identify the enemy.
[03:20:31.847 --> 03:20:32.907]  Identify the enemy.
[03:20:32.907 --> 03:20:33.928]  Identify the enemy.
[03:20:33.928 --> 03:20:40.434]  Identify your enemy now.
[03:20:40.434 --> 03:20:43.076]  You're listening to the Alex Jones Show.
[03:20:54.361 --> 03:21:01.845]  If you are receiving this transmission, you are the resistance.
[03:21:01.845 --> 03:21:05.187]  You're listening to the Alex Jones Show.
[03:21:05.187 --> 03:21:10.230]  And now, your host, John Rappaport.
[03:21:10.230 --> 03:21:13.652]  Continuing here with the COVID vaccine.
[03:21:17.398 --> 03:21:23.901]  So we've established that, as Alex said, basically it's a placebo that they're testing.
[03:21:23.901 --> 03:21:29.923]  It's not designed to protect anybody from anything.
[03:21:29.923 --> 03:21:33.544]  That's how they think they're going to get approval for it.
[03:21:33.544 --> 03:21:35.165]  But it's worthless.
[03:21:35.165 --> 03:21:35.565]  Useless.
[03:21:36.175 --> 03:21:50.725]  The FDA already knows this, talking about the three major clinical trials now underway, each one with about 30 to 40,000 volunteers, Moderna, Pfizer, AstraZeneca.
[03:21:50.725 --> 03:21:59.911]  The federal government has also set up, and I wrote a piece about this last week, a new vaccine court.
[03:21:59.911 --> 03:22:04.494]  It's buried in one of their documents, and I quoted the document.
[03:22:04.494 --> 03:22:05.975]  It's especially for COVID.
[03:22:07.389 --> 03:22:29.461]  It's just like the vaccine court they already have now for childhood injuries or death suffered from vaccinations, where the parents have to go into a nightmare scenario and try to get compensated for their children's destruction through vaccination.
[03:22:29.461 --> 03:22:35.944]  Because, of course, the companies that manufacture the vaccines don't have any liability whatsoever, and that was all established in 1986.
[03:22:37.785 --> 03:22:45.889]  Well, now the federal government has set up another court, just like that, to prepare for the COVID vaccine.
[03:22:45.889 --> 03:23:06.398]  Where if anybody's injured, children, adults, whatever, killed by the vaccine, the relatives will have to go through this nightmare, red tape, insanity, to try to prove that it was the vaccine that did it, and then try to get compensation from the federal government.
[03:23:06.398 --> 03:23:06.598]  Okay?
[03:23:08.581 --> 03:23:10.541]  They set it up.
[03:23:10.541 --> 03:23:16.423]  They expect vaccine injuries, in other words, and death from the vaccine.
[03:23:16.423 --> 03:23:20.344]  That's why they set up the court.
[03:23:20.344 --> 03:23:24.865]  So that proves they know what's going to happen.
[03:23:24.865 --> 03:23:38.128]  You don't set up a court unless you expect people to appear at the court trying to get money, compensation for injury, death caused, in this case, by the COVID vaccine.
[03:23:42.594 --> 03:23:47.856]  I could spend the whole hour talking about these clinical trials because it's so important.
[03:23:47.856 --> 03:23:50.016]  These could be stopped.
[03:23:50.016 --> 03:23:51.577]  They could be derailed.
[03:23:51.577 --> 03:23:56.538]  They could be destroyed, these clinical trials, on the basis of the truth.
[03:23:56.538 --> 03:24:05.141]  If enough people, including scientists and lawyers and doctors and the public, puts the FDA on notice, we know what's happening.
[03:24:05.141 --> 03:24:08.282]  These trials are completely insane.
[03:24:08.282 --> 03:24:09.282]  They prove nothing.
[03:24:09.938 --> 03:24:19.872]  Do not even think of trying to approve a vaccine based on these clinical trials.
[03:24:19.872 --> 03:24:26.021]  The media will show you something, like the New York Times, then they'll take it away.
[03:24:27.042 --> 03:24:35.012]  They'll show you something that's mind-boggling, then they'll take it away as if it doesn't matter, as if we don't need to follow up on this.
[03:24:35.012 --> 03:24:36.134]  Are you kidding?
[03:24:36.134 --> 03:24:42.803]  Sure, it's a gigantic global scandal and it could change everything, bring down the whole house of cards of COVID and collapse.
[03:24:43.283 --> 03:24:47.688]  The whole insane operation to destroy the planet.
[03:24:47.688 --> 03:24:52.453]  Yes, it could do that if we, the media, wanted to pursue the story.
[03:24:52.453 --> 03:24:58.999]  But no, we're just going to give you a peek and a glimpse and then we're going to forget about it and move on to the next story.
[03:24:58.999 --> 03:25:02.283]  They do this time and time and time and time again.
[03:25:02.873 --> 03:25:05.114]  I've been at this for 38 years.
[03:25:05.114 --> 03:25:18.001]  I've seen it happen over and over, and I'm going to give you another brain buster right now, which I've discussed here on the show before, but I'm going to punch it up more today.
[03:25:18.001 --> 03:25:32.089]  This was another piece from the New York Times about, I'm going to say, three weeks, a month ago, in which the Times reported on a large study done in three states.
[03:25:33.547 --> 03:25:39.949]  That showed that up to, get this, 90% of all U.S.
[03:25:39.949 --> 03:25:56.513]  COVID cases are not cases, are based on false positives, are based on incorrect results of the diagnostic test for the virus called the PCR test.
[03:25:56.513 --> 03:25:59.334]  Up to, there it is for those of you who are watching.
[03:26:01.011 --> 03:26:09.836]  Up to 90% of all COVID cases in America could very well be false positives.
[03:26:09.836 --> 03:26:14.278]  In other words, they're not cases at all.
[03:26:14.278 --> 03:26:24.723]  So you could subtract 90% of the figure that they're promoting right off the bat.
[03:26:24.723 --> 03:26:30.366]  Forget about other methods which I've gone into in detail about rigging case numbers
[03:26:30.874 --> 03:26:34.776]  Falsely inflating them and so on and so forth.
[03:26:34.776 --> 03:26:36.417]  This is just straight ahead.
[03:26:36.417 --> 03:26:38.358]  Here it is.
[03:26:38.358 --> 03:26:47.282]  The test produces, spits out false positive like coins in a rigged slot machine.
[03:26:47.282 --> 03:26:52.605]  There it was in the New York Times.
[03:26:52.605 --> 03:26:57.948]  Did Fauci, White House, the Coronavirus Task Force pay any attention to this?
[03:26:58.556 --> 03:27:09.858]  Did they suddenly grab onto this and grab it like it was a life raft in a stormy sea and saying, we can get to shore now?
[03:27:09.858 --> 03:27:10.739]  We're safe?
[03:27:10.739 --> 03:27:16.460]  Look, up to 90% of all US COVID cases are fake.
[03:27:16.460 --> 03:27:17.100]  They're false.
[03:27:17.100 --> 03:27:18.240]  They don't exist.
[03:27:18.240 --> 03:27:22.101]  You getting what I'm saying here?
[03:27:22.101 --> 03:27:25.762]  But now, if you actually read the New York Times article,
[03:27:27.540 --> 03:27:33.683]  What do they do after the first few paragraphs of Revelation?
[03:27:33.683 --> 03:27:37.125]  They turn around and they say, what are we going to do now?
[03:27:37.125 --> 03:27:39.246]  What do we need now?
[03:27:39.246 --> 03:27:43.808]  We need more testing.
[03:27:43.808 --> 03:27:49.331]  We need to change the method of testing.
[03:27:49.331 --> 03:27:56.915]  Set the parameters of the test differently, etc, etc, etc.
[03:27:56.915 --> 03:27:57.255]  Really?
[03:27:58.504 --> 03:27:58.944]  Really?
[03:27:58.944 --> 03:28:12.355]  You're not going to look back, New York Times, and say, what we just revealed in this very article is enough to torpedo the entire U.S.
[03:28:12.355 --> 03:28:18.719]  phony COVID operation and destroy it and bring down the entire House of Cards?
[03:28:18.719 --> 03:28:26.165]  Because thus far, since all of this insanity began and case counting began,
[03:28:26.889 --> 03:28:36.294]  Again, up to 90% of all COVID cases are likely to be false, not cases at all.
[03:28:36.294 --> 03:28:37.775]  No, they don't do that.
[03:28:37.775 --> 03:28:40.276]  They don't do that at all.
[03:28:40.276 --> 03:28:41.457]  Not at all.
