[00:00:05.304 --> 00:00:06.506]  I don't know.
[03:19:02.833 --> 03:19:07.464]  Vitamins and minerals we have and the other cofactors, it is powerful.
[03:19:07.986 --> 03:19:09.169]  Believe me, ladies and gentlemen.
[03:19:10.177 --> 03:19:18.964]  We took over two years talking to a bunch of different firms to find the ultimate clean system, and it's here.
[03:19:19.804 --> 03:19:23.788]  It's TurboForce at InfoWarshore.com, 40% off right now.
[03:19:24.048 --> 03:19:26.950]  Take action, fund the InfoWar and experience TurboForce.
[03:19:26.970 --> 03:19:28.911]  The only way to lose is not taking action.
[03:19:29.332 --> 03:19:32.814]  And I got news here in early March that it came back in.
[03:19:33.655 --> 03:19:40.601]  It's been sold out for about three months, but despite that, Turbo Force is 40% off at InfoWarsTore.com.
[03:19:41.041 --> 03:19:43.383]  And then on top of that, it funds the Information War.
[03:19:44.063 --> 03:19:45.865]  You fund the Info War, you know that's kicking butt.
[03:19:47.046 --> 03:19:49.007]  Turbo Force and Brain Force go together.
[03:19:49.648 --> 03:19:54.872]  I suggest you get yours today at InfoWarsTore.com for a limited time at 40% off a total $360 win.
[03:20:05.123 --> 03:20:09.205]  Leading a frontal assault on the lies of the New World Order.
[03:20:09.725 --> 03:20:11.066]  It's Alex Jones.
[03:20:16.888 --> 03:20:21.290]  You're listening to Summit.News with Paul Joseph Watson.
[03:20:22.370 --> 03:20:29.533]  We're live and we continue to track the latest with the coronavirus.
[03:20:29.553 --> 03:20:33.295]  I put up an article last night on Summit.News headlined, Russia
[03:20:35.233 --> 03:20:37.994]  January Coronavirus under control.
[03:20:38.374 --> 03:20:42.375]  Some kind of connection there.
[03:20:43.555 --> 03:20:47.816]  With Russia, with only 20 cases of the Coronavirus.
[03:20:48.476 --> 03:20:48.716]  Now.
[03:20:53.597 --> 03:21:01.299]  For the country, of course, Singapore, last three days, Coronavirus cases have dropped day by day to basically less than 100.
[03:21:01.999 --> 03:21:04.940]  Today, I think the latest numbers were they've got it under control.
[03:21:05.572 --> 03:21:17.059]  Now, Russia, which closed its border ports back in January, at least most of them, has registered just 20 coronavirus cases, many of them Russians returning from Italy, and zero deaths.
[03:21:17.879 --> 03:21:20.321]  This is being tracked by the Moscow Times.
[03:21:21.242 --> 03:21:28.326]  At the end of January, Russia announced it had closed the entirety of its 2,600-mile border with China.
[03:21:28.726 --> 03:21:31.868]  Moscow also asked all returning citizens to self-quarantine
[03:21:32.324 --> 03:21:35.847]  ...and banned Chinese citizens from entering the country.
[03:21:36.387 --> 03:21:41.811]  The result of that is that Russia avoided the kind of panic that has gripped many other European countries.
[03:21:41.831 --> 03:21:47.755]  I haven't seen any footage out of Russia of people squabbling over hand sanitiser or toilet roll.
[03:21:48.256 --> 03:21:58.483]  Compare that to Italy, of course, ruled by a government which is vehemently left-wing now, pro-open borders, after they threw out Salvini back about six months ago.
[03:21:59.810 --> 03:22:06.714]  So Russia's got 20 coronavirus cases, Italy has over 10,000 today, and I think they've surpassed 500 deaths.
[03:22:06.774 --> 03:22:10.076]  In fact, I think it's now up to 600 deaths in Italy.
[03:22:10.436 --> 03:22:27.166]  They've had to place the entire country under de facto quarantine, because for the past three, four weeks, and in fact before that as well, of course they had people fleeing in and out of their porous borders, people fleeing to the south of the country before that quarantine was in place.
[03:22:28.106 --> 03:22:29.387]  Contrast that with Russia,
[03:22:30.174 --> 03:22:42.023]  Which again, thanks to its strong border measures, only 20 coronavirus cases, most of them Russians returning from Italy, and most of those cases already fully recovered.
[03:22:42.503 --> 03:22:44.865]  Of course, zero people have died in Russia.
[03:22:44.885 --> 03:22:51.790]  You compare that to Germany, Spain, France, even the UK, which has escaped most of it up until this point.
[03:22:52.470 --> 03:22:56.393]  Russia has fared the best because it had the strongest border controls.
[03:22:56.453 --> 03:22:57.514]  I know also today,
[03:22:58.058 --> 03:23:08.005]  Mongolia, which closed its border at the same time that Russia did back at the end of January, only just recorded its first coronavirus case just today.
[03:23:08.686 --> 03:23:16.631]  Meanwhile, for the past three weeks plus, we've had European leaders repeatedly insisting that no border controls will be implemented.
[03:23:16.651 --> 03:23:25.978]  And of course, Russia firmly ignored the World Health Organization's demands that profiling be avoided in order to reduce stigmatisation.
[03:23:26.527 --> 03:23:35.796]  Because as we highlighted in another story last month, they actually had Moscow police and subway workers checking passengers believed to be Chinese.
[03:23:36.236 --> 03:23:40.861]  Yes, they actually did profile Chinese people for signs of coronavirus.
[03:23:40.881 --> 03:23:50.750]  That actually led to, ridiculously, Beijing filing an official complaint like they haven't imposed draconian quarantine measures themselves.
[03:23:51.704 --> 03:24:01.107]  And unlike other major European countries such as Italy, Germany and France, whatever Russia is doing appears to be working and Moscow certainly won't be making any apologies for being politically incorrect.
[03:24:01.487 --> 03:24:14.772]  So all the major countries that impose the strongest border controls the earliest have escaped the worst of the coronavirus epidemic, almost like border controls work.
[03:24:15.392 --> 03:24:20.534]  Meanwhile in America, and I think this is still the same in the UK, we've still got people
[03:24:21.277 --> 03:24:33.843]  Flying in from Italy, up until yesterday at least, to Heathrow, to Gatwick, to major airports in the United Kingdom, coming straight back into the country, they're not even testing them when they land at the airport.
[03:24:34.083 --> 03:24:35.844]  We have this story out of Summit News.
[03:24:36.544 --> 03:24:43.327]  Airports say DHS is not screening people coming into the US from coronavirus-stricken Italy or South Korea.
[03:24:43.347 --> 03:24:47.829]  A major airport in Atlanta has admitted that neither its own officials
[03:24:48.447 --> 03:24:56.434]  Nor the Department of Homeland Security are screening travellers arriving from Italy or South Korea, two countries where the coronavirus has hit the hardest outside of China.
[03:24:57.175 --> 03:25:13.629]  Hartsfield-Jackson Atlanta International Airport announced that while the CDC has demanded screening of passengers from China and Iran, no such screening is taking place for those coming in from Italy or South Korea, because they claim those countries are doing exit screenings.
[03:25:13.689 --> 03:25:14.490]  Of course, they don't know
[03:25:14.926 --> 03:25:21.908]  The proficiency to which they're performing those exit screenings, particularly in Italy, which is completely overwhelmed at this point.
[03:25:23.709 --> 03:25:29.870]  So essentially, officials in the US are relying on the word of their foreign counterparts that sufficient screening is happening before people leave.
[03:25:30.771 --> 03:25:41.714]  So again, no tests in many major airports in both the United Kingdom and the United States from people arriving from those corona hit countries.
[03:25:43.018 --> 03:25:47.282]  This connects with another article, and we've got the video clip, which we'll play here in a second.
[03:25:47.802 --> 03:25:51.945]  Dr Drew slams media for hurting people with coronavirus panic.
[03:25:51.985 --> 03:26:04.275]  This is not the first time that he's sounded the alarm bell that the bigger problem is not the virus itself, but maybe the hysteria, the panic that we've seen plunge financial markets over the past week or so.
[03:26:04.936 --> 03:26:12.602]  Dr Drew has once again spoke out regarding the media's handling of the coronavirus outbreak, urging that panic being generated is hurting people
[03:26:13.044 --> 03:26:15.426]  No spreading it should be held accountable.
[03:26:15.846 --> 03:26:17.828]  Here's the clip.
[03:26:32.839 --> 03:26:34.239]  100 versus 18,000.
[03:26:34.619 --> 03:26:35.740]  It's not a trick question.
[03:26:36.400 --> 03:26:44.822]  And look, everything that's going on with New York cleaning the subways and everyone using Clorox wipes and get your flu shot, which should be the other message, that's good.
[03:26:44.842 --> 03:26:45.662]  That's a good thing.
[03:26:45.682 --> 03:26:46.982]  So I have no problem with the behaviors.
[03:26:47.382 --> 03:26:54.064]  What I have a problem with is the panic and the fact that businesses are getting destroyed and people's lives are being upended, not by the virus, but by the panic.
[03:26:54.324 --> 03:26:55.324]  The panic must stop.
[03:26:55.364 --> 03:26:59.545]  And the press, they really somehow need to be held accountable because they are hurting people.
[03:26:59.645 --> 03:27:01.246]  So where do you think the panic started?
[03:27:01.726 --> 03:27:04.787]  Besides the press, what was the impetus in terms of mass hysteria?
[03:27:05.267 --> 03:27:05.887]  I saw it.
[03:27:05.927 --> 03:27:11.229]  There's a footage of me on a show called The Daily Blast Live a month ago going, shouldn't we be scared about this?
[03:27:11.289 --> 03:27:15.310]  And me going, no, there's going to be this potential for panic here.
[03:27:15.650 --> 03:27:16.630]  Shut up, everybody.
[03:27:16.650 --> 03:27:17.411]  Stop talking about it.
[03:27:17.431 --> 03:27:18.531]  I could see the panic brewing.
[03:27:18.951 --> 03:27:27.434]  And I could just see it the way the innuendo and every opportunity for drama by the press was twisted in that direction.
[03:27:28.154 --> 03:27:28.895]  Let me give you an example.
[03:27:29.295 --> 03:27:34.618]  So the World Health Organization is out now saying the fatality rate from the virus is 3.4 percent, right?
[03:27:36.360 --> 03:27:45.066]  Every, every publication from the WHO says 3.4 percent and we expect it to fall dramatically once we understand the full extent of the illness.
[03:27:45.566 --> 03:27:48.568]  No one ever reports the actual statement.
[03:27:48.608 --> 03:27:48.788]  Right.
[03:27:49.028 --> 03:27:54.172]  You go 3.4 percent, that's ten times more than the, whatever, five times more than the flu virus.
[03:27:54.832 --> 03:27:57.394]  And yeah, it's going to be a little more flu probably.
[03:27:59.758 --> 03:28:05.740]  So there you have Dr Drew once again speaking out about the panic whipped up by the media, which of course is Trump's angle on all this.
[03:28:06.380 --> 03:28:09.241]  Meanwhile, we have this story out of Sky News.
[03:28:09.281 --> 03:28:13.462]  Coronavirus worldwide peak will come next winter, scientific model predicts.
[03:28:13.502 --> 03:28:21.264]  They're saying that it's going to come back and it's going to come back in force, even worse than it is now, next winter.
[03:28:21.324 --> 03:28:29.246]  Scientists are warning that even if coronavirus transmissions dip as we head into the spring and summer, such a reduction shouldn't be mistaken for an end to the outbreak.
[03:28:30.037 --> 03:28:41.409]  Instead, a reduction of cases during the summer should be seen as a precious opportunity to prepare for next winter, when a new model suggests the virus could infect 100 times more people.
[03:28:42.149 --> 03:28:51.339]  And in the next segment, I'm going to get into another article which talks about why there's been so few cases in Africa, and if that tells us something about how warm weather
[03:28:52.028 --> 03:28:58.176]  Can play a massive impact in stopping the spread of the coronavirus, obviously, as we come up to spring and summer.
[03:28:58.216 --> 03:29:00.038]  Breaking news at InfoWars.com.
[03:29:00.418 --> 03:29:01.099]  Don't go away.
[03:29:01.320 --> 03:29:02.121]  We'll be right back.
[03:29:02.141 --> 03:29:02.902]  InfoWars.
[03:29:03.402 --> 03:29:07.547]  Our guests, our researchers have been dead on in the last six weeks.
[03:29:08.208 --> 03:29:22.856]  Chronicling the coronavirus and its trajectory to create hysteria and fear to then be blamed on President Trump and our national recovery as well as other nationalist patriot leaders around the world.
[03:29:23.596 --> 03:29:26.941]  We first broke that it was a man-made virus, now confirmed.
[03:29:27.241 --> 03:29:30.466]  We first broke that China was pressuring the U.N.
[03:29:30.506 --> 03:29:34.011]  and Trump to let their people keep flying into the U.S.
[03:29:34.392 --> 03:29:39.479]  while telling South Korea, Japan, and Russia to close their borders and not let people in.
[03:29:40.240 --> 03:29:56.246]  China purposely launched this, incubated it in their own population, used it as a geopolitical economic reset over their economy and as a way to oppress the Taiwanese rebellion and a mainland rebellion that was taking place.
[03:29:56.646 --> 03:30:00.288]  They had all the means and the motive and the will to do it.
