[00:00:07.261 --> 00:00:09.222]  Yippee-I-Yay!
[03:15:43.399 --> 03:15:45.220]  Because we're under Chai Com bio-attack.
[03:15:45.580 --> 03:15:47.662]  People say, oh, this is not fiscally conservative.
[03:15:47.662 --> 03:15:49.824]  Well, if you want a Great Depression, folks, then don't do this.
[03:15:49.824 --> 03:15:51.665]  I get that it's over the slippery slope.
[03:15:51.665 --> 03:15:52.906]  Hi, I'm Dan Pilla.
[03:15:52.906 --> 03:15:56.810]  I started fighting the IRS over 40 years ago when they tried to seize my mother's house.
[03:15:56.810 --> 03:15:58.351]  I sued the IRS and won.
[03:15:58.351 --> 03:16:01.313]  I beat the IRS then, and I've been beating them ever since.
[03:16:01.313 --> 03:16:06.518]  I wrote the book on tax debt settlement, and I've helped thousands of people deal with tax problems they thought might never be solved.
[03:16:06.858 --> 03:16:08.060]  I can help you too.
[03:16:08.060 --> 03:16:11.003]  If you owe taxes you can't pay, don't wait another day.
[03:16:11.003 --> 03:16:13.225]  There's no such thing as a hopeless tax case.
[03:16:13.225 --> 03:16:17.670]  Call 800-34-NO-TAX or go to my website, danpilla.com.
[03:16:17.670 --> 03:16:20.013]  That's danpilla.com, danpilla.com.
[03:16:21.715 --> 03:16:27.557]  The United States of Empire is a book that claims the United States is the empire of the world.
[03:16:27.557 --> 03:16:30.599]  George Washington had warned us against foreign wars.
[03:16:30.599 --> 03:16:36.521]  The United States of Empire shows that World Wars I and II left England broken.
[03:16:36.521 --> 03:16:40.303]  Its former colony, the U.S., had to save the empire.
[03:16:40.303 --> 03:16:41.583]  Was there ever a vote?
[03:16:41.583 --> 03:16:42.924]  Who do we fight for?
[03:16:42.924 --> 03:16:49.126]  The deep state began with World War I. The United States of Empire by James Dunn.
[03:16:49.126 --> 03:16:50.567]  Available at Amazon Books.
[03:16:51.167 --> 03:16:53.808]  Hunters, anglers, campers and survivalists.
[03:16:53.808 --> 03:16:54.908]  Get back to nature.
[03:16:54.908 --> 03:17:02.210]  Expand your horizons with the highest quality, most versatile, unique slingshots and sling bows on the market at slingbow .com.
[03:17:02.210 --> 03:17:05.631]  Slingbow products are compact and models start from just 1798.
[03:17:05.631 --> 03:17:09.192]  They're perfect for your bug out bag or storing in your vehicle.
[03:17:09.192 --> 03:17:13.353]  Give yourself and your loved ones the excitement and tradition of slingbow.
[03:17:13.353 --> 03:17:17.694]  A new frontier in archery and truly modern twist on this primitive survival tool.
[03:17:21.530 --> 03:17:26.613]  Fellow Patriots, my name is Todd Savage, founder of BlackRifleRealEstate.com.
[03:17:26.613 --> 03:17:31.956]  Like you, I was a prisoner of the Alt-Left Sanctuary State until one day I chose to lead my family to freedom.
[03:17:31.956 --> 03:17:40.021]  Today we live on a sustainable 20-acre homestead where we shoot, hunt, garden, and homeschool our children without the tyranny of the nanny state looking over us.
[03:17:40.021 --> 03:17:45.464]  If you're ready to flee the city to the freedom of Idaho or Montana, our Black Rifle Real Estate team is here to help.
[03:17:45.464 --> 03:17:47.446]  Go to BlackRifleRealEstate.com.
[03:17:47.446 --> 03:17:49.247]  That's BlackRifleRealEstate.com.
[03:17:52.409 --> 03:17:55.992]  InfoWars Life is bringing you a breakthrough in modern medicine.
[03:17:55.992 --> 03:17:57.773]  Introducing Pollen Block.
[03:17:57.773 --> 03:18:09.041]  We have found an extraordinary new, natural way to alleviate seasonal distress symptoms, including promoting clear nasal and sinus passageways, eye comfort, and respiratory function.
[03:18:09.821 --> 03:18:19.028]  In the 1960s, researchers in France noticed that people who ate certain quail eggs experienced less seasonal immune and inflammatory responses.
[03:18:19.028 --> 03:18:24.792]  They began studying this effect in published trials, and decades later, we now have the fruit of this research.
[03:18:24.792 --> 03:18:30.075]  A fast-acting, chewable tablet that helps alleviate seasonal distress symptoms.
[03:18:30.075 --> 03:18:32.317]  Pollen Block is natural and effective.
[03:18:32.657 --> 03:18:34.377]  It is not an antihistamine.
[03:18:34.377 --> 03:18:44.380]  In fact, current research has found that it actually acts by blocking the activity of tryptase, which is an enzyme that amplifies immune and inflammatory responses in the body.
[03:18:44.380 --> 03:18:47.041]  Go outside and enjoy the air you breathe.
[03:18:47.041 --> 03:18:51.742]  Head to InfoWarsLife.com and grab a pack of our Pollen Block chewable tablets.
[03:18:52.133 --> 03:18:57.537]  One of the best nutrients nature has provided, beetroot, has been used for hundreds of years in natural medicine.
[03:18:57.537 --> 03:19:02.320]  Now you can experience the power of this ingredient today with Basso Beet from InfoWars Live.
[03:19:02.320 --> 03:19:08.104]  Guaranteed to be the next addition to your daily routine, Basso Beet is the most concentrated liquid beet extract on the market.
[03:19:08.104 --> 03:19:17.211]  Fully utilizing the heart healthy nitrates and antioxidants to support your mind and body, Basso Beet is great for anyone looking to support a healthy living or athletic performance.
[03:19:17.717 --> 03:19:21.862]  So check out one of the most incredible ingredients today with Basso B from InfoWars Life.
[03:19:34.076 --> 03:19:36.177]  You're listening to the Alex Jones Show!
[03:20:22.708 --> 03:20:23.970]  We are back live.
[03:20:23.970 --> 03:20:27.614]  Constitutional lawyer and historian Robert Barnes is here with us.
[03:20:27.614 --> 03:20:29.376]  Lay out the power of the purse.
[03:20:29.376 --> 03:20:30.758]  Because I was doing the different arguments.
[03:20:30.758 --> 03:20:32.180]  Did he nationalize the Fed?
[03:20:32.180 --> 03:20:33.922]  Did he overstep Congress' power of the purse?
[03:20:33.922 --> 03:20:35.804]  No, they passed this.
[03:20:35.804 --> 03:20:40.330]  And then the President is then able to execute it because he does have power over the Federal Reserve.
[03:20:40.330 --> 03:20:41.431]  Congress passed that law.
[03:20:42.386 --> 03:20:44.387]  December 23rd, 1913.
[03:20:44.387 --> 03:20:49.428]  So this is actually all being done by the letter of the law, but is it the spirit of the law?
[03:20:49.428 --> 03:20:53.830]  And as you said, what will be the inflationary results from this?
[03:20:53.830 --> 03:21:05.174]  Or is the stalling of the economy and the lowering of fuel prices, gas prices, is that enough to offset the inflationary spiral of, as you said, $14-15 trillion in the aggregate?
[03:21:06.494 --> 03:21:08.815]  I mean, really it was sort of a means-shifting issue.
[03:21:08.815 --> 03:21:17.679]  In other words, what they did is, rather than issue debt to fund the deficit, they're basically allowing the Fed to print cash that's put under Trump's control.
[03:21:17.679 --> 03:21:23.442]  So part of the Fed has been effectively nationalized, but only that part that governs that amount of money.
[03:21:23.442 --> 03:21:28.764]  They did it correctly from a constitutional perspective in the sense that Congress passed the authorization for him to do so.
[03:21:28.764 --> 03:21:32.746]  That he could appropriate certain money from the Fed under the guidance and governance of the Treasury.
[03:21:32.746 --> 03:21:34.667]  I gotta say, I don't like the giant amounts of money.
[03:21:34.667 --> 03:21:35.067]  I get it.
[03:21:35.327 --> 03:21:40.530]  I mean, we're in a desperate situation with the defibrillator, but I like the president taking over the Fed.
[03:21:40.530 --> 03:21:41.711]  I mean, I like the beginning of that.
[03:21:41.711 --> 03:21:44.293]  The question is where that ends up.
[03:21:44.293 --> 03:21:58.161]  So, I mean, the risk factor is that if this embraces MMT, modern monetary theory, completely, the left wants to use that to spend wild amounts of money on a wild number of policies.
[03:21:58.161 --> 03:22:04.205]  And the big historical question with MMT has always been, why won't we have a major inflation problem?
[03:22:04.585 --> 03:22:07.888]  So if you go back and look, other governments have tried variations of this.
[03:22:07.888 --> 03:22:11.952]  Weimar Germany in the 1920s to get out of their problem, tried to inflate their currency.
[03:22:11.952 --> 03:22:14.234]  Hungary in 1946.
[03:22:14.234 --> 03:22:15.896]  Again later, Argentina in the 1990s.
[03:22:15.896 --> 03:22:21.721]  And then of course Zimbabwe in the 2006-2008 time period.
[03:22:21.721 --> 03:22:25.505]  And in the Zimbabwe example, and of course Venezuela within the last two years.
[03:22:25.945 --> 03:22:33.351]  Well, if you look at the Zimbabwe example, I mean, they ended up printing $1 trillion bills because of how bad the inflation became.
[03:22:33.351 --> 03:22:36.814]  So the question has always been, can you just print money to solve a problem?
[03:22:36.814 --> 03:22:42.659]  As a friend of mine pointed out, if printing money could solve problems, the Soviet Union would still exist.
[03:22:42.659 --> 03:22:47.803]  Writing checks by itself without corresponding economic activity has never worked.
[03:22:48.303 --> 03:22:57.870]  So the I understand the president wanting to explore MMT and because of its ability to remediate the severe economic impacts of a shutdown.
[03:22:57.870 --> 03:23:02.754]  The question is what is this long term consequences once we start employing it for him.
[03:23:03.254 --> 03:23:11.477]  Does the next president say, I want some MMT, and I want $8 trillion, or I want $12 trillion, or I want $14 trillion?
[03:23:11.477 --> 03:23:15.059]  So I think that's the risk factor, and it's a huge gamble.
[03:23:15.059 --> 03:23:18.820]  How MMT works, if it backfires, it can collapse an economy overnight.
[03:23:18.820 --> 03:23:20.181]  Just ask Venezuela today.
[03:23:20.181 --> 03:23:23.722]  Venezuela's problem isn't really socialism so much.
[03:23:23.722 --> 03:23:27.844]  Its problem was its currency management in light of the way they were running government policy.
[03:23:28.752 --> 03:23:33.494]  And that was an incredibly successful economy and an incredibly rich nation.
[03:23:33.494 --> 03:23:35.354]  For folks that don't know, it was richer than the U.S.
[03:23:35.354 --> 03:23:39.235]  at one time, run down the rat hole by socialists in just a few decades.
[03:23:39.235 --> 03:23:41.556]  Let's talk about history.
[03:23:41.556 --> 03:23:42.897]  They tried to kill Jackson.
[03:23:42.897 --> 03:23:44.897]  He tried to have the U.S.
[03:23:44.897 --> 03:23:49.739]  bank and use the MMT in an older fashion.
[03:23:51.007 --> 03:23:53.369]  And then they tried to kill him at least four times.
[03:23:53.369 --> 03:23:55.030]  By Providence he lived.
[03:23:55.030 --> 03:23:57.051]  There was another president they shot and killed over it.
[03:23:57.051 --> 03:24:01.094]  And then of course we then see Lincoln got shot in the back of the head for doing it.
[03:24:01.094 --> 03:24:05.477]  He issued 40-something million, was going to issue 400 million.
[03:24:05.477 --> 03:24:14.263]  Then JFK was able to reissue the same original currency that had never been withdrawn in the Lincoln $5 bills and a nod to him.
[03:24:14.263 --> 03:24:15.584]  And that of course was Executive Order 11110.
[03:24:18.286 --> 03:24:20.927]  And let's show folks, for TV viewers, the $5 bill.
[03:24:20.927 --> 03:24:28.189]  Just type in JFK $5 bill, and if you notice, it doesn't say Federal Reserve note, it says U.S.
[03:24:28.189 --> 03:24:30.550]  Treasury note, ladies and gentlemen.
[03:24:30.550 --> 03:24:32.931]  So that's an example of what we're talking about.
[03:24:32.931 --> 03:24:35.351]  Both men were executed by being shot in the head.
[03:24:35.351 --> 03:24:36.952]  Will Trump follow the same path?
[03:24:37.492 --> 03:24:47.516]  Well, I think certain aspects are, right now for the most part, Trump is, while he's asserted control over this portion of the Fed, really it was just a way of giving him money without going through the U.S.
[03:24:47.516 --> 03:24:48.576]  debt markets.
[03:24:48.576 --> 03:24:51.257]  Because the rest of the Fed is still unchecked.
[03:24:51.257 --> 03:25:06.463]  So the Fed, for example, what people don't know is that in the overnight repo markets, which is where you have a lot of debt exchange, which help fund corporate debt, which they need cash every day, basically, or they run out of business to avoid the credit crunch that happened in 2008 that sunk the economy for half a decade.
[03:25:08.724 --> 03:25:10.465]  So this is like a heroin habit.
[03:25:10.465 --> 03:25:11.146]  It only gets bigger.
[03:25:38.344 --> 03:25:42.965]  What could have Trump done other than this, with the media trying to plunge the market, with them blaming him?
