[00:00:18.817 --> 00:00:19.797]  You want answers?
[03:31:41.342 --> 03:31:45.805]  That is activated by the different compounds in the Yerba Mate that we put inside of it as well.
[03:31:45.925 --> 03:31:47.946]  This just increases the compounds you already have.
[03:31:48.547 --> 03:31:50.028]  This is what you're actually designed to run on.
[03:31:50.168 --> 03:31:50.308]  Exactly.
[03:31:50.328 --> 03:31:54.232]  It's kind of like a car will run on one form of junky gas, but it runs really good on what it's designed for.
[03:31:54.733 --> 03:32:02.020]  You will find Brain Force, Survival Shield X2, and other game-changing products at InfoWarsLife.com.
[03:32:02.281 --> 03:32:02.721]  Or call 888-253-3139.
[03:32:07.541 --> 03:32:09.081]  My name is Alex Jones.
[03:32:09.462 --> 03:32:15.383]  Most of you know me from my syndicated radio program and my documentary films, as well as InfoWars Nightly News.
[03:32:15.603 --> 03:32:25.886]  When I got on air 20 years ago, I had discovered the Globalist program, their plan to take over the world, and my focus went from running six miles every other day
[03:32:26.366 --> 03:32:32.309]  Swimming 2-3 miles a couple times a week and lifting weights to focusing on fighting the globalists.
[03:32:32.690 --> 03:32:40.514]  I've gone from 279 pounds all the way down to 235 pounds and the weight's going off even faster.
[03:32:40.714 --> 03:32:47.858]  And it wasn't just that my weight loss accelerated, my muscle mass increased, my stamina, my energy levels exploded.
[03:32:48.138 --> 03:32:53.883]  Super Male has the key concentrated natural compounds that my body needed to go to the next level.
[03:32:53.984 --> 03:33:00.249]  Today is the day to take the InfoWarsLife.com challenge and to secure your bottle of Super Male or Super Female Vitality.
[03:33:00.429 --> 03:33:04.153]  Check them out today at InfoWarsLife.com or give our crew a call at 888-253-3139.
[03:33:04.173 --> 03:33:05.394]  Incredible products!
[03:33:12.697 --> 03:33:15.721]  Crashing through the lies and disinformation.
[03:33:16.282 --> 03:33:20.447]  It's Alex Jones on the GCN Radio Network.
[03:33:24.625 --> 03:33:26.045]  Welcome back to the Alex Jones Show.
[03:33:26.106 --> 03:33:31.127]  I'm David Knight, and here in Austin with me is Joe Biggs, and we've got Paul Joseph Watson on the line from the UK.
[03:33:31.807 --> 03:33:37.389]  Joe is here to talk about a new story that we have up about a new Sesame Street character.
[03:33:37.429 --> 03:33:42.731]  This is a hijab-clad Muppet, Zari, a feminist from Afghanistan.
[03:33:43.431 --> 03:33:48.093]  I guess, Joe, when I look at this, I think an Islamic feminist is something of an oxymoron.
[03:33:48.833 --> 03:33:50.734]  I mean, look, I've been to Afghanistan.
[03:33:51.294 --> 03:33:55.015]  I've seen firsthand how they treat women, how they treat these children.
[03:33:55.315 --> 03:33:56.956]  It's completely and totally ridiculous.
[03:33:57.236 --> 03:34:02.878]  I'm all for empowering women over in the Middle East, that's great, but first you have to change their ideologies.
[03:34:03.138 --> 03:34:03.838]  They need to come into 2016.
[03:34:05.439 --> 03:34:16.510]  If you teach a young generation of Afghani females to empower themselves, to stand up to these men, there's going to be mass mutilations, there's going to be mass killings.
[03:34:16.550 --> 03:34:17.871]  They don't play games around there.
[03:34:18.192 --> 03:34:25.078]  You have to first change this radical Islamic ideology, and then you can bring in some of this female empowerment.
[03:34:25.118 --> 03:34:25.519]  But I think
[03:34:25.939 --> 03:34:26.840]  This is ridiculous!
[03:34:26.900 --> 03:34:31.803]  Is Sesame Street going to be held accountable when these young girls grow up and they start back-talking to these guys?
[03:34:32.043 --> 03:34:34.064]  I'm not saying that's right, but this is reality.
[03:34:34.124 --> 03:34:35.585]  This is what's going to happen.
[03:34:35.966 --> 03:34:39.888]  I've been to Afghanistan, I've been to Iraq, I've been into other countries I can't name.
[03:34:41.129 --> 03:34:45.251]  Because, not officially there, but this is something that will happen.
[03:34:45.351 --> 03:34:47.191]  And then you look at this right here, there's a new law.
[03:34:47.592 --> 03:34:50.313]  There are Muslim men fighting for the right to kill their wives.
[03:34:50.873 --> 03:34:51.773]  What if that passes?
[03:34:51.793 --> 03:34:58.596]  And then you have this group of women growing up, becoming adults, thinking that they can go off, take this off, empower themselves, remove the hijab.
[03:35:00.043 --> 03:35:01.403]  That's not going to be good.
[03:35:01.543 --> 03:35:02.824]  And when is that going to happen?
[03:35:02.844 --> 03:35:06.665]  When is this character going to get leaked into the American version of Sesame Street?
[03:35:07.385 --> 03:35:11.246]  They're saying right now this is only going to be in Afghanistan, which is already dangerous enough.
[03:35:11.546 --> 03:35:12.766]  Then you bring that over here.
[03:35:13.026 --> 03:35:13.826]  What's going to happen then?
[03:35:14.226 --> 03:35:18.728]  Oh yeah, I think it's not going to be very long before they introduce it into the American version of Sesame Street.
[03:35:19.288 --> 03:35:20.488]  Paul, your comments on that?
[03:35:22.267 --> 03:35:25.530]  Well, Joe mentioned the article that's out of the New York Post.
[03:35:25.570 --> 03:35:28.172]  There are Muslim men fighting for the right to kill their wives.
[03:35:28.572 --> 03:35:40.903]  They're actually having to pass a law in Pakistan which says that it's not your right within your own private home to physically abuse and kill your wife in an honour killing.
[03:35:41.283 --> 03:35:49.647]  They're actually having to pass a law in Pakistan to ban that, and there's this huge campaign against it by these Islamists again.
[03:35:50.167 --> 03:36:00.792]  And if you read the article, it states, they've deemed the bill un-Islamic, contradictory to the verses of the Quran, in an attempt to secularize or westernize Pakistan.
[03:36:01.252 --> 03:36:05.754]  So again, they cite the Quran in justifying their quote, right,
[03:36:06.434 --> 03:36:11.936]  To physically abuse and kill their own family members, because we know this happens over and over again.
[03:36:12.396 --> 03:36:21.899]  You know, girls who marry somebody who they actually want to marry, God forbid, that's a shame on the family because it's not an arranged marriage.
[03:36:22.320 --> 03:36:26.041]  And fathers in many cases have killed and attempted to kill their own daughters.
[03:36:26.401 --> 03:36:27.622]  This is a massive problem.
[03:36:27.942 --> 03:36:34.204]  In fact, there was a girl in Pakistan who was shot in the head by her own father, dumped in a river,
[03:36:34.744 --> 03:36:38.706]  Because, again, she tried to marry somebody who she actually fell in love with.
[03:36:38.866 --> 03:36:39.747]  I mean, the horror.
[03:36:39.807 --> 03:36:40.567]  Well, think about this.
[03:36:40.627 --> 03:36:45.430]  The US surge operation to clear 10,000 Syrian refugees in just three months.
[03:36:45.450 --> 03:36:47.631]  This is an article by Washington Examiner.
[03:36:48.112 --> 03:36:55.556]  You're talking about bringing these people with these ideologies that treat women this way, that rape them, that want to murder them, that throw acid in their face.
[03:36:55.596 --> 03:36:58.838]  You want to bring these people, unvetted, into this country.
[03:36:58.898 --> 03:36:59.678]  What's going to happen?
[03:36:59.978 --> 03:37:02.620]  How many social justice warriors are going to stand up
[03:37:03.464 --> 03:37:05.765]  When they're being attacked and beaten.
[03:37:06.066 --> 03:37:11.689]  It's happening in Europe, but it's going to happen here, and we're going to let it go because the government is allowing it to happen.
[03:37:12.029 --> 03:37:13.290]  It's completely ridiculous.
[03:37:13.490 --> 03:37:17.613]  And as Paul was just saying, if they've got a... And they're going to sit there and go, thank you, thank you for it, throw more acid on my face.
[03:37:17.633 --> 03:37:18.534]  You know, it's sick.
[03:37:18.854 --> 03:37:26.318]  If they have a culture, if they have a religion that supports this activity, the laws or the Sesame Street programs really aren't going to change that.
[03:37:28.400 --> 03:37:29.200]  Paul, your comment.
[03:37:29.681 --> 03:37:30.021]  Yeah, I mean,
[03:37:31.387 --> 03:37:34.410]  The hijab is worn by women in many Middle Eastern countries.
[03:37:34.850 --> 03:37:38.152]  Because if they didn't wear it, they would get acid attacked.
[03:37:38.253 --> 03:37:39.413]  They would get raped.
[03:37:39.514 --> 03:37:43.937]  I mean, that's one of the justifications that migrants in Europe use for raping women.
[03:37:43.977 --> 03:37:47.860]  They say, well, she wasn't wearing a hijab, she wasn't wearing a burqa.
[03:37:48.220 --> 03:37:49.141]  She deserves it.
[03:37:49.441 --> 03:37:51.263]  So it's not a choice they make.
[03:37:51.323 --> 03:37:54.065]  It's not some feminist female empowerment thing.
[03:37:54.545 --> 03:38:00.327]  It's something that's forced upon them, otherwise they leave themselves open to be sexually abused and attacked.
[03:38:00.367 --> 03:38:03.388]  So again, complete disconnection with the Sesame Street thing.
[03:38:03.468 --> 03:38:05.309]  It's not about female empowerment.
[03:38:05.329 --> 03:38:07.889]  South by Southwest, the music festival that was here.
[03:38:07.909 --> 03:38:10.650]  I had some friends of mine that live in London.
[03:38:10.810 --> 03:38:11.271]  They were here.
[03:38:11.291 --> 03:38:12.211]  It was a husband and wife.
[03:38:12.771 --> 03:38:18.153]  And they were talking about their experience when they went to the UAE, over Qatar and all that stuff.
[03:38:18.513 --> 03:38:26.997]  And how when they went there, the wife was like, you know what, I'm going to kind of abide by their culture, I'm going to cover up, dress really conservative, because I don't want to be offensive to their culture.
[03:38:27.757 --> 03:38:40.522]  Then she goes back into London and she's wearing her natural clothes that she would wear out, you know, a dress, high heels, and these Muslim men are spitting at her, calling her names and things like that, attacking her in her own land.
[03:38:40.862 --> 03:38:42.003]  Because they don't respect her culture.
[03:38:42.083 --> 03:38:42.303]  Yeah.
[03:38:42.723 --> 03:38:51.867]  She respects their culture, tries to play by their rules, by their customs, but then they come to her culture and are going to try to force her to conform.
[03:38:52.127 --> 03:38:52.327]  Yeah.
[03:38:52.567 --> 03:38:55.909]  And they're already talking about housing these refugees on military bases.
[03:38:56.649 --> 03:39:02.652]  We've already done that with these immigrants coming in from Mexico and Central America at Lackland Air Force Base where the shooting was today.
[03:39:02.992 --> 03:39:08.295]  You know, it's out of control and they're wanting to bring in tons and tons without vetting them.
[03:39:08.815 --> 03:39:13.898]  Well, and of course the issue, and we all three understand that, our listeners understand it, it is not incompetence.
[03:39:14.179 --> 03:39:16.060]  It is not that they don't understand what's going on with this.
