[00:00:04.574 --> 00:00:17.868]  Intruder alert!
[03:07:43.166 --> 03:07:46.208]  All right, well, I'm glad we've got some back in because I'm going back on it today.
[03:07:46.208 --> 03:07:47.309]  It just came back in yesterday.
[03:07:47.309 --> 03:07:49.230]  Living Defense, Infowarslife.com.
[03:07:49.230 --> 03:07:50.250]  And folks, you can't lose.
[03:07:50.250 --> 03:07:52.972]  It's full of stuff that's great for your body, period.
[03:07:52.972 --> 03:07:56.234]  And you support the broadcast, Infowarslife.com.
[03:07:56.234 --> 03:07:58.476]  Thank you, Dr. Group from the Global Healing Center.
[03:07:58.476 --> 03:08:00.437]  Thank you so much for all your work, sir, on this great product.
[03:08:14.076 --> 03:08:21.700]  Live from the InfoWars.com studios, it's Alex Jones.
[03:08:21.700 --> 03:08:33.427]  Thank you so much, InfoWars, for having me back.
[03:08:33.427 --> 03:08:41.651]  I had a couple of weeks to go doing this, and love Alex, love the opportunity to come on here and talk about things that matter.
[03:08:43.832 --> 03:08:48.393]  Issues of the day, the week, the month.
[03:08:48.393 --> 03:08:51.574]  Of course, we gotta talk about the debate.
[03:08:51.574 --> 03:09:00.737]  Last Monday, Hillary and Donald had the first of the 2016 presidential debates, and I'm gonna be honest.
[03:09:01.789 --> 03:09:03.530]  Very disappointed with Donald Trump.
[03:09:03.530 --> 03:09:05.111]  Very disappointed.
[03:09:05.111 --> 03:09:09.413]  I don't see it as him winning.
[03:09:09.413 --> 03:09:17.557]  His camp, a lot of the polls that I saw going around the internet saw Donald Trump as the winner of that debate.
[03:09:17.557 --> 03:09:23.040]  Some of the more biased mainstream media saw Hillary winning that one.
[03:09:23.040 --> 03:09:28.663]  Each candidate, of course, pros about how they won, respectively.
[03:09:28.663 --> 03:09:30.444]  And I saw it as
[03:09:31.547 --> 03:09:39.657]  Fifteen, twenty good minutes of Donald Trump at the beginning of the debate and then he fell apart.
[03:09:39.657 --> 03:09:47.846]  He was paying much too much attention and spending much too much time defending himself against whatever
[03:09:49.191 --> 03:09:57.217]  Non-existent, inconsequential allegations that were coming up during the debate.
[03:09:57.217 --> 03:10:04.081]  Lester Holt, a shill, a shill for Hillary and the Democratic Party.
[03:10:04.081 --> 03:10:05.622]  He had to overcome that.
[03:10:05.622 --> 03:10:10.726]  I do give Trump the benefit of the doubt in that he had to deal with that.
[03:10:10.726 --> 03:10:13.247]  He had to deal with potential cheating.
[03:10:13.247 --> 03:10:18.711]  Now, I don't know, I don't know for sure that any of this was going on, but just the fact that
[03:10:19.352 --> 03:10:29.386]  There's a chance, and it seems feasible because Hillary has been such a liar over the years, that she cheated during the debate.
[03:10:30.416 --> 03:10:32.757]  Another thing that Trump had to overcome.
[03:10:32.757 --> 03:10:35.757]  So he had to go in there with his A-game.
[03:10:35.757 --> 03:10:40.559]  Expectations were low for him because he is a businessman, he's not a politician.
[03:10:40.559 --> 03:10:46.680]  Although he has been in a lot of conferences and boardrooms and whatnot, he's not a debater.
[03:10:46.680 --> 03:10:50.841]  He's not a political debate expert.
[03:10:50.841 --> 03:10:53.782]  So we also gave him the benefit of the doubt on that.
[03:10:55.059 --> 03:11:02.587]  But he got up there and did exactly what they, the Democrats and Hillary, wanted him to do.
[03:11:02.587 --> 03:11:07.732]  They baited him, and he took the bait.
[03:11:07.732 --> 03:11:18.183]  Talking about the birth certificate issue, the birther issue, that Obama perhaps was not born in the country.
[03:11:19.412 --> 03:11:25.917]  Is that really something that I want these candidates talking about during a debate?
[03:11:25.917 --> 03:11:27.178]  Do I care?
[03:11:27.178 --> 03:11:34.383]  Do I care that he called a former Miss Universe contestant, was it?
[03:11:34.383 --> 03:11:37.024]  Or Miss America contestant?
[03:11:37.024 --> 03:11:38.986]  The guy ran beauty pageants.
[03:11:38.986 --> 03:11:39.646]  That's what he did.
[03:11:39.646 --> 03:11:43.349]  He's a businessman, he's an entertainer, reality show guy.
[03:11:43.349 --> 03:11:47.312]  So at one point in his career, he's running beauty contests 20 years ago.
[03:11:48.132 --> 03:11:55.756]  And one of the contest winners gained weight, and Donald Trump called her Miss Piggy.
[03:11:55.756 --> 03:12:05.402]  Okay, you know, perhaps not the most politically correct thing to do, but who said politically correct is a good thing?
[03:12:05.402 --> 03:12:08.823]  Again, he's in entertainment at the time.
[03:12:08.823 --> 03:12:10.184]  He's not running for office.
[03:12:10.184 --> 03:12:13.626]  He's not in office.
[03:12:13.626 --> 03:12:16.688]  And they're arguing about this during the presidential debate.
[03:12:17.540 --> 03:12:34.567]  When they should be talking about national security, the economy, education, and all of those things that Hillary has dropped the ball on in her 40 years in the public eye.
[03:12:34.567 --> 03:12:40.450]  That didn't get brought up, and I squarely place the blame on Donald Trump.
[03:12:40.450 --> 03:12:42.471]  And again, Lester Holt, a shill.
[03:12:43.770 --> 03:12:52.332]  But a smart guy and a guy that has all that ammunition against Hillary Clinton should have used it.
[03:12:52.332 --> 03:13:03.474]  And for him to sit there and try to justify him calling a beauty pageant winner from 20 years ago, Miss Piggy, was horrible!
[03:13:03.474 --> 03:13:04.595]  Horrible to watch!
[03:13:04.595 --> 03:13:06.435]  Frustrating as hell!
[03:13:06.435 --> 03:13:10.236]  As a guy that wants real change in this country,
[03:13:11.465 --> 03:13:27.620]  And wants to see what will happen if a guy gets in there that is a strong, smart businessman and not a professional, lifetime politician, not beholden to other nations and companies and Wall Street like Hillary Clinton is.
[03:13:27.620 --> 03:13:28.981]  I want to see this!
[03:13:28.981 --> 03:13:36.347]  So it was very frustrating watching that debate to see her getting over on him.
[03:13:37.248 --> 03:13:47.515]  By bringing up inconsequential topics and subjects and having him just sitting there or standing there defending himself.
[03:13:48.621 --> 03:13:50.943]  It looked bad.
[03:13:50.943 --> 03:13:55.386]  Hillary wasn't even supposed to be able to stand for 90 minutes.
[03:13:55.386 --> 03:13:58.948]  She was supposed to come out looking very haggard and terrible.
[03:13:58.948 --> 03:14:00.069]  She didn't.
[03:14:00.069 --> 03:14:03.071]  She came out looking spry, healthy.
[03:14:03.071 --> 03:14:04.452]  She didn't cough.
[03:14:04.452 --> 03:14:08.955]  She stood there for 90 minutes.
[03:14:08.955 --> 03:14:13.539]  That alone put her up a notch, unfortunately.
[03:14:13.539 --> 03:14:17.762]  And look, believe me, I cannot stand the woman.
[03:14:19.082 --> 03:14:20.663]  I want to see Trump win.
[03:14:20.663 --> 03:14:22.204]  I want to see him do well.
[03:14:22.204 --> 03:14:27.387]  But I can't sit here and fake it that he won that debate.
[03:14:27.387 --> 03:14:28.507]  He didn't.
[03:14:28.507 --> 03:14:30.248]  He did not win that debate.
[03:14:30.248 --> 03:14:33.130]  He's got to do a much better job next time.
[03:14:33.130 --> 03:14:36.171]  I don't know what his strategy was.
[03:14:36.171 --> 03:14:44.396]  If it was, hey, we got a few of these things, why would I shoot my whole load of ammunition
[03:14:45.676 --> 03:14:50.218]  At the beginning, the first debate, this isn't the one people remember.
[03:14:50.218 --> 03:14:53.380]  The last one, that's where you go in.
[03:14:53.380 --> 03:15:02.164]  That's the one people are going to remember the most when they go into the voting booths and pull the levers or press the buttons or whatever the hell we're supposed to do this election.
[03:15:05.034 --> 03:15:09.697]  That's why he needs to come out stronger in these next debates.
[03:15:09.697 --> 03:15:12.298]  He's gotta hit her harder.
[03:15:12.298 --> 03:15:19.102]  Now, of course, they would say, oh, hit her harder, you sexist, misogynistic monster!
[03:15:19.102 --> 03:15:23.005]  This is a woman, he can't look like he's bullying a woman!
[03:15:23.005 --> 03:15:30.729]  He can't look like he's beating up on a... This will be fact-based, and it will be, um,
[03:15:32.739 --> 03:15:34.361]  Exactly what he needs to do.
[03:15:34.361 --> 03:15:36.202]  There's so many things.
[03:15:36.202 --> 03:15:38.224]  Benghazi, bring it up.
[03:15:38.224 --> 03:15:39.906]  The email scandal, bring it up.
[03:15:39.906 --> 03:15:43.129]  They talked about cyber security!
[03:15:43.129 --> 03:15:46.152]  Cyber security came up!
[03:15:46.152 --> 03:15:48.875]  And Hillary gets to blurt out this.
[03:15:48.875 --> 03:15:51.657]  He was encouraging the Russians
[03:15:52.538 --> 03:16:02.847]  To hack into our computer system, not understanding that Trump was absolutely being sarcastic, telling a joke.
[03:16:02.847 --> 03:16:14.498]  Actually, the emphasis of that statement was the fact that Hillary's server and emails were so insecure out there, and out there for anyone to get, that, hey, Russia, if you happen to see him, send him over.
[03:16:14.498 --> 03:16:16.460]  The press wants to get a hold of her emails.
[03:16:17.380 --> 03:16:19.881]  Not, hey Russia, spy on us.
[03:16:19.881 --> 03:16:26.823]  But of course, they twist around everything because they are lifetime professional politicians.
[03:16:26.823 --> 03:16:30.885]  And Hillary's talking about that, getting Trump on that issue.
[03:16:30.885 --> 03:16:34.986]  He doesn't turn around and say, how dare you?
[03:16:34.986 --> 03:16:41.889]  The gall of you to try to tell the American people that you're the cyber security person?
[03:16:41.889 --> 03:16:45.350]  The go-to person in the age of cyber security?
[03:16:46.701 --> 03:16:48.662]  That's a no-brainer.
[03:16:48.662 --> 03:16:53.284]  That's an easy softball lobbed right at him.
[03:16:53.284 --> 03:16:57.266]  Don't just go, wrong, no.
[03:16:57.266 --> 03:17:01.568]  You're on the debate stage.
[03:17:01.568 --> 03:17:04.450]  A record number of people are watching you.
[03:17:05.624 --> 03:17:07.244]  Slammer!
[03:17:07.244 --> 03:17:17.467]  She's got a horrific, horrific record that you could use against her, and I didn't see that, and damn it, it was frustrating.
[03:17:17.467 --> 03:17:20.027]  Frustrating to watch.
[03:17:20.027 --> 03:17:23.048]  And, toward the end, he fell apart even more.
[03:17:23.048 --> 03:17:26.169]  He's explaining his finances
[03:17:27.199 --> 03:17:33.363]  He's explaining the birth certificate issue?
[03:17:33.363 --> 03:17:43.408]  I mean, honestly, turn it around, tell the American people, look into that camera at the debate and tell them, this is nonsense.
[03:17:43.408 --> 03:17:52.534]  I was talking on my own program about how, where would that rate for America in importance?
[03:17:53.356 --> 03:18:05.245]  To national security, borders, education, crime, violence, race relations, foreign policy, the economy, jobs.
[03:18:05.245 --> 03:18:12.470]  Where does he said Miss Piggy to a beauty pageant girl 20 years ago?
[03:18:12.470 --> 03:18:17.834]  Where does that rate on your list as an American as important?
[03:18:18.991 --> 03:18:22.092]  Pretty far down the line, I'd say.
[03:18:22.092 --> 03:18:33.137]  I'm gonna take a stab at it and say that the majority of American people, even the ones that are in a basket of deplorables, would say that that wouldn't even show up.
[03:18:33.137 --> 03:18:44.963]  Yet it was on the world stage during a presidential debate, and Trump didn't turn around and instead of explaining it,
[03:18:46.104 --> 03:18:47.825]  He didn't just turn around and go, really?
[03:18:47.825 --> 03:18:49.847]  Is that what we're going to discuss here?
[03:18:49.847 --> 03:18:50.967]  Lester?
[03:18:50.967 --> 03:18:52.188]  Hillary?
[03:18:52.188 --> 03:19:01.394]  That's what we're... That's what the American people, 85 million of them that have tuned into this, that's what they want to hear us talk about?
[03:19:01.394 --> 03:19:08.839]  Or do they want to hear about how she left four people to die in Benghazi?
[03:19:08.839 --> 03:19:15.724]  Or her emails are all over the globe because she decided an unsecured server was a good idea.
[03:19:17.645 --> 03:19:17.985]  Really?
[03:19:17.985 --> 03:19:28.448]  Her Clinton Global Initiative, the foundation, is so corrupt and was selling off the American government.
[03:19:28.448 --> 03:19:36.850]  Do you think that's a little more important, people, than if I said that Obama didn't have a birth certificate?
