[00:00:00.370 --> 00:00:03.884]  And your support is helping us defend liberty worldwide.
[03:44:09.140 --> 03:44:10.281]  Just like your thyroid is.
[03:44:10.301 --> 03:44:14.146]  People don't realize, you think about these big, powerful adrenal glands, they're like, what are they?
[03:44:14.186 --> 03:44:26.581]  They're super tiny, they're super easy to tax out, and it's also, I guess a paradoxical would be the terminology for the paradoxical situation, Ryan, where, and I've been in this before, where you're tired because you're working all day,
[03:44:27.540 --> 03:44:31.522]  Working all day, too tired to work out, but then guess what happens when you don't do anything?
[03:44:32.622 --> 03:44:33.483]  You get more tired.
[03:44:33.543 --> 03:44:39.465]  It's almost like, if you could break through that, that function too, it's like you have to actually get up and do something.
[03:44:39.525 --> 03:44:45.448]  If you're sitting around all day, it sounds like you're a graphic designer, but I don't want to question you, that's for people that are tired, and I didn't want to take too long on this, but you know what?
[03:44:45.468 --> 03:44:49.169]  Let me just say one thing before you say that, and another... Interrupt away, interrupt away.
[03:44:49.650 --> 03:44:51.951]  Before I forget... Just smack me in the face and start talking.
[03:44:51.971 --> 03:44:55.712]  You know what the number one, one of the most important elements is for the whole endocrine system?
[03:44:56.153 --> 03:44:56.613]  Iodine.
[03:44:57.353 --> 03:45:06.765]  And I can pretty much guarantee if you have hypothyroidism and your endocrine system is not functioning up to full capacity, that you're severely iodine deficient.
[03:45:08.703 --> 03:45:11.205]  No hard feelings on the interruption over there.
[03:45:11.245 --> 03:45:11.825]  I'm joking.
[03:45:12.105 --> 03:45:12.566]  I don't care.
[03:45:13.486 --> 03:45:14.647]  So, no, exactly.
[03:45:14.687 --> 03:45:21.191]  And I would also say people are living a life sometimes when they think about going to work.
[03:45:21.652 --> 03:45:26.155]  And I think there's also an artificial tiredness that happens because it's mentally fatiguing.
[03:45:26.175 --> 03:45:29.177]  It's like, think about, gee, I have to go to work today on a Monday.
[03:45:29.217 --> 03:45:30.438]  Are you like sluggish and tired?
[03:45:31.078 --> 03:45:36.445]  But what if you just won $5 billion and you're going on an all-expenses-paid cruise around the world?
[03:45:36.846 --> 03:45:37.907]  Think about the difference about that.
[03:45:37.927 --> 03:45:38.648]  How do you feel about that?
[03:45:38.728 --> 03:45:39.629]  Wow, you're actually excited!
[03:45:39.649 --> 03:45:40.370]  Maybe you have some energy.
[03:45:40.811 --> 03:45:47.840]  So it's also a question about, you know, whether or not you're at a good place in your life and if you like the direction you're heading, because a lack of motivation and a lack of
[03:45:48.581 --> 03:45:51.444]  Kind of hope in the future also drains people, I think, too.
[03:46:05.540 --> 03:46:07.621]  How hard would you work to get that?
[03:46:07.762 --> 03:46:12.125]  And everybody's like, well, I would just be digging non-stop for days.
[03:46:12.505 --> 03:46:18.630]  Think about that, how much energy that would take to dig through rock to get to a million dollars worth of gold that's buried a hundred feet deep.
[03:46:18.650 --> 03:46:20.372]  Wow, so someone has drawn that parallel before.
[03:46:20.832 --> 03:46:22.674]  Yeah, they have actually.
[03:46:23.414 --> 03:46:24.935]  It is a component.
[03:46:25.856 --> 03:46:27.798]  You know, happiness has a lot to do with that.
[03:46:27.878 --> 03:46:28.859]  Happiness in your life.
[03:46:28.919 --> 03:46:30.741]  How happy are you in your relationships?
[03:46:31.061 --> 03:46:33.304]  How happy are you, like what I was talking about earlier?
[03:46:33.644 --> 03:46:39.110]  Can you look in the mirror in the morning and say, I am happy with myself.
[03:46:39.650 --> 03:46:41.232]  I'm happy with my body.
[03:46:41.692 --> 03:46:43.414]  I'm happy with my life.
[03:46:43.514 --> 03:46:45.616]  Whoa, whoa, whoa, whoa, whoa.
[03:46:46.177 --> 03:46:46.897]  Oh, my gosh.
[03:46:47.498 --> 03:46:49.180]  You're doing something very offensive, Dr. Group.
[03:46:49.200 --> 03:46:53.747]  You're actually talking about real topics and real solutions and issues in people's lives, and they're very upset.
[03:46:53.827 --> 03:46:54.908]  Some people are very upset about that.
[03:46:55.329 --> 03:46:55.549]  Alright?
[03:46:55.589 --> 03:46:56.610]  You're doing something very bad.
[03:46:56.871 --> 03:47:00.095]  You're trying to help them with their bodies, and you're talking about real problems in their life.
[03:47:00.616 --> 03:47:03.340]  That is, that's, that's triggering me right now, actually.
[03:47:03.780 --> 03:47:04.941]  I'm talking about solutions.
[03:47:05.001 --> 03:47:07.142]  Are you having some problems in your life you need to talk about?
[03:47:07.162 --> 03:47:08.083]  That's really upsetting me.
[03:47:08.103 --> 03:47:13.447]  Because I can be a psychiatrist too and we can just kind of work through those problems and I can give you advice for a small fee.
[03:47:13.647 --> 03:47:14.888]  Absolutely.
[03:47:15.228 --> 03:47:15.468]  Awesome.
[03:47:15.488 --> 03:47:16.589]  All right, Ryan, thanks for your call.
[03:47:17.050 --> 03:47:20.072]  Let's go ahead and talk to Carlos.
[03:47:20.232 --> 03:47:21.953]  I think it's supposed to say Carlos in Virginia.
[03:47:21.973 --> 03:47:25.616]  He wants to talk about inflammation, which again is another root issue, so that's why I'm choosing these.
[03:47:26.016 --> 03:47:28.177]  Carlos, what do you have to say about inflammation?
[03:47:29.839 --> 03:47:30.259]  Hello, sir.
[03:47:30.279 --> 03:47:30.719]  Can you hear me?
[03:47:30.999 --> 03:47:31.520]  Absolutely.
[03:47:33.004 --> 03:47:40.714]  Yes, I was wondering about systemic inflammation and autoimmune diseases such as psoriasis.
[03:47:41.495 --> 03:47:46.321]  What would you recommend naturally to combat those type of issues?
[03:47:47.233 --> 03:47:55.899]  Carlos, let me tell you that practically every single negative health condition out there is associated with inflammation.
[03:47:56.440 --> 03:48:00.043]  I mean... And which could come from the gut, because you could have inflammation of the gut.
[03:48:00.103 --> 03:48:00.763]  Oh, absolutely!
[03:48:00.803 --> 03:48:04.146]  Maybe it's like a secondary thing too, you know, from the gut.
[03:48:04.446 --> 03:48:08.449]  The gut has an issue and then the rest of the body systemically responds with inflammation, right?
[03:48:09.201 --> 03:48:18.147]  So, whenever you have inflammation, it's a response, it's a sign that you have a lot of different things going on, and you can associate any disorder.
[03:48:18.567 --> 03:48:21.329]  Heart disease, with inflammation of the veins and arteries.
[03:48:21.689 --> 03:48:23.911]  Diabetes, there's inflammation of the pancreas.
[03:48:24.711 --> 03:48:27.153]  Arthritis, inflammation of the joint tissue.
[03:48:27.513 --> 03:48:30.675]  It doesn't matter what condition you have.
[03:48:30.735 --> 03:48:33.477]  If you have gut problems, you have cellular inflammation.
[03:48:35.299 --> 03:48:40.142]  Again, what you want to do is you have to think, what causes that inflammation?
[03:48:40.342 --> 03:48:42.704]  What is really causing that autoimmune?
[03:48:43.124 --> 03:48:46.206]  Autoimmune is just when your body fights itself.
[03:48:46.386 --> 03:48:47.527]  It's one of the worst things.
[03:48:47.567 --> 03:48:49.248]  Your body turns against itself.
[03:48:49.969 --> 03:48:52.530]  Your body thinks that your own body is
[03:48:54.031 --> 03:48:54.691]  Attacking it!
[03:48:55.352 --> 03:48:56.572]  So that's an autoimmune.
[03:48:56.612 --> 03:48:58.653]  So that means what causes all that?
[03:48:58.793 --> 03:48:59.314]  I can tell you.
[03:48:59.334 --> 03:49:04.376]  It really shows how unnatural of a response in the first place something is going on, right?
[03:49:04.416 --> 03:49:09.738]  If your body thinks that its own self is an enemy, what is happening to trick it to that point, right?
[03:49:10.079 --> 03:49:10.319]  Right.
[03:49:10.499 --> 03:49:17.242]  It all boils down to too many chemicals and toxins in your body and not enough coming out of your body on a daily basis.
[03:49:17.262 --> 03:49:18.683]  Your body is overburdened.
[03:49:19.443 --> 03:49:23.986]  Just like 90% of the people's bodies out there, it's hard to avoid all these things.
[03:49:24.006 --> 03:49:31.790]  We have to take a proactive approach to clean, to eliminate these chemicals and toxins from coming into the body, but then also clean them all out.
[03:49:33.491 --> 03:49:36.192]  You know, everything is in simplicity.
[03:49:36.652 --> 03:49:39.014]  And that's one of the things that I learned, because I was taught
[03:49:39.926 --> 03:49:49.770]  You know, before I was gonna do the medical thing about all the prescription medications, and then I was taught, you know, how to prescribe natural medicine to everybody.
[03:49:49.790 --> 03:49:57.873]  But I realized that even with the natural stuff, unless you take two steps back before you take two steps forward, you still have a toxic body.
[03:49:58.573 --> 03:50:07.943]  What you really need to do is, in order to truly activate your self-healing mechanism and to reduce that inflammation, sure, there's some things you can take for inflammation.
[03:50:07.983 --> 03:50:09.785]  Oregano oil works really good.
[03:50:09.885 --> 03:50:11.346]  Silver works really good.
[03:50:11.446 --> 03:50:12.528]  White willow bark.
[03:50:12.948 --> 03:50:13.829]  Hawthorn.
[03:50:13.849 --> 03:50:17.232]  You know, there's different types of herbs that you can use.
[03:50:19.214 --> 03:50:21.796]  Why not just address the root cause of it?
[03:50:21.876 --> 03:50:29.241]  And that's going to be changing up your diet, eating organic foods, drinking nothing but pure, clean water for at least three months.
[03:50:29.281 --> 03:50:39.268]  I mean, I don't know what you're drinking, if you're a coffee drinker, energy drink drinker, anything else, but one of the best ways to eliminate inflammation in the body is just do nothing but drink pure, clean water.
[03:50:39.288 --> 03:50:46.893]  And I usually add organic apple cider vinegar, by the way, that also helps work to reduce the inflammation.
[03:50:47.273 --> 03:50:47.474]  But,
[03:50:48.334 --> 03:50:48.615]  Gut!
[03:50:48.795 --> 03:50:54.723]  Get your gut clean and healthy, get your liver cleaned and healthy, and start that process of detoxification.
[03:50:54.983 --> 03:50:55.504]  Absolutely.
[03:50:55.524 --> 03:51:01.372]  We'll be back with some more and some more news from multiple different sources on some truly interesting topics.
[03:51:01.732 --> 03:51:04.376]  Right back, this is the Alex Jones Show, Anthony Gucciardi and Dr. Group.
[03:51:04.416 --> 03:51:04.797]  Stay with us.
[03:51:06.665 --> 03:51:15.696]  Alex Jones here to tell you about how you can help spread liberty worldwide, also enjoying what I have found to be the best tasting 100% organic coffee on the planet.
[03:51:15.776 --> 03:51:23.845]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[03:51:24.165 --> 03:51:28.847]  We have now managed to secure the sought-after beans in a highly customized blend.
[03:51:29.027 --> 03:51:35.749]  Discover and try a bag of the Patriot Blend 100% Organic Coffee at InfoWarsLife.com.
[03:51:35.829 --> 03:51:42.892]  This coffee gives you a long, smooth pick-me-up for hours without the headaches and heartburn that so many other coffees give me personally.
[03:51:42.992 --> 03:51:49.854]  Hands down, this is my favorite coffee, and it's taken us years to secure connections directly to the Chiapas Mexican farmers.
