[00:00:03.959 --> 00:00:06.262]  Wednesday, April 20th, 2016.
[03:46:01.499 --> 03:46:04.460]  And that's Hillary Clinton, folks.
[03:46:04.460 --> 03:46:10.462]  Because as Donald Trump is running them out of the Republican Party, they say, sure, many rich people hate Obamacare.
[03:46:11.186 --> 03:46:14.609]  But how big a deal is it compared to the other things that they want?
[03:46:14.609 --> 03:46:18.173]  Because, you know, Obamacare, that was on the Christmas list four years ago.
[03:46:18.173 --> 03:46:25.700]  That's where we had Mitt Romney and Barack Obama, because either one of them were going to give them what the globalist agenda wanted, and that was Obamacare.
[03:46:25.700 --> 03:46:29.504]  They wanted control, central control of our health care.
[03:46:29.504 --> 03:46:33.227]  They say, but now what they want more is more immigration.
[03:46:34.088 --> 03:46:36.650]  Sustained and expanding trade.
[03:46:36.650 --> 03:46:38.772]  Continued defense commitments.
[03:46:38.772 --> 03:46:40.874]  Now let's unpack those, okay?
[03:46:40.874 --> 03:46:41.594]  More immigration.
[03:46:41.594 --> 03:46:43.336]  They want open borders, folks.
[03:46:43.336 --> 03:46:44.677]  Sustained and expanding trade.
[03:46:44.677 --> 03:46:48.700]  They want foreign control of our economy.
[03:46:48.700 --> 03:46:50.362]  We're not talking about free trade.
[03:46:50.362 --> 03:46:52.264]  Free trade is very easy to do.
[03:46:52.264 --> 03:46:54.045]  You don't need thousands of pages.
[03:46:54.045 --> 03:46:57.608]  You don't need an organization that operates offshore, okay?
[03:46:58.869 --> 03:47:00.231]  Defense commitments?
[03:47:00.231 --> 03:47:04.097]  Okay, these are triggers that are set up to keep us in perpetual war.
[03:47:04.097 --> 03:47:13.091]  They say the more that Trumpism scares more people that Trumpism scares away from the Republican Party, the broader and more powerful the liberal left coalition will be.
[03:47:13.091 --> 03:47:14.333]  Well, will it?
[03:47:14.773 --> 03:47:15.413]  No.
[03:47:15.413 --> 03:47:18.934]  Nobody offers their support without expecting something in return.
[03:47:18.934 --> 03:47:25.796]  So as they move to the Democrat Party, you see Chuck Schumer waffling on the carried interest tax loophole.
[03:47:25.796 --> 03:47:29.637]  You see Hillary Clinton going along with the H-1B visas.
[03:47:29.637 --> 03:47:36.879]  You see Maria Cantwell rallying support for the Export-Import Bank, and that's because they're giving them what they want.
[03:47:37.399 --> 03:47:44.642]  And as we look forward to what's happening in Indiana, where Ted Cruz is already getting his loyalists lined up, regardless of what people do there.
[03:47:44.642 --> 03:47:46.802]  But it's something, still, the vote will still matter.
[03:47:46.802 --> 03:47:56.746]  You know, they're going to shave things at the ballot boxes, they're going to flip delegates, but you can show up in large enough numbers that you can still push this thing over the top.
[03:47:56.746 --> 03:47:59.487]  I think it's very telling that a couple of months ago,
[03:48:00.458 --> 03:48:09.663]  Donald Trump was the only candidate talking about the fact that Carrier was shutting down their manufacturing plant in Indianapolis and sending 1,400 workers jobs down to Mexico.
[03:48:09.663 --> 03:48:13.565]  And interestingly enough, as the campaigns start to move into Indiana, guess what's going to happen?
[03:48:13.565 --> 03:48:21.228]  Donald Trump is expected to meet with the employees of Carrier, which recently announced its plans to close its facility and move it to Mexico.
[03:48:21.228 --> 03:48:23.089]  What is Ted Cruz going to do?
[03:48:23.089 --> 03:48:25.831]  He's going to go to the Indiana GOP spring dinner.
[03:48:27.076 --> 03:48:31.621]  He is going to meet with Indiana's GOP elite.
[03:48:31.621 --> 03:48:43.676]  You know, because as I pointed out once before when we talked about what he was doing when everybody was marching for open carry at the Alamo, you had Ted Cruz playing Mrs. Nesbitt with the Tea Party ladies, okay, across the street at the Hyatt.
[03:48:44.278 --> 03:48:50.942]  Didn't bother to wave out of the window, didn't show up to speak, didn't stand with those people who are standing for their constitutional Second Amendment rights.
[03:48:50.942 --> 03:48:57.385]  No, he is always seeking influence and money from the GOP establishment.
[03:48:57.385 --> 03:49:02.028]  Oiling his way across the floor, shaking hands with the elite.
[03:49:02.028 --> 03:49:05.450]  That is Rafael Cruz Jr.
[03:49:05.450 --> 03:49:09.532]  Now, let's get to the news about our money.
[03:49:09.532 --> 03:49:12.114]  We've got one more segment and a little bit more time in this segment.
[03:49:12.895 --> 03:49:17.901]  Ben Carson defends Andrew Jackson and calls for another way to honor Harriet Tubman.
[03:49:17.901 --> 03:49:23.207]  He's criticized the decision to replace former President Andrew Jackson with Harriet Tubman on the $20 bill.
[03:49:23.207 --> 03:49:24.929]  He says Jackson was a tremendous president.
[03:49:24.929 --> 03:49:28.954]  Well, I personally would not go that far to say that Jackson was a tremendous president.
[03:49:28.954 --> 03:49:30.215]  He did a lot of really good things.
[03:49:30.215 --> 03:49:31.156]  I'm going to talk about that.
[03:49:31.917 --> 03:49:44.505]  Key to what he did right was his fight with the Federal Reserve and his fight with the Supreme Court that involved those issues and what he said about Supreme Court decisions, about the division of power and so forth and so on.
[03:49:44.505 --> 03:49:48.788]  But he did have his faults and we should not gloss over the faults of anybody.
[03:49:48.788 --> 03:49:50.689]  We shouldn't be doing hagiographies of people.
[03:49:50.689 --> 03:49:52.430]  When they did something wrong, we ought to call them on it.
[03:49:52.430 --> 03:49:54.091]  And what he did to the Cherokee Nation
[03:49:54.798 --> 03:49:56.519]  was horrendous, okay?
[03:49:56.519 --> 03:50:05.343]  We don't need to make any excuses for Andrew Jackson and the Cherokee Nation, just like we don't need to make any excuses for the founders when it comes to slavery.
[03:50:05.343 --> 03:50:14.267]  We can say that it was wrong and we can, you know, spit out the bones and eat the chicken is what we need to do and that's what we have to do in the real world because nobody is perfect.
[03:50:14.267 --> 03:50:15.068]  But I want to take a look
[03:50:15.888 --> 03:50:22.693]  At the war, the bank war, as it's called in history, that Andrew Jackson had, what was behind that?
[03:50:22.693 --> 03:50:25.495]  But let's first look at who's on these dollar bills and why.
[03:50:25.495 --> 03:50:32.159]  If you think about it, what are they telling us with the people that they put on our money, this private corporation, the Federal Reserve?
[03:50:32.159 --> 03:50:34.041]  Well, we've got currency figureheads.
[03:50:34.041 --> 03:50:39.905]  These are people who are significant federal government figures, mostly from the Revolutionary War, the Civil War.
[03:50:39.905 --> 03:50:42.747]  They also, many of them, have some bank connections.
[03:50:43.447 --> 03:50:52.720]  When we come back, we're going to talk about that, and we're going to talk about Andrew Jackson's war against the Central Bank, and what it tells us today.
[03:50:52.720 --> 03:50:53.301]  We'll be right back.
[03:51:00.408 --> 03:51:10.875]  Extend your life with ExtendoVite, a 7-herb combination made from garlic, cayenne, bilberry, hawthorn, ginkgo biloba, valerian, and milk thistle.
[03:51:10.875 --> 03:51:24.984]  Each herb was chosen for their abilities to help improve irregular heartbeats, chest pain, lower cholesterol, as well as normalize blood pressure and clean and strengthen arteries, plus much, much more.
[03:51:25.925 --> 03:51:33.809]  Doctors have taken people off of some or all of their pills just because they believe their patients got better while taking ExtendoVite.
[03:51:33.809 --> 03:51:36.191]  Get the dependability of ExtendoVite.
[03:51:36.191 --> 03:51:38.752]  Just see how you feel in six months.
[03:51:38.752 --> 03:51:42.114]  A two-month supply of either capsules or liquid is only $69.95 plus shipping and handling.
[03:51:42.114 --> 03:51:42.454]  Call 1-877-928-8822.
[03:51:42.454 --> 03:51:44.335]  That's 1-877-928-8822 or visit heartdrop.com.
[03:52:00.226 --> 03:52:08.490]  Please listen carefully because I'm about to point out three things that will save you a lot of money while you get high quality products and fund the info war.
[03:52:08.490 --> 03:52:09.711]  A 360 win.
[03:52:09.711 --> 03:52:16.275]  Number one, when you choose AutoShip before checkout, we give you 10% off on your order at InfoWareStore.com.
[03:52:16.275 --> 03:52:23.819]  Number two, you're also able to get items that are out of stock when you sign up for AutoShip because we hold back a surplus for AutoShip customers.
[03:52:24.199 --> 03:52:29.284]  Number three, we're giving you free shipping on all orders above $50.
[03:52:29.284 --> 03:52:35.389]  Listeners have been requesting this for years because it's so easy to forget to reorder the products that you need each month.
[03:52:35.389 --> 03:52:43.176]  Just go to InfoWarsTore.com, select your favorite product or products, click on auto ship, and choose how often you want us to send you another order.
[03:52:43.176 --> 03:52:50.382]  As you know, I coined the term 360 win, and with the new auto ship feature at InfoWarsLife.com, this is a sure win.
[03:52:50.382 --> 03:52:51.203]  10% off on auto ship.
[03:52:51.343 --> 03:52:53.784]  Win-win-win at Infowarslife.com.
[03:52:53.784 --> 03:52:55.764]  Free shipping on orders above $50.
[03:52:55.764 --> 03:53:00.126]  And all out-of-stock items are never out-of-stock when you sign up for AutoShip.
[03:53:00.126 --> 03:53:02.187]  Hello, I'm Michael Reagan.
[03:53:02.187 --> 03:53:06.148]  My father, President Ronald Reagan, believes so strongly in gold
[03:53:06.488 --> 03:53:15.095]  They changed gold ownership forever by bringing back physical gold to the American public, allowing gold coins to be minted and sold to U.S.
[03:53:15.095 --> 03:53:18.798]  citizens just like you, starting in 1985.
[03:53:18.798 --> 03:53:25.744]  Gold ownership can help protect your financial future, especially when our national debt is spiraling out of control.
[03:53:25.744 --> 03:53:33.170]  Many smart Americans have kept their retirements from being wiped out during America's financial crisis thanks to physical gold coins.
[03:53:33.730 --> 03:53:36.392]  I strongly urge you to call the U.S.
[03:53:36.392 --> 03:53:43.057]  Money Reserve at 1-866-944-GOLD or go online to usmoneyreserve.com.
[03:53:43.057 --> 03:53:48.821]  As for a special gold guide with new, never-before-released information about gold from the U.S.
[03:53:48.821 --> 03:53:57.267]  Money Reserve, call 1-866-944-GOLD or go online to usmoneyreserve.com.
[03:53:57.267 --> 03:53:58.448]  I'm Michael Reagan.
[03:53:58.448 --> 03:53:58.788]  Thank you.
[03:54:07.560 --> 03:54:08.761]  Welcome back to the Alex Jones Show.
[03:54:08.761 --> 03:54:13.206]  We're going to take a look at the people on our money here, because they're about to change one of them.
[03:54:13.206 --> 03:54:22.075]  Before we do, real quickly, I want to let you know that we've extended for one final day the additional 25% off the sale price of Brain Force at InfoWarsLife.com.
[03:54:22.075 --> 03:54:23.337]  It is now 45% off retail price.
[03:54:23.337 --> 03:54:24.878]  That is Brain Force at 45% off retail.
[03:54:28.602 --> 03:54:35.412]  This is the final day of this sale, and that is something you should definitely take advantage of at InfoWarsLife.com.
[03:54:35.412 --> 03:54:40.299]  Go online, look at the hundreds of five-star reviews about BrainForce, see for yourself.
[03:54:40.299 --> 03:54:42.822]  I've talked many times about how much it helps me.
[03:54:43.703 --> 03:55:01.717]  Now as we look at the move that was announced today to remove Andrew Jackson off the $20 bill to put Harriet Tubman on, it's kind of interesting because when we look at the figureheads that they've put on our money, most of these people have strong ties to the federal government, to the central bank fights that we've had over the centuries.
[03:55:01.717 --> 03:55:07.942]  Most of them were usually Revolutionary War, Civil War figures, presidents, that sort of thing.
[03:55:07.942 --> 03:55:11.085]  And when we look at Harriet Tubman, she was known for running the Underground Railroad.
[03:55:12.233 --> 03:55:23.543]  Now the only thing I can think of is that maybe it's because we're being railroaded by an underground government that is putting us into slavery, not away from slavery.
[03:55:23.543 --> 03:55:27.807]  So maybe it is a fitting person to put on there for the 21st century.
[03:55:27.807 --> 03:55:33.272]  But let's look at some of the people that are on there, perhaps why they were chosen by the private Federal Reserve.
[03:55:34.153 --> 03:55:35.474]  The $1 bill.
[03:55:35.474 --> 03:55:44.642]  We have Washington, of course, the first president, the commander-in-chief of the Army, then the first president of the nation, and of course we spoke to him last night on InfoWars.com.
