[00:00:07.785 --> 00:00:10.406]  Ladies and gentlemen, wow!
[03:27:24.367 --> 03:27:27.788]  But going back to what we have, of course we've extended the Christmas Super Sale.
[03:27:27.788 --> 03:27:30.810]  We've extended it through January the 1st.
[03:27:30.810 --> 03:27:34.692]  Just like many people continue their Christmas tradition until January the 1st, the New Year.
[03:27:34.692 --> 03:27:38.394]  We're extending our 2016 Christmas Super Sale throughout this week.
[03:27:38.394 --> 03:27:42.916]  And everything at InfoWire's Life Store is available for free shipping.
[03:27:43.436 --> 03:27:44.737]  That is a huge savings.
[03:27:44.737 --> 03:27:49.062]  And, of course, we've had discounts of 25 to 50 percent across the board.
[03:27:49.062 --> 03:27:51.724]  We've had a lot of products that have sold out.
[03:27:51.724 --> 03:27:57.570]  But you can still find a lot of these, like Supermail at 30 percent off, Rainforce at 33 percent off, Secret 12.
[03:27:57.570 --> 03:27:58.912]  All these are discounted heavily.
[03:27:59.929 --> 03:28:01.950]  In addition to free shipping.
[03:28:01.950 --> 03:28:03.851]  And so, take a look at what we have.
[03:28:03.851 --> 03:28:11.215]  We've already sold out of colloidal silver and fluoride-free toothpaste, DNA Force, Child Ease, Biome Defense, 50 probiotic.
[03:28:11.215 --> 03:28:16.618]  We still have a lot of items that are available at discounts of 25 to 50 percent off.
[03:28:16.618 --> 03:28:21.580]  And again, everything is free shipping through January the 1st.
[03:28:21.580 --> 03:28:23.942]  Now, in the short period of time that we've got left in this break,
[03:28:24.773 --> 03:28:29.857]  And we're going to talk about this more in the next segment with Owen and Ashley.
[03:28:29.857 --> 03:28:37.022]  But let's not forget that it was five, six years ago that everybody was talking about Cass Sunstein.
[03:28:37.022 --> 03:28:39.464]  And remember what we were saying about Cass Sunstein?
[03:28:39.464 --> 03:28:44.127]  This was the regulations czar in the Obama administration.
[03:28:44.127 --> 03:28:46.289]  And he was pushing this idea of nudging
[03:28:47.003 --> 03:28:57.008]  He wrote a book called Nudge, Why We Nudge, saying, hey, we can manipulate people's opinions and do it in a way that is good for them and good for society.
[03:28:57.008 --> 03:29:00.010]  That is precisely now what we see at Facebook.
[03:29:00.010 --> 03:29:04.712]  It is Cass Sunstein's page, you know, Why We Nudge, our nudge-in-chief.
[03:29:04.712 --> 03:29:05.653]  There you go, right there.
[03:29:05.653 --> 03:29:08.054]  New York Times and these others.
[03:29:08.054 --> 03:29:08.935]  Why We Nudge.
[03:29:08.935 --> 03:29:14.858]  And remember that he also wrote another book called Conspiracy Theories and Other Dangerous Ideas.
[03:29:15.578 --> 03:29:36.794]  They say that Cass Sunstein, and this is going back to 2014, he said, this is the Atlantic, saying that he had collected 11 of his most controversial articles on subjects as diverse as conspiracy theories, climate change, same-sex marriage, animal rights, new progressivism, and one volume, conspiracy theories and other dangerous ideas.
[03:29:36.794 --> 03:29:43.699]  He favors soft government interventions like warnings and default rules over outright bans on dangerous behavior.
[03:29:44.019 --> 03:29:48.187]  See, rather than having the overt censorship, they're gonna come at you with a nudge.
[03:29:48.187 --> 03:29:49.248]  It's gonna be a pretty hard nudge.
[03:29:49.248 --> 03:29:50.571]  Stay with us, we'll be right back.
[03:29:50.571 --> 03:29:51.953]  We're on the march.
[03:29:51.953 --> 03:29:54.498]  The empire's on the run.
[03:29:54.498 --> 03:29:57.182]  Alex Jones and the GCN Radio Network.
[03:30:01.425 --> 03:30:07.872]  Well, you've heard of the famous shopping day, Black Friday, but now in America, a new shopping adventure has emerged.
[03:30:07.872 --> 03:30:10.315]  Bloody Monday!
[03:30:10.315 --> 03:30:16.982]  Zombie Nation cascaded into dozens of malls across America the day after Christmas, willing to shed blood for that holiday gift.
[03:30:17.162 --> 03:30:18.523]  No wait, Christmas is over.
[03:30:18.523 --> 03:30:22.605]  That's special purchase, or theft, to finish their 2016 strong.
[03:30:22.605 --> 03:30:27.607]  Fights, evacuations, SWAT teams, gunshots, arrests, and all the deals, deals, deals, deals.
[03:30:27.607 --> 03:30:31.068]  Problem was, many of the malls were evacuated or even shut down.
[03:30:31.068 --> 03:30:39.732]  Police are saying there were no major injuries, no weapons found, dozens of arrests made, and they believe the gunshot sound was a firework set as a diversion from the theft that was happening.
[03:30:39.732 --> 03:30:43.154]  You can witness the chaos for yourself as videos are circulating the internet.
[03:30:43.294 --> 03:30:45.056]  So the Inaugural Bloody Monday.
[03:30:45.056 --> 03:30:48.198]  All this chaos organically broke out just a day after Christmas.
[03:30:48.198 --> 03:30:50.140]  What does that say about the state of the nation?
[03:30:50.140 --> 03:30:51.421]  Are people that crazy?
[03:30:51.421 --> 03:30:52.742]  Are people that desperate?
[03:30:52.742 --> 03:30:58.547]  Unfortunately for CNN, they cut their final edit of Obama's legacy before the Inaugural Bloody Monday.
[03:30:58.547 --> 03:31:00.749]  This is Owen Troyer for InfoWars.com
[03:31:01.169 --> 03:31:07.692]  We're selling a product, DNA Force, that is the very best nutraceutical that we can produce.
[03:31:07.692 --> 03:31:10.913]  Dr. Grip, it took years for you to develop DNA Force for us.
[03:31:10.913 --> 03:31:16.495]  It's been something that I've been working on for a long time, Alex, because I think it's very, very important.
[03:31:16.495 --> 03:31:22.618]  What the aging process is, is when the cell replicates, we lose a little bit of our telomeres.
[03:31:22.618 --> 03:31:25.899]  Telomeres are the little cups on the end of our chromosomes.
[03:31:25.899 --> 03:31:27.340]  And when it runs out, you start dying.
[03:31:27.560 --> 03:31:31.862]  We chose the PQQ because it has over 175 different clinical trials.
[03:31:31.862 --> 03:31:34.823]  It's one of the most effective substances in the world.
[03:31:34.823 --> 03:31:36.484]  It works like an antioxidant.
[03:31:36.484 --> 03:31:39.905]  It works to repair nerve growth factor.
[03:31:39.905 --> 03:31:42.506]  So this is a formula to deliver the maximum amount.
[03:31:42.506 --> 03:31:43.567]  It's in powder form.
[03:31:43.567 --> 03:31:46.448]  We have so many five-star reviews.
[03:31:46.448 --> 03:31:47.168]  I take this.
[03:31:47.168 --> 03:31:48.989]  This is the product that I take.
[03:31:48.989 --> 03:31:50.950]  Infowarslife.com and the profit we make.
[03:31:51.770 --> 03:31:52.572]  We fight the Globals.
[03:31:52.572 --> 03:31:53.734]  We fight the New World Order.
[03:31:53.734 --> 03:31:57.901]  Secure your DNA Force today at Infowarslive.com or call toll free 888-253-3139.
[03:32:01.374 --> 03:32:03.677]  Electrify your day with Secret 12.
[03:32:03.677 --> 03:32:05.258]  It's like lightning in a bottle.
[03:32:05.258 --> 03:32:09.142]  We all have days in which we just can't seem to perform at the level we'd like to.
[03:32:09.142 --> 03:32:17.111]  InfoWars Live Secret 12 is designed to naturally energize your body and mind with two great tasting and super high quality forms of vitamin B12.
[03:32:17.111 --> 03:32:21.896]  Proper vitamin and nutrient intake is essential to keep your body functioning at optimum levels.
[03:32:22.056 --> 03:32:27.880]  The reality is, it's hard to take in the proper amount of vitamins we need each day with our modern diets.
[03:32:27.880 --> 03:32:35.644]  Secret 12 by Infowars Life is an easy way to naturally upgrade your vitamin B12 intake and support your body's natural systems.
[03:32:35.644 --> 03:32:40.067]  It pairs two forms of vitamin B12 into one explosive formula.
[03:32:40.367 --> 03:32:46.232]  Vitamin B12 supports healthy energy levels through red blood cell formation and aiding in the body's natural processes.
[03:32:46.232 --> 03:32:49.395]  But it also assists with many other functions of the body.
[03:32:49.395 --> 03:32:52.938]  Electrify your mind and body and take your health to the next level.
[03:32:52.938 --> 03:32:56.842]  Experience the power of Secret 12 at InfoWarsLife.com.
[03:32:56.842 --> 03:32:58.463]  That's InfoWarsLife.com.
[03:33:13.484 --> 03:33:19.028]  Before America can be great again, she must be free again.
[03:33:19.028 --> 03:33:21.730]  You're listening to the Alex Jones Show!
[03:33:25.393 --> 03:33:26.714]  Welcome back to the Alex Jones Show.
[03:33:26.714 --> 03:33:30.015]  I'm David Knight and joining me now are Owen Schroeder and Ashley Beckford.
[03:33:30.015 --> 03:33:34.317]  And as you just heard, to make America great again, we have to make America free again.
[03:33:34.317 --> 03:33:40.139]  They're continually telling us that we can become safer if we give up our freedom.
[03:33:40.139 --> 03:33:41.359]  And that is never going to happen.
[03:33:41.359 --> 03:33:46.501]  As I've said many times, to the extent that you give up your freedom, you become a slave to that degree.
[03:33:46.501 --> 03:33:48.562]  Slaves are never safe.
[03:33:48.562 --> 03:33:49.883]  Slaves are never secure.
[03:33:50.762 --> 03:33:54.685]  What they're doing is they're creating a prison around us bit by bit.
[03:33:54.685 --> 03:33:59.028]  And today I want to focus a little bit on this move against freedom of speech.
[03:33:59.028 --> 03:34:02.971]  And this is something that is being portrayed as a reaction to the election of Donald Trump.
[03:34:02.971 --> 03:34:08.314]  And I just talked to you about how this goes back to the early summer, goes back to March.
[03:34:08.314 --> 03:34:12.978]  It was a move to control the, to counter the information war, they said.
[03:34:12.978 --> 03:34:16.020]  Then they changed it to to counter foreign influence.
[03:34:16.020 --> 03:34:17.721]  And they did that in the summer.
[03:34:17.721 --> 03:34:20.363]  And all of this was before all the stuff started about Russia.
[03:34:21.457 --> 03:34:23.443]  All of that phoniness.
[03:34:23.443 --> 03:34:28.136]  You know, when we talk about hacks, understand that we got a couple of different definitions of hacks.
[03:34:28.831 --> 03:34:33.854]  They're talking about it as a verb, as in breaking into a computer.
[03:34:33.854 --> 03:34:35.535]  Remember the older version of hack?
[03:34:35.535 --> 03:34:41.139]  The noun that was a writer or a journalist that was producing dull, unoriginal work?
[03:34:41.139 --> 03:34:43.421]  Like, you know, Hillary Clinton writing your news articles?
[03:34:43.421 --> 03:34:44.261]  That type of hack?
[03:34:44.261 --> 03:34:44.822]  Well, you know what?
[03:34:44.822 --> 03:34:52.307]  What it exposed was that Hillary Clinton and the people who headed the DNC, the people at the New York Times, the people at the Washington Post, they were the hacks.
[03:34:53.390 --> 03:35:00.716]  The truth about the election that was exposed, whoever released that information, the truth was that she lost that election because of hacks.
[03:35:00.716 --> 03:35:05.840]  Because they were hacks, not because necessarily of an action of somebody to break in.
[03:35:05.840 --> 03:35:13.266]  But joining me now is Owen and Ashley, and you know when we look at this, this is something that people need to understand how long this has been unfolding.
[03:35:13.266 --> 03:35:15.047]  As I pointed out, this goes back a hundred years.
[03:35:15.047 --> 03:35:17.930]  There was some right in your face censorship.
[03:35:18.590 --> 03:35:21.732]  To try to get people involved in the First World War.
[03:35:21.732 --> 03:35:24.914]  That was Woodrow Wilson, the original globalist, okay?
[03:35:24.914 --> 03:35:34.781]  And that didn't work as well as the psychological operations that were put in by Edward Bernays, who became a master of propaganda in the advertising business.
[03:35:34.781 --> 03:35:39.244]  He was the inspiration for the German Nazis and their propaganda campaigns.
[03:35:39.244 --> 03:35:45.368]  And then as we look closer, five or six years ago, we see Cass Sunstein talking about how they needed to nudge people.
