[00:00:10.931 --> 00:00:11.532]  Is the U.S.
[03:14:19.441 --> 03:14:21.462]  Yes, it is Michael Moore saying those words.
[03:14:21.762 --> 03:14:23.184]  But again, it illustrates the fact that
[03:14:23.584 --> 03:14:30.227]  You know, that was so supposedly out of character for Michael Moore that people thought that audio was actually fake when it's not.
[03:14:30.787 --> 03:14:43.794]  But one of my friends who is a liberal, he's quite prominent, he's a classical liberal in the sense he's not a leftist, he's not an SJW, but he sent me this comment and it ties in perfectly to the Michael Moore comment.
[03:14:44.454 --> 03:14:44.995]  Which is this.
[03:14:45.635 --> 03:14:59.967]  I'm just astonished, horrified by the way that statements made by Trump regarding globalization and the rigged system are entirely congruent with a quote liberal critique of crony capitalism slash lobbying etc.
[03:15:00.928 --> 03:15:07.717]  I mean, they could come out of the mouths of Noam Chomsky or Bernie Sanders with hardly a word changed.
[03:15:08.098 --> 03:15:15.227]  And yet, simply because they're coming out of Trump's orange mouth, these statements are either roundly ignored or misrepresented.
[03:15:15.707 --> 03:15:18.351]  So again, it goes back to what Michael Moore was saying in that clip.
[03:15:19.312 --> 03:15:35.317]  Trump is hated by Wall Street, he's hated by corporate America, he's hated by the political establishment, and he represents members of the middle class in America who have been completely screwed over, who have lost their livelihoods, thanks to big business and thanks to big government.
[03:15:35.597 --> 03:15:40.139]  The very interest that Michael Moore built his career on supposedly opposing.
[03:15:40.859 --> 03:15:47.841]  So when you see him come out with statements like that, obviously that wasn't in the full context, but, you know, word for word, that's what he said.
[03:15:47.901 --> 03:15:49.261]  It's not a fake audio tape.
[03:15:49.921 --> 03:15:51.022]  It's very interesting.
[03:15:51.442 --> 03:15:53.742]  And by the way, we are showing the video since you mentioned it.
[03:15:53.782 --> 03:15:57.183]  The video did later come out, somebody in the audience first recorded it and got it out.
[03:15:57.243 --> 03:16:02.005]  And the fact that they denied it when clearly he was at the event, clearly he said it was even in newspapers.
[03:16:02.605 --> 03:16:07.186]  They're so in denial because when he finally tells the truth, it doesn't fit into the larger narrative.
[03:16:08.424 --> 03:16:13.685]  Well, I changed the Infowars article, so now you can actually see the video of him saying it in that article.
[03:16:14.085 --> 03:16:18.826]  But again, he knows that Trump supporters, as he said, they're not just racist rednecks.
[03:16:18.886 --> 03:16:29.728]  They're voting for Trump because he got up in front of the Ford executives and said, if you try and sell those cars back to America from Mexico, I'm going to slap a 35% tariff on you.
[03:16:30.068 --> 03:16:36.389]  He's not going to settle for that crony capitalism that, again, Michael Moore built his career on opposing.
[03:16:36.869 --> 03:16:38.010]  So again, he gets it.
[03:16:38.070 --> 03:16:42.251]  A lot of these Hillary supporters in the media, these elitists, don't get it.
[03:16:42.311 --> 03:16:49.595]  They still think that Trump's entire support base is formulated around racist rhetoric.
[03:16:50.635 --> 03:16:52.296]  This is what Henry Ford pioneered.
[03:16:52.616 --> 03:16:54.797]  You've got to make enough money to be able to buy the product.
[03:16:55.257 --> 03:17:01.540]  Globalism is this thing where they make us impoverished by not ever having an economy to be able to buy the product in the end.
[03:17:01.960 --> 03:17:04.601]  And now we're getting towards the end game when everybody's going broke.
[03:17:04.662 --> 03:17:05.362]  This is not good.
[03:17:07.318 --> 03:17:10.119]  No, and that's whose interest Trump represents.
[03:17:10.540 --> 03:17:23.486]  It's not just people lashing out because they're racist, but the elite's obsession with that, their misrepresentation, their misconception that that is what drives Trump voters, is what could possibly cost them this election.
[03:17:23.526 --> 03:17:24.747]  We saw it with Brexit.
[03:17:25.267 --> 03:17:27.968]  Again, they were overconfident right before the vote.
[03:17:28.288 --> 03:17:31.310]  They thought, oh, only provincial racists are going to support Brexit.
[03:17:31.630 --> 03:17:37.991]  Well no, it was 17 million people, the biggest vote in a UK election ever, and they lost.
[03:17:38.231 --> 03:17:44.113]  And they weren't expecting it, because all the polls before said that it was a comfortable victory for the Remainers.
[03:17:44.393 --> 03:17:55.815]  They got slapped in the face, they got shocked, because they couldn't identify who was voting for Brexit and why, because of their ivory tower elitism, and that's what Michael Moore's talking about in that clip.
[03:17:56.783 --> 03:18:00.186]  Plus, Paul, they demonize everybody that stands up for common sense, fairness.
[03:18:00.806 --> 03:18:02.067]  Nationalism is racist.
[03:18:02.528 --> 03:18:05.750]  The average person doesn't want to be called that, so they're very quiet about their views.
[03:18:05.771 --> 03:18:11.335]  And that's what internal pollsters for Trump know, is there's a good 10% of people that are closeted.
[03:18:11.355 --> 03:18:15.999]  I mean, I wear Trump stuff out just as an exercise in front of my kids.
[03:18:16.720 --> 03:18:17.741]  And people mess with us.
[03:18:17.761 --> 03:18:18.841]  They say stuff here in Austin.
[03:18:18.861 --> 03:18:19.562]  They're very nasty.
[03:18:21.724 --> 03:18:23.665]  No, there is that contingent, but again,
[03:18:24.724 --> 03:18:26.285]  This has been way underplayed.
[03:18:26.305 --> 03:18:30.269]  There's something going on behind the scenes which is not quantifiable by these polls.
[03:18:30.309 --> 03:18:43.341]  And yes, it's partly Hillary's campaign admittedly now in the WikiLeaks document saying, we're going to use this as a tactic to try and convince Trump supporters to lose enthusiasm, saying that it's all tied up, it's in the bag, Hillary's won.
[03:18:43.761 --> 03:18:45.323]  And then you drill into the polls.
[03:18:45.403 --> 03:18:47.444]  And it's the same with the debate polls we've seen.
[03:18:47.845 --> 03:18:50.888]  They oversample Democrats every single time.
[03:18:51.548 --> 03:18:55.612]  In some cases by like 26% Republicans to 40 odd percent Democrats.
[03:18:55.692 --> 03:18:58.095]  And there are easier ways but more sophisticated to steal it.
[03:18:58.115 --> 03:19:01.278]  I'm gonna skip this break so you have more time, Paul, but this is just riveting here listening to you talk.
[03:19:02.219 --> 03:19:03.460]  Why are they so arrogant?
[03:19:03.480 --> 03:19:08.284]  They've always been arrogant, but it seems like they're completely mentally ill now, have no idea all the credibility they've lost.
[03:19:09.008 --> 03:19:12.291]  We have a press conference and 30 million people watch.
[03:19:12.891 --> 03:19:14.713]  CNN doesn't have that in a week, brother.
[03:19:15.193 --> 03:19:18.676]  I mean, you originally have videos with 15, 20 million views.
[03:19:18.716 --> 03:19:19.196]  We do too.
[03:19:19.817 --> 03:19:22.959]  I mean, have they figured out yet how pathetic they are?
[03:19:23.320 --> 03:19:24.461]  I think they're figuring it out.
[03:19:24.901 --> 03:19:30.943]  They had a Washington Post article and an Austin American Statesman article last week admitting InfoWars is bigger than quote, any mainstream show.
[03:19:31.203 --> 03:19:32.544]  So they're now admitting that fact.
[03:19:32.964 --> 03:19:34.004]  We're just one part of this.
[03:19:34.064 --> 03:19:35.585]  Drudge, bigger than all of them combined.
[03:19:35.985 --> 03:19:38.606]  Facebook and New York Times combined, but they're still so arrogant.
[03:19:38.966 --> 03:19:43.527]  So there's almost like the Schizophrenia now, where they're still super arrogant, but they realize we're way bigger than them.
[03:19:43.587 --> 03:19:45.248]  So, what comes out of that paradox?
[03:19:47.116 --> 03:19:49.557]  I think some of them are starting to get it, but most aren't.
[03:19:49.597 --> 03:20:00.944]  I mean, I've talked about that Daily Show clip with Trevor Noah freaking out about this conservative Trump supporter getting tens of millions of views on Facebook, but Brian Stelter of CNN came out last night.
[03:20:01.404 --> 03:20:03.945]  You know, he's this big anti-Trump leftist on CNN.
[03:20:05.126 --> 03:20:09.668]  Basically saying, Trump only gets 60,000 views on his Facebook videos.
[03:20:10.029 --> 03:20:13.671]  Now for a start, I went on Trump's Facebook about 30 minutes ago.
[03:20:14.051 --> 03:20:15.472]  Literally every video.
[03:20:15.612 --> 03:20:19.714]  And they upload numerous videos a day.
[03:20:19.894 --> 03:20:21.895]  800,000, 900,000, 1.5 million, 2 million views.
[03:20:22.355 --> 03:20:23.436]  Every single video.
[03:20:23.796 --> 03:20:25.437]  So again, he got that completely wrong.
[03:20:25.477 --> 03:20:30.560]  And then he bragged about having 1.35 million viewers a week on his own show.
[03:20:31.480 --> 03:20:44.145]  James O'Keefe shot back and said, quote, our YouTube videos have 10 million views in the last seven days, 54 million Twitter impressions for James O'Keefe over the last seven days.
[03:20:44.706 --> 03:20:52.649]  I mean, just on my little Twitter account, I'm getting 165 million Twitter impressions every single month.
[03:20:52.729 --> 03:20:57.611]  Paul, Paul, if you count all of our channels and affiliated channels, we have 5 billion views, 1 billion on one channel.
[03:20:57.631 --> 03:20:59.111]  We're trying to take down right now, by the way, folks.
[03:20:59.272 --> 03:20:59.852]  We're under attack.
[03:21:00.672 --> 03:21:05.375]  And if you add it all together, we're getting 4 to 5 million views a day just on our channels, Paul.
[03:21:07.016 --> 03:21:07.796]  No, it's insane.
[03:21:08.076 --> 03:21:12.779]  We've only just started properly uploading videos to Twitter, which is an entirely new avenue.
[03:21:13.099 --> 03:21:15.320]  So you can add on, you know, 200, 300,000 views for every video on that.
[03:21:15.340 --> 03:21:17.501]  The point is, we're absolutely kissing their ass.
[03:21:17.541 --> 03:21:19.762]  And it's not about measuring our Johnsons here.
[03:21:20.102 --> 03:21:22.584]  The point is, they're in decline, we're rising, what do they do?
[03:21:25.171 --> 03:21:27.574]  I think they haven't realised it yet, Alex.
[03:21:27.795 --> 03:21:31.179]  I mean, I get, you know, 300,000 followers on Twitter.
[03:21:31.219 --> 03:21:32.561]  That's the current level of it.
[03:21:32.641 --> 03:21:34.944]  And, you know, 165 million impressions.
[03:21:35.305 --> 03:21:39.811]  I get more impressions than celebrities with 10 million Twitter followers.
[03:21:40.131 --> 03:21:41.212]  Oh, and that's the thing.
[03:21:41.252 --> 03:21:46.357]  They put together these huge Hollywood produced deals with like 30 stars on YouTube with full YouTube push.
[03:21:46.597 --> 03:21:49.200]  It gets 100,000, 90% downvotes.
[03:21:49.480 --> 03:21:51.743]  We do nothing to put out a video that gets a million.
[03:21:52.043 --> 03:21:57.288]  I mean, I'll cut four or five videos in a week and they'll get like two or three million views conservatively, and I'm just shooting it at my house.
[03:21:57.909 --> 03:22:00.812]  And then they have all these stars and everyone is saying, we hate you.
[03:22:02.349 --> 03:22:04.130]  And it's, again, we're not bragging.
[03:22:04.611 --> 03:22:05.591]  I'll give you another example.
[03:22:05.611 --> 03:22:13.557]  You know, one of these Never Trumpers, Louise Mensch, writes an article saying that I'm in control, Infowars is controlling the Putin troll bots.
[03:22:13.937 --> 03:22:16.939]  It gets five comments in 24 hours.
[03:22:16.959 --> 03:22:18.320]  This is on quite a big website.
[03:22:18.680 --> 03:22:20.541]  Five comments in 24 hours.
[03:22:21.462 --> 03:22:27.086]  The article this morning about the vote fraud in Texas, it's probably passed 4,000 comments by now.
[03:22:27.486 --> 03:22:33.210]  It got over five comments in probably ten seconds because our information resonates.
[03:22:33.390 --> 03:22:43.997]  And let's be clear, let's be clear, it's true that Russian TV takes what we say word for word and Japanese TV and all the others and Mainline Talk Radio and Congress because we know what we're talking about.
[03:22:44.318 --> 03:22:45.598]  We broke Benghazi first.
[03:22:45.618 --> 03:22:46.639]  We broke it all first.
[03:22:46.899 --> 03:22:48.721]  It's not that the Russians take their orders.
[03:22:49.041 --> 03:22:50.542]  They know truth when they hear it.
[03:22:50.762 --> 03:22:54.525]  We're kicking your ass up one side and down the other, you little arrogant
[03:22:55.441 --> 03:22:59.023]  Pencil-necked, establishment, fake liberal, fascist dirtbags.
[03:23:00.664 --> 03:23:01.064]  Exactly.
[03:23:01.104 --> 03:23:03.665]  I mean, another part of it is they're very lazy.
[03:23:03.685 --> 03:23:06.287]  I mean, we instantaneously react to news.
[03:23:06.327 --> 03:23:07.687]  We're able to get on top of it right away.
[03:23:07.727 --> 03:23:08.207]  We're completely crazy.
[03:23:08.228 --> 03:23:09.208]  We work 18 hours a day.
[03:23:09.248 --> 03:23:10.229]  I literally foam at the mouth.
[03:23:10.269 --> 03:23:10.849]  Let's just be honest.
[03:23:11.718 --> 03:23:34.711]  Yeah, but I mean, talking about Russia, you've then got comments by the former Prime Minister of Sweden, Carl Bildt, who put out this tweet which he claimed that Russia today got the WikiLeaks before WikiLeaks published them, simply because they tweeted, for example, about Podesta email part 17 before WikiLeaks released it on Twitter or tweeted about it on Twitter.
