[00:00:00.029 --> 00:00:00.090]  You
[03:32:31.071 --> 03:32:35.274]  Secure your DNA force today at InfoWarsLife.com or call toll free 888-253-3139.
[03:32:39.261 --> 03:32:40.021]  Shower Filters.
[03:32:40.181 --> 03:32:41.782]  We're introducing the best yet.
[03:32:41.902 --> 03:32:45.824]  The brand new ProPure ProMax High Performance Shower Filter.
[03:32:45.964 --> 03:32:50.586]  It removes and reduces over 200 contaminants while preserving a strong, powerful flow.
[03:32:50.786 --> 03:32:57.708]  This new 4-stage filtration process helps protect the largest organ in your body, your skin, from the unhealthy contaminants in the water.
[03:32:57.869 --> 03:33:04.831]  You can find more details on this amazing new filter and free shipping at InfowarsStore.com or call 888-253-3139 to order your ProMax Shower Filter from ProPure today.
[03:33:22.862 --> 03:33:30.405]  The world is a dangerous place, not because of evil, but because of those who look on and do nothing.
[03:33:31.345 --> 03:33:35.247]  If you are receiving this transmission, you are the resistance.
[03:33:35.707 --> 03:33:39.528]  We now take you live to the Central Texas Command Center.
[03:33:39.888 --> 03:33:41.469]  It's Alex Jones.
[03:33:45.603 --> 03:33:46.563]  Alright, welcome back.
[03:33:46.783 --> 03:33:47.664]  It's the fourth hour.
[03:33:47.684 --> 03:33:49.204]  This is the Alex Jones Show.
[03:33:49.324 --> 03:33:50.464]  I'm Anthony Gucciardi.
[03:33:50.544 --> 03:33:53.705]  Always happy to be invited to host the fourth hour overdrive.
[03:33:54.386 --> 03:33:58.267]  And we've got so many video clips here, I don't think we're going to have time to get to calls.
[03:33:58.467 --> 03:34:02.668]  You can, if you look right there, my Twitter address, at ASGucciardi.
[03:34:02.688 --> 03:34:05.929]  You can send in your questions and I'll try to get to them and your thoughts on this.
[03:34:06.429 --> 03:34:07.950]  So, a little background.
[03:34:08.110 --> 03:34:09.110]  Romney comes out
[03:34:10.029 --> 03:34:19.154]  I don't know, quite some time ago, and talks about how great Trump is, he's in Las Vegas with him, and says he's a great business success, speaks very, very highly of him.
[03:34:19.954 --> 03:34:25.737]  Now, Romney is coming out saying the exact opposite, and there's a lot of craziness going on.
[03:34:25.777 --> 03:34:31.080]  Let's go ahead and jump into these video clips, starting with Romney saying that Trump is now not a huge business success.
[03:34:32.621 --> 03:34:38.864]  If we make improvident choices, the bright horizon I've described will not materialize.
[03:34:39.957 --> 03:34:41.078]  And let me put it very plainly.
[03:34:41.999 --> 03:34:49.865]  If we Republicans choose Donald Trump as our nominee, the prospects for a safe and prosperous future are greatly diminished.
[03:34:50.345 --> 03:34:56.270]  If Donald Trump's plans were ever implemented, the country would sink into prolonged recession.
[03:34:57.625 --> 03:34:58.285]  A few examples.
[03:34:59.026 --> 03:35:04.490]  His proposed 35% tariff-like penalties would instigate a trade war.
[03:35:05.370 --> 03:35:13.556]  And that would raise prices for consumers, kill our export jobs, and lead entrepreneurs and businesses of all stripes to flee America.
[03:35:14.736 --> 03:35:25.704]  His tax plan, in combination with his refusal to reform entitlements and to honestly address spending, would balloon the deficit and the national debt.
[03:35:26.946 --> 03:35:37.630]  So even though Donald Trump has offered very few specific economic plans, what little he has said is enough to know that he would be very bad for American workers and for American families.
[03:35:38.390 --> 03:35:39.390]  But you say, wait, wait, wait.
[03:35:40.451 --> 03:35:42.111]  Isn't he a huge business success?
[03:35:42.752 --> 03:35:43.992]  Doesn't he know what he's talking about?
[03:35:45.172 --> 03:35:45.853]  No, he isn't.
[03:35:46.713 --> 03:35:47.353]  And no, he doesn't.
[03:35:57.062 --> 03:36:03.527]  Look, his bankruptcies have crushed small businesses and the men and women who work for them.
[03:36:04.188 --> 03:36:06.369]  He inherited his business, he didn't create it.
[03:36:07.150 --> 03:36:08.971]  And whatever happened to Trump Airlines?
[03:36:09.812 --> 03:36:11.133]  How about Trump University?
[03:36:11.774 --> 03:36:17.558]  And then there's Trump Magazine, and Trump Vodka, and Trump Steaks, and Trump Mortgage.
[03:36:18.739 --> 03:36:20.741]  A business genius he is not.
[03:36:22.401 --> 03:36:23.082]  Well, there you go.
[03:36:23.102 --> 03:36:23.862]  That's Mitt Romney.
[03:36:24.543 --> 03:36:25.744]  He is quite well spoken.
[03:36:26.404 --> 03:36:27.705]  Interesting on his delivery.
[03:36:27.745 --> 03:36:29.647]  He obviously has quite an agenda there.
[03:36:29.987 --> 03:36:31.528]  Romney, let's play this one next.
[03:36:31.689 --> 03:36:33.790]  Trump is playing Americans for suckers.
[03:36:35.472 --> 03:36:39.315]  Mr. Trump is directing our anger for less than noble purposes.
[03:36:40.396 --> 03:36:43.738]  He creates scapegoats of Muslims and Mexican immigrants.
[03:36:44.499 --> 03:36:46.040]  He calls for the use of torture.
[03:36:47.181 --> 03:36:51.485]  He calls for killing the innocent children and family members of terrorists.
[03:36:52.557 --> 03:36:54.678]  He cheers assaults on protesters.
[03:36:55.719 --> 03:37:00.923]  He applauds the prospect of twisting the Constitution to limit First Amendment freedom of the press.
[03:37:02.164 --> 03:37:07.407]  This is the very brand of anger that has led other nations into the abyss.
[03:37:09.028 --> 03:37:09.689]  Here's what I know.
[03:37:11.090 --> 03:37:12.971]  Donald Trump is a phony, a fraud.
[03:37:13.771 --> 03:37:17.194]  His promises are as worthless as a degree from Trump University.
[03:37:31.496 --> 03:37:33.938]  He's playing the members of the American public for suckers.
[03:37:34.338 --> 03:37:37.621]  He gets a free ride to the White House, and all we get is a lousy hat.
[03:37:40.443 --> 03:37:43.105]  His domestic policies would lead to recession.
[03:37:44.186 --> 03:37:46.968]  His foreign policies would make America and the world less safe.
[03:37:48.049 --> 03:37:50.551]  He has neither the temperament nor the judgment to be president.
[03:37:51.372 --> 03:37:57.297]  And his personal qualities would mean that America would cease to be a shining city on a hill.
[03:37:58.880 --> 03:38:01.543]  I'm convinced America has greatness ahead.
[03:38:02.463 --> 03:38:04.365]  And this is a time for choosing.
[03:38:05.046 --> 03:38:08.949]  God bless us to choose a nominee who will make that vision a reality.
[03:38:09.410 --> 03:38:11.051]  Thank you, and God bless you all.
[03:38:24.753 --> 03:38:28.897]  I'm afraid that when it comes to foreign policy, he is very, very not smart.
[03:38:41.107 --> 03:38:45.130]  Now, I'm far from the first to conclude that Donald Trump lacks the temperament to be president.
[03:38:46.271 --> 03:38:52.897]  After all, this is an individual who mocked a disabled reporter, who attributed a reporter's questions to her menstrual cycle.
[03:38:54.002 --> 03:38:57.884]  Who mocked a brilliant rival who happened to be a woman due to her appearance.
[03:38:58.785 --> 03:39:00.666]  Who bragged about his marital affairs.
[03:39:01.526 --> 03:39:04.488]  And who laces his public speeches with vulgarity.
[03:39:05.788 --> 03:39:08.089]  Donald Trump says he admires Vladimir Putin.
[03:39:09.150 --> 03:39:11.771]  At the same time he's called George W. Bush a liar.
[03:39:12.972 --> 03:39:16.454]  That is a twisted example of evil trumping good.
[03:39:27.329 --> 03:39:32.634]  There's a dark irony in his boasts of his sexual exploits during the Vietnam War.
[03:39:33.654 --> 03:39:39.740]  While at the same time, John McCain, whom he has mocked, was imprisoned and tortured.
[03:39:41.381 --> 03:39:43.743]  Dishonesty is Donald Trump's hallmark.
[03:39:44.584 --> 03:39:48.267]  He claimed that he had spoken clearly and boldly against going into Iraq.
[03:39:49.308 --> 03:39:49.688]  Wrong.
[03:39:50.609 --> 03:39:52.751]  He spoke in favor of invading Iraq.
[03:39:53.988 --> 03:39:57.891]  He said he saw thousands of Muslims in New Jersey celebrating 9-11.
[03:39:58.931 --> 03:39:59.312]  Wrong.
[03:40:00.352 --> 03:40:01.393]  He saw no such thing.
[03:40:02.334 --> 03:40:03.054]  He imagined it.
[03:40:04.015 --> 03:40:08.538]  He's not of the temperament of the kind of stable, thoughtful person we need as leader.
[03:40:09.539 --> 03:40:13.081]  His imagination must not be married to real power.
[03:40:15.403 --> 03:40:16.824]  George W. Bush lying?
[03:40:16.944 --> 03:40:18.565]  Oh my gosh, could you imagine?
[03:40:19.639 --> 03:40:23.000]  Look, we're about to play a video titled Trump Destroys Romney.
[03:40:23.020 --> 03:40:25.721]  We've got three other ones that are really, really important to show.
[03:40:26.302 --> 03:40:34.485]  But first and foremost, I want to remind you to go to Infowarslife.com because, number one, coital silver is the most essential thing out there, right?
[03:40:34.565 --> 03:40:36.886]  It's the most amazing preparedness product.
[03:40:36.946 --> 03:40:38.347]  It lasts so many years.
[03:40:38.787 --> 03:40:39.567]  It's so effective.
[03:40:39.627 --> 03:40:43.749]  It's gotten five-star reviews on Infowarslife.com, but silver bullet
[03:40:44.489 --> 03:40:49.552]  Is three times more powerful than most of those 10 part per million colloidal silvers?
[03:40:49.672 --> 03:40:50.893]  It's 30 parts per million.
[03:40:51.454 --> 03:40:51.714]  Okay?
[03:40:52.114 --> 03:40:57.117]  It's at the threshold where it's the strongest we can go due to some of the regulations.
[03:40:57.257 --> 03:40:57.498]  Okay?
[03:40:57.798 --> 03:40:58.358]  It's safe.
[03:40:59.679 --> 03:41:00.780]  It's the strongest we can go.
[03:41:01.240 --> 03:41:02.241]  Three times stronger.
[03:41:02.601 --> 03:41:03.021]  It's 50% off.
[03:41:05.205 --> 03:41:05.766]  Not 20, not 30.
[03:41:06.026 --> 03:41:06.507]  50% off.
[03:41:06.607 --> 03:41:08.068]  It's unprecedented in sales.
[03:41:08.108 --> 03:41:09.049]  The biggest sale of the year.
[03:41:09.610 --> 03:41:11.412]  We want everyone to be able to stock up on it.
[03:41:11.933 --> 03:41:16.037]  Even though the numbers are going low in the inventory and we're going to sell out of it eventually.
[03:41:16.498 --> 03:41:21.063]  But now is the time to prepare and stock up for whatever is happening in this crazy world.
[03:41:21.123 --> 03:41:21.924]  Go to InfoWarsLife.com.
[03:41:21.944 --> 03:41:22.685]  50% off Coital Silver.
[03:41:24.907 --> 03:41:27.088]  You're going to get it for the lowest price out there, period.
[03:41:27.128 --> 03:41:28.709]  It would be ridiculous not to stock up now.
[03:41:28.809 --> 03:41:29.869]  Get five, ten bottles.
[03:41:30.289 --> 03:41:31.690]  Put it away in your preparedness supply.
[03:41:31.710 --> 03:41:32.310]  It's worth it.
[03:41:32.350 --> 03:41:33.131]  That's what I'm doing.
[03:41:33.371 --> 03:41:37.052]  I have tons of bottles of colloidal silver at my house, in my medicine cabinet.
[03:41:37.092 --> 03:41:37.412]  You name it.
[03:41:37.432 --> 03:41:38.413]  You can put it on your skin.
[03:41:38.913 --> 03:41:40.053]  It does the whole works.
[03:41:40.213 --> 03:41:42.314]  So check out Infowarslife.com.
[03:41:42.835 --> 03:41:46.756]  Now, I want to play for you this video entitled, Trump Destroys Romney.
[03:41:46.776 --> 03:41:49.597]  Because you've heard a lot from Romney about how terrible Trump is.
[03:41:49.617 --> 03:41:50.738]  Let's see what Trump has to say.
[03:41:51.664 --> 03:41:58.927]  An amnesty program is when all the illegal immigrants who are here are now citizens and walk up and get your citizenship.
[03:41:59.688 --> 03:42:08.952]  Registering to become a citizen or applying to become a citizen and paying a fee and those are things that are being considered and I think that those are reasonable proposals.
[03:42:13.803 --> 03:42:15.464]  I want universal coverage.
[03:42:15.844 --> 03:42:18.666]  I want everyone in Massachusetts and this country to have insurance.
[03:42:19.046 --> 03:42:24.810]  Well, that's what we did in Massachusetts, and that is we put together an exchange, and the president's copying that idea.
[03:42:24.910 --> 03:42:25.751]  I'm glad to hear that.
[03:42:27.091 --> 03:42:32.695]  I will preserve and protect a woman's right to choose.
[03:42:34.011 --> 03:42:34.972]  Mitt on bailouts.
[03:42:34.992 --> 03:42:36.273]  I'm just reading the text for you here.
[03:42:36.954 --> 03:42:39.236]  I have never supported the President's Recovery Act.
[03:42:39.256 --> 03:42:40.237]  I'll write the stimulus.
[03:42:41.057 --> 03:42:42.899]  No time, nowhere, no how.
[03:42:43.119 --> 03:42:45.562]  I think there is need for economic stimulus.
[03:42:45.822 --> 03:42:48.925]  TARP got paid back and it kept the financial system from collapsing.
[03:42:49.245 --> 03:42:50.266]  So you feel it was well worth it?
