[00:00:11.803 --> 00:00:13.144]  ...is a complete idiot.
[03:16:27.619 --> 03:16:28.519]  He gayed.
[03:16:29.140 --> 03:16:31.281]  He jailed gay activists.
[03:16:32.121 --> 03:16:34.903]  I mean, in China, they arrest you if you're gay.
[03:16:35.263 --> 03:16:36.924]  If you keep doing it, they kill you.
[03:16:36.944 --> 03:16:39.686]  And I tell lepers this thing goes, shut up, homophobe.
[03:16:40.126 --> 03:16:42.348]  I mean, it's like, I don't even care about all this stuff.
[03:16:43.894 --> 03:16:46.958]  Why do they hate America so much they gave him all this freedom?
[03:16:47.799 --> 03:16:55.468]  Look, America's got problems, but everybody lined up around the block like Kaepernick to bitch when they make $170 million.
[03:16:55.528 --> 03:16:58.392]  It's like, it becomes a joke, you know, Paul?
[03:16:58.472 --> 03:16:59.353]  It really becomes a joke.
[03:17:00.652 --> 03:17:02.874]  It's a total joke, that's why they're losing their argument.
[03:17:03.295 --> 03:17:09.421]  The thing with Castro was, he rounded up people who had like long hair, or who wore their trousers.
[03:17:09.461 --> 03:17:15.166]  He's on record, he put, when he first got in, in 59-60, he arrested like 5,000 gay people in Havana.
[03:17:16.127 --> 03:17:19.631]  Yeah, and a lot of them weren't even gay, they just had long hair.
[03:17:19.651 --> 03:17:22.854]  You saw them as artists, yeah, like any guy that didn't look manly, they arrested.
[03:17:24.005 --> 03:17:31.111]  Yeah, and again, you know, they overthrew another regime which had black people in high positions of power.
[03:17:31.131 --> 03:17:34.014]  The top three positions of power were held by black people.
[03:17:35.055 --> 03:17:41.261]  Then black people were put in gulags, they were shot by firing squads, but the left worships Castro.
[03:17:41.821 --> 03:17:43.342]  Again, it makes absolutely no sense.
[03:17:43.362 --> 03:17:45.544]  Well, it's like ISIS killing all the black Libyans.
[03:17:45.564 --> 03:17:46.405]  I mean, where are they supposed to live?
[03:17:46.425 --> 03:17:47.005]  It's not Africa.
[03:17:47.045 --> 03:17:49.888]  And again, the thing is, folks, we're not against Cubans.
[03:17:49.908 --> 03:17:51.289]  We're not saying they're all racist or something.
[03:17:51.309 --> 03:17:53.831]  The point is, we hear all day how the West is evil.
[03:17:53.871 --> 03:17:55.933]  We're going to skip this break and give Paul more time to go to your calls.
[03:17:55.953 --> 03:18:02.258]  Just briefly before I play this, Tim Ryan, Congressman Clebb, says college campuses should be insulated from guns.
[03:18:02.298 --> 03:18:06.421]  This is hours after, this was last night, after it was admitted to be a machete.
[03:18:07.222 --> 03:18:10.084]  They think you're so dumb, they're still saying it's guns.
[03:18:10.144 --> 03:18:15.988]  But, before we go there, we are running the Black Friday special right through Cyber Monday, right through Cyber Tuesday.
[03:18:16.068 --> 03:18:17.129]  It will end today.
[03:18:17.569 --> 03:18:19.150]  Free shipping with promo code FREE.
[03:18:19.690 --> 03:18:20.671]  Nobody seems to be using that.
[03:18:20.711 --> 03:18:21.632]  It's a big deal, folks.
[03:18:21.672 --> 03:18:23.573]  Free shipping with promo code FREE at checkout.
[03:18:24.093 --> 03:18:24.914]  Time for auto-ship.
[03:18:24.934 --> 03:18:25.935]  Additional 10% off.
[03:18:26.995 --> 03:18:28.196]  30% off Super Bell Vitality.
[03:18:28.356 --> 03:18:29.677]  30% off X2 Survival Shield.
[03:18:29.897 --> 03:18:34.440]  25% off Bio PCA hair, nail, and skin formula.
[03:18:35.201 --> 03:18:36.822]  We've got 50% off Colloidal Silver.
[03:18:37.863 --> 03:18:44.228]  You cannot lose because your purchases is what funds a hardcore operation that is at the tip of the spear fighting the new world order.
[03:18:44.248 --> 03:18:46.410]  But regardless, you're funding us.
[03:18:46.450 --> 03:18:46.950]  I thank you.
[03:18:46.990 --> 03:18:47.811]  I appreciate you.
[03:18:48.372 --> 03:18:50.213]  You really should try Super Bowl Vitality.
[03:18:50.353 --> 03:18:51.795]  That's our best seller about to sell out.
[03:18:53.083 --> 03:18:54.163]  You should take advantage of everything.
[03:18:54.183 --> 03:18:55.184]  There's thousands of items.
[03:18:55.644 --> 03:18:58.565]  Infowarsstore.com is the big main shopping mall.
[03:18:59.086 --> 03:19:02.067]  Infowarslife.com is the supplements.
[03:19:02.567 --> 03:19:09.410]  Madein1776.com is the Made in America apparel, because we give you the choice of that or Made in Mexico or whatever.
[03:19:10.050 --> 03:19:11.710]  It's all there, InfoWarsTore.com.
[03:19:11.750 --> 03:19:18.352]  And thank you all because that's how we're funding Paul and Steve Watson, his brother, who's a political scientist, and all the other writers, reporters.
[03:19:18.812 --> 03:19:22.113]  We want to hire another 10, 15 people in the next year and really go to the next level.
[03:19:22.693 --> 03:19:23.953]  And it's up to you to fund us.
[03:19:23.993 --> 03:19:25.314]  And by the way, you've been doing that.
[03:19:25.334 --> 03:19:29.295]  We're actually making our goals now, even though I'm not doing my job plugging.
[03:19:29.795 --> 03:19:34.236]  And so you're going to see major expansion in 2017, infinity and beyond.
[03:19:35.096 --> 03:19:38.217]  So Paul, let me play this clip of the Congressman.
[03:19:39.992 --> 03:19:41.073]  This is Tim Ryan.
[03:19:41.113 --> 03:19:43.714]  College campuses should be insulated from guns.
[03:19:43.794 --> 03:19:46.075]  I'm going to hand the baton to you, my friend.
[03:19:46.115 --> 03:19:46.795]  Thank you so much.
[03:19:46.835 --> 03:19:47.335]  Here's the clip.
[03:19:48.456 --> 03:20:02.841]  Congressman, one more point before we get to your race, and that is that as soon as tomorrow, the Ohio Senate plans to vote on a bill that could possibly allow concealed handguns on college and university campuses.
[03:20:03.262 --> 03:20:04.262]  Do you think that's a good idea?
[03:20:06.112 --> 03:20:07.313]  You know, I really don't.
[03:20:07.553 --> 03:20:14.240]  I think that college campuses and other areas need to be safe havens.
[03:20:14.300 --> 03:20:15.221]  And I get it.
[03:20:15.441 --> 03:20:17.363]  I understand the other side of the argument.
[03:20:17.383 --> 03:20:24.629]  But there are certain places that I think need to be kind of insulated from guns.
[03:20:24.709 --> 03:20:28.213]  And I think places of education and higher learning are those places.
[03:20:29.173 --> 03:20:32.175]  But, you know, again, that's in the Ohio Senate's hands right now.
[03:20:32.195 --> 03:20:32.735]  I gotta come back.
[03:20:32.795 --> 03:20:33.436]  I said I was gone.
[03:20:33.456 --> 03:20:43.221]  But just because Tim Ryan, the Democrat, says make these free zones, you advertise them like a moth to flame for crazies to go stab people, run over them with cars, shoot people.
[03:20:43.581 --> 03:20:44.602]  It's not the car's fault.
[03:20:44.662 --> 03:20:45.502]  It's not the gun's fault.
[03:20:45.522 --> 03:20:48.404]  It's not the machete's fault or the buck knife's fault.
[03:20:48.504 --> 03:20:53.006]  It's the crazy jihadist or psychopath that you brought in that did it.
[03:20:53.066 --> 03:20:54.107]  That's who keeps doing it.
[03:20:54.747 --> 03:21:04.604]  But since we mentioned that, we actually have footage yesterday at Ohio State of what happened when the peace officer, who they're calling a racist white person, came up against the jihadist with his sword and what happened.
[03:21:04.624 --> 03:21:04.985]  Here it is.
[03:21:22.605 --> 03:21:24.646]  That's what I do almost every day, politically.
[03:21:25.226 --> 03:21:26.586]  So, there you go, folks.
[03:21:26.646 --> 03:21:28.006]  That's the reality of what happened.
[03:21:28.647 --> 03:21:32.368]  And Paul, they engage in these cover-ups not knowing everyone knew.
[03:21:32.448 --> 03:21:39.329]  I said hours before on air, I said, I bet it's a North African Somali, because almost every stabbing has been Somalis in the U.S.
[03:21:40.090 --> 03:21:46.191]  In Europe, it's been so-called migrants to Syria, but that's mainly other jihadis.
[03:21:46.751 --> 03:21:48.312]  I mean, it's not hard to guess this stuff.
[03:21:48.332 --> 03:21:48.872]  Paul, take over.
[03:21:50.316 --> 03:21:51.137]  Well thanks Alex.
[03:21:51.417 --> 03:22:03.965]  It's not hard to guess you're right because again we're going to play this clip where they go out and interview Somali migrants in Minnesota who say directly, yes, violent terrorism is justified if somebody makes fun of the Prophet Mohammed.
[03:22:04.345 --> 03:22:05.446]  This is what they believe.
[03:22:05.806 --> 03:22:07.227]  This is the religion of peace.
[03:22:07.648 --> 03:22:10.189]  It has nothing to do with gun-free zones.
[03:22:10.249 --> 03:22:11.270]  That's not going to stop it.
[03:22:11.490 --> 03:22:12.331]  We have to tackle
[03:22:12.591 --> 03:22:20.104]  And let's not forget, in the Netherlands, they're having a trial of the guy who's the frontrunner for president, who mildly criticized Islam.
[03:22:20.485 --> 03:22:23.149]  In Europe, they're already banning free speech.
[03:22:24.537 --> 03:22:28.879]  No, he said, he asked people if they wanted less Moroccans in the Netherlands.
[03:22:28.919 --> 03:22:49.171]  They said yes, and now he's up for hate crimes charges, which is interesting given that the vast majority of the migrant rapists who molested women in Cologne last New Year's Eve, by the way, they're paying for a huge police operation, vast, costly operation to try and stop... Helicopters, drones to stop the Muslims raping.
[03:22:50.031 --> 03:22:51.672]  And most of them were Moroccan.
[03:22:52.033 --> 03:22:56.497]  I mean, it seems to be their particular speciality that they engage in this kind of behaviour.
[03:22:56.757 --> 03:22:57.878]  And what's Germany's answer?
[03:22:58.298 --> 03:23:00.460]  Let's import hundreds of thousands more!
[03:23:01.221 --> 03:23:04.483]  And Angela Merkel is running now for, what, a fifth term?
[03:23:04.664 --> 03:23:07.566]  I mean, it's getting a bit ridiculous by now.
[03:23:08.087 --> 03:23:10.008]  But again, her popularity's in the toilet.
[03:23:10.529 --> 03:23:13.551]  You've got a situation in France where I went to Paris recently.
[03:23:13.591 --> 03:23:15.193]  It's an open-air migrant camp.
[03:23:15.553 --> 03:23:17.395]  You've got mattresses on the street.
[03:23:17.915 --> 03:23:24.376]  You've got people fighting with sticks on the street in good areas of Paris that were formerly tourist hotspots.
[03:23:24.676 --> 03:23:27.137]  They've lost tens of billions of dollars in tourist money.
[03:23:27.477 --> 03:23:28.997]  But again, the backlash is le pen.
[03:23:29.397 --> 03:23:31.118]  The backlash is coming across Europe.
[03:23:31.138 --> 03:23:32.078]  We're seeing it already.
[03:23:32.418 --> 03:23:33.838]  They're not going to have it all their own way.
[03:23:33.858 --> 03:23:39.619]  And we're going to continue now before the break with more news.
[03:23:39.659 --> 03:23:43.620]  Again, we're going to get back into this Ohio State University situation.
[03:23:43.900 --> 03:23:46.801]  They're now saying that mean tweets
[03:23:47.554 --> 03:23:53.280]  The horrid glances by other students towards Somali migrant students.
[03:23:53.420 --> 03:23:56.743]  That is the primary threat after this rampage.
[03:23:56.923 --> 03:24:00.507]  Not the rampage itself, not nine people being slashed.
[03:24:01.048 --> 03:24:02.049]  No, that's not the problem.
[03:24:02.689 --> 03:24:04.751]  The mall attack before that, that's not the problem.
[03:24:04.811 --> 03:24:06.173]  The problem is mean tweets.
[03:24:07.717 --> 03:24:10.420]  And we're going to get into that now because we skipped the last break.
[03:24:10.901 --> 03:24:12.683]  Again, this is up on InfoWars.com.
[03:24:12.963 --> 03:24:13.544]  You see it there.
[03:24:13.884 --> 03:24:19.190]  Media characterizes mean tweets as more dangerous than Islamic terror after Ohio attack.
[03:24:19.611 --> 03:24:21.072]  Now this is NPR.
[03:24:21.773 --> 03:24:26.478]  The first thing NPR did was to go and talk to a Somali refugee.
[03:24:27.774 --> 03:24:29.555]  At Ohio State University.
[03:24:29.795 --> 03:24:31.656]  And he said, quote, listen to this.
[03:24:32.356 --> 03:24:39.899]  Oh, and by the way, universities in the aftermath of this across America are sending out letters demanding people don't say mean things about Muslims.
[03:24:40.659 --> 03:24:42.620]  Because that's the main concern, isn't it?
[03:24:42.800 --> 03:24:45.421]  Not actual violent attacks against innocent people.
[03:24:46.201 --> 03:24:55.583]  They spoke to this Somali student, which is interesting because the guy who actually carried out the attack said in his social media post that he did so.
[03:24:56.023 --> 03:25:01.845]  And he was in the local student newspapers whining about Islamophobia and the mistreatment of Muslims.
[03:25:02.365 --> 03:25:04.365]  So what's the first thing they do after this?
[03:25:04.966 --> 03:25:07.346]  Whine about Islamophobia and the mistreatment of Muslims?
[03:25:07.366 --> 03:25:08.226]  Well, exactly, Paul.
[03:25:08.286 --> 03:25:13.568]  I mean, look, Islamophobia, you don't like being cut up or being a slave or having your genitals cut off or having your country blown up.
[03:25:13.608 --> 03:25:14.128]  What's your problem?
[03:25:15.916 --> 03:25:17.237]  But listen to what he said, Alex.
[03:25:17.337 --> 03:25:18.257]  This is NPR.
[03:25:18.658 --> 03:25:22.020]  When I first heard that he was Somali, I mean my stomach did fall.
[03:25:22.340 --> 03:25:25.562]  Not just because of what happened today, but because of what will happen tomorrow.
[03:25:25.922 --> 03:25:29.904]  So again, forget about the nine innocent people slashed, one critical in hospital.
