[00:00:00.009 --> 00:00:02.198]  You're listening to The Alex Jones Show!
[03:38:02.196 --> 03:38:11.421]  Remember, a couple of days ago, we had the Kit Daniels article about how at Davos they were saying, you know, self-driving cars are going to give us more intelligence than drones and satellites?
[03:38:11.882 --> 03:38:14.143]  That's the kind of granularity they're talking about.
[03:38:14.163 --> 03:38:21.547]  They're going to be monitoring everything you do in your car, even turning on your windshield wiper, and reporting that to the government.
[03:38:21.928 --> 03:38:25.570]  That's what they mean by vehicle to infrastructure.
[03:38:26.090 --> 03:38:27.171]  When you drive down the road,
[03:38:27.751 --> 03:38:34.373]  Your car is constantly going to be talking to the stoplights, to the weather service about what you're doing with your car.
[03:38:34.593 --> 03:38:36.573]  Everything that you do is going to be micromanaged.
[03:38:36.953 --> 03:38:39.734]  The insurance companies are going to be looking at how fast you're going.
[03:38:40.074 --> 03:38:41.995]  Of course, the police will as well.
[03:38:42.475 --> 03:38:46.196]  And they're going to use insurance and tickets to drive you out of the car.
[03:38:46.216 --> 03:38:53.197]  You won't be able to do it because they're going to micromanage and monitor everything you do, like the perpetual nanny.
[03:38:53.317 --> 03:38:55.438]  And I think what we need to seriously do
[03:38:56.118 --> 03:39:14.210]  We need to invoke the Third Amendment and say, I don't want you in my car, I don't want you in my house, I don't want you in my computer, I don't want to pay to feed you bandwidth so you can spy on me, because I have to pay for the bandwidth at home on my computer, but I've got the government living in my computer, living in my home.
[03:39:14.551 --> 03:39:19.374]  We need to use the Third Amendment perhaps and say, in this cyberspace,
[03:39:19.594 --> 03:39:24.195]  We're not going to allow government police to live and feed off of us.
[03:39:24.315 --> 03:39:27.396]  Maybe this is the point at which we need to do this.
[03:39:28.336 --> 03:39:32.737]  But as one of these people who's selling the technology, of course this is going to be something they project by 2020.
[03:39:33.097 --> 03:39:35.038]  That's only four years away, folks.
[03:39:35.418 --> 03:39:39.319]  They're going to make these mandates for vehicle-to-vehicle and vehicle-to-infrastructure.
[03:39:39.339 --> 03:39:41.119]  They're going to make these mandates this year.
[03:39:42.509 --> 03:39:46.630]  In four years, they expect it to be a $46 billion industry.
[03:39:46.871 --> 03:39:51.952]  Those are mandates that are going to be put on your car, and you're going to be paying for that.
[03:39:52.733 --> 03:39:54.893]  They're going to be making a profit off of these mandates.
[03:39:54.913 --> 03:39:56.234]  That's why Detroit is pushing it.
[03:39:56.314 --> 03:39:57.634]  That's why they're so excited about it.
[03:39:58.055 --> 03:39:59.595]  It's a new profit center for them.
[03:39:59.655 --> 03:40:03.536]  And of course, the government wants to make your car go away.
[03:40:03.616 --> 03:40:07.798]  They want you, if you're in a vehicle, they want it to be mass transit that they control.
[03:40:08.078 --> 03:40:10.299]  They want to track and tax you with everything they do.
[03:40:10.879 --> 03:40:17.006]  And as one of these guys talks about it, he says, as the technology spreads, equipped cars will become probes.
[03:40:17.366 --> 03:40:18.508]  That's his term, not mine.
[03:40:18.768 --> 03:40:23.233]  They'll become probes, gathering and sharing data about you.
[03:40:23.873 --> 03:40:31.962]  See, when we see the technology being used, we need to back off and say, is this really what I want?
[03:40:32.642 --> 03:40:38.810]  And when we see Obama talking about smart guns, I want you to think about what's really involved with the technology.
[03:40:38.850 --> 03:40:40.733]  So I put together this report about smart guns.
[03:40:40.753 --> 03:40:42.315]  We ran it a couple of nights ago on the nightly news.
[03:40:42.335 --> 03:40:43.456]  We haven't played it on the radio yet.
[03:40:43.476 --> 03:40:47.402]  I want to play that report now about smart guns and what's really up with that.
[03:40:48.174 --> 03:40:56.883]  At the Consumer Electronics Show, which just ended in Las Vegas, a vendor wanted to demonstrate his smart gun law, saying it answers President Obama's call for a smart gun.
[03:40:57.544 --> 03:41:01.928]  But the Consumer Electronics Show wouldn't allow him to bring an unloaded gun into the show.
[03:41:02.369 --> 03:41:04.030]  Not even an imitation gun.
[03:41:04.571 --> 03:41:06.153]  Not even for Obama.
[03:41:06.513 --> 03:41:07.994]  And there's an important lesson in that.
[03:41:08.715 --> 03:41:10.636]  They really don't want better tech.
[03:41:11.236 --> 03:41:14.378]  They just want to get rid of guns out of fear and ignorance.
[03:41:15.059 --> 03:41:17.960]  We're going to look at why smart guns are a dumb idea.
[03:41:18.181 --> 03:41:23.744]  But first, consider the gun expert the Obama administration has enlisted as a smart gun salesman.
[03:41:23.984 --> 03:41:27.686]  You know the single most consequential thing you can do and have no impact on the Second Amendment?
[03:41:28.106 --> 03:41:29.247]  Buy a smart gun.
[03:41:29.807 --> 03:41:32.149]  Remember the last time Biden gave us gun advice?
[03:41:32.608 --> 03:41:39.075]  She's asking if a ban goes into effect on certain kinds of weapons and high-capacity magazines.
[03:41:39.155 --> 03:41:39.935]  And what's her name?
[03:41:40.256 --> 03:41:40.516]  Kate.
[03:41:40.896 --> 03:41:45.101]  Kate, if you want to protect yourself, get a double-barrel shotgun.
[03:41:46.476 --> 03:41:55.741]  I have the shells of a 12-gauge shotgun, and I promise you, as I told my wife, we live in an area that's wooded, and it's so much cooler.
[03:41:56.241 --> 03:42:05.165]  I said, Jill, if there's ever a problem, just walk out on the balcony here, or walk out, put that double-barrel shotgun, and fire two blasts.
[03:42:07.586 --> 03:42:08.847]  You don't need an AR-15.
[03:42:09.047 --> 03:42:12.809]  It's harder to aim, it's harder to use.
[03:42:15.223 --> 03:42:18.806]  And, in fact, you don't need 30 rounds to protect yourself.
[03:42:19.347 --> 03:42:20.128]  Buy a shotgun.
[03:42:21.509 --> 03:42:22.250]  Buy a shotgun.
[03:42:22.670 --> 03:42:23.831]  Buy a smart gun.
[03:42:24.211 --> 03:42:26.714]  Now he's back, with more idiotic advice.
[03:42:27.174 --> 03:42:28.095]  How does that make sense?
[03:42:29.676 --> 03:42:31.738]  What possible sense does that make?
[03:42:32.259 --> 03:42:39.125]  To help push the idea of smart guns, mainstream media, from Fox News to CNN, turns to James Bond as an example.
[03:42:39.425 --> 03:42:40.786]  Both are PPKS 9mm short.
[03:42:42.978 --> 03:42:44.859]  There's a microdermal sensor in the grip.
[03:42:45.840 --> 03:42:48.421]  It's been coded to your palm print so only you can fire it.
[03:42:49.101 --> 03:43:00.287]  While having a gun that only authorized users can fire might sound like a great idea, Bond has lots of gadgets that in the real world would be impractical and prohibitively expensive to build.
[03:43:00.628 --> 03:43:03.249]  But Obama says the tech hurdles can be overcome.
[03:43:03.769 --> 03:43:08.212]  If you are a gun owner, I would think that you would at least want a choice.
[03:43:08.652 --> 03:43:10.253]  They don't want to be in a situation where
[03:43:11.093 --> 03:43:12.733]  Oh no, someone's coming through my front door.
[03:43:12.753 --> 03:43:13.914]  I've got to reboot my gun.
[03:43:14.094 --> 03:43:15.634]  It's the reliability, stupid.
[03:43:16.074 --> 03:43:24.036]  Adding biometric or RFID sensors to a gun means adding multiple layers of new complicated technology that can go wrong.
[03:43:24.316 --> 03:43:30.778]  The blinking red LED light means that you have 33% battery life left and you must change the batteries.
[03:43:30.918 --> 03:43:32.398]  There weren't batteries that were small enough.
[03:43:32.458 --> 03:43:35.639]  There weren't chips that were reliable enough.
[03:43:35.839 --> 03:43:40.420]  There wasn't biometric technology that was good enough to recognize fingerprint IDs.
[03:43:40.760 --> 03:43:43.343]  Guns are finely honed mechanical devices.
[03:43:43.704 --> 03:43:44.224]  They're rugged.
[03:43:44.445 --> 03:43:45.966]  They can withstand rough use.
[03:43:46.567 --> 03:43:51.793]  Smart guns will add electronics that can fail, can break, that will need a charged power source.
[03:43:52.294 --> 03:43:55.998]  And most importantly, they can be disabled by criminals or governments.
[03:43:56.559 --> 03:44:04.203]  This vulnerability and others will come from the software, which will also have bugs that will get worse with software updates, just like your phone.
[03:44:04.684 --> 03:44:05.824]  And there are other concerns.
[03:44:06.424 --> 03:44:11.087]  Any wireless coupling can decouple, it can have interference, or it can be hacked.
[03:44:11.507 --> 03:44:16.310]  And will you grip a biometric handle in the same way when you're under stress or under combat?
[03:44:16.863 --> 03:44:19.364]  So far, there's only been one attempt at a smart gun.
[03:44:19.904 --> 03:44:22.565]  The IP-1 from the German manufacturer Armitix.
[03:44:22.845 --> 03:44:31.588]  The gun is implanted with an electronic chip that allows it to be fired only if the shooter is wearing a companion watch into which a pin number has been entered.
[03:44:31.928 --> 03:44:41.171]  It was only offered in a .22 caliber, but it cost $1,800, five times the cost of other .22s, and not offered in a self-defense caliber.
[03:44:41.431 --> 03:44:42.351]  But it had other problems.
[03:44:42.611 --> 03:44:45.892]  It took seven push-button commands and 12 seconds before it could be fired.
[03:44:46.272 --> 03:44:51.137]  And it had three or four misfires per 11-round magazine repeatedly.
[03:44:51.878 --> 03:44:56.363]  So, it's not good, it's not fast, it's not cheap, and it's laughably unreliable.
[03:44:56.803 --> 03:45:00.928]  Not even the gun grabbers in New Jersey could call it smart with a straight face.
[03:45:01.308 --> 03:45:01.949]  And that's important.
[03:45:02.429 --> 03:45:10.435]  Because New Jersey has passed a law that once a smart gun exists in the market, only smart guns will be allowed to be sold in New Jersey.
[03:45:10.775 --> 03:45:17.459]  This is why gun users threatened a boycott of manufacturers like Smith & Wesson when they announced plans to work on a smart gun.
[03:45:17.960 --> 03:45:22.523]  I don't exactly understand this and maybe there will be somebody in the audience who explains it to me.
[03:45:24.404 --> 03:45:25.145]  Back in 1997, the CEO of Colt,
[03:45:28.138 --> 03:45:35.343]  Said we can design or starting to develop guns where you can only use it if you've got a chip.
[03:45:35.864 --> 03:45:42.469]  A boycott was called against them and they had to back off of developing that technology.
[03:45:43.970 --> 03:45:45.231]  The same with Smith & Wesson.
[03:45:45.791 --> 03:45:51.795]  Smith & Wesson responded to the boycott by cancelling smart gun research and firing the CEO that proposed it.
[03:45:52.376 --> 03:45:55.157]  So users are not asking for smart guns.
[03:45:55.257 --> 03:45:57.559]  As a matter of fact, they strongly don't want them.
[03:45:58.159 --> 03:45:59.280]  So what does Obama do?
[03:45:59.680 --> 03:46:05.084]  He will use his unlimited Federal Reserves to build one and shove it down our throats.
[03:46:05.544 --> 03:46:08.246]  Obama likes to compare smart guns to cell phones.
[03:46:08.909 --> 03:46:14.310]  I didn't bring my cell phone with me, but my cell phone like yours, I just put my thumbprint on.
[03:46:14.470 --> 03:46:15.991]  Well, why can't you do that for a gun?
[03:46:16.331 --> 03:46:19.151]  The cell phone analogy goes beyond biometric locks.
[03:46:19.632 --> 03:46:26.833]  The government has the capability to shut down all cell phones in an area, or selectively turn off their cameras, although they haven't used that capability yet.
[03:46:27.533 --> 03:46:34.475]  And they want the ability to track and disable your gun, even if it still works with all the added technology bells and whistles.
[03:46:35.362 --> 03:46:38.617]  If there's an app that can help us find a missing tablet.
[03:46:38.979 --> 03:46:39.763]  If we can do it for...
[03:46:40.956 --> 03:46:43.879]  Your iPad, there's no reason we can't do it with a stolen gun.
[03:46:44.339 --> 03:46:45.500]  Here's the bottom line.
[03:46:45.800 --> 03:46:49.884]  If you let someone get close enough to take your gun away, you're not doing it right.
[03:46:50.264 --> 03:46:53.867]  If you let children get access to your guns, you're not doing it right.
