[00:00:02.040 --> 00:00:03.181]  All right, folks, we're live.
[03:36:20.546 --> 03:36:34.031]  The mainstream media is a control freak system, and we're in an abusive relationship with it, in where we allow it to control our narrative and our beliefs, and they're freaking out when things happen, like Trump saying, I'm not going to do the debate, I'm going to go do my own thing.
[03:36:34.031 --> 03:36:38.353]  Anything against their control freak mission totally sends them for a loop.
[03:36:38.353 --> 03:36:42.254]  Notice, if you watch the mainstream media, actually, they don't know how to respond to that.
[03:36:42.254 --> 03:36:42.574]  I agree.
[03:36:42.574 --> 03:36:43.515]  You guys said something in my ear.
[03:36:43.515 --> 03:36:43.835]  What was that?
[03:36:45.464 --> 03:36:46.144]  Oh, fantastic.
[03:36:46.144 --> 03:36:46.525]  Thank you.
[03:36:46.525 --> 03:36:48.466]  I've got low audio here today.
[03:36:48.466 --> 03:36:49.286]  Fantastic.
[03:36:49.286 --> 03:36:50.747]  Well, let's go to our guest.
[03:36:50.747 --> 03:36:54.590]  I appreciate Mr. Stone joining us today.
[03:36:54.590 --> 03:36:57.251]  Mr. Stone has obviously been on the show quite a bit the last few months.
[03:36:57.251 --> 03:37:01.374]  He's a bestselling author, researcher, and been a major political strategist.
[03:37:01.834 --> 03:37:02.915]  What's really going on here sir?
[03:37:27.912 --> 03:37:30.234]  I mean, Alex, this is nothing short of brilliant.
[03:37:30.234 --> 03:37:32.135]  First of all, let me say thanks for having me on.
[03:37:32.135 --> 03:37:35.818]  It's always great to be among fellow patriots.
[03:37:35.818 --> 03:37:40.781]  Donald Trump has roiled the establishment like never before, and he has grabbed the narrative.
[03:37:40.781 --> 03:37:45.345]  So the final days and the countdown before Iowa is all about Donald Trump.
[03:37:45.345 --> 03:37:46.485]  Will he show up?
[03:37:46.485 --> 03:37:47.666]  Won't he show up?
[03:37:47.666 --> 03:37:49.268]  Why isn't he showing up?
[03:37:49.268 --> 03:37:50.829]  What are the issues?
[03:37:50.829 --> 03:37:55.312]  I spoke to him about an hour ago, and he is really in great spirit.
[03:37:55.939 --> 03:37:59.301]  He's predicting a massive crowd at his counter event.
[03:37:59.301 --> 03:38:02.002]  He's predicting incredible ratings.
[03:38:02.002 --> 03:38:08.186]  It's now going to be covered live by both CNN and the Sinclair Communications Network.
[03:38:08.186 --> 03:38:11.448]  That could reach as many as 40, 50 million people.
[03:38:11.448 --> 03:38:14.469]  Mike Huckabee has decided to show up at the Trump event.
[03:38:14.469 --> 03:38:17.991]  Rick Santorum will be showing up at the Trump event.
[03:38:17.991 --> 03:38:24.435]  Alex, very significant because both of them have small but significant pockets of support in Iowa.
[03:38:25.997 --> 03:38:29.680]  It is conceivable.
[03:38:29.680 --> 03:38:36.725]  Let me put it this way.
[03:38:36.725 --> 03:38:38.887]  I know for a certainty that both will be there.
[03:38:38.887 --> 03:38:52.238]  Is this a signal to their voters in Iowa that maybe your first choice, say Mike Huckabee, can't make it and therefore you should vote for Donald Trump since he's elevating your choice?
[03:38:52.238 --> 03:38:54.780]  Does this even mean that there's an endorsement in the works?
[03:38:55.359 --> 03:38:56.939]  Very hard to say.
[03:38:56.939 --> 03:39:03.021]  But there's no question here that he's grabbed the moment, that he has stolen the show yet again.
[03:39:03.021 --> 03:39:06.882]  And this is to the consternation of Ted Cruz.
[03:39:06.882 --> 03:39:08.542]  Ted Cruz can't get any traction.
[03:39:08.542 --> 03:39:13.904]  His attempts to challenge Trump to a one-on-one debate fell flat.
[03:39:13.904 --> 03:39:18.025]  And in the meantime, voters in Iowa are starting to look at the real Ted Cruz.
[03:39:18.931 --> 03:39:28.077]  Why, for example, in Heidi Cruz's Wikipedia page is her service as Deputy National Security Advisor to Condoleezza Rice.
[03:39:28.077 --> 03:39:29.698]  Why is that missing?
[03:39:29.698 --> 03:39:36.342]  Why is her service as Deputy Trade Representative to Robert Zoellick handling China specifically?
[03:39:36.342 --> 03:39:39.263]  Why is that missing from her resume?
[03:39:39.263 --> 03:39:40.564]  We know she works at Goldman.
[03:39:40.564 --> 03:39:43.446]  We know she's a member on the Council on Foreign Relations.
[03:39:43.446 --> 03:39:46.788]  We now know Ted Cruz got sweetheart secret loans
[03:39:47.372 --> 03:39:49.455]  from Goldman and Citibank.
[03:39:49.455 --> 03:39:51.218]  This guy is going to reform Wall Street?
[03:39:51.218 --> 03:39:53.100]  He's going to take on Wall Street?
[03:39:53.100 --> 03:39:56.125]  I think Liberty voters are beginning to wonder whether he's a Trojan horse.
[03:39:57.762 --> 03:39:58.823]  I agree with you.
[03:39:58.823 --> 03:40:06.069]  He's been neck and neck in polls lately, a few weeks ago, a few points behind Cruz, and some polls Cruz is ahead, some polls Trump's ahead.
[03:40:06.069 --> 03:40:07.069]  I know you're a straight shooter.
[03:40:07.069 --> 03:40:17.457]  I talked to you months ago, and you said Trump's got it everywhere but Iowa, but I still think he's gonna, you know, after that get New Hampshire and other states, but Iowa's the big one.
[03:40:17.457 --> 03:40:24.463]  Has he narrowed that gap, or has he surpassed it from your political expertise running so many big elections?
[03:40:25.512 --> 03:40:28.614]  Very hard to say because a caucus is not a primary.
[03:40:28.614 --> 03:40:36.937]  In a primary, you just show up, you go into the machine, or the booth, and you mark a ballot, or you check off a name and you walk out.
[03:40:36.937 --> 03:40:38.238]  A caucus is very different.
[03:40:38.238 --> 03:40:43.060]  You've got to sit and listen to speeches for three hours, and then you vote by a show of hands.
[03:40:43.060 --> 03:40:46.862]  So this is very much an organizational exercise.
[03:40:46.862 --> 03:40:53.845]  I do know, and this is incredible, last night out of the phone bank in Des Moines, as a random test, they called 1,000 Democrats.
[03:40:55.632 --> 03:41:01.113]  These are working-class, white, working-class, suburban Democrats.
[03:41:01.113 --> 03:41:02.614]  They asked them two questions.
[03:41:02.614 --> 03:41:05.734]  One, did you vote for Barack Obama?
[03:41:05.734 --> 03:41:06.995]  90% said yes.
[03:41:06.995 --> 03:41:12.156]  When asked, would they come caucus for Donald Trump, over 300 people said yes.
[03:41:12.156 --> 03:41:20.498]  Now, in Iowa, you can just show up at the polls and change your registration right then and there by signing a form and then vote for Donald Trump.
[03:41:20.498 --> 03:41:22.218]  This proves what I have been saying.
[03:41:22.218 --> 03:41:25.019]  He has crossover appeal in the general election.
[03:41:26.012 --> 03:41:36.782]  And to the extent that Iowa is up for grabs, and it is very tight, it could be swayed by an influx of conservative Democrats coming over to make America great again.
[03:41:38.732 --> 03:41:46.637]  Now, obviously, she tried to make a name for herself even bigger, Megyn Kelly, by making stuff about Trump by being nasty.
[03:41:46.637 --> 03:41:48.818]  But you've always been really honest with us.
[03:41:48.818 --> 03:41:52.280]  I mean, really, that's just the excuse, then, is what you're saying, or correct me if I'm wrong.
[03:41:52.280 --> 03:41:54.402]  Trump knows that he makes the debate.
[03:41:54.402 --> 03:41:58.204]  He now only elevates these other candidates by himself being there.
[03:41:58.204 --> 03:42:00.665]  He makes them five, ten times the money in advertising.
[03:42:00.665 --> 03:42:03.107]  He asked CNN to give some of the money to vets.
[03:42:03.107 --> 03:42:04.308]  They said no before.
[03:42:04.308 --> 03:42:06.289]  Now he's leaving, giving it all to the vets.
[03:42:07.049 --> 03:42:10.192]  How could anybody say that this isn't just an act of genius?
[03:42:10.192 --> 03:42:15.016]  It's also a really good thing to do, and these greedy networks don't want to give money to the wounded warriors.
[03:42:15.016 --> 03:42:20.681]  I mean, shame on them, especially Fox News that takes so much advertising money from the wounded warriors.
[03:42:20.681 --> 03:42:24.384]  They should be giving some of their time for advertising to the wounded warriors.
[03:42:24.384 --> 03:42:26.185]  I mean, I'm sorry, but it's just a fact.
[03:42:26.185 --> 03:42:33.131]  If you're not supporting Trump and supporting the debate he's really having, then you're actually trying to steal money from veterans.
[03:42:33.131 --> 03:42:35.073]  And then I watched the media spin this,
[03:42:35.373 --> 03:42:37.874]  And say Trump wanted money or he wouldn't come.
[03:42:37.874 --> 03:42:39.054]  Lying bastards!
[03:42:39.054 --> 03:42:42.516]  I'm sorry, I'm sorry, Roger, but it makes me mad.
[03:42:42.516 --> 03:42:45.737]  Well, here's a factoid that I think you'll enjoy, Alex.
[03:42:45.737 --> 03:42:52.460]  A TV spot during this debate, two days ago before Trump announced his pullout, was selling for $300,000.
[03:42:52.460 --> 03:42:57.542]  That same TV spot for a corporate advertiser is now going for $70,000.
[03:42:57.542 --> 03:42:59.783]  And dropping.
[03:42:59.783 --> 03:43:00.103]  Wow.
[03:43:00.103 --> 03:43:02.664]  So you can see why Bill O'Reilly
[03:43:03.799 --> 03:43:12.906]  And Sean Hannity and much of the talent at Fox that is friendly with Trump are beseeching him to come to the debate.
[03:43:12.906 --> 03:43:19.111]  I mean, look, watching the debate without Trump would be watching a Jackson 5 without Michael.
[03:43:19.111 --> 03:43:24.916]  I mean, you might want to tune in for Tito and Jermaine, but I doubt it.
[03:43:24.916 --> 03:43:25.316]  Wow.
[03:43:25.316 --> 03:43:28.459]  Well, in the time we have left with you, certainly we're very busy.
[03:43:28.459 --> 03:43:31.341]  I heard from Richard, but is that accurate that you will be, though, on Fox tonight?
[03:43:32.817 --> 03:43:37.100]  Megyn Kelly has invited me to come on post-debate and give my analysis.
[03:43:37.100 --> 03:43:39.842]  I must say, she has always been fair to me.
[03:43:39.842 --> 03:43:46.687]  She has always given me the opportunity to stand up for Donald Trump, for which I am grateful because I'm just trying to reach the people.
[03:43:46.687 --> 03:43:55.674]  So yes, I will be on with Megyn Kelly tonight, and you'll be able to hear a debate analysis from the Trump perspective.
[03:43:56.519 --> 03:44:02.165]  I mean, I'll be honest, I like Fox News a lot more than the other networks because they cover more patriot-based stuff.
[03:44:02.165 --> 03:44:07.330]  But at the same time, they kind of want to run the Liberty Movement, not grow it.
[03:44:07.330 --> 03:44:10.494]  And then you've got the folks that own it involved with Hillary and things.
[03:44:10.494 --> 03:44:14.418]  So they're trying to keep feet in both camps, like the Koch brothers and others.
[03:44:15.138 --> 03:44:19.261]  And then when she says things about Donald Trump that aren't true, that was fine.
[03:44:19.261 --> 03:44:22.023]  But at the same time, you know, I think she's attractive.
[03:44:22.023 --> 03:44:23.264]  I do think she's smart.
[03:44:23.264 --> 03:44:25.906]  I don't think it's Megyn Kelly at the same time.
[03:44:25.906 --> 03:44:29.429]  But let's just face it, she does have some anti-gunners on.
[03:44:29.429 --> 03:44:32.712]  She probably is a closet liberal in my view, and that's fine.
[03:44:32.712 --> 03:44:38.376]  I just think she should be honest about the fact, and I think the fact that she doesn't like Trump only makes him that much stronger.
[03:44:38.376 --> 03:44:40.978]  I mean, I think that's why he continues to rise in the polls.
[03:44:41.358 --> 03:44:43.140]  Separately, sir, you're the political expert.
[03:44:43.140 --> 03:44:46.944]  I'm just a guy that studies globalism in general and what's happening.
[03:44:46.944 --> 03:44:50.427]  Looking nationally past Iowa, if he wins by a few points, what happens?
[03:44:50.427 --> 03:44:52.269]  If he loses by a few points?
[03:44:52.269 --> 03:44:54.651]  I mean, I look at a wide range of scientific polls, as you do.
[03:44:54.651 --> 03:44:59.395]  It just appears he just keeps widening his lead more and more.
[03:44:59.395 --> 03:45:03.019]  And I know at Davos, a major globalist, we're in the news.
[03:45:03.019 --> 03:45:04.760]  In the Financial Times of London, the editor
