[00:00:14.375 --> 00:00:17.197]  Hard to believe!
[03:16:38.501 --> 03:16:39.901]  And that means believing what's good in America.
[03:16:39.941 --> 03:16:42.682]  People say, oh now, you always bashed the system, now you say you believe in it.
[03:16:42.722 --> 03:16:44.462]  No, I bashed the globalist system.
[03:16:44.743 --> 03:16:48.164]  Now that we're getting the Americana system, I'm trying to get wind in its sails.
[03:16:48.424 --> 03:16:51.425]  It's happening, and the enemy is freaking panicking.
[03:16:51.485 --> 03:16:51.905]  Margaret?
[03:16:53.328 --> 03:17:01.350]  Oh, I'm sorry, I was just going to say that they're trying to rewrite history and tell us that America was never great in the first place.
[03:17:01.410 --> 03:17:02.990]  Mr. Rappaport, he hit it on the head.
[03:17:03.050 --> 03:17:05.331]  He said that he's trying to create the biggest mess.
[03:17:05.351 --> 03:17:07.771]  They're trying to create the biggest mess they can before Trump gets into office.
[03:17:08.052 --> 03:17:09.672]  Don't you just hate their arrogance?
[03:17:09.872 --> 03:17:10.972]  It is so smug.
[03:17:11.092 --> 03:17:13.813]  It's like, who died and made you?
[03:17:14.193 --> 03:17:20.534]  And it's the same arrogance and sense of entitlement that you see with radical Islam and even, you know, an aggressive Islamic culture.
[03:17:20.574 --> 03:17:21.835]  It's like, it's so entitled.
[03:17:23.295 --> 03:17:24.056]  Off already!
[03:17:24.116 --> 03:17:24.637]  It's a cult!
[03:17:25.078 --> 03:17:25.578]  Yeah!
[03:17:25.878 --> 03:17:31.585]  And that's why you have the Council on Foreign Relations fearing the UN could collapse under President Trump.
[03:17:31.745 --> 03:17:32.286]  Oh no!
[03:17:32.626 --> 03:17:37.452]  He will shut down all of our globalist achievements because he's an unapologetic nationalist.
[03:17:37.472 --> 03:17:39.294]  Because the UN is trying to start a frickin' war!
[03:17:39.634 --> 03:17:50.106]  Right, and that's why they're going to start their own war so that he will have to deal with a huge mess because they're so afraid of not only of President Trump, but also the fact that the Republicans have both houses.
[03:17:50.286 --> 03:17:52.068]  I don't think they're going to be able to shut this exuberance down.
[03:17:52.088 --> 03:17:53.690]  I think they're really earning themselves jail cells.
[03:17:54.531 --> 03:17:55.972]  I mean, this is true sedition.
[03:17:55.992 --> 03:17:58.413]  This is not free speech when you've got some weird Nazi collaborator.
[03:17:58.694 --> 03:18:00.415]  We're going to skip this network break to give Rappaport more time.
[03:18:00.435 --> 03:18:03.157]  We're going to be out of here in a few minutes, but he's co-hosting with us right now.
[03:18:03.197 --> 03:18:08.580]  We're going to start going maybe 24 hours in the future here with GCN, opening up another satellite with the great Ted Anderson.
[03:18:09.280 --> 03:18:10.621]  Let's go to Ruth in Florida.
[03:18:10.641 --> 03:18:11.262]  Ruth, thanks for holding.
[03:18:11.282 --> 03:18:12.503]  We're going to go to Debbie.
[03:18:12.523 --> 03:18:12.803]  Go ahead.
[03:18:14.154 --> 03:18:16.656]  Hi Alex, thanks to your team for all you do.
[03:18:16.736 --> 03:18:17.857]  We love you here in Florida.
[03:18:17.897 --> 03:18:18.798]  I just want you to know that.
[03:18:18.818 --> 03:18:19.699]  We love you too.
[03:18:20.800 --> 03:18:22.341]  Let me tell you something.
[03:18:22.381 --> 03:18:30.348]  I'm calling you because I'm infuriated when I saw our globalist McCain and Lindsey Graham stand up and... It's like our globalist, our cancer.
[03:18:30.368 --> 03:18:31.509]  It's like our globalist.
[03:18:31.569 --> 03:18:32.309]  I mean that's what I call them.
[03:18:32.349 --> 03:18:33.850]  It's like our horrible scum.
[03:18:33.890 --> 03:18:34.271]  Go ahead.
[03:18:35.602 --> 03:18:41.288]  Well, they're avoiding the Russians, you know, and I'm not forgetting their participation in the Internet either.
[03:18:41.308 --> 03:18:46.133]  So, you know, there's no doubt that the GOP has a role in this, in my mind.
[03:18:46.513 --> 03:18:49.256]  Oh yeah, they're the ones, they're helping more than the Democrats pass it.
[03:18:49.376 --> 03:18:51.638]  Because people say, oh, you're a Republican.
[03:18:51.738 --> 03:18:53.981]  No, I like the guy the Republicans hate.
[03:18:56.084 --> 03:19:01.226]  I'd like to see them held accountable and I don't think they should get a free get out of jail card either with Trump.
[03:19:01.326 --> 03:19:02.767]  No, I agree.
[03:19:02.867 --> 03:19:03.327]  I agree.
[03:19:03.407 --> 03:19:03.587]  I agree.
[03:19:03.607 --> 03:19:05.588]  I mean, where is this vindictiveness we kept hearing about?
[03:19:05.608 --> 03:19:06.489]  We need to see some right now.
[03:19:08.487 --> 03:19:09.928]  I think they need to be standing up.
[03:19:10.108 --> 03:19:12.750]  I mean, and we're hearing nothing, nothing from them.
[03:19:13.190 --> 03:19:16.392]  And so, as far as I'm concerned, they're participants in all of this.
[03:19:16.752 --> 03:19:21.275]  Well, Trump to his, he knows he's got to get the engine going in the economy and the global economy is on the verge of collapsing.
[03:19:21.495 --> 03:19:23.176]  It was supposed to collapse once Hillary got in.
[03:19:23.576 --> 03:19:25.638]  Now they're trying to collapse it on Trump, they admit that.
[03:19:26.078 --> 03:19:30.681]  And so he's racing on the phone, like I'm talking 12 hours a day, just making phone calls.
[03:19:30.801 --> 03:19:32.962]  Okay, I'm not getting any more, but that's what he does.
[03:19:33.462 --> 03:19:37.185]  Just calling everybody, believe, believe, order more stuff, produce, produce, produce.
[03:19:37.665 --> 03:19:46.211]  Yeah, he's trying to prop it up because, folks, he's got the intelligence officers who were in on the globalist plan who are now going against the globalists explaining this to him.
[03:19:47.151 --> 03:19:48.532]  So we're in a total battle.
[03:19:49.053 --> 03:19:51.815]  And I didn't agree with Bush after 9-11 saying go out and shop.
[03:19:52.535 --> 03:19:58.979]  But now we need to go out and shop for local stuff and get things we need to try to prop this up, folks, because we don't want this to go down.
[03:19:59.039 --> 03:20:00.841]  We've got to slowly reform the system.
[03:20:01.141 --> 03:20:02.582]  But for now, we've got to prop it up.
[03:20:02.602 --> 03:20:04.243]  People are like, well, I thought you hate the system.
[03:20:04.323 --> 03:20:04.723]  I do.
[03:20:04.963 --> 03:20:05.824]  But we're living in it.
[03:20:06.044 --> 03:20:09.027]  Don't buy cheap communist crap, though, from the big boxes.
[03:20:09.067 --> 03:20:09.527]  Exactly.
[03:20:09.568 --> 03:20:10.909]  Buy local farmers markets.
[03:20:11.329 --> 03:20:11.529]  Right.
[03:20:11.870 --> 03:20:15.433]  Support your local... I mean, it's like, I want to get out of this house, but I'm living in it right now.
[03:20:15.493 --> 03:20:16.194]  Don't burn it down.
[03:20:16.354 --> 03:20:16.554]  Right.
[03:20:16.714 --> 03:20:17.775]  You know, yeah.
[03:20:18.897 --> 03:20:19.437]  Thank you, Ruth.
[03:20:19.477 --> 03:20:20.018]  Great points.
[03:20:20.418 --> 03:20:23.661]  Jump in, any of you guys, a comment to that, and then we're going to go to Debbie.
[03:20:23.721 --> 03:20:26.224]  Foreign wars is a huge thing here, because
[03:20:27.580 --> 03:20:29.341]  Globalists have lived off of this.
[03:20:29.521 --> 03:20:30.881]  The neocons, the globalists.
[03:20:30.901 --> 03:20:32.082]  We've got to attack somebody.
[03:20:32.462 --> 03:20:34.122]  Libya here, Iraq there.
[03:20:34.162 --> 03:20:38.004]  We've got to keep on empire, empire, destruction, destruction.
[03:20:38.564 --> 03:20:39.544]  That's their plan.
[03:20:39.925 --> 03:20:41.285]  We build on the ashes.
[03:20:41.685 --> 03:20:43.286]  We make our new world on the ashes.
[03:20:43.346 --> 03:20:45.907]  They want conquest instead of renaissance.
[03:20:46.447 --> 03:20:46.927]  Exactly.
[03:20:47.587 --> 03:20:51.149]  So the very thought, the possibility of a whisper of a
[03:20:51.989 --> 03:20:58.038]  Of a thread that Trump might say, you know, as he has, this whole thing is completely stupid.
[03:20:58.803 --> 03:21:01.004]  We don't need to make any wars against anybody.
[03:21:01.385 --> 03:21:07.768]  We especially don't need to make any wars in order to prop up the economy if the economy is a roaring engine.
[03:21:08.309 --> 03:21:09.729]  So let's just stop all this.
[03:21:09.750 --> 03:21:11.350]  Let's bring a whole lot of troops home.
[03:21:11.991 --> 03:21:17.014]  And by the way, there are big giant studies from even the big hedge funds admitting, okay, we were following the records of the globalists.
[03:21:17.394 --> 03:21:18.655]  Trump's plan actually is going to work.
[03:21:18.675 --> 03:21:24.818]  We would annihilate China in a trade war and it would actually break their monopoly system and help the average Chinese worker.
[03:21:26.408 --> 03:21:33.673]  And then you would have, you know, the thought of not waging continuous wars and inventing endless enemies.
[03:21:33.693 --> 03:21:34.274]  Well, that's racist.
[03:21:34.934 --> 03:21:38.497]  This is like a silver bullet coming at a vampire.
[03:21:38.897 --> 03:21:40.378]  They see the end for them.
[03:21:40.818 --> 03:21:43.640]  If we can't do this, we don't have any more power.
[03:21:44.121 --> 03:21:46.662]  This is our only power is destruction.
[03:21:46.963 --> 03:21:47.823]  That's all we've got.
[03:21:48.384 --> 03:21:49.464]  And that's their program.
[03:21:49.484 --> 03:21:50.365]  Sure, I agree.
[03:21:50.565 --> 03:21:51.666]  And let's not underestimate here.
[03:21:51.686 --> 03:21:53.007]  Let me take one more call and let you take over.
[03:21:54.408 --> 03:21:55.589]  John Rappaport, NoMoreFakeNews.com.
[03:21:57.577 --> 03:21:58.939]  Let's not underestimate how evil they are.
[03:21:58.959 --> 03:22:01.843]  I agree they're trying to wreck things for Trump, but I think they're planning something bigger.
[03:22:04.927 --> 03:22:10.554]  It's possible that they want to just sink the ship as far as it can go down before Trump takes office.
[03:22:11.135 --> 03:22:14.800]  They could make it really, really bad if they want to.
[03:22:15.826 --> 03:22:28.257]  Yeah, I know David Knight said something about when Trump got elected and, you know, we were both kind of a little hesitant to celebrate and he said, you know, David, it is kind of like David beating Goliath, but he didn't actually kill him until he cut off his head.
[03:22:29.138 --> 03:22:29.879]  So that's, you know.
[03:22:29.899 --> 03:22:31.420]  Well, that's what I've been saying to Trump.
[03:22:31.480 --> 03:22:34.323]  And I said, David only knocked him down with a stone.
[03:22:34.343 --> 03:22:35.584]  You got to chop the head off, bro.
[03:22:36.185 --> 03:22:37.266]  Or Goliath's going to get back up.
[03:22:37.286 --> 03:22:38.127]  Right.
[03:22:38.476 --> 03:22:40.056]  They're going to plan something even bigger.
[03:22:40.076 --> 03:22:41.577]  And this was a huge hit to them.
[03:22:41.597 --> 03:22:42.737]  We got to cut their head off.
[03:22:42.797 --> 03:22:45.297]  And I don't mean that literally, because Alex Jones have cut their heads off.
[03:22:45.337 --> 03:22:46.057]  He's joined ISIS.
[03:22:46.417 --> 03:22:47.578]  We've got to cut the head off.
[03:22:49.538 --> 03:22:50.678]  Let's talk to Debbie.
[03:22:50.718 --> 03:22:51.918]  Debbie from New Jersey, go ahead.
[03:22:53.879 --> 03:22:55.019]  You ladies all kick ass.
[03:22:55.059 --> 03:22:55.639]  Good for you.
[03:22:56.219 --> 03:22:56.679]  Thank you.
[03:22:58.540 --> 03:23:00.420]  Soros looks like a hideous toad.
[03:23:01.000 --> 03:23:01.360]  He does.
[03:23:01.380 --> 03:23:02.580]  I'd like to see him done in.
[03:23:03.521 --> 03:23:05.261]  But I wanted to point out, Alex,
[03:23:05.802 --> 03:23:17.590]  That we are considered Russian agents because they have us listed as enemies of the state via their two constitutions, one for the United States and one of the United States.
[03:23:18.931 --> 03:23:25.676]  They took our sovereignty when they took our birth certificates, our live certificate of birth, sent it overseas.
[03:23:25.696 --> 03:23:26.256]  No, that's true.
[03:23:26.276 --> 03:23:28.058]  The IMF and World Bank, they really do all that.
[03:23:28.078 --> 03:23:30.099]  That's what we call natural resources and the rest of it.
[03:23:30.119 --> 03:23:31.900]  And Trump knows all that and is trying to end it.
[03:23:33.662 --> 03:23:34.182]  Exactly.
[03:23:34.382 --> 03:23:35.363]  And I knew you knew that.
[03:23:36.166 --> 03:23:38.837]  But that's also why Obama is hiding out in D.C.
[03:23:38.857 --> 03:23:41.668]  because of the ten square miles of sovereignty he's got.
[03:23:42.179 --> 03:23:46.461]  That's right, let's make no mistake, you're witnessing the attempt to take America back from the globalists.
[03:23:46.982 --> 03:23:48.923]  That's why Soros says, the new world order is dying!
[03:23:49.803 --> 03:23:51.384]  I mean, they are in deep crap.
[03:23:51.644 --> 03:23:52.545]  We must stop him.
[03:23:52.625 --> 03:24:07.753]  And here's the message, I've been thinking, we need to call the globalists, call the White House, call everybody and say, look, we know you're starting the wars, we know you're behind the attempt to drive up interest rates to drop the economy, we know it's you, so you're not going to blame the American people or Trump if this thing goes
[03:24:08.612 --> 03:24:09.892]  You know, upside down.
[03:24:09.993 --> 03:24:11.733]  You're gonna get in trouble, scum.
[03:24:12.113 --> 03:24:21.117]  Right, yeah, we talk about these presidents that are in office for four or eight years, but what about these corrupt politicians that are in there 30, 40 years creating all this chaos?
[03:24:21.137 --> 03:24:21.377]  I agree.
[03:24:21.677 --> 03:24:24.198]  Debbie, anything else?
