[00:00:00.769 --> 00:00:04.033]  31 days, folks.
[03:19:58.035 --> 03:20:00.138]  I know this Steve, he's certainly raping the Constitution.
[03:20:01.317 --> 03:20:03.579]  Well, the Constitution doesn't mean anything.
[03:20:03.579 --> 03:20:05.540]  When George Bush Jr.
[03:20:05.540 --> 03:20:23.593]  took the name of the Lord in vain, and there's just a blank, blank, blank piece of paper, and now you come out and see, hey, Alex, when you were talking about the Bush dynasty, the Clinton crime family, and now we get, you know, them all admitting, including the daughters, are voting for Hillary, you know, what does that say?
[03:20:24.414 --> 03:20:29.337]  We have been under the rule and reign of terror of dynastic families.
[03:20:29.337 --> 03:20:37.643]  That's right, and these families, the Clintons and the Bushes, the vacation together, whatever they're really doing at Bohemian Grove or whatever, it's all coming down and they know it and they're scared.
[03:20:37.643 --> 03:20:40.185]  And they're kind of threatening the world with World War III.
[03:20:40.185 --> 03:20:46.349]  As the General said, you're not leaving Russia, you're not leaving UK, you're not leaving countries in Europe, America, you're not leaving.
[03:20:46.349 --> 03:20:48.351]  He's admitting he works for the new world order.
[03:20:50.479 --> 03:20:55.201]  Absolutely, and where we're at right now is you can deny, or you can prepare, okay?
[03:20:55.201 --> 03:21:05.284]  You can assault those who are trying to give you the message, or you can maybe take it to prayer, and you can make it a matter of scales before your eyes!
[03:21:05.284 --> 03:21:12.206]  Are you, Alex Jones, and me, Steve Quayle, giving enough evidence to tell people they better look beyond the obvious?
[03:21:12.606 --> 03:21:24.154]  Because it's the power brokers and their lapdog vomit brokers, that's the mainstream media, that are preparing a meal for you that will turn out to be your the meal.
[03:21:24.154 --> 03:21:25.135]  They don't get it.
[03:21:25.135 --> 03:21:29.398]  It's like the Morlocks and the Eloy of the time machine.
[03:21:29.398 --> 03:21:32.120]  And by the way, that was meant to wake the people up.
[03:21:32.120 --> 03:21:35.683]  Sure, he wrote a book called The New World Order and then it was an allegory of what was really going on, H.G.
[03:21:35.683 --> 03:21:35.983]  Wells.
[03:21:36.383 --> 03:21:37.103]  We're almost out of time.
[03:21:37.103 --> 03:21:38.744]  I'm going to hand the baton to David Dunn here in a moment.
[03:21:38.744 --> 03:21:42.365]  Let's go to Cindy in Pennsylvania, one of the key battleground states.
[03:21:42.365 --> 03:21:43.625]  A lot of calls from Pennsylvania.
[03:21:43.625 --> 03:21:44.365]  Cindy, you're on the air.
[03:21:44.365 --> 03:21:45.005]  Thanks for calling in.
[03:21:45.005 --> 03:21:46.846]  Hi Alex.
[03:21:46.846 --> 03:21:48.666]  Hi Steve.
[03:21:48.666 --> 03:21:50.887]  I think we really got to ramp it up out here.
[03:21:50.887 --> 03:21:54.488]  Us warriors got to do a lot more to get Trump elected.
[03:21:54.488 --> 03:22:00.249]  Number one, we got to leave a paper trail at the election since they're monitoring it.
[03:22:00.249 --> 03:22:01.990]  I recommend that when people go
[03:22:02.563 --> 03:22:03.143]  I don't know.
[03:22:25.563 --> 03:22:33.889]  Billboards going up in minority areas with a big liver spot face of George Soros.
[03:22:33.889 --> 03:22:34.870]  Huge.
[03:22:34.870 --> 03:22:39.934]  And on the other side it's saying the man behind Black Lives Matter.
[03:22:39.934 --> 03:22:44.057]  Do you really want to follow this man?
[03:22:44.057 --> 03:22:44.698]  Good idea.
[03:22:44.698 --> 03:22:45.899]  Appreciate the call.
[03:22:45.899 --> 03:22:46.759]  Sidney, any comments?
[03:22:46.759 --> 03:22:47.160]  Steve Will?
[03:22:48.584 --> 03:22:53.546]  Well, I agree with that, and I agree with there are people proposing that they should wear red shirts.
[03:22:53.546 --> 03:23:02.170]  There are people that should immediately, when the press is at any polling station, they should go up to the press and say, I want you to know I voted for Donald Trump.
[03:23:02.170 --> 03:23:07.592]  We get everybody doing that, and then there's going to be plenty of, I would say, confrontation.
[03:23:07.592 --> 03:23:08.533]  Yeah, that's right.
[03:23:08.533 --> 03:23:08.893]  That's right.
[03:23:08.893 --> 03:23:13.175]  The number one thing is, have showed the dominance at exit polls in the key battleground states.
[03:23:13.175 --> 03:23:13.435]  Go ahead.
[03:23:14.847 --> 03:23:17.269]  Well, I think, Alex, we're right on the countdown.
[03:23:17.269 --> 03:23:29.121]  Look, these people, let me say this, the power that's been stolen in this country from the people to destroy the people will never be given back to the people outside of a miraculous intervention of God.
[03:23:29.121 --> 03:23:32.865]  And people, like the previous caller said, manning up, standing up.
[03:23:32.865 --> 03:23:38.310]  By the way, I want to salute all the women out there who are prayer warriors and are activists.
[03:23:38.871 --> 03:23:44.419]  Never in my life have I seen the male species, you know, outside of the people.
[03:23:44.419 --> 03:23:46.522]  Well, I mean, the sperm's down 90-plus percent.
[03:23:46.522 --> 03:23:47.985]  We're getting hit with chemicals, I admit it.
[03:23:48.772 --> 03:23:51.134]  Well, yeah, they used to talk about a sperm count.
[03:23:51.134 --> 03:23:54.256]  Now, basically, they have to talk about invisible sperm.
[03:23:54.256 --> 03:23:54.696]  That's right.
[03:23:54.696 --> 03:23:55.857]  Listen, we're out of time.
[03:23:55.857 --> 03:23:57.579]  SteveQuill.com.
[03:23:57.579 --> 03:24:03.743]  We carry your new book and your new film, dealing, of course, with the whole Vatican deception and the unholy sea.
[03:24:03.743 --> 03:24:04.344]  Very powerful.
[03:24:04.344 --> 03:24:10.388]  Again, not bashing Catholics, folks, but what's openly this new pope saying, go after free speech, shut down conspiracy terrorists.
[03:24:10.388 --> 03:24:12.490]  It's all the same talking points as Hillary.
[03:24:12.490 --> 03:24:13.190]  Evil is moving.
[03:24:13.190 --> 03:24:14.871]  This is a critical time in history.
[03:24:14.871 --> 03:24:16.873]  Infowarsstore.com to get those films.
[03:24:17.173 --> 03:24:17.853]  Alright, that's it folks.
[03:24:17.853 --> 03:24:20.815]  I know I've got callers, but some of them have been holding like 20-30 minutes, others were holding longer.
[03:24:20.815 --> 03:24:24.297]  I'm going to hand the baton here in a few minutes to David Knight.
[03:24:46.638 --> 03:24:48.279]  But I want to be clear.
[03:24:48.279 --> 03:24:57.265]  I don't mind criticism, because they always take what I say out of context, and it just ends up sending us more listeners, more viewers, when they find out what we're really saying.
[03:24:57.265 --> 03:25:05.551]  But when you have the head of the Army, and you have the head of the Joint Chiefs of Staff, and you have all these world leaders saying nuclear war has never been closer, and Russia's saying, oh, you're going to no-fly us?
[03:25:05.551 --> 03:25:06.992]  You're going to shoot us down?
[03:25:06.992 --> 03:25:08.133]  OK, no-fly.
[03:25:08.133 --> 03:25:09.914]  Any other aircraft come in, we're shooting you down.
[03:25:09.914 --> 03:25:10.694]  That happened yesterday.
[03:25:10.694 --> 03:25:12.576]  That's hardly even in our news.
[03:25:12.576 --> 03:25:14.837]  And Kerry coming out saying Russia's committing war crimes.
[03:25:14.837 --> 03:25:15.758]  I mean, this is crazy.
[03:25:17.186 --> 03:25:20.628]  Russia's just, you know, a hundred miles or so from Syria.
[03:25:20.628 --> 03:25:22.510]  We are there doing this.
[03:25:22.510 --> 03:25:31.716]  The globalists that have got our borders open and are bushing our sovereignty and going after our guns and bankrupting our country and selling derivatives, they're the ones screwing Russia over as well.
[03:25:31.716 --> 03:25:42.343]  And it's so telling, when I played that clip last hour of Army Chief of Staff General Mark Milley saying, we've got the EU falling apart, we got Brexit, we got America, Russia, we're going to get you.
[03:25:42.343 --> 03:25:46.586]  This blaming Russia like it caused people to wake up to the EU being a tyranny.
[03:25:47.406 --> 03:25:50.548]  Or, the fact that Brexit happened, or the fact that we are waking up.
[03:25:50.548 --> 03:25:58.472]  They're just another sovereign country, so they're identifying sovereign countries that don't want to be under new world order as the bad guys, and we'll hit you harder than you've ever been hit before!
[03:25:58.472 --> 03:26:10.197]  You know, this guy wants to show off for George Soros, you know, and I gotta say, I'm gonna be looking into General Milley and talking to folks I know that know him, and ask, what the hell's going on?
[03:26:10.197 --> 03:26:14.919]  Because, you know, looking like Frankenstein ain't gonna make you win the nuclear war, bro.
[03:26:14.919 --> 03:26:16.180]  I don't mean to talk about how you look, but
[03:26:18.479 --> 03:26:26.986]  You know, the Pentagon's ability to steal six trillion dollars or whatever it is, is one deal, but, you know, it's just outrageous.
[03:26:26.986 --> 03:26:34.332]  It's outrageous, it's dangerous, it's crazy, it's bizarre, it's got to stop.
[03:26:34.332 --> 03:26:41.278]  And, you know, if Russia was, say, in the Caribbean trying to take our islands, I'd say blow the hell out of them.
[03:26:41.278 --> 03:26:43.620]  But the West is right up on their border starting wars with them.
[03:26:43.620 --> 03:26:44.381]  It's just wrong.
[03:26:45.359 --> 03:26:59.995]  And I hate seeing America, but you know America, we abort all our kids, we have all the Hollywood garbage, all the GMOs, it's like we've been conquered by evil because we were the good guys, it came here to lay its eggs.
[03:26:59.995 --> 03:27:03.619]  They gestated inside of us, they've now taken over, they're popping out now.
[03:27:04.714 --> 03:27:12.379]  And pushing us to the edge of war, the globalist frontwoman looks like she has a rubber, you know, head, like the Joker.
[03:27:12.379 --> 03:27:15.061]  She's got some crazy guy, Creepy Kane, running around behind her.
[03:27:15.061 --> 03:27:18.823]  I mean, this all smells of destruction.
[03:27:18.823 --> 03:27:21.444]  And I have three children.
[03:27:21.444 --> 03:27:23.306]  And last night, I was holding my eight-year-old daughter's hand.
[03:27:23.306 --> 03:27:26.568]  She was telling me how much she loved me after dinner.
[03:27:26.568 --> 03:27:28.369]  And I was beyond angry at the New World Order.
[03:27:28.369 --> 03:27:30.030]  I'm just like, what are you people's problems?
[03:27:31.411 --> 03:27:32.812]  Why do you do all this bad stuff?
[03:27:32.812 --> 03:27:35.515]  It's because these are bad people.
[03:27:35.515 --> 03:27:48.586]  Bad people are willing to do stuff to get into power, nobody else is, and that's the problem in history, and we have a really nasty crop of people in, and it doesn't mean Russia's perfect either, but it's not in an expansionist role.
[03:27:48.586 --> 03:27:51.769]  The globalists thought they had Russia down forever.
[03:27:51.769 --> 03:27:54.111]  Through a political system they brought in, it blew up in their face.
[03:27:55.600 --> 03:28:05.670]  And so I admire the fact that Russia has fought back against this, and we're fighting back against it, and the UK's fighting back against it, and, you know, three countries, three areas known for fighting back.
[03:28:05.670 --> 03:28:06.571]  Look what America did.
[03:28:06.571 --> 03:28:09.694]  We're the first to defeat the global New World Order under the British Empire.
[03:28:09.694 --> 03:28:11.015]  The first!
[03:28:11.015 --> 03:28:12.977]  Then India and others followed suit.
[03:28:12.977 --> 03:28:14.619]  So we face new forms of colonialism.
[03:28:14.619 --> 03:28:19.424]  We have to defeat those and be self-determined as nation-states based on a basic code.
[03:28:21.035 --> 03:28:23.696]  All right, I'm going to go ahead and go to break and give this over to David Knight.
[03:28:23.696 --> 03:28:24.857]  We need your financial support.
[03:28:24.857 --> 03:28:26.158]  I mean, I'm not going to sit here and belabor it.
[03:28:26.158 --> 03:28:28.859]  I skip breaks half the time and don't even hardly plug.
[03:28:28.859 --> 03:28:33.181]  We need you to buy the books, the videos, the t-shirts, the nutraceuticals.
[03:28:33.181 --> 03:28:34.302]  Everybody should take probiotics.
[03:28:34.302 --> 03:28:35.182]  We've got the best out there.
[03:28:35.182 --> 03:28:36.883]  We've done the research.
[03:28:36.883 --> 03:28:38.124]  23% off DNA Force right now.
[03:28:38.124 --> 03:28:39.605]  Free shipping when you sign up for AutoShip.
[03:28:40.505 --> 03:28:42.808]  Uh, are you 10% off when you sign up for AutoShip?
[03:28:42.808 --> 03:28:44.469]  Free shipping on orders for $50 or more.
[03:28:44.469 --> 03:28:50.275]  I've been misspeaking, but it's 10% off, which is bigger than shipping usually, when you sign up for AutoShip.
[03:28:50.275 --> 03:28:53.138]  And then, free shipping on top of that of orders for $50 or more.
[03:28:53.138 --> 03:28:55.260]  So I've been saying that wrong, because I'm teleprompter free.
[03:28:56.121 --> 03:29:01.085]  I've been working a little bit more than I normally do, so I'm a little bit punch drunk sometimes.
[03:29:01.085 --> 03:29:04.367]  But get DNA Force 23% off the amazing product.
[03:29:04.367 --> 03:29:18.777]  Regardless, you're supporting the broadcast, the InfoWars solar base station and control unit, as well as panels, which are just amazing high quality, last eight times longer than your typical unit, because they're phosphate, battery, lithium, ion, iron powered.
[03:29:18.777 --> 03:29:21.018]  That's at InfoWarsStore.com.
[03:29:21.018 --> 03:29:22.459]  David Knight is straight ahead.
