[00:00:00.009 --> 00:00:00.225]  Thank you.
[03:32:27.075 --> 03:32:27.555]  It's amazing.
[03:32:28.095 --> 03:32:29.977]  We're leading the way on how to resist.
[03:32:30.617 --> 03:32:31.498]  We're ragtag.
[03:32:31.838 --> 03:32:33.620]  We're cross-eyed and exhausted half the time.
[03:32:33.880 --> 03:32:34.881]  But we've got the passion.
[03:32:34.901 --> 03:32:35.761]  We're going over the top.
[03:32:36.142 --> 03:32:38.984]  Infowarsstore.com is the umbrella site.
[03:32:39.224 --> 03:32:45.466]  I'm selling at $19.95 to pay for the banners, to pay for the 18-wheelers with the big signs, to pay for the Jumbotron videos.
[03:32:46.006 --> 03:32:46.987]  And it's really paying off.
[03:32:47.007 --> 03:32:49.007]  Hundreds of newspapers, TV, Hillary for President.
[03:32:49.587 --> 03:32:53.149]  You cannot, but all the shirts we sell, all the ones we have, it's like $60,000.
[03:32:53.189 --> 03:32:55.710]  So we got more being printed right now.
[03:32:55.830 --> 03:32:57.090]  Everybody's got to go buy Hillary for President.
[03:32:57.230 --> 03:33:00.352]  In one block that I walked just a minute ago, I saw 15 of those shirts.
[03:33:00.372 --> 03:33:00.852]  Just in one block!
[03:33:18.283 --> 03:33:23.045]  The drive here from my spot where I'm staying, 30, 40 tons of them.
[03:33:23.065 --> 03:33:25.086]  They're every single way.
[03:33:25.386 --> 03:33:30.348]  The rally yesterday, almost everyone in the crowd had on a Hillary for Prison t-shirt.
[03:33:30.508 --> 03:33:31.669]  It is amazing.
[03:33:32.389 --> 03:33:35.070]  Everyone stops and they go, what does that shirt mean?
[03:33:35.130 --> 03:33:35.450]  Why?
[03:33:35.530 --> 03:33:36.851]  Why does she need to go to prison?
[03:33:37.131 --> 03:33:43.574]  And it allows us to engage in a conversation and teach these people who have no clue about who Hillary really is.
[03:33:43.894 --> 03:33:45.616]  About all the things she's been involved in.
[03:33:45.656 --> 03:33:46.897]  And we're not laying down to that witch.
[03:33:46.917 --> 03:33:48.458]  She's not, she's not gonna buffalo us.
[03:33:48.739 --> 03:33:49.439]  We're not coward.
[03:33:49.459 --> 03:33:50.240]  We're not broke back.
[03:33:50.260 --> 03:33:51.021]  We're taking action.
[03:33:51.041 --> 03:33:51.541]  What about you?
[03:33:51.822 --> 03:33:52.742]  Get your Hillary for President shirt.
[03:33:52.762 --> 03:33:53.523]  I know you already have one.
[03:33:53.543 --> 03:33:53.984]  Buy another one.
[03:33:54.204 --> 03:33:55.165]  Give it to friends and family.
[03:33:55.505 --> 03:33:58.268]  I'm telling you, the war is now, the war is an info war.
[03:33:58.508 --> 03:33:59.088]  We're gonna win.
[03:33:59.609 --> 03:34:02.331]  It's now been duplicated by countless groups and I think that's wonderful.
[03:34:03.297 --> 03:34:10.220]  Imitation is the greatest form of flattery, and now it's all over CNN, it's all over Fox, it's all over the Trump rallies, the Hillary rallies.
[03:34:10.580 --> 03:34:17.642]  The number one search term for a week straight, last week, and still continuing, one of the top search terms is, is Hillary going to jail?
[03:34:17.983 --> 03:34:20.103]  This has been incredibly successful.
[03:34:20.364 --> 03:34:27.706]  Because it shows, despite corporate control, and despite them trying to control the meme, we've had three versions of the Hillary for Prison shirt.
[03:34:28.227 --> 03:34:31.588]  All of them have been collector's edition, and have helped fund the InfoWar.
[03:34:32.208 --> 03:34:34.789]  We now have a third edition in.
[03:34:35.029 --> 03:34:36.330]  The second edition sold out.
[03:34:36.710 --> 03:34:53.237]  It's the same as the last, but on the right shoulder says InfoWars.com, on the back it says InfoWars.com, legalized freedom, be part of history, be part of supporting the InfoWar, be part of meeting like-minded friends and family.
[03:34:54.076 --> 03:35:01.879]  Get your Hillary for Prison 2016 third wave shirts at Infowarstore.com or call toll free 888-253-3139.
[03:35:20.828 --> 03:35:32.177]  So, you know, I guess maybe it's just American special interests that she doesn't like in Washington, but foreign governments are free to buy all the influence that they want, you know, whether it's Turkey or Saudi Arabia or whatever.
[03:35:33.058 --> 03:35:44.707]  Meanwhile, they said, as I point out on Heat Street, she is vacuuming up millions of dollars in donations from individuals and entities, and we know how this is going to play out if she becomes president.
[03:35:45.287 --> 03:35:49.971]  On the other side, we've got Republicans and Democrats making money from Erdogan.
[03:35:50.666 --> 03:36:03.093]  We've got the Turkish Embassy in Washington getting money from the Gephardt Group that's led by former House Majority Leader Dick Gephardt, as well as also hiring Vin Weber's lobbyist group.
[03:36:03.833 --> 03:36:05.794]  Okay, so it's working in both ways.
[03:36:05.814 --> 03:36:09.256]  It's just that's how Washington has played itself out.
[03:36:10.216 --> 03:36:14.539]  So they go in and they create problems, and then these people try to buy influence from them.
[03:36:14.559 --> 03:36:18.521]  Of course, Erdogan is trying to extradite Fatala Gulen.
[03:36:18.561 --> 03:36:25.646]  As we pointed out in the interview that I had with Mark Hall on Sunday, it also has consequences for NATO, it has consequences for U.S.
[03:36:25.706 --> 03:36:31.350]  military base, it has consequences for the relationship that we have between us and Russia.
[03:36:32.210 --> 03:36:38.912]  Turkey is playing that card as well, trying to move closer to Russia, has shut down the U.S.
[03:36:38.952 --> 03:36:39.592]  military base.
[03:36:39.632 --> 03:36:41.473]  I don't know if that's been reopened or not.
[03:36:42.293 --> 03:36:46.754]  Certainly there's no good side in this Turkish situation.
[03:36:47.234 --> 03:36:48.055]  But let's take a look.
[03:36:48.295 --> 03:37:00.298]  As you're looking at how this Turkish imam, who has 150 schools here in America, where they are indoctrinating about 60,000 American children,
[03:37:01.559 --> 03:37:05.121]  And he is buying millions of dollars of influence from Hillary Clinton.
[03:37:06.102 --> 03:37:13.047]  As you look at that, consider the person who had been touted as one of the strongest running mates for Hillary Clinton, Julian Castro.
[03:37:13.707 --> 03:37:31.039]  The Castro brothers, the twin brothers, one is a congressman, the other is now Secretary of Housing and Urban Development, their mother was one of the founding members of the race, La Raza, the explicitly racist Hispanic group.
[03:37:32.370 --> 03:37:36.111]  And they were touting him as a key possible choice for running mate.
[03:37:36.131 --> 03:37:41.953]  We're going to look at some of the other possible choices of running mate that people are putting forward to Hillary Clinton.
[03:37:42.413 --> 03:37:50.296]  But it was on Monday that several news outlets reported that an investigation by the U.S.
[03:37:50.456 --> 03:37:54.857]  Office of Special Counsel said that he had violated the Hatch Act.
[03:37:54.937 --> 03:37:56.018]  Now what is the Hatch Act?
[03:37:56.803 --> 03:37:57.403]  This goes back to 1939.
[03:37:57.803 --> 03:38:06.607]  It's officially titled, An Act to Prevent Pernicious Political Activities for Federal Employees.
[03:38:06.707 --> 03:38:20.173]  The main provision prohibits employees in the executive branch of the federal government except for the president, the vice president, and certain designated high-level officials of that branch from engaging in some forms of political activity.
[03:38:20.193 --> 03:38:20.993]  Okay?
[03:38:21.473 --> 03:38:22.074]  So this is
[03:38:23.374 --> 03:38:26.596]  Not ethical, and it is corruption, okay?
[03:38:26.616 --> 03:38:29.118]  But nothing happens to Julian Castro.
[03:38:29.618 --> 03:38:41.546]  It may have hurt his veep...veepstakes chances here because the last thing Hillary needs is another reminder of people how they sail past any laws and how the laws don't apply to them.
[03:38:41.966 --> 03:38:43.147]  What did he do, however?
[03:38:43.447 --> 03:38:43.727]  Okay?
[03:38:44.228 --> 03:38:45.669]  They say that he gave an interview.
[03:38:46.812 --> 03:38:53.078]  And he had the seal of his department, the Housing and Urban Development Department, was visible behind him as he gave the interview.
[03:38:53.099 --> 03:38:59.305]  This is reported by the Washington Post, hardly a right-wing, part of the vast right-wing conspiracy, as Hillary Clinton would say.
[03:38:59.365 --> 03:39:00.586]  No, this is the Washington Post.
[03:39:01.187 --> 03:39:09.575]  He answered questions from host Katie Couric for Yahoo News about his support for Hillary Clinton, including his chances as running mate, okay?
[03:39:10.356 --> 03:39:12.338]  I say, from the report, when Ms.
[03:39:12.799 --> 03:39:27.616]  Couric interviewed Secretary Castro, she introduced him as Secretary, the official HUD seal appeared behind him, he spent the first seven minutes talking exclusively about HUD programs and initiatives, and as such, he gave the interview in his official capacity.
[03:39:28.277 --> 03:39:43.451]  And they say, although he stated during the interview that he was, quote, taking off my HUD hat for a second and just speaking individually, unquote, to indicate he was answering questions in his personal capacity, that disclaimer could not negate the fact that he was appearing in his official capacity for the rest of the interview.
[03:39:44.372 --> 03:39:50.678]  Because he advocated for and against presidential candidates, says the Office of Special Counsel,
[03:39:51.874 --> 03:40:04.098]  While appearing in his official capacity, Secretary Castro violated the Hatch Act's prohibition against using one's official authority or influence to interfere with or to affect the result of an election.
[03:40:04.918 --> 03:40:05.178]  Okay?
[03:40:05.638 --> 03:40:08.759]  So this is something they did.
[03:40:08.799 --> 03:40:11.600]  Now Obama has come out and said there will be no penalty for him.
[03:40:12.301 --> 03:40:15.843]  And quite frankly, the penalty for violating the Hatch Act is not that severe.
[03:40:15.883 --> 03:40:17.944]  There's no fines, there's no imprisonment.
[03:40:18.585 --> 03:40:21.026]  What would happen is you would lose your job.
[03:40:21.426 --> 03:40:23.468]  But of course, that's a big deal in Washington.
[03:40:23.508 --> 03:40:24.648]  Those are pretty cushy jobs.
[03:40:24.968 --> 03:40:28.070]  So I guess that's a pretty rough penalty if you lose that job.
[03:40:28.130 --> 03:40:33.814]  But White House Press Secretary Josh Earnest said, well, to his credit, he acknowledges that mistakes were made.
[03:40:35.355 --> 03:40:39.117]  Are we going to come after Josh Earnest for plagiarism?
[03:40:40.233 --> 03:40:44.659]  How many times have you heard that phrase when people are caught in a crime?
[03:40:45.840 --> 03:40:50.446]  Whether they're a politician or whether they're a glitterbug preacher, mistakes were made.
[03:40:50.466 --> 03:40:51.467]  Mistakes were made.
[03:40:53.402 --> 03:40:54.923]  That is, uh, okay.
[03:40:55.563 --> 03:41:00.005]  But of course, plagiarism, I'll remind you, is not a crime, okay?
[03:41:00.665 --> 03:41:08.348]  You have to sue somebody if you think that it is something significant, if they copy it and put it in writing and make money off of it, okay?
[03:41:08.928 --> 03:41:09.869]  You can sue them for that.
[03:41:09.909 --> 03:41:17.352]  But plagiarism is not a crime, as I mentioned, unlike violating intentionally the security regulations as Secretary of State.
[03:41:18.536 --> 03:41:28.400]  So, when we look at this, even though that is limited to the executive branch, consider what Ruth Bader Ginsburg did about a week and a half ago.
[03:41:28.420 --> 03:41:30.501]  Remember, she gave a couple of interviews.
[03:41:31.082 --> 03:41:36.164]  One of them she gave with the New York Times, and she said, I can't imagine what this place would be.
[03:41:36.284 --> 03:41:41.786]  I can't imagine what the country would be with Donald Trump as our president, she told the New York Times.
[03:41:42.367 --> 03:41:44.188]  For the country, it could be four years.
[03:41:44.248 --> 03:41:47.009]  For the court, it could be, I don't even want to contemplate that.
[03:41:47.898 --> 03:41:56.364]  She also had an interview with the AP, where she assumed that Hillary Clinton would be nominated and would win the November election.
[03:41:56.884 --> 03:42:04.810]  Asked what would happen in that interview if Trump won, she said, I don't even want to think about the possibility, but if it should be, then everything is up for grabs.
[03:42:04.830 --> 03:42:07.552]  So she gave a couple of high-profile interviews, okay?
[03:42:08.312 --> 03:42:10.334]  And this is, again, the Washington Post.
[03:42:10.834 --> 03:42:12.996]  Not part of the vast right-wing conspiracy.
[03:42:13.016 --> 03:42:22.646]  And they go out and they talk to law professors and they say, well, you know, she's had a history of being very blunt and outspoken and frank about things, you know, like Scalia used to be.
