[00:00:08.004 --> 00:00:08.665]  Well here we are.
[03:10:55.283 --> 03:10:58.764]  If you look at why the country was created, it's going to take plain and simple.
[03:10:59.064 --> 03:11:04.206]  We are facing the same things with the TSA, the false flags, the 9-11, everything.
[03:11:04.266 --> 03:11:05.127]  This is what it is.
[03:11:05.207 --> 03:11:06.247]  We have been invaded.
[03:11:07.988 --> 03:11:09.388]  Alright, thank you for the call, Berger.
[03:11:09.489 --> 03:11:11.629]  Yeah, I haven't heard that theory before.
[03:11:11.669 --> 03:11:12.630]  That's certainly a new one.
[03:11:13.010 --> 03:11:15.031]  Let's go to Michael in New Jersey.
[03:11:16.051 --> 03:11:17.072]  Also wants to talk about war.
[03:11:17.132 --> 03:11:17.732]  Go ahead, Michael.
[03:11:19.265 --> 03:11:19.845]  I knew it!
[03:11:49.201 --> 03:11:51.142]  But does that mean that Donald Trump knew it?
[03:11:51.763 --> 03:11:55.605]  He only knows if he hires generals and CIA... Well, here's the deal.
[03:11:55.625 --> 03:11:56.666]  Just to clear the air on this.
[03:11:56.946 --> 03:11:59.488]  With the whole Syria thing, I don't think... I think Trump knew it.
[03:11:59.508 --> 03:12:00.208]  Of course he knew it.
[03:12:00.749 --> 03:12:01.609]  His generals knew it.
[03:12:02.190 --> 03:12:10.335]  They lied about it for an agenda, whether that agenda was to remove Assad from power or whether to test missiles before they go to war in North Korea.
[03:12:10.615 --> 03:12:11.156]  I don't know.
[03:12:11.256 --> 03:12:11.916]  That's the debate.
[03:12:12.537 --> 03:12:13.097]  Now, go on.
[03:12:13.217 --> 03:12:14.198]  You said you had another point.
[03:12:14.218 --> 03:12:14.578]  Go ahead.
[03:12:14.598 --> 03:12:15.659]  Korea.
[03:12:16.099 --> 03:12:17.340]  The Korean issue.
[03:12:17.887 --> 03:12:19.147]  We live under martial law.
[03:12:19.367 --> 03:12:34.151]  At some level, I would think that I, you, InfoWars, and others would be thrilled to figure out the resolution so we can stop flying the yellow-trimmed flags in every public building, in every school in America.
[03:12:34.171 --> 03:12:42.933]  It doesn't matter how many times I sit down with my congressman, Lo Biando, who's on the House Armed Services Committee, and the
[03:12:44.651 --> 03:12:48.993]  The committee that oversees the NSA, I can talk till I'm blue in the face.
[03:12:49.053 --> 03:12:53.114]  I call him two times a day and hound his ass on these issues.
[03:12:53.494 --> 03:12:58.676]  The fact remains that we had a cessation of hostilities.
[03:12:59.536 --> 03:13:02.618]  We didn't sign a peace treaty and end the Korean War.
[03:13:03.018 --> 03:13:09.240]  Now we have two presidents prior who sat there and did not a damn thing.
[03:13:09.784 --> 03:13:11.946]  Well, most dangerous to who?
[03:13:11.986 --> 03:13:15.148]  You know, I mean, that statement is very relative.
[03:13:15.468 --> 03:13:17.229]  Is North Korea the most dangerous nation to you?
[03:13:22.845 --> 03:13:23.165]  No.
[03:13:23.466 --> 03:13:25.447]  Is North Korea the most dangerous nation to me?
[03:13:25.467 --> 03:13:25.507]  No.
[03:13:27.389 --> 03:13:31.592]  So is North Korea the most dangerous nation to South Korea and North Korea and Japan?
[03:13:31.993 --> 03:13:32.373]  Yes.
[03:13:32.513 --> 03:13:32.893]  Okay.
[03:13:33.554 --> 03:13:42.041]  So maybe we should start prioritizing these wars we get involved to and let's just maybe get an honest admission as to what our agenda is with our foreign policy.
[03:13:42.061 --> 03:13:42.461]  That'd be nice.
[03:13:42.741 --> 03:13:44.683]  Roger Stone joining us on the other side.
[03:13:44.723 --> 03:13:45.323]  Don't go anywhere.
[03:13:45.343 --> 03:13:46.504]  Fourth Hour Alex Jones Show.
[03:13:50.228 --> 03:13:53.214]  We're on the march, the empire's on the run.
[03:13:54.156 --> 03:13:56.821]  Alex Jones and the GCN Radio Network.
[03:14:01.981 --> 03:14:09.726]  Infowars has partnered with Defender Body Armor to bring you a new state-of-the-art line of advanced, highly tested body armor from InfowarsStore.com.
[03:14:09.946 --> 03:14:16.369]  Defender Body Armor is certified to protect against all handgun rounds and even armor-piercing FN 5.7 pistol rounds.
[03:14:16.609 --> 03:14:24.894]  The secret to Defender Body Armor is its proprietary processing technology that disperses more kinetic energy at a rate higher than any other traditional body armor.
[03:14:25.174 --> 03:14:33.943]  Using one of the strongest synthetic materials ever created, called Ultra High Molecular Weight Polyethylene, Defender Armor is also super compact and lightweight.
[03:14:34.183 --> 03:14:39.929]  There's a reason the Department of Defense chose Defender to manufacture their new line of advanced lightweight armor.
[03:14:40.269 --> 03:14:40.729]  It works.
[03:14:41.030 --> 03:14:49.275]  Defender Body Armor is made right here in America and has received the highest level Ballistic Resistance Certification from an authorized NIJ Ballistic Laboratory.
[03:14:49.475 --> 03:14:58.881]  Defender Body Armor is now available through InfoWareStore.com so you can defend yourself, your family, and finance the InfoWare against the globalists all at the same time.
[03:14:59.241 --> 03:14:59.721]  A total 360 win.
[03:15:02.981 --> 03:15:08.304]  The reason InfoWarsLive has five-star ratings on major third-party sites is because I want products I'm gonna use for my family.
[03:15:08.464 --> 03:15:09.044]  I take this.
[03:15:09.304 --> 03:15:10.345]  My family takes this.
[03:15:10.445 --> 03:15:14.687]  And then it funds the operation with the most hardcore, truthful information you're gonna find anywhere.
[03:15:14.727 --> 03:15:19.169]  So what you find in our news is the same thing you find in our products at InfoWarsLive.com.
[03:15:19.329 --> 03:15:23.891]  If I ever forget to take them, I have a noticeable difference.
[03:15:23.971 --> 03:15:25.012]  I don't feel good.
[03:15:25.092 --> 03:15:28.613]  The nascent iodine is one of the ones that was life-changing for me.
[03:15:28.853 --> 03:15:31.494]  Yeah, I actually have just run out of my Super Female.
[03:15:31.554 --> 03:15:36.857]  I had a few bottles at my house and I've been taking it again, hitting the gym once again.
[03:15:37.337 --> 03:15:39.738]  Very exciting, feeling great, looking good.
[03:15:40.298 --> 03:15:43.720]  And I know my hair is luxurious once again.
[03:15:43.840 --> 03:15:46.021]  So obviously the Super Female is amazing.
[03:15:46.081 --> 03:15:46.441]  I love it.
[03:15:46.601 --> 03:15:49.204]  Nascent Iodine is essential.
[03:15:49.404 --> 03:15:50.365]  Survival Shield X2.
[03:15:50.405 --> 03:15:56.351]  If there's one product that I would say is life-changing that I would suggest, it's Nascent Iodine Survival Shield X2.
[03:15:56.371 --> 03:15:57.993]  It's got a five-star rating.
[03:15:58.253 --> 03:16:00.275]  It's a win-win in fullwarslife.com.
[03:16:01.926 --> 03:16:03.307]  Clean, pure drinking water.
[03:16:03.587 --> 03:16:04.869]  You can't survive without it.
[03:16:05.069 --> 03:16:05.970]  But where do you get it?
[03:16:06.270 --> 03:16:12.035]  Alexa Pure Pro is a brand new, groundbreaking, gravity-fed water filtration system that is like no other.
[03:16:12.255 --> 03:16:17.980]  The Alexa Pure Pro transforms water from virtually any fresh source into clean, healthy drinking water.
[03:16:18.180 --> 03:16:35.027]  Pairing the unprecedented superfiltration power of an all-new Gravity Block Core with a hybrid chromatic shell, it removes up to 99.999% of impurities, including bacteria, viruses, fluoride, disinfectants, volatile organic contaminants, and hormones.
[03:16:35.427 --> 03:16:37.548]  Filter capacity up to 5,000 gallons.
[03:16:37.908 --> 03:16:39.109]  Stainless steel construction.
[03:16:39.389 --> 03:16:40.150]  Easy assembly.
[03:16:40.410 --> 03:16:41.050]  Low maintenance.
[03:16:41.330 --> 03:16:43.151]  Replacement filters are simple to install.
[03:16:43.431 --> 03:16:50.555]  And now, as part of an exclusive limited time introductory offer, you can save $20 off the retail price and get free shipping.
[03:16:50.715 --> 03:16:55.698]  This is a limited time offer, so order your unit today and receive free shipping and $20 off.
[03:16:55.898 --> 03:16:58.479]  Go to InfowarsStore.com or call 888-253-3139.
[03:17:11.570 --> 03:17:13.753]  Waging war on corruption.
[03:17:14.253 --> 03:17:15.976]  It's Alex Jones.
[03:17:15.996 --> 03:17:19.360]  Coming to you live from the front lines of the InfoWars.
[03:17:25.207 --> 03:17:28.311]  Now we've got to end the Easter Mega Special here in the next 48 hours.
[03:17:28.631 --> 03:17:29.613]  But people love sales.
[03:17:29.633 --> 03:17:30.353]  I love sales.
[03:17:31.724 --> 03:17:33.005]  And it helps fund our operation.
[03:17:33.045 --> 03:17:35.747]  At least if a lot of people take advantage of the sale, then it does.
[03:17:36.627 --> 03:17:42.951]  If we have a big sale and cut prices down to almost no profit, and then people don't take advantage of it, then we actually lose money.
[03:17:43.232 --> 03:17:46.013]  We need to fund ourselves, fund this operation.
[03:17:46.033 --> 03:17:48.115]  30% off BrainForce, the great nootropic.
[03:17:48.155 --> 03:17:48.795]  Try it, folks.
[03:17:49.075 --> 03:17:49.976]  It supports the broadcast.
[03:17:49.996 --> 03:17:50.616]  You can't lose.
[03:17:50.636 --> 03:17:52.878]  25% off SuperMill Vitality.
[03:17:52.898 --> 03:17:54.139]  25% off Vitamin Mineral Fusion.
[03:17:54.279 --> 03:17:55.199]  25% off Secret.
[03:17:55.219 --> 03:17:56.800]  12% off Vitamin B12.
[03:17:58.121 --> 03:18:05.046]  25% off Super Female Vitality, 25% off Survival Shield X2, and many others at Infowarestore.com.
[03:18:05.686 --> 03:18:19.034]  We've also got it in the special on 40% off on the amazing Nomad Pro Pure Gravity Fed Stainless Steel System at 120-something bucks, leading competitors 250 for the same basic unit.
[03:18:19.175 --> 03:18:20.375]  You cannot beat that deal.
[03:18:21.576 --> 03:18:23.658]  Shield X2 is going to sell out the next few days.
[03:18:23.959 --> 03:18:25.601]  We should get more in the next few weeks.
[03:18:25.681 --> 03:18:26.742]  It's 25% off.
[03:18:27.423 --> 03:18:34.991]  Despite that, go read the reviews for Super Metal Vitality and more at InfoWarsStore.com or simply call toll-free 888-2533.
[03:18:36.513 --> 03:18:37.053]  We're good to go.
[03:18:56.638 --> 03:19:02.424]  Alright ladies and gentlemen, let's now hand the baton to David Knight right here in the Central Texas Command Center.
[03:19:19.707 --> 03:19:21.167]  Welcome back to the Alex Jones Show.
[03:19:21.247 --> 03:19:24.849]  Owen Schroeder now joined in studio by Roger Stone.
[03:19:24.909 --> 03:19:32.851]  An honor to be joined by Roger and you've got a piece that's about to be, it actually might be up on Infowars.com right now, breaking down the latest on Mike Pompeo.
[03:19:33.191 --> 03:19:37.332]  He's for Wikileaks, he's anti-Wikileaks, he's spinning himself in a circle, Roger.
[03:19:37.352 --> 03:19:41.774]  This is deeply disappointing to me, Owen, because
[03:19:43.394 --> 03:19:59.585]  The Central Intelligence Agency and the vaunted 17 agencies we keep hearing about have systematically leaked in an attempt to destabilize the president, first delegitimize his election, and then destabilize him.
[03:20:00.886 --> 03:20:02.887]  And it's clear that the place needs reform.
[03:20:03.007 --> 03:20:10.572]  They need to wipe out the whole second and third levels who continue to be Obama appointees.
[03:20:12.333 --> 03:20:21.867]  Mike Pompeo seems to be buying the BS narrative of the careerists, the neocons, at the Central Intelligence Agency.
[03:20:22.788 --> 03:20:27.996]  And he blurted out last Friday that WikiLeaks is a Russian asset.
[03:20:29.031 --> 03:20:39.914]  So, in all, to be completely reasonable, I would give Mr. Pompeo a reasonable amount of time, say five days, to either produce proof of this outrageous claim or resign.
[03:20:39.934 --> 03:20:42.775]  Because that's not consistent with Donald Trump's view.
[03:20:42.915 --> 03:20:45.716]  Donald Trump said, and I quote, I love WikiLeaks.
[03:20:46.756 --> 03:20:54.839]  There's no evidence whatsoever of Julian Assange being an asset for the Russian state.
[03:20:56.085 --> 03:20:59.627]  The intelligence services keep repeating this because they need it to be true.
[03:21:00.428 --> 03:21:15.957]  If it's not true, well then, ultimately, and there is no Russian collusion, we're going to learn that the president was under surveillance, or his aides were under surveillance, and he was caught up by it, at a minimum, for strictly political reasons.
[03:21:16.917 --> 03:21:18.458]  That's Watergate times 10.
[03:21:18.538 --> 03:21:22.401]  That's spying on the Republican nominee for president.
