[00:00:05.799 --> 00:00:06.539]  What's his name?
[03:27:31.896 --> 03:27:33.596]  That's that's what makes us tick, man.
[03:27:33.636 --> 03:27:35.797]  So we just want to protect the kids.
[03:27:35.857 --> 03:27:47.579]  And I think any decent human being that's not insane or has not like deliberately done some weird thing where they've sold their soul to the devil can agree that we should not be torturing our infants to death.
[03:27:48.439 --> 03:27:49.699]  So if you know.
[03:27:50.399 --> 03:27:55.823]  But of course, we've seen this when we look at it in the UK, and we look at the case of Seville.
[03:27:56.483 --> 03:28:05.369]  And what was happening was we saw people at lower levels of Scotland Yard open up multiple investigations of him, and then they were shut down by the higher-ups.
[03:28:05.569 --> 03:28:07.090]  And the same thing happened at the BBC.
[03:28:07.110 --> 03:28:12.214]  As soon as the guy died, people knew what was going on, they did a documentary, and then the higher-ups at the BBC shut it down.
[03:28:12.554 --> 03:28:14.215]  So that's what we're going against.
[03:28:14.275 --> 03:28:20.019]  It isn't the rank-and-file people, they see this, they're offended by this, but it's the people at the upper levels that shut this down.
[03:28:20.899 --> 03:28:33.602]  Yeah, well it's the weak who abuse their authority and it's the weak who resort to this kind of desperate caper or scheme to try to gain power in this world.
[03:28:33.622 --> 03:28:35.422]  It's disappointing.
[03:28:35.842 --> 03:28:42.624]  It would be laughable except for the victims who are very real and the absolute torture and torment that so many
[03:28:43.144 --> 03:28:44.386]  Children are enduring.
[03:28:44.786 --> 03:28:57.140]  So when I have exposed and blown the whistle on federal crooks in the past out of practical necessity, what I saw in the process is that the exposure is what they feared most.
[03:28:57.180 --> 03:28:58.642]  That is what they could not control.
[03:28:59.202 --> 03:29:08.211]  They had friends across the federal government that were crooks that would allow them to do whatever they were doing, but they didn't control those who were going straight to the media.
[03:29:08.311 --> 03:29:09.793]  So I'm like, aha, I see you.
[03:29:09.813 --> 03:29:11.494]  I see how you crooks function.
[03:29:11.534 --> 03:29:22.425]  I see what shakes your pathetic little coward carcass right to the bone as exposure because what you're doing is so despicable and unacceptable that you can't bear to have it known.
[03:29:22.485 --> 03:29:23.386]  So we're going to make it known.
[03:29:23.786 --> 03:29:26.767]  That's right, you've got to shine the shine light on these cockroaches.
[03:29:27.087 --> 03:29:27.747]  That's very important.
[03:29:27.767 --> 03:29:31.068]  Give out that website one more time where people can make contributions.
[03:29:33.389 --> 03:29:36.210]  It is vets4childrescue.org.
[03:29:36.630 --> 03:29:37.010]  Very good.
[03:29:37.130 --> 03:29:39.811]  And that's where people can go directly to contribute to this.
[03:29:40.191 --> 03:29:40.611]  Very important.
[03:29:40.631 --> 03:29:42.512]  Thank you so much, Craig Sawyer, for your efforts.
[03:29:42.652 --> 03:29:45.133]  And that's a very important thing for people to get behind.
[03:29:45.173 --> 03:29:48.134]  When we come back, I'm going to tell you how they're trying to normalize this.
[03:29:48.194 --> 03:29:52.515]  We have a window here to shut this down, expose it, or they're going to normalize it in society.
[03:29:53.462 --> 03:29:55.067]  The Empire's on the run.
[03:29:55.990 --> 03:29:58.698]  Alex Jones and the GCN Radio Network.
[03:30:02.990 --> 03:30:05.292]  Mainstream media threw a fit on Monday.
[03:30:05.533 --> 03:30:19.447]  Independent journalist Mike Cernovich outed Susan Rice, who was Obama's national security advisor, as the person who requested the unmasking of Donald Trump and his associates' names in the months leading up to the election, all the way up until Trump's inauguration.
[03:30:19.587 --> 03:30:22.010]  This, of course, was turning out to be the biggest story of the day.
[03:30:22.190 --> 03:30:22.911]  So what happened?
[03:30:23.051 --> 03:30:25.053]  Later in the afternoon, we got The Manufactured.
[03:30:25.273 --> 03:30:29.357]  Blackwater found secret Seychelles meeting to establish Trump-Putin backchannel.
[03:30:29.598 --> 03:30:35.944]  That's right, Trump-Putin backchannel could be found in thousands of articles, all released within two hours of each other.
[03:30:36.144 --> 03:30:43.652]  And they claim that Eric Prince of Blackwater was having secret meetings at an Indian Ocean island with Russia to set up a secret backchannel with Putin.
[03:30:46.115 --> 03:30:57.112]  The proof we do have are the NSA request logs with Susan Rice's name all over them, which is asking for the unmasking of Donald Trump and his associates so she, Obama, and others could spy on them.
[03:30:57.753 --> 03:31:00.818]  Rob Due reporting for InfoWars.com and InfoWars Nightly News.
[03:31:02.788 --> 03:31:07.590]  Over the years, there have been a lot of powerful advancements in the field of science and nutraceuticals.
[03:31:07.850 --> 03:31:16.492]  Longevity integrates years of scientific research into creating fantastic products like Beyond Tangy Tangerine, plant-derived minerals, and much more.
[03:31:16.512 --> 03:31:20.493]  Longevity also offers you an ingenious way to augment your income.
[03:31:20.654 --> 03:31:21.334]  And the best part?
[03:31:21.434 --> 03:31:24.015]  You'll be helping your friends and family along the way.
[03:31:24.295 --> 03:31:26.735]  Visit InfoWarsTeam.com today.
[03:31:26.915 --> 03:31:27.616]  Become a member.
[03:31:27.696 --> 03:31:31.777]  Get discounts on the amazing products and free shipping when you sign up for AutoShip.
[03:31:31.977 --> 03:31:38.479]  And you're able to promote the products to friends and family and neighbors in your community and make money while helping people at the same time.
[03:31:38.719 --> 03:31:39.419]  Another win-win.
[03:31:39.659 --> 03:31:43.220]  That's why I'm a member of the Longevity Team at Infowarsteam.com.
[03:31:43.400 --> 03:31:44.400]  And you can be too.
[03:31:44.640 --> 03:31:45.121]  It's simple.
[03:31:45.201 --> 03:31:48.001]  Just go to Infowarsteam.com today.
[03:31:48.141 --> 03:31:50.062]  Complete a short sign-up and you're part of the team.
[03:31:50.242 --> 03:31:53.303]  That's Infowarsteam.com or Infowarshealth.com.
[03:31:53.483 --> 03:31:59.645]  So many people call into my radio show and tell me how Longevity and the products at Infowarsteam.com have changed their lives.
[03:31:59.785 --> 03:32:01.105]  Check it out for yourself today.
[03:32:02.660 --> 03:32:07.964]  After being sold out for months, our best-selling super blue fluoride toothpaste is now back in stock at InfoWareStore.com.
[03:32:08.124 --> 03:32:10.025]  Research across the board is clear.
[03:32:10.226 --> 03:32:15.269]  When bacteria infects your gums, it can enter your bloodstream and even contribute to blood clots and heart attacks.
[03:32:15.509 --> 03:32:19.272]  That's why the last Surgeon General's report on oral health warns that
[03:32:19.372 --> 03:32:22.554]  Your oral health can have a serious impact on your entire body.
[03:32:22.814 --> 03:32:25.856]  Super Blue Fluoride Free Toothpaste is a groundbreaking new formula.
[03:32:25.976 --> 03:32:29.638]  It's loaded with good halogen iodine instead of the bad halogen fluoride.
[03:32:29.878 --> 03:32:36.922]  Super Blue contains natural oils and ingredients used since biblical times to help wipe out bad bacteria and eliminate bad breath.
[03:32:37.022 --> 03:32:42.425]  Just some of the ingredients in Super Blue chosen by our dental experts include xylitol, peppermint oil,
[03:32:42.685 --> 03:32:44.566]  Iodine, nanosilver, and more.
[03:32:44.726 --> 03:32:52.769]  Due to requests from listeners who found that Spearmint was a little bit too strong for some of their children, we have created the new Bubblegum-flavored Superblue that is Spearmint-free.
[03:32:53.029 --> 03:33:01.333]  Learn more about the new Bubblegum-flavored Superblue toothpaste and more at InfoWarsLife.com and support the InfoWars while you support healthy gums and teeth.
[03:33:04.302 --> 03:33:06.163]  I've been everywhere, man.
[03:33:06.484 --> 03:33:08.285]  I've been everywhere, man.
[03:33:08.525 --> 03:33:10.386]  Across the deserts there, man.
[03:33:10.566 --> 03:33:12.448]  I breathe the mountain air, man.
[03:33:12.708 --> 03:33:14.669]  I travel like I had my share, man.
[03:33:15.009 --> 03:33:16.250]  Welcome back to the Alex Jones Show.
[03:33:16.330 --> 03:33:16.991]  I'm David Knight.
[03:33:17.011 --> 03:33:19.132]  The world is a dangerous place.
[03:33:19.472 --> 03:33:24.776]  Not because of evil, but because of those who look on and do nothing.
[03:33:24.796 --> 03:33:30.079]  From the front lines of the information war, it's Alex Jones.
[03:33:30.300 --> 03:33:32.681]  Alright, and I'm David Knight, and we're gonna...
[03:33:34.402 --> 03:33:40.209]  Go to some news about the Rice Affair and how it's being handled and spun in the media.
[03:33:40.229 --> 03:33:44.434]  Of course, we're going to detail this and a great deal in the 3 to 5 broadcast.
[03:33:44.454 --> 03:33:45.936]  I'm going to be with Owen Schroyer today.
[03:33:45.956 --> 03:33:53.264]  We're going to talk about her appearance earlier today on MSNBC to try to spin what really is
[03:33:54.265 --> 03:33:55.826]  This is spinning out of control, folks.
[03:33:55.866 --> 03:33:57.547]  They're not going to be able to contain this.
[03:33:58.388 --> 03:34:01.729]  This is really turning into a Watergate type of issue.
[03:34:01.790 --> 03:34:08.834]  As I titled the coverage last night on the InfoWars Nightly News, I said, this is Obama getting his Nixon on.
[03:34:08.914 --> 03:34:11.275]  And this thing is unraveling exactly like that.
[03:34:11.315 --> 03:34:14.357]  It's absolutely amazing how the parallels to this.
[03:34:14.777 --> 03:34:15.397]  We're going to get to that.
[03:34:15.437 --> 03:34:17.098]  But I want to put a book in on this.
[03:34:18.119 --> 03:34:19.460]  What we're talking to Craig Sawyer.
[03:34:20.521 --> 03:34:23.362]  About his investigation and exposure of what's going on in pedophilia.
[03:34:23.382 --> 03:34:25.983]  Because we have to expose what's going on.
[03:34:26.043 --> 03:34:29.024]  We have to make this real for the public.
[03:34:29.264 --> 03:34:35.606]  They have to understand how this is going on, how this is being covered up by those who are in power.
[03:34:36.446 --> 03:34:37.466]  And we have to do this quickly.
[03:34:37.987 --> 03:34:40.287]  Because what they're doing is they're normalizing this.
[03:34:40.307 --> 03:34:45.209]  You know when we talk about the Overton window, where you get people accustomed to something and you make something the new normal?
[03:34:46.377 --> 03:34:48.439]  Well, there's an article on New American today.
[03:34:49.320 --> 03:34:51.763]  UN LGBT czar.
[03:34:52.143 --> 03:34:56.207]  Yeah, they have a czar for LGBT issues at the UN.
[03:34:56.928 --> 03:34:58.790]  And he's talking about indoctrinating children.
[03:34:58.830 --> 03:35:01.012]  And this is what he said on Argentinian television.
[03:35:01.473 --> 03:35:03.395]  He said, the younger, the better.
[03:35:04.565 --> 03:35:05.706]  And they point out the New American.
[03:35:05.746 --> 03:35:06.547]  This is an article today.
[03:35:06.587 --> 03:35:13.092]  They said pro-family groups hoping the UN would quit pushing gender confusion on children under the new UN Secretary.
[03:35:13.132 --> 03:35:14.894]  Guterres are going to be very disappointed.
[03:35:15.234 --> 03:35:19.938]  He's using taxpayer resources to push indoctrination to schools worldwide, especially on young children.
[03:35:20.398 --> 03:35:30.547]  Simultaneously, the UN is helping to wage a global war on religious liberty, much of it in the guise of protecting LGBT activists from quote-unquote stigma and discrimination.
[03:35:31.536 --> 03:35:36.061]  Now they say that this guy was in Argentina, and here's what he had to say.
[03:35:36.681 --> 03:35:39.444]  He said, uh, it's very important to start working with young people.
[03:35:40.025 --> 03:35:41.106]  The younger, the better.
[03:35:41.627 --> 03:35:50.055]  With a politics that amplify empathy for vulnerable populations such as LGBTI people can be, and I, I, now they've added a new one.
[03:35:50.196 --> 03:35:51.417]  I'm not sure what I means.
[03:35:51.597 --> 03:35:52.238]  Oh, intersex.
[03:35:52.378 --> 03:35:53.018]  Okay, whatever.
[03:35:54.680 --> 03:35:59.963]  I'm sure this is starting to get, as Anthony Cumia once said, he said, it's starting to get like Star Trek.
[03:36:00.283 --> 03:36:03.265]  We have so many different imaginary genders that are coming up here.
[03:36:03.945 --> 03:36:08.608]  And then they put in here, they say, for perspective, here's what the American College of Pediatrics has said.
[03:36:09.348 --> 03:36:21.635]  They say, quote, conditioning children into believing a lifetime of chemical and surgical impersonation of the opposite sex is normal and healthful is child abuse.
[03:36:22.415 --> 03:36:23.175]  It's child abuse.
[03:36:23.435 --> 03:36:25.416]  And they're normalizing this in public opinion.
[03:36:25.436 --> 03:36:26.816]  They're moving the Overton window.
