[00:00:12.250 --> 00:00:13.451]  Wow, Friday.
[03:46:52.743 --> 03:46:56.964]  If you say, I want to start a media company, they'll give you 10 reasons why it's a bad idea.
[03:46:57.344 --> 03:46:58.985]  Lawyers are not visionaries.
[03:46:59.085 --> 03:47:04.747]  Lawyers are risk averse and they focus on that 1% of the risk and say, well, you better
[03:47:05.467 --> 03:47:09.388]  You better not take this shot because there's this downside risk that maybe he was only 1%.
[03:47:09.728 --> 03:47:16.510]  So I interpreted Breitbart as run by lawyers to mean that they don't want to take big risks anymore.
[03:47:17.610 --> 03:47:18.470]  That's exactly right.
[03:47:18.490 --> 03:47:22.951]  And there's nothing wrong with that mindset, but that's dramatically different than what Steve did.
[03:47:23.171 --> 03:47:31.233]  You know, I can't see Breitbart with the kind of, you know, truly, like I said, killer instinct right now because they are concerned about so much risk.
[03:47:32.999 --> 03:47:35.220]  And the story, so what was the assignment?
[03:47:35.340 --> 03:47:38.581]  I know for a fact that they had a major story.
[03:47:38.701 --> 03:47:40.222]  I'm not gonna scoop them.
[03:47:40.602 --> 03:47:46.004]  But I know for a fact that they had a major story that would have sent shockwaves.
[03:47:46.064 --> 03:47:47.365]  It's a national security story.
[03:47:47.765 --> 03:47:50.966]  It would have sent shockwaves all through D.C.
[03:47:51.686 --> 03:47:54.808]  and they decided not to run it.
[03:47:54.948 --> 03:47:57.689]  Are big time stories getting killed inside Breitbart?
[03:47:58.442 --> 03:48:03.985]  Well Breitbart had an approval process and some stories would just inexplicably never get approved.
[03:48:04.025 --> 03:48:05.006]  They sit there for hours.
[03:48:05.386 --> 03:48:16.653]  Even simple things like I was trying to write up an FBI report, an internal report, not classified, that came out stating that the media is directly responsible for these executions of cops in the streets.
[03:48:17.233 --> 03:48:21.514]  You know, there's 50, 60 cops that were murdered, you know, in 2016, 2015.
[03:48:22.035 --> 03:48:27.896]  And a lot of these were from people who were ginned up by media reports on Ferguson, you know, etc.
[03:48:28.437 --> 03:48:30.037]  And they would just go out and they would shoot a cop.
[03:48:31.097 --> 03:48:39.100]  But Breitbart didn't want to touch that because it did have, you know, the FBI did talk about like the racial element of, you know, the black man getting shot by the white cop.
[03:48:40.221 --> 03:48:46.185]  And they just decided, well, there's 1% chance that this could be a backlash on us, so we're just not going to run on the story.
[03:48:46.565 --> 03:48:47.986]  So yes, they have killed a lot of stories.
[03:48:48.567 --> 03:48:59.475]  And one thing I encourage our listeners to do is go to leestraininghandsthepopulist.tv for some of the stories, especially on, you know, the SPLC, the Frankfurt School, the Twin Falls narrative that Breitbart killed.
[03:49:01.181 --> 03:49:06.728]  Yeah, and I'd also heard too that there was a meeting, and this is a direct quote that I got from one of my sources.
[03:49:07.269 --> 03:49:10.132]  Somebody at the meeting had said, we want to be more like The Hill.
[03:49:11.294 --> 03:49:14.878]  Is that anything that you heard or culturally you felt was happening?
[03:49:15.632 --> 03:49:16.452]  Yes, absolutely.
[03:49:16.632 --> 03:49:21.074]  And, you know, there's a time and a place for that, but Breitbart's trying to be all things to all people, and it's not going to work.
[03:49:21.814 --> 03:49:27.596]  And, you know, they've said publicly, we want to become the right-wing version of The New York Times.
[03:49:27.696 --> 03:49:34.418]  Well, you're Breitbart, and I feel like they're trying to run away from the legacy and the reputation that gave them their success, and I think it's a mistake.
[03:49:35.618 --> 03:49:41.843]  And that's exactly why I told a lot of my friends at Breitbart, I said, you're not going to out-hill the hill.
[03:49:41.883 --> 03:49:44.004]  You're not going to out-politico-politico.
[03:49:44.325 --> 03:49:51.570]  Your value proposition is that you're covering news and information that nobody else in the mainstream media is going to cover.
[03:49:52.051 --> 03:49:53.612]  That's your value proposition.
[03:49:54.112 --> 03:49:55.613]  That's what people go to your website for.
[03:49:55.633 --> 03:49:56.474]  That's what they expect.
[03:49:56.514 --> 03:50:03.980]  And if all they're going to get is another saccharine basic talking point on the story of the day that they can find at the hill of the politico,
[03:50:04.581 --> 03:50:05.748]  Then why go to Breitbart?
[03:50:06.576 --> 03:50:07.036]  Exactly.
[03:50:07.316 --> 03:50:12.739]  And becoming the right-wing version of the Huffington Post, you're not distinguishing yourself from the herd.
[03:50:13.220 --> 03:50:20.464]  And Spriteboard should be pursuing these stories, these hot-button stories that maybe other legacy media will touch and ridicule them for covering, too.
[03:50:20.904 --> 03:50:27.588]  We always get ridiculed for covering illegal alien crime, even though it's 100% preventable, and it's something that people care about.
[03:50:28.068 --> 03:50:30.429]  So I really hope that they return to their old legacy.
[03:50:30.469 --> 03:50:35.172]  They realize that the direction they're going in is a mistake, and I just wish them all the success in the world.
[03:50:35.987 --> 03:50:40.509]  Well, I think I don't want to get my facts wrong, so correct me if I'm wrong.
[03:50:40.989 --> 03:50:49.772]  Didn't Ann Coulter have her column serialized at Breitbart and they cut out a link that she had included to a map of violence against Trump supporters?
[03:50:50.532 --> 03:51:01.477]  Yes, Ann's column on how leftists want to kill us, which is frighteningly true, had a link to American Renaissance, which is a white advocacy group, very famous, was founded in 1990.
[03:51:03.556 --> 03:51:05.723]  Imagine the world without InfoWars.
[03:51:09.178 --> 03:51:11.179]  The globalists have already consolidated their ballot.
[03:51:11.659 --> 03:51:15.360]  They don't want people to have their own economies, their own choices.
[03:51:16.080 --> 03:51:29.404]  When you spread the links to Infowars.com news stories and our videos, when you tell friends, family, and neighbors about our free iPhone and Droid apps, or send them a link to our daily podcast, you are involved in a revolutionary act against tyranny.
[03:51:29.824 --> 03:51:34.966]  It was George Orwell that said, in a world of universal deceit, telling the truth is a revolutionary act.
[03:51:35.726 --> 03:51:39.579]  That's why I spend a lot of time trying to not just innovate,
[03:51:40.868 --> 03:51:46.951]  News and analysis and our fight against the globalists, but also thinking about how we're able to fund our operation.
[03:51:47.251 --> 03:51:50.052]  That's so critical to prosecute an information war.
[03:51:50.972 --> 03:52:05.939]  And I've spent seven years off and on trying to get a big national brand that's already trusted to let us private label an entire line of personal care products that's organic and high quality.
[03:52:06.259 --> 03:52:08.500]  Well, ladies and gentlemen, we have private labeled it.
[03:52:09.733 --> 03:52:09.893]  Yeah.
[03:52:26.047 --> 03:52:31.630]  You get an additional, out of the gates, 25% off on this product.
[03:52:32.190 --> 03:52:34.812]  Emerix Essentials is all about personal care.
[03:52:35.272 --> 03:52:41.535]  Hygiene, not getting skin cancer, not getting bit by a bunch of bugs and gnats and mosquitoes.
[03:52:42.016 --> 03:52:42.996]  It's all there.
[03:52:43.176 --> 03:52:48.039]  The body wash, the shampoo, the deodorant, the mouthwash, all of it.
[03:52:48.639 --> 03:52:49.779]  It's truly game-changing.
[03:52:50.260 --> 03:52:51.040]  BOA spray.
[03:52:51.360 --> 03:52:53.380]  Totally organic, essential oils.
[03:52:54.101 --> 03:52:57.662]  Works a lot better than the toxic chemical systems that are out there.
[03:52:58.042 --> 03:53:00.302]  And it is comparable in price.
[03:53:00.602 --> 03:53:02.043]  And again, it's concentrated.
[03:53:02.383 --> 03:53:03.803]  The deodorant is amazing.
[03:53:04.263 --> 03:53:04.944]  High quality.
[03:53:05.624 --> 03:53:07.144]  Doesn't have the aluminum garbage in it.
[03:53:07.444 --> 03:53:08.185]  Totally natural.
[03:53:08.465 --> 03:53:08.925]  Works great.
[03:53:09.885 --> 03:53:13.631]  SPF 30, face and body lotion, sunscreen, unscented.
[03:53:14.192 --> 03:53:18.980]  This is exciting because so many of the so-called sunscreens that are out there are toxic.
[03:53:19.420 --> 03:53:21.423]  As everyone knows, I'm obsessed with Wynn Wynns.
[03:53:21.443 --> 03:53:22.605]  20% off what it is retail.
[03:53:24.684 --> 03:53:33.493]  Because we cut out the middleman and then additionally you sign up for auto ship out of the gates 25% off that because I want you to try these products.
[03:53:33.633 --> 03:53:34.855]  I want you to love these products.
[03:53:35.195 --> 03:53:45.826]  I want to have a deeper relationship with you in a 360 win a non-zero-sum game where you get high quality you get value and you repeat order something you need every month.
[03:53:46.707 --> 03:53:54.336]  And then we're able to secure our funding into the future to not just stay at the level we're at, but to grow in the face of enemy attacks.
[03:53:54.616 --> 03:53:59.242]  Infowarslife.com, infowarsstore.com, and you'll find Emmerich's Essentials.
[03:54:10.836 --> 03:54:16.478]  The Alex Jones Show, because there is a war on for your mind.
[03:54:16.918 --> 03:54:20.039]  And now, your host, Mike Cernovich.
[03:54:21.239 --> 03:54:23.740]  Back with the last segment with Katie McHugh.
[03:54:23.760 --> 03:54:25.060]  It's been a great conversation.
[03:54:25.080 --> 03:54:28.001]  We're talking about journalism, the future of media.
[03:54:28.461 --> 03:54:33.643]  Before we finish this segment off, I want to remind you tonight, the Trump Hotel, 7 p.m.
[03:54:33.723 --> 03:54:34.743]  Washington, D.C.
[03:54:35.043 --> 03:54:36.184]  We're having a MAGA meetup.
[03:54:36.564 --> 03:54:37.124]  Come on out.
[03:54:37.504 --> 03:54:42.350]  I'm so tired of being treated like some kind of fringe group, like we don't belong.
[03:54:52.683 --> 03:54:53.644]  Like we're outcasts.
[03:54:53.944 --> 03:54:55.105]  We are the mainstream.
[03:54:55.365 --> 03:54:56.265]  We are the majority.
[03:54:56.465 --> 03:54:58.287]  We're taking back what is rightfully us.
[03:54:58.547 --> 03:54:59.427]  We're the good guys.
[03:54:59.527 --> 03:55:05.931]  We got to quit acting like we're in the shadows because these liberal media, these pedophiles threatening assassination.
[03:55:06.411 --> 03:55:10.454]  Seth Rogen's mocking a guy who was stabbed seven times in the chest.
[03:55:11.996 --> 03:55:13.559]  I hope that guy has health insurance.
[03:55:13.859 --> 03:55:14.961]  He doesn't, but I do.
[03:55:15.001 --> 03:55:16.183]  He's going to have to go fund me.
[03:55:16.463 --> 03:55:19.728]  They're making fun of anybody who doesn't have the kind of money that they have.
[03:55:20.109 --> 03:55:22.813]  Johnny Depp advocating the assassination of President Trump.
[03:55:23.113 --> 03:55:24.836]  Madonna threatening to kill Trump.
[03:55:24.876 --> 03:55:25.677]  Kathy Griffin.
[03:55:26.278 --> 03:55:30.660]  All these pedophiles in the media, the pedophiles in the DNC, they won't hand over their server.
[03:55:31.000 --> 03:55:32.721]  They are the pedophiles.
[03:55:33.121 --> 03:55:34.502]  They are the people covering things up.
[03:55:34.782 --> 03:55:35.642]  They are the murderers.
[03:55:36.002 --> 03:55:37.083]  They are the psychopaths.
[03:55:37.383 --> 03:55:38.404]  They are the reptiles.
[03:55:38.704 --> 03:55:42.165]  So it is time for us to show up in public.
[03:55:42.425 --> 03:55:43.606]  We're not hiding anymore.
[03:55:43.866 --> 03:55:50.149]  We're not going to let the streets belong to these vile, disgusting, wicked, duplicitous, demonic people.
[03:55:50.669 --> 03:55:54.113]  Tonight, Trump Hotel, 7 p.m., host your own MAGA meetup.
[03:55:54.433 --> 03:55:59.419]  We're also having a protest, not a protest, a rally against political violence.
[03:55:59.879 --> 03:56:04.584]  We're going to do that in front of the White House, Washington, D.C., this Sunday at noon.
[03:56:04.925 --> 03:56:08.428]  I do believe N4 Wars will be live streaming, but I will double check that.
[03:56:09.069 --> 03:56:12.353]  So watch the live stream if you can't make it, if you're near D.C.
[03:56:12.953 --> 03:56:13.455]  Come on out.
[03:56:13.575 --> 03:56:14.136]  I'll be there.
[03:56:14.537 --> 03:56:15.219]  Jack will be there.
[03:56:15.259 --> 03:56:16.461]  Roger Stone will be there.
[03:56:16.522 --> 03:56:17.063]  Cassandra.
[03:56:17.083 --> 03:56:18.125]  A lot of great people.
[03:56:18.145 --> 03:56:21.152]  A lot of fellow patriots are gonna be there.
[03:56:22.199 --> 03:56:26.561]  Katie McHugh, what is the future of conservative media?
