[00:00:08.900 --> 00:00:10.584]  Thursday, 27th.
[03:24:17.186 --> 03:24:19.026]  Well, not if you're living in a Democrat city.
[03:24:19.046 --> 03:24:22.987]  Probably feel a lot worse.
[03:24:23.607 --> 03:24:24.768]  Hopefully you're not dead.
[03:24:24.788 --> 03:24:31.069]  But that's just, you know, that's just a Democrat-run city, you know.
[03:24:32.489 --> 03:24:34.610]  There's no issues in Democrat-run cities.
[03:24:36.210 --> 03:24:37.291]  I follow the Democrats.
[03:24:37.311 --> 03:24:42.492]  The Democrats are on the podium all day long talking about how they want to help the poor, build the inner cities.
[03:24:43.680 --> 03:24:45.181]  Build the education system?
[03:24:45.221 --> 03:24:48.922]  I mean, Democrat-run cities should be doing pretty well, right?
[03:24:50.903 --> 03:24:52.544]  No, not the case, is it?
[03:24:53.124 --> 03:24:54.725]  And we've got the stories here to prove it.
[03:24:55.325 --> 03:24:57.606]  Pretty sad, to be honest with you folks.
[03:24:58.646 --> 03:24:59.447]  Pretty sad.
[03:25:01.107 --> 03:25:02.368]  Here's one Democrat-run city.
[03:25:02.388 --> 03:25:03.828]  This is a story from Fox News.
[03:25:04.309 --> 03:25:07.070]  Baltimore tops 100 homicides so far in 2017.
[03:25:07.310 --> 03:25:08.030]  That's nice, isn't it?
[03:25:11.906 --> 03:25:13.987]  That's a nice Democrat-run city of Baltimore.
[03:25:14.007 --> 03:25:34.378]  Of course, this is the same city of Baltimore where they had riots in the streets, burning and looting because of an incident with a civilian and a police officer, which hey, yes, if there's an incident with a police officer and a civilian and the police officer is out of line, absolutely.
[03:25:34.418 --> 03:25:35.379]  Needs to be investigated.
[03:25:35.659 --> 03:25:36.499]  Needs to be justice.
[03:25:37.180 --> 03:25:37.940]  Completely agree.
[03:25:38.660 --> 03:25:39.521]  Burning and looting?
[03:25:40.981 --> 03:25:41.861]  That's not justice.
[03:25:42.722 --> 03:25:43.802]  That only hurts your cause.
[03:25:44.702 --> 03:25:45.903]  But that's just a side note.
[03:25:46.503 --> 03:25:48.824]  That's outside of the 100 homicides.
[03:25:50.444 --> 03:25:57.867]  The city of Baltimore has suffered more than 100 homicides before the end of April for the first time in nearly 20 years.
[03:26:01.628 --> 03:26:01.989]  You know what?
[03:26:02.509 --> 03:26:03.289]  I should have looked this up.
[03:26:04.149 --> 03:26:08.411]  I wonder, probably about 20 years ago, the last time there was a Republican in office,
[03:26:09.141 --> 03:26:09.982]  That's just a theory.
[03:26:10.082 --> 03:26:10.942]  I'd have to look that up.
[03:26:11.803 --> 03:26:14.845]  But I do know that Baltimore is a strong Democrat.
[03:26:14.905 --> 03:26:18.488]  They put Democrats in office year after year after year.
[03:26:18.508 --> 03:26:23.312]  100 homicides, riots.
[03:26:23.932 --> 03:26:25.093]  Democrat-run city, folks.
[03:26:25.273 --> 03:26:25.914]  That's what you get.
[03:26:26.574 --> 03:26:27.975]  Here's another Democrat-run city.
[03:26:27.995 --> 03:26:29.336]  This is a story from CBS.
[03:26:30.377 --> 03:26:33.439]  1,000 shooting victims in Chicago this year so far.
[03:26:35.000 --> 03:26:36.882]  How are those gun bills working out?
[03:26:40.902 --> 03:26:44.386]  How is that anti-gun legislation working out, Chicago?
[03:26:46.328 --> 03:26:46.868]  Well, let's see.
[03:26:46.888 --> 03:26:49.351]  Let's check the news today.
[03:26:49.551 --> 03:26:51.854]  A thousand shooting victims in Chicago this year.
[03:26:51.934 --> 03:26:52.054]  Oh!
[03:26:52.454 --> 03:26:53.255]  Failed, didn't it?
[03:26:53.756 --> 03:26:54.076]  Failed.
[03:26:55.578 --> 03:26:56.238]  So that's nice.
[03:26:56.278 --> 03:26:57.440]  They call it Chi-Rac.
[03:26:57.620 --> 03:26:58.040]  You know that?
[03:26:58.060 --> 03:27:01.224]  You know they call it Chi-Rac?
[03:27:02.554 --> 03:27:11.297]  The number hit 1,000 on 2017's 115th day, meaning that nearly nine people have been shot a day on average.
[03:27:13.518 --> 03:27:15.939]  174 victims have died.
[03:27:18.900 --> 03:27:19.420]  Chirac.
[03:27:21.100 --> 03:27:22.021]  Run by Democrats.
[03:27:24.201 --> 03:27:28.103]  Democrats passed gun legislation to try to keep the guns out of the hands.
[03:27:29.272 --> 03:27:29.873]  Of criminals.
[03:27:30.213 --> 03:27:31.294]  Of course, what does that do?
[03:27:32.055 --> 03:27:35.839]  It only keeps the guns out of the hands of law-abiding citizens, doesn't it?
[03:27:38.241 --> 03:27:39.282]  Well, that's not true!
[03:27:39.402 --> 03:27:40.603]  We got the legislation!
[03:27:40.663 --> 03:27:41.825]  It takes time to work!
[03:27:43.086 --> 03:27:43.326]  Really?
[03:27:43.346 --> 03:27:44.747]  A thousand people shot.
[03:27:45.929 --> 03:27:46.890]  174 dead, Chicago.
[03:27:47.150 --> 03:27:48.571]  You're gonna keep electing Democrats?
[03:27:49.072 --> 03:27:50.954]  You're gonna keep passing gun legislation?
[03:27:52.615 --> 03:27:53.216]  Good luck with that!
[03:27:55.046 --> 03:27:57.727]  The Democrats probably love this from ABC News.
[03:27:58.087 --> 03:28:02.229]  Suspected arsonist in custody after two fires in Trump Hotel.
[03:28:04.770 --> 03:28:08.732]  So now you've got people attacking Trump Towers.
[03:28:10.452 --> 03:28:13.173]  And they want to complain all this about Donald Trump.
[03:28:14.214 --> 03:28:20.156]  Look, I'm not even... It's just, do you understand that life has not gotten easier for Donald Trump?
[03:28:20.236 --> 03:28:23.378]  Donald Trump did not become president to make his life easier, okay?
[03:28:24.898 --> 03:28:26.459]  He can't even have towers now.
[03:28:26.919 --> 03:28:29.181]  I bet his towers get threats every day, to be honest with you.
[03:28:30.281 --> 03:28:31.402]  They just probably don't report it.
[03:28:32.663 --> 03:28:34.944]  But that's fine.
[03:28:35.244 --> 03:28:37.666]  I hope these arsonists get arrested and it becomes a big news story.
[03:28:37.686 --> 03:28:38.907]  I don't hear anybody talking about this.
[03:28:39.527 --> 03:28:40.548]  This should be a big news story.
[03:28:41.949 --> 03:28:44.550]  Attacking Trump Towers, attacking buildings, arson.
[03:28:45.090 --> 03:28:46.912]  You can consider this person a terrorist!
[03:28:47.252 --> 03:28:48.593]  This is a politically driven event!
[03:28:49.493 --> 03:28:50.814]  Trying to burn Trump Tower!
[03:28:52.515 --> 03:28:53.356]  Oh, but that's okay.
[03:28:54.400 --> 03:28:55.821]  Let's go a little farther west.
[03:28:56.382 --> 03:29:00.706]  UC Berkeley gears up for violent protests over Coulter's speech cancellation.
[03:29:01.126 --> 03:29:02.087]  So here's what's going down.
[03:29:02.787 --> 03:29:06.090]  Coulter's cancelled her speech because of terrorists, Antifa terrorists.
[03:29:06.811 --> 03:29:07.912]  UC Berkeley loves it.
[03:29:08.212 --> 03:29:09.713]  UC Berkeley supports the terrorists.
[03:29:10.794 --> 03:29:12.075]  The UC Berkeley police
[03:29:13.021 --> 03:29:16.742]  Well, they might be in cahoots with the Antifa terrorists.
[03:29:17.002 --> 03:29:22.083]  In fact, there's some actual ties there between the Berkeley politics and Antifa.
[03:29:22.643 --> 03:29:28.785]  But tonight, there's still gonna be speeches there, and I'm gonna be live with the InfoWars Nightly News from 7 to 8 p.m.
[03:29:28.825 --> 03:29:33.546]  Central, so we're gonna keep you updated on this, but... How dare you!
[03:29:34.386 --> 03:29:38.127]  How dare Ann Coulter think that she can go to Berkeley and speak!
[03:29:39.562 --> 03:29:41.284]  What was Ann Coulter thinking?
[03:29:41.344 --> 03:29:42.585]  You thought this was America.
[03:29:42.965 --> 03:29:45.307]  You thought UC Berkeley was America, didn't you?
[03:29:45.988 --> 03:29:46.608]  You were wrong.
[03:29:46.728 --> 03:29:48.850]  UC Berkeley, that's run by Antifa now!
[03:29:49.571 --> 03:29:51.733]  We'll be right back with more of the Alex Jones Show on the other side.
[03:29:52.053 --> 03:29:52.954]  We're on the march.
[03:29:53.434 --> 03:29:55.036]  The Empire's on the run.
[03:29:55.976 --> 03:29:58.659]  Alex Jones and the GCN Radio Network.
[03:30:03.493 --> 03:30:12.460]  Trump just signed an executive order to pull the federal government out of K-12 education following throwing a campaign promise to return school control to state and local officials.
[03:30:12.880 --> 03:30:22.388]  Titled Education Federalism Executive Order, it directs Education Secretary Betsy DeVos to launch a 300-day review of Obama-era regulations and guidance for school districts.
[03:30:22.708 --> 03:30:27.471]  And gives her the power to modify or repeal measures she deems an overreach by the federal government.
[03:30:27.671 --> 03:30:31.913]  It was amazing to hear liberals scream and cry as Betsy DeVos was being confirmed.
[03:30:32.153 --> 03:30:36.536]  And all I was saying the entire time was, good, we need to get rid of the Department of Education.
[03:30:36.816 --> 03:30:40.098]  You wonder why your local schools don't have money to pay teachers or for upkeep?
[03:30:40.258 --> 03:30:43.059]  It's because that money is being held by the federal government.
[03:30:43.340 --> 03:30:44.100]  Don't believe me?
[03:30:44.400 --> 03:30:47.562]  Just read the book, The Deliberate Dumbing Down of America by Charlotte Isserby.
[03:30:47.822 --> 03:30:56.512]  She was a whistleblower from the Department of Education in the 1980s, and her tome describes how the federal education system was designed to create automatons.
[03:30:56.832 --> 03:31:00.076]  Rob Dew reporting for InfoWars.com and InfoWars Nightly News.
[03:31:03.004 --> 03:31:04.426]  Vitamin Mineral Fusion.
[03:31:04.606 --> 03:31:07.009]  Visit InfoWarsLife.com to secure your canister.
[03:31:07.189 --> 03:31:14.477]  We have worked for years with our chemists and scientists to create the most powerful and affordable, great-tasting multivitamin formula available.
[03:31:14.697 --> 03:31:25.008]  Vitamin Mineral Fusion Drink Mix at InfoWarsLife.com is loaded with a full month's supply of essential vitamins, minerals, and amino acids that your body absolutely needs.
[03:31:25.328 --> 03:31:32.891]  In the history of InfoWars Life, we've brought out a lot of amazing products like Survival Shield X2, Super Mel Vitality, and so many others.
[03:31:33.171 --> 03:31:43.115]  With its unique delivery system and proprietary manufacturing process designed for maximized effects, this formula is the platinum standard of multivitamin mineral products.
[03:31:43.375 --> 03:31:45.276]  And this part is most important.
[03:31:45.436 --> 03:31:51.879]  The ingredients in vitamin mineral fusion are either plant-derived or of the highest quality lab standard.
[03:31:52.219 --> 03:31:53.301]  That means it's clean.
[03:31:53.662 --> 03:31:54.643]  That means it's pure.
[03:31:54.783 --> 03:31:57.608]  And rest secured, you're fighting the tip of the spear in the InfoWars.
[03:31:57.688 --> 03:32:00.332]  That's InfoWarsLives.com and Vitamin Mineral Fusion.
[03:32:00.492 --> 03:32:02.135]  Take action now before we sell out.
[03:32:03.052 --> 03:32:10.816]  Infowars has partnered with Defender Body Armor to bring you a new state-of-the-art line of advanced, highly tested body armor from InfowarsStore.com.
[03:32:11.036 --> 03:32:17.460]  Defender Body Armor is certified to protect against all handgun rounds and even armor-piercing FN 5.7 pistol rounds.
[03:32:17.700 --> 03:32:25.984]  The secret to Defender Body Armor is its proprietary processing technology that disperses more kinetic energy at a rate higher than any other traditional body armor.
[03:32:26.244 --> 03:32:31.871]  Using one of the strongest synthetic materials ever created, called Ultra High Molecular Weight Polyethylene.
[03:32:32.111 --> 03:32:35.014]  Defender Armor is also super compact and lightweight.
