[00:00:00.009 --> 00:00:00.790]  Total fact.
[04:49:03.278 --> 04:49:04.219]  Let's have some fun.
[04:49:04.259 --> 04:49:05.360]  Let's get into the memes.
[04:49:05.780 --> 04:49:06.140]  Okay.
[04:49:06.180 --> 04:49:08.902]  Now, do you want to go first?
[04:49:08.922 --> 04:49:09.783]  Or do you want me to go first?
[04:49:09.823 --> 04:49:12.745]  Because I've got quite a presentation ready to go here.
[04:49:12.765 --> 04:49:16.789]  I think you should kick it off.
[04:49:16.849 --> 04:49:18.550]  So, I sent you the photos.
[04:49:18.710 --> 04:49:19.691]  I hope you have them there.
[04:49:20.011 --> 04:49:21.833]  Do you guys have his photos ready to go?
[04:49:23.496 --> 04:49:23.776]  Yes.
[04:49:24.757 --> 04:49:26.197]  Okay, so let's start with mine.
[04:49:26.378 --> 04:49:26.678]  All right.
[04:49:27.298 --> 04:49:38.844]  This is Welcome to Meme Storytime, brought to you by Owen Schroyer on the 30-hour Defense of Liberty InfoWars special broadcast.
[04:49:39.345 --> 04:49:45.168]  This story starts off in a time where the United States had weak leadership.
[04:49:46.047 --> 04:49:53.513]  It was so weak, in fact, that many of the world leaders didn't even know the name of our very own president.
[04:49:55.214 --> 04:50:00.038]  It was so weak, in fact, that something compelled Donald Trump to run for office.
[04:50:01.119 --> 04:50:03.000]  Nobody understood the high energy.
[04:50:03.621 --> 04:50:05.102]  Nobody knows where he got it.
[04:50:06.063 --> 04:50:06.783]  This man.
[04:50:07.724 --> 04:50:12.068]  All of a sudden, high energy Donald Trump decides to run for office.
[04:50:13.038 --> 04:50:15.080]  Now the mainstream media had to do something.
[04:50:15.760 --> 04:50:17.482]  They had to beat him up all day long.
[04:50:18.402 --> 04:50:21.125]  They didn't know what to do with this man and his high energy.
[04:50:21.785 --> 04:50:31.313]  So the media had to pummel him all day long and he took their beatings all while going about his day and fighting for the American people.
[04:50:31.453 --> 04:50:32.734]  The fake news was all over it.
[04:50:33.715 --> 04:50:37.698]  They had their henchmen making up stories like Brian Williams.
[04:50:38.547 --> 04:50:40.148]  You remember Pussygate.
[04:50:40.468 --> 04:50:41.849]  Yes, that video.
[04:50:42.370 --> 04:50:43.450]  It was all over the news.
[04:50:44.491 --> 04:50:50.575]  While some of the other candidates, well, they weren't even sure what was going on.
[04:50:52.296 --> 04:50:56.359]  Yes, as you can see there, some of the other candidates really, they just were just confused at the whole thing.
[04:50:57.960 --> 04:51:08.187]  But the Democrats decided they were going to continue to try to hoist upon the American people Hillary Clinton, a dead candidate.
[04:51:09.397 --> 04:51:13.579]  Here you can see at the final presidential debate, it could only have been Trump.
[04:51:14.339 --> 04:51:15.760]  There was no other option.
[04:51:18.701 --> 04:51:32.408]  Well, the election night came around and as you can see, President Trump and Vice President Mike Pence had to take the whining and crying Hillary Clinton off of the flight of American prosperity.
[04:51:33.595 --> 04:51:42.281]  Well, the liberals in Hollywood had to shout at the top of a mountain how it was sexism that brought Hillary down.
[04:51:43.302 --> 04:51:47.405]  But their biggest story was actually Russia.
[04:51:48.465 --> 04:51:56.011]  That's right, all over the news they were bringing on all kinds of pundits to tell us about Trump's Russian ties.
[04:51:57.509 --> 04:51:59.210]  It didn't matter what the story was.
[04:52:00.130 --> 04:52:02.431]  They were going to blame the Democrats.
[04:52:03.131 --> 04:52:04.212]  No matter the story.
[04:52:04.672 --> 04:52:05.532]  No matter the time.
[04:52:06.032 --> 04:52:07.073]  No matter whose fault.
[04:52:08.913 --> 04:52:10.294]  They continued to do this.
[04:52:10.974 --> 04:52:11.834]  No matter what!
[04:52:13.255 --> 04:52:16.676]  Even though it was just like beating a dead horse.
[04:52:17.317 --> 04:52:20.178]  Well, now Obama had to spy on Donald Trump.
[04:52:21.238 --> 04:52:23.439]  Because of the alleged Russian hacking.
[04:52:24.761 --> 04:52:28.702]  So, President Obama and his staff were spying on the President.
[04:52:30.223 --> 04:52:32.283]  This had Kekistan going crazy.
[04:52:33.204 --> 04:52:34.724]  Kekistan could not stand it.
[04:52:35.484 --> 04:52:39.186]  They were all fired up and they were holding meetings to try to make America great again.
[04:52:40.226 --> 04:52:42.266]  This sent the protesters out to the streets.
[04:52:44.047 --> 04:52:49.829]  As you can see, many of the protesters, well, some of their memes don't want to load on us right now.
[04:52:50.029 --> 04:52:50.589]  There we go.
[04:52:51.249 --> 04:52:52.970]  The protesters took to the streets.
[04:52:54.059 --> 04:52:56.821]  They took to the streets in full force, in fact.
[04:52:58.603 --> 04:53:00.644]  And they, well, they got violent.
[04:53:02.766 --> 04:53:03.246]  That's all right.
[04:53:03.266 --> 04:53:04.728]  This is meme story time, folks.
[04:53:05.488 --> 04:53:06.269]  They got violent.
[04:53:06.589 --> 04:53:07.850]  They were stealing signs.
[04:53:08.791 --> 04:53:11.193]  They only liked signs that agreed with their agenda.
[04:53:11.253 --> 04:53:13.495]  If you held up a different sign, they would take it down.
[04:53:14.155 --> 04:53:15.056]  They got violent.
[04:53:15.817 --> 04:53:18.118]  They were burning things, burning buildings.
[04:53:19.600 --> 04:53:20.721]  And, of course, there it is again.
[04:53:20.761 --> 04:53:23.042]  You can see the Democrats here beating the dead horse.
[04:53:23.953 --> 04:53:26.615]  That was the Russian narrative.
[04:53:29.058 --> 04:53:40.568]  So then, all of the sudden, all of the attention was changed as President Trump dropped the mother of all bombs in Afghanistan, changing the focus of attention.
[04:53:41.963 --> 04:53:51.351]  It was then that John McCain and Lindsey Graham finally thought that they were going to get the war that they have always desired.
[04:53:52.011 --> 04:53:59.598]  But then, out of nowhere, it was a Pepsi given to Kim Jong-un.
[04:54:01.104 --> 04:54:03.105]  That brought the people back to reality.
[04:54:03.786 --> 04:54:11.030]  And now, once again in America, as you can see, transgender wins international women's weightlifting title.
[04:54:11.070 --> 04:54:11.891]  That's right, folks.
[04:54:12.131 --> 04:54:17.134]  Once again in America, men can compete with women.
[04:54:17.935 --> 04:54:20.957]  And that is meme story time.
[04:54:22.381 --> 04:54:23.321]  That was pretty good, guys.
[04:54:24.202 --> 04:54:29.724]  We had a couple of hitch-ups, but I would say, for the first meme story time, not bad.
[04:54:30.264 --> 04:54:31.184]  Well done to the crew.
[04:54:32.045 --> 04:54:32.445]  Alright!
[04:54:35.776 --> 04:54:42.039]  I mean, I feel bad because I didn't prepare as much as you did.
[04:54:42.240 --> 04:54:43.600]  I didn't want to put you on the spot.
[04:54:43.900 --> 04:54:45.321]  It was not meant to be that way.
[04:54:45.861 --> 04:54:47.402]  You kind of put me on the spot.
[04:54:47.482 --> 04:54:55.787]  This was like, you know, Oscar-worthy meme story time here, and I have like a PowerPoint slideshow for you.
[04:54:56.027 --> 04:54:58.809]  But, you know, I'll give it my best shot.
[04:54:58.829 --> 04:54:59.869]  We'll give you a handicap.
[04:54:59.949 --> 04:55:01.170]  It's meme magic, baby.
[04:55:03.145 --> 04:55:20.815]  I mean, I just gotta point out, I mean, the fact that we are on the media talking about memes, and yes they're funny, but to say that memes didn't have a huge impact on the 2016 election, you know, you can't argue that fact.
[04:55:21.435 --> 04:55:21.575]  No.
[04:55:21.615 --> 04:55:23.796]  And like you said, it's fun, it's creative, and it brings people together.
[04:55:43.476 --> 04:55:49.680]  You know, you share your rare pepes, you get to talk about how milk is racist with your friends.
[04:55:50.000 --> 04:55:51.682]  Hold on, hold on, wait.
[04:55:52.562 --> 04:55:53.062]  There we go.
[04:55:53.082 --> 04:55:54.403]  Alright.
[04:55:55.824 --> 04:55:56.605]  Had to get that in.
[04:55:56.625 --> 04:55:58.826]  Alright, you ready to go to your memes?
[04:55:58.846 --> 04:56:00.387]  You guys got his memes ready to go?
[04:56:02.369 --> 04:56:06.411]  Yeah, so I'm not sure which ones they have, so I'm just gonna go in the order I see them.
[04:56:08.365 --> 04:56:13.268]  The first meme I have, this is like my top ten that I like right now.
[04:56:13.288 --> 04:56:21.432]  So the first one is, it's the lady at Trump's inauguration just screaming, nooooo!
[04:56:22.293 --> 04:56:23.093]  Have you seen that one?
[04:56:23.793 --> 04:56:28.076]  Is that the girl that's gone totally viral who literally is losing her mind?
[04:56:29.082 --> 04:56:29.822]  Yeah, yeah.
[04:56:29.842 --> 04:56:35.885]  This lady's mind is literally melting while Trump is getting inaugurated.
[04:56:35.945 --> 04:56:37.445]  Just no!
[04:56:37.545 --> 04:56:41.967]  Like, she just cannot believe that she's living on this timeline.
[04:56:43.322 --> 04:56:52.126]  I mean, that to me is a representation of the entire left, that they still cannot accept reality, and they act like little children.
[04:56:52.606 --> 04:56:58.528]  You know, when I didn't vote for Obama, I didn't really like Obama, but I was not screaming like that.
[04:56:58.568 --> 04:57:01.289]  I was not screaming like a child on my knees.
[04:57:01.349 --> 04:57:02.990]  Like, that's sad.
[04:57:03.350 --> 04:57:04.971]  So I like to laugh at that one.
[04:57:05.711 --> 04:57:06.391]  Wait a second.
[04:57:07.311 --> 04:57:10.793]  You're telling me that when you don't get your way, you go, no!
[04:57:15.521 --> 04:57:19.082]  I probably should start doing that.
[04:57:21.603 --> 04:57:24.124]  I should start doing that.
[04:57:24.464 --> 04:57:25.405]  That's what you do, right?
[04:57:25.425 --> 04:57:26.725]  That's what you do.
[04:57:26.745 --> 04:57:28.746]  That's how I got my job here.
[04:57:30.066 --> 04:57:35.131]  You got, I mean, I guess, you know, if you whine very loudly, sometimes you get what you want.
[04:57:35.151 --> 04:57:36.792]  So maybe I should start screaming like that.
[04:57:37.112 --> 04:57:38.634]  Maybe I'd get more things, you know?
[04:57:39.014 --> 04:57:42.437]  But the truth is that you just said it exactly, though.
[04:57:42.477 --> 04:57:44.118]  It's the epitome of the left.
[04:57:44.599 --> 04:57:50.064]  Petulant children who can't accept reality, who whine when they don't get things their way.
[04:57:50.444 --> 04:57:55.448]  See, I'm the type of guy where if I fail at something or I don't accomplish a goal,
[04:57:56.189 --> 04:57:58.190]  I look back and I say, what did I do wrong?
[04:57:58.290 --> 04:57:59.030]  What can I do better?
[04:57:59.090 --> 04:58:00.071]  How can I improve myself?
[04:58:00.111 --> 04:58:01.191]  How can I win next time?
[04:58:01.211 --> 04:58:02.391]  That's not what they do.
[04:58:02.432 --> 04:58:05.473]  They just whine and complain more, because that's how they think they win, I guess.
[04:58:05.513 --> 04:58:06.873]  That's the culture that they were raised in.
[04:58:06.893 --> 04:58:11.815]  You want to fight?
[04:58:12.055 --> 04:58:12.475]  You're getting it!
[04:58:12.495 --> 04:58:13.176]  You're getting it!
[04:58:25.123 --> 04:58:32.209]  I am very proud to announce the introduction of the highest quality InfoWars Biome Defense Probiotic.
[04:58:32.589 --> 04:58:45.800]  We wanted to come out with the largest spectrum of high quality known probiotics that have been proven to improve overall digestion and health and detoxification in the body.
[04:58:46.741 --> 04:58:57.976]  Biome Defense is an exclusive blend of 50 billion live and active cultures from over 23 different probiotic strains that are known to support digestion and intestinal function.
[04:58:58.637 --> 04:59:04.604]  Our researchers are confident that we have been able to develop what will be the leading probiotic on the market.
[04:59:05.345 --> 04:59:13.731]  Secure your biome defense in ultra strength or regular strength at InfoWarsLife.com today and get started supporting your digestive system naturally.
[04:59:14.372 --> 04:59:22.578]  We've been testing this formula for years, but this is the limited first run to the public, so please take advantage of it today, support your own health, and support the InfoWar.
[04:59:27.358 --> 04:59:28.039]  ...free.
[04:59:28.179 --> 04:59:29.641]  Nothing artificial.
[04:59:29.661 --> 04:59:31.122]  It's Brain Force Plus.
[04:59:31.523 --> 04:59:39.632]  Read thousands of five-star independent reviews right now and get your Brain Force Plus at InfoWarsLife.com.
[04:59:40.533 --> 04:59:43.597]  DNA Force is finally back in stock at
[04:59:53.783 --> 04:59:56.406]  Welcome to the InfoWars Nightly News.
[04:59:56.586 --> 05:00:05.375]  It's Thursday, May 4th, 2017, and this is the tail end of our 30-hour broadcast special in defense of free speech.
[05:00:05.756 --> 05:00:16.427]  We had all kinds of great guests on, covering content from all over the geopolitical and social map, and we've got all the highlights from that right here for you tonight.
[05:00:16.747 --> 05:00:20.668]  We want to thank all of those out there who supported us during this 30-hour broadcast.
[05:00:20.948 --> 05:00:23.168]  If it wasn't for you, it wouldn't be possible.
