[00:00:01.162 --> 00:00:03.264]  1884 is 1776.
[03:39:07.413 --> 03:39:14.137]  Because they're trying to brand this idea that all their opposition are terrorists and shocker moms at the PTA are terrorists.
[03:39:14.137 --> 03:39:15.417]  That doesn't seem to be going too well.
[03:39:15.417 --> 03:39:20.580]  I don't remember a political party in America that declared its opposition terrorists before.
[03:39:20.580 --> 03:39:22.141]  That doesn't seem to be a very good plan.
[03:39:23.240 --> 03:39:25.481]  Well, first of all, Richard Reeves is a great American.
[03:39:25.481 --> 03:39:29.284]  You won't remember this, Alex, but I wouldn't even know you if he hadn't introduced us.
[03:39:29.284 --> 03:39:31.265]  And I pray for his good health every day.
[03:39:31.265 --> 03:39:32.425]  He's a patriot.
[03:39:32.425 --> 03:39:33.306]  You're absolutely right.
[03:39:33.306 --> 03:39:35.968]  The Democratic Party has declared war on the middle class.
[03:39:35.968 --> 03:39:38.229]  They've declared war on the American people.
[03:39:38.229 --> 03:39:48.535]  So if you're a parent and you're concerned about your kids reading hardcore pornography in the ninth grade or in the sixth grade, and you go to a school board meeting to object,
[03:39:48.915 --> 03:39:51.636]  Well, they drag you out because you're a domestic terrorist.
[03:39:51.636 --> 03:39:54.318]  No, parents have a right to speak up for their children.
[03:39:54.318 --> 03:40:00.781]  Roger, I had never in my life at 47 seen an image of children having sex.
[03:40:00.781 --> 03:40:05.543]  And then in Austin, at the library, we went and checked to see if they have these books.
[03:40:05.543 --> 03:40:06.224]  They're there.
[03:40:06.224 --> 03:40:08.525]  And I looked at it and I felt abused.
[03:40:08.525 --> 03:40:14.988]  This is what they're putting in 7th and 8th grade libraries is literal images of the adults screwing children.
[03:40:16.027 --> 03:40:20.968]  No, and look, a great piece by my friend Jacob Engels at the Gateway Pundit today.
[03:40:20.968 --> 03:40:24.269]  He went to an Orange County school board meeting.
[03:40:24.269 --> 03:40:30.611]  He tried to read aloud the book that they actually have in the library for children, and the police dragged him out.
[03:40:30.611 --> 03:40:31.731]  There were no children in the room.
[03:40:31.731 --> 03:40:33.072]  Everybody was an adult.
[03:40:33.072 --> 03:40:38.353]  So this filth that they're pushing, it's okay for the kids, but we don't want the adults to hear it.
[03:40:38.493 --> 03:40:39.094]  Oh, exactly.
[03:40:39.094 --> 03:40:42.518]  I can't put this on broadcast TV on a lot of stations, and I understand, I agree.
[03:40:42.518 --> 03:40:51.428]  Okay, it's an adult show, but we're not vulgar, we don't, but I mean, if we're showing it to sixth graders and seventh graders, then sorry, it should be on national TV.
[03:40:51.428 --> 03:40:56.274]  That would end it real quick, Roger, but oh no, no, we show it to children only, not to adult audiences.
[03:40:56.274 --> 03:40:57.075]  I mean, that's incredible.
[03:40:58.089 --> 03:41:01.310]  Yeah, no, it's truly, truly sick.
[03:41:01.310 --> 03:41:01.950]  And you know what?
[03:41:01.950 --> 03:41:10.093]  I blame, not the Democrats, I blame the feckless, gutless, weak-kneed, spineless establishment Republicans.
[03:41:10.093 --> 03:41:17.035]  They're the ones who should be ashamed, because they won't get on board for the American First Agenda, they won't stand up for honest elections,
[03:41:17.475 --> 03:41:25.180]  They want to go along with the fraud that, oh no, there was no irregularities, no improprieties in the last election.
[03:41:25.180 --> 03:41:26.380]  You're crazy if you say that.
[03:41:26.380 --> 03:41:28.301]  You're a conspiracy theorist.
[03:41:28.301 --> 03:41:30.723]  No, we're conspiracy realists.
[03:41:30.723 --> 03:41:33.024]  We go where the facts lead us.
[03:41:33.024 --> 03:41:40.969]  So the other day, I said in a speech that, inadvertently, I said millions have been injured or damaged by the COVID-19 vaccinations.
[03:41:40.969 --> 03:41:42.390]  No, I wasn't wrong.
[03:41:42.390 --> 03:41:43.851]  I was just premature.
[03:41:43.851 --> 03:41:44.231]  That's all.
[03:41:45.615 --> 03:41:46.256]  Well, that's right.
[03:41:46.256 --> 03:41:51.120]  Well, I mean, actually, it's come out that hospitals are filled with people that took the shots.
[03:41:51.120 --> 03:41:55.104]  They go, they have these mystery illnesses where they can't breathe and it's like COVID, but they don't have COVID.
[03:41:55.104 --> 03:41:56.785]  It's called ADE.
[03:41:56.785 --> 03:41:59.888]  Antibody Dependent Enhancement, Roger.
[03:41:59.888 --> 03:42:02.090]  No, it's exactly right.
[03:42:02.090 --> 03:42:07.975]  And even the CDC says their estimate of the number of the deaths is 1% of the national total.
[03:42:07.975 --> 03:42:10.898]  So if there are 20,000 deaths, you do the math.
[03:42:11.653 --> 03:42:15.254]  This is a fraud upon the American people.
[03:42:15.254 --> 03:42:19.836]  We know that there is no liability for those vaccinations, for those who made them.
[03:42:19.836 --> 03:42:25.517]  We know that there have been no clinical trials, and we know that Tony Fauci lied under oath to Congress about it.
[03:42:25.517 --> 03:42:31.399]  So, when are 29 FBI agents storming his home at 6 o'clock in the morning?
[03:42:31.399 --> 03:42:35.140]  That's my question, and we can knock it out of the park on the other side.
[03:42:35.140 --> 03:42:35.881]  That's right, Roger.
[03:42:35.881 --> 03:42:39.002]  I've got a bunch of questions and a bunch of items I want to cover, but what do you want to hit next?
[03:42:39.002 --> 03:42:39.942]  We can come back in a few minutes.
[03:42:40.771 --> 03:42:46.558]  I think we have to touch on January 6th, the incredible work being done by Darren Beatty at The Revolver.
[03:42:46.558 --> 03:42:54.348]  And kudos to you, Alex, you and Tucker Carlson who have the courage to put him on the air so he can tell the American people... Stay right there, that's exactly where I wanted to go!
[03:42:55.925 --> 03:43:04.987]  Alex Jones here on the morning of Friday, October 22nd, 2021, with a very important update for supporters of InfoWars.
[03:43:04.987 --> 03:43:14.990]  Several of our best-selling products are back in stock, limited supplies, and are 40 to 50% off, like DNA Force Plus that is 40% off right now.
[03:43:16.610 --> 03:43:16.830]  I think.
[03:43:35.137 --> 03:43:41.041]  Because I told the manufacturer, whatever ingredients you can get, whenever you have enough to make some, even if it's a smaller run, do it.
[03:43:41.041 --> 03:43:45.904]  We've got a very small run in of the product that's been sold out, and that is RainForce Ultra.
[03:43:45.904 --> 03:43:51.548]  It's 25% off at InfoWareStore.com, and it's going to end up selling out by Monday as well at current sales rates.
[03:43:51.548 --> 03:43:54.490]  So get great products and support the InfoWare at InfoWareStore.com.
[03:44:03.951 --> 03:44:07.314]  In the state of California, people are asleep and program-controlled.
[03:44:07.314 --> 03:44:07.994]  I agree.
[03:44:07.994 --> 03:44:09.876]  How do you make the sleeper awaken, William?
[03:44:09.876 --> 03:44:10.716]  Oh, hi, Alex.
[03:44:10.716 --> 03:44:12.077]  Thanks for taking my call.
[03:44:12.077 --> 03:44:13.979]  Can I plug, uh, Alex real quick?
[03:44:13.979 --> 03:44:14.419]  Yeah, go ahead.
[03:44:14.419 --> 03:44:21.825]  Hey, I'm in my 60s, uh, and I do the work of 25, 30-year-olds, and I work them into the ground, and you wanna know why?
[03:44:21.825 --> 03:44:27.770]  And I've tested this, and I've taken your B12, and let me tell you, when I don't take it, I pay a price.
[03:44:27.770 --> 03:44:28.431]  I really do.
[03:44:28.431 --> 03:44:31.493]  I-I take that B12, and I'm electric, man.
[03:44:31.773 --> 03:44:32.834]  I can run 10 miles.
[03:44:32.834 --> 03:44:45.041]  I do some pretty heavy work with the highway department, and my friends will attest to the fact that, yeah, for a guy in his 60s, you know, pushing 70, I'm not just blowing smoke here.
[03:44:45.041 --> 03:44:46.802]  The B-12 saves my life.
[03:44:55.214 --> 03:44:59.236]  I am taping this update on the morning of Friday, October 22, 2021.
[03:44:59.236 --> 03:45:13.921]  Listeners who've already tried and really seen the powerful effects of RainForce Ultra should be excited to know that we've got a limited supply of it in stock, but it'll be sold out at current sales rates by Monday morning.
[03:45:14.421 --> 03:45:18.866]  Despite that fact, we're still offering a major discount of 25% off.
[03:45:18.866 --> 03:45:20.989]  It is an amazing nootropic.
[03:45:20.989 --> 03:45:33.744]  I went to one of the top labs in the country and I said I want very powerful, quick-acting, extremely clean nootropic that wears off quick because I want to be able to take it, if I've got to work until 10 at night, take it at 7 and for it to wear off by 10.
[03:45:34.585 --> 03:45:38.548]  That's exactly what they did with BrainForce Ultra.
[03:45:38.548 --> 03:45:41.189]  Now we have other great products like TurboForce that last for 10 hours.
[03:45:41.189 --> 03:45:42.150]  It's a different formula.
[03:45:42.150 --> 03:45:43.491]  It's over-the-top powerful.
[03:45:43.491 --> 03:45:44.632]  So strong I can't even take it.
[03:45:44.632 --> 03:45:46.013]  By the way, it's sold out right now.
[03:45:46.013 --> 03:45:48.734]  But BrainForce Ultra is really something special.
[03:45:48.734 --> 03:45:50.816]  It's 25% off, limited supply.
[03:45:50.816 --> 03:45:52.417]  We'll sell out early next week.
[03:45:52.417 --> 03:45:53.778]  Infowarstore.com.
[03:45:54.497 --> 03:46:04.591]  We've all heard about the pastor and his famous statement from inside a concentration camp in World War II that when they came for one group, he wasn't part of that group, so he didn't stand up.
[03:46:04.591 --> 03:46:07.876]  And then when they came for another group, he wasn't part of that group, so he didn't stand up.
[03:46:08.968 --> 03:46:12.471]  And finally, when they can't apprehend those, nobody else will stand up.
[03:46:12.471 --> 03:46:17.335]  Well, the global social credit score that China's putting in, it's banning people to three hours of video games a week.
[03:46:17.335 --> 03:46:21.338]  And if you criticize the government, you can never buy or sell again.
[03:46:21.338 --> 03:46:26.462]  Well, that's being brought here and all over the world under the guise of COVID vaccine passports.
[03:46:26.462 --> 03:46:27.403]  They even admit it now.
[03:46:27.403 --> 03:46:30.025]  They're saying there's going to be a carbon tax attached to it.
[03:46:30.025 --> 03:46:33.988]  They're going to track where you go and what you do and decide where you can go and what you can do.
[03:46:33.988 --> 03:46:36.270]  That's what the lockdowns are about.
[03:46:36.270 --> 03:46:36.990]  You'll accept that.
[03:46:36.990 --> 03:46:37.811]  You'll accept anything.
[03:46:38.891 --> 03:46:44.834]  So again, the left is having fun right now with all the censorship and tyranny, pretending like they're part of the power structure.
[03:46:44.834 --> 03:46:47.235]  But they're all going to be targeted by this nightmare as well.
[03:46:47.235 --> 03:46:58.339]  We need to get back to basic human rights and promote them, or all of us will be enslaved by this horrible technocracy run by the globalists.
[03:46:58.339 --> 03:47:00.980]  You're listening to the Alex Jones Show.
[03:47:15.066 --> 03:47:20.210]  Alright folks, final segment of the Alex Jones Show, and then Owen Schroyer takes over with the War Room.
[03:47:20.210 --> 03:47:25.834]  Owen's been arrested and charged with attacking and entering the Capitol, something he didn't do.
[03:47:25.834 --> 03:47:32.479]  They're trying to get Roger and I arrested, and I haven't got to this yet, and I'm not going to dig too deep into it until I'm ready to talk about it, but...
[03:47:33.834 --> 03:47:39.396]  There are articles like the one in the Rolling Stone that came out earlier this week that's very long.
