[00:00:00.572 --> 00:00:04.636]  Dr. Fauci, as you are aware, it is a crime to lie to Congress.
[02:39:07.081 --> 02:39:15.382]  Well, she gave a press conference telling Australians they shouldn't engage in conversation with each other, even if they're wearing the sainted masks.
[02:39:15.423 --> 02:39:16.283]  And we have the clip.
[02:39:16.663 --> 02:39:17.123]  Here it is.
[02:39:19.389 --> 02:39:29.712]  Whilst it is in human nature to engage in conversation with others, to be friendly, unfortunately this is not the time to do that.
[02:39:29.872 --> 02:39:42.055]  So even if you run into your next-door neighbour in the shopping centre, in the Coles, whilst you're at Coles, Woolworths or Aldi or any other grocery shop, don't start up a conversation.
[02:39:42.875 --> 02:39:46.116]  Now is the time for minimising your interactions with others.
[02:39:46.917 --> 02:39:47.997]  Even if you've got a mask,
[02:39:49.244 --> 02:39:51.466]  Do not think that affords total protection.
[02:39:51.587 --> 02:39:59.555]  We want to be absolutely sure that as we go about our daily lives we do not come into contact with anyone else that would pose a risk.
[02:40:02.099 --> 02:40:05.482]  So they've put everyone under a seven-day stay-at-home order.
[02:40:05.842 --> 02:40:08.685]  They've made masks compulsory again in schools.
[02:40:08.805 --> 02:40:11.407]  Teachers, students, kids have all got to wear them.
[02:40:11.707 --> 02:40:20.155]  And now they're literally giving press conferences telling Australians not to have conversations with each other in the grocery store.
[02:40:20.848 --> 02:40:23.730]  She talks about conversations being part of human nature.
[02:40:24.090 --> 02:40:29.113]  The government telling you you can't have a conversation with your friends or your neighbours, that's inhumane.
[02:40:29.173 --> 02:40:30.934]  That's completely inhumane.
[02:40:31.555 --> 02:40:38.799]  We thought we couldn't scale any more, plumb any more depths in this lockdown fiasco, but we've managed it today in Australia.
[02:40:39.319 --> 02:40:40.380]  And where's the backlash?
[02:40:41.235 --> 02:40:44.798]  I mean, when I think of Australians, I think of, you know, Crocodile Dundee.
[02:40:44.838 --> 02:40:46.919]  I thought they were supposed to be big, tough guys.
[02:40:47.359 --> 02:40:48.620]  Where are the protests?
[02:40:49.201 --> 02:40:50.321]  Where's the resistance?
[02:40:50.622 --> 02:40:52.143]  There's more resistance in London.
[02:40:52.383 --> 02:40:53.784]  There's more resistance in Greece.
[02:40:54.204 --> 02:40:56.045]  There's even more resistance in France.
[02:40:56.486 --> 02:40:58.047]  What are Australians doing?
[02:40:58.107 --> 02:40:59.068]  I thought they were tough.
[02:40:59.908 --> 02:41:01.129]  They're just accepting it.
[02:41:01.329 --> 02:41:06.773]  They're literally accepting being told by some bureaucrat they can't talk to their friend.
[02:41:07.133 --> 02:41:07.954]  That's insane.
[02:41:10.603 --> 02:41:19.973]  And somebody commented, in fact, it was the English pop group Right Said Fred, who are big lockdown sceptics and campaigners against lockdown.
[02:41:20.694 --> 02:41:21.775]  Very interesting comment.
[02:41:21.795 --> 02:41:25.118]  They said, quote, their desperation is front and centre.
[02:41:25.399 --> 02:41:30.784]  They're either running out of time or they're going insane right in front of our eyes.
[02:41:30.844 --> 02:41:33.267]  And I think that sums it up perfectly.
[02:41:34.389 --> 02:41:46.785]  Meanwhile in the UK, on the day that Freedom Day was supposed to be happening, we of course had the announcement that we would have to present vaccine passports to go about basic social activities.
[02:41:46.845 --> 02:41:50.030]  We've seen this in Greece, we've seen it in France, as I mentioned before.
[02:41:50.862 --> 02:41:53.324]  In France, of course, they had to backtrack somewhat.
[02:41:53.364 --> 02:42:01.410]  Now they're saying they're graciously affording the citizenry in France the right to enter a supermarket without having been vaccinated.
[02:42:01.730 --> 02:42:04.212]  Yes, for the moment, they will let you eat.
[02:42:05.953 --> 02:42:08.515]  And we see a similar situation developing in the UK.
[02:42:08.555 --> 02:42:12.838]  The direction of travel is going from nightclubs, crowded venues.
[02:42:13.099 --> 02:42:14.299]  Now they're saying maybe pubs.
[02:42:14.660 --> 02:42:17.482]  Now they're saying, almost for sure, football matches.
[02:42:18.459 --> 02:42:22.260]  Unvaccinated football fans to be banned from matches in the UK.
[02:42:23.200 --> 02:42:27.241]  Creating a two-tier society of the jabbed and the jabbed not.
[02:42:29.021 --> 02:42:36.822]  It's been reported that football clubs are likely to be told only supporters who can prove they've had the jab will be allowed to enter stadiums after the season starts later this summer.
[02:42:36.962 --> 02:42:46.344]  Daily Mail reports plans being drawn up that will require football fans to prove they've had two doses of Covid vaccination before they can attend matches from the end of September.
[02:42:47.739 --> 02:42:53.681]  Says if the measures, this is key because they put a proviso in thinking that it's going to put people back to sleep.
[02:42:54.181 --> 02:43:04.165]  Says if the measure is introduced, government will be expected to fall back on the previous definition of large crowds, a definition which they can change at any moment because they've moved the goalposts on everything else.
[02:43:05.342 --> 02:43:10.646]  Set out in step three of the roadmap out of lockdown, which was a capacity of 16,000 spectators.
[02:43:10.806 --> 02:43:17.931]  However, the legal requirement on football fans to be vaccinated before they can attend games, a negative COVID test would not be enough.
[02:43:18.051 --> 02:43:19.732]  Oh yeah, they've introduced that by the way.
[02:43:20.753 --> 02:43:26.677]  See, in France what they were doing is obtaining free COVID tests from the government
[02:43:27.521 --> 02:43:33.546]  And you shouldn't even have to put yourself through that, but they were using those free COVID tests to avoid having to get the vaccine.
[02:43:33.886 --> 02:43:35.347]  France banned that.
[02:43:35.387 --> 02:43:36.108]  They got rid of that.
[02:43:36.148 --> 02:43:37.989]  They say now you need your own COVID test.
[02:43:38.410 --> 02:43:45.075]  Now the UK has gone one step further and said you're not even allowed to prove you don't have COVID.
[02:43:45.295 --> 02:43:54.402]  You have to take the vaccine, despite the fact that there's a ton of people in hospital who took both jabs at the COVID vaccine and then got COVID because the vaccine works so well.
[02:43:55.390 --> 02:44:05.815]  But it says these rules will only come into force if coronavirus infection rates, deaths and hospitalisations are high, or there are dangerous variants circulating.
[02:44:06.355 --> 02:44:17.260]  And of course, what the government calls dangerous variants, or scarients as other people call them, will be circulating for years, making that qualification rather redundant.
[02:44:18.456 --> 02:44:33.389]  Now, this is all being introduced despite the fact that the government's own events research programme, where they had all these nightclub events, outdoor sporting events to test whether coronavirus was very transmissible during these events,
[02:44:34.727 --> 02:44:39.392]  They found, quote, that it revealed few infections linked to outdoor sports events.
[02:44:39.472 --> 02:44:45.719]  So the government's own test pilot program found that this wasn't a super spreader event in any case.
[02:44:45.839 --> 02:44:47.901]  Wimbledon tennis championships was one.
[02:44:48.342 --> 02:44:52.226]  Some of the Euro 2020 games were other pilot test events.
[02:44:53.112 --> 02:44:58.697]  They found that they didn't spread the virus and yet they're still introducing the vaccine passports anyway.
[02:44:59.118 --> 02:45:00.099]  Why are they doing that?
[02:45:00.339 --> 02:45:03.161]  We'll get into that and more on the other side of the break.
[02:45:03.462 --> 02:45:04.543]  Summit.News.
[02:45:04.703 --> 02:45:05.283]  Don't go away.
[02:45:05.544 --> 02:45:06.144]  We'll be right back.
[02:45:07.165 --> 02:45:17.555]  So after months and months of claiming that they never had any plans to introduce a vaccine passport, then having conducted their own study and admitted that it would be discriminatory to do so,
[02:45:18.368 --> 02:45:22.310]  The government yesterday announced that they would be introducing vaccine passports.
[02:45:22.850 --> 02:45:29.573]  The unvaccinated would be banned from football matches, nightclubs and other crowded events, maybe even pubs in the future.
[02:45:30.393 --> 02:45:40.277]  Might present a problem to them given that this country has at least 1 million illegal immigrants, the vast majority of whom are not going to get vaccines or vaccine passports.
[02:45:40.337 --> 02:45:44.399]  That's another spanner in the works that they may encounter at a later date.
[02:45:45.159 --> 02:45:46.560]  But we also had this headline
[02:45:47.603 --> 02:45:51.152]  Report vaccine passports now may be demanded for office workers.
[02:45:51.312 --> 02:45:53.598]  Oh, but it's not mandatory.
[02:45:53.618 --> 02:45:55.463]  You just can't get a job without it.
[02:45:55.523 --> 02:45:56.545]  But it's not mandatory.
[02:45:57.563 --> 02:46:07.447]  The British government has suggested that not only should so-called vaccine passports be used by clubs, pubs and restaurants, but also that office workers should be subject to the system in order to return to their jobs.
