[00:00:16.105 --> 00:00:17.628]  Tomorrow's news, today.
[03:16:30.236 --> 03:16:35.938]  Until 10 years ago, the media said the controlled corporate media, the Bilderberg Group, didn't exist.
[03:16:35.938 --> 03:16:45.140]  Well, now the Bilderberg Group is public, and its former head, still on the steering committee, is Klaus Schwab, and he has set up the great reset in global government.
[03:16:45.140 --> 03:16:53.662]  And if, as a liberty movement worldwide, we don't address the globalists head-on about the fact that they are a worldwide authoritarian corporate takeover, we don't have a shot.
[03:16:53.662 --> 03:16:55.363]  If we do expose them, we can beat them easily.
[03:16:55.851 --> 03:16:57.152]  Let's go ahead and take another call.
[03:16:57.152 --> 03:16:59.194]  Let's talk to Malcolm in Tennessee.
[03:16:59.194 --> 03:16:59.614]  Welcome.
[03:16:59.614 --> 03:17:00.334]  Hello, Alex.
[03:17:00.334 --> 03:17:00.875]  Yes, Malcolm.
[03:17:00.875 --> 03:17:01.295]  All right.
[03:17:01.295 --> 03:17:05.438]  I'll make this quick and real short where the other Patriots can get on the line.
[03:17:05.438 --> 03:17:09.782]  Alex, I have to promote one thing from one of your co-hosts, Owen Schroer.
[03:17:09.782 --> 03:17:12.804]  Super male vitality and brain force plus.
[03:17:12.804 --> 03:17:15.426]  Mix those two together, you're an unstoppable tank.
[03:17:15.686 --> 03:17:17.487]  Supermill Vitality really, really works.
[03:17:17.487 --> 03:17:22.370]  It's cold-pressed herbs and natural compounds that have never been heated up.
[03:17:22.370 --> 03:17:29.155]  And so, it has a dramatic effect compared to powdered versions that also work quite well, but just aren't as strong.
[03:17:29.155 --> 03:17:30.996]  This is like a very fine wine.
[03:17:30.996 --> 03:17:33.137]  In fact, each batch is different.
[03:17:33.137 --> 03:17:35.419]  Sometimes it's super strong, sometimes it's just okay.
[03:17:35.419 --> 03:17:38.841]  People are like, why are you selling something and admitting sometimes the batch isn't as strong?
[03:17:38.841 --> 03:17:39.781]  That's just how it is.
[03:17:39.781 --> 03:17:40.442]  It's how it works.
[03:17:41.142 --> 03:17:45.164]  Uh, so, it's always good, it's just sometimes it's like super strong.
[03:17:45.164 --> 03:17:48.967]  But yeah, if you want the Rolls Royce at a decent price, then this is it.
[03:17:55.555 --> 03:17:59.097]  UN-run contact tracers aren't coming, they're here.
[03:17:59.097 --> 03:18:13.827]  All over the world, from Australia to the United States, from Canada to Germany, these tyrants are tracking everything you do, everywhere you go, and then coming to your house and threatening, in some cases actually, taking people away into the night to their facilities.
[03:18:13.827 --> 03:18:22.032]  And they're planning in the next year to expand their shield process, where they come and take, quote, healthy people away and put them in facilities for their safety.
[03:18:22.392 --> 03:18:24.213]  This is nothing less than martial law.
[03:18:24.213 --> 03:18:31.998]  And one big thing you can do to fight back is to get high quality Faraday cages, many of which are made here in America and are very compliant, meaning U.S.
[03:18:31.998 --> 03:18:35.361]  government military grade at InfoWarsTore.com.
[03:18:35.361 --> 03:18:37.582]  We have the entire line of silent pocket
[03:18:37.682 --> 03:18:41.123]  Ready to ship to you when you visit InfoWarStore.com.
[03:18:41.123 --> 03:18:48.286]  Again, we have big backpacks, we have special dry bags, we've got them for cell phones, we've got them for laptops, we've got them for iPads.
[03:18:48.286 --> 03:18:50.866]  It's all there at InfoWarStore.com.
[03:18:50.866 --> 03:18:55.348]  So protect your privacy today and support the InfoWar at InfoWarStore.com.
[03:18:56.363 --> 03:19:08.141]  So when I first started taking Survival Shield, basically I was 275 pounds, I was overweight, I had brain fog like you wouldn't believe, I was barely holding on to a job, and I heard Dr. Grip on your show and I listened to it.
[03:19:08.141 --> 03:19:11.846]  So the first one I got was the original Survival Shield, the X1, and it was
[03:19:12.046 --> 03:19:12.446]  We're good.
[03:19:28.660 --> 03:19:34.644]  For the course of the next couple of years, I got my health back, and I religiously take basically all of your supplements.
[03:19:34.644 --> 03:19:37.025]  They're all absolutely amazing supplements.
[03:19:37.025 --> 03:19:38.906]  The one I like recently is Knockout.
[03:19:38.906 --> 03:19:41.168]  It literally, like, if you want to sleep, just take it.
[03:19:41.168 --> 03:19:41.908]  It's amazing.
[03:19:41.908 --> 03:19:42.428]  It works.
[03:19:42.428 --> 03:19:44.930]  But anyway, so the point is, we have to get ourselves clean.
[03:19:44.930 --> 03:19:51.174]  We have to break free of the globalist system, and the only way to do that is to take our own health into our own hands.
[03:19:51.174 --> 03:19:52.435]  Beautifully said, brother.
[03:19:52.435 --> 03:19:54.376]  I thank you so much for your call, and Godspeed.
[03:19:57.580 --> 03:20:02.183]  Leading a frontal assault on the lies of the New World Order.
[03:20:02.183 --> 03:20:17.835]  It's Alex Jones!
[03:20:17.835 --> 03:20:21.237]  You're listening to the Alex Jones Show!
[03:20:21.237 --> 03:20:24.980]  And now, your host, Gerald Solente!
[03:20:27.825 --> 03:20:27.945]  Hey.
[03:20:27.945 --> 03:20:30.486]  Hey, great being on the Alex Jones Show.
[03:20:30.486 --> 03:20:33.928]  And at the show that does Superville Vitality.
[03:20:33.928 --> 03:20:35.670]  Boy, I got that stuff.
[03:20:35.670 --> 03:20:38.331]  I love Superville Vitality.
[03:20:38.331 --> 03:20:42.354]  Give me that extra boost.
[03:20:42.354 --> 03:20:44.155]  Yep.
[03:20:44.155 --> 03:20:45.996]  Great products.
[03:20:45.996 --> 03:20:47.077]  Milan.
[03:20:47.077 --> 03:20:52.300]  Italy is making life more uncomfortable for unvaccinated people this holiday season.
[03:20:52.300 --> 03:20:54.081]  Happy holidays!
[03:20:54.081 --> 03:20:55.482]  Happy holidays!
[03:20:56.710 --> 03:21:02.755]  Excluding them from indoor restaurants, theaters and museums starting today.
[03:21:02.755 --> 03:21:20.790]  Italian police have been empowered to check whether diners in restaurants or bars have a quote, super green health pass, certifying that they have been either vaccinated or recently recovered from the virus.
[03:21:20.790 --> 03:21:24.673]  Smartphone applications that verify people's health pass status have been updated.
[03:21:25.353 --> 03:21:38.483]  To prevent entry to concerts, movies, or performances to anyone that has not gotten the Green Health Pass.
[03:21:38.483 --> 03:21:43.947]  The measures run through January 15th.
[03:21:43.947 --> 03:21:45.067]  Okay.
[03:21:45.067 --> 03:21:47.969]  Why not January 16th?
[03:21:47.969 --> 03:21:50.992]  Why I say January 18th?
[03:21:50.992 --> 03:21:52.493]  No, no, Selenti!
[03:21:53.650 --> 03:21:55.130]  I'm in charge!
[03:21:55.130 --> 03:21:58.751]  It's January 17th!
[03:21:58.751 --> 03:22:01.452]  Hey, but wait a minute.
[03:22:01.452 --> 03:22:06.633]  De Blasio, you know, he's not making his orders until December 27th.
[03:22:06.633 --> 03:22:08.053]  We make up anything.
[03:22:08.053 --> 03:22:12.715]  They're making this crap up.
[03:22:12.715 --> 03:22:14.615]  And they're sucking the joy out of life.
[03:22:19.099 --> 03:22:28.585]  In the capital of Rome, dozens of police are out at transportation hubs, checking both green passes and personal identification.
[03:22:28.585 --> 03:22:34.409]  Finding a cooperative mood among the commuters.
[03:22:34.409 --> 03:22:35.470]  Yep.
[03:22:35.470 --> 03:22:38.532]  Frankly, I think we are tired of being locked down.
[03:22:38.532 --> 03:22:45.757]  I work at a young company and it was a race to get the vaccine, Miss Veronica Bianchi said.
[03:22:45.757 --> 03:22:45.817]  Hmm.
[03:22:48.419 --> 03:22:52.563]  I work in a young company.
[03:22:52.563 --> 03:22:55.826]  And that's what's going on.
[03:22:55.826 --> 03:22:59.569]  The young people are going for the vaxxers.
[03:22:59.569 --> 03:23:04.073]  You look at this crowd out there that's protesting this in Italy.
[03:23:04.073 --> 03:23:06.175]  You look at the people.
[03:23:06.175 --> 03:23:07.996]  They're older people.
[03:23:07.996 --> 03:23:09.738]  Not young people.
[03:23:09.738 --> 03:23:13.661]  The young people are getting the jab.
[03:23:13.661 --> 03:23:15.403]  It's the older people that are against it.
[03:23:17.037 --> 03:23:21.561]  The young people aren't protesting as much.
[03:23:21.561 --> 03:23:24.243]  It's the older generations.
[03:23:24.243 --> 03:23:29.487]  Oh, they're out there for climate change, but they're not out there for freedom.
[03:23:29.487 --> 03:23:31.248]  Freedom.
[03:23:31.248 --> 03:23:34.951]  Freedom.
[03:23:34.951 --> 03:23:44.459]  Again, there is going to be, I've been warning about this in the Trends Journal since the COVID war began, there's going to be, yeah look, you see the people.
[03:23:46.027 --> 03:23:53.868]  You're a kid, but most of the people are older people.
[03:23:53.868 --> 03:23:58.509]  Young people should be flooding the streets.
[03:23:58.509 --> 03:24:01.690]  They're not.
[03:24:01.690 --> 03:24:03.530]  How come?
[03:24:03.530 --> 03:24:07.231]  They're brainwashed.
[03:24:07.231 --> 03:24:11.192]  Look what's going to happen to the young kids today.
[03:24:11.192 --> 03:24:13.392]  The kids in grade school, high school,
[03:24:14.625 --> 03:24:44.448]  Living under these mandates and pressures, as they grow older and get into positions in leading businesses and getting into politics, yeah, again, older people, they are going to bring their sickness into the new ruling class, because they have been indoctrinated to be told what to do, how to do it, when to do it, why to do it,
[03:24:45.089 --> 03:24:50.653]  They're going to keep bringing that forward in future generations.
[03:24:50.653 --> 03:24:56.838]  So this is a very serious, very serious, because they're making this crap up in schools what they're telling kids to do.
[03:24:56.838 --> 03:25:06.205]  I had a situation where they made a bunch of kids stay home, and there he is, look at this clown.
[03:25:06.205 --> 03:25:07.586]  Look at this jerk.
[03:25:07.586 --> 03:25:09.728]  Look at this jerk.
[03:25:09.728 --> 03:25:12.750]  How can anybody listen to this stupid piece of crap?
[03:25:14.011 --> 03:25:14.952]  I eat crap.
[03:25:14.952 --> 03:25:16.432]  I spit out crap.
[03:25:16.432 --> 03:25:17.793]  I'm full of crap.
[03:25:17.793 --> 03:25:19.814]  Here's the proof.
[03:25:19.814 --> 03:25:24.577]  Again, these demonstrations are going to keep going on.
[03:25:24.577 --> 03:25:30.720]  And there are always agents provocateurs that are going to make it look terrible.
[03:25:30.720 --> 03:25:35.483]  There's going to be a new political movement in countries around the world.
[03:25:35.483 --> 03:25:37.824]  This is going to destroy the economy.
[03:25:37.824 --> 03:25:39.505]  It's being artificially propped up.
[03:25:41.061 --> 03:25:44.823]  So, what's going to go up, what's going to go down?
[03:25:44.823 --> 03:25:47.824]  GSB is my belief.
[03:25:47.824 --> 03:25:51.726]  Gold, silver and Bitcoin.
[03:25:51.726 --> 03:25:55.348]  The streets are a shadow of what they used to be.
[03:25:55.348 --> 03:25:57.148]  At night it's dead.
[03:25:57.148 --> 03:26:03.251]  Where I am up here in Kingston, New York, nine o'clock at night it's dead.
[03:26:03.251 --> 03:26:06.853]  Again, these protests are great, they're wonderful, but
[03:26:09.329 --> 03:26:17.095]  You have to do like they did with the Berlin Wall, or the Indian farmers just did.
[03:26:17.095 --> 03:26:20.598]  When the Berlin Wall came down, people went and they didn't leave.
[03:26:20.598 --> 03:26:23.761]  Day after day, night after night, you don't go protesting and go home.
[03:26:23.761 --> 03:26:25.602]  You go and you don't leave.
[03:26:25.602 --> 03:26:28.525]  Same thing just happened with the Indian farmers.
[03:26:28.525 --> 03:26:36.792]  They took to the streets for months, for months, almost a year, and they beat it.
[03:26:36.792 --> 03:26:37.152]  That's it.
[03:26:38.493 --> 03:26:40.374]  The people didn't leave.
[03:26:40.374 --> 03:26:41.054]  They beat it.
[03:26:41.054 --> 03:26:45.075]  They just beat it.
[03:26:45.075 --> 03:26:45.935]  In India.
[03:26:45.935 --> 03:26:48.256]  We've been writing about it in the magazine.
[03:26:48.256 --> 03:26:52.237]  The only way it comes down is when you protest and don't leave.
[03:26:52.237 --> 03:26:54.558]  You have to surround City Hall.
[03:26:54.558 --> 03:26:56.599]  You have to surround the Capitol.
[03:26:56.599 --> 03:26:58.959]  You don't tell us what to do.
[03:26:58.959 --> 03:27:01.680]  We have our constitutional rights.
[03:27:01.680 --> 03:27:04.201]  But now this little Warren Wilhelm Jr.
[03:27:04.201 --> 03:27:06.722]  hired Warren.
[03:27:06.722 --> 03:27:06.902]  Yeah.
[03:27:08.342 --> 03:27:13.363]  They're hell with the First Amendment that gives you religious rights.
[03:27:13.363 --> 03:27:18.345]  That if you don't believe, if your religion does not believe in a vaccination.
[03:27:18.345 --> 03:27:19.505]  They're the Indian farmers.
[03:27:19.505 --> 03:27:21.286]  They didn't leave.
[03:27:21.286 --> 03:27:22.666]  For almost a year.
[03:27:22.666 --> 03:27:24.546]  For almost a year.
[03:27:24.546 --> 03:27:25.967]  And they killed about a hundred of them.
[03:27:25.967 --> 03:27:26.647]  They didn't leave.
[03:27:26.647 --> 03:27:28.027]  More came.
[03:27:28.027 --> 03:27:30.428]  And they defeated the bill.
[03:27:30.428 --> 03:27:33.649]  United we stand, divided we fall.
[03:27:33.649 --> 03:27:35.109]  So here's Warren Wilhelm.
[03:27:35.109 --> 03:27:36.090]  Look at that.
[03:27:36.090 --> 03:27:37.650]  Hey fat boy, look at that double chin.
[03:27:38.257 --> 03:27:44.061]  Double chin eating that crap, yeah, and spewing out crap from your double chin.
[03:27:44.061 --> 03:27:46.563]  Religious exemptions?
[03:27:46.563 --> 03:28:01.234]  Well, if you want one, you go to our website freedompeacejustice.com freedompeacejustice.com He is denying religions a violation of the First Amendment to people's religious rights.
