[00:00:12.657 --> 00:00:14.759]  It's Tuesday, March 23rd.
[03:20:09.125 --> 03:20:12.428]  It's like God's language and we don't understand it and the devil doesn't understand it.
[03:20:13.806 --> 03:20:14.827]  But we're connected to it.
[03:20:14.827 --> 03:20:16.268]  The devil can't see it.
[03:20:16.268 --> 03:20:18.129]  See, the devil has his own wireless network.
[03:20:18.129 --> 03:20:19.971]  We have ours with God.
[03:20:19.971 --> 03:20:24.074]  I told you last week, I was coming in here and I wanted the background of like Earth from orbit.
[03:20:24.074 --> 03:20:25.755]  We do that maybe once or twice a year.
[03:20:25.755 --> 03:20:27.476]  They already had it up when I got here.
[03:20:27.476 --> 03:20:29.458]  They're like, okay, that's a coincidence.
[03:20:29.458 --> 03:20:32.921]  I was in Connecticut on a whole other deal I can't talk about.
[03:20:32.921 --> 03:20:36.043]  And we go to Skull and Bones yesterday, just randomly.
[03:20:36.043 --> 03:20:37.784]  Never been there before at Yale.
[03:20:37.784 --> 03:20:39.285]  And Rob goes, hey, you know, we went there on 322.
[03:20:40.595 --> 03:20:42.277]  That's their big holy day, everything.
[03:20:42.277 --> 03:20:43.840]  I didn't even think about it.
[03:20:43.840 --> 03:20:44.501]  It just happened.
[03:20:44.501 --> 03:20:46.964]  What is that?
[03:20:46.964 --> 03:20:51.290]  You know, listeners call into the show and they thank me, and it makes me feel pathetic.
[03:20:52.077 --> 03:20:54.758]  Because I sit there and I beg you for support.
[03:20:54.758 --> 03:20:56.019]  Constantly.
[03:20:56.019 --> 03:20:59.340]  For prayer, for financial support, and for word of mouth.
[03:20:59.340 --> 03:21:00.801]  And we're all in this together.
[03:21:00.801 --> 03:21:06.163]  And it gets old having to come to you and say, hey, I got great products, please buy them or we won't be here on air.
[03:21:06.163 --> 03:21:06.843]  But it's true.
[03:21:06.843 --> 03:21:10.265]  We're the only media organization in the United States that promotes liberty at this level.
[03:21:11.005 --> 03:21:11.706]  We're good to go.
[03:21:28.684 --> 03:21:32.267]  I don't like coming to you and saying this could be our last broadcast.
[03:21:32.267 --> 03:21:35.929]  Hell, I've been on there 27 years, and only the last year or so have I said that.
[03:21:35.929 --> 03:21:38.311]  But let me tell you, the New World Order is breathing down our neck.
[03:21:58.391 --> 03:22:02.775]  The big globalist publications are coming after us, and they're doing everything they can to shut us down.
[03:22:02.775 --> 03:22:08.540]  So please pray to keep InfoWars on the air, and please support the local station you're listening to as well.
[03:22:08.540 --> 03:22:20.130]  At the same time, go to InfoWarsStore.com while you still can, and get a book, get a film, get a t-shirt, get some supplements, because it's that money that helps us stay on air in the face of this thing.
[03:22:20.750 --> 03:22:22.871]  I need your help more than ever now.
[03:22:22.871 --> 03:22:26.992]  I want to keep fighting the globalists, but I can't do it if you don't support us.
[03:22:26.992 --> 03:22:37.596]  So, pray for us, word of mouth, tell folks about the broadcast however you can, and buy great products that will enrich you and your family's lives every day at InfoWareStore.com.
[03:22:37.596 --> 03:22:47.140]  Whether it's high quality coffee, or supplements, or books or films, all of it nurtures the soul, all of it empowers humanity, all of it is pro-human and pro-God.
[03:22:47.140 --> 03:22:47.780]  Thank you so much.
[03:22:48.400 --> 03:22:56.467]  As you know, we're always upping our game at InfoWars, and we brought you a new supplement, a new product that we know you're gonna love, especially if you have trouble sleeping.
[03:22:56.467 --> 03:22:57.547]  It is Down-N-Out.
[03:22:57.547 --> 03:22:59.369]  We don't mean bankrupt under a bridge.
[03:22:59.369 --> 03:23:02.351]  We mean down your bed, sleeping hard throughout the night.
[03:23:02.351 --> 03:23:05.414]  It's got 4 milligrams of high-quality melatonin.
[03:23:05.414 --> 03:23:07.976]  It's got 25 milligrams of passionflower.
[03:23:07.976 --> 03:23:11.618]  It's got 50 milligrams of valerian root extract concentrate.
[03:23:11.618 --> 03:23:13.480]  It's got 100 milligrams of lemon balm.
[03:23:13.800 --> 03:23:16.642]  And 150 milligrams of German Chamomile.
[03:23:16.642 --> 03:23:19.223]  Ladies and gentlemen, this is a very strong formula.
[03:23:19.223 --> 03:23:22.284]  I recommend you only take a quarter or a half the first time.
[03:23:22.284 --> 03:23:24.646]  It's liquid, so it goes right into your body fast.
[03:23:24.646 --> 03:23:28.447]  If you take it subliminally under the tongue, oh, how about blasting off to sleep?
[03:23:28.447 --> 03:23:29.148]  It's incredible.
[03:23:29.148 --> 03:23:31.669]  It's basically a liquid formula of rocket rest.
[03:23:31.669 --> 03:23:34.150]  It's so popular, we can't keep it in stock.
[03:23:34.150 --> 03:23:38.453]  Get yours today, down and out, exclusively at InfoWareStore.com.
[03:23:38.453 --> 03:23:41.174]  40% off, out of the gates, with free shipping, while supplies last.
[03:23:41.929 --> 03:23:42.509]  I don't know.
[03:23:42.509 --> 03:23:43.330]  Infowarstore.com.
[03:23:59.545 --> 03:24:04.251]  And it's because we have so much credibility, they can't allow us to stay on air much longer.
[03:24:04.251 --> 03:24:07.616]  And I don't have time to tell you all the stuff they're doing to us for a lot of reasons.
[03:24:07.616 --> 03:24:09.138]  I can't tell you what's going on.
[03:24:09.138 --> 03:24:10.319]  But let's just say this.
[03:24:10.319 --> 03:24:11.641]  We're going to see this through to the end.
[03:24:11.641 --> 03:24:14.105]  We're going to stay on air as long as we can.
[03:24:14.725 --> 03:24:18.367]  So please pray for us and please buy the products at mfulworthstore.com.
[03:24:18.367 --> 03:24:20.949]  They're great products, plus they fund the operation.
[03:24:20.949 --> 03:24:24.130]  So you know, unlike other products you can buy, they're still great.
[03:24:24.130 --> 03:24:24.911]  Do they fund freedom?
[03:24:24.911 --> 03:24:26.092]  No, a lot of them don't.
[03:24:26.092 --> 03:24:32.535]  These are great products that fund freedom and fund justice when the whole world's waking up and looking for truth.
[03:24:32.535 --> 03:24:34.276]  That's why the globalists are censoring.
[03:24:34.276 --> 03:24:37.098]  They can't bring in all this tyranny and leave people like us on the air.
[03:24:37.678 --> 03:24:40.800]  So while you're at it, don't just financially support us and spread the word.
[03:24:40.800 --> 03:24:50.464]  Download everything we've done you can find and save it, because who knows how long we're going to be on the air and the enemy is trying to destroy everything we ever said.
[03:24:50.464 --> 03:24:53.145]  You're listening to the Alex Jones Show.
[03:25:02.043 --> 03:25:06.046]  Oh my gosh, I just got showed by the Boom Operator the most crazy, falchey video.
[03:25:06.046 --> 03:25:06.906]  We're downloading it now.
[03:25:06.906 --> 03:25:08.727]  We'll have it for you next segment.
[03:25:08.727 --> 03:25:10.128]  I am your host, Alex Jones.
[03:25:10.128 --> 03:25:17.393]  We are live, thanks to your support and God's will in the ATX Broadcasting Worldwide.
[03:25:17.393 --> 03:25:19.314]  Let's crank up some of this Rammstein!
[03:25:28.003 --> 03:25:29.684]  I don't know.
[03:25:29.684 --> 03:25:32.885]  I gotta read the... I gotta read the lyrics.
[03:25:32.885 --> 03:25:33.625]  Let's do that.
[03:25:33.625 --> 03:25:36.806]  It's a song about... ...scary people.
[03:25:36.806 --> 03:25:38.166]  I don't know.
[03:25:38.166 --> 03:25:40.247]  Oh, my rancid metal mouth.
[03:25:57.259 --> 03:25:58.740]  You know, that's become a big genre.
[03:25:58.740 --> 03:26:01.982]  They're like, videos every week getting hundreds of thousands, millions of views.
[03:26:01.982 --> 03:26:03.803]  They'll be ranting to death metal.
[03:26:03.803 --> 03:26:07.366]  Maybe that'll be my new career.
[03:26:07.366 --> 03:26:17.112]  Alright, let's get back to your phone calls and get serious here.
[03:26:17.112 --> 03:26:18.693]  Because the serious stuff's coming down.
[03:26:18.693 --> 03:26:26.458]  They want to disarm their slaves so bad, White House reportedly does not rule out executive orders to enact gun confiscation.
[03:26:27.245 --> 03:26:30.247]  And that's something he said before, but now it's back in the news today.
[03:26:30.247 --> 03:26:34.769]  Let's go ahead and race through your calls to get to all ten of these calls or so.
[03:26:34.769 --> 03:26:41.732]  Let us now speak to Brett in Kansas.
[03:26:41.732 --> 03:26:42.272]  You're on the air.
[03:26:42.272 --> 03:26:42.593]  Welcome.
[03:26:42.593 --> 03:26:43.833]  Go ahead.
[03:26:43.833 --> 03:26:44.974]  Hey, Alex.
[03:26:44.974 --> 03:26:46.615]  Thanks for taking my call.
[03:26:46.615 --> 03:26:49.136]  I just emailed in a video to Owen.
[03:26:49.136 --> 03:26:53.418]  It was about what the House Committee was speaking to the Federal Reserve
[03:26:54.361 --> 03:27:05.582]  and uh secretary of treasury today and pretty much they're just talking about just taking the mask off not like the real mask but the metaphorical one yeah taking the sheet mask off and the big bad wolf under it
[03:27:06.425 --> 03:27:13.487]  Yeah, so they're talking about rolling out the digital ID for currency now since they're worried about Bitcoin being... Well, that is huge news!
[03:27:13.487 --> 03:27:14.947]  I'm sure Owen will cover in the War Room.
[03:27:14.947 --> 03:27:17.647]  Send it to Rob D., R-O-B-D.
[03:27:17.647 --> 03:27:22.809]  That's Rob D. here at InfoWars, but R-O-B-D, just R-O-B-D at InfoWars.com.
[03:27:22.809 --> 03:27:23.769]  I want to see that.
[03:27:23.769 --> 03:27:28.330]  Tell us what he was saying, because, yeah, they're bringing in the world digital currency, world government, it's all here.
[03:27:28.330 --> 03:27:29.630]  Tell us what the Federal Reserve was saying.
[03:27:30.342 --> 03:27:39.697]  Yeah, scarier the part that he was talking about we need to reform the judicial branch pretty much to be able to unmask these people who are trying to
[03:27:40.376 --> 03:27:48.621]  You know, use their money in a way that the government can't see it, but it still has to be private so citizens feel comfortable, but only the government can see it.
[03:27:48.621 --> 03:27:48.961]  Oh, of course!
[03:27:48.961 --> 03:27:51.142]  The banks want to enforce the digital control.
[03:27:51.142 --> 03:27:55.285]  That's the point of the social credit score, is the banks enforce the government's edicts.
[03:27:55.285 --> 03:27:55.865]  Wow!
[03:27:55.865 --> 03:28:01.829]  So, the Federal Reserve openly promotes a communist social credit score for Americans.
[03:28:01.829 --> 03:28:02.749]  Wow!
[03:28:02.749 --> 03:28:05.891]  What time did you send that email and what was the subject name?
[03:28:05.891 --> 03:28:07.172]  We can get it right now on Owen's email.
[03:28:08.050 --> 03:28:10.872]  It was Please Watch.
[03:28:10.872 --> 03:28:18.916]  I forgot what the rest of it was, but it was Please Watch, and I think his email is owensatinfowars.com, and I sent it to that.
[03:28:18.916 --> 03:28:20.157]  Yeah, yeah, there it is right there.
[03:28:20.157 --> 03:28:27.541]  They want to unmask all the Bitcoin investors, and really, if you can unmask anybody, that means you can have a digital social credit score.
[03:28:27.541 --> 03:28:28.181]  Wow!
[03:28:28.181 --> 03:28:30.102]  Brett, what else are you talking about right now?
[03:28:30.842 --> 03:28:34.583]  Well, I mean, I wanted to talk to you about maybe a private meeting.
[03:28:34.583 --> 03:28:43.506]  I'd like to pay you like $5,000 for you and Olin to sit down and me and my boys can present something to you that we think would really kind of counter trend.
[03:28:43.506 --> 03:28:47.027]  Well, you're nice to offer money to meet with me, but it's like I'm a politician.
[03:28:47.027 --> 03:28:48.008]  I start doing that, brother.
[03:28:48.008 --> 03:28:49.988]  I'm not going to have any time of the day.
[03:28:49.988 --> 03:28:51.209]  Listen, I love you.
[03:28:51.209 --> 03:28:51.849]  I appreciate it.
[03:28:51.849 --> 03:28:53.370]  Send your proposal to Olin.
[03:28:53.370 --> 03:28:54.110]  We need funding.
[03:28:54.110 --> 03:28:56.050]  We need funding outside our operation.
[03:28:56.050 --> 03:28:57.471]  The enemy's closing in on us, but that's...
[03:29:00.981 --> 03:29:01.501]  We're good to go.
[03:29:28.371 --> 03:29:29.372]  Somebody calls.
[03:29:29.372 --> 03:29:30.992]  Let's talk to David in Canada.
[03:29:30.992 --> 03:29:31.792]  David, go ahead, sir.
[03:29:31.792 --> 03:29:34.733]  Hi, Alex.
[03:29:34.733 --> 03:29:35.133]  I love you.
[03:29:35.133 --> 03:29:36.174]  I love everyone.
[03:29:36.174 --> 03:29:38.314]  We are the resistance.
[03:29:38.314 --> 03:29:41.936]  A girlfriend once told me we've got to start at the root of the problem.
[03:29:41.936 --> 03:29:45.497]  And, well, I'm starting my own little way.
[03:29:45.497 --> 03:29:56.140]  I resist the mask wearing, and I was angry, but then I saw your videos, and especially the one with Rebel News, how we have to inform the people because they're kind of
[03:29:56.724 --> 03:30:05.430]  They're confused and scared and try to try to give them a little bit of information in a nice way.
[03:30:05.430 --> 03:30:14.035]  But I'm under a little bit of oppression because some of the stores I walk into in here in Canada County, they're saying you can't come in without a mask.
[03:30:14.035 --> 03:30:22.301]  And well, if I walk in next is going to be can't come in without a digital ID, can't come without a vaccine, can't come in unless JP Morgan says you can't.
