[00:00:00.370 --> 00:00:01.552]  It's on InfoWars.com.
[02:44:03.829 --> 02:44:14.577]  This is why we talk about things like antibody dependent enhancement when these people who've been inoculated get reintroduced to new viruses this fall as we're now getting into the real flu season, which is the killer for our kids.
[02:44:15.437 --> 02:44:19.840]  Uh, then they're going to, they're going to experience all kinds of different things, massive organ failure and all of that.
[02:44:19.861 --> 02:44:26.325]  But I want to, I want to focus on our youngsters because, you know, uh, kiddos are, are our whole purpose in life.
[02:44:26.385 --> 02:44:32.810]  At least speaking for myself, my kids are the most important thing in my life.
[02:44:32.970 --> 02:44:33.931]  Only second to God.
[02:44:35.248 --> 02:44:50.950]  I, it's important to me to protect them and as I look to California and I see that entire school districts are being mandated and then you look to New York and you see Governor, or excuse me, Mayor de Blasio, the clown, the communist tyrant, forcing everybody to take these injections.
[02:44:51.010 --> 02:44:52.152]  Now there's lawsuits going on there.
[02:44:52.791 --> 02:44:55.593]  So, we know a lot about our kids.
[02:44:55.633 --> 02:45:00.177]  We know a lot about the age group, you know, 12 to 17 in myocarditis.
[02:45:00.818 --> 02:45:02.839]  Are these numbers leveling out?
[02:45:03.400 --> 02:45:05.141]  Are these numbers exploding?
[02:45:05.662 --> 02:45:11.046]  Is this being overstated when I'm on the show, warning about this side effect in our kids?
[02:45:11.527 --> 02:45:13.528]  Or is this a legitimate concern?
[02:45:15.190 --> 02:45:16.731]  Stu, they're exploding.
[02:45:17.595 --> 02:45:24.881]  Especially now that the 12 to 15-year-old rollout for these shots is well underway.
[02:45:24.901 --> 02:45:37.211]  I just have to implore parents, honest to God, you just don't know what you're doing when you're tripping over yourself to shove your 12, 13, 14-year-old, 15-year-old into these shot clinics.
[02:45:37.311 --> 02:45:39.813]  I'm telling you right now, the numbers have exploded.
[02:45:40.133 --> 02:45:43.316]  They're literally 20 times higher than the expected rate.
[02:45:43.356 --> 02:45:48.961]   The expected rate is defined as sort of that background rate We're looking at the ages in VAERS from 13 to 23.
[02:45:48.800 --> 02:45:54.081]   out of the little bit of pivotal trial work that these companies did.
[02:45:54.081 --> 02:45:58.001]  We're looking at the ages in VAERS from 13 to 23.
[02:45:58.001 --> 02:46:07.081]   Look, Stu, 80% of males between 13 and 23 are getting, I'm sorry, the afflicted are
[02:46:07.081 --> 02:46:08.560]  80% are males.
[02:46:08.597 --> 02:46:17.399]  So look, you're marching your teen boy in there, you've got a huge risk, you've got a huge percentage rate of myocarditis.
[02:46:17.419 --> 02:46:23.901]  And I want to remind people, myocarditis is not just one and done, hey I feel better, I'm going home, like a common cold.
[02:46:24.521 --> 02:46:30.063]  The inflammation itself leaves behind fibrotic changes, changes in the chemical composition.
[02:46:30.423 --> 02:46:33.885]  Your heart is an electrochemical organ.
[02:46:34.265 --> 02:46:42.768]  It depends on all kinds of electrical charges and it's all controlled by chemical, your sodium, your potassium.
[02:46:43.069 --> 02:46:45.630]  These things get disrupted, the pathways get disrupted.
[02:46:45.910 --> 02:46:58.681]   You are subjecting your child, if he gets myocarditis, with years of Well, hopefully many years, but years, unfortunately, of feeling tired, back and forth to the cardiologist.
[02:46:59.061 --> 02:46:59.822]  Lots of damage.
[02:46:59.902 --> 02:47:01.743]  It's irreversible damage, Stu.
[02:47:02.143 --> 02:47:04.624]  It's like scar tissue in the heart.
[02:47:04.844 --> 02:47:08.546]  The heart is entirely muscle.
[02:47:10.067 --> 02:47:13.348]  I've been talking about this for a really long time, and we all have.
[02:47:14.369 --> 02:47:18.051]  And of course, we're framed in a light.
[02:47:19.571 --> 02:47:20.872]  This is all a big conspiracy.
[02:47:21.739 --> 02:47:41.883]  And then you look over at the DoD again today, and you look at patents, and Karen Kingston brings forward, who's a biotech analyst, a former Pfizer employee, she tells me today that the DoD Joint Artificial Intelligence Office is tracking COVID vaccine deaths.
[02:47:43.023 --> 02:47:50.144]  But Cyrus Parsa just yesterday was a big conspiracy theorist for saying that there's some sort of an artificial intelligence extinction plan with these shots.
[02:47:51.252 --> 02:48:06.437]  You have to be, as a pharmaceutical professional, as an expert in the medical field, in the pharmaceutical field specifically, you have to be extremely responsible with the things that you say.
[02:48:08.098 --> 02:48:09.978]  And, you know, I don't so much.
[02:48:10.078 --> 02:48:12.639]  I can just wear it on my sleeve and say it how I see it.
[02:48:13.079 --> 02:48:14.420]  And if I'm right, I'm right.
[02:48:14.800 --> 02:48:15.560]  If I'm wrong, I'm wrong.
[02:48:15.580 --> 02:48:16.981]  Most of the time, we've been right.
[02:48:18.641 --> 02:48:29.929]   But I see this as an intentional Diabolical, sinister plan, including with this new Merc thing, because you mentioned something that really caught my attention.
[02:48:30.590 --> 02:48:42.399]  You said that there were problems with the reproductive system, or there was some sort of an issue with that, with this Merc thing, and we're seeing the same thing with these shots.
[02:48:43.109 --> 02:48:48.631]  They're impacting women's and girls' reproductive ability, making them infertile.
[02:48:49.151 --> 02:48:55.413]  Now, we're seeing a ton of these guys, their balls are swelling up super huge, right?
[02:48:55.873 --> 02:48:59.494]  There's all this testicular inflammation going on, weird things happening.
[02:49:00.794 --> 02:49:07.577]  Meanwhile, the guy responsible for all of this, Bill Gates, tells the entire world right out in the wide open that we need to depopulate.
[02:49:08.257 --> 02:49:15.815]   So, in a responsible type of way, I mean, and real quickly, because I got a minute, Do you think that I'm being hyperbolic?
[02:49:16.235 --> 02:49:17.935]  Am I wearing some tinfoil hat here?
[02:49:19.215 --> 02:49:23.616]  Or do you view this as being evil and intentional?
[02:49:26.297 --> 02:49:38.979]  Stu, I have to say that from my perspective as a medical professional and a pharma drug development, there's no therapeutics to these shots, to these pills.
[02:49:39.340 --> 02:49:41.899]  There's nothing beneficial.
[02:49:41.899 --> 02:49:48.939]   Instead, we're going to be looking at, we're looking now at permanent heart damage in young teens.
[02:49:48.939 --> 02:49:56.260]   We're looking at miscarriages, birth defects, strokes, heart attacks.
[02:49:56.260 --> 02:50:03.859]   The volume is incredible and it tells me, I can't deduce anything other than this is intentional.
[02:50:03.925 --> 02:50:09.429]  And I'm particularly concerned, I'm concerned about everybody and everything, but I'm concerned about our military.
[02:50:09.529 --> 02:50:13.312]  Our military could potentially be decimated right in front of our eyes.
[02:50:13.372 --> 02:50:17.415]  They're going to be also mandated to take these cocktails.
[02:50:17.775 --> 02:50:19.917]  If they don't leave now and reject it...
[02:50:20.737 --> 02:50:30.320]  And once they're kicked out, uh, they're going to be replaced by three people who will, and then they'll march in line and they will help to inject everybody in this country or around the planet.
[02:50:31.260 --> 02:50:33.901]  Uh, that's, that's the way to take over without firing a shot.
[02:50:34.281 --> 02:50:39.242]  The threat of the military, the threat of prosecution, the threat of being criminalized for going to a school board meeting.
[02:50:39.282 --> 02:50:41.443]  That is the state of America in 2021.
[02:50:41.643 --> 02:50:46.764]  Dr. Jane Ruby, thank you for your constant responsible reporting on all of this and for joining us today.
[02:50:46.804 --> 02:50:48.865]  My name is Stu Peters, fourth hour of Alex Jones.
[02:50:48.885 --> 02:50:49.745]  The War Room is up next.
[02:50:49.765 --> 02:50:50.105]  Stick around.
[02:50:54.611 --> 02:50:57.833]  It's October 1st, 2021, and I've got good news for you.
[02:50:58.534 --> 02:50:59.614]  I've got good news for me.
[02:50:59.715 --> 02:51:04.118]  I've got good news for everybody alive in America and on this planet today.
[02:51:04.958 --> 02:51:11.523]  Now, we spent years developing this, and it's probably one of the strongest, cleanest formulas in the world.
[02:51:11.563 --> 02:51:12.463]  There may be something better.
[02:51:12.904 --> 02:51:13.624]  We don't know about it.
[02:51:13.644 --> 02:51:20.709]  It's made by one of the top labs in the United States that we private label it from because, again, if we said their name, they'd get attacked by the left.
[02:51:21.229 --> 02:51:23.231]  This stuff is incredible.
[02:51:24.071 --> 02:51:31.214]  It is Brain Force Ultra, exclusively available at InfoWarsTore.com.
[02:51:31.535 --> 02:51:36.897]  We got a limited run of this in a month ago and it sold out in three days.
[02:51:37.818 --> 02:51:40.239]  And we already had a larger batch getting developed.
[02:51:40.919 --> 02:51:59.489]  The ingredients came in and the new batch is here and I just took some today and I think it's even stronger than the last batch because this stuff again is done in a lab but it's done organically so each batch varies a little bit but it does get all the testing done to show that it's at least up to a basic strength and this is actually above that.
[02:51:59.830 --> 02:52:01.871]  So we got Brain Force Ultra back in stock.
[02:52:02.271 --> 02:52:07.034]  We got a big shipment in but it's so popular I think it's going to sell out in probably a week.
[02:52:07.594 --> 02:52:14.279]  Despite that, we're going to offer it at 50% off the introductory rate for at least four or five days.
[02:52:14.640 --> 02:52:17.002]  That's why I'm saying it's October 1st.
[02:52:17.622 --> 02:52:19.183]  I'm going to run this until October 5th.
[02:52:19.364 --> 02:52:20.184]  Hell, it may sell out.
[02:52:20.504 --> 02:52:32.314]  And that's good news for InfoWars because we desperately need funding in the face of the Democratic Party assault, their rigged courts, their kangaroo systems, and their attempts to silence us and silence you.
[02:52:32.334 --> 02:52:34.496]  Because that's why they're coming after us, is to get to you.
[02:52:34.716 --> 02:52:39.440]   We are all in this together, as Benjamin Franklin said, And if we don't hang together, we're gonna hang separate.
[02:52:39.680 --> 02:52:45.146]  You've been hanging with us, you've been keeping us on air, you've been spreading the word, and it's having an incredible effect.
[02:52:45.206 --> 02:52:47.768]  In fact, let me spend a minute or so on that before I get back into this.
[02:52:48.589 --> 02:52:51.151]  I had a chance to go up to Glenn Beck's The Blaze.
[02:52:51.972 --> 02:52:55.416]  I had a chance to hang out with Steven Crowder at his offices outside The Blaze.
[02:52:55.756 --> 02:53:03.464]   And I had a chance to meet with a lot of other big reporters and other pundits and A lot of them thought I was full of it 10 years ago or even 5 years ago.
[02:53:03.504 --> 02:53:06.847]  They now see everything I predict to come true and we had a hero's welcome there.
[02:53:07.408 --> 02:53:09.310]  And it's happening all over the place.
[02:53:09.530 --> 02:53:10.972]  But that's because of your support.
[02:53:11.432 --> 02:53:14.235]  If you didn't keep us on air, the world wouldn't be waking up.
[02:53:14.602 --> 02:53:17.544]  When this tyranny launches attack, we would be losing.
[02:53:17.564 --> 02:53:18.345]  We'd be submitting.
[02:53:18.725 --> 02:53:24.309]  But instead, all over the world, from Australia to the United States, people are fighting back and waking up.
