[00:00:01.190 --> 00:00:14.919]  InfoWars has been banned.
[03:39:33.594 --> 03:39:40.178]  That there will be all these signs, there will be these wars, there will be these curses and plagues and pestilences.
[03:39:40.178 --> 03:39:44.640]  And then there will be kind of a taking away of the righteous, of the elect.
[03:39:44.640 --> 03:39:47.121]  And the wicked will be left there not knowing what's going on.
[03:39:48.337 --> 03:39:49.037]  I don't know.
[03:40:11.589 --> 03:40:16.493]  And so a lot of these things, at least in their nascent form, seem to be here.
[03:40:16.493 --> 03:40:21.958]  So it could be that, you know, the world has another hundred years, another thousand, I don't know.
[03:40:21.958 --> 03:40:29.044]  But if we see the end coming, it will have a lot of the characteristics of the system that we have now, right?
[03:40:30.218 --> 03:40:36.522]  Maybe by 2040-50 when the elite actually have the full infrastructure of the global government, there's a giant war, right?
[03:40:36.522 --> 03:40:39.743]  That could definitely be where we're going into this system.
[03:40:39.743 --> 03:40:43.765]  But again, keep in mind that this is amazingly prophetic, right?
[03:40:43.765 --> 03:40:54.211]  Again, one of the key indicators that the Bible isn't just a made-up bunch of, you know, hokey text strung together, is that it has these really precise predictions and ideas
[03:40:55.322 --> 03:40:59.326]  Such as the conversion of the nations, which at that time was unheard of.
[03:40:59.326 --> 03:41:07.813]  Nobody thought that Christianity in the first century would be this religion that would be worldwide and would bring in, you know, the nations of the world.
[03:41:07.813 --> 03:41:16.420]  And yet for the last 2,000 years it has done that as a fulfillment of all those prophecies of the inclusion of the Gentiles into the covenant.
[03:41:16.420 --> 03:41:23.506]  So here we have all these prophetic ideas that themselves are powerful confirmations of the truth of the Bible and
[03:41:24.224 --> 03:41:34.572]  The apocalypse, you know, and the end of the world text, for all of the disputed interpretations, the general ideas that we have there are pretty clear, right?
[03:41:34.572 --> 03:41:42.639]  And I just think it's interesting that Jesus stresses multiple times the profound level of deception that will be going on at this time.
[03:41:42.639 --> 03:41:48.964]  So many people are just going to be deceived into believing that this world system is actually going to offer these things
[03:41:49.464 --> 03:41:51.005]  Probably, again, through technology.
[03:41:51.005 --> 03:41:53.745]  I don't know that it's going to be a tech-focused thing.
[03:41:53.745 --> 03:41:55.086]  It may not.
[03:41:55.086 --> 03:41:58.607]  The Antichrist may just dispense with technology and be like, no, just worship me.
[03:41:58.607 --> 03:42:00.908]  And if you don't worship me, then you're going to the guillotine.
[03:42:00.908 --> 03:42:01.408]  I don't know.
[03:42:01.408 --> 03:42:03.549]  Or it may be a bioweapon.
[03:42:03.549 --> 03:42:03.989]  Who knows?
[03:42:06.010 --> 03:42:13.353]  The general principles here are, again, patterns that we're seeing now that relate to mass deception, mass delusion.
[03:42:13.353 --> 03:42:17.255]  Look at the way that people are buying into the sacrament of the stabby.
[03:42:17.255 --> 03:42:19.797]  It's a religious thing for them now, right?
[03:42:19.797 --> 03:42:23.859]  There's a cartoon right now on InfoWars of people bowing before a giant syringe.
[03:42:24.545 --> 03:42:26.546]  And they literally see it as their sacrament.
[03:42:26.546 --> 03:42:35.770]  I mean, if they're doing that now, imagine when something even more deceptive and powerful and alluring comes along, the next phase of the beast system.
[03:42:35.770 --> 03:42:37.931]  How much more will they bow down to this, right?
[03:42:37.931 --> 03:42:39.391]  Maybe virtual worlds, right?
[03:42:39.391 --> 03:42:40.512]  This kind of stuff.
[03:42:40.512 --> 03:42:42.873]  Maybe in the virtual world, like Lawnmower Man, right?
[03:42:42.873 --> 03:42:47.995]  Or something where Stephen King has a slow boy who becomes the demon god of the virtual world.
[03:42:47.995 --> 03:42:48.655]  Something like that.
[03:42:48.655 --> 03:42:53.397]  I don't know, but again, these are all warning signs that we're told about that are manifesting now.
[03:42:57.054 --> 03:43:07.348]  October 2021 is coming to a close and that means it's our yearly Black Friday comes early sale that runs for the first two weeks of November.
[03:43:07.348 --> 03:43:11.513]  And right now you can save up to 60% off on our top selling products plus
[03:43:11.994 --> 03:43:16.677]  Get free shipping and double Patriot points at Infowarstore.com.
[03:43:16.677 --> 03:43:19.438]  Brain Force Plus, the great nootropic, is back in stock.
[03:43:19.438 --> 03:43:20.439]  50% off.
[03:43:20.439 --> 03:43:22.060]  Ultimate Bone Broth.
[03:43:22.060 --> 03:43:23.681]  We haven't had this for several years.
[03:43:23.681 --> 03:43:24.221]  It's back.
[03:43:24.221 --> 03:43:26.142]  New and improved.
[03:43:26.142 --> 03:43:26.403]  20% off.
[03:43:26.403 --> 03:43:28.644]  Plus free shipping and double Patriot points.
[03:43:28.644 --> 03:43:29.865]  All these are free shipping.
[03:43:29.865 --> 03:43:30.685]  Double Patriot points.
[03:43:30.685 --> 03:43:30.965]  Ultra 12.
[03:43:30.965 --> 03:43:31.305]  60% off.
[03:43:31.305 --> 03:43:31.846]  Alpha Power.
[03:43:31.846 --> 03:43:32.346]  40% off.
[03:43:32.346 --> 03:43:32.906]  Knockout.
[03:43:32.906 --> 03:43:33.587]  Sleep Aid.
[03:43:33.587 --> 03:43:33.867]  50% off.
[03:43:33.867 --> 03:43:34.667]  Living Defense.
[03:43:39.330 --> 03:43:49.360]  50% off pure turmeric bodies, extract 40% off, activated charcoal, toothpaste and mouthwash, both together or separate, 50% off and more.
[03:43:49.360 --> 03:43:51.942]  Check it all out today at InfoWarsTore.com.
[03:43:51.942 --> 03:43:55.726]  Get amazing products and funding info war and the fight against the globalists.
[03:43:56.829 --> 03:44:06.293]  RainForce Plus is back in stock, and it's 50% off with free shipping and double Patriot points right now at InfoWarsTore.com.
[03:44:06.293 --> 03:44:16.336]  RainForce Plus, after eight months, is finally back in stock, and we're giving you 50% off plus free shipping and double Patriot points on the best-selling new trophing at InfoWarsTore.com.
[03:44:16.336 --> 03:44:23.159]  RainForce Plus is one of our highest-rated and best-selling InfoWars Live formulas ever, and the InfoWars crew uses it every day, and so do I.
[03:44:23.579 --> 03:44:33.229]  The formula is loaded with natural compounds like Yeramate, L-Theanine, Alpha-GPC, and many others that are known to support cognitive health and give you that extra boost.
[03:44:33.229 --> 03:44:39.775]  Whether you're stocking up or trying it for the first time, now is the time to head to InfoWareStore.com and take advantage of these great savings.
[03:44:40.055 --> 03:44:42.398]  Your purchase of BrainForce Plus is a 360 win.
[03:44:42.398 --> 03:44:47.544]  You'll get a super high quality nootropic and you'll help launch InfoWars to the next level.
[03:44:47.544 --> 03:44:55.333]  Visit InfoWarsStore.com and get our best-selling BrainForce Plus at 50% off before we run out of stock to avoid missing out on these massive savings.
[03:44:55.333 --> 03:44:55.874]  BrainForce!
[03:45:00.407 --> 03:45:11.130]  It's now becoming accepted knowledge, accepted fact, that global government run by private corporations is taking over the United States and other formerly sovereign nations.
[03:45:11.130 --> 03:45:12.270]  They're being destroyed.
[03:45:12.270 --> 03:45:14.830]  All the checks and balances are being annihilated.
[03:45:14.830 --> 03:45:16.111]  Our borders are being destroyed.
[03:45:16.111 --> 03:45:17.631]  Our currency is being destroyed.
[03:45:17.631 --> 03:45:21.152]  And the American people have been listed as terrorists by the rogue federal government.
[03:45:21.954 --> 03:45:25.396]  InfoWars is going to continue to fight on, and there is a big awakening happening.
[03:45:25.396 --> 03:45:27.217]  We have a good chance of beating these people.
[03:45:27.217 --> 03:45:30.499]  But we're not going to be able to stay on air unless you support us, and you've been doing it.
[03:45:30.499 --> 03:45:32.441]  So spread the word about the broadcast.
[03:45:32.441 --> 03:45:36.343]  Pray for the broadcast, but also buy great products at InfoWarsTore.com.
[03:45:36.343 --> 03:45:40.285]  If you're shopping with the big corporations or the establishment, you're aiding the enemy.
[03:45:40.285 --> 03:45:42.507]  If you're funding us and getting great products, you are
[03:45:42.867 --> 03:45:44.931]  Helping lead the war effort.
[03:45:44.931 --> 03:45:52.304]  I cannot express to you how important it is to buy your products and do your Christmas shopping and do your Black Friday shopping at infowarestore.com.
[03:45:52.304 --> 03:45:55.569]  We've got storewide free shipping right now and double patriot points.
[03:45:56.195 --> 03:46:01.257]  I am cutting this announcement on the afternoon of Thursday, November 4th, 2021.
[03:46:01.257 --> 03:46:06.080]  That means you've only got 10 days as of taping this to get storewide free shipping, double Patriot points.
[03:46:06.080 --> 03:46:08.401]  That was 60% off on our bestselling items.
[03:46:08.401 --> 03:46:10.122]  We have Winter Sun at 50% off.
[03:46:10.122 --> 03:46:10.962]  So good for your body.
[03:46:10.962 --> 03:46:12.263]  So good for your immune system.
[03:46:12.263 --> 03:46:12.743]  50% off.
[03:46:12.743 --> 03:46:15.264]  We have Ultra 12 at 60% off.
[03:46:15.264 --> 03:46:16.885]  That is the lowest we've ever gone.
[03:46:16.885 --> 03:46:21.647]  It is so good for your libido, your stamina, your immune system, your whole body taken out of the tongue.
[03:46:21.647 --> 03:46:22.187]  60% off.
[03:46:22.187 --> 03:46:25.969]  We've got a bunch of products sold out for a long time, like Brain Force Plus back in stock.
[03:46:26.409 --> 03:46:31.353]  50% off and we have Ultimate Bone Broth back in stock at InfoWarStore.com.
[03:46:31.353 --> 03:46:33.194]  It's now Bone Broth Plus.
[03:46:33.194 --> 03:46:39.058]  So it's Ultimate Bone Broth Plus, 20% off and it's even stronger than the last formula we had.
[03:46:39.058 --> 03:46:47.984]  It is amazing for your whole body, amazing for your joints, amazing for inflammation, and it funds the InfoWar, which is so important in the fight against the New World Order.
[03:46:47.984 --> 03:46:50.926]  So thank you all for your support with Supply Chain Breakdowns.
[03:46:50.926 --> 03:46:55.849]  I recommend you get your Christmas shopping done now and have it done and support the InfoWar at InfoWarStore.com.
[03:46:58.311 --> 03:47:13.642]  Welcome back to the Alex Jones Show.
[03:47:13.642 --> 03:47:17.365]  I'm your guest host, Jay Dyer of Jay's Analysis, and we're talking about the
[03:47:18.246 --> 03:47:25.889]  We're looking at the peace system and the different patterns and principles that we would see, the signs that would precede the end whenever the end is.
[03:47:25.889 --> 03:47:30.411]  And we're looking at some of those signs that appear to be at work today.
[03:47:30.411 --> 03:47:33.332]  And, I mean, that was the case, of course, in the ancient world, too.
[03:47:33.332 --> 03:47:37.534]  John says in his epistles, the spirit of Antichrist is at work even now.
[03:47:37.534 --> 03:47:44.237]  So we kind of see this culmination of Antichrist over the ages towards some final battle, Armageddon, this kind of stuff.
[03:47:45.135 --> 03:47:49.319]  And I'm not trying to predict the day, so we should be very weary of that.
