[00:00:00.190 --> 00:00:00.613]  World War 3!
[02:37:52.566 --> 02:37:53.026]  We're done.
[02:37:53.783 --> 02:37:55.663]  The country will be flooded with illegals.
[02:37:56.163 --> 02:38:05.745]  Estimates are a minimum of two million per year for the next two years before Republicans have a chance to do anything about it.
[02:38:06.325 --> 02:38:07.405]  Two million a year!
[02:38:08.046 --> 02:38:13.446]  And that's a conservative estimate because these type of floods have a way of gaining speed.
[02:38:14.427 --> 02:38:18.847]  And now this is going to be a huge social catastrophe in the United States.
[02:38:19.888 --> 02:38:21.928]  Every town is going to be a border town.
[02:38:22.921 --> 02:38:26.842]  A large percentage of these people don't speak any language that we know.
[02:38:26.862 --> 02:38:31.783]  I mean, there are Indians from Guatemala that don't even speak Spanish.
[02:38:31.843 --> 02:38:33.244]  Whole villages are coming up.
[02:38:34.044 --> 02:38:42.166]  And when these towns in El Salvador and Guatemala and around the world, they're not just losing excess people.
[02:38:42.726 --> 02:38:44.627]  They're losing, you know, the baker.
[02:38:45.127 --> 02:38:46.667]  They're losing the school teacher.
[02:38:47.268 --> 02:38:52.229]  They're losing people that, when they leave, there's no reason for anybody else to stay.
[02:38:53.126 --> 02:39:01.152]  So there are entire villages, towns evacuating across Latin America to come to the land of the free stuff.
[02:39:02.112 --> 02:39:06.115]  And we have only seen a little trickle of what is coming.
[02:39:06.135 --> 02:39:17.003]  I mean, people should, if we had decent news, if you didn't have to watch InfoWars or Bannon War Room to get real news, we'd know a lot more about this.
[02:39:17.443 --> 02:39:21.706]  But we are like the happy little town underneath the dam.
[02:39:22.512 --> 02:39:32.523]  And we think that the dam is under control and it's just a little spillway and occasionally it's bigger or it's thinner, but the dam is about to break.
[02:39:33.303 --> 02:39:34.905]  And this is not by accident.
[02:39:34.965 --> 02:39:36.707]  This is entirely by design.
[02:39:37.668 --> 02:39:39.290]  Matt Gaetz has a saying for it.
[02:39:39.890 --> 02:39:42.313]  It's not anymore just catch and release.
[02:39:43.054 --> 02:39:45.036]  It's catch, release, and vote.
[02:39:45.859 --> 02:39:46.820]  In H.R.
[02:39:46.840 --> 02:39:51.862]  1, they're taking citizenship out of the equation for vote, for getting a vote.
[02:39:52.162 --> 02:39:59.606]  They're going to send mail-in ballots to every living human that applies for any government service anywhere.
[02:40:00.507 --> 02:40:02.468]  That's what's coming, a flood.
[02:40:03.908 --> 02:40:14.794]  I'm really glad that I wrote those books starting now almost 20 years ago, my Enemies trilogy in particular, because if I wrote them today,
[02:40:15.623 --> 02:40:21.005]  I would probably be charged with sedition or, you know, trying to provoke civil disorder.
[02:40:21.285 --> 02:40:29.889]  So, if you write something and predict it far enough out in front, hopefully, in my case, it'll give me some kind of insulation.
[02:40:30.629 --> 02:40:42.814]  Because I would hate to get the, you know, the midnight knock on the door with the armored car out front and the stormtroopers and Stasi's busting down the door.
[02:40:43.813 --> 02:40:53.681]  I was in Washington on the 6th, but I didn't get closer to the actual Capitol building than about a half a mile.
[02:40:54.842 --> 02:41:05.471]  We stopped and studied it with binoculars and we could tell that it was just a real goat rodeo and it was going to do nobody any good to get any closer.
[02:41:05.491 --> 02:41:12.457]  And now we've seen people arrested weeks and months after the event who never went into the Capitol.
[02:41:13.263 --> 02:41:29.973]  But they were geolocated because they crossed a quote-unquote geofence, where the FBI asks Google and your cell phone provider, you know, if you had crossed a certain street during a certain time, and that's enough to get you charged now with a felony.
[02:41:30.714 --> 02:41:36.137]  And what the feds do, they do a thing called charge stacking.
[02:41:37.758 --> 02:41:38.679]  There's a reason why
[02:41:40.851 --> 02:41:45.393]  99% of federal criminal cases that go to court result in a conviction.
[02:41:45.793 --> 02:41:46.453]  How can that be?
[02:41:46.473 --> 02:41:46.453]  99%?
[02:41:47.213 --> 02:41:48.413]  Really?
[02:41:48.453 --> 02:41:49.374]  Are they just that good?
[02:41:49.394 --> 02:41:51.214]  They only pick really, really guilty people?
[02:41:51.574 --> 02:41:53.655]  And what they do is they charge stack.
[02:41:54.515 --> 02:42:00.856]  So they've created interesting new felonies like interfering with a government procedure or something like that.
[02:42:01.477 --> 02:42:05.698]  They charge you with 10 overlapping crimes that'll give you 100 years in prison.
[02:42:07.449 --> 02:42:11.954]  And if you want to take your chances on a 99% conviction rate, go right ahead.
[02:42:12.714 --> 02:42:25.607]  Or, you can plead it down to one felony charge, lose your license, lose your job, lose your house because of the legal fees, be a broken man and only spend a couple years in jail or maybe get probation.
[02:42:25.927 --> 02:42:27.349]  Kind of the Roger Stone treatment.
[02:42:28.098 --> 02:42:30.999]  If you're willing to roll the dice on that, go right ahead.
[02:42:31.079 --> 02:42:39.263]  But if you lose, and let's face it, if you're in the Capitol or near the Capitol, you're going to be in front of a super liberal D.C.
[02:42:39.343 --> 02:42:41.724]  jury in front of a super liberal D.C.
[02:42:41.804 --> 02:42:45.605]  judge who's going to hate you by your face and your politics.
[02:42:46.265 --> 02:42:49.887]  So who wants to take a chance on 99 years in prison?
[02:42:50.427 --> 02:42:51.167]  Plead it down.
[02:42:51.547 --> 02:42:55.449]  That's the state of the Stasi America we live in today.
[02:42:55.949 --> 02:42:56.850]  That's how it works.
[02:42:58.860 --> 02:43:13.433]  We have to, going back to Michael Yan and his examination of paradigms, if you're constantly fooled, you can't figure out what's going on, you're in a state of confusion and befuddlement, you can't understand what happened to your country.
[02:43:14.134 --> 02:43:16.456]  You know, all of your institutions are failing you.
[02:43:17.443 --> 02:43:22.705]  The big media lies bold-faced, like this Washington Post lie.
[02:43:22.745 --> 02:43:29.608]  They got caught with the fake phone call from Trump to the Georgia Attorney General.
[02:43:30.429 --> 02:43:36.091]  They just made up fake quotes, quotes that got into the actual impeachment, second impeachment trial.
[02:43:36.571 --> 02:43:37.452]  Find the fraud.
[02:43:37.552 --> 02:43:38.532]  Completely made up.
[02:43:39.572 --> 02:43:41.193]  Then a tape comes out months later.
[02:43:41.253 --> 02:43:41.773]  Who cares?
[02:43:41.833 --> 02:43:42.834]  The damage is done.
[02:43:43.644 --> 02:43:44.665]  The damage is done.
[02:43:45.145 --> 02:43:47.126]  We saw this before the election.
[02:43:47.526 --> 02:43:53.129]  The FBI had the Hunter Biden laptop for almost a year, and they hid it.
[02:43:53.449 --> 02:43:57.411]  They hid it during his first bogus impeachment over Ukraine.
[02:43:57.831 --> 02:44:06.676]  All the exculpatory information was in Hunter Biden's laptop that the FBI had, and they hid it during an impeachment of the president.
[02:44:07.696 --> 02:44:09.257]  And then, before the election,
[02:44:10.023 --> 02:44:25.687]  When another copy of the laptop got out because the computer shop owner finally gave up on the FBI and got it to Rudy Giuliani's people, and multiple copies were made, big tech suppressed the story.
[02:44:25.747 --> 02:44:26.587]  They buried it.
[02:44:26.987 --> 02:44:35.570]  They spiked the New York Post's story on the Tony Bobulinski admissions about how corrupt the Bidens are.
[02:44:37.341 --> 02:44:43.824]  You have to forget regular media, and I include Fox News, because there seems to be a certain point that they won't tread.
[02:44:44.604 --> 02:44:46.425]  They got the word right after the election.
[02:44:46.505 --> 02:44:47.885]  Vote fraud is off the table.
[02:44:47.945 --> 02:44:48.866]  Don't even mention it.
[02:44:49.326 --> 02:44:52.227]  So even Fox News can't count on it.
[02:44:53.668 --> 02:44:56.309]  That's why InfoWars is so important.
[02:44:56.989 --> 02:44:58.249]  Banned.video.
[02:44:58.530 --> 02:45:00.570]  So important to share these videos.
[02:45:04.676 --> 02:45:08.698]  Going back to Michael Yan, another thing that he has said, because the guy is really brilliant.
[02:45:08.718 --> 02:45:14.859]  You see him, he's like a gruff, grizzly bear, former special forces reporter.
[02:45:14.999 --> 02:45:25.322]  But you look at him, you think he's just like a street rumbler, you know, like a guy used to sleep in a tent or in the back of a Land Rover somewhere in the third world.
[02:45:25.382 --> 02:45:26.303]  And I'm sure he is.
[02:45:27.023 --> 02:45:30.804]  But he comes up with some real brilliance and a new thing he is
[02:45:31.294 --> 02:45:34.215]  Pushing is his concept that he has seen all over the world.
[02:45:34.795 --> 02:45:36.636]  He calls it the HOP principle.
[02:45:37.496 --> 02:45:38.117]  H-O-P.
[02:45:38.657 --> 02:45:41.238]  The Human Osmotic Pressure.
[02:45:41.918 --> 02:45:48.721]  He says, no matter where you are, whether it's, you know, between Ethiopia and Somalia, there will be a human osmotic pressure.
[02:45:49.361 --> 02:45:55.163]  And what Biden has done is pulled the filter out, just said, no filter, please come.
[02:45:55.523 --> 02:45:59.265]  And all that built up pressure that was held back during the Trump years
[02:45:59.804 --> 02:46:07.107]  Even though the wall wasn't completed, just the psychological impression to the world was, America's closed.
[02:46:07.888 --> 02:46:09.448]  They've made a deal with Mexico.
[02:46:09.488 --> 02:46:12.149]  You can't cross the border and ask for asylum.
[02:46:12.490 --> 02:46:15.871]  You're just going to wind up in a Mexican refugee camp, so go home.
[02:46:16.711 --> 02:46:20.193]  This worked, but the human osmotic pressure was building.
[02:46:20.956 --> 02:46:32.281]  And when Biden last year announcing for the future, we're going to have a more humane policy and now currently saying, just don't come now, but we're getting everything set.
[02:46:32.361 --> 02:46:35.703]  In other words, we're, we're building the refugee centers.
[02:46:35.723 --> 02:46:36.563]  We're getting ready.
[02:46:36.863 --> 02:46:38.384]  That's not going to stop people.
[02:46:38.804 --> 02:46:40.405]  That's another ticket to ride.
[02:46:40.465 --> 02:46:42.086]  That's another dinner bell ringing.
[02:46:42.566 --> 02:46:44.327]  They're saying, don't come now.
[02:46:45.109 --> 02:46:49.574]  Tells everybody, boy, if I don't come now, I'm going to be way at the back of the line.
[02:46:50.094 --> 02:46:52.096]  Come now so you're at the front of the line.
[02:46:52.797 --> 02:47:05.570]  We are going to see something like what happened in Europe, and in particular in Germany in 2015, when Angela Merkel said there is no upper limit on the number of refugees that Germany would take.
[02:47:05.730 --> 02:47:06.511]  No upper limit.
[02:47:06.972 --> 02:47:08.233]  She put no number on it.
[02:47:08.965 --> 02:47:11.007]  And Biden has done the same thing.
[02:47:11.127 --> 02:47:14.551]  Biden and his cabinet members have said the same thing.
[02:47:14.611 --> 02:47:16.072]  There is no upper limit.
[02:47:16.733 --> 02:47:22.499]  They know if they can get all of these illegals in, they will be voting.
[02:47:23.143 --> 02:47:24.924]  They will be absolutely voting.
[02:47:25.364 --> 02:47:40.014]  And the one thing that illegals want more than anything else, more than free education, more than free health care, more than subsidized housing, more than a job, the one thing they want above all else is family reunification.
[02:47:40.434 --> 02:47:47.118]  So the one guy from a family in a village somewhere in the third world who makes it to America and plants his flag
[02:47:47.864 --> 02:48:01.635]  The one thing he wants most of all is to bring the rest of his village, his entire extended clan, and he's going to vote for the party absolutely a thousand percent that says open borders.
[02:48:02.276 --> 02:48:05.118]  This is the beginning of the tsunami.
