[00:00:10.320 --> 00:00:11.840]  Attention!
[03:20:19.502 --> 03:20:24.123]  So get our new liquid turmeric extract exclusively at InfoWareStore.com today.
[03:20:24.123 --> 03:20:24.823]  Get an additional 25% off.
[03:20:24.823 --> 03:20:25.343]  This is a 360 win.
[03:20:28.624 --> 03:20:33.326]  Turmeric is renowned for what it does for all of our bodies, for inflammation and so much more.
[03:20:33.326 --> 03:20:39.689]  Get yours today at InfoWarsLife.com.
[03:20:39.689 --> 03:20:42.330]  You're listening to the Alex Jones Show!
[03:20:56.579 --> 03:21:01.182]  If you are receiving this transmission, you are The Resistance.
[03:21:01.182 --> 03:21:04.504]  You're listening to The Alex Jones Show.
[03:21:04.504 --> 03:21:10.308]  And now, your host, John Rappaport.
[03:21:10.308 --> 03:21:10.909]  Okay.
[03:21:10.909 --> 03:21:19.054]  So, we're gonna continue here with what I was talking about before the break.
[03:21:19.054 --> 03:21:21.856]  This does not mean, of course, that
[03:21:22.955 --> 03:21:27.018]  Protests against COVID lockdowns are illegitimate or illegal.
[03:21:27.018 --> 03:21:29.639]  They are quite legal.
[03:21:29.639 --> 03:21:37.505]  But my advice is to make sure that you're very articulate about what you're protesting against.
[03:21:37.505 --> 03:21:50.453]  Press releases, statements, as Alex was saying, you know, insignias, signs, whatever is necessary to make it absolutely clear.
[03:21:50.453 --> 03:21:51.674]  This is a protest against
[03:21:52.403 --> 03:21:58.626]  Brutal, inhumane, unconstitutional COVID lockdowns.
[03:21:58.626 --> 03:21:59.947]  That's what we're about.
[03:21:59.947 --> 03:22:01.448]  That's what this is.
[03:22:01.448 --> 03:22:11.072]  So that they can't paint you with that broad brush and say, oh, this is another horrendous, you know, potential violent capital break-in, blah, blah, blah, blah, blah, blah, blah, blah.
[03:22:11.072 --> 03:22:11.813]  Right?
[03:22:11.813 --> 03:22:14.274]  Which is the intelligence agency op.
[03:22:16.081 --> 03:22:20.902]  Now, the other favorite word, of course, that they're using here is insurrection.
[03:22:20.902 --> 03:22:26.604]  They love this word over and over and over again to describe the Capitol break-in.
[03:22:26.604 --> 03:22:44.109]  And what they are claiming is all of the fallout, many other potential outbreaks of violence that the DOJ is claiming are about to happen or being planned by the same people who broke into the Capitol.
[03:22:45.026 --> 03:22:58.834]  Spreading this around like cream cheese everywhere on the media to make sure that everybody thinks of any protest about anything as an act of insurrection, which is most certainly not.
[03:22:58.834 --> 03:23:08.639]  And the DOJ recently announced that they are on the hunt for the people who broke into the Capitol and they have a broad menu of charges.
[03:23:09.332 --> 03:23:12.433]  that they are issuing, that they are following up on.
[03:23:12.433 --> 03:23:33.357]  This is meant to impress the American people all the way from criminal trespass onto assault, illegal firearms possession, sedition, conspiracy, etc., etc., etc., right?
[03:23:33.357 --> 03:23:38.358]  Well, what about the Antifa BLM-led
[03:23:39.827 --> 03:23:47.530]  Street riots across the country for the last months, looting, burning, destroying, assaults on people.
[03:23:47.530 --> 03:23:52.491]  Couldn't you classify that as a form of, quote, insurrection?
[03:23:52.491 --> 03:23:58.193]  Where was the menu of DOJ charges against that?
[03:23:58.193 --> 03:23:59.994]  Nowhere.
[03:23:59.994 --> 03:24:05.876]  Why weren't tremendous scrolls of charges rolled out against those people?
[03:24:06.571 --> 03:24:14.615]  Went far beyond any semblance of relationship to really police brutality.
[03:24:14.615 --> 03:24:17.756]  But no, nothing like that happened whatsoever.
[03:24:17.756 --> 03:24:19.277]  Absolutely not.
[03:24:19.277 --> 03:24:21.498]  Has nothing to do with anything.
[03:24:21.498 --> 03:24:34.624]  This is an entirely different subject because it's on the left, whereas we say, the government, the DOJ, that these insurrectionists you see are on the right.
[03:24:35.396 --> 03:24:54.624]  And we make that distinction and therefore we compile this incredible list of charges that we are now going to pursue against anybody that we deem to be associated with or connected to or equal to the people who broke into the Capitol.
[03:24:54.624 --> 03:25:00.326]  It's that intelligence agency mindset and op again, mind control.
[03:25:00.326 --> 03:25:04.008]  A equals B. B equals A. A equals C.
[03:25:05.242 --> 03:25:08.484]  This kind of protest equals that kind of protest.
[03:25:08.484 --> 03:25:23.532]  Since this is a horrendous crime which we are prosecuting, then this one over here, which is being undertaken for a completely different reason, but we're equating it to the first one and therefore that's a horrendous crime as well.
[03:25:23.532 --> 03:25:34.518]  Brainwashing the public on a new level with a new issuance of mind control and PSYOP to believe that
[03:25:35.365 --> 03:25:41.189]  Any protest for any reason now is equal to insurrection.
[03:25:41.189 --> 03:25:49.574]  And everybody has to shut up and have eyes straight ahead and wear masks and march into the new world order.
[03:25:49.574 --> 03:26:04.544]  Now, I think that Kellan McBreen and I were thinking the same thought at the same time, because it seems like either yesterday or the day before, we wrote an article on the same arcane subject, which turns out not to be arcane at all.
[03:26:05.302 --> 03:26:17.087]  about the astounding Susan Rosenberg case of 1983, which has repercussions up until today.
[03:26:17.087 --> 03:26:34.035]  And to put it in a nutshell, in 1978 Susan Rosenberg and her female, it was an all-female revolutionary group, broke off from Weather Underground and other revolutionary groups and formed
[03:26:34.688 --> 03:26:50.094]  A secret group called M19, small group, and proceeded to assemble huge amounts of weapons and explosives and so forth into a storage locker in Cherry Hill, New Jersey.
[03:26:50.094 --> 03:26:50.834]  This group, M19, was
[03:26:52.930 --> 03:27:13.264]  Eventually prosecuted for a number of crimes, including murders of several law enforcement officials during a Brinks truck robbery of 1.6 million dollars, explosions that were set off along the eastern seaboard, and on the night of November 7th, 1983,
[03:27:16.465 --> 03:27:31.856]  A bomb, a massive bomb that was set in the Capitol building that went off late at night near the cloakroom of the Senate and wreaked anywhere from a quarter of a million to a million dollars of destruction.
[03:27:31.856 --> 03:27:33.458]  But.
[03:27:33.458 --> 03:27:35.139]  Fortunately, no one was injured.
[03:27:35.139 --> 03:27:40.062]  A phone call came in to the switchboard saying evacuate the place.
[03:27:40.062 --> 03:27:41.664]  A bomb is going to go off.
[03:27:41.664 --> 03:27:44.946]  Sound a little bit like Nashville recently.
[03:27:45.967 --> 03:27:52.408]  Well, anyway, members were sent to prison.
[03:27:52.408 --> 03:28:02.170]  The storage locker supply was discovered on a tip by police, forwarded to the FBI.
[03:28:02.170 --> 03:28:12.532]  They raided the locker and discovered not only massive amounts of weapons and ammo, but explosives in containers, open containers that were leaking nitroglycerin.
[03:28:14.895 --> 03:28:17.956]  So, members of this group went to prison.
[03:28:17.956 --> 03:28:20.117]  One of them was Susan Rosenberg.
[03:28:20.117 --> 03:28:26.980]  She went to prison for 58 years on charges, explosive charges, as they say.
[03:28:26.980 --> 03:28:38.685]  She was not prosecuted for other crimes of this revolutionary group, M19, apparently because she was already in prison 58 years.
[03:28:38.685 --> 03:28:43.247]  However, as one of his last acts in his presidency,
[03:28:43.959 --> 03:28:50.363]  Bill Clinton pardoned her and set her free.
[03:28:50.363 --> 03:28:57.048]  So you see, this insurrection was pardoned and forgiven by a U.S.
[03:28:57.048 --> 03:28:58.509]  president.
[03:28:58.509 --> 03:29:06.174]  And no fallout, no problem, no big deal, no crazed media.
[03:29:06.174 --> 03:29:09.736]  You know, yes, there were critiques of Clinton, but it was all very measured.
[03:29:09.736 --> 03:29:11.017]  It was nothing like now.
[03:29:12.952 --> 03:29:15.874]  However, that's not the end of the story.
[03:29:15.874 --> 03:29:17.234]  This is an incredible story.
[03:29:17.234 --> 03:29:29.221]  I hope you're following this because years later, Susan Rosenberg turns up as a board member of a group called Thousand Currents.
[03:29:29.221 --> 03:29:31.762]  You can even check this out on Snopes, which I did.
[03:29:31.762 --> 03:29:34.844]  They readily admit this.
[03:29:34.844 --> 03:29:37.626]  And as late as 2015, 2016, she was certainly on the board.
[03:29:40.862 --> 03:29:48.424]  And now, excuse me, Thousand Currents has removed the names of the board members from their website.
[03:29:48.424 --> 03:29:50.145]  Why is this important?
[03:29:50.145 --> 03:30:02.048]  Because Thousand Currents is a fiscal money fundraiser and administrator for Black Lives Matter Networks.
[03:30:02.048 --> 03:30:03.188]  Now.
[03:30:03.188 --> 03:30:04.869]  Now.
[03:30:04.869 --> 03:30:08.790]  And so we have this fantastic series of dots.
[03:30:10.313 --> 03:30:32.454]  Susan Rosenberg, M19, Revolutionary Group, bombs, Capitol, 1983, jail, 58 years, pardon, Bill Clinton, now board member, Thousand Currents, funds, Black Lives Matter, which participates in violent acts across America in riots.
[03:30:32.454 --> 03:30:33.155]  Stay tuned.
[03:30:33.155 --> 03:30:33.696]  We'll be back.
[03:30:45.066 --> 03:30:46.388]  Where the hell did this water come from?
[03:30:46.388 --> 03:30:50.816]  Where did it come from?
[03:30:55.717 --> 03:31:00.041]  We can't survive without pure, clean drinking water.
[03:31:00.041 --> 03:31:05.966]  So make sure that it's always available to you with the Alexa Pure Water Filtration System.
[03:31:05.966 --> 03:31:13.232]  This gravity-fed system filters through all the toxins and gets straight to clean, healthy, great-tasting water.
[03:31:15.234 --> 03:31:18.556]  Mmm, yummy in my tummy.
[03:31:18.556 --> 03:31:29.304]  Bring the purest, most refreshing water to your home by ordering the Alexa Pure Water Filtration System today from InfoWarStore.com.
[03:31:29.304 --> 03:31:32.286]  InfoWarStore.com.
[03:31:32.286 --> 03:31:34.608]  Other systems, just don't compare.
[03:31:36.283 --> 03:31:41.285]  I want to warn all patriots in the United States and across the world that are listening to my voice.
[03:31:41.285 --> 03:31:42.066]  I'm Alex Jones.
[03:31:42.066 --> 03:31:47.248]  I've been in this fight 27 years, and I've studied every angle of their operations.
[03:31:47.248 --> 03:31:50.890]  And I am here to tell you as clear as day.
[03:31:50.890 --> 03:32:03.756]  They have organizations on message boards and other groups posing as patriot leaders and posing as President Trump, anonymously telling you to have armed marches in all 50 states coming up on the 20th and before that.
[03:32:04.336 --> 03:32:05.957]  You are being set up.
[03:32:05.957 --> 03:32:07.518]  I was there in D.C.
[03:32:07.518 --> 03:32:14.303]  with a million peaceful people, and I watched Antifa and other leftist groups pose as our people and set us up.
[03:32:14.303 --> 03:32:21.288]  Thank God the patriots did not engage in the rioting, so only a few people did it, so the thing was a misfire.
[03:32:21.288 --> 03:32:22.668]  It was a dud.
[03:32:22.668 --> 03:32:31.094]  But the left is hungry to declare all Trump supporters terrorists, and they're planning terrorist attacks and mass shootings on the 20 to blame the American people.
[03:32:31.094 --> 03:32:32.835]  Do not be part of it.
[03:32:32.835 --> 03:32:33.796]  We are peaceful.
[03:32:34.096 --> 03:32:36.997]  We are not violent.
[03:32:36.997 --> 03:32:39.259]  Now is the time to get prepared.
[03:32:39.259 --> 03:32:42.140]  You gotta pray to God and get your soul ready.
[03:32:42.140 --> 03:32:44.641]  You gotta be prepared to physically defend yourself and your family.
[03:32:44.641 --> 03:32:50.524]  And you've also got to get things that allow you and your family to not be dependent on the system.
[03:32:50.524 --> 03:32:52.545]  That's why they want to bankrupt the economy.
[03:32:52.545 --> 03:32:55.947]  It's why they want to destroy the infrastructure of this nation.
[03:32:55.947 --> 03:33:01.130]  Because they want all of us on our knees so they can dictate our surrender to them.
[03:33:01.130 --> 03:33:03.551]  InfoWars is a critical organization
[03:33:03.931 --> 03:33:04.211]  I think so.
[03:33:20.647 --> 03:33:32.119]  2020 prices before the prices go up on high quality storable food with huge discounts as big as $850 discount on a year's supply of food at InfoWareStore.com.
[03:33:32.119 --> 03:33:36.043]  So take advantage of these sales right now at InfoWareStore.com while you still can.
[03:33:36.784 --> 03:33:40.645]  Cognitive dissonance is a major issue amongst the left.
[03:33:40.645 --> 03:33:44.946]  It can be very stressful dealing with facts you refuse to accept.
[03:33:44.946 --> 03:33:53.469]  If you have a family member suffering from this degenerative mental condition, buy them a bottle of Ultimate Fish Oil from Infowarsstore.com.
[03:33:53.829 --> 03:34:10.439]  Studies have suggested that fish oils and fish oil supplementation can slightly lower blood pressure, decrease triglyceride levels, decrease the growth rate of plaque, and provide a soothing reduction in inflammatory responses in joints and the digestive system.
[03:34:10.439 --> 03:34:16.262]  Recent studies have suggested that high EPA and DHA fish oil can stimulate
[03:34:16.602 --> 03:34:18.523]  You're listening to the Alex Jones Show!
[03:34:58.849 --> 03:35:01.510]  News, analysis, reports.
[03:35:01.510 --> 03:35:03.811]  It's the Alex Jones Show.
[03:35:03.811 --> 03:35:09.855]  And now, your host, John Rappaport.
[03:35:09.855 --> 03:35:11.555]  This is a KNBC News update.
[03:35:11.555 --> 03:35:13.697]  Here is John Beard.
[03:35:13.697 --> 03:35:14.117]  Good evening.
[03:35:14.117 --> 03:35:15.337]  Police in Washington, D.C.
[03:35:15.337 --> 03:35:17.258]  are investigating a bombing tonight at the U.S.
