[00:00:09.943 --> 00:00:10.364]  We're here!
[04:38:31.454 --> 04:38:42.188]  Because when you've got so much knowledge about something, it's almost a crime to just flippantly talk about something and then not really drill into it.
[04:38:43.001 --> 04:38:45.241]  So, so we had Joel Skousen on earlier.
[04:38:45.261 --> 04:38:47.562]  He did about 10 minutes on it and he could have gone for hours.
[04:38:48.482 --> 04:38:49.282]  He's an engineer.
[04:38:49.582 --> 04:38:50.362]  He's an architect.
[04:38:50.402 --> 04:38:51.903]  He's a Marine Corps fighter pilot.
[04:38:52.463 --> 04:38:55.383]  Vietnam went, you know, aircraft carriers, naval aviator.
[04:38:56.123 --> 04:38:59.664]  And, and, and he can tell you, you know, it's BS from so many levels.
[04:39:03.265 --> 04:39:07.686]  Just like Kennedy being assassinated, 97% of Americans in Gallup polls say the CIA killed him.
[04:39:08.866 --> 04:39:09.886]  At a certain point.
[04:39:13.945 --> 04:39:16.988]  It just becomes such a saturation that it gives you a headache.
[04:39:17.508 --> 04:39:24.315]  And so Spike Lee came out with his kind of cotton candy questioning film and had a lot of people asking me about a 20 year anniversary.
[04:39:26.196 --> 04:39:27.818]  And all I'm saying is, is that
[04:39:30.242 --> 04:39:58.389]  If you really want to research 9-11, just understand that the deep state is working against America, and it created the Mujahideen, or funded the Mujahideen and the Taliban in the 70s right through now, and you've seen them turn the country over to them, and you've seen them protect them, and you've seen them bring them into this country, and now you see the FBI and former President Bush say, white people are the new Taliban, and they attack the Capitol because they're white supremacist, and Trump supporters are all white supremacist, and they're the new terror threat.
[04:39:58.669 --> 04:39:59.309]  He said that today.
[04:40:00.219 --> 04:40:06.622]  I mean, that guy and his family ran the 9-11 attacks with elements of the Carlisle Group and the CIA and others.
[04:40:06.682 --> 04:40:14.727]  And so, I'm going to talk about 9-11, and then I'm going to hit some other news here, because millions of you tune in to these Saturday shows.
[04:40:14.747 --> 04:40:21.810]  I mean, on average, we get about 1,200,000 people that just watch the archive we put up on Mandaw Video.
[04:40:22.871 --> 04:40:23.992]  Believe me, I get the bandwidth bills.
[04:40:24.032 --> 04:40:24.452]  They're huge.
[04:40:25.332 --> 04:40:26.173]  And that's a good thing.
[04:40:27.190 --> 04:40:29.392]  And some of these shows get two or three, four million views.
[04:40:29.512 --> 04:40:32.494]  And so I'm here and people say, we want more.
[04:40:32.554 --> 04:40:33.335]  So you're going to get it.
[04:40:34.355 --> 04:40:35.016]  That said.
[04:40:38.593 --> 04:40:42.595]  9-11 was 100% an inside job.
[04:40:43.176 --> 04:40:45.137]  The question is, who was the inside group?
[04:40:45.197 --> 04:40:53.341]  The same criminal group getting rid of our borders, legalizing fentanyl and Oxycontin for children, pushing these poison depopulation shots on us.
[04:40:53.802 --> 04:40:59.705]  But they were working with Saudi Arabia and groups that they had hijacked planes that were also involved.
[04:41:00.425 --> 04:41:03.207]  Just like you see the deep state working with radical Islam today.
[04:41:06.926 --> 04:41:09.508]  And I went through hell, and I'm not saying I'm this hero.
[04:41:09.808 --> 04:41:12.770]  I want to explain this because you can understand the process of long-term commitment.
[04:41:13.490 --> 04:41:21.175]  I was on about 130-something radio stations or more, some of them really big, in 2001 before September 11th.
[04:41:22.376 --> 04:41:23.637]  I've been bashing Bill Clinton.
[04:41:23.797 --> 04:41:24.678]  I've been exposing him.
[04:41:24.718 --> 04:41:25.358]  People love me.
[04:41:25.438 --> 04:41:30.902]  I syndicated my show through GCN, and I got over 130-something stations, some of them huge.
[04:41:31.382 --> 04:41:32.443]  You know, Chicago.
[04:41:35.007 --> 04:41:37.228]  LA, Dallas, all of it.
[04:41:37.909 --> 04:41:38.249]  Austin.
[04:41:40.550 --> 04:41:41.250]  Orlando.
[04:41:41.630 --> 04:41:47.493]  And I mean, I was getting top ratings on 10,000 watt stations against Limbaugh on the 50,000.
[04:41:48.754 --> 04:41:52.576]  And you know, the cover of the big talker magazines and all that stuff.
[04:41:54.138 --> 04:41:55.978]  But I already knew about Oklahoma being an inside job.
[04:41:56.018 --> 04:41:59.999]  I knew about him pre-prepping that Bin Laden's gonna get us, and when he does, give you a ride.
[04:42:00.019 --> 04:42:05.981]  So if I said they'll probably blow up the World Trade Center very soon and blame it on Bin Laden, who actually works for him, and then invade the Middle East to take our liberties.
[04:42:06.001 --> 04:42:06.881]  Then it happened two months later.
[04:42:07.161 --> 04:42:09.862]  I said that July 25th, type in Alex Jones, predicts 9-11.
[04:42:09.882 --> 04:42:11.502]  They try to take it down, but it's all over the place.
[04:42:11.522 --> 04:42:12.942]  People ought to put that back on Twitter.
[04:42:13.222 --> 04:42:15.663]  That guy's pull-up, Alex Jones predicts 9-11, July 25th.
[04:42:16.523 --> 04:42:19.204]  Somewhere around there's a two-hour tape of the whole show where I laid out the whole plan.
[04:42:19.924 --> 04:42:20.744]  We never found it again.
[04:42:20.764 --> 04:42:22.205]  I remember what I said.
[04:42:22.665 --> 04:42:24.546]  They used to re-air it on AXS every few months.
[04:42:26.126 --> 04:42:28.507]  And people thought like they'd see it like two months every 9-11.
[04:42:28.527 --> 04:42:32.049]  They'd think, he's saying the government did this.
[04:42:32.829 --> 04:42:34.329]  In fact, it aired on 9-11.
[04:42:34.670 --> 04:42:37.211]  A video I did July 25th saying they're going to blow up the World Trade Center.
[04:42:37.591 --> 04:42:41.652]  And people were pissed doing death threats thinking I'd done it that day.
[04:42:41.672 --> 04:42:45.114]  I downloaded that.
[04:42:45.134 --> 04:42:45.874]  We'll play it in a few minutes.
[04:42:47.093 --> 04:42:48.334]  That's not even the best clip.
[04:42:48.354 --> 04:42:52.537]  I remember when I said I did two and a half hours, a two and a half hour show once a week that was very popular.
[04:42:53.237 --> 04:42:55.018]  And it just shows Liberty's popular with people.
[04:42:55.038 --> 04:42:57.860]  It's not, oh, I had a popular show on AXS TV.
[04:42:58.261 --> 04:43:00.822]  They did ratings once for the cable stations in Austin.
[04:43:01.203 --> 04:43:05.165]  And I came up number three on my nighttime show that I had for a year.
[04:43:06.646 --> 04:43:08.428]  Number three in the city on AXS TV.
[04:43:09.388 --> 04:43:11.510]  I mean, only behind like UT football games.
[04:43:13.291 --> 04:43:15.532]  So it shows you're hungry for truth.
[04:43:15.652 --> 04:43:16.313]  I'm hungry for truth.
[04:43:17.850 --> 04:43:20.071]  And so Ted Anderson, great guy.
[04:43:20.091 --> 04:43:23.212]  He still doesn't syndicate the show, but he carries the feed.
[04:43:23.272 --> 04:43:25.892]  We syndicated ourselves now for about eight, nine years.
[04:43:27.233 --> 04:43:32.534]  And Ted and a guy named Michael Trudeau was the program director.
[04:43:33.354 --> 04:43:38.176]  He'd say, listen, on 9-11 that day, I lost about 20 stations.
[04:43:38.196 --> 04:43:39.596]  The next day I lost another dozen or so.
[04:43:40.116 --> 04:43:42.517]  Within a month, I'd gotten out of 30 something stations.
[04:43:43.186 --> 04:43:46.049]  And Trudeau's like, listen, why do you got to say they had bombs in the building?
[04:43:46.309 --> 04:43:47.330]  Why do you got to talk about Building 7?
[04:43:47.390 --> 04:43:54.077]  The show was bringing in hundreds of thousands of dollars a month, millions.
[04:43:54.378 --> 04:43:56.720]  You know, we can give you a bigger contract.
[04:43:56.960 --> 04:43:57.981]  And Trudeau wasn't mad.
[04:43:58.842 --> 04:44:00.764]  He was just saying, you know, really, you want to do this?
[04:44:00.844 --> 04:44:02.206]  Ted said, hey, I back Alex.
[04:44:02.306 --> 04:44:03.287]  I back his First Amendment.
[04:44:05.026 --> 04:44:10.489]  So I went from 130-something stations, it was like 137, to 34 stations, I think was the number.
[04:44:10.829 --> 04:44:12.990]  And then it didn't matter, because I told the truth.
[04:44:13.671 --> 04:44:22.596]  Just like I'd been fired years before, in 1999, from a local station, when I was already starting to get syndicated through GCN, because I wouldn't do what they said, wouldn't stop bashing Bill Clinton.
[04:44:22.636 --> 04:44:26.538]  So, people said, how is it to be deplatformed?
[04:44:26.578 --> 04:44:27.438]  How is it to be taken off?
[04:44:27.558 --> 04:44:28.739]  I've already, it's already happened.
[04:44:30.253 --> 04:44:34.496]  And so in your own life, what matters is you stay true to yourself, you stay true to God.
[04:44:35.177 --> 04:44:38.539]  And today we're on over 200 radio stations and all the rest of it.
[04:44:39.240 --> 04:44:44.984]  And that kept us on air during the platforming and people come by the millions every day to InfoWars.com and Banned.Video and the rest of it.
[04:44:45.384 --> 04:44:46.405]  And so I love you guys.
[04:44:48.907 --> 04:44:50.628]  So at the end of the day, that's what's happened here.
[04:44:53.427 --> 04:44:57.289]  And so I paid a lot to tell the truth about this, but it made me who I am.
[04:44:57.670 --> 04:45:19.342]  In hindsight, it made us more successful, more avant-garde, to where today, after all our predictions coming true and everything we laid out being like 98% accurate, after all of that, now I can tell you, this is an example of history, not about me.
[04:45:19.863 --> 04:45:21.824]  There's been a Herculean task, couldn't have done it without you.
[04:45:22.961 --> 04:45:33.848]  Now, the senators and all the major talk show hosts are telling the truth, and the entire global resistance, and Bolsonaro and his son and all of them, they've all said this.
[04:45:35.770 --> 04:45:41.954]  They tune in here to gauge their own research and bounce things off.
[04:45:42.855 --> 04:45:46.477]  And so that's a story of AXS TV.
[04:45:46.597 --> 04:45:48.078]  28 years ago, I'd go on other people's shows.
[04:45:48.098 --> 04:45:50.100]  A couple years, didn't even have my own show.
[04:45:50.120 --> 04:45:52.001]  95, got my own show.
[04:45:54.395 --> 04:45:55.876]  96 got my local radio show.
[04:45:56.556 --> 04:45:57.397]  97 got on every night.
[04:45:58.037 --> 04:45:59.158]  I wanted to go seven days a week.
[04:46:01.479 --> 04:46:02.340]  99 get fired from that.
[04:46:02.360 --> 04:46:03.280]  I was already syndicated.
[04:46:04.461 --> 04:46:05.502]  And so that's the test.
[04:46:05.542 --> 04:46:07.523]  So I'm part of 9-11 and so are you.
[04:46:07.543 --> 04:46:08.243]  You experienced it.
[04:46:09.744 --> 04:46:13.746]  But I saw them that day say, we're going to blow up Building 7 and blow it up.
[04:46:13.966 --> 04:46:16.368]  But back then, there wasn't internet archives.
[04:46:16.388 --> 04:46:17.548]  Stuff wasn't uploaded.
[04:46:18.029 --> 04:46:18.609]  I'd seen it.
[04:46:20.570 --> 04:46:23.052]  And I wasn't recording in the VHS when it happened.
[04:46:25.014 --> 04:46:26.734]  Running a VHS tape today, I was just taping everything.
[04:46:27.574 --> 04:46:33.736]  But later, like five, six years later, they uploaded it to NBC and BBC and CNN all suddenly didn't think.
[04:46:34.996 --> 04:46:36.616]  They just all uploaded their archives.
[04:46:37.456 --> 04:46:41.057]  And there was all the news stations saying, they're getting ready to blow up Building 7.
[04:46:41.317 --> 04:46:43.977]  They put bombs in it to get rid of it, so it doesn't hurt other buildings.
[04:46:44.497 --> 04:46:45.738]  And literally said, oh, we never said that.
[04:46:45.778 --> 04:46:46.458]  We never did that.
[04:46:47.818 --> 04:46:49.118]  But we have all those newscasts.
[04:46:51.419 --> 04:46:52.819]  And we have Larry Silverstein saying it.
[04:46:54.363 --> 04:47:03.267]  You can talk about hijackers and Operation Northwoods, and you can talk about the airlift of evil, and you can talk about it all day, but how about you just talk about Building 7?
[04:47:03.627 --> 04:47:14.931]  Narrated by Kevin Spacey, the World Trade Center, on PBS, and Jane Graham on BBC, and the other BBC channel also said the same thing.
[04:47:15.632 --> 04:47:23.015]  All an hour before, it started out with CNN saying, word is they're going to take down Building 7, the Salton Brothers building.
