[00:00:10.478 --> 00:00:12.300]  They're all alike.
[03:15:07.669 --> 03:15:08.650]  Pregnant women can't get in.
[03:15:08.650 --> 03:15:13.573]  It's a total hoax because this is part of a larger World ID control system.
[03:15:13.573 --> 03:15:14.554]  It's all UN run.
[03:15:14.554 --> 03:15:17.776]  It's all come out of Bill Gates and it's got to be stopped.
[03:15:17.776 --> 03:15:27.042]  Final segment, I'm going to really shut up for this and let you get into what you can take to boost your immune system and what the regimens are for people once they know they've gotten sick with this.
[03:15:27.042 --> 03:15:28.122]  You don't want to play around with this.
[03:15:28.122 --> 03:15:29.824]  Dr. Peter McCullough is our guest.
[03:15:29.824 --> 03:15:31.044]  InfoWars.com.
[03:15:31.044 --> 03:15:31.785]  Tomorrow's news today.
[03:15:34.500 --> 03:15:40.802]  What if you could cut your heating bills this winter with your existing wood-burning fireplace and not spend thousands doing it?
[03:15:40.802 --> 03:15:43.763]  You can with Great Wall of Fire Fireplace Grates.
[03:15:43.763 --> 03:15:52.246]  Our U.S.-patented, made-in-America Wall of Fire Grates increase fireplace efficiency, eliminate fireplace smoke problems, and come with a 30-day money-back guarantee.
[03:15:52.246 --> 03:15:56.388]  See our grates in action and get free shipping from walloffire.com or call 800-274-7364.
[03:15:56.388 --> 03:15:57.988]  Fireplace heat without fireplace smoke.
[03:15:57.988 --> 03:15:58.488]  walloffire.com
[03:16:04.702 --> 03:16:05.503]  Hey, everybody.
[03:16:05.503 --> 03:16:08.745]  Confused about staying healthy in a crazy COVID culture?
[03:16:08.745 --> 03:16:09.506]  Me too.
[03:16:09.506 --> 03:16:16.611]  But listen, after all the research, all the conflicting studies, after all the squabbling, there's one thing almost everyone agrees on.
[03:16:16.611 --> 03:16:21.015]  It's that immune system health can literally be the difference between life and death.
[03:16:21.015 --> 03:16:22.896]  You probably already believe that.
[03:16:22.896 --> 03:16:23.897]  I certainly do.
[03:16:23.897 --> 03:16:24.837]  So here's the thing.
[03:16:24.837 --> 03:16:33.124]  I wanted to get past the craziness and find out which plant-based substances actually have studies that demonstrate some efficacy in immune support.
[03:16:33.684 --> 03:16:39.088]  Now, you'll have to sign a waiver, but you can check out what I've discovered at StrongerDefense.com.
[03:16:39.088 --> 03:16:40.429]  No cures or treatments there.
[03:16:40.429 --> 03:16:49.635]  Instead, little-known but shocking immune system research and a breakthrough immune support product based on that research called Immune 10X.
[03:16:49.635 --> 03:16:50.535]  And the best part?
[03:16:50.535 --> 03:16:57.260]  You can go to the Stronger Defense website right now and claim your own supply of Immune 10X without paying anything today.
[03:16:57.260 --> 03:16:58.080]  Crazy, right?
[03:16:58.080 --> 03:17:02.063]  Learn more about this unusual limited-time offer at StrongerDefense.com.
[03:17:02.063 --> 03:17:03.244]  That's StrongerDefense.com.
[03:17:03.506 --> 03:17:03.607]  Yeah.
[03:17:04.429 --> 03:17:05.650]  Hi, I'm Dan Pilla.
[03:17:05.650 --> 03:17:09.572]  I started fighting the IRS over 40 years ago when they tried to seize my mother's house.
[03:17:09.572 --> 03:17:11.113]  I sued the IRS and won.
[03:17:11.113 --> 03:17:14.055]  I beat the IRS then, and I've been beating them ever since.
[03:17:14.055 --> 03:17:19.618]  I wrote the book on tax debt settlement, and I've helped thousands of people deal with tax problems they thought might never be solved.
[03:17:19.618 --> 03:17:20.819]  I can help you, too.
[03:17:20.819 --> 03:17:23.741]  If you owe taxes you can't pay, don't wait another day.
[03:17:23.741 --> 03:17:25.962]  There's no such thing as a hopeless tax case.
[03:17:25.962 --> 03:17:30.425]  Call 800-34-NO-TAX, or go to my website, danpilla.com.
[03:17:30.425 --> 03:17:32.747]  That's danpilla.com, danpilla.com.
[03:17:34.830 --> 03:17:38.233]  In these insane times, I wouldn't mess around.
[03:17:38.233 --> 03:17:41.375]  I wouldn't screw around with your health and your immune system.
[03:17:41.375 --> 03:17:51.803]  I would do everything you can to boost your body's natural defenses and, at the same time, support those that are fighting the globalists and fighting to stop new lockdowns and tyranny.
[03:17:51.803 --> 03:17:56.286]  Well, you find all of that perfect storm at one place, InfoWarstore.com.
[03:17:56.286 --> 03:18:02.271]  And great products that boost your body's natural defenses that have been sold out for months are back in stock, discounted, 33% to 50% off.
[03:18:04.921 --> 03:18:08.144]  Vitamin Mineral Fusion with all the vitamins, minerals, amino acids.
[03:18:08.144 --> 03:18:08.964]  It's essential.
[03:18:08.964 --> 03:18:09.905]  Back in stock.
[03:18:09.905 --> 03:18:11.587]  Our Concentrated Turmeric Formula.
[03:18:11.587 --> 03:18:14.409]  So good for your immune system and your body and for inflammation.
[03:18:14.409 --> 03:18:15.029]  Back in stock.
[03:18:15.029 --> 03:18:15.830]  Discounted.
[03:18:15.830 --> 03:18:16.691]  We have X2.
[03:18:16.691 --> 03:18:17.391]  Back in stock.
[03:18:17.391 --> 03:18:18.072]  Discounted.
[03:18:18.072 --> 03:18:18.953]  We have Living Defense.
[03:18:18.953 --> 03:18:19.753]  Back in stock.
[03:18:19.753 --> 03:18:20.354]  Discounted.
[03:18:20.354 --> 03:18:21.355]  We have Pollen Block.
[03:18:21.355 --> 03:18:21.975]  Back in stock.
[03:18:21.975 --> 03:18:22.616]  Discounted.
[03:18:22.616 --> 03:18:26.139]  And of course we have our Concentrated Activated Charcoal Toothpaste.
[03:18:26.139 --> 03:18:27.079]  Sold out for months.
[03:18:27.079 --> 03:18:31.543]  So boost your body's natural defenses and help fight the globalists all at one place.
[03:18:31.543 --> 03:18:32.624]  InfoWarsTore.com
[03:18:34.637 --> 03:18:39.683]  Do you think it's a bad trait of Mike Lindell that he's so optimistic that he's so positive?
[03:18:39.683 --> 03:18:39.823]  No.
[03:18:40.780 --> 03:18:43.603]  It's that type of optimism that built this country.
[03:18:43.603 --> 03:18:49.428]  We would have never defeated the British 250 years ago if we didn't have a lot of optimism and we didn't persevere.
[03:18:49.428 --> 03:18:55.074]  George Washington lost most of his major battles but he kept fighting for six years and finally we won.
[03:18:55.074 --> 03:19:01.940]  Well Mike Lindell has been fighting as a man in the arena and he's continuing to expose serious issues from the 2020 election.
[03:19:01.940 --> 03:19:03.181]  We need to keep him in the fight.
[03:19:03.181 --> 03:19:04.923]  Plus he's got hundreds of incredible
[03:19:05.223 --> 03:19:06.365]  Made in America products.
[03:19:06.365 --> 03:19:07.226]  Not just pillows.
[03:19:07.226 --> 03:19:07.867]  Not just towels.
[03:19:07.867 --> 03:19:08.447]  Not just sheets.
[03:19:08.447 --> 03:19:09.349]  Not just beds.
[03:19:09.349 --> 03:19:14.856]  And he's got up to 66% off at MyPillow.com with promo code ALEX.
[03:19:14.856 --> 03:19:16.197]  You get the best deals.
[03:19:16.197 --> 03:19:17.379]  It's made in America.
[03:19:17.379 --> 03:19:18.841]  He's investigating the election.
[03:19:18.841 --> 03:19:20.062]  He's fighting the globalists.
[03:19:20.062 --> 03:19:21.945]  He's standing up against forced inoculations.
[03:19:22.546 --> 03:19:24.488]  His organization is reaching millions of people.
[03:19:24.488 --> 03:19:29.014]  We need to support it and support InfoWars at the same time at MyFellow.com.
[03:19:29.014 --> 03:19:31.477]  Promo code Alex up to 66% off.
[03:19:31.477 --> 03:19:32.698]  You need these products already?
[03:19:32.698 --> 03:19:33.819]  They're high quality?
[03:19:33.819 --> 03:19:37.764]  Use promo code Alex and save big!
[03:19:37.764 --> 03:19:40.388]  You're listening to the Alex Jones Show!
[03:19:46.599 --> 03:19:47.860]  We're good to go.
[03:20:14.732 --> 03:20:16.093]  Wow, I haven't seen R.C.
[03:20:16.093 --> 03:20:17.773]  Rapper just say no, my buddy Chris Sky on there.
[03:20:17.773 --> 03:20:21.575]  You're kind of a, you know, a cool dude there, Dr. Peter McCullough, bringing that up.
[03:20:40.017 --> 03:20:41.318]  Well, he's a good guy.
[03:20:41.318 --> 03:20:41.918]  I tell you, R.C.
[03:20:41.918 --> 03:20:49.462]  Wrapper and Chris Guy, they're making a point about medical freedom and how, to a young person, none of this makes sense.
[03:20:49.462 --> 03:20:50.003]  Absolutely.
[03:20:50.003 --> 03:20:53.585]  All right, the time we've got left, you're going to be on Owen Schroer and The War Room today.
[03:20:53.585 --> 03:20:55.025]  Do you know what hour?
[03:20:55.025 --> 03:20:55.706]  Five o'clock.
[03:20:55.706 --> 03:20:56.346]  Perfect.
[03:20:56.346 --> 03:20:57.487]  It's the last hour of the show.
[03:20:57.487 --> 03:20:59.328]  OK, we've got eight minutes left.
[03:20:59.328 --> 03:21:00.769]  You've got the floor.
[03:21:00.769 --> 03:21:02.069]  What to do to boost your immune system?
[03:21:02.069 --> 03:21:03.370]  What to do when you're sick?
[03:21:03.370 --> 03:21:04.891]  Do you even wait or do you go on the regimen?
[03:21:05.191 --> 03:21:06.912]  Okay, boosting the immune system.
[03:21:06.912 --> 03:21:11.356]  If everybody could lose a few pounds, get in shape, and get ready for COVID.
[03:21:11.356 --> 03:21:12.376]  I know I did last year.
[03:21:12.376 --> 03:21:13.657]  I was taking a lot of risks.
[03:21:13.657 --> 03:21:15.999]  I was one of the leading doctors treating COVID.
[03:21:15.999 --> 03:21:17.200]  I knew I was going to take a hit.
[03:21:17.200 --> 03:21:18.001]  In fact, I did.
[03:21:18.001 --> 03:21:19.201]  I survived it.
[03:21:19.201 --> 03:21:20.622]  No hospitalization.
[03:21:20.622 --> 03:21:23.865]  Everybody, physical fitness is survival of the fittest.
[03:21:23.865 --> 03:21:26.847]  Now, deficient in anything puts you at risk.
[03:21:26.847 --> 03:21:27.928]  So why be deficient?
[03:21:28.556 --> 03:21:32.537]  Zinc, vitamin D, vitamin C, quercetin.
[03:21:32.537 --> 03:21:38.018]  These form a base of nutrition supplements that can help boost your immune system.
[03:21:38.018 --> 03:21:39.838]  Now, prophylaxis, very important.
[03:21:39.838 --> 03:21:41.099]  Singapore's been doing this.
[03:21:41.099 --> 03:21:43.319]  Asia, we recently put into the guidelines.
[03:21:43.319 --> 03:21:45.499]  Oral and nasal hygiene every day.
[03:21:45.499 --> 03:21:53.341]  Either dilute, palvadone iodine, very dilute, a few drops in a glass of water, swish and gargle and spit, nose spray or q-tips.
[03:21:53.701 --> 03:21:59.285]  Twice a day reduces the viral contamination in the nose and mouth that can happen.
[03:21:59.285 --> 03:22:05.910]  If iodine allergic, we can use dilute hydrogen peroxide, sodium hypochlorite, or even regular Listerine.
[03:22:05.910 --> 03:22:07.611]  So that's prophylaxis.
[03:22:07.611 --> 03:22:10.013]  There are some medical prophylactic regimens.
[03:22:10.013 --> 03:22:10.713]  I do that every day.
[03:22:10.713 --> 03:22:12.975]  You got a chance when it first starts replicating to knock it out.
[03:22:13.115 --> 03:22:21.378]  Right, and so I learned that from anti-infective dentist, Dr. Paul Gossett, and is supported by the American Dental Association for other viruses, and it makes perfect sense.
[03:22:21.378 --> 03:22:23.298]  They've been used in Asia, elsewhere.
[03:22:23.298 --> 03:22:30.920]  Povidone, iodine, the best, very inexpensive to get, just very dilute, just enough to be brown water, and that kills the virus.
[03:22:30.920 --> 03:22:33.581]  By the way, we talked about poison control.
[03:22:33.581 --> 03:22:37.502]  Another thing I learned about, we talked about ivermectin, hydroxy poison control.
[03:22:37.502 --> 03:22:42.664]  There's actually been more calls to poison control about hand sanitizer than ivermectin.
[03:22:43.024 --> 03:22:56.347]  So just as a talking point, just like a variety of different hand sanitizers work, and it doesn't take much to kill the virus, once a week hydroxychloroquine prophylaxis or twice a week ivermectin prophylaxis also are partially effective.
[03:22:56.347 --> 03:23:05.169]  But I want everyone to know, vaccinated or not, high risk senior, over age 65, early severe symptoms, get a monoclonal antibody infusion.
[03:23:05.169 --> 03:23:05.969]  Call ahead of time.
[03:23:06.764 --> 03:23:11.208]  Find out what local hospital or urgent care center sucks them, and be ready to get the infusion.
[03:23:11.208 --> 03:23:16.172]  You come in, it's a one hour infusion, one hour observation, go home, and then start the other.
[03:23:16.172 --> 03:23:24.720]  I noticed Delta, everybody I know, kind of hit them slow, feel tired, allergies about a day, and then your chest starts hurting, then you get a headache, a fever, and then you can't get out of bed.
[03:23:25.440 --> 03:23:26.641]  Don't wait to that level.
[03:23:26.641 --> 03:23:28.241]  I'm telling you, it's so deceptive.
[03:23:28.241 --> 03:23:31.363]  Everybody starts out early with mild symptoms.
[03:23:31.363 --> 03:23:34.144]  My patients tell me, Dr. McCullough, I just have a mild case.
[03:23:34.144 --> 03:23:35.465]  And I said, no you don't.
[03:23:35.465 --> 03:23:37.145]  It's mild on the first day.
