[00:00:00.000 --> 00:00:13.220]   *fart* *outro*
[03:29:28.929 --> 03:29:30.791]  And it might not sound like a big deal.
[03:29:31.091 --> 03:29:32.333]  It's a very big deal.
[03:29:32.373 --> 03:29:37.878]  When you look at these tech companies like Amazon and what they are doing in the marketplace, we have empowered them.
[03:29:37.898 --> 03:29:39.700]  And this is actually sickens me a little bit.
[03:29:40.140 --> 03:29:49.190]  That we empower these giant tech corporations by giving them our money, and then they turn around and bludgeon our lives, rob our children of their futures.
[03:29:49.530 --> 03:29:52.794]  You know that I've been a homeschooling parent my entire life, right?
[03:29:52.834 --> 03:29:56.097]  I have five kids, my oldest is 21, but I homeschooled them their whole lives.
[03:29:56.277 --> 03:29:58.560]  Had nothing to do with COVID, obviously, it was long before that.
[03:29:58.840 --> 03:30:00.141]  I've been telling people for a long time.
[03:30:00.181 --> 03:30:01.082]  The system's corrupt.
[03:30:01.102 --> 03:30:02.143]  Get your kids out of it, right?
[03:30:02.543 --> 03:30:12.311]  And so we watch these big companies that we pump money into just destroy our families and destroy everything around us and we keep giving them our money and that's crazy to me.
[03:30:12.551 --> 03:30:20.877]  So another way that you can, if you want to do something, is stop and opt out of these systems that fund and finance the very people who hate you.
[03:30:21.238 --> 03:30:23.159]  Stop giving money to people who hate you.
[03:30:23.279 --> 03:30:30.385]   By the way, what you're saying is Beyond revolutionary, it's the key to how we save our civilization and save ourselves.
[03:30:30.405 --> 03:30:34.969]  We have to build our own infrastructure, our own networks, and communications is first and foremost.
[03:30:35.309 --> 03:30:43.155]  That's why listeners are supporting what you're doing, supporting what we're doing, just spreading the word, just praying for us, but also buying the products, supporting the sponsors.
[03:30:43.495 --> 03:30:44.276]  This is a war.
[03:30:44.295 --> 03:30:48.015]   That's why they're trying to not just de-platform us, but de-bank us and take our credit cards
[03:30:48.015 --> 03:30:52.295]   away because they understand they've got to silence focal points like Infowars and like
[03:30:52.295 --> 03:31:04.455]  what you're doing with sovereign media.
[03:31:04.429 --> 03:31:04.909]  It's here.
[03:31:05.770 --> 03:31:17.283]  It is a central government slash corporate worldwide social credit score that in their own words, you won't be able to leave one half foot outside your house unless you've been authorized.
[03:31:17.703 --> 03:31:26.271]  This system is designed to end the free market as we know it and bring in a worldwide tyranny the globalists themselves call a technocracy.
[03:31:26.851 --> 03:31:30.274]  The New World Order control grid isn't coming, it's here.
[03:31:30.755 --> 03:31:40.823]  Klaus Schwab brags about it in four books he's written and he's the head of the Davos Group that is the corporate global governance system that is criminally seizing control of our planet today.
[03:31:41.164 --> 03:31:42.245]  The future is here.
[03:31:42.765 --> 03:31:47.107]  And in the future, everything is going to be about information protection.
[03:31:47.567 --> 03:31:50.268]  Get ahead of the curve now while you still can.
[03:31:50.568 --> 03:31:55.470]  Protect yourself, protect your business, protect your family today at InfoWarsTore.com.
[03:31:55.630 --> 03:31:59.072]  We have the entire line of amazing products from Silent Pocket.
[03:31:59.412 --> 03:32:07.138]  For more than a decade, we've sold high-quality Faraday cages to protect your cell phones, iPads, laptops, and other devices.
[03:32:07.538 --> 03:32:18.206]  But now, we've got one of the top companies in the world that's based here in America and that offers a line of made-in-America products that are very compliant because they supply the U.S.
[03:32:18.246 --> 03:32:20.168]  military with a lot of these systems.
[03:32:20.788 --> 03:32:38.020]  You need to check out the incredible line of silent pocket products at InfoWarStore.com, especially the very compliant military grade line they've got from waterproof backpacks right down to small containers like this that will protect your iPhones, Androids, laptops, iPads.
[03:32:38.320 --> 03:32:39.060]  It's all there.
[03:32:39.301 --> 03:32:43.804]  More than 40 different products, all available at InfoWarStore.com.
[03:32:44.364 --> 03:32:52.687]  You can also see Silent Pocket's full product line and new products they're adding as well at their website www.silent-pocket.com.
[03:32:53.007 --> 03:32:56.348]  That's www.silent-pocket.com.
[03:32:56.608 --> 03:33:00.329]  And enter promo code Alex at checkout and get an additional 10% off.
[03:33:02.149 --> 03:33:07.988]   Leading a frontal assault on the lies of the New World Order. It's Alex Jones
[03:33:07.988 --> 03:33:23.536]   Welcome back to the Alex Jones show My name is Jake Ducey, and I am on here today in honor of Alex's upcoming online course.
[03:33:24.156 --> 03:33:36.500]  It's called Reset Force, and it's a step-by-step playbook of how to break out of the Matrix, how to break out of the emotional control grid, the Matrix, that they have us trapped in.
[03:33:36.780 --> 03:33:39.561]  Starting with our fake identity, have us believe we're just a physical body.
[03:33:41.263 --> 03:33:44.966]  Once they have us believing that we're just a physical body, then we're in fight or flight.
[03:33:46.267 --> 03:33:49.249]  And they have us in fight or flight, a great reset.
[03:33:49.309 --> 03:33:54.013]  We've got Bill Gates going on TV saying, beware of the next smallpox, all these types of things.
[03:33:54.474 --> 03:33:55.454]  What is it designed to do?
[03:33:55.514 --> 03:33:58.176]  It's designed to trap us into our lower mental faculties.
[03:33:59.598 --> 03:34:03.200]  And I was thinking, what do we actually have to be afraid of?
[03:34:05.983 --> 03:34:08.705]  They have a lot to be afraid of, but what do we actually have to be afraid of?
[03:34:10.566 --> 03:34:13.507]  Science tells us energy is never created or destroyed.
[03:34:14.567 --> 03:34:16.567]  That you and I are spiritual beings and physical bodies.
[03:34:16.587 --> 03:34:19.768]  So, we're not gonna die.
[03:34:23.108 --> 03:34:23.788]  We're not gonna die.
[03:34:23.808 --> 03:34:25.889]  So what do we have to be afraid of?
[03:34:27.269 --> 03:34:29.790]  And this whole game runs off of fear.
[03:34:33.050 --> 03:34:37.371]  So, as soon as we ask ourselves these big questions, the game's over.
[03:34:38.629 --> 03:34:42.552]  And people say, well, we've got to do something now because the zombie apocalypse is about to happen.
[03:34:43.993 --> 03:34:47.755]  And I started to think, what if the zombie apocalypse is already here right now?
[03:34:48.956 --> 03:34:50.217]  What if you and I are zombies?
[03:34:51.338 --> 03:34:55.280]  Psychologists tell us 95% of our entire life is subconscious.
[03:34:55.821 --> 03:34:56.721]  Sub means below.
[03:34:56.781 --> 03:34:58.222]  So below conscious.
[03:34:58.623 --> 03:35:02.866]  95% of all of our thoughts, feelings, behaviors, patterns, they're all subconscious.
[03:35:03.146 --> 03:35:04.447]  That you and I are the zombies.
[03:35:05.848 --> 03:35:13.493]  We see, and we like to say, or I like to say, I like to go, well, you know, those people over there, they're the zombies.
[03:35:15.394 --> 03:35:16.214]  They're the unawake.
[03:35:17.375 --> 03:35:18.676]  And I realized, I'm a zombie.
[03:35:21.017 --> 03:35:28.742]  I'm the one that still thinks that the financial system, no matter how corrupt it is, that it controls my freedom in life.
[03:35:30.583 --> 03:35:36.665]  I'm the one that believes that I can't be happy because there's bad things happening in the world, which is exactly what they want!
[03:35:37.006 --> 03:35:39.386]  To trap me back into the emotional control grid.
[03:35:39.627 --> 03:35:43.648]  I said, ladies and gentlemen, the zombie apocalypse is already here.
[03:35:45.849 --> 03:35:50.351]  And the way we break out of the zombie apocalypse is to start to go back to the MKUltra documents.
[03:35:51.211 --> 03:35:57.450]   And that very powerful phrase, This is from Dr. Cameron's notes.
[03:35:58.010 --> 03:35:59.250]  This is some crazy stuff.
[03:35:59.970 --> 03:36:04.772]  So first he starts off, he's saying that this woman's been asleep for 16 straight days.
[03:36:04.892 --> 03:36:06.152]  They've got her on all these drugs.
[03:36:06.532 --> 03:36:12.074]  They're pounding her with a bunch of electromagnetic frequencies, subliminals, subconscious affirmations.
[03:36:12.374 --> 03:36:13.615]  They're trying to erase her mind.
[03:36:15.355 --> 03:36:21.197]  And on the third to last line there, there's the word de-patterning, if you see it there.
[03:36:24.372 --> 03:36:31.859]  She is disoriented as to time only and is probably in her second stage of de-patterning.
[03:36:35.582 --> 03:36:45.551]  What they want us to do is get wrapped up and just get angry just to get angry and get afraid just to be afraid because they want us to believe we're just physical bodies and one day we're going to die.
[03:36:46.465 --> 03:36:47.085]  We can't die!
[03:36:47.105 --> 03:36:58.193]  We're spiritual beings in physical bodies and this is why they burn certain books, this is why they edited and deleted certain parts of the Bible, this is why they have secret libraries in the Vatican.
[03:36:58.814 --> 03:37:00.555]  They don't want you to know any of it!
[03:37:00.855 --> 03:37:02.156]  They don't want me to know any of it!
[03:37:03.137 --> 03:37:11.543]  And the whole system, and all of the psychological bombardment and psychological warfare is designed to make us stay as zombies.
[03:37:16.141 --> 03:37:22.328]  And as I was going through Alex's course, he talks about doing a thought experiment and suspending your disbelief.
[03:37:23.909 --> 03:37:28.995]  So I thought, well, why don't I detach myself a little bit from what's happening in the world right now?
[03:37:31.257 --> 03:37:37.644]  If quantum physics is real, if everything is energy, this is just energy.
[03:37:38.663 --> 03:37:41.224]  This is a massive energy moving at a very high speed of vibration.
[03:37:41.524 --> 03:37:47.107]  The chair that I'm sitting on, it's crazy to think about because we've been conditioned for so long to think we're physical beings in a physical body.
[03:37:48.627 --> 03:37:51.128]  But if it's all just energy, why don't I do a thought experiment?
[03:37:51.769 --> 03:37:54.330]  Why don't I just test the power of human consciousness?
[03:37:55.630 --> 03:37:58.532]  And see if I can grow my business.
[03:37:58.892 --> 03:38:01.033]  See if I can make my movement in my city bigger.
[03:38:01.813 --> 03:38:05.735]  See if I can get the funding to start my own school, my own private medical practice.
[03:38:07.793 --> 03:38:23.386]  Why don't I just do a thought experiment and see if I can tap into the power of consciousness, see if I can get my fake identity, my mind out of the way, and allow my spiritual identity, allow what we call God, but allow this power to move through me.
[03:38:25.027 --> 03:38:30.392]  And Mark Zuckerberg's like, no, no, no, no, don't do that, just put the metaverse on and you'll be in a simulated reality.
[03:38:33.769 --> 03:38:37.152]  And Alex breaks it down perfectly in the Reset Wars course.
[03:38:38.112 --> 03:38:40.975]  He divided it into two parts, Mind Wars and Spirit Wars.
[03:38:42.155 --> 03:38:44.837]  And he said, we're already in a simulation.
[03:38:46.379 --> 03:38:50.322]  Only this simulation is controlled by the operating system called your mind.
[03:38:53.524 --> 03:38:59.829]  And just like a computer operating system that gets viruses, it gets outdated.
[03:39:04.420 --> 03:39:11.022]  It's the exact same simulation process through the power of consciousness that we created unconsciously.
[03:39:12.923 --> 03:39:19.145]  So we said back to that quote we said earlier from Iris Murdoch where she said that the great task is to seek reality.
