[00:00:09.856 --> 00:00:12.277]  Oh, got my bag.
[03:02:11.284 --> 03:02:14.066]  Businesses, pubs, restaurants are all going bust.
[03:02:14.066 --> 03:02:15.887]  Doesn't matter, despite the fact that
[03:02:16.522 --> 03:02:22.628]  These coronavirus cases are falling quicker than in many of the European countries by the stats.
[03:02:22.628 --> 03:02:31.677]  We are on a snail's pace to lifting lockdown and even when it is lifted, as I'm going to get into, they're saying that some of the restrictions will remain.
[03:02:31.677 --> 03:02:32.457]  And that's the point.
[03:02:32.457 --> 03:02:33.819]  Many people have made the point
[03:02:34.830 --> 03:02:50.975]  That if you really want to sell this vaccine, if you really want to encourage take-up of this vaccine, there you see the park ventures where they literally put tape over them and say, old people aren't allowed to sit down after their daily exercise.
[03:02:50.975 --> 03:03:01.979]  The messaging with this vaccine is that if you take the vaccine, if you take a double dose of the vaccine even, even then, maybe you won't be able to live your life.
[03:03:02.725 --> 03:03:20.433]  So you would think if they really want a massive widespread take-up of this vaccine, especially amongst BAME communities, black people, ethnic minorities, that they would sell it on the basis of, you know, from a libertarian standpoint, from an ethical standpoint, this is wrong within itself.
[03:03:20.433 --> 03:03:24.775]  But they would say, take the vaccine, you get all your freedoms back.
[03:03:24.775 --> 03:03:26.456]  They're not even saying that.
[03:03:26.456 --> 03:03:30.298]  They're saying, no, you'll still have to wear masks, you'll still be under restrictions,
[03:03:30.928 --> 03:03:35.911]  And of course, that's going to drive a lower take up of the vaccine than they expected.
[03:03:35.911 --> 03:03:39.073]  So then they're going to come back and say, well, not enough people have taken the vaccine.
[03:03:39.073 --> 03:03:46.978]  We're going to have to continue these social distancing measures, these lockdown measures for months or even years into the future.
[03:03:46.978 --> 03:03:49.800]  But the Prime Minister revealed yesterday in front of Parliament
[03:03:50.740 --> 03:04:01.589]  Covid status certification is being studied, meaning that, quote, vaccine passports could be required to enter pubs, restaurants and other venues, according to the Daily Mail.
[03:04:01.589 --> 03:04:15.420]  Bear in mind that for the past three months or so, the government and the vaccine minister have said repeatedly, we're not going to introduce vaccine passports for international travel, because that would be discriminatory,
[03:04:16.135 --> 03:04:26.838]  Now they're saying, oh well that's basically inevitable, you're going to have to have the vaccine and proof that you've had the vaccine to engage in freedom of mobility international travel.
[03:04:26.838 --> 03:04:42.382]  But beyond that, which they lied about for the past three months saying they weren't even considering it, while literally pouring millions of pounds into studies that were considering it, now they're saying you're not only inevitably going to need it for international travel,
[03:04:43.271 --> 03:04:58.663]  Maybe you're going to need it to go to the pub, the cinema, sports events, live entertainment, and even in one report I saw that it was being considered that you would need this vaccine certification to go to the shop.
[03:04:58.663 --> 03:05:06.789]  And we laugh at the people who say, revelations, the mark of the beast, he who doesn't take it will not be allowed to buy or sell.
[03:05:06.789 --> 03:05:08.711]  Now there's literally consideration
[03:05:09.838 --> 03:05:15.404]  Of the potential that if you don't take the mark, you won't be able to buy or sell.
[03:05:15.404 --> 03:05:30.119]  I don't expect that to be introduced in terms of people being able to go into the shops, but that was reported and they are saying that they will consider, and obviously this is going to be somewhat at the discretion of businesses,
[03:05:30.874 --> 03:05:41.028]  That they will force people to prove they've had a coronavirus vaccine, whether they don't want to take the vaccine, whether they're medically exempt from taking the vaccine because it's dangerous.
[03:05:41.860 --> 03:05:52.965]  They're now talking about having that to allow people into cinemas, sports stadiums, bars, restaurants, while all the time claiming, oh, the vaccine's not going to be mandatory.
[03:05:52.965 --> 03:05:55.807]  They're not going to force anyone to take the vaccine.
[03:05:55.807 --> 03:06:03.350]  You just won't be able to live a basic, normal social life or even be able to go out without taking the vaccine.
[03:06:03.350 --> 03:06:08.693]  So if you don't take it, you'll be under de facto lockdown for infinity.
[03:06:09.898 --> 03:06:11.500]  Oh, but it's not mandatory.
[03:06:11.500 --> 03:06:14.122]  It's not mandatory.
[03:06:14.122 --> 03:06:25.052]  Indications that international travel will also only be allowed via a vaccine passport mean that for the millions of people who can't or won't take the vaccine, they'll effectively be under indefinite lockdown.
[03:06:25.052 --> 03:06:26.994]  Then we have this report.
[03:06:26.994 --> 03:06:29.917]  Scientists, vaccination before every holiday may be needed.
[03:06:30.825 --> 03:06:33.926]  Yes, that's every single holiday.
[03:06:33.926 --> 03:06:44.788]  Scientists at Oxford University have suggested that people may need to have a coronavirus vaccination not once, not twice, but every time they want to travel out of their home country, of course.
[03:06:44.788 --> 03:06:52.450]  Our own government, our own Home Secretary, will continue to allow the migrant boats to flood into the country.
[03:06:52.450 --> 03:06:54.271]  No vaccination required.
[03:06:54.271 --> 03:06:55.731]  No ID required.
[03:06:55.731 --> 03:06:58.552]  Put them up in four-star hotels.
[03:06:58.552 --> 03:06:58.992]  Feed them.
[03:07:00.089 --> 03:07:02.910]  Later on, integrate them into society.
[03:07:02.910 --> 03:07:04.250]  But those are the protected class.
[03:07:04.250 --> 03:07:09.392]  The rest of us won't be allowed to leave the country by the looks of it, unless we take the shot.
[03:07:09.392 --> 03:07:22.616]  The scientists published a report in the Royal Society Journal, which acknowledged there is little data on how efficient or long lasting the current vaccines are, and so it's likely that countries will require a recent vaccination.
[03:07:22.616 --> 03:07:24.217]  And in the next segment, I'm going to get into
[03:07:25.157 --> 03:07:30.782]  The fact that they're now proclaiming that flu deaths have completely disappeared!
[03:07:30.782 --> 03:07:37.347]  Literally saying they haven't detected a single case of flu for the entirety of this year.
[03:07:37.347 --> 03:07:41.470]  And that we may need to keep social distancing, mask wearing to defeat the flu.
[03:07:41.470 --> 03:07:43.452]  Gee, I wonder what the real story behind this is.
[03:07:43.452 --> 03:07:44.052]  Don't go away.
[03:07:44.052 --> 03:07:45.053]  We'll be right back.
[03:07:47.851 --> 03:07:53.555]  Snowden and others taught us how mobile phones are constantly spying on us.
[03:07:53.555 --> 03:08:00.400]  Not just tracking and recording our GPS location, but recording audio and video as well.
[03:08:00.400 --> 03:08:02.061]  With or without a battery.
[03:08:02.837 --> 03:08:08.920]  Now with the Infowars Privacy Pouch, you can go dark wherever you choose.
[03:08:08.920 --> 03:08:09.780]  Excellent!
[03:08:09.780 --> 03:08:15.383]  Now I have my own compact Faraday cage I can take wherever I want.
[03:08:15.383 --> 03:08:19.985]  And you can too at InfowarsStore.com.
[03:08:19.985 --> 03:08:30.030]  Government agencies, identity thieves, tech giants, and now contact tracers are all tracking your every move through your mobile phone.
[03:08:30.731 --> 03:08:35.677]  Now you can have the power to easily cut them off and go dark.
[03:08:35.677 --> 03:08:40.684]  Support the InfoWar and get your InfoWars Privacy Pouch today!
[03:08:40.684 --> 03:08:42.586]  InfoWarStore.com
[03:08:45.228 --> 03:08:46.789]  Now is the time to get prepared.
[03:08:46.789 --> 03:08:51.392]  Now is the time to get high quality storable food that's ready to be shipped to you within days.
[03:08:51.392 --> 03:08:58.235]  Infowarsstore.com has the highest quality storable food, recently processed and packaged, that I myself and my family use.
[03:08:58.235 --> 03:09:02.778]  And during the blackouts and freeze here in Texas, we were able to use food we bought from them years ago.
[03:09:03.198 --> 03:09:05.119]  Our supplier is My Patriot Supply.
[03:09:05.119 --> 03:09:11.203]  Buy it through InfoWareStore.com or PrepareWithAlex.com and get an additional 10% off because of the emergency.
[03:09:11.203 --> 03:09:20.189]  They weren't going to do sales for a long time, but because of the emergency, they have now said they're doing 10% off exclusively at PrepareWithAlex.com or InfoWareStore.com.
[03:09:20.189 --> 03:09:24.571]  That's PrepareWithAlex.com or InfoWareStore.com.
[03:09:24.571 --> 03:09:28.294]  10% off on their month's supply, 3-month, 6-month, year and more.
[03:09:28.294 --> 03:09:30.315]  They have hundreds and hundreds of different foods and varieties.
[03:09:30.595 --> 03:09:35.601]  The great packaging, great quality, great price, ready to ship to you, and it funds the InfoWar.
[03:09:35.601 --> 03:09:38.704]  PrepareWithAlex.com, limited time, 10% off.
[03:09:38.704 --> 03:09:41.247]  PrepareWithAlex.com, 10% off right now.
[03:09:41.247 --> 03:09:48.595]  Get prepared, get ready, and don't be dependent on The Globalist.
[03:09:48.595 --> 03:09:51.258]  You're listening to The Alex Jones Show.
[03:09:58.209 --> 03:10:03.655]  You're listening to the Summit.News Radio Hour with Paul Joseph Watson.
[03:10:20.712 --> 03:10:33.230]  Even if you're vaccinated, that's not the messaging that I would go with if you really want widespread take-up of a vaccine, to tell people that even if they get it, they're not going to get their pre-Covid freedoms back.
[03:10:33.993 --> 03:10:37.475]  And it's a similar situation in the UK, which I just mentioned.
[03:10:37.475 --> 03:10:41.877]  Scientists now saying a vaccination may be needed before every single holiday.
[03:10:41.877 --> 03:10:51.623]  The government actively considering whether a vaccine certificate will be required to enter pubs, venues, restaurants.
[03:10:51.623 --> 03:10:57.306]  And while this is all taking place, we've seen the mysterious disappearance of the flu!
[03:10:57.306 --> 03:10:59.447]  Gee, I wonder why this could be?
[03:11:00.310 --> 03:11:00.911]  Headline!
[03:11:00.911 --> 03:11:06.215]  UK health authorities announced not a single case of flu detected this year.
[03:11:06.215 --> 03:11:13.000]  Health authorities in England have announced that not a single case of influenza has been detected this year.
[03:11:13.000 --> 03:11:22.168]  With one professor suggesting that mask wearing should be kept in place during winter to drive down flu deaths to, quote, zero.
[03:11:22.168 --> 03:11:24.430]  We talked about zero Covid in the past.
[03:11:25.123 --> 03:11:36.028]  We seem to be moving away from that, thankfully, in the UK, this idea that we have to have literally zero cases whatsoever to have any kind of continuous, consistent freedoms.
[03:11:36.028 --> 03:11:46.112]  You've seen in New Zealand and Australia where they can get three cases amongst a single family and they lock down the entire city of Auckland for three days.
[03:11:46.112 --> 03:11:48.033]  How long is that going to continue?
[03:11:48.033 --> 03:11:50.714]  Well, now they're talking about zero flu.
[03:11:50.714 --> 03:11:53.355]  Because the flu deaths have completely disappeared!
[03:11:54.565 --> 03:12:03.888]  And according to the health authorities, or at least some, this is disputed, it's entirely because of mask wearing and social distancing.
[03:12:03.888 --> 03:12:14.131]  The social restrictions brought into curb transmission of coronavirus combined with an increased uptake of the flu vaccine have both been credited with driving down infections.
[03:12:14.131 --> 03:12:18.512]  So the official health body in England studied over 685,000 test samples
[03:12:22.381 --> 03:12:28.083]  Since the first week of January, not a single flu infection was discovered.
[03:12:28.083 --> 03:12:40.048]  Yes, they're actually claiming that not a single person had the flu in the entire United Kingdom for the first almost two months of the year in winter.
