[00:00:04.091 --> 00:00:15.416]  I'm watching the midterms.
[03:29:18.674 --> 03:29:22.657]  They know that the people are starting to get wise to this depopulation agenda.
[03:29:23.570 --> 03:29:35.303]  In fact, evidence is starting to mount that the shots were supposed to be soft kill weapons, but they're so deadly, they're killing a higher percentage up front, and so people are waking up.
[03:29:35.303 --> 03:29:37.926]  The weapons work a little too good.
[03:29:37.926 --> 03:29:43.332]  They're supposed to be silent weapons for quiet wars, but instead, they're making too big of a noise!
[03:29:44.033 --> 03:29:46.194]  But it's too late for them to turn back now.
[03:29:46.194 --> 03:29:47.955]  They're coming after our children.
[03:29:47.955 --> 03:29:53.038]  So it's up to us to protect our little children, or God will not look favorably on us.
[03:29:53.038 --> 03:29:55.459]  Remember, God is watching.
[03:29:55.459 --> 03:29:57.701]  Why do my enemies hate me so much?
[03:29:57.701 --> 03:29:59.302]  Why do the globalists hate you so much?
[03:29:59.302 --> 03:30:01.303]  Why do they hate America so much?
[03:30:02.143 --> 03:30:09.566]  Because it's an idea of freedom that their tyrannical system that they're pushing cannot coexist with.
[03:30:09.566 --> 03:30:10.526]  It's very, very simple.
[03:30:10.526 --> 03:30:22.390]  For their world government, their anti-human, post-human, eugenic system to flourish, freedom and liberty and due process, injustice and God-fearing systems must fail.
[03:30:23.170 --> 03:30:25.713]  So sure, you didn't start a fight with Bill Gates.
[03:30:25.713 --> 03:30:28.696]  You didn't start a fight with David Rockefeller.
[03:30:28.696 --> 03:30:30.638]  You didn't start a fight with the UN.
[03:30:30.638 --> 03:30:33.661]  They started a fight with you.
[03:30:33.661 --> 03:30:42.189]  And they're not gonna back down, and they're not gonna go away, and they're not going to ever stop their attacks until they have the fear of God put into them.
[03:30:42.849 --> 03:30:48.475]  The average person still doesn't even know about the New World Order, or about globalism, or about corporate fascism.
[03:30:48.475 --> 03:30:54.080]  And it's not until people understand that, and that we're under attack, that we have any chance of beating these people.
[03:30:55.762 --> 03:31:03.525]  The globalists are bombarding us with propaganda and with spiritual warfare and with poisons and chemicals added to the foods.
[03:31:03.525 --> 03:31:05.026]  It's all come out.
[03:31:05.026 --> 03:31:11.788]  And they're doing that not because we're weak, but because we're made in the image of God, the Creator, and we are powerful.
[03:31:11.788 --> 03:31:14.990]  And the social engineers fear that so much.
[03:31:14.990 --> 03:31:20.792]  So that's why I repeat that famous internet saying that nobody knows who first came up with, but boy, is it true.
[03:31:22.699 --> 03:31:28.503]  The propaganda would not be necessary if the situation was hopeless.
[03:31:28.503 --> 03:31:40.732]  They need all their propaganda and all their lies and all their evil and all their cultural death because they know we are strong and they know in the end they signed on the god of this world who is a loser.
[03:31:41.272 --> 03:31:45.195]  And that's why it's so important that everybody keep Infowars in the air now more than ever.
[03:31:45.195 --> 03:31:50.879]  Because even if you don't believe in God, what the globalists are manifesting and setting up is satanic.
[03:31:50.879 --> 03:31:55.262]  And we are opposing the one world government and the Mark of the Beast they just announced.
[03:31:55.262 --> 03:32:02.507]  There are so many crappy brands of energy products, energy drinks, energy powders, energy pills.
[03:32:02.507 --> 03:32:08.432]  And look, almost all of them work, but they're toxic and they've got incredible downsides.
[03:32:08.432 --> 03:32:09.853]  Horrible crashes and
[03:32:11.385 --> 03:32:13.666]  Again, so many toxins in them.
[03:32:13.666 --> 03:32:25.751]  All of the nootropic products that we sell at InfoWarsTore.com are clean, are pure, are highest quality, and they're long-lasting, and they help focus your mind.
[03:32:25.751 --> 03:32:28.732]  And right now, our strongest product, the three nootropics we have,
[03:32:29.741 --> 03:32:38.424]  RainForce Plus, RainForce Ultra, and TurboForce are back in stock at InfoWareStore.com.
[03:32:38.424 --> 03:32:41.865]  TurboForce has been sold out for more than six months.
[03:32:41.865 --> 03:32:44.746]  It's back in stock with free shipping, 40% off.
[03:32:44.746 --> 03:32:49.708]  It is 10 hours of clean energy.
[03:32:49.708 --> 03:32:52.029]  Clean energy without the big crash.
[03:32:52.029 --> 03:32:54.290]  It's available right now and it funds the InfoWare 360 win.
[03:32:57.429 --> 03:33:00.017]  You're listening to the Alex Jones Show!
[03:33:13.618 --> 03:33:18.240]  Leading a frontal assault on the lives of the New World Order.
[03:33:18.240 --> 03:33:20.400]  It's Alex Jones.
[03:33:20.400 --> 03:33:26.963]  And ResetWars.com in about a week and a half will launch our newest salvo against the New World Order.
[03:33:26.963 --> 03:33:32.544]  And you can sign up for free there to get free videos and updates and a whole bunch of stuff that's going to be coming out.
[03:33:32.544 --> 03:33:37.246]  It's a whole big giant rollout and it's going to really piss off the demons.
[03:33:37.246 --> 03:33:38.486]  ResetWars.com.
[03:33:38.486 --> 03:33:39.907]  So go sign up for free if you want to get
[03:33:40.427 --> 03:33:45.268]  Big discounts on the film production information that's going to be announced soon.
[03:33:45.268 --> 03:33:48.469]  But obviously free videos and a lot of other stuff that's going to be there.
[03:33:48.469 --> 03:33:50.450]  So resetwars.com.
[03:33:50.450 --> 03:33:52.691]  We've got Mike Cernovich and of course we've got Tim Pool here.
[03:33:52.691 --> 03:33:56.192]  Tim, what you were hitting is the best I've ever heard it described though.
[03:33:57.412 --> 03:34:02.435]  And once we went to break, you were going further about your, you know, you've been visiting here, Austin, for a few days.
[03:34:02.435 --> 03:34:03.735]  Seems like a hundred years.
[03:34:03.735 --> 03:34:07.597]  You really articulated why people get Alzheimer's, all of this.
[03:34:07.597 --> 03:34:12.179]  This is one of the secrets to consciousness you're talking about and longevity of the mind.
[03:34:12.179 --> 03:34:14.120]  Living, you know, experiencing life.
[03:34:14.120 --> 03:34:18.001]  So, what I was saying, we were in that last segment, we went to the break.
[03:34:18.001 --> 03:34:21.463]  I've been here in Austin since, I believe, we came in here on Saturday.
[03:34:22.082 --> 03:34:26.906]  And I, after I finished my morning show, I was talking to my girlfriend and I was just like, is it, it's only Thursday?
[03:34:26.906 --> 03:34:28.407]  Like, I feel like we've been here for weeks.
[03:34:28.407 --> 03:34:37.855]  Like, and it's because the experience here, you know, we got an RV, mobile studio, we're meeting people and doing shows we've never done before, eating food in places we've never done before.
[03:34:37.855 --> 03:34:41.638]  So each and every experience is new and my brain is very attentive to it.
[03:34:41.638 --> 03:34:42.279]  Like, where am I?
[03:34:42.279 --> 03:34:42.699]  What is this?
[03:34:42.699 --> 03:34:43.100]  What is that?
[03:34:43.720 --> 03:34:47.423]  But I could remember every single detail from the moment I got here.
[03:34:47.423 --> 03:34:49.765]  I couldn't tell you what happened two weeks ago because it's at my house.
[03:34:49.765 --> 03:34:50.926]  I've been in my house for years.
[03:34:50.926 --> 03:34:57.211]  I wake up, I do my job, I work from home, I go to bed, and I'm just thinking to myself, that routine, my brain doesn't care about.
[03:34:57.211 --> 03:34:58.112]  It's like, Tim,
[03:34:58.792 --> 03:35:01.414]  You've woken up in this bed a thousand times.
[03:35:01.414 --> 03:35:03.856]  It is not relevant to your memory or your character.
[03:35:03.856 --> 03:35:12.001]  But waking up in Austin in a mobile studio is new and exciting, and my brain has to write this down and be like, we need to understand this new experience.
[03:35:12.001 --> 03:35:14.243]  So it makes time feel longer.
[03:35:14.243 --> 03:35:17.785]  Makes it feel like the days have become longer instead of shorter.
[03:35:17.785 --> 03:35:21.608]  So that's something I try to think about too, making sure you don't fall too much into routine.
[03:35:21.608 --> 03:35:25.111]  As you get older, you always try to explore new things, read new books, watch new shows.
[03:35:25.691 --> 03:35:26.452]  Thank you for your time.
[03:35:46.061 --> 03:35:54.409]  Yeah, there was a character in Catch-22 who he wanted to live longer, so everything he did was boring, because when you're bored, boring time stretches out.
[03:35:54.409 --> 03:36:00.194]  And that was his whole shtick, was, I want to feel like life is slowing down, so everything I'm going to do is being boring.
[03:36:00.194 --> 03:36:08.361]  Or there's, if you're doing cardio and you think time flies too fast, hop on an exercise bike and pedal as fast as you can, and you can have some very long minutes in there.
[03:36:08.361 --> 03:36:11.984]  And that's, so one way that I've kind of counteracted that is,
[03:36:12.845 --> 03:36:20.642]  I began a gratitude practice every night, where I think about everything that happened at the day, and then I realize, wow, you really, if you're hitting it, you...
[03:36:21.772 --> 03:36:22.172]  We're good to go!
[03:36:44.272 --> 03:36:45.533]  I just totally wasted my day.
[03:36:45.533 --> 03:36:47.113]  What a loser you are, you know?
[03:36:47.113 --> 03:36:53.976]  And then I started to think, no, no, here's what I did, here's what I woke up, and then I think for the blessings or the challenges of the day.
[03:36:53.976 --> 03:36:59.099]  And you realize you live a full day, so gratitude practice is very helpful in helping you.
[03:36:59.099 --> 03:37:03.541]  My father always said to me, the key to really being a real human is being grateful.
[03:37:05.017 --> 03:37:20.915]  Yeah, it makes you realize that you do a lot in a day, and especially again, the harder the charger you are, that's what I've learned older in life, is people make all these assumptions about successful people, and they write books, here's a successful person, not realizing a lot of people...
[03:37:21.994 --> 03:37:22.454]  We're good to go!
[03:37:44.933 --> 03:37:57.320]  That you feel like you didn't do anything, and then... No, I totally agree with you, but my enemies messing with me makes me fight harder, and so I am turning a negative into a positive, and I think that's overall good, but you're right.
[03:37:57.320 --> 03:38:04.164]  If it makes you work too hard, and then you kill yourself, or kind of run over some people in the process, then it's not good.
[03:38:04.164 --> 03:38:06.285]  But duty is also a motivator.
[03:38:06.285 --> 03:38:10.087]  You know, I'm hearing what you're saying, and I'm thinking about, you know, what's my motivation to wake up?
[03:38:10.087 --> 03:38:11.488]  You know, I do a morning show and a night show.
[03:38:11.488 --> 03:38:13.229]  It's like just work, work, work, work, work.
[03:38:13.829 --> 03:38:15.510]  And it feels more like duty.
[03:38:15.510 --> 03:38:23.437]  You know, I'd love to just make a bunch of money and then drive off to the, to, you know, go to the mountains and just get a dog and a satellite dish, play video games all day.
[03:38:23.437 --> 03:38:28.201]  But as much as that's relaxing and might feel good, it doesn't actually feel good to me.
[03:38:28.201 --> 03:38:29.862]  I look at everything that's going on in the world... No, you're right.
[03:38:29.862 --> 03:38:31.464]  It feels good for a little while, then it feels horrible.
