[00:00:13.951 --> 00:00:15.532]  I'm watching the midterms.
[03:27:37.690 --> 03:27:38.951]  Well, hey, thanks for calling.
[03:27:38.951 --> 03:27:39.612]  God bless your mother.
[03:27:39.612 --> 03:27:41.694]  Glad to hear she's okay.
[03:27:41.694 --> 03:27:42.634]  Let's stay down.
[03:27:42.634 --> 03:27:43.855]  We'll go down to the South now.
[03:27:43.855 --> 03:27:45.356]  Jason in Alabama.
[03:27:45.356 --> 03:27:46.697]  You're on the Alex Jones Show, Jason.
[03:27:46.697 --> 03:27:49.740]  Go ahead.
[03:27:49.740 --> 03:27:50.841]  Can you hear me?
[03:27:50.841 --> 03:27:51.101]  Oh, yeah.
[03:27:53.325 --> 03:27:55.607]  Hey Owen, how are you today?
[03:27:55.607 --> 03:27:59.589]  I'm good, thank you.
[03:27:59.589 --> 03:28:02.671]  I'm a first time caller.
[03:28:02.671 --> 03:28:13.139]  Just going to say that I love your show and Alex and Harrison and all you guys there, but I think people here in Alabama are starting to wake up.
[03:28:13.139 --> 03:28:18.762]  I'm a truck driver and on the interstate, you know a lot.
[03:28:18.762 --> 03:28:22.485]  And the other day, it was down around Bermantown, I think.
[03:28:23.007 --> 03:28:29.030]  I saw one of the big, huge digital billboards.
[03:28:29.030 --> 03:28:31.531]  It said vaccine to kill.
[03:28:31.531 --> 03:28:33.332]  And it had a website on it.
[03:28:33.332 --> 03:28:37.014]  The website was vaccine-police.com.
[03:28:40.620 --> 03:28:45.225]  And I had, I had chinked it out a little bit last night, but I'm gonna have to go back on there.
[03:28:45.225 --> 03:28:46.086]  We'll pull it up.
[03:28:46.086 --> 03:28:52.253]  We got to go to a break, but vaccine-police.com and you say you saw it on a big digital billboard.
[03:28:52.253 --> 03:28:52.934]  That's good to hear.
[03:28:52.934 --> 03:28:54.015]  People are waking up.
[03:28:54.926 --> 03:29:01.654]  You know, listeners call... The purpose of fear is to call us into action, and there is plenty to be afraid of today.
[03:29:01.654 --> 03:29:11.045]  Half the population has lined up for an untested, deadly, and debilitating experimental injection because they were told to be afraid of an invisible, asymptomatic disease.
[03:29:11.685 --> 03:29:21.648]  The perpetrators of all this have clearly stated their goal of having 80% of the population hooked up to an artificial intelligence hive mind in less than nine years.
[03:29:21.648 --> 03:29:28.409]  For those of us who have awoken from the spell, we know this is all really happening and it's unbelievably unsettling to see.
[03:29:28.409 --> 03:29:29.850]  But there is only two things to do.
[03:29:30.968 --> 03:29:34.110]  We continue sounding the alarm because it's a numbers game.
[03:29:34.110 --> 03:29:37.413]  If enough people awaken from the cult spell, then we win.
[03:29:37.413 --> 03:29:42.816]  But even when we win, and we eventually will, the days of convenience are soon coming to an end.
[03:29:42.816 --> 03:29:44.658]  And so, we must prepare.
[03:29:44.658 --> 03:29:55.885]  Get up to a year's worth of storable foods, water filtration, survival gear, seeds, shortwave radios, and life-saving knowledge at InfoWareStore.com.
[03:29:55.885 --> 03:29:56.686]  Alright, ladies and gentlemen.
[03:29:58.137 --> 03:29:59.557]  Keep us on air.
[03:29:59.557 --> 03:30:02.078]  We'll continue to bring you the banned guests.
[03:30:02.078 --> 03:30:05.958]  We'll continue to bring the information that no one else will touch.
[03:30:05.958 --> 03:30:06.719]  Keep us on air.
[03:30:06.719 --> 03:30:07.999]  Go to InfoWarsStore.com.
[03:30:07.999 --> 03:30:21.541]  The new supplements that we have, the latest in the InfoWars Life Supplement line, the Vitamin D3 with Calcium Gummies, the Vitamin C with Zinc, and the Whole Food Multivitamins, or if you buy the Combo Pack with all three at InfoWarsStore.com.
[03:30:21.541 --> 03:30:24.002]  And you know, I'm telling you, the Vitamin D Gummies,
[03:30:25.066 --> 03:30:26.808]  This is a great thing for your kids.
[03:30:26.808 --> 03:30:27.489]  They're going to love it.
[03:30:27.489 --> 03:30:29.210]  They're going to love the taste of the gummies.
[03:30:29.210 --> 03:30:30.612]  It's healthy.
[03:30:30.612 --> 03:30:32.134]  So that's just a great thing for kids.
[03:30:32.134 --> 03:30:33.695]  I mean, we could just do marketing campaigns.
[03:30:33.695 --> 03:30:35.758]  I think for kids, that'd be great.
[03:30:35.758 --> 03:30:36.799]  The calcium, good for them.
[03:30:36.799 --> 03:30:37.279]  The vitamin D.
[03:30:38.570 --> 03:30:44.213]  So that's at InfowarsStore.com and again it's your support there that keeps us on the air.
[03:30:44.213 --> 03:30:52.436]  So supplements, the shirts, the air filters, the water filters, the emergency food supplies, the emergency supplies at InfowarsStore.com.
[03:30:52.436 --> 03:30:54.077]  Your support there keeps us on the air.
[03:30:54.077 --> 03:30:55.678]  We cannot thank you enough.
[03:30:57.884 --> 03:30:59.546]  This is a great sponsor.
[03:30:59.546 --> 03:31:04.974]  We have one of the best deals you're going to find out there on a high-quality, high-rated satellite phone.
[03:31:04.974 --> 03:31:09.620]  So you can't be tracked, you can't be traced, and it'll work anywhere in the world where you can see the sky.
[03:31:09.620 --> 03:31:12.804]  You can also buy cheap antennas and things for in your car or in your house that
[03:31:12.904 --> 03:31:15.867]  Also, we're on the site InfoWarsPhone.com.
[03:31:15.867 --> 03:31:17.369]  That's just a site that takes you to these folks.
[03:31:17.369 --> 03:31:20.252]  They supply the board for everybody with their systems as well.
[03:31:20.252 --> 03:31:21.213]  They're amazing folks.
[03:31:21.213 --> 03:31:28.440]  And you get a free phone, a $650 value, absolutely free, at InfoWarsPhone.com.
[03:31:28.440 --> 03:31:30.622]  Smartphones are always tracking everything you do.
[03:31:30.622 --> 03:31:31.103]  These aren't.
[03:31:31.103 --> 03:31:33.065]  And the calls are free when folks call you.
[03:31:33.065 --> 03:31:34.746]  You just pay $99.95 a month for your minutes.
[03:31:36.908 --> 03:31:38.129]  150 minutes.
[03:31:38.129 --> 03:31:39.009]  The calls here are free.
[03:31:39.009 --> 03:31:40.169]  Works like a regular cell phone.
[03:31:40.169 --> 03:31:41.469]  You're not being tracked or traced.
[03:31:41.469 --> 03:31:42.770]  And I keep one in my car.
[03:31:42.770 --> 03:31:44.610]  I've given them to my parents as gifts.
[03:31:44.610 --> 03:31:47.011]  Way out in the middle of nowhere where regular phones don't work, they work.
[03:31:47.011 --> 03:31:48.731]  Infowarsphone.com or 941-955-1020.
[03:31:48.731 --> 03:31:49.832]  941-955-1020 and ask the Alex Jones Special.
[03:31:58.087 --> 03:31:59.887]  Get our great bag of it here.
[03:31:59.887 --> 03:32:03.748]  I mean, this is from, people say, why is it from Chiapas, Mexico?
[03:32:03.748 --> 03:32:04.848]  The communists!
[03:32:04.848 --> 03:32:12.190]  Well, that's where some of the best coffee in the world that's wild harvested, above organic, in the volcanic soil, better than Guatemalan coffee.
[03:32:12.190 --> 03:32:17.471]  And yeah, we buy it from the little farmers that, you know, the media calls communists, but really they're just a commune and whatever.
[03:32:17.471 --> 03:32:22.192]  The point is, is that it's good coffee and we've got it and the farmers don't let the Mexican government take over.
[03:32:22.192 --> 03:32:26.593]  So I actually buy this from the Mexican rebels and I've been buying it for, what, 14 years and the price has never gone up.
[03:32:26.593 --> 03:32:27.073]  The same stuff
[03:32:27.073 --> 03:32:33.439]  We're sold at Whole Foods under another name for about 50% more per pound, and I just think it's some of the best coffee you're gonna find anywhere.
[03:32:33.439 --> 03:32:37.603]  It's Wake Up America Patriot Blend from the Chiapas Rebels, literally.
[03:32:37.603 --> 03:32:40.686]  Um, in fact, I'm not gonna tell you the whole story.
[03:32:40.686 --> 03:32:44.029]  Um... Yeah, I'd like to.
[03:32:44.029 --> 03:32:44.990]  You wouldn't believe it.
[03:32:44.990 --> 03:32:51.377]  Anyway, so, it's InfoWarsTore.com, and that's how we fund this operation, and if you don't fund us or don't want us here, that's fine.
[03:32:56.934 --> 03:33:01.516]  Leading a frontal assault on the lies of the New World Order.
[03:33:01.516 --> 03:33:14.540]  It's Alex Jones!
[03:33:14.540 --> 03:33:15.740]  You found it.
[03:33:15.740 --> 03:33:17.801]  The tip of the spear.
[03:33:17.801 --> 03:33:22.643]  It is the Alex Jones Show with Owen Troyer.
[03:33:24.215 --> 03:33:26.337]  Alright, we're taking phone calls for two more segments here.
[03:33:26.337 --> 03:33:30.560]  I'm going to try to get to everybody whose name we've taken on the board.
[03:33:30.560 --> 03:33:31.701]  Then we're going to close the lines.
[03:33:31.701 --> 03:33:36.404]  I'm going to cover the latest breaking news on the War Room and then take more calls.
[03:33:36.404 --> 03:33:38.846]  So, we now go... Oh, did we find that website, guys?
[03:33:38.846 --> 03:33:39.226]  What was it?
[03:33:39.226 --> 03:33:40.988]  Vaccine-Police.com?
[03:33:40.988 --> 03:33:45.551]  Did we end up finding that in the break?
[03:33:45.551 --> 03:33:47.993]  Okay, we couldn't find it, but maybe we'll keep looking.
[03:33:47.993 --> 03:33:50.495]  Maybe we got the name wrong there.
[03:33:51.189 --> 03:33:53.190]  But let's go back out to the phone lines now.
[03:33:53.190 --> 03:33:56.731]  Let's go to Melissa, dialed in from Arkansas.
[03:33:56.731 --> 03:33:58.252]  Melissa, you're on the Alex Jones Show.
[03:33:58.252 --> 03:33:59.692]  Go ahead.
[03:33:59.692 --> 03:34:00.593]  Hi, can you hear me?
[03:34:00.593 --> 03:34:02.754]  Yes.
[03:34:02.754 --> 03:34:09.776]  I'm a first-time caller and I just want to try to get to this information quickly so I, you know, you can move on.
[03:34:09.776 --> 03:34:16.259]  But I've been a nurse for 12 years and I worked in all areas of nursing and I just, I can't believe what's happening.
[03:34:16.894 --> 03:34:24.618]  To the point that I don't even trust any medicine from anything in the last 50 years or more.
[03:34:24.618 --> 03:34:28.841]  I've stopped all my medications and everything because I just don't trust it anymore.
[03:34:28.841 --> 03:34:45.690]  But I came across an interview on YouTube called the website or the channel is called The Portal and it's episode 19 with Brett Weinstein and it's his brother that he's interviewing on his show.
[03:34:46.867 --> 03:35:08.055]  And this guy goes on into detail how the rats that they use for medication experiments are so perfect genetically that they can take massive amounts of toxic doses and they can fight off cancer way longer than any other animal because they've been bred so perfectly that they have nothing wrong with them.
[03:35:10.669 --> 03:35:17.152]  If you use that, based on anything, that's what they use for long-term effects, for medication.
[03:35:17.152 --> 03:35:22.975]  So if these rats are so perfect, then how on earth can they even tell us it's safe?
[03:35:22.975 --> 03:35:24.536]  Because there's just no way.
[03:35:24.536 --> 03:35:30.859]  And he goes in so detail about how, like, all medicine is wrong, even over-the-counter.
[03:35:30.859 --> 03:35:36.782]  So I just, I sent this information to all the House and Senate doctors.
[03:35:36.782 --> 03:35:38.583]  I sent a letter to all of them.
[03:35:39.770 --> 03:35:42.332]  And to Fox News people and everybody.
[03:35:42.332 --> 03:35:44.774]  Everyone needs to go and watch this interview.
[03:35:44.774 --> 03:35:49.858]  And he explains how it's wrong and how the pharmacies ignored it.
[03:35:49.858 --> 03:36:04.569]  So basically, the testing that's done on rats is not a good standard for testing these drugs because the rats have been bred to be so, what would be the right word?
[03:36:04.569 --> 03:36:08.332]  I mean, not immune, but I guess resistant to certain diseases?
[03:36:09.372 --> 03:36:09.712]  I think so.
[03:36:29.371 --> 03:36:30.592]  50, 60, 70 years.
[03:36:30.592 --> 03:36:35.195]  So they use these rats to predict what will happen to humans.
[03:36:35.195 --> 03:36:51.128]  So if they're using these rats to predict what's going to happen to humans, what if they base their whole agenda off of these rats and it's supposed to kill humans off in 10 years, but it's killing them way faster because the one weak link in the chain is the rat.
[03:36:51.128 --> 03:36:55.231]  Because every lab in the United States gets their rats from one place.
[03:36:55.231 --> 03:36:57.673]  Every lab in Europe gets their rats from one place.
[03:36:58.568 --> 03:36:59.113]  Or tainted.
[03:37:00.882 --> 03:37:09.044]  Well, not to play spoiler here, but that's actually the moral dilemma at the end of the new M. Night Shyamalan movie, Old.
[03:37:09.044 --> 03:37:26.609]  I'll just leave it right there, not to play spoiler for anybody that's gonna watch it, but that's kind of the end of the dilemma is, well, what do we do about, how do we fast-track human trials for drugs so that we don't have to wait 70 years to find a drug that's gonna cure a seizure or beat cancer or anything like that?
[03:37:26.609 --> 03:37:28.590]  Melissa, thank you so much for that call.
[03:37:29.130 --> 03:37:37.261]  We'll upload this segment separately and it'll be Nurse Explains Why She No Longer Trusts Modern Medicine.
[03:37:37.261 --> 03:37:40.164]  And would you say that that's a fair headline?
[03:37:40.164 --> 03:37:40.685]  Exactly.
[03:37:40.685 --> 03:37:41.766]  That's exactly it.
[03:37:41.766 --> 03:37:45.832]  And I've cried for months, mourning my entire career is a lie.
[03:37:48.319 --> 03:37:49.520]  Well, God bless you, Melissa.
