[00:00:00.050 --> 00:00:00.660]  Jones Show.
[03:44:11.845 --> 03:44:22.467]  You're dealing with these young, spoiled kids here in the United States that think everything should be free because, you know, we should have robots doing it or it should be free because there's a lot of money going around.
[03:44:22.787 --> 03:44:23.827]  And there is money going around.
[03:44:23.847 --> 03:44:27.188]  You can see the thumbnail on the computer.
[03:44:27.208 --> 03:44:27.728]  Did it die?
[03:44:28.959 --> 03:44:29.299]  Over here?
[03:44:29.839 --> 03:44:31.420]  Okay, I'll pop it back up real quick.
[03:44:31.760 --> 03:44:42.202]  But you see, like, that is just... People are detached, and there's a lot of people waking up, but people are detached from what's really going on and how their stuff is made.
[03:44:42.222 --> 03:44:45.282]  They don't know where their chicken comes from.
[03:44:45.342 --> 03:44:46.503]  They don't know any of this stuff.
[03:44:46.643 --> 03:44:47.983]  It's the new age of entitlement.
[03:44:48.243 --> 03:44:48.443]  Right.
[03:44:48.723 --> 03:44:51.224]  Because they've never actually had to go through the process.
[03:44:51.244 --> 03:44:52.304]  They just get the end result.
[03:44:53.064 --> 03:44:59.228]  Right, so when you don't have to go through the process of having, let's say, a horrible job to create financial stability, right?
[03:44:59.248 --> 03:45:04.111]  You have to clean floors and sweep things and scrub dirty dishes, right?
[03:45:04.151 --> 03:45:06.673]  Like working at a server as a busboy or a server or something.
[03:45:06.693 --> 03:45:06.973]  A dish dog.
[03:45:06.993 --> 03:45:07.834]  You don't appreciate the dish dog.
[03:45:07.854 --> 03:45:08.975]  You're called a dish dog.
[03:45:09.295 --> 03:45:10.135]  I worked at a restaurant.
[03:45:10.175 --> 03:45:11.656]  I was the dish dog for three months.
[03:45:11.717 --> 03:45:12.957]  I worked my way out of it.
[03:45:12.977 --> 03:45:15.359]  We don't want to sound, because we're not, right?
[03:45:15.639 --> 03:45:16.540]  We're not grumpy old men.
[03:45:16.580 --> 03:45:18.421]  This new generation, right?
[03:45:18.701 --> 03:45:19.862]  Because that's not really what it's about.
[03:45:19.882 --> 03:45:21.203]  It's because anyone can be entitled.
[03:45:21.423 --> 03:45:21.723]  Sure.
[03:45:21.863 --> 03:45:22.684]  Anyone can act
[03:45:23.224 --> 03:45:25.706]  Ridiculous like that, not understand the severity of it.
[03:45:25.967 --> 03:45:28.068]  And I think it's also because of their insecurities.
[03:45:28.088 --> 03:45:29.850]  They don't want to open themselves up to that reality.
[03:45:30.190 --> 03:45:34.294]  It's like when some people, you start talking about this stuff like the Chinese slave labor.
[03:45:34.694 --> 03:45:35.875]  They say, I don't want to hear about that.
[03:45:36.075 --> 03:45:36.716]  Don't tell me about that.
[03:45:36.736 --> 03:45:37.296]  I don't care.
[03:45:37.316 --> 03:45:37.736]  I don't care.
[03:45:37.756 --> 03:45:38.337]  Let's go to Walmart.
[03:45:38.377 --> 03:45:38.537]  Yeah.
[03:45:38.777 --> 03:45:40.159]  Yeah, let's go to Walmart.
[03:45:40.519 --> 03:45:44.742]  The sad truth is, though, if they actually read about it and listened to it, they would probably cry and be really upset.
[03:45:45.243 --> 03:45:45.423]  Right?
[03:45:45.463 --> 03:45:46.644]  They'd be upset as I am.
[03:45:46.964 --> 03:45:48.265]  But they won't let themselves do that.
[03:45:48.766 --> 03:45:50.047]  They won't accept that reality.
[03:45:50.687 --> 03:45:50.848]  Right?
[03:45:51.588 --> 03:45:56.030]  And sometimes that also comes off as snide and rude and entitled, which it is, in some ways.
[03:45:56.370 --> 03:45:58.171]  But they also just won't accept that reality.
[03:45:58.791 --> 03:45:58.971]  Right?
[03:45:59.551 --> 03:46:00.031]  Because they can't.
[03:46:00.091 --> 03:46:00.491]  They can't.
[03:46:00.631 --> 03:46:03.893]  Because that would shatter their illusion that the establishment gave them.
[03:46:04.793 --> 03:46:05.454]  The Walmart dream.
[03:46:05.474 --> 03:46:06.014]  From birth.
[03:46:06.054 --> 03:46:07.355]  They bought the American dream at Walmart.
[03:46:07.375 --> 03:46:08.316]  Yeah, from birth.
[03:46:08.336 --> 03:46:14.220]  And the dream that they have that everything is great, everything's fine, and as long as you have your new iPhone, who cares?
[03:46:14.861 --> 03:46:15.301]  Exactly.
[03:46:15.461 --> 03:46:18.204]  Or being able to go to the movies, or get a new pair of jeans.
[03:46:18.304 --> 03:46:24.328]  All this stuff is made by these people in third world countries, and we do have to seriously examine that.
[03:46:24.829 --> 03:46:30.453]  And one way to do that is to also start businesses here in the United States, even though you're taxed to the gills at doing it.
[03:46:30.793 --> 03:46:33.776]  But it's people working hard is what made this country great.
[03:46:34.216 --> 03:46:36.157]  Alright, there's nothing, nothing else.
[03:46:36.497 --> 03:46:37.597]  Nothing was handed to us.
[03:46:38.358 --> 03:46:39.878]  Alright, we did steal some land from the Indians.
[03:46:40.279 --> 03:46:45.821]  But, nothing was done in terms of, like, nothing was given to us.
[03:46:45.941 --> 03:46:50.823]  Everything, you know, there's some show on Netflix where they're building the railroad across the United States.
[03:46:51.800 --> 03:46:54.082]  They had to lay it one step at a time.
[03:46:54.743 --> 03:47:02.990]  One, it didn't happen overnight, but they laid a rail, and then they laid another rail, and then they get to a bridge and they build a bridge, and it doesn't happen overnight.
[03:47:03.030 --> 03:47:03.591]  None of this stuff.
[03:47:03.631 --> 03:47:08.695]  People think that stuff's gonna happen, like these people who are running to that 7-Eleven and jumping around like, we won.
[03:47:08.775 --> 03:47:09.876]  Well, they didn't win anything.
[03:47:10.317 --> 03:47:12.579]  They were celebrating with the guy who had the Powerball ticket.
[03:47:12.599 --> 03:47:13.860]  See if you guys can pull that up.
[03:47:14.120 --> 03:47:15.601]  They're jumping around like they're winners.
[03:47:15.862 --> 03:47:16.842]  They didn't win anything!
[03:47:17.663 --> 03:47:26.857]  And it's this instant gratification, this instant entitlement society that is slowly, people are, we've reached, it's reached the peak of what it is.
[03:47:26.917 --> 03:47:28.179]  Now we're going to start seeing the fall.
[03:47:29.321 --> 03:47:29.881]  And I agree with you.
[03:47:29.901 --> 03:47:34.843]  I think maybe in 10 years we might see, you know, Wal-Mart's at 50% of what it was.
[03:47:35.163 --> 03:47:37.724]  You know, McDonald's is at 40% of what it was.
[03:47:37.924 --> 03:47:46.727]  And people, as they start making better decisions about how they spend their dollars and how they spend their time, you're going to see the system change on its own.
[03:47:46.787 --> 03:47:47.668]  It's not going to happen overnight.
[03:47:47.728 --> 03:47:49.108]  It's not going to happen with an election either.
[03:47:49.529 --> 03:47:51.289]  People think it's going to happen in the presidential election.
[03:47:51.549 --> 03:47:52.189]  It ain't going to happen.
[03:47:52.230 --> 03:47:53.570]  Well, see, here's my view on this.
[03:47:53.610 --> 03:47:55.431]  I think the age of information has already come.
[03:47:56.411 --> 03:47:57.131]  People already get it.
[03:47:57.191 --> 03:47:58.511]  People already have the information.
[03:47:59.112 --> 03:48:00.312]  Now is the time of action.
[03:48:00.592 --> 03:48:03.153]  The age of solutions, the age of action.
[03:48:03.173 --> 03:48:08.294]  2016 opens the new door for actions and solutions and real results because we already know what's screwed up in the world.
[03:48:08.874 --> 03:48:09.514]  We get that now.
[03:48:09.894 --> 03:48:12.575]  Now it's time to equip the information and do something about it.
[03:48:12.955 --> 03:48:14.075]  You talk about money, right?
[03:48:14.095 --> 03:48:15.895]  You talk about entrepreneurship.
[03:48:15.995 --> 03:48:16.976]  You talk about all that stuff.
[03:48:17.436 --> 03:48:20.456]  I did a segment when I hosted the fourth hour last time called The Truth About Money.
[03:48:20.956 --> 03:48:23.217]  And here's the ridiculousness of the entitlement society.
[03:48:23.857 --> 03:48:24.597]  They want everything.
[03:48:24.697 --> 03:48:25.317]  They want everything.
[03:48:25.337 --> 03:48:26.638]  I mean, they want everything.
[03:48:26.698 --> 03:48:28.778]  They want the new iPhone, just like Watson's awesome video.
[03:48:29.298 --> 03:48:30.099]  They want all of it.
[03:48:30.939 --> 03:48:35.360]  But if you try to build anything and you're not the establishment, here's the key part, you're not the establishment.
[03:48:35.920 --> 03:48:36.900]  Oh my God!
[03:48:37.000 --> 03:48:37.780]  We can't trust that.
[03:48:37.820 --> 03:48:38.060]  What?
[03:48:39.001 --> 03:48:39.881]  You just want to make money.
[03:48:39.901 --> 03:48:46.362]  Like, when you do a plug for the awesome products at Infowarslife.com and Infowarsstore.com, which are awesome and I use every day and I think they're great, you should buy them, seriously.
[03:48:47.143 --> 03:48:48.283]  How dare you?
[03:48:49.022 --> 03:48:49.762]  How dare you!
[03:48:50.563 --> 03:48:58.026]  But, you can watch television commercials all day for the Fortune 500, where they just shove it down your throat over and over again, or sponsored ads online.
[03:48:58.306 --> 03:49:01.108]  Every single article is pretty much a sponsored article now.
[03:49:01.248 --> 03:49:04.329]  When you go to read the news, it's all sponsored.
[03:49:04.669 --> 03:49:05.730]  Sponsored by Motorola!
[03:49:05.750 --> 03:49:06.830]  Get the new Motorola X93!
[03:49:06.950 --> 03:49:08.071]  And it's like, oh cool!
[03:49:08.131 --> 03:49:08.991]  Haha, that's so cool!
[03:49:09.211 --> 03:49:10.612]  I want to get the new iPhone, that's awesome!
[03:49:11.012 --> 03:49:13.854]  Oh, but you're not the establishment and you're trying to sell something?
[03:49:14.394 --> 03:49:15.314]  How dare you!
[03:49:15.334 --> 03:49:18.756]  They have been militarized against people to make money.
[03:49:18.996 --> 03:49:19.437]  Exactly.
[03:49:19.677 --> 03:49:21.200]  Against anybody but the establishment.
[03:49:21.280 --> 03:49:22.882]  Only the giant pyramid can make money.
[03:49:23.323 --> 03:49:24.304]  I'm going to do another plug here.
[03:49:24.805 --> 03:49:25.466]  BrainForce.
[03:49:26.147 --> 03:49:27.309]  And this just happened today.
[03:49:28.258 --> 03:49:35.604]  Travis Knight, David Knight's son, who just got back from Oregon, he's trying to detox from caffeine, so he hasn't had coffee since Tuesday.
[03:49:36.144 --> 03:49:41.289]  And he came in looking, I'm sorry, he was up here, he was the last one to leave last night, too.
[03:49:41.669 --> 03:49:55.520]  Last one to leave last night, uploading YouTube videos, making those highlight clips, which the one you have to go watch is a 20 minute clip of last night's, and we have a plug from a guy from North Carolina who's got an amazing accent, big InfoWars fan.
[03:49:55.640 --> 03:49:56.481]  Is that the guy at the end?
[03:49:56.601 --> 03:49:57.422]  Yeah, at the very end.
[03:49:58.523 --> 03:49:59.204]  It's just great.
[03:49:59.884 --> 03:50:01.887]  But anyway, I said, Travis, you gotta try Brain Force.
[03:50:01.927 --> 03:50:02.447]  He's like, what?
[03:50:02.868 --> 03:50:03.688]  I said, yeah, man, here.
[03:50:03.769 --> 03:50:04.750]  I gave him two Brain Force.
[03:50:05.390 --> 03:50:06.391]  I'm walking around doing other stuff.
[03:50:06.411 --> 03:50:06.952]  I walk by him.
[03:50:07.172 --> 03:50:09.535]  Fifteen minutes later, he's like, oh my god, that stuff really works.
[03:50:09.615 --> 03:50:10.215]  I can't believe it.
[03:50:10.235 --> 03:50:11.196]  I'm like, yeah, dude, it works.
[03:50:12.017 --> 03:50:12.237]  I think?
[03:50:30.245 --> 03:50:35.746]  You're in control of your mind, not that you're underneath a blanket or, you know, that fuzzy feeling you get when you're just sluggish.
[03:50:36.187 --> 03:50:36.947]  BrainForce will work.
[03:50:37.067 --> 03:50:38.507]  I tell you, it is amazing.
[03:50:38.827 --> 03:50:45.349]  And right now we got it for $29.95 at InfoWarsStore.com, also InfoWarsLife.com.
[03:50:45.809 --> 03:50:47.370]  And you get discounts as you get more.
[03:50:47.870 --> 03:50:49.010]  So I don't know what you're waiting for.
[03:50:49.450 --> 03:50:50.490]  You gotta try our products.
[03:50:50.550 --> 03:50:51.351]  There's reviews.
[03:50:51.751 --> 03:50:52.611]  Look at that, it's 471 reviews, 4.4 ratings.
[03:50:52.631 --> 03:50:53.331]  That's almost unheard of.
[03:50:57.132 --> 03:50:59.416]  You know, we really do put out good stuff.
[03:50:59.777 --> 03:51:01.179]  Anthony is a big reason for that.
[03:51:01.219 --> 03:51:04.946]  We also have a buy Survival Shield X2 and get Silver Bullet at 50% off.
[03:51:05.306 --> 03:51:06.468]  Plus a free calendar!
[03:51:07.748 --> 03:51:10.931]  You can write down all those dates, all those little milestones that you reach in your life.
[03:51:10.971 --> 03:51:12.953]  Are you sneezing, coughing, and aching?
[03:51:12.973 --> 03:51:16.417]  Do you have a sore throat, a fever, or the sniffles?
[03:51:16.897 --> 03:51:22.242]  There's no reason to be sick this cold and flu season with immune system support from Supernatural Silver.
[03:51:22.743 --> 03:51:31.932]  Supernatural Silver can give your body the help it needs to fight off harmful pathogens without hurting beneficial gut flora and without leaving behind resistant bacteria.
