[00:00:00.169 --> 00:00:01.050]  and get free shipping.
[03:42:44.583 --> 03:43:01.249]  And now we're being told that somehow ISIS, you know, those people who are given American weapons, those people who are transported to the area from Chechnya so they can stop fighting the Russians in Chechnya and the southern parts of Russia, now they can fight the Russians in Syria.
[03:43:01.929 --> 03:43:10.394]  You know, those same people, the Pentagon and the CIA, those people who have been equipping and training and funding ISIS, now they're saying,
[03:43:11.445 --> 03:43:13.726]  Now they've got a driverless car bomb.
[03:43:13.766 --> 03:43:15.247]  They say driverless cars.
[03:43:15.487 --> 03:43:34.757]  This is popular science because, and it's interesting because popular science is usually very gee whiz and supportive of any technology, but even they say driverless cars are supposed to be a sign of a tranquil future where pleasant machines cart relaxed guests around, handling all the messiness of automobile travel.
[03:43:34.777 --> 03:43:35.818]  Yeah, you know, it's just like
[03:43:36.998 --> 03:43:39.000]  Beauty and the Beast at Disney World.
[03:43:39.040 --> 03:43:42.202]  You know, be my guest, get into my car, right?
[03:43:42.603 --> 03:43:45.085]  Except it's a trap, folks, if you get into that.
[03:43:45.245 --> 03:43:50.389]  And of course, it's going to be a trap once we see these driverless car bombs.
[03:43:50.409 --> 03:43:58.295]  They're going to be used as weapons, but whether or not they're used as weapons, whether or not they're used as terrorist car bombs, they're going to be used as a weapon of control.
[03:43:59.673 --> 03:44:03.535]  Understand that our very interstate system was designed as a military device.
[03:44:03.675 --> 03:44:06.137]  That's why Hitler did the autobahn in Germany.
[03:44:06.257 --> 03:44:08.678]  Eisenhower saw it and said, we need that here.
[03:44:09.098 --> 03:44:17.122]  Not because he wanted you to be able to see the world in a Chevrolet, okay, but because he wanted to be able to move the military very quickly from one spot to the other.
[03:44:17.543 --> 03:44:26.027]  He had already been involved in a project where in the Northeast he had to move a division of equipment and he was appalled at how difficult it was.
[03:44:26.067 --> 03:44:27.508]  They couldn't get through the roads that were there.
[03:44:27.528 --> 03:44:28.689]  So they said, well, let's build this
[03:44:29.369 --> 03:44:36.691]  Gigantic system, called the interstate, have really wide lanes and then if we need to we can commandeer it for military use.
[03:44:36.791 --> 03:44:46.673]  But of course what they wound up doing was commandeering it to enforce a 55 mile an hour speed limit under Richard Nixon to take away your freedoms in that area.
[03:44:46.693 --> 03:44:48.154]  So it always comes back around.
[03:44:48.694 --> 03:44:56.276]  And one last article here of course, this is, we have the Consumer Electronics Show that's going on in Las Vegas, happens at the beginning of each year.
[03:44:57.375 --> 03:45:09.183]  The big things again at Consumer Electronics Show are driverless cars and what's happening is you're seeing an alliance with Ford and possibly Ford and Google getting together to work on a car.
[03:45:09.303 --> 03:45:19.010]  Ford now sees themselves not so much in the future as selling individual cars but as selling mobility devices is what one of their executives said.
[03:45:19.090 --> 03:45:21.812]  So they're looking at how they can become the vendor.
[03:45:21.952 --> 03:45:40.417]  So it's going to be a situation where all of these billionaires or a few multinational corporations are going to be jockeying for a position to be the supplier to the government in terms of providing transportation that you don't have any control over, but that will control you, will be used as an instrument of control.
[03:45:40.437 --> 03:45:47.719]  And as we're looking at that, I saw this article that I mentioned briefly to Alex about Mike McCall.
[03:45:47.959 --> 03:45:49.420]  He's a Texas congressman.
[03:45:50.379 --> 03:45:56.422]  He's head, he's the chair of the House Homeland Security Committee, and he's written a book to scare you.
[03:45:57.022 --> 03:45:57.563]  To scare you.
[03:45:58.323 --> 03:46:05.807]  You know, because the definition of terrorism is the use of violence, intimidation, fear to achieve political goals.
[03:46:06.667 --> 03:46:10.571]  And that's been the mode of our government since September 11th.
[03:46:10.751 --> 03:46:16.516]  Using violence, intimidation, and fear to achieve their political goals.
[03:46:17.257 --> 03:46:18.498]  To achieve their control.
[03:46:18.818 --> 03:46:20.740]  And so that's what Mike McCaul is selling.
[03:46:20.780 --> 03:46:24.604]  And I think it is absolutely despicable what he's doing.
[03:46:25.024 --> 03:46:25.625]  Scaring people.
[03:46:25.645 --> 03:46:31.390]  I said the chairman of Homeland Security Committee is warning in a chilling new book that terrorists could easily hit
[03:46:31.949 --> 03:46:39.736]  Disney World, the Academy Awards, the Mall of America, with killer biological attacks, killing thousands, sending the nation into a panic.
[03:46:40.337 --> 03:46:50.706]  At which point, this James Bond villain would step out of his Homeland Security Committee, rubbing his hands like a praying mantis, and announce the next step towards martial law.
[03:46:50.766 --> 03:46:51.767]  That's what they would love to do.
[03:46:52.127 --> 03:46:54.489]  But in the meantime, he wants to try to get you
[03:46:55.430 --> 03:46:59.754]  They're saying, oh, it could be a possible attack from Russian invasion of Eastern Europe.
[03:47:00.215 --> 03:47:05.720]  We're the ones who are aggressors in Russia as well as other places.
[03:47:05.740 --> 03:47:08.062]  We're the ones who restarted the Cold War.
[03:47:08.749 --> 03:47:12.932]  But of course, they turn everything around, spin it upside down.
[03:47:12.952 --> 03:47:15.194]  I think it's absolutely reprehensible.
[03:47:15.214 --> 03:47:18.957]  I had a friend from high school who joined the military.
[03:47:19.037 --> 03:47:26.502]  He was at the Pentagon, and I remember meeting with him about 20 years ago and asking him what he was doing, and they were working on things like this.
[03:47:26.522 --> 03:47:28.283]  They were working on scenarios.
[03:47:29.244 --> 03:47:30.906]  But he wouldn't tell me what the scenarios were.
[03:47:30.926 --> 03:47:40.358]  He said, well, you know, that's something we really don't want to panic the public, something they don't need to know, something we don't want that information to get out to people who would possibly do that.
[03:47:40.578 --> 03:47:43.221]  But that's not the mode that they're working in now.
[03:47:44.079 --> 03:47:47.022]  Because, see, they're not really concerned about protecting you.
[03:47:47.523 --> 03:47:52.287]  They're concerned about the security state and maintaining that.
[03:47:52.688 --> 03:48:00.435]  That is their religion, which is what makes it so surprising that Hillary Clinton keeps getting a pass with all these violations.
[03:48:00.556 --> 03:48:01.336]  Over 1,340 emails so far.
[03:48:04.079 --> 03:48:07.262]  That were classified that she had on her private server.
[03:48:07.923 --> 03:48:12.328]  Even telling people to remove the classification so you can send this as a fax.
[03:48:12.368 --> 03:48:13.569]  You're having trouble faxing this?
[03:48:13.609 --> 03:48:17.453]  Nobody will, they won't, you know, you can't get anybody to do this because they don't want to violate it?
[03:48:17.493 --> 03:48:21.037]  Well, okay, just take off the classification markings.
[03:48:21.838 --> 03:48:22.838]  Violate the law that way.
[03:48:23.359 --> 03:48:33.942]  So here we've got this religion of state security that we have to sacrifice all of our safety, all of our liberty on the altar of that religion of state security.
[03:48:34.443 --> 03:48:40.505]  And then you've got this woman who comes along and violates it with impunity and nothing happens to her.
[03:48:41.630 --> 03:48:43.651]  Absolutely, absolutely amazing.
[03:48:44.292 --> 03:48:54.618]  Now, I had talked about Palantir, and I want to play you a little excerpt from a video that I did back in December of 2013, because there's an update to this that was on the Drudge Report, I believe.
[03:48:54.678 --> 03:48:59.522]  It's the CIA-backed startup that is taking over Palo Alto.
[03:48:59.582 --> 03:49:06.046]  It's an NBC story, but I want to play for you what we knew and what we reported way back in 2013.
[03:49:06.086 --> 03:49:07.487]  Here's a short clip of that report.
[03:49:09.768 --> 03:49:14.633]  Much has been said about the big tech companies that were implicated in this slide from Edward Snowden's documents.
[03:49:15.013 --> 03:49:18.016]  It's eroded confidence in their integrity and damaged their business.
[03:49:18.417 --> 03:49:24.663]  But what about the PRISM program itself, where people are profiled by data mining the intercepted digital communications?
[03:49:25.303 --> 03:49:28.566]  Some have suspected that the company behind PRISM is Palantir.
[03:49:29.187 --> 03:49:33.751]  I've often thought that the Palantir from Tolkien's Lord of the Rings were the perfect metaphor for the Internet.
[03:49:34.392 --> 03:49:39.596]  In the book, the Palantir were crystal balls that allowed the possessors to communicate and to see things.
[03:49:40.457 --> 03:49:53.868]  Eventually, they fell into the hands of the evil forces, and using a Palantir not only revealed you to the villain, Sauron, represented by the all-seeing eye, but it also allowed him to learn where you were, and look into your mind and your soul.
[03:49:54.388 --> 03:50:02.835]  A great metaphor for people who are trying to use the Internet for legitimate purposes, and the government spooks who create profiles of people as they're using it.
[03:50:03.375 --> 03:50:10.779]  Although Palantir has a program called PRISM, and although its function is exactly like that shown in the slide, they have denied the allegations.
[03:50:11.179 --> 03:50:21.365]  The company, Palantir, was created with funding from In-Q-Tel, a venture capital company created by the CIA, and with funding from PayPal billionaire Peter Thiel.
[03:50:21.965 --> 03:50:25.427]  Palantir's CEO Alexander Karp is also from PayPal.
[03:50:26.127 --> 03:50:31.190]  Both Thiel and Karp were attendees at Bilderberg this year as they focused on big data.
[03:50:32.216 --> 03:50:43.279]  Palantir Company profiles from the Wall Street Journal in 2009 and Businessweek in 2011 emphasize Palantir's connection to the military-industrial complex and to data mining for terrorist profiling.
[03:50:43.519 --> 03:50:49.001]  Palantir self-consciously emphasizes to its employees its connection to Middle Earth mythology.
[03:50:49.421 --> 03:50:52.822]  Whether or not Palantir's PRISM program is THE PRISM program,
[03:50:53.382 --> 03:51:03.169]  Palantir was created by... Okay, and you can see the rest of that report on YouTube, and again, the name of that report is PayPal's NSA involvement being covered up.
[03:51:03.189 --> 03:51:07.352]  Stay with us, we're going to be right back on the Alex Jones Radio Show.
[03:51:11.417 --> 03:51:13.318]  My name is Don Whiskin.
[03:51:13.398 --> 03:51:17.660]  In 1994, I lost my 62-year-old father to complications of bypass surgery.
[03:51:18.361 --> 03:51:22.163]  In 1977, my 44-year-old brother was found dead in his apartment.
[03:51:22.383 --> 03:51:23.504]  He suffered a heart attack.
[03:51:23.924 --> 03:51:27.366]  In January of 98, my mother had a stroke and passed away in her bed.
[03:51:27.826 --> 03:51:32.308]  21 days later, my 53-year-old brother passed away on his arrival to the hospital.
[03:51:32.608 --> 03:51:33.429]  He waited too long.
[03:51:33.869 --> 03:51:36.890]  In June, that same year, I almost joined them at 42.
[03:51:37.230 --> 03:51:37.870]  What did I do?
[03:51:38.110 --> 03:51:45.353]  I took a 7-herb formula I now call ExtendoVite made from garlic, cayenne, bilberry, ginkgo biloba, hawthorn, milk thistle, and valerian.
[03:51:45.573 --> 03:51:53.756]  Based on German studies of natural medicine, ExtendoVite is designed to clear blocked arteries, clean the toxins from your blood, and improve your immune system.
[03:51:53.996 --> 03:51:55.496]  To get your ExtendoVite, call 1-877-928-8822.
[03:51:55.516 --> 03:51:55.876]  That's 1-877-928-8822.
[03:52:00.938 --> 03:52:13.612]  The following statements have not been evaluated by the FDA.
[03:52:13.672 --> 03:52:17.155]  This product is not intended to diagnose, treat, cure, or prevent any disease.
[03:52:18.368 --> 03:52:21.529]  Something shocking just happened in a Coast Guard unit in San Diego.
[03:52:21.849 --> 03:52:26.931]  The old guys in the unit have turned the tables and are now destroying the young bucks in head-to-head fitness tests.
