[00:00:12.829 --> 00:00:15.790]  Wednesday, April 20th, 2016.
[03:43:49.578 --> 03:43:59.121]  That would be the dream ticket for Hillary Clinton because all the polls show that Donald Trump will lose and will lose by a landslide to Hillary Clinton.
[03:43:59.716 --> 03:44:04.943]  He is, his disapproval rate is in the high 60s.
[03:44:05.564 --> 03:44:08.088]  Two-thirds of Americans don't want Donald Trump.
[03:44:08.188 --> 03:44:10.851]  Donald Trump cannot win in the general election.
[03:44:11.352 --> 03:44:16.259]  We've got to realize, Donald Trump really is more of a Democrat than a Republican.
[03:44:16.849 --> 03:44:22.658]  He has been funding Democratic people like Chuck Schumer.
[03:44:31.257 --> 03:44:35.981]  He's behind an incumbent president, at this point he was, by 15 points!
[03:44:36.601 --> 03:44:37.582]  Ronald Reagan can't win.
[03:44:37.902 --> 03:44:40.945]  And Ronald Reagan is more of a Democrat than he is a Republican.
[03:44:40.965 --> 03:44:43.167]  This guy was president of a union.
[03:44:43.647 --> 03:44:47.850]  He was a lifelong Democrat until he became a Republican governor.
[03:44:47.870 --> 03:44:49.051]  But, you know, that's in California.
[03:44:49.171 --> 03:44:50.512]  It doesn't count, you know.
[03:44:50.593 --> 03:44:51.834]  It's like California values.
[03:44:51.854 --> 03:44:53.495]  You know, like Donald Trump's got New York values.
[03:44:53.575 --> 03:44:56.277]  Look, they don't want to talk about the issues.
[03:44:56.377 --> 03:45:00.420]  And I would advise people, as I'm listening to Rafael Cruz talk,
[03:45:01.394 --> 03:45:18.079]  Go back and look at that article, look at the interview that Alex Jones had with Wayne Madsen exposing the connections of Ted Cruz's father to the CIA in Cuba around the time of the Cuban Revolution, okay?
[03:45:18.639 --> 03:45:19.740]  Ask yourself how he got here.
[03:45:20.080 --> 03:45:29.443]  Why do we keep getting these people with ties to the CFR, with big banks, to the CIA, and not citizens like Barack Obama and Ted Cruz?
[03:45:29.483 --> 03:45:31.004]  He is not eligible, folks.
[03:45:31.384 --> 03:45:32.665]  That's the bottom line.
[03:45:32.705 --> 03:45:34.585]  He is not a natural-born citizen.
[03:45:34.845 --> 03:45:35.546]  I would love...
[03:45:36.328 --> 03:45:38.110]  To have an interview with Ted Cruz.
[03:45:38.650 --> 03:45:40.813]  I would not be asking him about the elections.
[03:45:41.393 --> 03:45:44.276]  I was glad that Sean Hannity called him on the BS.
[03:45:44.817 --> 03:45:47.159]  I would call him on the BS of his eligibility.
[03:45:47.760 --> 03:45:53.926]  And we would have that discussion because he likes to throw that out there and use that as a smokescreen, okay?
[03:45:54.246 --> 03:45:58.531]  Now, in a sister article that's up on the Drudge Report as well,
[03:45:59.741 --> 03:46:05.323]  Vanity Fair asks why, or answers I should say, why Democrats are becoming the party of the 1%.
[03:46:06.084 --> 03:46:11.446]  They say in a world of Trumpism and Clintonism, there's only one place for the globalist minded elites to go.
[03:46:11.466 --> 03:46:13.627]  And that's Hillary Clinton, folks.
[03:46:14.427 --> 03:46:22.271]  Because as Donald Trump is running them out of the Republican Party, they say, sure, many rich people hate Obamacare, but how big a deal is it?
[03:46:22.881 --> 03:46:24.402]  Compared to the other things that they want.
[03:46:24.562 --> 03:46:28.104]  Because, you know, Obamacare, that was on the Christmas list four years ago.
[03:46:28.124 --> 03:46:35.568]  That's where we had Mitt Romney and Barack Obama, because either one of them were going to give them what the globalist agenda wanted, and that was Obamacare.
[03:46:35.648 --> 03:46:38.890]  They wanted control, central control of our health care.
[03:46:39.450 --> 03:46:43.173]  They say, but now what they want more is more immigration.
[03:46:44.053 --> 03:46:46.474]  Sustained and expanding trade.
[03:46:46.594 --> 03:46:48.655]  Continued defense commitments.
[03:46:48.715 --> 03:46:50.336]  Now let's unpack those, okay?
[03:46:50.816 --> 03:46:51.516]  More immigration.
[03:46:51.556 --> 03:46:52.857]  They want open borders, folks.
[03:46:53.277 --> 03:46:54.597]  Sustained and expanding trade.
[03:46:54.637 --> 03:46:58.199]  They want foreign control of our economy.
[03:46:58.639 --> 03:46:59.959]  We're not talking about free trade.
[03:47:00.320 --> 03:47:01.820]  Free trade is very easy to do.
[03:47:02.220 --> 03:47:03.961]  You don't need thousands of pages.
[03:47:03.981 --> 03:47:07.563]  You don't need an organization that operates offshore, okay?
[03:47:08.843 --> 03:47:09.724]  Defense commitments?
[03:47:10.205 --> 03:47:13.789]  Okay, these are triggers that are set up to keep us in perpetual war.
[03:47:14.049 --> 03:47:23.020]  They say the more that Trumpism scares more people that Trumpism scares away from the Republican Party, the broader and more powerful the liberal left coalition will be.
[03:47:23.040 --> 03:47:24.282]  Well, will it?
[03:47:24.722 --> 03:47:24.942]  No.
[03:47:25.383 --> 03:47:28.826]  Nobody offers their support without expecting something in return.
[03:47:28.886 --> 03:47:35.713]  So as they move to the Democrat Party, you see Chuck Schumer waffling on the carried interest tax loophole.
[03:47:35.753 --> 03:47:39.577]  You see Hillary Clinton going along with the H-1B visas.
[03:47:39.597 --> 03:47:46.844]  You see Maria Cantwell rallying support for the Export-Import Bank, and that's because they're giving them what they want.
[03:47:47.344 --> 03:47:54.549]  And as we look forward to what's happening in Indiana, where Ted Cruz is already getting his loyalists lined up, regardless of what people do there.
[03:47:54.609 --> 03:47:56.751]  But it's something, still the vote will still matter.
[03:47:56.771 --> 03:48:06.358]  You know, they're going to shave things at the ballot boxes, they're going to flip delegates, but you can show up in large enough numbers that you can still push this thing over the top.
[03:48:06.718 --> 03:48:07.698]  I think it's very telling.
[03:48:08.629 --> 03:48:18.571]  But a couple months ago, Donald Trump was the only candidate talking about the fact that Carrier was shutting down their manufacturing plant in Indianapolis and sending 1,400 workers jobs down to Mexico.
[03:48:19.611 --> 03:48:23.492]  And interestingly enough, as the campaigns start to move into Indiana, guess what's going to happen?
[03:48:23.532 --> 03:48:30.614]  Donald Trump is expected to meet with the employees of Carrier, which recently announced its plans to close its facility and move it to Mexico.
[03:48:31.174 --> 03:48:32.954]  What is Ted Cruz going to do?
[03:48:33.054 --> 03:48:35.775]  He's going to go to the Indiana GOP spring dinner.
[03:48:37.042 --> 03:48:40.846]  He is going to meet with Indiana's GOP elite.
[03:48:41.586 --> 03:48:53.638]  You know, because as I pointed out once before when we talked about what he was doing when everybody was marching for open carry at the Alamo, you had Ted Cruz playing Mrs. Nesbitt with the Tea Party ladies, okay, across the street at the Hyatt.
[03:48:54.238 --> 03:49:00.820]  Didn't bother to wave out of the window, didn't show up to speak, didn't stand with those people who are standing for their constitutional Second Amendment rights.
[03:49:00.900 --> 03:49:06.422]  No, he is always seeking influence and money from the GOP establishment.
[03:49:07.342 --> 03:49:11.484]  Oiling his way across the floor, shaking hands with the elite.
[03:49:11.984 --> 03:49:14.525]  That is Rafael Cruz Jr.
[03:49:15.385 --> 03:49:18.286]  Now, let's get to the news about our money.
[03:49:19.486 --> 03:49:22.068]  We've got one more segment and a little bit more time in this segment.
[03:49:22.849 --> 03:49:27.272]  Ben Carson defends Andrew Jackson and calls for another way to honor Harriet Tubman.
[03:49:27.852 --> 03:49:32.556]  He's criticized the decision to replace former President Andrew Jackson with Harriet Tubman on the $20 bill.
[03:49:33.156 --> 03:49:34.858]  He says Jackson was a tremendous president.
[03:49:34.878 --> 03:49:38.881]  Well, I personally would not go that far to say that Jackson was a tremendous president.
[03:49:38.921 --> 03:49:40.102]  He did a lot of really good things.
[03:49:40.162 --> 03:49:41.102]  I'm going to talk about that.
[03:49:41.883 --> 03:49:53.811]  Key to what he did right was his fight with the Federal Reserve and his fight with the Supreme Court that involved those issues and what he said about Supreme Court decisions about the division of power and so forth and so on.
[03:49:54.472 --> 03:49:58.735]  But he did have his faults and we should not gloss over the faults of anybody.
[03:49:58.755 --> 03:50:00.636]  We shouldn't be doing hagiographies of people.
[03:50:00.656 --> 03:50:02.417]  When they did something wrong we ought to call them on it.
[03:50:02.478 --> 03:50:04.039]  What he did to the Cherokee Nation
[03:50:04.759 --> 03:50:06.240]  Was horrendous, okay?
[03:50:06.461 --> 03:50:11.345]  We don't need to make any excuses for Andrew Jackson and the Cherokee Nation.
[03:50:11.465 --> 03:50:15.248]  Just like we don't need to make any excuses for the founders when it comes to slavery.
[03:50:15.288 --> 03:50:20.733]  We can say that it was wrong and we can, you know, spit out the bones and eat the chicken is what we need to do.
[03:50:20.753 --> 03:50:23.936]  And that's what we have to do in the real world because nobody is perfect.
[03:50:24.216 --> 03:50:25.016]  But I want to take a look
[03:50:25.837 --> 03:50:32.201]  At the war, the bank war, as it's called in history, that Andrew Jackson had, what was behind that?
[03:50:32.642 --> 03:50:35.063]  But let's first look at who's on these dollar bills and why.
[03:50:35.444 --> 03:50:41.308]  If you think about it, what are they telling us with the people that they put on our money, this private corporation, the Federal Reserve?
[03:50:42.128 --> 03:50:43.990]  Well, we've got currency figureheads.
[03:50:44.010 --> 03:50:49.794]  These are people who are significant federal government figures, mostly from the Revolutionary War, the Civil War.
[03:50:49.854 --> 03:50:52.696]  They also, many of them, have some bank connections.
[03:50:53.416 --> 03:51:02.618]  When we come back, we're going to talk about that, and we're going to talk about Andrew Jackson's war against the Central Bank, and what it tells us today.
[03:51:02.658 --> 03:51:03.258]  We'll be right back.
[03:51:10.319 --> 03:51:11.360]  Brain Force is here.
[03:51:11.880 --> 03:51:14.160]  Ladies and gentlemen, I've been on this the last few months.
[03:51:14.420 --> 03:51:22.242]  You've probably noticed I've been more crazed, more focused, less brain fog, more energy, more special reports, and it's because of Brain Force.
[03:51:23.018 --> 03:51:26.200]  One of the worst things with most energy products is it's not sustainable.
[03:51:26.481 --> 03:51:26.601]  Right?
[03:51:26.621 --> 03:51:28.963]  You're gonna crash and you're gonna feel really bad afterwards.
[03:51:29.323 --> 03:51:32.846]  This has a bunch of different antioxidants and compounds and polyphenols.
[03:51:32.886 --> 03:51:36.028]  Everybody's on these drugs to knock their brain out because the brain's so fried.
[03:51:36.528 --> 03:51:41.332]  We kept changing this formula over and over and over again until it became sort of a grand puzzle.
[03:51:41.873 --> 03:51:43.714]  For example, the L-theanine inside of it.
[03:51:44.054 --> 03:51:48.498]  That is activated by the different compounds in the Yerba Mate that we put inside of it as well.
[03:51:48.638 --> 03:51:50.659]  This just increases the compounds you already have.
[03:51:51.260 --> 03:51:52.741]  This is what you're actually designed to run on.
[03:51:52.881 --> 03:51:53.121]  Exactly.
[03:51:53.141 --> 03:51:56.925]  It's kind of like a car will run on one form of junky gas, but it runs really good on what it's designed for.
[03:51:57.445 --> 03:52:04.711]  You will find Brain Force, Survival Shield X2, and other game-changing products at InfoWarsLife.com.
[03:52:04.991 --> 03:52:05.432]  Or call 888-253-3139.
[03:52:10.228 --> 03:52:13.169]  A clean, toxic-free body is the foundation of true health.
[03:52:13.449 --> 03:52:23.051]  Introducing Deep Cleanze by InfoWarsLife.com, a scientifically formulated blend of nanocolloidal zeolites and organic ingredients that aid the body in cleansing chemicals and toxic metals.
[03:52:23.351 --> 03:52:28.532]  Using our proprietary multi-step extraction technology, Deep Cleanze is our most affordable all-in-one cleanser.
[03:52:28.632 --> 03:52:37.494]  With concentrated organic compounds like cilantro, milk thistle, fulvic acid, orange peel, zeolites, and others, Deep Cleanze doesn't hold back.
[03:52:37.754 --> 03:52:46.338]  Instead of buying five, six, or even seven different cleansing products, we use decades-old scientific research to put together the Rolls-Royce of all-in-one cleansing.
