[00:00:11.499 --> 00:00:16.542]  The Genesis Communications Radio Network proudly presents the Alex Jones Show.
[03:37:16.854 --> 03:37:17.294]  It's $184.99.
[03:37:17.654 --> 03:37:23.059]  That's a great price if you shop and compare the features of this piece of equipment.
[03:37:23.973 --> 03:37:26.575]  I think you'll agree this is an incredible price.
[03:37:26.635 --> 03:37:30.878]  Again, this is something that recycles 120 cubic feet every 12 minutes.
[03:37:30.918 --> 03:37:31.779]  It does an air change.
[03:37:32.419 --> 03:37:37.743]  It's very silent and its byproduct is simply clean water.
[03:37:38.003 --> 03:37:39.945]  So take a look at InfoWarsStore.com.
[03:37:39.985 --> 03:37:41.426]  Check out Alexa Pure Breeze.
[03:37:42.086 --> 03:37:43.767]  And look at the statistics on that.
[03:37:43.787 --> 03:37:46.368]  We have a comparison with other similar products.
[03:37:46.388 --> 03:37:48.549]  You can see what a savings that is on that.
[03:37:48.629 --> 03:37:57.312]  And again, today is the final day of that 25% off that introductory sale and the final day of 20% off of lung cleanse at Infowarslife.com.
[03:37:58.916 --> 03:38:00.178]  Let me see, where do I want to go?
[03:38:00.198 --> 03:38:03.603]  I think I want to talk about the misinformation that we're seeing.
[03:38:04.324 --> 03:38:11.535]  As I was driving in today, I heard yet again the narrative that Donald Trump has jumped the shark.
[03:38:11.675 --> 03:38:12.716]  How many times have we heard this?
[03:38:13.789 --> 03:38:22.514]  Because he criticized this judge who's doing very unjudicial things, by the way, in terms of releasing these transcripts as the trial is going on.
[03:38:23.234 --> 03:38:24.895]  Isn't that interesting that he would do that?
[03:38:24.935 --> 03:38:26.476]  But of course, there's no criticism for that.
[03:38:26.496 --> 03:38:32.098]  It's criticism for Donald Trump pointing out that this guy is biased and pointing out the reason for his bias.
[03:38:32.359 --> 03:38:33.979]  And he talks about his Mexican heritage.
[03:38:34.700 --> 03:38:38.662]  Now, Donald Trump was not saying that he can't get a fair trial from any Mexican, I don't think.
[03:38:38.702 --> 03:38:42.464]  But certainly this judge is somebody who bears looking at.
[03:38:43.112 --> 03:38:52.535]  Not simply because he has a Mexican heritage, but because his Mexican heritage is so important to him that he joins, that he's a key member of La Raza.
[03:38:53.675 --> 03:39:02.278]  Now, if you don't understand what La Raza is, let me read to you, and I read this yesterday on the Sunday Show, but I want to read this again because it bears repeating.
[03:39:02.698 --> 03:39:09.280]  This is Cesar Chavez, the union organizer for the United Farm Workers, okay, helping migrant workers.
[03:39:10.376 --> 03:39:14.581]  And he was very, very critical of La Raza, the race.
[03:39:16.363 --> 03:39:20.147]  Cesar Chavez said it was racist, the organization was racist.
[03:39:20.167 --> 03:39:24.371]  Here's specifically what he had to say, and you can see this on Wikipedia, you can see the quotes there.
[03:39:24.411 --> 03:39:30.758]  He says, I hear more and more Mexicans talking about La Raza, says Cesar Chavez, to build up their pride.
[03:39:31.679 --> 03:39:37.887]  Some people don't look at it as racism, but when you say La Raza, you are saying an anti-gringo thing and it won't stop there.
[03:39:38.367 --> 03:39:43.453]  Today it's anti-group, tomorrow it will be anti-gringo, tomorrow it will be anti-negro.
[03:39:44.134 --> 03:39:47.818]  We had a stupid guy who just wanted to play politics within the union.
[03:39:48.419 --> 03:39:51.700]  And he began to whip up La Raza against the white volunteers.
[03:39:52.260 --> 03:39:56.582]  And even had some of the farm workers and the pickets and the organizers hung up on La Raza.
[03:39:56.622 --> 03:39:57.322]  So I took him on.
[03:39:57.822 --> 03:39:59.403]  He said, these things have to be met on.
[03:40:00.003 --> 03:40:03.224]  On discrimination, I don't even give the members the privilege of a vote.
[03:40:03.604 --> 03:40:04.785]  And I'm not ashamed to say it.
[03:40:04.845 --> 03:40:08.366]  No, the whole business of discrimination can't exist here.
[03:40:08.966 --> 03:40:10.947]  So often these days, leaders are afraid.
[03:40:11.647 --> 03:40:15.589]  They even feel strongly about racism, but they won't speak out against it.
[03:40:16.636 --> 03:40:18.517]  It's important that we call it what it is.
[03:40:18.557 --> 03:40:28.360]  That's why we had the videos up saying that this judge is a key member of Hispanic, they called him Hispanic Grand Dragon.
[03:40:28.380 --> 03:40:30.581]  You need to understand, that's the case.
[03:40:30.901 --> 03:40:32.061]  Now let me read you something else here.
[03:40:32.081 --> 03:40:38.663]  You have a friend of his, Richard Garcia, who quoted Chavez, who said, La Raza, why be racist?
[03:40:38.763 --> 03:40:41.064]  Because La Raza literally means the race.
[03:40:41.384 --> 03:40:43.545]  He says, our belief is to help everyone.
[03:40:44.085 --> 03:40:45.025]  Not just one race.
[03:40:45.606 --> 03:40:47.346]  Humanity is our belief, he said.
[03:40:47.947 --> 03:40:56.950]  And a friend, another friend, Stan Steiner, observed that when Chavez told Chicanos this, he said, their faces fell in disbelief.
[03:40:57.511 --> 03:41:00.232]  They thought that he was a nationalist, not a humanist.
[03:41:02.225 --> 03:41:04.026]  That is what this is about, folks.
[03:41:04.906 --> 03:41:07.687]  This is a clash of nationalism.
[03:41:08.207 --> 03:41:13.889]  See, at the top level, what the Wall Street people are doing is a clash of globalism versus nationalism.
[03:41:14.569 --> 03:41:27.214]  But at the level that we're seeing with these Dreamer riots that are happening at the Trump rallies, where these people are waving Mexican flags and burning American flags, that is nationalism versus nationalism.
[03:41:28.379 --> 03:41:30.160]  That is what is behind all of this.
[03:41:30.400 --> 03:41:43.224]  And when you've got a judge who is a La Raza official, okay, highly connected in that, and then of course the Washington Post says, no, no, no, the La Raza lawyers is not connected to La Raza National.
[03:41:43.324 --> 03:41:44.284]  It's like baloney.
[03:41:44.684 --> 03:41:45.145]  Baloney.
[03:41:45.645 --> 03:41:46.805]  Just call them on that BS.
[03:41:46.845 --> 03:41:48.586]  I tell you what, Washington Post
[03:41:49.485 --> 03:41:53.969]  Has dropped to the lowest standards of just about any of the major newspapers.
[03:41:53.989 --> 03:41:58.132]  And of course, you know, we've pointed out a lot of problems with mainstream media.
[03:41:58.512 --> 03:42:03.156]  But Washington Post is getting to be a true propaganda rag.
[03:42:03.176 --> 03:42:05.358]  And I've got another example of that coming up here in just a moment.
[03:42:05.918 --> 03:42:09.762]  But when we see what's happening here, this is nationalism versus nationalism.
[03:42:09.802 --> 03:42:13.665]  These are people coming here saying, make America Mexican again.
[03:42:14.735 --> 03:42:24.960]  They're burning American flags, they're waving Mexican flags, they're hunting people down like prey because they are pro-American, or because they don't like their political beliefs.
[03:42:25.100 --> 03:42:25.960]  You're going to accept that?
[03:42:26.241 --> 03:42:30.283]  Are you going to accept the idea that we ought to just allow this to happen?
[03:42:30.303 --> 03:42:32.304]  We ought to just bring people in without any kind of vetting?
[03:42:32.324 --> 03:42:34.004]  And we ought to let everyone come here?
[03:42:34.144 --> 03:42:34.825]  Look at this story.
[03:42:35.788 --> 03:42:36.408]  I hadn't seen this.
[03:42:36.469 --> 03:42:37.349]  My wife sent this to me.
[03:42:37.749 --> 03:42:43.393]  Out of Fox, Atlanta, a woman in a burka attacks a Lawrenceville family who had an American flag.
[03:42:44.034 --> 03:42:45.475]  She attacked them with her own flag.
[03:42:46.055 --> 03:42:48.256]  They said they were sitting there and they're staying there in the garage.
[03:42:48.637 --> 03:42:50.238]  The lady said, I was talking to my daughter.
[03:42:50.258 --> 03:42:54.260]  And all of a sudden, this woman in a burka comes out of the woods.
[03:42:55.121 --> 03:42:56.762]  And she stands there and looks at us for a second.
[03:42:57.342 --> 03:43:01.585]  And then she goes over and they had an American flag on a pole stuck on their mailbox.
[03:43:02.406 --> 03:43:05.468]  She grabs the American flag that's on the pole and rushes them.
[03:43:06.212 --> 03:43:06.813]  To attack them.
[03:43:07.453 --> 03:43:13.578]  And as the daughter says, well, when she came charging it was kind of like mama bear instincts kicked in.
[03:43:14.299 --> 03:43:18.582]  My mama had to protect her children, so they got into a fight, these two women.
[03:43:19.063 --> 03:43:20.784]  And then some neighbors came over and helped them.
[03:43:20.824 --> 03:43:28.250]  When the police arrested this woman who gave her name as Amina Ara, 30, all she would tell them is she's quote, from Africa.
[03:43:29.153 --> 03:43:30.534]  No other information.
[03:43:30.574 --> 03:43:31.754]  Not even what country she's from.
[03:43:32.155 --> 03:43:32.875]  No local address.
[03:43:32.895 --> 03:43:34.936]  Because, you know, we don't vet anybody who comes here.
[03:43:35.356 --> 03:43:38.438]  We bring in people who hate this country.
[03:43:38.698 --> 03:43:44.000]  Or, as I mentioned yesterday, and this is another thing I want to repeat again, because I think this is very, very important.
[03:43:44.781 --> 03:43:46.902]  We had Hillary Clinton going through California.
[03:43:47.827 --> 03:43:50.568]  Doing her campaign stops, and of course she doesn't do press conferences, right?
[03:43:50.948 --> 03:44:02.012]  So she does these dog and pony shows where she brings in people who are illegal immigrants, college-age dreamers, talking about how wonderful all of this stuff is.
[03:44:02.072 --> 03:44:10.916]  And guys, if you got this from yesterday's show, I want you to cue up this clip number two where the lady says she was able to get scholarships and everything.
[03:44:12.096 --> 03:44:15.858]  She has sitting next to her a South Korean student.
[03:44:16.738 --> 03:44:20.479]  And the student says, yeah, I go to Azusa Pacifica College.
[03:44:20.499 --> 03:44:22.439]  And we're going to play that clip for you here in a minute.
[03:44:22.799 --> 03:44:28.200]  And as she's talking about what she's doing, Hillary Clinton is sitting there nodding and smiling approvingly.
[03:44:28.260 --> 03:44:39.062]  And what she says, yeah, I'm an undocumented immigrant from South Korea, and I came here for college, and I'm getting all of my scholarships and grants through DACA, the Dreamer program.
[03:44:39.962 --> 03:44:45.243]  And so I looked at that, and I said, well, how much tuition are we talking about here at Azusa Pacific College?
[03:44:46.420 --> 03:44:48.121]  Well, their tuition alone is $35,500 a year.
[03:44:48.141 --> 03:44:53.263]  But the college says plan on $44,500 because it's going to be service fees, room and board, housing and a meal plan.
[03:44:53.284 --> 03:44:54.404]  So figure on about $44,400 a year.
[03:45:05.066 --> 03:45:06.147]  Understand what's going on.
[03:45:06.187 --> 03:45:08.728]  This is called a full-ride scholarship.
[03:45:09.549 --> 03:45:14.532]  This is the most coveted scholarship that American students have to work very hard for.
