[00:00:01.593 --> 00:00:04.204]  You're listening to The Alex Jones Show!
[03:34:13.617 --> 03:34:20.883]  We are lining up the Skype connection with Mr. Roger Stone right now to break down the latest in just the Trump
[03:34:23.404 --> 03:34:23.784]  I don't know.
[03:34:43.502 --> 03:34:52.585]  Because now Trump can go announce something and end up having more TV cameras, more alternative media, more video feeds, more coverage than the stupid Fox debate.
[03:34:52.625 --> 03:34:56.627]  And I'm not attacking Fox, but Megyn Kelly does have it out for him.
[03:34:57.747 --> 03:35:01.028]  But the reason he's walking away clearly is they've got all these set-up artists there.
[03:35:01.229 --> 03:35:02.389]  Everybody's going to gang up.
[03:35:02.789 --> 03:35:04.810]  They're going to really try to bring him down.
[03:35:05.070 --> 03:35:07.131]  And why should he do that when he's bringing the audience?
[03:35:07.171 --> 03:35:12.753]  Why should he bring the rope for them to potentially go after themselves?
[03:35:13.817 --> 03:35:20.900]  And while we're getting Stone on, there was this promo that McGreen did, we've hardly aired it, it's so good, where he shows all the mainstream media attacking us.
[03:35:20.940 --> 03:35:21.601]  And what's that done?
[03:35:21.841 --> 03:35:22.541]  Made us bigger.
[03:35:23.061 --> 03:35:26.003]  But they still don't get they're discredited even though all the polls and numbers show.
[03:35:26.023 --> 03:35:26.523]  Did we find that?
[03:35:29.810 --> 03:35:31.071]  Well, we can play it off YouTube.
[03:35:31.532 --> 03:35:33.634]  It's our Facebook featured video, actually.
[03:35:33.674 --> 03:35:35.696]  We can just go play it right off Facebook for everybody.
[03:35:36.336 --> 03:35:48.468]  It's up at Alexander Emmerich Jones on Facebook for folks that want to be able to see that because it just illustrates everything that we're facing and dealing with as a culture.
[03:35:49.549 --> 03:35:50.770]  Now, again, ladies and gentlemen,
[03:35:51.789 --> 03:35:57.931]  The fact that Infowars could become so successful in the face of the mainstream media is some of our research, our work, our hard work.
[03:35:57.971 --> 03:36:10.656]  But a lot of it has to do with just the fact that the system tries to be as nasty as it can to condition us and to prepare us that we will just accept evil.
[03:36:10.997 --> 03:36:14.138]  They're trying to turn the world upside down and that's not working.
[03:36:14.178 --> 03:36:15.278]  They want to break our will.
[03:36:15.578 --> 03:36:16.419]  So don't let them
[03:36:17.165 --> 03:36:17.685]  Break our will.
[03:36:18.146 --> 03:36:19.907]  By the way, we can't get him on Sky, but it's cool.
[03:36:19.927 --> 03:36:20.868]  Let's just give him the phone, guys.
[03:36:20.888 --> 03:36:21.148]  Thanks.
[03:36:21.448 --> 03:36:22.869]  Let's just stop now, trying that.
[03:36:24.030 --> 03:36:26.172]  Anthony Gucciardi, you've been hosting the last 30 minutes.
[03:36:26.232 --> 03:36:31.196]  I mean, just since you've been at InfoWars three years, watching the huge changes that have happened, and we're just a microcosm.
[03:36:32.113 --> 03:36:45.323]  The mainstream media is a control freak system, and we're in an abusive relationship with it, in where we allow it to control our narrative and our beliefs, and they're freaking out when things happen, like Trump saying, I'm not going to do the debate, I'm going to go do my own thing.
[03:36:45.603 --> 03:36:49.887]  Anything against their control freak mission totally sends them for a loop.
[03:36:49.927 --> 03:36:53.369]  Notice, if you watch the mainstream media, actually, they don't know how to respond to that.
[03:36:53.830 --> 03:36:54.250]  I agree.
[03:36:54.270 --> 03:36:55.071]  You guys said something in my ear.
[03:36:55.111 --> 03:36:55.411]  What was that?
[03:36:57.031 --> 03:36:57.691]  Oh, fantastic.
[03:36:57.711 --> 03:36:58.012]  Thank you.
[03:36:58.092 --> 03:36:59.273]  I've got low audio here today.
[03:37:00.033 --> 03:37:00.754]  Fantastic.
[03:37:00.854 --> 03:37:02.275]  Well, let's go to our guest.
[03:37:02.315 --> 03:37:05.477]  I appreciate Mr. Stone joining us today.
[03:37:06.157 --> 03:37:08.859]  Mr. Stone has obviously been on the show quite a bit the last few months.
[03:37:08.879 --> 03:37:13.382]  He's a bestselling author, researcher, and been a major political strategist and
[03:37:13.422 --> 03:37:14.483]  What's really going on here sir?
[03:37:39.480 --> 03:37:41.742]  I mean, Alex, this is nothing short of brilliant.
[03:37:41.802 --> 03:37:43.623]  First of all, let me say thanks for having me on.
[03:37:43.723 --> 03:37:46.165]  It's always great to be among fellow patriots.
[03:37:47.386 --> 03:37:51.850]  Donald Trump has roiled the establishment like never before, and he has grabbed the narrative.
[03:37:52.350 --> 03:37:56.454]  So the final days and the countdown before Iowa is all about Donald Trump.
[03:37:56.914 --> 03:37:57.735]  Will he show up?
[03:37:58.055 --> 03:37:58.855]  Won't he show up?
[03:37:59.256 --> 03:38:00.417]  Why isn't he showing up?
[03:38:00.837 --> 03:38:01.818]  What are the issues?
[03:38:02.398 --> 03:38:06.902]  I spoke to him about an hour ago, and he is really in great spirit.
[03:38:07.509 --> 03:38:10.330]  He's predicting a massive crowd at his counter event.
[03:38:10.871 --> 03:38:13.512]  He's predicting incredible ratings.
[03:38:13.592 --> 03:38:19.295]  It's now going to be covered live by both CNN and the Sinclair Communications Network.
[03:38:19.755 --> 03:38:22.476]  That could reach as many as 40, 50 million people.
[03:38:23.037 --> 03:38:25.538]  Mike Huckabee has decided to show up at the Trump event.
[03:38:26.038 --> 03:38:28.719]  Rick Santorum will be showing up at the Trump event.
[03:38:29.560 --> 03:38:36.003]  Alex, very significant because both of them have small but significant pockets of support in Iowa.
[03:38:37.561 --> 03:38:41.463]  It is conceivable.
[03:38:41.543 --> 03:38:48.188]  Let me put it this way.
[03:38:48.308 --> 03:38:50.450]  I know for a certainty that both will be there.
[03:38:50.470 --> 03:39:02.938]  Is this a signal to their voters in Iowa that maybe your first choice, say Mike Huckabee, can't make it and therefore you should vote for Donald Trump since he's elevating your choice?
[03:39:03.819 --> 03:39:06.361]  Does this even mean that there's an endorsement in the works?
[03:39:06.949 --> 03:39:07.929]  Very hard to say.
[03:39:08.529 --> 03:39:14.571]  But there's no question here that he's grabbed the moment, that he has stolen the show yet again.
[03:39:14.591 --> 03:39:17.852]  And this is to the consternation of Ted Cruz.
[03:39:18.452 --> 03:39:19.992]  Ted Cruz can't get any traction.
[03:39:20.132 --> 03:39:24.714]  His attempts to challenge Trump to a one-on-one debate fell flat.
[03:39:25.654 --> 03:39:29.495]  And in the meantime, voters in Iowa are starting to look at the real Ted Cruz.
[03:39:30.518 --> 03:39:39.585]  Why, for example, in Heidi Cruz's Wikipedia page is her service as Deputy National Security Advisor to Condoleezza Rice.
[03:39:39.666 --> 03:39:40.666]  Why is that missing?
[03:39:41.287 --> 03:39:47.852]  Why is her service as Deputy Trade Representative to Robert Zoellick handling China specifically?
[03:39:47.912 --> 03:39:50.354]  Why is that missing from her resume?
[03:39:50.855 --> 03:39:52.096]  We know she works at Goldman.
[03:39:52.136 --> 03:39:54.458]  We know she's a member on the Council on Foreign Relations.
[03:39:55.018 --> 03:39:58.381]  We now know Ted Cruz got sweetheart secret loans
[03:39:58.939 --> 03:40:00.421]  From Goldman and Citibank.
[03:40:01.022 --> 03:40:02.705]  This guy is going to reform Wall Street?
[03:40:02.785 --> 03:40:04.086]  He's going to take on Wall Street?
[03:40:04.667 --> 03:40:07.712]  I think Liberty voters are beginning to wonder whether he's a Trojan horse.
[03:40:09.346 --> 03:40:10.127]  I agree with you.
[03:40:10.407 --> 03:40:17.311]  He's been neck and neck in polls lately, a few weeks ago, a few points behind Cruz, and some polls Cruz is ahead, and some polls Trump's ahead.
[03:40:17.651 --> 03:40:18.612]  I know you're a straight shooter.
[03:40:18.652 --> 03:40:28.477]  I talked to you months ago, and you said Trump's got it everywhere but Iowa, but I still think he's gonna, you know, after that get New Hampshire and other states, but Iowa's the big one.
[03:40:29.018 --> 03:40:36.022]  Has he narrowed that gap, or has he surpassed it from your political expertise running so many big elections?
[03:40:37.082 --> 03:40:40.003]  Very hard to say because a caucus is not a primary.
[03:40:40.203 --> 03:40:47.946]  In a primary, you just show up, you go into the machine or the booth, and you mark a ballot, or you check off a name and you walk out.
[03:40:48.506 --> 03:40:49.787]  A caucus is very different.
[03:40:49.807 --> 03:40:54.148]  You've got to sit and listen to speeches for three hours, and then you vote by a show of hands.
[03:40:54.629 --> 03:40:57.790]  So this is very much an organizational exercise.
[03:40:58.430 --> 03:41:05.433]  I do know, and this is incredible, last night out of the phone bank in Des Moines, as a random test, they called 1,000 Democrats.
[03:41:07.199 --> 03:41:12.101]  These are working class, white, working class, suburban Democrats.
[03:41:12.681 --> 03:41:13.921]  They asked them two questions.
[03:41:14.201 --> 03:41:16.922]  One, did you vote for Barack Obama?
[03:41:17.322 --> 03:41:17.943]  90% said yes.
[03:41:18.583 --> 03:41:21.464]  When asked, would they come caucus for Donald Trump?
[03:41:21.584 --> 03:41:23.585]  Over 300 people said yes.
[03:41:23.725 --> 03:41:31.607]  Now in Iowa, you can just show up at the polls and change your registration right then and there by signing a form and then vote for Donald Trump.
[03:41:32.087 --> 03:41:33.708]  This proves what I have been saying.
[03:41:33.788 --> 03:41:36.609]  He has crossover appeal in the general election.
[03:41:37.582 --> 03:41:48.372]  And to the extent that Iowa is up for grabs, and it is, it's very tight, it could be swayed by an influx of conservative Democrats coming over to make America great again.
[03:41:50.302 --> 03:41:57.265]  Now, obviously, she tried to make a name for herself even bigger, Megyn Kelly, by making stuff about Trump by being nasty.
[03:41:58.205 --> 03:42:00.326]  But you've always been really honest with us.
[03:42:00.386 --> 03:42:03.547]  I mean, really, that's just the excuse, then, is what you're saying, or correct me if I'm wrong.
[03:42:03.847 --> 03:42:05.648]  Trump knows that he makes the debate.
[03:42:05.988 --> 03:42:09.389]  He now only elevates these other candidates by himself being there.
[03:42:09.770 --> 03:42:12.191]  He makes them five, ten times the money in advertising.
[03:42:12.231 --> 03:42:14.331]  He asked CNN to give some of the money to vets.
[03:42:14.672 --> 03:42:15.532]  They said no before.
[03:42:15.892 --> 03:42:17.853]  Now he's leaving, giving it all to the vets.
[03:42:18.613 --> 03:42:21.414]  How could anybody say that this isn't just an act of genius?
[03:42:21.774 --> 03:42:26.535]  It's also a really good thing to do when these greedy networks don't want to give money to the wounded warriors.
[03:42:26.595 --> 03:42:32.197]  I mean, shame on them, especially Fox News, that takes so much advertising money from the wounded warriors.
[03:42:32.257 --> 03:42:35.938]  They should be giving some of their time for advertising to the wounded warriors.
[03:42:35.958 --> 03:42:37.479]  I mean, I'm sorry, but it's just a fact.
[03:42:37.759 --> 03:42:44.461]  If you're not supporting Trump and supporting the debate he's really having, then you're actually trying to steal money from veterans.
[03:42:44.701 --> 03:42:45.661]  And then I watched the media
[03:42:47.722 --> 03:42:57.067]  Well, here's a factoid that I think you'll enjoy, Alex.
[03:42:57.307 --> 03:43:03.411]  A TV spot during this debate, two days ago before Trump announced his pullout, was selling for $300,000.
[03:43:03.471 --> 03:43:11.015]  That same TV spot for a corporate advertiser is now going for $70,000 in profits.
[03:43:11.375 --> 03:43:11.635]  Wow.
[03:43:11.715 --> 03:43:14.237]  So, you can see why Bill O'Reilly
[03:43:15.369 --> 03:43:24.494]  And Sean Hannity and much of the talent at Fox that is friendly with Trump are beseeching him to come to the debate.
[03:43:25.055 --> 03:43:30.658]  I mean, look, watching the debate without Trump would be watching a Jackson 5 without Michael.
