[00:00:16.280 --> 00:00:18.282]  Ladies and gentlemen, wow!
[03:33:04.560 --> 03:33:07.121]  Go to InfowarsStore.com or call 888-253-3139.
[03:33:22.068 --> 03:33:27.120]  Before America can be great again, she must be free again.
[03:33:27.621 --> 03:33:30.327]  You're listening to the Alex Jones Show.
[03:33:33.956 --> 03:33:35.236]  Welcome back to the Alex Jones Show.
[03:33:35.276 --> 03:33:38.097]  I'm David Knight, and joining me now are Owen Schroer and Ashley Beckford.
[03:33:38.597 --> 03:33:42.059]  And as you just heard, to make America great again, we have to make America free again.
[03:33:42.879 --> 03:33:47.980]  They're continually telling us that we can become safer if we give up our freedom.
[03:33:48.721 --> 03:33:49.881]  And that is never going to happen.
[03:33:49.921 --> 03:33:54.963]  As I've said many times, to the extent that you give up your freedom, you become a slave to that degree.
[03:33:55.083 --> 03:33:56.683]  Slaves are never safe.
[03:33:57.143 --> 03:33:58.444]  Slaves are never secure.
[03:33:59.346 --> 03:34:02.828]  What they're doing is they're creating a prison around us bit by bit.
[03:34:03.268 --> 03:34:07.591]  And today I want to focus a little bit on this move against freedom of speech.
[03:34:07.611 --> 03:34:11.533]  And this is something that is being portrayed as a reaction to the election of Donald Trump.
[03:34:11.553 --> 03:34:16.837]  And I just talked to you about how this goes back to the early summer, goes back to March.
[03:34:16.877 --> 03:34:21.259]  It was a move to control the, to counter the information war, they said.
[03:34:21.559 --> 03:34:24.641]  Then they changed it to to counter foreign influence.
[03:34:24.701 --> 03:34:25.882]  And they did that in the summer.
[03:34:26.302 --> 03:34:28.944]  And all of this was before all the stuff started about Russia.
[03:34:30.040 --> 03:34:32.004]  All of that phoniness.
[03:34:32.024 --> 03:34:36.692]  You know, when we talk about hacks, understand that we got a couple of different definitions of hacks.
[03:34:37.415 --> 03:34:41.778]  They're talking about it as a verb, as in breaking into a computer.
[03:34:42.419 --> 03:34:44.080]  Remember the older version of hack?
[03:34:44.120 --> 03:34:49.445]  The noun that was a writer or a journalist that was producing dull, unoriginal work?
[03:34:49.725 --> 03:34:51.947]  Like, you know, Hillary Clinton writing your news articles?
[03:34:51.987 --> 03:34:52.647]  That type of hack?
[03:34:52.827 --> 03:34:53.288]  Well, you know what?
[03:34:53.388 --> 03:35:00.894]  What it exposed was that Hillary Clinton and the people who headed the DNC, the people at the New York Times, the people at the Washington Post, they were the hacks.
[03:35:01.957 --> 03:35:09.202]  The truth about the election that was exposed, whoever released that information, the truth was that she lost that election because of hacks.
[03:35:09.303 --> 03:35:13.706]  Because they were hacks, not because necessarily of an action of somebody to break in.
[03:35:14.406 --> 03:35:21.792]  But joining me now is Owen and Ashley, and you know when we look at this, this is something that people need to understand how long this has been unfolding.
[03:35:21.852 --> 03:35:23.573]  As I pointed out, this goes back a hundred years.
[03:35:23.613 --> 03:35:26.516]  There was some right in your face censorship.
[03:35:27.156 --> 03:35:30.279]  To try to get people involved in the First World War.
[03:35:30.320 --> 03:35:32.502]  That was Woodrow Wilson, the original globalist, okay?
[03:35:33.503 --> 03:35:43.314]  And that didn't work as well as the psychological operations that were put in by Edward Bernays, who became a master of propaganda in the advertising business.
[03:35:43.354 --> 03:35:47.078]  He was the inspiration for the German Nazis and their propaganda campaigns.
[03:35:47.798 --> 03:35:53.964]  And then as we look closer, five or six years ago, we see Cass Sunstein talking about how they needed to nudge people.
[03:35:54.424 --> 03:35:59.308]  How instead of doing outright bans, they were going to do it as a very subtle psychological operation.
[03:35:59.568 --> 03:36:07.015]  And that's what we now see in this organization that they're creating, that's going to be run by the State Department, that is going to push back.
[03:36:07.055 --> 03:36:09.717]  It's going to determine what is harmful for us and what isn't.
[03:36:10.097 --> 03:36:15.661]  They were talking five or six years ago how it'd be great for the government to tell us in lunchroom circumstances.
[03:36:15.681 --> 03:36:19.064]  This is before Michelle had her lunchroom program.
[03:36:19.084 --> 03:36:23.066]  They said, hey, we need to have the government put out the proper choices for people.
[03:36:23.126 --> 03:36:24.507]  But when they saw how that worked out.
[03:36:24.888 --> 03:36:27.069]  So this is something that is not new.
[03:36:27.269 --> 03:36:29.231]  Your comments on how this is shaping up.
[03:36:30.114 --> 03:36:32.595]  Well, back, it's funny you talk about hacks.
[03:36:32.655 --> 03:36:34.376]  It was hacks that lost Hillary to the election.
[03:36:34.436 --> 03:36:36.256]  Hacks like Barack and Michelle Obama.
[03:36:36.316 --> 03:36:38.777]  Hacks like Bill Clinton, John Podesta, Nancy Pelosi.
[03:36:39.598 --> 03:36:43.919]  But as far as them putting us into this prison planet is what we always like to talk about.
[03:36:44.480 --> 03:36:47.581]  You know, back with Edward Bernays, what they realized is that
[03:36:48.041 --> 03:37:13.225]  Psychological operations can be much more effective than actual physical operations because you can get away with these things kind of in the shadows or underground and a lot of these movements to centralize power or to globalize, you know, the entire planet kind of go unnoticed and untalked about and that's because of the psychological warfare that we see.
[03:37:13.305 --> 03:37:15.726]  So now we're seeing that
[03:37:16.286 --> 03:37:19.550]  With Infowars and other independent media outlets, people are picking up on this.
[03:37:20.010 --> 03:37:24.695]  They can't just get away with these psychological operations without being called out on it.
[03:37:24.755 --> 03:37:32.043]  So the question now is, will the American public fully embrace the fact that they are under psychological warfare?
[03:37:32.483 --> 03:37:51.139]  24-7, and every time we see things like this, pushing for more safety or protection in the wake of giving away our rights, you know, that's, like you're saying, that's heading towards slavery, but the people in America are starting to buck that, and I think it's happening worldwide too, and so what are we seeing now?
[03:37:51.179 --> 03:37:59.646]  They want to censor any independent news, they want to get rid of any voice out there that's calling this to the attention, so that way the state is in control of the narrative.
[03:38:00.598 --> 03:38:01.658]  Yeah, it's very interesting.
[03:38:01.678 --> 03:38:17.464]  When we go back and look at this, and of course this is the book from Cass Sunstein, he talked about conspiracy theories, and yet what we have here is a clear stated conspiracy from Cass Sunstein, and of course he was involved with the Chicago Brain Trust, if you want to call it that, the propaganda organization that Obama came out of.
[03:38:17.944 --> 03:38:20.587]  He was given vast control over regulations.
[03:38:21.067 --> 03:38:22.088]  That's what he wanted to set.
[03:38:22.128 --> 03:38:25.251]  He set it at an organization that was created by the Reagan administration.
[03:38:25.271 --> 03:38:32.178]  Say, hey, we're going to take a look at the regulations that come out of the EPA and other organizations to make sure that we keep them under control.
[03:38:32.853 --> 03:38:44.100]  No, I think the proper way to do that is to make sure that we don't allow the Congress to abdicate its authority to pass laws to these bureaucracies who are self-aggrandizing, who create their own little empires.
[03:38:44.120 --> 03:38:45.781]  But nevertheless, that's where he sat.
[03:38:46.502 --> 03:38:50.825]  And if we go back and we look at this book now, six years later, Why Nudge?
[03:38:50.865 --> 03:38:54.587]  The Politics of Libertarian Paternalism, think about that oxymoron.
[03:38:55.027 --> 03:38:56.709]  Libertarian paternalism.
[03:38:57.629 --> 03:39:00.330]  Those are mutually exclusive concepts.
[03:39:00.350 --> 03:39:18.314]  You either make the choices about your own life or you have somebody else say that for your own benefit I'm going to make this choice for you and I'm going to nudge you and he says we're going to use techniques that we borrowed from the world of psychology and Edward Bernays to help us choose better how to act and we're going to nudge people in very subtle ways.
[03:39:18.574 --> 03:39:22.195]  That's precisely what they're proposing to do with Facebook and Google.
[03:39:22.695 --> 03:39:32.084]  Pushing information to us, withholding other information from us, doing it behind the scenes, doing it very subtly, that they can only do with computer-type information like that.
[03:39:32.204 --> 03:39:33.725]  Yeah, you're exactly right, David.
[03:39:33.766 --> 03:39:39.211]  Just to piggyback off what you and Owen are saying, basically, you're exactly right.
[03:39:39.271 --> 03:39:40.932]  This is an oxymoron.
[03:39:41.012 --> 03:39:43.775]  This, what are you calling it, libertarian paternalism?
[03:39:43.795 --> 03:39:45.657]  That's what Cass Sunstein called it.
[03:39:45.717 --> 03:39:47.278]  That's the term that he came up with.
[03:39:48.459 --> 03:40:08.286]  Well basically it's a cognitive dissonance term you know it's basically taking two completely you know crazy different concepts and trying to smash them into one and like you said they're basically going at a snail's pace with this trying to incrementally get you used to this you know first it's you know one
[03:40:09.126 --> 03:40:09.507]  I think so.
[03:40:29.961 --> 03:40:31.301]  I can't take this anymore.
[03:40:31.341 --> 03:40:37.243]  This, you know, political correctness, that's why Trump, I believe, got in, is because people are tired of being nitpicked.
[03:40:37.523 --> 03:40:42.345]  They're tired of going on this slow, incremental, you know, dissent into, basically, tyranny.
[03:40:42.365 --> 03:40:49.607]  And it starts with the language and what you are, you know, allowed to say and what, you know, you're allowed to comment on and, you know, what's the big news.
[03:40:49.627 --> 03:40:54.908]  When we look at the language, the fact that they would create some oxymoron like libertarian paternalism.
[03:40:54.988 --> 03:40:55.189]  Right.
[03:40:55.529 --> 03:40:56.809]  That's what the left has always done.
[03:40:56.909 --> 03:40:58.149]  They took over the term liberal.
[03:40:58.209 --> 03:41:02.211]  Liberal used to mean somebody that believed in liberty in all aspects of your life.
[03:41:02.651 --> 03:41:06.532]  And then they took that over, so then we had to come up with a new term, libertarianism.
[03:41:06.612 --> 03:41:13.515]  Okay, now that's being co-opted, not only by Cass Sunstein, but by people within the Libertarian Party itself, coming out with paternalistic policies.
[03:41:13.555 --> 03:41:17.276]  I mean, we've actually seen them abandon their principles in the Libertarian Party.
[03:41:17.596 --> 03:41:21.898]  But when we look at this, we have to understand this is not a conspiracy theory.
[03:41:22.418 --> 03:41:24.640]  It is a scientific conspiracy.
[03:41:25.061 --> 03:41:26.702]  They talk about engineering.
[03:41:26.882 --> 03:41:28.444]  This is Sunstein's approach.
[03:41:28.604 --> 03:41:29.404]  This is what he said.
[03:41:29.444 --> 03:41:36.611]  He's going to engineer a quote-unquote choice architecture of government designed environment to frame our decisions.
[03:41:37.292 --> 03:41:39.854]  Okay, this is what we've seen from Zbigniew Brzezinski.
