[00:00:17.463 --> 00:00:17.884]  17 seconds.
[03:01:33.260 --> 03:01:34.400]  It's like the Kardashians.
[03:01:34.721 --> 03:01:36.061]  And it's not just us here.
[03:01:36.322 --> 03:01:37.562]  You've got China watching that.
[03:01:37.722 --> 03:01:40.444]  You've got people all over the world watching us break down.
[03:01:40.664 --> 03:01:44.026]  We don't even have candidates that can sit here and actually talk about the issues.
[03:01:44.286 --> 03:01:49.770]  No, no, what they would rather do is bicker back and forth about who did this, who lied about that, who did that.
[03:01:50.030 --> 03:01:53.792]  Not even answering a single question about anything.
[03:01:54.032 --> 03:01:54.953]  It is stupid!
[03:01:55.373 --> 03:01:55.773]  Yeah.
[03:01:55.793 --> 03:02:01.478]  We can't even sit down and have an actual professional debate because this is a serious issue.
[03:02:01.678 --> 03:02:07.703]  This is the next four years of our life that could mean whether or not we're going to collapse or be successful.
[03:02:07.923 --> 03:02:14.328]  In the entire world, our enemies are watching us act like a bunch of crappy reality TV stars.
[03:02:14.669 --> 03:02:15.309]  It's horrible.
[03:02:15.529 --> 03:02:16.290]  Hey, look at this, Joe.
[03:02:16.310 --> 03:02:17.331]  I just can't stand it.
[03:02:17.351 --> 03:02:23.736]  Just ask him if he's heard anything about former Mexican President Vincente Fox and Trump says, I think you should apologize for his foul mouth.
[03:02:26.193 --> 03:02:27.574]  He's a character.
[03:02:27.594 --> 03:02:34.762]  He's a businessman as well as an actor, reality TV star, so he knows how to handle himself relatively well.
[03:02:35.843 --> 03:02:37.805]  Well, it's going to be interesting.
[03:02:37.905 --> 03:02:42.530]  I don't think our enemies are too worried about us right now as they watch these debates.
[03:02:43.570 --> 03:02:44.750]  Yeah, I agree with Biggs on that.
[03:02:44.790 --> 03:02:47.751]  Looks like we're selecting a president for idiocracy.
[03:02:47.791 --> 03:02:54.953]  But, you know, along those lines, I think the only thing we could do to improve that robot gif that we just saw there was we need to... It was a goo.
[03:02:54.973 --> 03:02:56.553]  It was a goo.
[03:02:56.613 --> 03:03:00.874]  Well, they have that robot clip that we've all seen with Marco Rubio's face on it.
[03:03:01.214 --> 03:03:05.735]  The guy who's knocking the box out of his hand and pushing it around, you ought to put Donald Trump's head on that.
[03:03:06.135 --> 03:03:07.837]  That wouldn't make it a problem.
[03:03:07.958 --> 03:03:21.356]  The article that he'll put out, I think they interviewed Cohen, one of the Cohen brothers, who helped write Idiocracy, and he said, I never thought my movie would end up being an actual documentary about what is happening in America today.
[03:03:21.896 --> 03:03:25.739]  They've got stupid people sitting around, have no clue about what's going on.
[03:03:25.960 --> 03:03:33.766]  They just turn on TV, they sit there, they want their free handouts, they want to order their pizza delivery, and they just want to sit there in their tiny little places.
[03:03:34.086 --> 03:03:40.551]  Meanwhile, the government's going, hell yeah, this is easy, we're going to take up all the land, we're going to move you into cities and keep you in these tight, closed quarters.
[03:03:40.852 --> 03:03:47.457]  No one actually sees what's really going on, and that's all part of the plan, to dumb you down, move you into a tiny city, take all the land away.
[03:03:47.677 --> 03:03:50.659]  So they can control it, give it to other countries so they can take the minerals.
[03:03:51.059 --> 03:03:54.140]  It's completely and totally just out of control.
[03:03:54.161 --> 03:04:00.324]  Turn it all into the federal lands for the people and then we'll sell off all the mineral rights to the Russians.
[03:04:00.404 --> 03:04:03.125]  Austin was 900,000 people like a couple years ago.
[03:04:03.345 --> 03:04:04.526]  We're over 2 million.
[03:04:05.066 --> 03:04:05.266]  Right.
[03:04:05.947 --> 03:04:10.069]  And this all ties into Vicente Fox.
[03:04:10.749 --> 03:04:13.351]  Of course he's not going to want to build a wall because I think it was like in 2006-2007 he came out
[03:04:15.872 --> 03:04:20.013]  And proposed to push his support for the North American Union.
[03:04:20.473 --> 03:04:29.236]  You know, I think he even went to the White House and told the Bush administration, we really need to start talking about this, you know, one currency between U.S., Canada, and Mexico, just like the Euro.
[03:04:30.036 --> 03:04:35.877]  And I think the White House were like, oh yeah, we're open to the idea, but we're not going to discuss this publicly.
[03:04:35.917 --> 03:04:42.159]  And I think it was even in Mexico, I think it was like in 2005, they had a North American Union summit where they discussed this.
[03:04:42.739 --> 03:04:47.722]  We had Ted Cruz's wife as part of a... Yeah, yeah, exactly.
[03:04:48.022 --> 03:04:51.964]  She wrote the white paper on the North American Union, I think it was like in 2007 or 2008.
[03:04:52.404 --> 03:05:01.529]  And what they wanted, their proposal was to put a border around the three countries of Canada, America and Mexico and have the border patrol by Homeland Security.
[03:05:01.809 --> 03:05:07.152]  So when Vincente Fox looks at this and they're talking about putting a wall up, he's like, what are you talking about?
[03:05:07.192 --> 03:05:09.393]  You're talking about like putting a wall up between Texas and
[03:05:09.833 --> 03:05:11.195]  Uh, Oklahoma or something?
[03:05:11.255 --> 03:05:13.057]  I mean, to them, that's the way they see it.
[03:05:13.317 --> 03:05:21.766]  And of course, I think that's part of our North American Union candidate, Ted Cruz, who thinks that because he's a Canadian, that makes him a natural-born U.S.
[03:05:21.806 --> 03:05:24.609]  citizen, natural-born North American Union citizen.
[03:05:24.689 --> 03:05:24.889]  Right.
[03:05:25.509 --> 03:05:26.730]  I think we should have a new currency.
[03:05:26.770 --> 03:05:30.531]  I think because people are so addicted to money, we should have a new currency.
[03:05:30.571 --> 03:05:33.592]  We should put the Constitution on every single bill.
[03:05:33.852 --> 03:05:35.012]  Because people love money.
[03:05:35.052 --> 03:05:35.833]  They'll look at money.
[03:05:36.013 --> 03:05:37.053]  They'll stare at it up and down.
[03:05:37.073 --> 03:05:38.633]  You'll see all these celebrities taking pictures.
[03:05:38.894 --> 03:05:43.495]  Maybe Kanye West will read the Constitution for once if we put it on one of those stacks of $20 bills.
[03:05:43.875 --> 03:05:44.615]  You know, come on, dude.
[03:05:44.775 --> 03:05:46.256]  Dissected the secret meaning.
[03:05:47.073 --> 03:05:47.793]  That's what we'll do.
[03:05:48.173 --> 03:05:51.295]  I think we're going to wrap our coverage at this point.
[03:05:51.335 --> 03:05:53.695]  Again, we're going to see how everybody spends it.
[03:05:53.775 --> 03:06:01.278]  CNN worked very hard to do everything that they could to create a world wrestling format here.
[03:06:01.638 --> 03:06:03.299]  Trying to mix it up and push everything.
[03:06:03.439 --> 03:06:04.079]  Yeah, go ahead.
[03:06:04.099 --> 03:06:05.460]  David, I got something quickly.
[03:06:05.980 --> 03:06:10.682]  Drudge Report, the poll, which has been really accurate, you know, so far in these last couple debates.
[03:06:10.802 --> 03:06:11.002]  Right.
[03:06:11.582 --> 03:06:13.863]  Who won the 10th Republican debate in 2016?
[03:06:13.943 --> 03:06:14.903]  Donald Trump, about 64%.
[03:06:16.724 --> 03:06:19.485]  Going up even higher than it has in the past ones, yeah.
[03:06:19.505 --> 03:06:22.586]  And Ted Cruz was at a distant second, about 18%.
[03:06:23.306 --> 03:06:23.546]  Wow.
[03:06:23.886 --> 03:06:27.687]  So I think that's really going to speak, speaks very well for Donald Trump.
[03:06:27.707 --> 03:06:30.808]  And guess who didn't make it in that poll?
[03:06:30.828 --> 03:06:31.028]  Oh yeah.
[03:06:31.148 --> 03:06:31.608]  Right here.
[03:06:32.749 --> 03:06:33.409]  Little Jebby?
[03:06:33.429 --> 03:06:34.389]  There he is.
[03:06:34.449 --> 03:06:36.290]  Little Jebby.
[03:06:36.310 --> 03:06:39.231]  I like that one reference you guys had, the one child left behind.
[03:06:39.251 --> 03:06:41.631]  We got to eke out the one-child-left-behind Jeb joke.
[03:06:44.827 --> 03:06:47.649]  Yeah, you know, it's... He earned that name.
[03:06:47.969 --> 03:06:51.111]  He earned that placement too, that ranking.
[03:06:51.191 --> 03:07:00.638]  The Drudge Report, when we see that, we've seen Trump's numbers go up exponentially now over the last several ones of these debates.
[03:07:01.198 --> 03:07:05.462]  I think people have made up their mind for the most part, and they're consolidating along those lines.
[03:07:05.482 --> 03:07:08.405]  They see Trump as having won it, or being the most electable.
[03:07:09.125 --> 03:07:16.252]  And I think the kind of desperate attacks that CNN orchestrated tonight, I think that that just looked like what it was.
[03:07:16.712 --> 03:07:18.934]  Outright desperation and character assassination.
[03:07:18.994 --> 03:07:21.056]  And I don't think it's going to be effective for them.
[03:07:21.176 --> 03:07:24.319]  Yeah, the Drudge headline says, winless Rubio pecks at Trump.
[03:07:27.014 --> 03:07:29.536]  I think that crystallizes it very well.
[03:07:29.816 --> 03:07:30.577]  Yeah, that sums it up.
[03:07:31.297 --> 03:07:34.920]  Well, that's it for our coverage tonight, and again, this is free coverage.
[03:07:35.000 --> 03:07:39.623]  If you're not a Prison Planet TV subscriber, please consider supporting our operation.
[03:07:39.983 --> 03:07:46.107]  You can get our InfoWars Nightly News every night as it happens, Monday through Friday at 7 Central, 8 p.m.
[03:07:46.207 --> 03:07:46.548]  Eastern.
[03:07:46.568 --> 03:07:53.072]  You also have access to all of Alex Jones' documentaries, if you are a member, and you help to support our operation.
[03:07:53.112 --> 03:07:54.253]  Thank you for joining us tonight.
[03:07:54.893 --> 03:07:56.354]  And we'll be back tomorrow.
[03:07:56.434 --> 03:07:58.215]  I just want to say one more thing, David.
[03:07:58.235 --> 03:08:00.216]  Go to InfoWarsStore.com.
[03:08:00.236 --> 03:08:02.217]  We're going to run a couple ads here at the end.
[03:08:02.257 --> 03:08:03.178]  That helps us pay our bills.
[03:08:03.298 --> 03:08:05.559]  Anthroflex is a great product.
[03:08:05.639 --> 03:08:07.660]  Brain Force, I've used many times.
[03:08:07.700 --> 03:08:08.440]  Hillary for Prison.
[03:08:08.520 --> 03:08:11.562]  Try out some of the new products, some of the new nutraceuticals.
[03:08:11.782 --> 03:08:13.163]  Get a Hillary for Prison shirt.
[03:08:13.283 --> 03:08:15.084]  There's a lot of ways you can support us.
[03:08:15.404 --> 03:08:16.545]  Spreading the word.
[03:08:17.365 --> 03:08:27.952]  Is also a good way to support what we're doing because the more people that watch the more people will support the more we can do in the end because we can't send reporters everywhere.
[03:08:28.272 --> 03:08:36.498]  We can't buy all the equipment we need unless we have the support from the people out there watching and we thank you for doing it because you are what is making this all happen right now.
[03:08:36.538 --> 03:08:38.059]  You're part of this info war.
[03:08:38.619 --> 03:08:39.960]  And we appreciate everything you're doing.
[03:08:40.280 --> 03:08:40.980]  That's right, Rob.
[03:08:41.040 --> 03:08:41.620]  And you know what?
[03:08:41.780 --> 03:08:51.443]  If it wasn't for Brain Force, I don't think many of us would be still awake at this time of night or able to operate the board back there like you're doing or to close the show.
[03:08:51.503 --> 03:08:52.564]  And so that's it for tonight.
[03:08:53.024 --> 03:08:55.045]  Join us again tomorrow night at 7 Central, 8 p.m.
[03:08:55.085 --> 03:08:55.405]  Eastern.
[03:08:55.425 --> 03:08:56.125]  Thank you for joining us.
[03:09:02.577 --> 03:09:09.243]  And it's time for humanity to stand up in the info war and say, I don't know what's going to happen at the end of this, but you want to fight?
[03:09:09.503 --> 03:09:11.585]  You better believe you got one!
[03:09:29.286 --> 03:09:38.106]  In a bohemian grove that I attend, one time at a time, the elders and the others that come there, but it is the most faggot goddamn thing you'll ever imagine.
[03:09:51.121 --> 03:09:54.523]  Thousands of years ago, there was a basic form of chivalry.
[03:09:54.904 --> 03:10:02.008]  Our ancestors would hear the drums of war, giving the warriors of the tribe a chance to organize and prepare a defense.
