[00:00:06.568 --> 00:00:07.403]  Sounded real when Chevy.
[03:44:04.995 --> 03:44:11.919]  And now, they want to make reparations to pay the soldiers' family from American tax dollars.
[03:44:12.539 --> 03:44:13.399]  That's ongoing.
[03:44:14.280 --> 03:44:15.921]  But then, we have the bombing.
[03:44:16.610 --> 03:44:18.911]  All of a sudden, within a few hours, we have these bombings.
[03:44:19.611 --> 03:44:23.472]  And I went around and talked to people yesterday from church and other places.
[03:44:23.792 --> 03:44:30.994]  They had no idea that Syrian forces were attacked by our and Australian warplanes.
[03:44:31.214 --> 03:44:31.694]  At all!
[03:44:31.954 --> 03:44:32.515]  It was news!
[03:44:32.855 --> 03:44:33.875]  Not one person knew!
[03:44:34.875 --> 03:44:41.217]  And so, the durable German dialectic, of course, where you only learn what they want you to learn,
[03:44:41.770 --> 03:44:43.292]  Is very much in play here.
[03:44:43.933 --> 03:44:51.743]  Yeah, they fight for ISIS, they arm ISIS, they train ISIS, they drop weapons for them, they abandon weapons for them, and then they say, look at this.
[03:44:52.905 --> 03:44:56.910]  Well, I'm sorry, these weapons that we had there, they just happened to fall into the hands of ISIS.
[03:44:57.691 --> 03:45:03.533]  It's by design, and we can see the fact that they're so angry at the Russians because the Russians are actually fighting ISIS.
[03:45:03.933 --> 03:45:07.014]  Meanwhile, we fight with ISIS against these other people.
[03:45:08.035 --> 03:45:15.778]  We're supposed to believe that we're on the side of the moderate Islamists there, but they won't identify who they're fighting with.
[03:45:16.458 --> 03:45:21.640]  We know this from when they talk about the authorization for the use of military force three years ago.
[03:45:22.329 --> 03:45:26.931]  They were before Congress, and Congress said, well, can you tell us the groups that you're at war with?
[03:45:27.052 --> 03:45:28.372]  No, no, no, we can't tell you the groups.
[03:45:28.452 --> 03:45:30.593]  No, we can't mention the names of the groups that are there.
[03:45:30.633 --> 03:45:30.934]  Why?
[03:45:31.634 --> 03:45:32.915]  Because they're allied with them.
[03:45:33.755 --> 03:45:34.596]  And that's the whole thing.
[03:45:34.636 --> 03:45:41.259]  They want to keep even the groups that we are supposedly in this perpetual war of terrorism against, they want to keep them secret.
[03:45:41.279 --> 03:45:43.781]  They don't want to mention the names, because
[03:45:44.875 --> 03:45:45.915]  We're helping those groups.
[03:45:46.356 --> 03:45:47.856]  We are ISIS in that area.
[03:45:47.936 --> 03:45:49.437]  And that's a key thing that you're pointing out.
[03:45:49.457 --> 03:45:50.177]  Yeah.
[03:45:50.237 --> 03:45:55.779]  And you know, I gotta say that if you want to, let me put in a good word for our new app.
[03:45:56.039 --> 03:45:58.420]  We have the new free app from InfoWars.
[03:45:58.480 --> 03:45:59.440]  It's absolutely free, folks.
[03:45:59.460 --> 03:46:01.761]  You can go to InfoWars.com forward slash app.
[03:46:02.141 --> 03:46:07.263]  You can find the links there for your phone, for your Android, or for your Apple phone.
[03:46:07.383 --> 03:46:08.564]  It's got a lot of new features.
[03:46:08.664 --> 03:46:12.225]  We've had an app for quite some time that has just been the radio show.
[03:46:12.825 --> 03:46:13.907]  Running in rotation.
[03:46:14.007 --> 03:46:16.551]  But now this app has a lot of new features.
[03:46:16.671 --> 03:46:26.345]  And when you look at what happened, as Brian was talking about, what happened this last weekend, the total cover-up of what was going on in Syria with American forces, and then as we showed earlier today.
[03:46:27.222 --> 03:46:34.027]  Editing out what Bill Clinton says about Hillary having frequent issues, and they completely cut that out.
[03:46:34.788 --> 03:46:43.294]  They cut his audio, they do a cutaway to the interviewer nodding his head, so they can cut out the fact that Bill Clinton said frequently.
[03:46:43.535 --> 03:46:56.485]  And then what we saw yesterday, Hillary Clinton coming out, kind of sleepily talking about the bombings in New York and New Jersey, saying we're going to address that, and then the very first question that comes up,
[03:46:57.392 --> 03:46:59.793]  Says, but Donald Trump is calling these bombings.
[03:46:59.913 --> 03:47:01.933]  Oh, he should not be calling these bombings.
[03:47:02.073 --> 03:47:03.713]  Yeah, don't call a bombing a bombing.
[03:47:04.413 --> 03:47:05.914]  Don't call terrorism terrorism.
[03:47:05.934 --> 03:47:09.094]  You know, they wouldn't even call what happened in Minnesota terrorism.
[03:47:09.134 --> 03:47:14.075]  They said, well, you know, there was a guy asking people, he was with a knife and he's asking people, are you Muslim?
[03:47:14.776 --> 03:47:18.256]  He was screaming Allah Akbar as he's slashing at people.
[03:47:18.296 --> 03:47:20.277]  But it could be terrorism.
[03:47:20.317 --> 03:47:21.117]  We don't know yet.
[03:47:22.277 --> 03:47:23.397]  That's the amazing thing.
[03:47:23.737 --> 03:47:26.378]  Any other comments, Brian, before we move on to Thomas in Texas?
[03:47:27.529 --> 03:47:29.630]  Yeah, real quick, I also wanted to put a plug in.
[03:47:29.770 --> 03:47:33.091]  I did buy some stuff, some new circles, and the water filtration.
[03:47:33.491 --> 03:47:36.212]  Because I didn't realize what was in the water.
[03:47:36.252 --> 03:47:39.113]  Your body's water is 70% of your water is in your body.
[03:47:39.734 --> 03:47:41.634]  And I didn't realize until I tested my water.
[03:47:41.654 --> 03:47:44.956]  Literally, there's an attack going on.
[03:47:45.596 --> 03:47:54.099]  And I kind of woke up in 2009 when I ended up on the terrorist watch list owing $26 million to the United States government by mistake.
[03:47:54.739 --> 03:47:55.900]  And that was through OFAC.
[03:47:56.713 --> 03:47:59.336]  I've been in court now for six years, won twice in the Supreme Court.
[03:48:00.116 --> 03:48:14.590]  America, do your due diligence, get your news sources, get the truth, and believe in God, believe in the name of Jesus Christ, repent, and be baptized in the name of Christ, and receive the gifts of the Holy Ghost.
[03:48:15.023 --> 03:48:15.443]  Absolutely.
[03:48:16.184 --> 03:48:16.724]  Amen to that.
[03:48:17.304 --> 03:48:26.729]  And, you know, but it's just as Rachel Maddow says, it's just a conspiracy theory that you should have clean water, clean air, that you should get water and air filters.
[03:48:26.749 --> 03:48:27.869]  You know, don't don't bother with that.
[03:48:28.209 --> 03:48:30.750]  Just just go with what they have your best interest at heart.
[03:48:31.711 --> 03:48:32.911]  And, you know, it's just science.
[03:48:33.412 --> 03:48:34.472]  Science is in play here.
[03:48:34.552 --> 03:48:37.434]  So no need to worry about your own health.
[03:48:37.494 --> 03:48:39.474]  Just go out and breathe deeply.
[03:48:40.615 --> 03:48:41.935]  Don't worry about the air quality.
[03:48:42.216 --> 03:48:43.456]  Don't worry about what's in your water.
[03:48:43.476 --> 03:48:47.617]  Don't worry about the runoff of pharmaceuticals that aren't filtered out in your city water supply.
[03:48:47.897 --> 03:48:53.179]  Don't worry about the glyphosate that gets put into the rural wells as you pull the stuff in.
[03:48:53.199 --> 03:49:01.041]  And don't worry about the stuff that they spend millions of dollars to dump into your water that is toxic, that takes down your IQ.
[03:49:01.181 --> 03:49:02.442]  Don't worry about fluoride.
[03:49:02.602 --> 03:49:03.262]  Don't worry about that.
[03:49:03.402 --> 03:49:04.082]  That's just fine.
[03:49:04.963 --> 03:49:06.423]  You know, nothing at all to see.
[03:49:06.463 --> 03:49:06.943]  Just move on.
[03:49:06.983 --> 03:49:08.624]  Let's go to Thomas in Texas.
[03:49:08.664 --> 03:49:08.944]  Thomas.
[03:49:11.340 --> 03:49:14.543]  Yeah, and good luck finding a food that doesn't have a bunch of poison in it.
[03:49:15.023 --> 03:49:22.650]  I was just trying to call in and ask, I mean, I hear this show all the time, but what exactly do we do to fight the New World Order?
[03:49:23.591 --> 03:49:28.756]  What can I as an individual actually do to actively participate and make a difference in that?
[03:49:29.656 --> 03:49:42.885]  Well, as I said before, I think the most important thing is information, because taking a look at Bill Ayers as a case in point, this is a guy who went around, he did some bombing campaigns, some minor bombing campaigns, he hurt some people, but
[03:49:43.954 --> 03:49:45.254]  He didn't have that big of an effect.
[03:49:45.314 --> 03:49:46.755]  As a matter of fact, it backfired on him.
[03:49:47.135 --> 03:49:50.876]  Where he really became dangerous was when he got involved in education.
[03:49:50.936 --> 03:49:52.397]  That's what he did in Chicago.
[03:49:53.097 --> 03:49:57.338]  And that's part of it was mentoring Barack Obama there.
[03:49:57.398 --> 03:50:06.201]  But where he got really dangerous was getting involved in education and changing the government schools to indoctrinate children into the kind of socialism that he wanted.
[03:50:06.461 --> 03:50:08.082]  Remember that white-skin privilege
[03:50:09.440 --> 03:50:11.642]  originated with the group that he was in, okay?
[03:50:12.102 --> 03:50:16.366]  Students for Democratic Society, the Weather Underground, they were the people who created white skin privilege.
[03:50:16.446 --> 03:50:16.787]  Why?
[03:50:17.547 --> 03:50:25.495]  Because Marxists and Socialists who want to create a revolution, who want to create unrest, they always have to pit people against each other.
[03:50:26.155 --> 03:50:29.197]  Now, in Europe they did that with economic classes.
[03:50:29.937 --> 03:50:34.000]  Here in America that didn't work too well for them because everybody was aspirational.
[03:50:34.020 --> 03:50:36.902]  They thought they could move up and down the economic ladder.
[03:50:37.402 --> 03:50:38.383]  So that wasn't going to work for them.
[03:50:38.403 --> 03:50:39.864]  So they had to do it with racism.
[03:50:40.384 --> 03:50:42.105]  And that's what Bill Ayers and others have been doing.
[03:50:42.145 --> 03:50:44.467]  So the point is, it's the information war.
[03:50:44.987 --> 03:50:47.469]  What these people are doing now in terms of
[03:50:48.369 --> 03:50:54.472]  Using political correctness to get us to accept the refugees, to accept the open borders, to accept globalism.
[03:50:54.592 --> 03:50:56.933]  That is the real struggle and you have to educate yourself.
[03:50:57.354 --> 03:50:58.974]  Take people to go see the Snowden movie.
[03:50:58.994 --> 03:51:00.395]  We'll talk about that when we come back.
[03:51:00.515 --> 03:51:01.896]  That's a very important thing.
[03:51:01.956 --> 03:51:03.957]  Educate people with entertainment.
[03:51:04.717 --> 03:51:06.158]  Folks, the message is clear.
[03:51:06.538 --> 03:51:07.758]  The parallels are there.
[03:51:08.038 --> 03:51:23.585]  There are millions of ordinary Americans who've been let down, who've had a bad time, who feel the political class in Washington are detached from them, who feel so many of their representatives are politically correct parts of that liberal media elite.
[03:51:23.945 --> 03:51:31.068]  They feel people aren't standing up for them, and they've actually in many cases given up on the whole electoral process.
[03:51:31.128 --> 03:51:31.588]  And I think
[03:51:32.268 --> 03:51:37.012]  I think that you have a fantastic opportunity here with this campaign.
[03:51:37.452 --> 03:51:38.253]  You can go out.
[03:51:38.733 --> 03:51:40.135]  You can beat the pollsters.
[03:51:40.735 --> 03:51:42.476]  You can beat the commentators.
[03:51:42.917 --> 03:51:44.638]  You can beat Washington.
[03:51:44.698 --> 03:51:49.142]  Mr. Farage, who just recently resigned as the head of UKIP, still in the EU Parliament.
[03:51:49.662 --> 03:51:49.982]  Wow!
[03:51:50.042 --> 03:51:52.104]  Talk about a David versus Goliath story.
[03:51:52.444 --> 03:51:53.725]  This is epic.
[03:51:53.745 --> 03:52:00.451]  What it is, and I think the point about Brexit, Alex, is Brexit is the first victory against this phenomenon.
[03:52:01.091 --> 03:52:20.894]  Of the big banks, the big businesses effectively owning politics, literally willfully destroying nation-state democracy, getting rid of that thing that our forebears actually fought and shed their blood to create and to preserve, our liberties, our freedoms, all of that being taken away and suddenly
[03:52:21.534 --> 03:52:26.081]  Suddenly in a referendum that no one said we could win.
