[00:00:14.033 --> 00:00:16.294]  Wednesday, October 12, 2016.
[03:28:19.735 --> 03:28:29.520]  They are combining those together with the TTIP, just as they are combining America with a governance of our economy with a TPP with Asian countries.
[03:28:30.180 --> 03:28:37.223]  He goes on, he says, behind closed doors, when she thought no one was listening, she pledged to dissolve the borders of the United States of America.
[03:28:37.584 --> 03:28:38.104]  No borders.
[03:28:38.624 --> 03:28:41.247]  And he goes on to say, if you don't have borders, you don't have a country.
[03:28:41.647 --> 03:28:54.940]  He said, WikiLeaks has given us a window into the secret corridors of government power where we see a former Secretary of State announcing her desire to end forever the American independence that our founders gave us and wanted us to have.
[03:28:54.980 --> 03:28:58.604]  He said, we're protecting the borders of foreign countries, but not our borders.
[03:28:59.324 --> 03:28:59.865]  Think about that.
[03:29:01.084 --> 03:29:13.096]  Think about the fact that we have our government all over the world fighting wars that have multiplied under the Obama administration, multiplied under Hillary Clinton's Secretary of State administration.
[03:29:14.008 --> 03:29:15.610]  We have set the Middle East on fire.
[03:29:15.850 --> 03:29:21.637]  We're abroad protecting the borders of foreign countries, said Donald Trump, but nobody is protecting our borders.
[03:29:21.697 --> 03:29:26.783]  These WikiLeaks emails confirm what those of us here today have known all along, he continued.
[03:29:27.303 --> 03:29:33.150]  Hillary Clinton is the vessel of a corrupt globalist establishment that's raiding our country.
[03:29:33.490 --> 03:29:35.150]  Surrendering the sovereignty of our nation.
[03:29:35.450 --> 03:29:45.593]  This criminal government cartel doesn't recognize borders, but believes in global governance, unlimited immigration, and rule by corporations.
[03:29:46.373 --> 03:29:59.576]  The few multinational corporations that have written the TPP and the TTIP and are handing it down to our people like Paul Ryano who will rubber stamp it through with a non-constitutional process.
[03:29:59.596 --> 03:30:00.276]  We'll be right back.
[03:30:00.597 --> 03:30:02.097]  The empire's on the run.
[03:30:03.097 --> 03:30:05.900]  Alex Jones and the GCN Radio Network.
[03:30:10.683 --> 03:30:15.587]  Russia has ordered all of its officials to fly home, including any relatives living abroad.
[03:30:15.607 --> 03:30:19.811]  This news comes as tension mounts over the prospect of pending global war.
[03:30:19.831 --> 03:30:25.015]  A failure to heed the instruction could put promotion chances at risk, according to local reports from Moscow.
[03:30:25.435 --> 03:30:28.256]  This news comes amid worsening relations between Russia and the U.S.
[03:30:28.356 --> 03:30:29.076]  over Syria.
[03:30:29.236 --> 03:30:34.418]  Politicians and high-ranking figures are said to have received a direct warning from Russian President Vladimir Putin.
[03:30:34.538 --> 03:30:40.379]  This news comes as Putin has canceled a planned visit to France amid conflict over Moscow's role in the Syrian theater.
[03:30:40.559 --> 03:30:46.321]  Just days after this news emerged, the Kremlin has moved nuclear-capable missiles near the Polish border.
[03:30:46.521 --> 03:30:53.503]  Russian political analyst Stanislav Bilkowski said this is all part of a package of measures to prepare elites to some big war.
[03:30:53.823 --> 03:30:55.706]  Relations between Russia and the U.S.
[03:30:55.866 --> 03:30:59.531]  are at their lowest since the Cold War and continue to deteriorate.
[03:30:59.732 --> 03:31:06.942]  Even former Soviet leader Mikhail Gorbachev has warned the world is in a dangerous point due to rising tensions between Russia and the U.S.
[03:31:07.203 --> 03:31:09.286]  I'm Margaret Hal reporting for InfoWars.com
[03:31:10.327 --> 03:31:14.730]  We have the new product at Infowarsandlife.com, BioTrue Selenium.
[03:31:14.811 --> 03:31:25.739]  We've had so many requests over the years for selenium, and just recently, we were able to source a certified organic, bioavailable selenium from mustard seed extract.
[03:31:25.899 --> 03:31:30.841]  When you take selenium in the body, it actually benefits the detoxification systems in your body.
[03:31:30.962 --> 03:31:33.463]  It helps balance the thyroid gland.
[03:31:33.523 --> 03:31:35.024]  It helps detoxify.
[03:31:35.244 --> 03:31:38.065]  Selenium is another one of those absolute must-haves.
[03:31:38.125 --> 03:31:42.868]  The highest concentration of selenium is in the thyroid gland, but it's actually used all over the body.
[03:31:42.888 --> 03:31:49.131]  As a matter of fact, there's 25 genes in the body that are directly dependent upon selenium.
[03:31:49.151 --> 03:31:54.473]  So it really is an all-around nutrient that everybody really needs.
[03:31:54.593 --> 03:31:55.254]  I'm taking it now.
[03:31:55.794 --> 03:31:57.675]  Clean, pure drinking water.
[03:32:12.119 --> 03:32:13.399]  You can't survive without it.
[03:32:13.599 --> 03:32:14.500]  But where do you get it?
[03:32:14.800 --> 03:32:20.561]  Alexa Pure Pro is a brand new groundbreaking gravity-fed water filtration system that is like no other.
[03:32:20.781 --> 03:32:26.523]  The Alexa Pure Pro transforms water from virtually any fresh source into clean, healthy drinking water.
[03:32:26.703 --> 03:32:40.687]  Pairing the unprecedented superfiltration power of an all-new gravity block core with a hybrid chromatic shell, it removes up to 99.999% of impurities, including bacteria, viruses, fluoride, disinfectants,
[03:32:41.027 --> 03:32:43.548]  Volatile organic contaminants and hormones.
[03:32:43.949 --> 03:32:46.090]  Filter capacity up to 5,000 gallons.
[03:32:46.450 --> 03:32:47.630]  Stainless steel construction.
[03:32:47.911 --> 03:32:48.611]  Easy assembly.
[03:32:48.951 --> 03:32:49.571]  Low maintenance.
[03:32:49.852 --> 03:32:51.693]  Replacement filters are simple to install.
[03:32:51.953 --> 03:32:59.076]  And now, as part of an exclusive limited time introductory offer, you can save $20 off a retail price and get free shipping.
[03:32:59.236 --> 03:33:04.239]  This is a limited time offer, so order your unit today and receive free shipping and $20 off.
[03:33:04.419 --> 03:33:07.000]  Go to InfowarsStore.com or call 888-253-3139.
[03:33:21.286 --> 03:33:23.489]  He aligns himself with the truth.
[03:33:23.949 --> 03:33:26.412]  And it's time for you to choose a side.
[03:33:26.953 --> 03:33:29.256]  You're listening to Alex Jones.
[03:33:33.416 --> 03:33:34.677]  Welcome back to the Alex Jones Show.
[03:33:34.697 --> 03:33:35.317]  I'm David Knight.
[03:33:35.978 --> 03:33:43.924]  You know, it's interesting to see the article saying that the Clinton campaign is losing patience with Bill Clinton rape protesters.
[03:33:43.964 --> 03:33:44.584]  Yeah, I bet they are.
[03:33:44.624 --> 03:33:46.485]  There's been five of them just today.
[03:33:46.505 --> 03:33:50.468]  This thing is going totally viral and they are freaking out.
[03:33:50.789 --> 03:33:55.552]  Look at the way the femdems, the hateful left, are replying to this.
[03:33:55.592 --> 03:33:59.115]  We've got, yesterday, Joy Behar on The View
[03:33:59.835 --> 03:34:03.416]  Suggesting this line for Hillary Clinton regarding those women.
[03:34:03.476 --> 03:34:08.678]  She said, I would like to apologize to those tramps that have slept with my husband.
[03:34:09.598 --> 03:34:10.278]  Oh, there you go.
[03:34:10.599 --> 03:34:11.599]  Calling them tramps.
[03:34:12.239 --> 03:34:19.421]  Okay, this is blurring the line, deliberately blurring the line between rape and consensual sex.
[03:34:20.762 --> 03:34:23.643]  Okay, Bill Clinton has had a lot of consensual sex.
[03:34:24.557 --> 03:34:28.878]  But what we're talking about with Juanita Broderick and others is rape.
[03:34:29.698 --> 03:34:31.219]  You have to understand the difference.
[03:34:31.679 --> 03:34:34.740]  And these feminists who say they're all about women.
[03:34:35.160 --> 03:34:36.780]  No, they're about Hillary Clinton.
[03:34:37.341 --> 03:34:39.061]  Hillary Clinton is not about women.
[03:34:39.101 --> 03:34:40.902]  Hillary Clinton is for herself.
[03:34:41.282 --> 03:34:42.022]  She's not with you.
[03:34:42.842 --> 03:34:55.371]  If you're with her, you're being duped into voting for a phony feminist who hates women, who get in her way, and will destroy them by any means necessary, including covering up for her raping husband.
[03:34:56.131 --> 03:35:03.016]  Joy Behar then apologized the next show and says, I never intended to belittle sexual assault.
[03:35:03.556 --> 03:35:04.657]  And the women who are victims.
[03:35:05.197 --> 03:35:05.657]  Oh, really?
[03:35:05.677 --> 03:35:06.498]  Oh, really?
[03:35:06.778 --> 03:35:08.019]  So you just call them tramps?
[03:35:08.359 --> 03:35:13.682]  Isn't that usually the tactic that is taken against women who accuse someone of rape?
[03:35:14.462 --> 03:35:18.084]  They're always attacked as tramps, aren't they, Joy?
[03:35:18.905 --> 03:35:26.129]  People like you have always attacked and destroyed the character of people who come out and talk about rape.
[03:35:26.509 --> 03:35:27.710]  That's what we saw with the guy
[03:35:28.769 --> 03:35:35.654]  Who just did Birth of a Nation, Nate Parker, and the other guy that was with him.
[03:35:35.734 --> 03:35:37.175]  Both of them were accused of rape.
[03:35:37.215 --> 03:35:44.900]  The other guy was convicted and eventually let off on a technicality on appeal, just like Hillary Clinton began her political career.
[03:35:45.200 --> 03:35:52.185]  That's the way she began her political career, getting off a child rapist on a technicality and cackling about it.
[03:35:52.505 --> 03:35:53.846]  We've all heard the tape, haven't we?
[03:35:54.366 --> 03:35:57.908]  But Joy Behar says, well, I wouldn't want to ever belittle sexual assault.
[03:35:57.928 --> 03:35:58.529]  Well, you just did.
[03:35:59.129 --> 03:35:59.670]  You just did.
[03:36:00.070 --> 03:36:12.379]  You just belittled multiple people who have been sexually assaulted by a serial rapist because it gets in the way of your political ambitions for the person that you really care about, Hillary Clinton.
[03:36:12.399 --> 03:36:13.579]  You don't care about women in general.
[03:36:13.779 --> 03:36:14.980]  You don't care about women's rights.
[03:36:15.341 --> 03:36:17.262]  And that includes Whoopi Goldberg as well.
[03:36:17.542 --> 03:36:20.064]  They blurred the line on Monday's broadcast of The View.
[03:36:20.584 --> 03:36:27.129]  They blurred the lines between women who had had consensual affairs with Mr. Clinton and those who accused him of sexual assault.
[03:36:28.255 --> 03:36:32.756]  And then she comes back and says, well, I want to apologize for that.
[03:36:32.816 --> 03:36:34.056]  Well, it's a bit too late, I think.
[03:36:34.656 --> 03:36:36.337]  And that was an article from the Washington Times.
[03:36:37.117 --> 03:36:39.578]  Look at what happened then on CNN.
[03:36:39.938 --> 03:36:41.658]  Here's another one of the fem-dems.
[03:36:41.978 --> 03:36:43.278]  Another one of the hateful left.
[03:36:43.418 --> 03:36:45.799]  CNN panelists, this is on Infowars.com.
[03:36:46.679 --> 03:36:49.820]  Bill Clinton rape allegations are effing ridiculous, dude.
[03:36:50.740 --> 03:36:58.405]  She just goes off on a rant, swearing, you know, using harmful language that we're supposed to get upset about, you know, like Donald Trump.
[03:36:59.166 --> 03:37:08.332]  CNN panelists dismissed Bill Clinton's documented history of sexual abuse against women as effing ridiculous dude on a broadcast of Erin Burnett out front.
[03:37:08.993 --> 03:37:09.173]  Yeah.
[03:37:09.973 --> 03:37:10.973]  Yeah, you're up front, alright.
[03:37:11.394 --> 03:37:21.116]  As the networks continue to cover for the Clintons while devoting vast swaths of airtime to Trump's locker room banter tape from 2005, this is an article by Steve Watson.
[03:37:21.617 --> 03:37:24.157]  He writes, the person who said this was Angela Rye.
[03:37:24.177 --> 03:37:35.961]  She went absolutely crazy, almost yelled obscenities when the conservative member of the panel brought up documented accounts of Hillary Clinton's attacks on the women who have accused Bill Clinton of sexual abuse.
[03:37:36.863 --> 03:37:37.263]  No, she didn't!
