[00:00:10.407 --> 00:00:11.214]  Silent Railway Chevy.
[03:14:46.022 --> 03:14:46.842]  Everything's funny.
[03:14:47.102 --> 03:14:48.363]  Let's screw everyone over.
[03:14:49.083 --> 03:14:51.464]  It's just like, whoa, I don't want to be around you.
[03:14:51.484 --> 03:14:54.965]  I mean, I would never associate with you.
[03:14:55.465 --> 03:14:57.446]  Now you're running my life.
[03:14:57.466 --> 03:15:00.206]  And I'm not saying I wouldn't associate with a guy who was acting like a Nelly.
[03:15:00.486 --> 03:15:02.687]  There's plenty of guys like that that are great, hardworking, good people.
[03:15:02.967 --> 03:15:05.368]  I mean, there's just this certain type of wimpy guy
[03:15:07.244 --> 03:15:10.225]  Who I guess wants to do evil because it makes them feel powerful.
[03:15:10.985 --> 03:15:12.885]  And all I want to do is club their brains out.
[03:15:13.945 --> 03:15:18.326]  I'd love to get in a pen, legally and lawfully, like four of these wimps, throw clubs down on the ground.
[03:15:18.346 --> 03:15:19.826]  I got a club and I'm like, you know what?
[03:15:20.246 --> 03:15:21.927]  Let's find out how big a man you are right now.
[03:15:21.947 --> 03:15:22.987]  You want to screw somebody over?
[03:15:23.187 --> 03:15:24.307]  You like to hang up on people?
[03:15:24.487 --> 03:15:25.047]  Do it to me.
[03:15:27.688 --> 03:15:28.408]  And I'll just be honest.
[03:15:28.448 --> 03:15:30.308]  I mean, as a man, that's how I feel towards these people.
[03:15:30.768 --> 03:15:32.769]  Bunch of hyenas laughing, screwing people over.
[03:15:34.789 --> 03:15:35.389]  I'm tired of them.
[03:15:38.064 --> 03:15:42.247]  And I get really upset when it looks like Trump's going to lose.
[03:15:42.627 --> 03:15:45.509]  The internal polls are he's way ahead, but they know the fix is in.
[03:15:45.869 --> 03:15:47.030]  Trump's got to be way ahead.
[03:15:47.150 --> 03:15:49.632]  Just like Gingrich said, that's the inside baseball.
[03:15:51.393 --> 03:15:53.695]  He's got to be way ahead to win because they're going to steal it, folks.
[03:15:53.835 --> 03:15:54.895]  Only a landslide can beat him.
[03:15:54.935 --> 03:15:55.656]  And Trump said that.
[03:16:00.163 --> 03:16:04.726]  You know, I'm not like one of these, and I don't talk about myself because I don't talk about myself, it's just an allegory of everything.
[03:16:05.286 --> 03:16:10.429]  Especially for Media Matters and the White House people that listen, and the Hillary people that analyze every word I'm saying.
[03:16:10.789 --> 03:16:15.191]  I understand you'd be fired in a minute if you didn't play ball, but you know the stuff about her having convulsions is real.
[03:16:15.872 --> 03:16:17.252]  You know how evil she is is real.
[03:16:17.292 --> 03:16:18.913]  You know her working for foreign powers is real.
[03:16:19.374 --> 03:16:23.116]  You think you're just cozied up to something powerful because it'll get you ahead in life.
[03:16:24.076 --> 03:16:27.558]  These are the times when you've got to make the right decision and leak information.
[03:16:28.099 --> 03:16:31.161]  Who needs to have it leaked via the internet?
[03:16:31.181 --> 03:16:32.562]  There's other ways to get information out.
[03:16:33.142 --> 03:16:33.923]  Do what's right.
[03:16:35.203 --> 03:16:36.304]  Don't believe your own hype.
[03:16:36.364 --> 03:16:37.565]  Don't smoke your own dope.
[03:16:41.908 --> 03:16:43.169]  Hillary really is evil.
[03:16:46.971 --> 03:16:52.775]  In the short and midterm, if I want to be more successful, personally, I would want Hillary to get in.
[03:16:54.462 --> 03:16:55.322]  But I don't think like that.
[03:16:56.963 --> 03:16:57.904]  Donald Trump gets in.
[03:16:57.944 --> 03:16:58.985]  Our fight's just begun.
[03:17:00.125 --> 03:17:03.307]  And we've got to really hold his feet to the fire and fight the special interest.
[03:17:03.787 --> 03:17:05.308]  And they're already getting ready to implode the economy.
[03:17:05.328 --> 03:17:06.209]  They're going to blame us.
[03:17:06.849 --> 03:17:09.611]  I mean, shining onto Trump, I put on all the risk.
[03:17:09.931 --> 03:17:11.432]  I did everything because I believed.
[03:17:11.752 --> 03:17:12.913]  My gut told me he was real.
[03:17:12.953 --> 03:17:13.893]  You're seeing he's real.
[03:17:14.474 --> 03:17:15.114]  Warts and all.
[03:17:15.694 --> 03:17:18.036]  And this is a really historical time to be alive right now.
[03:17:21.057 --> 03:17:23.279]  If I was like everybody else, I'd just sit on the fence and
[03:17:24.295 --> 03:17:31.580]  Bash both candidates and act like I was holier-than-thou, or I'd go further and be like Glenn Beck and, you know, come out for Hillary.
[03:17:31.600 --> 03:17:34.361]  Because they've said they're shutting the media down in the next year or so.
[03:17:35.362 --> 03:17:36.263]  So that's kind of the catch-22.
[03:17:36.283 --> 03:17:39.865]  Yeah, we'll get a bigger audience if Hillary gets in, but she's coming after the media.
[03:17:40.563 --> 03:17:47.208]  And listen, at a subconscious level, I kind of fantasize about that, because America kind of deserves, whenever it gets to this point, all of us.
[03:17:47.288 --> 03:17:55.293]  The 50 million abortions, or 55 million, and all the corruption, and the human-animal chimeras, and all the wars, and backing Al-Qaeda to murder Christians everywhere.
[03:17:55.733 --> 03:17:57.254]  I mean, America wants to go along with this?
[03:17:57.274 --> 03:17:58.735]  Well, we should taste a little bit of it.
[03:18:00.877 --> 03:18:03.839]  Except I realize there's still so many good people that have been awake, they don't deserve it.
[03:18:06.383 --> 03:18:09.085]  Another sick part of me, kind of, you know, Hillary wants to shut the media down.
[03:18:09.125 --> 03:18:10.787]  I'll fight the good fight, try to stop it, but okay.
[03:18:11.227 --> 03:18:12.108]  Man, I've run the race.
[03:18:12.208 --> 03:18:12.688]  I've done it.
[03:18:13.168 --> 03:18:14.029]  All the proof's there.
[03:18:14.089 --> 03:18:15.130]  All the facts are out.
[03:18:15.731 --> 03:18:18.012]  World government, tyrannical, anti-human.
[03:18:18.513 --> 03:18:23.176]  If you don't care and if you don't get involved, then this is on you.
[03:18:25.438 --> 03:18:27.920]  This is something that we deserve.
[03:18:29.922 --> 03:18:31.123]  And so I'm making peace with that.
[03:18:35.580 --> 03:18:36.361]  I just know this.
[03:18:37.101 --> 03:18:39.684]  Trump's a fighting chance and he's a sign of nationalism.
[03:18:41.265 --> 03:18:41.806]  But you know what?
[03:18:41.846 --> 03:18:43.207]  We might be too far gone, folks.
[03:18:50.173 --> 03:18:51.474]  And America's just been an idea.
[03:18:52.335 --> 03:18:57.780]  It's had all its big problems, but it was better than other countries because for a little short time it had more freedom than other countries.
[03:18:58.871 --> 03:19:09.174]  That's why the social engineers, I'm going to skip this break, have spent all their time trying to tear down that idea because they can't compete with real liberalism and free open society and free association.
[03:19:09.475 --> 03:19:25.420]  They can't deal with the liberalism that came out of the Renaissance and England and that Europe banned slavery and that Europe led the world in technology and that Christianity was at the heart of that with common law.
[03:19:28.561 --> 03:19:40.650]  The elite of the world don't want English common law and renaissance, but also some of the better, older Judaic teachings, not the more modern ones, not the Babylonian Talmud, but the older ones.
[03:19:40.710 --> 03:19:41.670]  And that is a big influence.
[03:19:41.690 --> 03:19:44.773]  People say, I don't want to hear Judeo-Christian values.
[03:19:44.793 --> 03:19:47.014]  That's a bunch of brainwashing, blah, blah, blah.
[03:19:47.074 --> 03:19:48.335]  I mean, that is part of our culture.
[03:19:48.375 --> 03:19:49.096]  Just get that straight.
[03:19:51.057 --> 03:19:53.479]  There are a lot of elites that don't want to say everybody's human.
[03:19:54.417 --> 03:19:55.637]  And then raise them to that level.
[03:19:55.997 --> 03:20:00.358]  There are a lot of elites that don't want that technology to be deployed to the people.
[03:20:00.598 --> 03:20:01.638]  Cultural technology.
[03:20:03.199 --> 03:20:07.060]  They really think you can sit up on the hill over a slum and be better than those people.
[03:20:07.360 --> 03:20:09.100]  All you've done is brought yourself down a level.
[03:20:09.460 --> 03:20:10.580]  I bring you up three levels.
[03:20:10.760 --> 03:20:12.301]  I bring myself up even more.
[03:20:14.721 --> 03:20:16.962]  Quite frankly, I figured this out at a spiritual level.
[03:20:17.142 --> 03:20:23.423]  I'm almost... I'm greedy and arrogant when it comes to the fact that I'm going to be noble.
[03:20:25.020 --> 03:20:34.467]  I mean, it is almost a peacocking thing, that I don't lie, I don't cheat, I don't get off on screwing people over, I don't get off on victory over my enemies.
[03:20:35.888 --> 03:20:42.814]  I get off on separating them from their quarry, but I don't get off on watching them fall into piles of garbage.
[03:20:43.975 --> 03:20:45.396]  And again, I talk about myself because
[03:20:47.383 --> 03:20:49.003]  This is a model of success against the enemy.
[03:20:49.023 --> 03:20:49.784]  This is what they fear.
[03:20:50.004 --> 03:20:52.784]  For all our problems in Infowars, we're real.
[03:20:53.584 --> 03:20:54.465]  We care about freedom.
[03:20:55.065 --> 03:20:56.125]  We care about everybody.
[03:20:56.285 --> 03:20:58.025]  We want to promote real justice.
[03:20:59.226 --> 03:21:10.248]  And they're a bunch of nasty people that are using very old technologies of control in both parties to overthrow and dominate and annihilate society.
[03:21:13.309 --> 03:21:13.409]  And
[03:21:19.257 --> 03:21:41.228]  There's a lot of positive things, but the thing that really upsets me the most is watching what's left of the MSM line up like organized soldiers and commit crimes against freedom in this country, crimes against journalism, crimes against individuals, crimes against property, crimes against humanity.
[03:21:43.646 --> 03:21:50.853]  People always overuse the Nazi, you know, analogies, but the Nazis followed orders, the trains were on time, people did what they were told, that's why it was a very hard enemy to fight.
[03:21:52.415 --> 03:22:07.109]  And I gotta say, for our media, our MSM, Fox to a great extent is added to that now, they show German military precision in attacking the American people and in engaging in deception
[03:22:13.933 --> 03:22:15.653]  But with the Germans, it was more mechanical.
[03:22:16.354 --> 03:22:18.734]  There's an added, like, glee to it.
[03:22:21.034 --> 03:22:25.095]  And the Germans had some of that same glee, but there's a glee to this.
[03:22:27.676 --> 03:22:35.017]  Like a ceremonial sacrifice of America, and then they waddle around and roll around in the blood of the country.
[03:22:36.158 --> 03:22:36.978]  It suckled them.
[03:22:39.618 --> 03:22:41.559]  And then just celebrate publicly.
[03:22:41.599 --> 03:22:42.299]  It's very...
[03:22:44.437 --> 03:22:45.037]  Infantile.
[03:22:45.858 --> 03:22:46.458]  And that's the thing.
[03:22:46.538 --> 03:22:52.300]  It's organized, it's criminal, it's focused, but then it's just totally given over to dishonor.
[03:22:54.081 --> 03:22:59.863]  I mean, I think about just second nature being an honorable person.
[03:23:00.483 --> 03:23:01.223]  Doesn't mean I'm perfect.
[03:23:02.644 --> 03:23:07.426]  And then I look at these people and I realize they're so divorced from the human species.
[03:23:07.486 --> 03:23:13.408]  They have no idea that the greatest value in their life is actually finding people you can trust.
[03:23:14.428 --> 03:23:15.569]  There's no honor amongst these people.
[03:23:15.589 --> 03:23:16.410]  They're totally unhappy.
[03:23:16.430 --> 03:23:17.290]  They treat each other like crap.
[03:23:17.330 --> 03:23:17.951]  It's all admitted.
[03:23:18.331 --> 03:23:19.532]  They're absolutely alone.
[03:23:19.572 --> 03:23:22.855]  They have the highest rates of suicide, the lowest rates of giving.
[03:23:23.896 --> 03:23:37.488]  They are just these scared, twisted pseudo-intellectuals that try to organize themselves into criminal groups to then go out and commit crime while spewing propaganda about how good they are all day.
[03:23:44.091 --> 03:23:48.575]  Imagine if your political god was Hillary Clinton.
[03:23:49.135 --> 03:23:50.877]  I mean, what does that say about these people?
[03:23:52.638 --> 03:23:56.281]  And they go, oh, look at Trump, a womanizer with orange hair.
[03:23:57.102 --> 03:23:58.923]  He never said he didn't like women.
[03:24:01.285 --> 03:24:06.289]  If he just said he was Mr. Perfect and then got caught doing something, I'd be concerned.
[03:24:06.990 --> 03:24:08.091]  He never even pretended.
[03:24:10.233 --> 03:24:14.874]  He says stuff that's so truthful and won't BS people when the politicians are telling him to.
[03:24:14.894 --> 03:24:15.654]  That's why they can't stand.
[03:24:15.954 --> 03:24:16.895]  That's why they're scared, folks.
[03:24:17.155 --> 03:24:18.995]  He's going to get in there and learn about everything that's happening.
[03:24:19.435 --> 03:24:24.677]  And then the only danger is fascism, because he's going to want, and we're going to want, to arrest so many of these people.
[03:24:24.997 --> 03:24:28.257]  They have to get trials, and it can't get out of hand.
[03:24:30.458 --> 03:24:38.480]  But I'll tell you, you steal $2 billion from people starving, you need to really, really pay severely.
[03:24:39.639 --> 03:24:43.001]  For thousands of dead people, over 10,000 alone, just from one operation.
[03:24:44.522 --> 03:24:50.205]  You fund Al-Qaeda to take over and then rename it ISIS and they kill hundreds of thousands of people and engage in crimes that are just unspeakable?
