[00:00:00.149 --> 00:00:00.969]  What is a globalist?
[02:37:04.496 --> 02:37:10.698]  And just like David Rockefeller, some 50, 60 years later after this, they both can say, I love Marxism.
[02:37:10.898 --> 02:37:11.718]  I love socialism.
[02:37:11.899 --> 02:37:12.799]  I love technocracy.
[02:37:13.239 --> 02:37:14.360]  I love fascism, they say.
[02:37:15.280 --> 02:37:38.301]   They don't have a problem with any of those systems because just like Mr. Green in the James Bond Quantum of Solace, the villain there, Mr. Green says, I don't care whether you're a nationalist, whether you're a socialist, whether you're a Marxist, whether you're a communist, as long as you can get things done and bring about my consolidation of power, I support you.
[02:37:39.401 --> 02:37:44.945]  He says, we as a secret international specter group will work with any of those people to achieve our ends.
[02:37:45.826 --> 02:37:53.132]   So Marx goes on to say that The problem that stands in the way of this world government, this technocratic order, is Christianity.
[02:37:53.572 --> 02:37:55.573]  Isn't it funny that they always pick that religion?
[02:37:55.613 --> 02:38:03.394]  Like, why is that the religion that is the one that is the most problematic for this satanic, demonic system?
[02:38:03.434 --> 02:38:04.815]  And he calls it Luciferian.
[02:38:05.335 --> 02:38:06.055]  Make no joke about it.
[02:38:06.115 --> 02:38:15.517]  In the book, God the Invisible King, which is not the Christian God, it's this other secret deity that he worships in his lodge, he says that the real deity is Lucifer.
[02:38:16.913 --> 02:38:28.122]  And what's in the way of this progress of killing everybody and bringing in this global technocratic order is the idea that individuals have rights and we can't just kill everybody.
[02:38:29.543 --> 02:38:38.890]  Then he goes into talking about more things that were kind of applicable to his time like the New Deal and how the New Deal was part of the Marxist-Socialist plan.
[02:38:40.191 --> 02:38:51.044]   He then says that Things like the creation of the European Union will be instrumental to the integration of all the continents into their own continental unions.
[02:38:52.085 --> 02:38:59.012]  And that's just a step on the way to the long goal of the Technocratic Global Federation.
[02:39:01.417 --> 02:39:07.742]  He goes on to say that the bringing into this new world order will be something beyond the League of Nations.
[02:39:07.862 --> 02:39:19.231]  So he talks about how the League of Nations in his day, this is created as a result of World War I, he says the League of Nations totally failed because they didn't have the power to enforce the technocratic global order.
[02:39:20.450 --> 02:39:25.814]  He says that in the future, and this is prior to the creation of the United Nations, he basically predicts the creation of the United Nations.
[02:39:25.834 --> 02:39:32.140]  He says that the next thing that will come about, hopefully it will be able to create the worldwide collective.
[02:39:33.721 --> 02:39:34.962]  The worldwide collective.
[02:39:34.982 --> 02:39:37.744]  Yeah, that's his words.
[02:39:38.765 --> 02:39:41.047]  He says that we have to bring in collectivism.
[02:39:42.028 --> 02:39:47.947]   He says that the notion of traditional religion, the notion of any of these ideas that don't
[02:39:47.947 --> 02:39:52.847]   bring about the French revolutionary collectivist idea are anathema.
[02:39:52.847 --> 02:39:53.987]  They have to be destroyed.
[02:39:53.987 --> 02:39:55.947]  They are the enemy.
[02:39:55.947 --> 02:39:58.867]  He mentions the French revolutionaries as a model.
[02:39:58.867 --> 02:40:02.308]  He says they were the true radicals.
[02:40:02.308 --> 02:40:03.788]  Bolsheviks didn't even go far enough.
[02:40:03.847 --> 02:40:05.268]  The French revolutionaries went far enough.
[02:40:05.288 --> 02:40:11.510]  Of course, they, through the Committee of Public Safety, would behead tens of thousands of people in the French Revolution.
[02:40:11.710 --> 02:40:16.751]  But hey, that's what you gotta do to bring in the New World Order and save the planet.
[02:40:17.871 --> 02:40:22.333]  I'm just trying to... Do you understand that this is... This is not some random sci-fi writer.
[02:40:22.373 --> 02:40:23.973]  This is not some fringe lunatic.
[02:40:24.833 --> 02:40:27.694]  This is the most important propagandist of the 20th century.
[02:40:28.975 --> 02:40:30.295]  More important than Edward Bernays.
[02:40:31.480 --> 02:40:38.986]  Everybody and almost everybody in the world has probably, to most people in the world, probably heard of some science fiction novel that H.G.
[02:40:39.026 --> 02:40:39.567]  Wells wrote.
[02:40:41.468 --> 02:40:41.928]  And H.G.
[02:40:41.968 --> 02:40:46.152]  Wells is so famous and so popular, he's known as the father of science fiction.
[02:40:46.812 --> 02:40:47.673]  Him and Jules Verne.
[02:40:48.834 --> 02:40:51.836]  How many people have watched the movie World of Worlds?
[02:40:52.477 --> 02:40:53.778]  Spielberg's World of Worlds, right?
[02:40:53.878 --> 02:41:00.198]   How many people have watched Anything, just anything to do with sci-fi, you can't escape H.G.
[02:41:00.218 --> 02:41:00.558]  Wells.
[02:41:00.859 --> 02:41:01.459]  And what H.G.
[02:41:01.479 --> 02:41:10.882]  Wells figured out was that he could condition way more people through fiction than he could through these boring global fact books, right?
[02:41:10.902 --> 02:41:13.123]  These propaganda books that were just factual.
[02:41:13.623 --> 02:41:14.803]  Nobody's going to read this, right?
[02:41:14.823 --> 02:41:16.544]  That's why nobody knows that H.G.
[02:41:16.584 --> 02:41:17.824]  Wells wrote this book.
[02:41:17.864 --> 02:41:19.025]  You don't read this in college.
[02:41:19.745 --> 02:41:22.106]  When you go to college, nobody reads H.G.
[02:41:22.126 --> 02:41:23.066]  Wells' plans.
[02:41:23.506 --> 02:41:25.227]  Nobody reads Carol Quigley.
[02:41:26.047 --> 02:41:53.765]   So when I was doing my graduate work, when I was studying these topics in grad school, I went to my decent-sized university, we had a pretty good graduate school program for research, and I went into the basement of the library, because I was working as a research assistant, and I was like, you know, I'm curious, I want to see, because we have a copy of Tragedy and Hope, I noticed it was on the, you know, the database, Card file or whatever.
[02:41:53.805 --> 02:42:04.230]  And so I went down the basement and I found it and I noticed that one person, one professor in 20-30 years since the book had been there, had checked it out.
[02:42:05.451 --> 02:42:10.994]  So the average university setting, okay, they don't know that this is the way the world works.
[02:42:11.214 --> 02:42:13.135]  Even high-level university professors.
[02:42:13.535 --> 02:42:15.056]  I would talk to my professors about this.
[02:42:15.196 --> 02:42:17.297]  I would bring, I would take Treasure and Hope to class.
[02:42:17.337 --> 02:42:18.298]  I would bring these books up.
[02:42:18.638 --> 02:42:20.579]  I would bring these books into class and bring them up.
[02:42:21.727 --> 02:42:22.688]  They never read these things.
[02:42:23.889 --> 02:42:29.873]  So what I'm getting at is that to understand the things that we're talking about today, I'm not trying to toot my own horn or say that I'm awesome or anything.
[02:42:29.913 --> 02:42:45.964]  I'm just saying that it's a fact that you got to get up to like the Brzezinski level of people, the Kissinger level, the Jacques Attali level, before you meet people and talk to people who have read this swath of information.
[02:42:46.644 --> 02:42:51.446]  Yeah, you gotta read a Brzezinski, because Brzezinski, he writes and talks about these kinds of books.
[02:42:51.466 --> 02:42:55.227]  You know, Brzezinski cites Anthony Sutton in between two ages?
[02:42:56.347 --> 02:43:00.429]  So he was reading these other books and reading these geopolitical tones.
[02:43:03.570 --> 02:43:05.650]  But even most professors don't read this stuff.
[02:43:05.690 --> 02:43:06.351]  They don't know that.
[02:43:06.591 --> 02:43:12.313]  Most professors, just like politicians, are trapped in some low-level dialectic of, I'm a liberal, I'm a conservative.
[02:43:12.773 --> 02:43:13.933]  They don't know anything about this stuff.
[02:43:14.773 --> 02:43:16.254]  They don't know what the Royal Society talks about.
[02:43:16.843 --> 02:43:17.223]  They don't know.
[02:43:17.243 --> 02:43:17.764]  They haven't read.
[02:43:18.364 --> 02:43:19.845]  You might have a philosophy professor.
[02:43:19.905 --> 02:43:20.966]  He's read Bertrand Russell.
[02:43:21.847 --> 02:43:23.228]  Okay, but what did he read from Bertrand Russell?
[02:43:23.788 --> 02:43:24.949]  He read the history of philosophy.
[02:43:25.430 --> 02:43:29.713]  He didn't read Bertrand Russell's scientific outlook, the impact of science on society.
[02:43:30.734 --> 02:43:33.936]  He doesn't know about the history of Malthusian eugenics or any of that stuff.
[02:43:34.917 --> 02:43:39.821]  And I know because I went and I argued and debated with all the professors of the university and none of them knew about this stuff.
[02:43:39.861 --> 02:43:41.162]  Maybe one had heard of this stuff.
[02:43:42.102 --> 02:43:47.093]   So I'm just trying to stress to you that You could go find these books and look and see yourself.
[02:43:47.594 --> 02:43:50.458]  Even if you don't want to read them, you don't have time, you can go see that these books exist.
[02:43:50.478 --> 02:43:51.219]  They are the case.
[02:43:51.579 --> 02:43:52.581]  I'm not making them up.
[02:43:52.621 --> 02:43:53.201]  They are real.
[02:43:53.241 --> 02:43:54.203]  They do exist, you see.
[02:43:54.223 --> 02:43:56.105]  I didn't just pull this out of my butt.
[02:43:56.946 --> 02:43:57.527]  They're real books.
[02:43:59.550 --> 02:44:02.454]  And they show you that they're telling you that this is a hundred year plan.
[02:44:04.443 --> 02:44:09.646]  So when you deny this stuff, or when you don't want to believe this stuff, you don't want to face reality, it's only hurting you.
[02:44:09.746 --> 02:44:15.809]  It's not hurting, you're not getting back at me, you're not getting back at other people, the evil anti-vaxxers, all this kind of stuff.
[02:44:15.829 --> 02:44:17.810]  You're not hurting them, it's only hurting you.
