[00:00:00.757 --> 00:00:02.158]  World War Three.
[02:33:44.788 --> 02:33:45.328]  Militant?
[02:33:46.289 --> 02:33:51.072]  If a foreign country comes and tries to take over my country, I'll kill them.
[02:33:51.653 --> 02:33:52.713]  If they try to kill me.
[02:33:52.733 --> 02:33:54.775]  And I'm a militant.
[02:33:56.300 --> 02:33:57.520]  This is sick stuff.
[02:33:58.221 --> 02:34:01.942]  Look, we're going to come back in a little bit and I'm going to talk a lot about the economy and where it's going.
[02:34:02.442 --> 02:34:05.463]  As we went on the air, the markets are up like over 400 points.
[02:34:05.764 --> 02:34:06.384]  What a joke.
[02:34:06.864 --> 02:34:07.404]  What a joke.
[02:34:08.545 --> 02:34:09.085]  The whole thing.
[02:34:09.125 --> 02:34:09.605]  The whole thing.
[02:34:09.625 --> 02:34:11.066]  It's a con game.
[02:34:11.486 --> 02:34:13.186]  We got con artists in front of us.
[02:34:13.546 --> 02:34:15.167]  Look at the clown con artists.
[02:34:15.227 --> 02:34:16.988]  By the way, don't call this a government.
[02:34:17.348 --> 02:34:18.848]  It's an insane asylum.
[02:34:19.549 --> 02:34:23.070]  Again, you look at the cover of the Current Trends Journal.
[02:34:23.790 --> 02:34:25.551]  One flew over the cuckoo's nest.
[02:34:26.550 --> 02:34:26.850]  Yeah.
[02:34:28.311 --> 02:34:28.812]  There it is.
[02:34:30.513 --> 02:34:34.556]  It's not a White House, it's a nut house.
[02:34:36.537 --> 02:34:38.438]  Look at the jerks telling us what to do.
[02:34:40.520 --> 02:34:41.460]  One after another.
[02:34:42.241 --> 02:34:44.122]  Democracy, it's finished.
[02:34:45.383 --> 02:34:45.903]  Here we go.
[02:34:47.104 --> 02:34:48.725]  One flew over to Cuckoo's Nest.
[02:34:49.386 --> 02:34:49.946]  There he is.
[02:34:49.966 --> 02:34:52.208]  The cuckoo in charge.
[02:34:52.228 --> 02:34:54.049]  Another great cover by Anthony Frieda.
[02:34:54.169 --> 02:34:55.130]  What a genius he is.
[02:34:55.796 --> 02:34:56.957]  You know, we talk about things.
[02:34:58.999 --> 02:35:02.442]  It takes us about 10 minutes to talk about what the cover is going to be.
[02:35:02.542 --> 02:35:04.283]  And I come up with an idea.
[02:35:04.323 --> 02:35:05.344]  I say, OK, take it away.
[02:35:05.364 --> 02:35:07.086]  And he takes it away.
[02:35:08.187 --> 02:35:10.709]  But anyway, we're going to come back.
[02:35:10.729 --> 02:35:29.700]   We're going to talk a lot about the economy, because now it's it's more and more likely that the Fed It's not going to be as aggressive as people thought they were, and as we had forecast in the Trends Journal three weeks ago, is now becoming the new.
[02:35:30.920 --> 02:35:35.141]  And that's why your markets are going up, because the whole world is going down.
[02:35:35.741 --> 02:35:39.662]  Don't you wish you were living in Europe where your energy prices are up only about 147%?
[02:35:39.702 --> 02:35:42.843]  Oh, but the markets are up!
[02:35:43.723 --> 02:35:44.983]  And we'll be back again.
[02:35:45.424 --> 02:35:47.084]  Do what you can to support InfoWard.
[02:35:48.180 --> 02:35:50.262]  Hey, great being on the Alex Jones Show!
[02:35:50.422 --> 02:36:00.090]  And, you know, Alex was just saying about, you know, the loss of censorship and, you know, this is a democracy and we're losing that in front of our eyes.
[02:36:00.110 --> 02:36:08.536]  There was an article in yesterday's Global Times, that's the propaganda paper for China.
[02:36:10.077 --> 02:36:19.614]   And the headline reads, Prospects of US-Style Democracy Dims As Americans have less faith in their system.
[02:36:21.394 --> 02:36:22.094]  Global time.
[02:36:22.114 --> 02:36:24.015]  The U.S.
[02:36:24.075 --> 02:36:28.015]  always portrays itself as a defender of democracy across the world.
[02:36:28.836 --> 02:36:31.716]  Ironically, let's just stop right at that.
[02:36:32.096 --> 02:36:35.197]  That's that's the lie, the crap that they always spill out.
[02:36:35.237 --> 02:36:40.158]  We're going to bring freedom and democracy to this country, yo.
[02:36:40.478 --> 02:36:42.478]  As they're stealing it away from us.
[02:36:42.598 --> 02:36:43.159]  But anyway.
[02:36:44.499 --> 02:36:57.908]   Ironically, With the midterm elections just around the corner, results of many opinion polls suggest that an increasing number of Americans are concerned with the accuracy of the midterm elections and the fate of the U.S.-style democracy.
[02:36:59.229 --> 02:37:06.455]  In essence, this is because the U.S.-style democracy deviates from its original intention and has become a political game.
[02:37:07.376 --> 02:37:08.116]  Perfectly said.
[02:37:08.837 --> 02:37:09.177]  You ready?
[02:37:09.818 --> 02:37:12.880]  According to a new poll by the Associated Press N.O.R.C.
[02:37:12.940 --> 02:37:23.868]   Center for Public Affairs Research, Only about half of Americans have high confidence that votes in the upcoming midterm elections will be counted accurately.
[02:37:26.609 --> 02:37:29.810]  Why, you conspiracy theorists, don't you trust these people?
[02:37:30.070 --> 02:37:32.191]  Hey, remember them hanging chads?
[02:37:33.191 --> 02:37:36.272]  Oh, that was back when Gore and Bush were running?
[02:37:36.932 --> 02:37:37.312]  Yeah.
[02:37:37.332 --> 02:37:37.853]  Was it 2000?
[02:37:40.680 --> 02:37:50.065]  Oh, and the guy by the name of JFK won and they say the election was rigged because of James Daley, the very powerful mayor of Chicago at that time.
[02:37:52.447 --> 02:37:57.009]  I was on doing a show on USA Watchdog that night.
[02:37:57.109 --> 02:37:58.650]  He asked me to be on election night.
[02:37:59.951 --> 02:38:02.453]  And you know me, I'm a political atheist.
[02:38:03.093 --> 02:38:04.814]  I look at things the way they are.
[02:38:06.255 --> 02:38:08.116]  And he did a great job.
[02:38:08.136 --> 02:38:14.419]  He had all these screens up of all the data coming in from Microsoft and Google and everywhere, all the data coming in.
[02:38:15.640 --> 02:38:19.742]  And the lines were like this, Trump and then Biden under it.
[02:38:21.103 --> 02:38:22.324]  Going like that, the whole thing.
[02:38:23.224 --> 02:38:30.908]  All of a sudden, like 110,000 votes come in from Wisconsin or Michigan or somewhere, and none of them for Trump.
[02:38:32.029 --> 02:38:34.550]  Wait a minute, you're telling me 100,000 votes came in?
[02:38:35.555 --> 02:38:36.375]  And none for Trump?
[02:38:39.276 --> 02:38:46.218]  And this happened in Wisconsin, Michigan, a number of places, it started happening.
[02:38:47.278 --> 02:38:52.499]  All these mail-in ballots came in, all these numbers came in, all of a sudden, not one for Trump?
[02:38:53.619 --> 02:38:54.860]  And what am I, six years old?
[02:38:54.880 --> 02:39:02.001]  All right, let's say, let's say Biden, let's really be ridiculous and say Biden got 100,000 and Trump only got 10,000.
[02:39:02.081 --> 02:39:02.642]  Nope, not even that.
[02:39:06.129 --> 02:39:08.892]  So of course, you know, it's a crime syndicate.
[02:39:09.952 --> 02:39:10.593]  That's all it is.
[02:39:11.934 --> 02:39:12.975]  They steal our money.
[02:39:13.155 --> 02:39:14.817]  Their names are giving it too big to fail.
[02:39:15.397 --> 02:39:17.359]  And they kill us in wars based on lies.
[02:39:18.720 --> 02:39:20.161]  But go after Alex Jones.
[02:39:20.542 --> 02:39:21.182]  That's fine.
[02:39:21.703 --> 02:39:23.865]  Because he says what you don't want to hear.
[02:39:23.885 --> 02:39:26.527]  So shut him down.
[02:39:27.648 --> 02:39:28.769]  Going on to this article.
[02:39:29.310 --> 02:39:29.630]  You ready?
[02:39:34.463 --> 02:39:37.005]  Nine percent, only nine percent of U.S.
[02:39:37.125 --> 02:39:41.768]  adults think democracy is working extremely or very well.
[02:39:44.789 --> 02:39:45.790]  Just nine percent.
[02:39:47.551 --> 02:39:50.033]  And over half the people say it's not working well at all.
[02:39:52.694 --> 02:39:53.575]  The other half are dead.
[02:39:56.257 --> 02:39:58.538]  That's what's happened to this country in front of our eye.
[02:40:00.579 --> 02:40:01.920]  How it's been stolen from us.
[02:40:02.000 --> 02:40:03.461]  And you could thank the media for that.
[02:40:04.380 --> 02:40:06.521]  Little prestitute girls and boys.
[02:40:08.043 --> 02:40:08.983]  Media whores.
[02:40:09.003 --> 02:40:13.106]  That's all they are.
[02:40:13.666 --> 02:40:16.028]  Put out for their corporate pimps and their government whoremasters.
[02:40:17.689 --> 02:40:19.210]  We give you the truth and trend.
[02:40:20.811 --> 02:40:22.172]  We tell you what's going on.
[02:40:24.154 --> 02:40:24.894]  What it means.
[02:40:25.234 --> 02:40:25.875]  What's next.
[02:40:26.435 --> 02:40:27.156]  And what to do.
[02:40:27.796 --> 02:40:29.097]  But we don't tell you what to do.
[02:40:29.117 --> 02:40:30.398]  We tell you to think for yourself.
[02:40:31.169 --> 02:40:32.029]  I'll give you the story.
[02:40:32.389 --> 02:40:35.111]  This is how we see our analysis of it.
[02:40:35.571 --> 02:40:37.411]  Very, very plain to see.
[02:40:37.451 --> 02:40:41.653]  We don't distort the lie that they do with the other media.
[02:40:41.733 --> 02:40:42.753]  They distort lies.
[02:40:44.374 --> 02:40:45.795]  And they turn lies into truth.
[02:40:49.156 --> 02:40:51.197]  So it's very important to keep this going.
[02:40:52.977 --> 02:40:55.118]  And they're running, they're stealing democracy from us.
[02:40:55.178 --> 02:40:59.740]  Again, this is a major article in the Communist paper of China.
[02:41:00.327 --> 02:41:01.768]  Now go back to the economy.
[02:41:02.788 --> 02:41:06.910]  China was about to take over America as the largest economy in the world.
[02:41:06.950 --> 02:41:09.771]  We've had figured maybe within the next seven years.
[02:41:09.851 --> 02:41:10.851]  That game is over.
[02:41:12.372 --> 02:41:16.193]  Now that the new dictator, the dictator won't leave, she is in charge.
[02:41:16.974 --> 02:41:23.376]  He has what he's done with these COVID lockdowns, zero COVID policy, has destroyed the Chinese economy.
[02:41:24.237 --> 02:41:27.498]  It's also done a lot of damage to other economies, particularly in Europe.
[02:41:28.498 --> 02:41:35.492]   Because for the longest time, Since China's been on the boom, one of your biggest tourist groups have been the Chinese.
[02:41:36.612 --> 02:41:43.658]  And they're going over there and they're buying everything they can, you know, going to the top shops, buying, buying, buying, buying.
[02:41:43.718 --> 02:41:45.379]  No, no, can't travel anymore.
[02:41:45.399 --> 02:41:46.120]  You got to stay home.
[02:41:47.601 --> 02:41:55.006]  So we're going to see, you saw the Hong Kong index today, went down 6%. 6%.
[02:41:59.974 --> 02:42:03.136]  Hong Kong was like the Wall Street of the East at one time.
[02:42:06.858 --> 02:42:10.020]  And again, I used to be on Hong Kong TV when the protests were going on in 2019.
[02:42:10.080 --> 02:42:17.104]  This is a city of 7.5 million people and over a million people took to the streets.
[02:42:18.365 --> 02:42:22.027]  In America, a country of what, 332 million?
[02:42:22.287 --> 02:42:25.109]  You can't get a million people to take to the streets to protest or anything.
[02:42:27.750 --> 02:42:29.251]  They were going to fight the Chinese way.
[02:42:30.216 --> 02:42:32.298]  And I'd be on these shows like 20 minutes.
[02:42:32.698 --> 02:42:36.441]  We take a break, I'd say to the guy doing the reporting, I said, so tell me what's going on.
[02:42:36.481 --> 02:42:37.822]  Mr. Salenti, we're not going to stop.
[02:42:38.482 --> 02:42:39.863]  We're not going to let the Chinese take over.
[02:42:41.565 --> 02:42:45.147]  They launched the COVID war in January 2020, the Chinese.
[02:42:46.288 --> 02:42:47.649]  Closed down the city of Yuan.
[02:42:48.650 --> 02:42:50.411]  Closed down Shanghai, this one, that one.
[02:42:50.672 --> 02:42:51.793]  Closed down Hong Kong.
[02:42:53.654 --> 02:42:54.174]  Benito.
[02:42:55.936 --> 02:42:56.776]  It's a security law.
[02:42:59.321 --> 02:43:03.444]  That was the end of freedom in Hong Kong and now the whole economy is going down.
[02:43:04.185 --> 02:43:06.146]  The economy is going down around the world.
[02:43:07.127 --> 02:43:15.213]  It's being artificially pumped up in the United States and in Europe, but it's still going down in Europe with the record low interest rate.
[02:43:16.094 --> 02:43:27.003]  So now, we had written in the Trends Journal three weeks ago that the Fed's going to meet again on November 1st and 2nd.
[02:43:29.062 --> 02:43:30.403]  The second is a Wednesday.
[02:43:32.665 --> 02:43:35.969]  And then they're going to tell you what they're going to do, how much they're going to raise interest rate.
[02:43:38.811 --> 02:43:42.234]  The talk on the street is that they're going to raise them 75 basis points.
[02:43:43.416 --> 02:43:49.141]  You're seeing what's going on in the housing market, how it's going down in other sectors because of high interest rate.
[02:43:49.764 --> 02:43:55.606]  And then the debt load, if you're in business, you bought buildings, whatever you own, you're going to pay more on your debt.
[02:43:55.746 --> 02:44:01.868]  And the country, of course, with $31 trillion in debt, has to pay a lot more debt as interest rates go higher.
[02:44:03.108 --> 02:44:05.229]  We said that they're not going to raise them that high.
[02:44:05.249 --> 02:44:05.849]  And you know why?
[02:44:05.869 --> 02:44:07.669]  The midterm elections.
[02:44:10.250 --> 02:44:10.610]  That's right.
[02:44:12.211 --> 02:44:14.191]  And you saw the power of the president.
[02:44:15.232 --> 02:44:16.092]  It was Trump.
[02:44:16.482 --> 02:44:26.109]  That pushed Powell to lower interest rates in December 2018, when the December stock market was having one of its worst, since the Great Recession.
[02:44:28.031 --> 02:44:30.192]  And he talked Powell into lowering interest rates.
[02:44:33.815 --> 02:44:35.236]  New President, same game.
[02:44:37.257 --> 02:44:46.714]   You can see, if you start seeing the equity markets keep booming and booming, as we're going into the midterm election, The average person is going to think, oh, things are improving.
[02:44:47.234 --> 02:44:49.096]  The markets, wow, the markets are going up.
[02:44:49.276 --> 02:44:50.117]  Markets are going up.
[02:44:51.618 --> 02:45:02.427]  So we're forecasting, I can't say directly, but we believe that it's a good possibility that they may not raise interest rates 75 basis points.
[02:45:02.607 --> 02:45:06.790]  And now that's becoming the word on the street as well.
[02:45:07.491 --> 02:45:12.915]  The Fed is realizing that inflation is smaller black hole of pain than previously thought.
