[00:00:00.069 --> 00:00:01.290]  Yeah, Liberal World Order.
[02:42:50.402 --> 02:42:55.327]  Why would they try to exalt the emperor as the god figure?
[02:42:55.914 --> 02:42:57.718]  Why did they try to create a one world order?
[02:42:57.978 --> 02:43:01.044]  Why did they try to create a one imperial religion?
[02:43:01.425 --> 02:43:02.287]  Why'd they do all those things?
[02:43:02.307 --> 02:43:04.812]  Well, because they were motivated by the same spirit.
[02:43:05.954 --> 02:43:07.698]  The same demonic entity.
[02:43:10.083 --> 02:43:12.703]  Satan was behind those world religions, that's what I'm trying to say, right?
[02:43:12.763 --> 02:43:14.584]  Or those imperial world religions, I should say.
[02:43:15.284 --> 02:43:25.086]  And then it doesn't change until, according to Daniel 2, in the Roman Empire, the Messiah is born, and this crushes that fourth empire, which is Rome.
[02:43:25.386 --> 02:43:27.586]  That's the empire under which Jesus was born.
[02:43:27.606 --> 02:43:28.786]  It's not an end times empire.
[02:43:29.406 --> 02:43:34.347]  Daniel 2 is talking about the birth of the Messiah in the Roman Empire, which happened at his first advent.
[02:43:35.347 --> 02:43:39.248]  And then he sets up his kingdom, which will never be destroyed, and which will overtake the rest of the kingdoms.
[02:43:39.921 --> 02:43:41.201]  Welcome back to the Alex Jones Show.
[02:43:41.562 --> 02:43:44.222]  I'm Jay Dyer, your guest host for the fourth hour here.
[02:43:44.262 --> 02:43:52.265]  We're talking about signs of the end times, the types of Antichrist, and what are the authentic biblical patterns that we should look for?
[02:43:52.305 --> 02:43:53.325]  And of course, there's many others.
[02:43:53.385 --> 02:43:55.646]  I was just trying to boil it down to some of the key ones.
[02:43:55.946 --> 02:44:03.608]  We know about, you know, there will be plagues and famines and all those kinds of things, sure, but the real key signs, because those always exist, right?
[02:44:03.647 --> 02:44:08.747]   But I think that we have to look for other key indicators that don't always exist, such
[02:44:08.747 --> 02:44:17.347]   as the conversion of the Jews, such as a massive apostasy of Christianity, an attempt to create
[02:44:17.347 --> 02:44:22.447]   a one world religion that is in ways patterned on or similar to Christianity, but more of
[02:44:22.447 --> 02:44:27.607]   a pseudo Christianity, more of a pseudo universal religion that kind of probably integrates
[02:44:27.607 --> 02:44:30.727]  all of the religious leaders and all the cults.
[02:44:31.185 --> 02:44:37.571]  And cults are another thing, like the explosion of false religions, explosions of cults, explosions of demonic activities, Satanism.
[02:44:37.671 --> 02:44:43.056]  I think all of these would be under that umbrella of a false end times religion that we should look for.
[02:44:45.414 --> 02:44:52.378]  The Mark of the Beast, whatever that will be, some sort of chip, some sort of nanotech, we don't know yet, a future thing that's coming.
[02:44:52.398 --> 02:44:56.641]  I definitely think, as we've said, the last couple of years we see a pattern or a type of that kind of thing.
[02:44:56.822 --> 02:45:10.271]  And again, if you're looking for really good proof that the biblical theology is true, we don't have to look much further than the fact that doesn't it seem to accurately describe this recurring pattern in history, and that it will occur again, right?
[02:45:10.471 --> 02:45:18.017]   Talking about the attempt to create a one-world religion, a one-world currency, a one-world All under the aegis of nothing to do with Jesus.
[02:45:18.397 --> 02:45:24.283]  So just make sure you get rid of him, or rebrand him into something a little more palatable, right?
[02:45:24.323 --> 02:45:28.968]  Cut out a lot of those texts where he talks about, you know, John 14 6 being the way, the truth, and the life.
[02:45:29.628 --> 02:45:30.669]  None of that stuff, right?
[02:45:30.689 --> 02:45:35.129]   Just make it like Christ's consciousness and he's one of the many avatars and one of the
[02:45:35.129 --> 02:45:37.368]  many world teachers, right?
[02:45:37.368 --> 02:45:40.849]  This is the ecumenist new age religion of the Rockefellers.
[02:45:40.849 --> 02:45:46.528]   We're really into advocating and promoting according to their authorized biography.
[02:45:46.528 --> 02:45:49.068]  So those are the key signs to look for.
[02:45:49.068 --> 02:45:52.888]   And I don't think we have to get too crazy into the speculations about dates and this
[02:45:52.888 --> 02:45:53.648]  kind of stuff.
[02:45:54.111 --> 02:45:59.795]  We don't need to know the date and the hour because we know the signs that will precede that final end times situation.
[02:45:59.815 --> 02:46:14.046]  Obviously there will be a lot of persecution, there will be a lot of martyrs of real authentic Christianity, and then we have the final resurrection and the Great White Throne Judgment, which the last few chapters of the Apocalypse talk about as a future-oriented scenario.
[02:46:14.758 --> 02:46:16.439]  So that's my take on that.
[02:46:17.499 --> 02:46:21.941]  As I said, a really good book, if you want to go further into this, is Dr. Ken Gentry's book, Before Jerusalem Fell.
[02:46:22.402 --> 02:46:31.726]  There's a really good commentary written by a guy who was kind of into the Anglican sphere of theology and was getting really close to becoming Orthodox towards the end of his life, but he died before that.
[02:46:32.306 --> 02:46:39.570]  A guy named David Chilton wrote a really good book called Days of Vengeance, which is a really excellent long commentary on the book of the Apocalypse.
[02:46:40.515 --> 02:46:49.100]  There's another book by Milton Terry called Biblical Apocalyptics, or George Peter Holford's book The Destruction of Jerusalem, or David Chilton's book Paradise Restored.
[02:46:49.681 --> 02:46:54.164]  Those are all texts that I really recommend that have influenced me quite a bit.
[02:46:54.304 --> 02:46:58.086]  And to really show the Orthodox view, I would say look at the sermons of St.
[02:46:58.126 --> 02:47:01.909]  John Chrysostom on Matthew 24, or the teachings of St.
[02:47:01.929 --> 02:47:04.510]  Cyril of Jerusalem, as well as St.
[02:47:04.530 --> 02:47:07.732]  Cyril of Alexandria, both of those Church Fathers that discuss these topics.
[02:47:09.893 --> 02:47:18.799]  In good depth, but I also want to note that to change it up a little bit, although it's kind of related to this, my third book is about to come out.
[02:47:18.839 --> 02:47:24.503]  It just went to the printer a couple days ago, so it should be arriving in the next week or two.
[02:47:25.184 --> 02:47:27.885]  And I'm happy to say that this is a little different.
[02:47:27.905 --> 02:47:38.931]   Everybody knows if you like my stuff, if you've not seen my first two books, they dealt with Hollywood, Esoteric Hollywood 1 and 2, where we covered A lot of movies and directors and inside stuff relating to Hollywood.
[02:47:38.971 --> 02:47:42.253]  And I'd written most of those articles, you know, 10, 11 years ago.
[02:47:42.633 --> 02:47:46.914]  So they ended up being in a weird way, in a providential way, kind of prophetic.
[02:47:46.954 --> 02:47:47.874]  I'm not saying I'm a prophet.
[02:47:47.934 --> 02:47:48.295]  I'm not.
[02:47:48.315 --> 02:48:01.199]  But because I talked about a lot of the Hollywood style scandals and the blackmail, the, you know, blackmail networks that we see out there now that have been talked about a lot in the last few years.
[02:48:01.219 --> 02:48:04.200]  You know, I'd covered a lot of that stuff in my book many years ago.
[02:48:05.240 --> 02:48:09.925]  And so a lot of my theories, a lot of my analyses have proven to be, I think, correct.
[02:48:09.945 --> 02:48:25.200]  It's a little different because over the years I've had a lot of people say, hey, you know, I'm really interested in a lot of the philosophy that you talk about, a lot of the geopolitics that you talk about, a lot of the apologetic argumentation against atheism, against logical fallacies.
[02:48:25.980 --> 02:48:26.880]  What about that stuff?
[02:48:26.900 --> 02:48:40.745]  You know, Hollywood is fun, and that's neat to talk about that, and the movie symbolism, but maybe something, so people have asked for introductions to philosophy, introductions to analyzing literature and symbols and movies the way that I do that, and how do you do that?
[02:48:40.765 --> 02:48:41.545]  What's your approach?
[02:48:41.565 --> 02:48:42.125]  What's your pattern?
[02:48:42.145 --> 02:48:51.848]  Well, I decided to write a book on that, and so it's a very readable, I call it an educated person's introduction to philosophical thinking.
[02:48:52.288 --> 02:48:53.969]  So, it's not a philosophy textbook.
[02:48:54.089 --> 02:49:00.050]  It's not a boring, dry thing where you're going to have to try to, you know, memorize a bunch of stuff.
[02:49:00.090 --> 02:49:16.675]  It's more so, again, a readable introduction to philosophical thinking, to how to do critical thinking, to how to analyze works of literature or movies, because, you know, reading a book and decoding the symbolism is not much different than watching a movie and decoding the symbolism.
