[00:00:00.731 --> 00:00:01.532]  Monday Live!
[02:44:25.851 --> 02:44:29.972]  While we, the people, have saved land there, we're non-essentials, we get poorer.
[02:44:31.673 --> 02:44:33.814]  There's a takeover in front of our eyes.
[02:44:36.874 --> 02:44:38.975]  Your small business is non-essential.
[02:44:40.516 --> 02:44:41.176]  Walmart.
[02:44:43.957 --> 02:44:44.857]  That's essential.
[02:44:45.649 --> 02:44:47.450]  Home goods, that's essential.
[02:44:47.851 --> 02:44:49.612]  Home Depot, that's essential.
[02:44:52.754 --> 02:44:54.155]  Costco is essential.
[02:44:54.815 --> 02:44:56.116]  Target is essential.
[02:44:56.596 --> 02:45:00.039]  Mama and Pop, you're not essential.
[02:45:04.061 --> 02:45:07.504]  And again, you got morons and imbeciles telling us what to do.
[02:45:08.324 --> 02:45:13.788]  All California school children must be vaccinated against COVID-19 under new bill.
[02:45:15.436 --> 02:45:18.217]  State Senate Senator Richard Pan.
[02:45:19.417 --> 02:45:19.637]  Yeah.
[02:45:20.297 --> 02:45:20.837]  Pan?
[02:45:21.198 --> 02:45:23.418]  How about Pan of Crap?
[02:45:24.658 --> 02:45:25.139]  Pan?
[02:45:26.659 --> 02:45:27.959]  You little jerk.
[02:45:30.860 --> 02:45:40.342]  Announce a bill that will require inoculations of attending kindergarten to 12, K to 12 schools.
[02:45:44.528 --> 02:45:46.589]  Again, I gave you the numbers.
[02:45:47.229 --> 02:45:49.731]  There's a copy of the Trendster cover.
[02:45:50.071 --> 02:45:51.511]  Anthony Frieda does great work.
[02:45:52.232 --> 02:45:54.273]  And again, there's no magazine like this in the world.
[02:45:54.753 --> 02:45:56.554]  Last week was 149 pages.
[02:45:56.574 --> 02:45:58.475]  The week before, 161 pages.
[02:45:59.435 --> 02:46:03.377]  Again, we're going to go back to the markets in a little bit, but we're putting out nobody.
[02:46:03.417 --> 02:46:04.598]  There's no magazine like it.
[02:46:05.160 --> 02:46:09.682]  Geopolitics, economics, environment, high-tech science, one after another.
[02:46:09.982 --> 02:46:14.505]  You go to TrendsJournal.com, TrendsJournal.com, the history before it happens.
[02:46:15.285 --> 02:46:26.610]  And also, the Universal Church of Freedom, Peace, and Justice, FreedomPeaceJustice.com, and we're providing vaccine religious exemptions.
[02:46:26.671 --> 02:46:33.554]  They're going great, and I just did a sermon last, it was on yesterday, it went up, so you might want to see that too.
[02:46:34.269 --> 02:46:40.714]  We're uniting people of all races, colors, and creeds to live heaven on earth because they're turning it into hell on earth.
[02:46:41.675 --> 02:46:42.896]  So this is what's going on.
[02:46:44.477 --> 02:46:50.242]  And as I said over and over again, when all else fails, they take you to war.
[02:46:52.484 --> 02:46:56.067]  You go back, there's a thing called the Great Depression.
[02:46:57.288 --> 02:46:58.029]  What followed it?
[02:46:58.769 --> 02:46:59.670]  Oh, World War II.
[02:47:01.772 --> 02:47:05.417]   Then let's fast forward To 9-11.
[02:47:06.638 --> 02:47:07.699]  Let's go back to 9-10.
[02:47:07.759 --> 02:47:17.563]  The Nasdaq was down 66% from its high of March 2000.
[02:47:21.485 --> 02:47:24.647]  You go back to your Trends Journal, October 1999.
[02:47:25.347 --> 02:47:32.931]  I had forecast that the dot-com bust would happen by the second quarter.
[02:47:33.832 --> 02:47:33.912]  Of 2000.
[02:47:34.472 --> 02:47:35.633]  And it did.
[02:47:38.393 --> 02:47:38.674]  Again.
[02:47:39.454 --> 02:47:40.474]  The markets are down.
[02:47:40.494 --> 02:47:45.516]  9-11 happens.
[02:47:45.736 --> 02:47:47.156]  We're in a deep recession.
[02:47:47.516 --> 02:47:50.337]  People couldn't stand little arrogant Georgie Bush.
[02:47:50.997 --> 02:47:52.678]  A little nobody of a boy.
[02:47:52.738 --> 02:47:53.718]  A daddy's boy.
[02:47:53.758 --> 02:47:54.979]  Another daddy's boy.
[02:47:55.379 --> 02:47:57.540]  Born on 3rd base and thought he had a home run.
[02:47:58.940 --> 02:48:01.921]  We're gonna get that guy Osama Bin Laden dead or alive!
[02:48:05.367 --> 02:48:07.348]  88% of the people bought his BS.
[02:48:07.889 --> 02:48:09.510]  They forgot about the dot-com bust.
[02:48:10.130 --> 02:48:11.110]  Ended the recession.
[02:48:11.571 --> 02:48:13.992]  They started the whole fake real estate boom.
[02:48:15.673 --> 02:48:17.754]  When all else fails, they take you to war.
[02:48:21.216 --> 02:48:22.757]  And we're seeing it now.
[02:48:23.517 --> 02:48:27.800]  Biden weighs deploying thousands of troops to Eastern Europe and the Baltics.
[02:48:29.278 --> 02:48:34.803]  I mean, how could anybody with a brain bigger than a pea believe this little arrogant, stupid piece of crap?
[02:48:36.324 --> 02:48:37.265]  How could anybody?
[02:48:37.285 --> 02:48:39.707]  It's like a clown in a Mad Magazine.
[02:48:39.787 --> 02:48:44.291]  Most people don't remember Mad Magazine, but there was this character there that looked just like him.
[02:48:46.693 --> 02:48:46.893]  Yeah.
[02:48:47.774 --> 02:48:48.635]  Alfred E. Newman.
[02:48:50.096 --> 02:48:50.837]  And that's who you got.
[02:48:51.918 --> 02:48:52.718]  And that's what we got.
[02:48:54.580 --> 02:48:55.761]  They're gonna take us to war.
[02:48:57.509 --> 02:49:04.635]  They've been teaching us to hate Russia all my life when I was a little kid hiding under a desk in case an atom bomb went off.
[02:49:05.155 --> 02:49:10.380]  Same morons that have you wearing masks when you walk in a restaurant but you take them off when you sit down.
[02:49:11.120 --> 02:49:18.166]  The same ones that tell you you can take them off when you're eating and drinking on an airplane but you gotta put them back on when you stop eating and drinking because that's when the virus comes.
[02:49:18.947 --> 02:49:19.928]  The same imbeciles.
[02:49:21.509 --> 02:49:22.410]  And they're doing it again.
[02:49:22.430 --> 02:49:27.490]   And now they're doing it with the Teaching us to hate Russia more and more.
[02:49:27.510 --> 02:49:29.131]  Again, we write about the facts.
[02:49:29.852 --> 02:49:37.016]  How the Ukraine was overthrown by the United States of a democratically elected government back in 2013.
[02:49:37.336 --> 02:49:42.099]  With Victoria Nuland and John McCain.
[02:49:42.839 --> 02:49:44.160]  We're going to be back in a little bit.
[02:49:44.660 --> 02:49:47.682]  Stay tuned and remember, support InfoWars.
[02:49:48.903 --> 02:49:50.043]  Hello, hello, hello.
[02:49:50.424 --> 02:49:52.485]  Creeping on the Alex Jones Show.
[02:49:53.464 --> 02:49:58.045]  You know, I was taught before, I was talking about how the politicians are in control of this country.
[02:49:58.606 --> 02:50:01.326]  And it's really not the politicians, it's the big corporations.
[02:50:01.346 --> 02:50:04.107]  I'm showing you what the kind of money these guys are making.
[02:50:04.607 --> 02:50:08.449]  I gave you the money the banksters are making, like Jamie Dimon and the others.
[02:50:09.149 --> 02:50:12.450]  Go back to not too long ago, it was called the Panic of 08.
[02:50:13.670 --> 02:50:22.593]  And remember, we the people of Slavelandia, we had to bail them out because they were too big to fail.
[02:50:23.519 --> 02:50:23.939]  That's right.
[02:50:24.320 --> 02:50:38.973]  They caused the crash with their derivatives and their subprime mortgages and all the dirty dealing that they did.
[02:50:40.054 --> 02:50:43.137]  The Federal Reserve, which isn't federal, it's a private bank.
[02:50:45.782 --> 02:50:55.569]  They pumped 29 trillion dollars into the banksters between 2007 and 2010 according to the Levy Institute at Bard College.
[02:50:56.710 --> 02:50:58.571]  And look at the money that these guys are making.
[02:51:00.492 --> 02:51:04.295]  While everybody else median household income at its biggest drop in 2020.
[02:51:04.475 --> 02:51:05.556]  Ever.
[02:51:06.657 --> 02:51:07.798]  And it keeps going lower.
[02:51:08.318 --> 02:51:11.480]  The bigs keep getting bigger and the richer running the deal.
[02:51:12.341 --> 02:51:13.882]  I mentioned the Illinois governor.
[02:51:16.580 --> 02:51:18.122]  Self-funded J.B.
[02:51:18.222 --> 02:51:23.346]  Pritzker made the contribution 90 million dollar check.
[02:51:24.987 --> 02:51:26.008]  90 million dollars.
[02:51:26.609 --> 02:51:28.190]  Then we had another B.S.
[02:51:28.270 --> 02:51:30.072]  Bloomberg over here in New York.
[02:51:34.716 --> 02:51:35.396]  Look what he did.
[02:51:36.177 --> 02:51:39.080]  He ran for Democratic, gonna go for President.
[02:51:43.303 --> 02:51:44.084]  And what happened with him?
[02:51:45.419 --> 02:51:47.801]  Almost a billion dollars he spent.
[02:51:48.862 --> 02:51:50.723]  Almost a billion dollars.
[02:51:51.244 --> 02:51:53.005]  This isn't a democracy.
[02:51:53.506 --> 02:51:54.606]  Get it in your head.
[02:51:56.568 --> 02:51:57.789]  It's fascism.
[02:51:59.611 --> 02:52:04.895]  Go by the definition of a guy by the name of Benito Mussolini.
[02:52:05.555 --> 02:52:10.019]  Yeah, not Italian that I like, but there's a lot of Italians that I don't like.
[02:52:10.914 --> 02:52:12.315]  Fauci being one of them.
[02:52:12.795 --> 02:52:14.255]  Cuomo being another.
[02:52:14.896 --> 02:52:17.517]  Draghi, another one, the clown over there.
[02:52:17.537 --> 02:52:18.357]  There's Bloomberg.
[02:52:19.117 --> 02:52:21.278]  Almost a billion dollars he spends.
[02:52:21.638 --> 02:52:23.939]  And what do they give back to society, these people?
[02:52:25.240 --> 02:52:27.220]  Nothing of any value.
[02:52:28.081 --> 02:52:29.901]  Nothing of any value.
[02:52:30.161 --> 02:52:30.922]  Just crap.
[02:52:33.043 --> 02:52:42.437]   So going back, and when you're looking at what's happened, a guy like this Pritzker, I think they spelt it wrong.
[02:52:42.617 --> 02:52:44.399]  I guess it's P-R-I-C.
[02:52:44.899 --> 02:52:49.143]  They put a T-Z in there, but I think another letter goes in there.
[02:52:49.163 --> 02:52:51.525]  Because that's who he is.
[02:52:52.325 --> 02:52:53.486]  A little nobody.
[02:52:54.547 --> 02:52:56.008]  A balloon of a guy.
[02:52:58.010 --> 02:52:59.651]  Again, Mussolini said it.
[02:53:02.293 --> 02:53:03.034]  Fascism.
[02:53:03.755 --> 02:53:07.518]  The merger of state and corporate powers.
[02:53:08.823 --> 02:53:15.967]  Matter of fact, I believe Pritzker's sister was the Commerce Secretary also under the Obama administration.
[02:53:17.948 --> 02:53:19.569]  And they own a big hotel chain.
[02:53:19.609 --> 02:53:20.589]  I forgot the name of it.
[02:53:21.450 --> 02:53:23.531]  It's, uh, I want to say maybe Hyatt.
[02:53:24.772 --> 02:53:25.472]  It's one of those.
[02:53:26.433 --> 02:53:26.713]  Look at it.
[02:53:26.733 --> 02:53:27.333]  Look at this guy.
[02:53:27.893 --> 02:53:29.674]  This guy, this guy telling me what to do.
[02:53:29.694 --> 02:53:31.435]  This guy telling me what to do.
[02:53:32.856 --> 02:53:33.156]  Look at him.
[02:53:33.777 --> 02:53:34.777]  Look at him.
[02:53:34.777 --> 02:53:42.376]  Going back to where we're going.
[02:53:42.376 --> 02:53:52.377]  [BLANK_AUDIO]
[02:53:43.824 --> 02:53:51.366]  Again, in the Trends Journal, we have been warning that when all else fails, they take you to war.
[02:53:52.266 --> 02:53:58.668]  Dozens of Chinese warplanes fly near Taiwan after U.S.-Japan show of naval might.
[02:53:59.268 --> 02:54:00.389]  That's CNN headline.
[02:54:00.589 --> 02:54:01.269]  Naval might?
[02:54:02.169 --> 02:54:02.689]  What might?
[02:54:03.950 --> 02:54:05.070]  You might as well forget it.
[02:54:05.894 --> 02:54:10.937]  Hey, America, you couldn't win a war over there in Afghanistan after 20 years?
[02:54:14.500 --> 02:54:15.560]  You lost in Iraq?
[02:54:15.761 --> 02:54:16.701]  Couldn't win in Vietnam?
[02:54:16.761 --> 02:54:19.143]  Oh yeah, if we bombed more of them, only killed 3 million.
[02:54:19.483 --> 02:54:20.284]  We killed 30 million?
[02:54:20.324 --> 02:54:21.044]  No, we could have won!
[02:54:20.863 --> 02:54:24.863]  we could've won. You're not gonna fight the Chinese.
[02:54:24.863 --> 02:54:32.863]  Some 90.
[02:54:33.866 --> 02:54:34.827]  Tons of U.S.
[02:54:34.907 --> 02:54:40.210]  lethal aid has arrived in Ukraine amid tensions over Russia's troop build-up on the border.
[02:54:42.971 --> 02:54:46.733]  Then they show this article here, Russia deploys troops in Belarus.
[02:54:50.536 --> 02:54:50.876]  Okay.
[02:54:52.877 --> 02:54:54.818]  Russia deploys troops in Belarus.
[02:54:56.379 --> 02:54:58.440]  Pentagon puts HDI on high alert.
[02:54:58.460 --> 02:55:00.681]  8,500 troops.
[02:55:03.413 --> 02:55:04.534]  What are you going to fight?
[02:55:06.175 --> 02:55:12.320]  They're doing this to get the people's mind off the COVID war and the economic destruction that's happened.
[02:55:14.521 --> 02:55:15.722]  You're not going to beat Russia.
[02:55:15.742 --> 02:55:18.444]  You're not going to beat China.
[02:55:20.766 --> 02:55:21.947]  What are you doing over there?
[02:55:22.447 --> 02:55:30.093]  Oh, how dare Russia deploys troops in neighboring Belarus when America is what, in 70 different countries with 800 bases?
[02:55:30.713 --> 02:55:32.675]  What the hell are we still doing in Okinawa?
[02:55:33.439 --> 02:55:33.999]  In Italy!
[02:55:34.299 --> 02:55:35.040]  In Germany!
[02:55:36.240 --> 02:55:39.822]  And you're talking about... Where are all the religious?
[02:55:40.022 --> 02:55:41.323]  Where are the Catholics?
[02:55:41.383 --> 02:55:42.123]  Where are the Jews?
[02:55:42.363 --> 02:55:43.283]  Where are the Muslims?
[02:55:43.624 --> 02:55:44.544]  Where are the Buddhists?
[02:55:45.084 --> 02:55:48.546]  Where are all the people protesting for peace?
[02:55:48.726 --> 02:55:49.586]  Where are they?
[02:55:50.707 --> 02:55:51.827]  Where are they, Pope?
[02:55:52.147 --> 02:55:54.828]  When you're not selling vaccines, Pope!
[02:55:56.669 --> 02:55:57.470]  Pope and dope!
[02:55:58.030 --> 02:55:59.010]  And I'm a Catholic.
[02:55:59.330 --> 02:56:02.732]  He doesn't represent the Jesus Christ that I believe in.
[02:56:04.324 --> 02:56:05.644]  Yeah, my Jesus Christ.
[02:56:05.664 --> 02:56:09.646]  So when you go to heaven, if you get a vaccination, maybe that's your Jesus Christ, huh?
[02:56:10.806 --> 02:56:12.306]  How come they're not talking about this?
[02:56:12.766 --> 02:56:13.487]  Not a peep!
[02:56:13.907 --> 02:56:17.908]  But we are at the Universal Church of Freedom, Peace and Justice.
[02:56:19.048 --> 02:56:21.549]  We are on a warpath of war.
[02:56:23.149 --> 02:56:25.270]  When all else fails, they take you to war.
[02:56:25.830 --> 02:56:27.051]  You need any more proof?
[02:56:28.691 --> 02:56:34.227]   Again, the Great Depression, World War II, The dot-com bust.
[02:56:35.268 --> 02:56:37.608]  The war on terror.
[02:56:38.848 --> 02:56:39.188]  Yeah.
[02:56:40.229 --> 02:56:40.929]  Terror bull.
[02:56:42.089 --> 02:56:43.429]  Look what they did to our lives.
[02:56:44.150 --> 02:56:45.270]  Look how they destroyed us.
