[00:00:00.000 --> 00:00:06.000]  [Screaming]
[02:33:20.345 --> 02:33:20.625]  Okay.
[02:33:21.225 --> 02:33:25.669]  Now, if they take this vaccine, they show up with cancer all over their body.
[02:33:25.709 --> 02:33:26.550]  Now, what is that?
[02:33:26.630 --> 02:33:27.811]  Why would this be going on?
[02:33:28.431 --> 02:33:33.675]  Well, it's because these guys are exposed to parasites, probably more than the average because they're all over the world doing this.
[02:33:34.236 --> 02:33:42.142]  And then, we don't know completely what's in the vaccine because they still haven't told us with these thousands of pages of redacted junk they send us.
[02:33:42.662 --> 02:33:44.143]  But what we do know is some of the effects.
[02:33:44.203 --> 02:33:48.447]  And one of the effects is it drops out your toll-like receptors.
[02:33:48.507 --> 02:33:49.908]  It's part of your immune system.
[02:33:50.027 --> 02:33:54.027]   that is like the Roman sentries doing vigilance on your parasites.
[02:33:54.027 --> 02:33:58.027]   So we're now, when you take the vaccine, you drop off the sentries
[02:33:58.027 --> 02:34:03.027]   that alert your immune system that there are parasites that need to be walled off out there.
[02:34:03.027 --> 02:34:08.027]   That's what I think is going on. Much more to say, but that's how I got into thinking about parasites
[02:34:08.027 --> 02:34:12.027]   and how to get a protocol together to not let people die from this.
[02:34:12.027 --> 02:34:14.027]  Absolutely.
[02:34:13.372 --> 02:34:24.985]  You know women are being told don't go in for a breast exam if you take the shot for six months because they will find cancer and they're in total denial and say it's not really cancer but it just looks like cancer.
[02:34:25.145 --> 02:34:25.745]  Oh good grief.
[02:34:25.765 --> 02:34:30.811]  We'll be right back with Dr. Leigh Merritt on the Alex Jones Show so stay with us you're not going to want to miss it.
[02:34:31.311 --> 02:34:33.012]  Welcome back to the Alex Jones Show.
[02:34:33.052 --> 02:34:36.072]  My guest, Dr. Leigh Merritt, happy to be with you today.
[02:34:36.192 --> 02:34:38.513]  Make sure you go get those supplements in bulk.
[02:34:38.853 --> 02:34:39.733]  Make sure you have them.
[02:34:39.773 --> 02:34:43.254]  They'll keep on the shelf, I promise, but get your supplements in order.
[02:34:43.374 --> 02:34:44.035]  I'm serious.
[02:34:44.075 --> 02:34:45.175]  I'd always say get your house in order.
[02:34:45.495 --> 02:34:52.997]  Get your supplements in order because the way that our medical cartel is going, I think that we'll have a lot of supplements slip away from the market.
[02:34:53.437 --> 02:34:58.119]  And get them while you can because we really need to make sure we have quite a bit handy.
[02:34:58.499 --> 02:35:06.143]  Our immune system is getting attacked and for the last 100 years they've been doing a huge, huge number on our immune system and we haven't realized it.
[02:35:06.761 --> 02:35:07.121]  I think.
[02:35:07.942 --> 02:35:18.470]  We flock to go get a vaccine so stupidly because we think that's going to save us when really and truly I think it's what's been doing the damage to us all along, especially if you go do some homework.
[02:35:18.530 --> 02:35:20.611]  The AMA is just so corrupt.
[02:35:20.692 --> 02:35:25.475]  I was just listening to a speaker say, you know, the medical cartel is 10 times more corrupt than even government.
[02:35:25.815 --> 02:35:28.758]  I mean, can you get more corrupt than Washington, D.C.? ?
[02:35:29.758 --> 02:35:34.422]  So, Dr. Merritt, I mean, there are many things, I mean, mind-blowing on the MS, by the way.
[02:35:34.642 --> 02:35:34.862]  Wow.
[02:35:35.562 --> 02:35:41.927]  There are many things like that, though, in our past that they chalked up to virus, that they chalked up to this infectious illness.
[02:35:42.407 --> 02:35:48.451]  And everybody knows, if you just take a step back, when your family members are sick, you didn't automatically get sick, did you?
[02:35:48.711 --> 02:35:57.046]   So, no one ever, we don't even look at the evidence right in front of our faces that These things really could not be infectious.
[02:35:57.206 --> 02:36:05.780]  It's just, it's your, it's the immune system kind of manifesting itself in the same symptoms over and over again saying, you know, you're not doing well with your immune system.
[02:36:05.900 --> 02:36:06.902]  But what are your thoughts?
[02:36:06.922 --> 02:36:08.204]  I mean, there's so many things like MS.
[02:36:09.815 --> 02:36:24.967]  Right, so when we talk about viruses, well so MS is a perfect example and I think cancer is also an example of in medicine we have this acronym WNL and it's supposed to mean within normal limits but in point of fact it often means we never looked.
[02:36:25.427 --> 02:36:30.912]  So the reason we didn't figure that out in MS is nobody bothered to autopsy these people and look at it critically.
[02:36:31.443 --> 02:36:39.387]  They all are looking at things with this paradigm that this disease is one of those things we don't know about, so look over here, we'll just do it this way.
[02:36:39.788 --> 02:36:42.169]  This is a virus, so we look over in this box.
[02:36:42.509 --> 02:36:44.971]  We're not looking at it with an open scientific mind.
[02:36:45.011 --> 02:36:55.736]  Now, as you and I've talked about, and you've helped research too, is in 1918, they actually looked at, they did autopsies of the victims, and they actually tried to prove transmission.
[02:36:55.997 --> 02:36:59.959]  They couldn't prove transmission, and they couldn't prove what was causing the problem.
[02:37:00.639 --> 02:37:21.045]  Those autopsies were then looked at by a Chinese group in 2018, I think, and they looked at the old pathologic blocks of the influenza deaths, and they concluded using modern, quote, genetic and virologic techniques, that they still didn't know what caused the pandemic of 1918.
[02:37:22.005 --> 02:37:23.306]  And so what happened here?
[02:37:23.786 --> 02:37:35.075]   When the COVID, when this thing broke out, And by the way, don't you think it's kind of interesting that they, I remember them sitting around kind of showing how they were debating what to call this.
[02:37:35.095 --> 02:37:43.562]  And it was, they came up with COVID-19 when Richard Rothschild in 2015 patented a test for COVID-19.
[02:37:44.442 --> 02:37:45.283]  And it was shipped out in 2018.
[02:37:45.323 --> 02:37:48.205]  I mean, you know, and I looked into that.
[02:37:48.245 --> 02:37:49.286]  That's not rumor.
[02:37:49.426 --> 02:37:53.069]  That's actually in multiple patent libraries.
[02:37:53.129 --> 02:38:02.374]   So in any case, So this is all a scam, but whatever it is, these guys, the transmission, they look...
[02:38:03.220 --> 02:38:06.801]  The Chinese looked again at the blocks and they said, we still can't figure it out.
[02:38:07.201 --> 02:38:13.143]  And our people, when they finally got tired of being told, don't do autopsies, we were told don't do autopsies.
[02:38:13.583 --> 02:38:14.843]  And there was no systematic.
[02:38:15.344 --> 02:38:30.008]  For all the billions that we give to the CDC and the FDA and NIH, all our great researchers, all our great universities, they didn't systematically do a pathologic clinical review of all the cases they diagnosed as COVID.
[02:38:31.228 --> 02:38:32.189]  Nobody wanted to know.
[02:38:32.629 --> 02:38:33.329]  They didn't want to know.
[02:38:33.629 --> 02:38:34.250]  We never looked.
[02:38:34.290 --> 02:38:35.250]  We just don't want to know.
[02:38:35.310 --> 02:38:36.191]  They didn't want us to know.
[02:38:36.571 --> 02:38:42.854]  But now, about mid-June of 2021, a paper was published by pathologists that they looked at all these.
[02:38:43.013 --> 02:38:49.093]   It was, I think, 26 papers and 360 patients, roughly, something like that.
[02:38:49.093 --> 02:38:54.532]   And they looked at what they, and they screened, there's a meta-analysis of autopsy
[02:38:54.532 --> 02:38:59.173]   and in COVID positive patients. And guess what they said also?
[02:38:59.370 --> 02:39:06.714]  This is a year and a half after the outbreak started, and they said, we still don't know in the vast majority of these cases what killed them.
[02:39:08.155 --> 02:39:09.095]  What this disease is.
[02:39:09.235 --> 02:39:10.036]  We just don't know.
[02:39:10.689 --> 02:39:11.710]  They don't have an ideology.
[02:39:11.770 --> 02:39:17.515]  So when we talk about a lot of stuff, we're talking about it at a basic unknown level.
[02:39:17.775 --> 02:39:20.157]  I mean, we don't know what we should know by now.
[02:39:20.657 --> 02:39:25.181]  So something when you can't figure it out with all these smart people, there's something wrong around the world.
[02:39:25.201 --> 02:39:26.683]  And I'm saying what it is.
[02:39:26.823 --> 02:39:31.767]  It's like the magician that that wiggles his right hand and the answers in front of you, but we're not paying attention to it.
[02:39:32.267 --> 02:39:33.628]  We need to look at what's in front of you.
[02:39:33.789 --> 02:39:40.658]   And this whole thing with parasites, I got to say, first of all, It fits what we're seeing.
[02:39:40.839 --> 02:39:54.132]  If you really look at it, besides the military people I talked about, look at all the people that you know that had cancer that was in remission, and then suddenly they took the vaccine, so-called vaccine, and their cancer just blew out all over the place.
[02:39:57.183 --> 02:40:09.106]  It's about your immune system and using what they've done is the part of this is they've actually dumbed down our immune system to make us vulnerable to our own parasites.
[02:40:09.626 --> 02:40:10.747]  But it gets even worse.
[02:40:10.807 --> 02:40:17.088]  Now, when you look at what Karen Kingston just came up with, she found old stuff from Ralph Baric that Ralph Baric admitted.
[02:40:17.588 --> 02:40:23.950]  Well, you know, yes, we did isolate this spike protein genetically and we tried to manipulate and do this stuff, but it just didn't work very well.
[02:40:25.456 --> 02:40:26.857]  You know, so that's one fact.
[02:40:26.877 --> 02:40:35.662]  The other fact is the RNA idea, this idea that we have RNA, that this is all about RNA, whether it's in the virus or in the vaccine.
[02:40:36.882 --> 02:40:49.469]  You know, there's something wrong with that, I realized when I said the RNA therapies that we actually did get to market, but then there was only a couple, but the one that was the most promising was one about eyes.
[02:40:50.695 --> 02:40:53.437]  And it cost a million dollars a dose in 2018.
[02:40:53.777 --> 02:41:05.686]  Are you telling me that in two years time frame we now can have an mRNA vaccine for 30 billion people and then we created it the time course to make 30 billion or not 30 billion but however many doses they put out.
[02:41:06.647 --> 02:41:10.690]  A lot of billions of doses because they vaccinated people sometimes four and five times.
[02:41:11.545 --> 02:41:14.307]  All over the world, they say 70% of us are all vaccinated.
[02:41:14.467 --> 02:41:16.568]  You couldn't have produced that in the short of time.
[02:41:16.848 --> 02:41:18.910]  Just don't forget to get the research and development.
[02:41:18.950 --> 02:41:20.851]  How could you produce that many vials?
[02:41:21.351 --> 02:41:23.672]  There's something wrong with that, too, and something wrong with the money.
[02:41:23.732 --> 02:41:30.216]  So if you get away from the idea this is mRNA mediated, look at what Karen Kingston just came up with.
[02:41:30.256 --> 02:41:32.037]  She said, you know, there's hydrogel.
[02:41:32.198 --> 02:41:39.342]  The three things that the 18 labs found in these vaccines of all sorts, hydrogel, graphene oxide and metals.
[02:41:40.077 --> 02:41:46.799]  Hydrogel is not just a thing that, you know, it's a polymer that's cross-linked and absorbs water.
[02:41:46.839 --> 02:41:48.059]  That's at its simplest level.
[02:41:48.399 --> 02:41:53.961]  We use hydrogel in labs, we use hydrogel to make contact, and lenses, there's lots of stuff.
[02:41:54.461 --> 02:42:00.262]  But now we have genetically engineered hydrogel that they're literally saying is a new life form.
[02:42:00.702 --> 02:42:06.922]   It can multiply, it can expand, And it can react to outside forces, including wavelengths.
[02:42:06.922 --> 02:42:13.282]   So you've got, they call it smart hydrogel, and now you've got smart genetic engineered hydrogel.
[02:42:13.282 --> 02:42:17.922]   And that is what apparently she has found data that has made the spike protein.
[02:42:18.012 --> 02:42:22.253]  The thing you're showing on that picture now that they've got you, everybody's scared about, ooh, that spike protein.
