[00:00:00.000 --> 00:00:01.000]  [BEEP]
[03:49:23.790 --> 03:49:25.612]  They pay for the people that work the elections.
[03:49:26.032 --> 03:49:27.413]  They pay for the machines.
[03:49:27.814 --> 03:49:29.215]  They pay for all of it.
[03:49:29.255 --> 03:49:30.496]  And so they're the customer.
[03:49:30.856 --> 03:49:34.540]  So the taxpayers and the voters, they deserve better.
[03:49:34.640 --> 03:49:36.001]  They deserve voter ID.
[03:49:36.101 --> 03:49:40.525]  We should have same-day, one-day elections, not election months.
[03:49:41.053 --> 03:49:43.395]  Not where it drags out over and over and over.
[03:49:43.935 --> 03:49:50.159]  Mail-in ballots should be reduced drastically only to certain emergency scenarios.
[03:49:50.519 --> 03:49:52.421]  And we should have voter ID.
[03:49:52.501 --> 03:49:53.261]  Voter ID.
[03:49:53.361 --> 03:49:54.762]  Only citizens can vote.
[03:49:55.142 --> 03:50:00.346]  These are easy fixes that would make elections secure and give voters confidence.
[03:50:00.806 --> 03:50:03.168]  That's what we should care about, is voter confidence.
[03:50:03.668 --> 03:50:10.313]  And until that happens, we're going to continue to have real problems, and we've been warned about it over and over.
[03:50:10.433 --> 03:50:16.118]  President Trump has talked about it non-stop for nearly two years now, and he's right to do so.
[03:50:16.158 --> 03:50:16.718]  But guess what?
[03:50:16.738 --> 03:50:17.559]  So have the Democrats.
[03:50:18.019 --> 03:50:19.701]  They have talked about election fraud.
[03:50:19.781 --> 03:50:21.542]  They have talked about stolen elections.
[03:50:22.503 --> 03:50:24.004]  And Democrats will do anything.
[03:50:24.405 --> 03:50:30.270]  They'll try to take people like me off the ballot through lawsuits, and that's what you were talking about just a moment ago.
[03:50:30.670 --> 03:50:37.136]  But it is a very real issue, and it's something that I'm concerned about, and I will continue to fight for it.
[03:50:37.916 --> 03:50:40.459]  We're fighting up here in Washington, D.C.
[03:50:40.819 --> 03:50:45.383]  Let me tell you something that is very possible, and I'm very concerned about it.
[03:50:45.939 --> 03:50:50.881]  We don't even know how many seats we are going to hopefully win the majority with.
[03:50:50.962 --> 03:50:51.782]  We may have 219 seats.
[03:50:51.601 --> 03:51:01.200]   219 seats. You see, we need 218 to be the majority. But if we have such a razor-thin
[03:51:01.200 --> 03:51:08.561]   majority like that, the Democrats can possibly choose a speaker by pulling away a few Republicans
[03:51:08.561 --> 03:51:13.521]   to vote with them for one speaker that they can all tolerate and get along with.
[03:51:13.845 --> 03:51:15.206]  Well, let me tell you something, Alex.
[03:51:15.246 --> 03:51:20.871]  The most important thing that Republicans need, we need the gavel and we need subpoena power.
[03:51:21.051 --> 03:51:22.272]  We need subpoena power.
[03:51:22.632 --> 03:51:32.296]  Because without subpoena power, we cannot hold these traitors accountable for all of the corruption that they have been doing to the American people for the past two years.
[03:51:32.316 --> 03:51:54.587]   Subpoena power can only come if Republicans choose the Speaker, and I'll tell you right now, there's talks going on With the very moderate Republicans in our conference of speaking with the Democrats, there was one particular congressman, Don Bacon, that actually told a reporter last night that he would consider working with the Democrats to choose a speaker.
[03:51:54.908 --> 03:51:57.829]  And that's something that should terrify every single American.
[03:51:58.269 --> 03:52:01.471]  You know, the next two years, we don't have the White House.
[03:52:01.871 --> 03:52:04.413]  The next two years, we do not control the Senate.
[03:52:04.913 --> 03:52:10.558]  The next two years, we're going to have a razor-thin, razor-thin majority of Republican-controlled House.
[03:52:10.958 --> 03:52:17.203]  And that's why we have to be unified behind a speaker, just our speaker, so we have subpoena power.
[03:52:17.624 --> 03:52:21.387]  And that's what this is all about, subpoena power, and we've got to control the purse strings.
[03:52:21.627 --> 03:52:23.149]  Absolutely, and we need the House.
[03:52:23.789 --> 03:52:34.400]  We need the House to be able to start the indictment process for impeachment of Biden, who certainly deserves it for open borders, for Ukraine, for Hunter Biden, all the things they're doing.
[03:52:35.261 --> 03:52:40.446]  What do you make separately of the attempt to drive a wedge by corporate media between Trump and DeSantis?
[03:52:40.466 --> 03:52:43.770]  What do you make of that whole attempt at civil war they're trying to kick off?
[03:52:45.199 --> 03:52:46.640]  Well, I have to give you props.
[03:52:46.941 --> 03:52:48.722]  Alex, you were right all along.
[03:52:48.802 --> 03:52:50.844]  This is a war of information.
[03:52:50.924 --> 03:52:52.105]  It's the information war.
[03:52:52.686 --> 03:52:54.988]  And I love to say it, Alex Jones is right.
[03:52:55.108 --> 03:52:56.449]  And you have been right on that.
[03:52:56.549 --> 03:52:59.752]  And Republicans, we are constantly losing this war.
[03:53:00.092 --> 03:53:01.714]  You know, there's so many donors.
[03:53:02.054 --> 03:53:07.998]  Republican donors donate hundreds of millions of dollars that go to organizations and PACs and places all over the country.
[03:53:08.318 --> 03:53:10.640]  But they never fight the war of information.
[03:53:10.680 --> 03:53:11.981]  They never fight the left.
[03:53:12.021 --> 03:53:13.462]  The left controls the media.
[03:53:13.802 --> 03:53:16.404]  And when the left controls the media, they control the narrative.
[03:53:16.724 --> 03:53:22.928]  And you can see that their media is very powerful and they beat up Republican candidates every single election cycle.
[03:53:23.268 --> 03:53:26.190]  I get smeared and lied about every single day in the news.
[03:53:26.530 --> 03:53:29.152]  I get vilified every single day in the news.
[03:53:29.912 --> 03:53:37.997]  If they actually talked to me and knew what I'm about and who I am as a person, they could never say those things about me, but they control the media.
[03:53:38.398 --> 03:53:41.680]  What we have to do is we have to fight smarter, Alex.
[03:53:42.100 --> 03:53:45.702]  We need to declare war on the media that's controlled by the Democrats.
[03:53:45.722 --> 03:53:46.463]  I totally agree.
[03:53:46.523 --> 03:53:50.185]  You've got to go early because your vote just got called, but the minute and a half we have left.
[03:53:50.365 --> 03:53:59.491]  This FTX, Sam Bankman-Fried, all this stuff, we now know was a Democrat money laundering slush fund funding their operations, siphoning money off.
[03:54:00.212 --> 03:54:12.960]  If the Republicans take the House, are you going to call for committee hearings and investigation into them and their money laundering slush fund of FTX to Ukraine and the $50 million they gave the Democrats in this election cycle?
[03:54:14.497 --> 03:54:24.702]  Absolutely, Alex, and that's why I am going to vote for Kevin McCarthy for Speaker, because we need the gavel to have subpoena power in order to do just that.
[03:54:24.822 --> 03:54:26.203]  Those things are outrageous.
[03:54:26.263 --> 03:54:38.196]   That is American taxpayer dollars that was supposed to be aid to Ukraine that clearly went into this cyber investment program and went into this You know, it's outrageous.
[03:54:38.296 --> 03:54:40.656]  We have got to hold those people accountable.
[03:54:40.996 --> 03:54:44.197]  I want an audit of every single penny that has gone to Ukraine.
[03:54:44.477 --> 03:54:48.899]  But in order to do that, we have to have the gavel and we have to have subpoena power.
[03:54:48.939 --> 03:54:52.079]  That's the most important thing that I can express to people.
[03:54:52.419 --> 03:55:00.862]   We could choose any speaker we want and we could fight for these conservative Outlines and policies that I absolutely adore.
[03:55:01.163 --> 03:55:04.064]  But we can't get anything done over the next two years.
[03:55:04.384 --> 03:55:05.685]  We've got to have the gavel.
[03:55:05.725 --> 03:55:07.466]  We've got to have the power.
[03:55:07.566 --> 03:55:13.569]  And that's why Tucker said on the eve of the election, they've got to steal it because they're cornered rats.
[03:55:13.609 --> 03:55:15.710]  The good news is humanity is waking up.
[03:55:15.750 --> 03:55:16.751]  Populism is exploding.
[03:55:17.171 --> 03:55:19.232]  MTG, thank you so much for joining us.
[03:55:19.572 --> 03:55:20.413]  Go get that vote done.
[03:55:21.533 --> 03:55:22.334]  Okay, thank you.
[03:55:23.612 --> 03:55:25.073]  All right, there she goes, ladies and gentlemen.
[03:55:25.233 --> 03:55:25.513]  Wow.
[03:55:25.633 --> 03:55:28.194]  And she'll be in studio with us hopefully very, very soon.
[03:55:28.214 --> 03:55:29.334]  What a great lady.
[03:55:30.555 --> 03:55:30.795]  All right.
[03:55:30.815 --> 03:55:40.618]  We're going to start the next hour and I'm going to then take my time getting into the model of the new COVID rollout, the new lockdowns Biden's planning.
[03:55:40.718 --> 03:55:41.498]  It's admitted now.
[03:55:42.639 --> 03:55:44.159]  It's about to go down.
[03:55:44.680 --> 03:55:45.980]  But we have the public waking up.
[03:55:46.020 --> 03:55:46.720]  We can stop it.
[03:55:46.760 --> 03:55:47.641]  We can do it together.
[03:55:48.201 --> 03:56:05.806]   Now, With the globalists planning to do new COVID lockdowns and new COVID hysteria and new fear, it is so important, God knows what they're going to release or what they're going to pull, to be as healthy as you can, to get sleep, to drink a lot of water, to eat a lot of great vegetables, and to take a lot of great supplements.
[03:56:06.206 --> 03:56:10.330]  And we have the best supplements out there to boost your immune system and your overall health.
[03:56:10.530 --> 03:56:18.837]  And despite the fact, let me show you this, that we are selling out a lot of our products, I'm going to go ahead and just extend the sale on these.
[03:56:20.003 --> 03:56:23.966]  Until they sell out, because you need these products.
[03:56:24.626 --> 03:56:26.287]  X3 is going to sell out the next week.
[03:56:28.068 --> 03:56:31.610]  But despite that, I'm not going to put it back in its regular price, and then it sells out in a month.
[03:56:32.031 --> 03:56:36.193]  I want you to get it for your immune system and your body, and we need the funding right now.
[03:56:36.293 --> 03:56:43.118]  So get X3 exclusively, one of the main, if not the main missing link out there, at InfoWorksStore.com.
[03:56:44.875 --> 03:56:46.236]  For 50% off.
[03:56:47.177 --> 03:56:50.340]  Also, get Vitamin Mineral Fusion, 50% off.
[03:56:50.380 --> 03:56:52.661]  All the vitamins, all the minerals, all the amino acids, everything you need.
[03:56:53.082 --> 03:56:55.304]  DNA Force Plus, also 50% off.
[03:56:55.584 --> 03:57:01.269]  With the PQQ and the CoQ10, the Rolls Royce, the Lamborghini of your cells, what you need.
[03:57:02.009 --> 03:57:03.410]  Make sure telomeres last longer.
[03:57:04.972 --> 03:57:05.372]  That is 50% off.
[03:57:07.153 --> 03:57:07.713]  It's all there.
[03:57:07.793 --> 03:57:10.955]  Ultimate Krill Oil, Ultimate Fish Oil are also massively discounted.
[03:57:11.255 --> 03:57:16.937]  We're going to keep these sales up even though they're going to sell out because we need the funds now and these are great products you need.
[03:57:16.977 --> 03:57:27.682]  So go to InfoWarsTore.com and with promo code 1776, get an additional 10% off at checkout.
[03:57:27.702 --> 03:57:29.663]  I want to thank you all for your past support.
[03:57:30.540 --> 03:57:32.682]  We've got to keep these informational platforms on air.
[03:57:33.142 --> 03:57:34.463]  The enemy's fighting to shut us down.
[03:57:34.623 --> 03:57:36.625]  Only you can keep us on air.
[03:57:36.725 --> 03:57:38.226]  Only you can make that decision.
[03:57:38.606 --> 03:57:41.168]  So I'm firing the bat signal again and asking you to not wait.
[03:57:41.829 --> 03:57:42.950]  Plus, you need these great products.
[03:57:43.130 --> 03:57:43.870]  Don't forget to take them.
[03:57:44.551 --> 03:57:47.013]  X3, DNA Force Plus, Vitamineral Fusion, all of them.
[03:57:47.413 --> 03:57:48.254]  Massively discounted.
[03:57:48.274 --> 03:57:48.954]  Biggest sell of the year.
[03:57:48.994 --> 03:57:49.575]  They're selling out.
[03:57:50.427 --> 03:57:53.489]  The modern world where they convince a woman to get a job, the man to get a job.
[03:57:53.569 --> 03:57:56.911]  They inflate the currency so nobody can exist any other way because it's too expensive.
