[00:00:00.269 --> 00:00:02.130]  The power structure is not completely unified.
[02:42:54.334 --> 02:43:04.480]  And by the way, didn't the Pennsylvania Supreme Court recently rule that certain ballots cannot be counted, but it seems like in the county districts they're going to ignore the Supreme Court of the state?
[02:43:04.601 --> 02:43:05.201]  What's your take?
[02:43:07.621 --> 02:43:08.262]  It's lawlessness.
[02:43:08.382 --> 02:43:16.784]  I mean, here in Montana, for example, we had election bills that were passed by the legislature, signed by the governor, right?
[02:43:17.044 --> 02:43:23.566]  And it was sent to the Supreme Court, and they overturned the election that would have strengthened the election integrity here in Montana.
[02:43:23.586 --> 02:43:25.807]  It was overturned by the Supreme Court.
[02:43:26.267 --> 02:43:31.550]  And what frustrates me and a lot of other people here, Mike, is we're supposed to have three co-equal branches of government.
[02:43:31.830 --> 02:43:40.994]  So we had two of the three branches here in Montana, the legislative branch and the executive branch, both were on board with these bills that would have protected voting in Montana.
[02:43:41.374 --> 02:43:46.557]  It gets kicked over to the Supreme Court, the other apparent co-equal branch, and they squash the whole thing.
[02:43:47.137 --> 02:43:52.302]  So, something has to be done here, not only here in Montana, but across the country with the court system.
[02:43:52.423 --> 02:44:00.170]  It's absolutely corrupt, and not all judges want to paint a wide brush, but a lot of them, sadly, in key positions, too.
[02:44:00.210 --> 02:44:00.911]  That's the bad part.
[02:44:01.712 --> 02:44:10.356]   But is this perhaps a strategy by Democrats to try to provoke anger by conservatives online and then the deep state can
[02:44:10.356 --> 02:44:14.745]   piggyback on that anger with uh... you know dressed up operatives
[02:44:14.745 --> 02:44:18.706]   who are pretending to be maga terrorists and then they can carry out their
[02:44:18.706 --> 02:44:24.105]   pre-planned acts of violence and we we would see the DOJ and Biden declare an insurrection
[02:44:24.105 --> 02:44:28.156]   maybe the insurrection act and then try things like gun confiscation is that even in
[02:44:28.156 --> 02:44:31.346]   the works of we only have a few seconds but go ahead
[02:44:31.346 --> 02:44:34.852]   well i mean it depends upon the sheriff's mike You know, I've had, you know, Sheriff Mack.
[02:44:34.892 --> 02:44:36.573]  I've had Sheriff Mack on my program many times.
[02:44:36.953 --> 02:44:38.914]  We have some constitutional sheriffs here in Montana.
[02:44:39.374 --> 02:44:40.855]  But it just really comes down to the sheriffs.
[02:44:40.875 --> 02:44:41.615]  We're going to break, James.
[02:44:41.655 --> 02:44:42.295]  Sorry to cut you off.
[02:44:42.796 --> 02:44:43.176]  Stay with us.
[02:44:43.196 --> 02:44:45.397]  We'll be right back after this break with more coverage straight ahead.
[02:44:46.687 --> 02:44:54.312]  All right, during every break today, I am furiously responding to texts, intel and tips that are coming in just to my phone from people.
[02:44:55.073 --> 02:44:57.074]  And here's one in Virginia.
[02:44:57.814 --> 02:45:00.296]  The red precincts are voting.
[02:45:00.316 --> 02:45:05.079]  They're having turnout at levels that are approaching a presidential election.
[02:45:05.299 --> 02:45:06.600]  And yet these are the midterms.
[02:45:07.041 --> 02:45:08.822]  Normally, you don't have anywhere near that level of turnout.
[02:45:08.862 --> 02:45:16.187]  But in counties, Culpeper, Spotsylvania and Green are reporting near presidential level turnout.
[02:45:16.907 --> 02:45:18.949]  According to a tweet that I just got.
[02:45:19.289 --> 02:45:22.612]  And we've got James White here joining us from Northwest Liberty News.
[02:45:23.373 --> 02:45:26.355]  James, you're seeing some of these numbers as well.
[02:45:26.375 --> 02:45:27.877]  I know you reported on this earlier today.
[02:45:28.657 --> 02:45:29.878]  What are you hearing?
[02:45:29.898 --> 02:45:33.762]  What's the latest you have on turnout and the implications for this election?
[02:45:35.268 --> 02:45:43.451]  So in Florida, there's a Twitter feed going around by Scott Pressler, I believe, and he's done a lot of great work registering folks.
[02:45:44.012 --> 02:45:49.254]  And in all the major counties in Florida, the Republicans are leading by quite a bit.
[02:45:49.754 --> 02:45:57.377]  Miami-Dade, which I believe has traditionally been sort of a Democrat county, is turning strong towards Republicans.
[02:45:58.417 --> 02:46:00.818]  Mike, I think people are just fed up, and I think they knew that.
[02:46:00.878 --> 02:46:08.691]   Let's go back to my earlier My earlier point, I believe that they realize that they're not going to get the popular vote, so they're going to have to try to go to the courts.
[02:46:09.111 --> 02:46:11.632]  Now something just got released here on Zero Hedge.
[02:46:12.773 --> 02:46:16.594]  Trump calls for action over protest, protest, protest is the headline.
[02:46:16.974 --> 02:46:20.135]  Trump calls for action over a complete voter integrity disaster.
[02:46:20.495 --> 02:46:22.556]  Now you had mentioned earlier about false flags.
[02:46:23.254 --> 02:46:43.424]  They could use, now is the time when they may launch these false flags, acting as Trump supporters, and point back to this article that I just talked about, and say, look, Trump called for people to rise up, and now they're committing terrorist acts, because Trump is once again, like January 6th, of course.
[02:46:44.325 --> 02:46:47.707]  Don't fall for another January 6th setup, folks out there.
[02:46:47.827 --> 02:46:51.629]  What you need to do is document everything, record, video.
[02:46:52.449 --> 02:46:52.929]  Document.
[02:46:53.370 --> 02:46:55.091]  Don't show up with firearms.
[02:46:55.191 --> 02:46:57.253]  Don't show up dressed in camo.
[02:46:57.733 --> 02:47:02.677]  Because we want to know, if anybody's showing up at the polling area dressed in camo, those are feds, okay?
[02:47:03.618 --> 02:47:04.139]  100% feds.
[02:47:04.539 --> 02:47:09.283]  What you need to do is be cool, be chill, and just record everything.
[02:47:09.303 --> 02:47:18.971]  And then use the platforms that are out there, you know, all the free speech video platforms, Rumble, Bitchute, you know, MyPlatform, Brighteon, and others, wherever you can post, Odyssey, whatever.
[02:47:19.792 --> 02:47:26.583]  I mean, get the truth out there so that other people can start to aggregate this information, and that can be evidence used by law enforcement.
[02:47:26.663 --> 02:47:31.512]  In fact, I'm sorry to interrupt, James, but I just want to urge people, be peaceful in all this, but go ahead.
[02:47:33.167 --> 02:47:33.528]  No, right.
[02:47:33.568 --> 02:47:35.509]  This is just updated.
[02:47:35.889 --> 02:47:39.632]  Former President Trump has called for protest over voting irregularities.
[02:47:39.993 --> 02:47:45.417]  People specifically mentioned Detroit where people showed up to vote and they said that you've already voted in Detroit.
[02:47:45.917 --> 02:47:57.026]  This is after last night they detected some nefarious activity going on in an undisclosed location, an empty warehouse there right close to the main election center there in Detroit.
[02:47:57.586 --> 02:48:01.150]  Mike, it's just, again, I don't think they can win unless they cheat.
[02:48:01.570 --> 02:48:03.292]  Because they don't have better ideas.
[02:48:03.772 --> 02:48:06.215]  They hate, you can tell they hate this country.
[02:48:06.235 --> 02:48:07.476]  I think that's pretty obvious.
[02:48:07.956 --> 02:48:09.197]  I think people have had enough.
[02:48:09.278 --> 02:48:11.259]  I think the, again, the con is running.
[02:48:11.640 --> 02:48:12.661]  And that's when they're most dangerous.
[02:48:12.841 --> 02:48:13.962]  That's when they're the most dangerous.
[02:48:14.182 --> 02:48:18.747]  Yeah, but they, the Democrats want an insurrection attempt by conservatives.
[02:48:18.787 --> 02:48:19.487]  That's very clear.
[02:48:20.127 --> 02:48:25.247]   and that they're going to try to bait conservatives into that kind of action i mean i essentially
[02:48:25.247 --> 02:48:29.347]   the democrats are going to i think blatantly cheat at such a degree
[02:48:29.347 --> 02:48:32.386]   that everybody knows they're cheating and they're basically saying what are
[02:48:32.386 --> 02:48:34.966]   you gonna do about it and then they hope
[02:48:34.966 --> 02:48:41.527]   that a few not jobs are feds will pick up guns or something and do something crazy and people
[02:48:41.527 --> 02:48:45.707]   you need to resist that you need to work this through the courts you need to work
[02:48:45.707 --> 02:48:50.767]   this through evidence and due process and the truth will come out.
[02:48:50.767 --> 02:48:52.727]  So I know you agree with that, James.
[02:48:52.698 --> 02:48:55.911]  I just need to reiterate that multiple times.
[02:48:57.233 --> 02:48:57.593]  You're right.
[02:48:57.673 --> 02:49:03.317]  And don't believe, you know, I guess I would say don't believe anything that you see on television, like not even Fox News.
[02:49:03.378 --> 02:49:06.440]  A lot of people probably cross over and watch Fox News.
[02:49:06.900 --> 02:49:08.301]  They're no better than the rest.
[02:49:08.341 --> 02:49:10.463]  They're just the gatekeepers for the right.
[02:49:10.863 --> 02:49:25.434]  So go to places like InfoWars, Mike Adams, you know, Natural News and other places to get your news because we're coming to a time, I believe, when that's going to be a very, very valuable commodity is truthful information and it's going to be harder and harder to find.
[02:49:26.135 --> 02:49:26.555]  Well said.
