[00:00:00.369 --> 00:00:03.111]  I guess we all know Joe Biden is not running this country.
[02:53:07.866 --> 02:53:11.627]  And there's going to be this mad rush for everything you need to put a garden in the ground.
[02:53:11.667 --> 02:53:13.287]  And there's just not going to be enough for everybody.
[02:53:13.747 --> 02:53:15.669]  At that point, the controls are going to come in.
[02:53:16.909 --> 02:53:21.193]  You're going to have to show your digital rationing card to be able to enter supermarkets.
[02:53:21.213 --> 02:53:22.854]  And this is the whole thing that pre-trained us.
[02:53:23.194 --> 02:53:25.235]  Stand outside in the cold six feet apart.
[02:53:25.856 --> 02:53:30.039]  Well, now it's going to be only five people in the store because there was looting, there was stealing.
[02:53:30.379 --> 02:53:35.363]  Ten people in the store, you're limited to one pound of butter, you're limited to this much milk, you're limited to this much.
[02:53:35.563 --> 02:53:38.245]  There probably won't even be meat unless you live in a farming community.
[02:53:38.525 --> 02:53:39.606]  And I'm so thankful that I do.
[02:53:40.510 --> 02:53:45.192]  It won't be ground beef, it'll be ground crickets, and that's your allotted quota.
[02:53:45.472 --> 02:53:54.816]  You know, two pounds of ground crickets a week, and also for your pet, you know, dried grubs and things, worms and crickets and whatever else that makes your pets sick on top of that.
[02:53:55.276 --> 02:54:11.868]   So once they have control of the system, Then they can limit not only what you're allowed to eat, but of course the quantity, so they can slowly starve everybody to death while claiming that they're giving people this food, that they're rescuing you because it's on a universal basic income in your central bank digital wallet.
[02:54:12.489 --> 02:54:21.056]  But it's really just an enslavement, a genocidal system, and the only people that are going to survive this are people who have food and money outside the system.
[02:54:21.596 --> 02:54:25.818]  So food outside the system, or I call it off-grid food, is just what you said, David.
[02:54:26.158 --> 02:54:27.639]  Gardening, home production.
[02:54:27.919 --> 02:54:34.622]  And yeah, there's going to be a mad rush for people wanting and needing to do that, especially in the spring of 2023 in the United States and Europe.
[02:54:34.962 --> 02:54:50.510]   But then you also have to have off-grid money, which is gold and silver, or perhaps certain types of crypto that may survive all of this as well, or other things that you can barter and trade from ammunition To diesel fuel, iodine, you name it.
[02:54:50.530 --> 02:54:54.693]  You know what iodine is going to be worth the minute the first dirty bomb goes off in Europe?
[02:54:55.153 --> 02:54:59.056]  You're going to see people on eBay selling iodine for $1,000 a bottle.
[02:54:59.076 --> 02:54:59.616]  Let me tell you.
[02:54:59.956 --> 02:55:02.258]  I know that because we saw that after Fukushima.
[02:55:02.598 --> 02:55:03.779]  So we know where that's going.
[02:55:04.359 --> 02:55:05.780]  You can buy it today for a few dollars.
[02:55:06.361 --> 02:55:08.522]  I'm sorry, I've been going on, but your thoughts, David?
[02:55:08.542 --> 02:55:09.683]  We've got about two minutes left here.
[02:55:11.266 --> 02:55:13.767]  Yeah, it's going to follow that same trajectory for everything.
[02:55:13.807 --> 02:55:15.828]  Now turn it into a garden shovel.
[02:55:15.868 --> 02:55:17.829]  Oh, there's only a million garden shovels in America.
[02:55:17.889 --> 02:55:19.150]  China's not sending any more.
[02:55:19.590 --> 02:55:24.072]  So then maybe a new industry could arise out of taking, I don't know, hoods of cars and pounding out shovels.
[02:55:24.433 --> 02:55:32.897]  But there's going to be that gap between massive anger, fistfights in stores to get those items that you're going to need, and eventually your preps are going to run out.
[02:55:32.936 --> 02:55:36.576]   So you really are gonna have to go way beyond, okay, the preps for now are great
[02:55:36.576 --> 02:55:39.336]   for the first six months or a year, but you're gonna have to start thinking
[02:55:39.336 --> 02:55:43.176]  of how to refill those things without going to a store.
[02:55:43.176 --> 02:55:48.016]   So, you know, that's about growing your food, getting the seeds, being able to store that properly
[02:55:48.016 --> 02:55:51.336]   and how to use natural medicines out of the forest and how to wild forage.
[02:55:51.336 --> 02:55:54.697]   And so many people have lost those skills on even how to make tinctures
[02:55:54.697 --> 02:55:57.697]   out of some of the most basic things like the willow tree in the back.
[02:55:57.697 --> 02:56:01.537]   Scrape some bark, throw it in the alcohol, but people don't even know how to do that.
[02:56:00.941 --> 02:56:05.762]  It's such a lost, you know, civilization of knowledge of what our parents, grandparents knew.
[02:56:05.822 --> 02:56:07.363]  It was just the basics to get through.
[02:56:07.743 --> 02:56:14.265]  All these people who lived through the Great Depression, we're going to go through something very similar and this is going to knock on from the iodine to the shovels and then there's...
[02:56:14.845 --> 02:56:24.674]  It's going to be tumultuous at best if you're not prepared, and you're going to have to think longevity of outside the system, not just, you know, working through with some storable pallets of food here for a couple months.
[02:56:24.734 --> 02:56:26.376]  It's going to be way longer than that.
[02:56:26.596 --> 02:56:28.397]  We're talking like a decade-long event here.
[02:56:28.417 --> 02:56:30.740]  We're going to get through it a little bit better.
[02:56:30.760 --> 02:56:34.083]  You're going to starve to death and you're going to die if you stay in the system.
[02:56:34.503 --> 02:56:35.624]  Sorry to talk over you, David.
[02:56:35.864 --> 02:56:37.105]  We're about to close out this segment.
[02:56:37.506 --> 02:56:39.087]  David Dubin's channel is ADAPT2030.
[02:56:40.468 --> 02:56:44.412]  And my channel on Band.Video is the Mike Adams channel.
[02:56:44.453 --> 02:56:45.954]  I'm the editor of NaturalNews.com.
[02:56:46.375 --> 02:56:47.376]  Folks, take this seriously.
[02:56:47.436 --> 02:56:48.757]  Share this interview everywhere.
[02:56:48.777 --> 02:56:49.718]  This is real.
[02:56:49.738 --> 02:56:50.679]  This is happening now.
[02:56:50.739 --> 02:56:52.501]  Get prepared or you won't make it.
[02:56:52.721 --> 02:56:53.222]  End of story.
[02:56:53.301 --> 02:57:04.101]  Thanks for watching today here on InfoWars.com.
[02:57:04.177 --> 02:57:05.257]  You know where the Russians tune in?
[02:57:05.277 --> 02:57:06.398]  You know where everybody tunes in, right?
[02:57:06.458 --> 02:57:07.800]  You know who Tucker Carlson tunes in to?
[02:57:07.820 --> 02:57:08.560]  And Joe Rogan?
[02:57:08.821 --> 02:57:09.301]  Elon Musk?
[02:57:09.601 --> 02:57:10.542]  You know where they tune in, right?
[02:57:10.722 --> 02:57:11.443]  They tune in right here!
[02:57:12.444 --> 02:57:13.184]  InfoWars.
[02:57:13.545 --> 02:57:14.425]  Tomorrow's News.
[02:57:14.746 --> 02:57:15.166]  Today.
[02:57:15.847 --> 02:57:21.171]  We are witnessing the Mark of the Beast system openly rolled out and announced.
[02:57:21.652 --> 02:57:32.120]   Whether you believe the Bible is inspired by God or the Word of God or not, what was written over 2,000 years ago by John the Revelator on the Isle of Patmos is coming true.
[02:57:32.261 --> 02:57:39.166]  A world government that makes you take a mark in the hand or the head to be able to buy and sell and that you must worship the beast.
[02:57:39.226 --> 02:57:42.849]  That means follow what the beast says or you can't buy or sell.
[02:57:43.009 --> 02:57:45.050]  It's not just that you have to have the mark to buy or sell.
[02:57:45.971 --> 02:57:52.193]  You've got to do what the beast wants you to do, or you cannot buy and sell.
[02:57:52.313 --> 02:57:55.293]  And that's where, in late 2022, we are.
[02:57:55.493 --> 02:58:05.696]  Last week, the World Economic Forum was given over $100 million by Government of Canada to roll out a World ID through the UN based on the Communist Chinese digital social credit score system.
[02:58:05.816 --> 02:58:08.357]  And now, just today, Bill Gates came out.
[02:58:08.677 --> 02:58:09.537]  Here's the article right here.
[02:58:10.177 --> 02:58:18.942]  And his foundation donated $200 million to expand digital ID surveillance system for the same Chinese communist control program.
[02:58:19.022 --> 02:58:30.608]  So the social credit score, communist China, and all the control you see is the model of this system being rolled out in Spain, rolled out in Italy, rolled out in Germany, rolled out in Canada, and now they're trying to roll it out here in America.
[02:58:30.668 --> 02:58:38.692]  Just a few years ago, Klaus Schwab, head of the WEF, said, you will have to take a microchip to buy and sell in the near future.
[02:58:39.292 --> 02:58:40.192]  And now here we are.
[02:58:40.873 --> 02:59:06.901]  So this is a huge, huge issue, that they can then dictate to you, through this new digital currency, through this World ID, every action you take in your life, with a carbon tax, through the social credit score, through universal basic income, as they shut off the regular economy and small businesses, making you sign on for a government handout, but with that handout comes all of the rules of the game.
[02:59:08.188 --> 02:59:12.392]  This is no longer theoretical on some drawing board or some computer.
