[00:00:00.333 --> 00:00:01.674]  So it's all official.
[02:44:10.534 --> 02:44:11.595]  Exactly, your refrigerator, you know.
[02:44:12.055 --> 02:44:13.476]  It's the exact same technology.
[02:44:13.876 --> 02:44:22.080]  One of the things that I'm really surprised about, just so you understand, I've worked for 30 years in the tech industry, primarily in sales, primarily in business management.
[02:44:22.581 --> 02:44:23.941]  I'm not an engineer by training.
[02:44:23.961 --> 02:44:25.442]  I've learned everything on the job, right?
[02:44:26.062 --> 02:44:29.604]  All of the technologies that we're using, we haven't invented anything.
[02:44:30.024 --> 02:44:37.108]  All we're doing is taking existing technologies and combining them in a new way to make it very easy for you to use.
[02:44:37.448 --> 02:44:42.212]   So if you go out to our website, And you download our app after you sign up for your subscription.
[02:44:42.232 --> 02:44:45.434]  You log in and within minutes, everything's going to be secure.
[02:44:45.775 --> 02:44:47.296]  You're not going to have to worry about it anymore.
[02:44:47.756 --> 02:44:49.078]  And that's what I love because I've tried it.
[02:44:49.098 --> 02:44:50.479]  It just takes over.
[02:44:50.579 --> 02:44:52.060]  And then now it's all secure.
[02:44:52.821 --> 02:44:53.341]  Absolutely.
[02:44:53.481 --> 02:44:53.762]  Absolutely.
[02:44:53.782 --> 02:44:57.145]  You know, a lot of people, when they first download, they say, oh, but I can't use my phone app anymore.
[02:44:57.205 --> 02:44:57.765]  Well, that's right.
[02:44:57.785 --> 02:45:02.329]  You can't use your phone app anymore because you don't want AT&T or Verizon tracking every phone call.
[02:45:02.349 --> 02:45:04.431]  You're going to use this app through the Volta app.
[02:45:04.591 --> 02:45:05.611]  Right through the Volta Wireless app.
[02:45:05.631 --> 02:45:06.572]  Yeah, that's the whole point.
[02:45:06.632 --> 02:45:07.492]  And it's going to be secure.
[02:45:07.572 --> 02:45:12.134]  And you can call, unlike Signal and WhatsApp and all that, you can call anyone, anywhere.
[02:45:12.794 --> 02:45:15.956]  We have unlimited talk and text.
[02:45:16.376 --> 02:45:18.097]  You can call anybody anywhere in the world.
[02:45:18.117 --> 02:45:20.378]  Well, David Sinclair, I've got to congratulate you.
[02:45:21.278 --> 02:45:23.059]  For a month, I've been looking at what you're doing.
[02:45:23.079 --> 02:45:24.199]  I checked it all.
[02:45:24.599 --> 02:45:25.880]  You're doing trailblazing stuff.
[02:45:25.920 --> 02:45:27.260]  People should really go there now.
[02:45:27.881 --> 02:45:29.581]  Even an idiot like me can sign up for it.
[02:45:29.601 --> 02:45:33.003]  VoltaWireless.com, promo code Alex, and it supports the broadcast.
[02:45:33.943 --> 02:45:40.626]  Folks, I only bring you things I believe in, and what David Sinclair and Volta Wireless have created is game-changing.
[02:45:42.467 --> 02:46:00.282]   Go to VoltaWireless.com, use promo code ALANGE to get a big discount signing up for their virtual SIM or they'll send you a SIM card for your cell phone that uses machine-to-machine communications and triple-layered Encryption to defeat all these different surveillance systems.
[02:46:00.323 --> 02:46:02.046]  This is the future.
[02:46:02.106 --> 02:46:06.834]  So in the 10 minutes we've got left, David Sinclair to lay out really how incredible this is.
[02:46:07.890 --> 02:46:11.832]  You know, what we did was we built our system based on ignorance by design.
[02:46:12.132 --> 02:46:14.313]  You know, you asked before, well, why hasn't the government come after you?
[02:46:14.353 --> 02:46:16.174]  You know, the government's welcome to come after me.
[02:46:16.834 --> 02:46:18.935]  We've got nothing to hide because we've got no data.
[02:46:19.455 --> 02:46:20.175]  You know, it's crazy.
[02:46:20.195 --> 02:46:25.818]  We have massive amounts of processing power and memory, but the guys who do hosting for us are like, well, don't you want some more storage?
[02:46:25.838 --> 02:46:27.979]  I'm like, well, no, because we don't collect any data.
[02:46:28.379 --> 02:46:33.201]  When subscribers sign up, they sign up anonymously, they provide an email address, and they provide a payment method.
[02:46:33.241 --> 02:46:34.481]  So you guys are a switch.
[02:46:34.541 --> 02:46:35.602]  You're not, you're not, you know.
[02:46:36.142 --> 02:46:37.823]  We don't collect the payment method.
[02:46:37.843 --> 02:46:40.604]  You know, we actually have a third party that handles all of our payment processing for us.
[02:46:40.984 --> 02:46:41.925]  They get the payment method.
[02:46:42.145 --> 02:46:43.205]  So you sign up anonymously.
[02:46:43.766 --> 02:46:46.407]  Unlike your mobile operator, we're not collecting your location.
[02:46:46.667 --> 02:46:48.348]  We're not keeping track of your communications.
[02:46:48.408 --> 02:46:50.548]  Frankly, we can't keep track of your communications.
[02:46:50.588 --> 02:46:57.051]  We designed our system so that even if we wanted to or somebody wanted to hack into our system and try to track you, they can't.
[02:46:57.151 --> 02:46:58.372]  There's nothing there to do it with.
[02:46:59.073 --> 02:47:00.274]  That's the whole focus.
[02:47:00.674 --> 02:47:02.116]  We want people to have complete freedom.
[02:47:02.316 --> 02:47:10.345]  How many times have you been on the phone and you've said, maybe I shouldn't say this on the phone, or maybe I shouldn't have said that on the phone because somebody might be listening?
[02:47:10.646 --> 02:47:12.668]  Well, the truth is, you are getting monitored.
[02:47:12.848 --> 02:47:13.909]  That's the truth today.
[02:47:14.250 --> 02:47:19.995]   Even if you have a dumb phone, Every call, every text, the operator's got a record of it.
[02:47:20.315 --> 02:47:21.676]  The government gets access to it.
[02:47:22.217 --> 02:47:23.738]  That's the law today.
[02:47:24.038 --> 02:47:34.866]  And what we're doing is changing that paradigm completely by making everything encrypted, so that even if somebody's able to get into it, there's just no way that they're going to be able to figure out what it actually is.
[02:47:35.167 --> 02:47:35.927]  Who you are, even.
[02:47:36.528 --> 02:47:42.071]   Even if you call somebody who's not a Volta subscriber using the Volta app, What's going to happen?
[02:47:42.331 --> 02:47:47.173]  Well, yes, it's not encrypted when it gets to your friend's phone, because he's not using Volta on his phone.
[02:47:48.073 --> 02:47:50.614]  And somebody over there can listen in on that end.
[02:47:50.954 --> 02:47:53.615]  But if they start trying to trace it back to figure out, well, who's it coming from?
[02:47:53.635 --> 02:47:56.456]  They're essentially going to get it dead-ended at our data center.
[02:47:56.556 --> 02:48:01.197]  Because it's encrypted completely from your device to our data center, where we connect to the regular telco network.
[02:48:02.217 --> 02:48:04.378]  But we don't have any record that you actually made that call.
[02:48:04.598 --> 02:48:06.499]  And this is the real revolution.
[02:48:06.539 --> 02:48:07.119]  Explain that.
[02:48:07.679 --> 02:48:08.918]  This is so huge.
[02:48:08.918 --> 02:48:13.719]   I mean, it's just, it's a very simple philosophy called ignorance by design.
[02:48:13.719 --> 02:48:16.958]  We don't wanna know, we don't want any records.
[02:48:16.958 --> 02:48:18.198]  Any records that--
[02:48:18.198 --> 02:48:21.679]   Yeah, and they can't say you're bad, 'cause why should you, exactly,
[02:48:21.679 --> 02:48:23.638]  why should you know what they're saying or doing?
[02:48:23.638 --> 02:48:29.397]   Exactly, you know, the world over the last 10 years has been transformed by what they call
[02:48:29.397 --> 02:48:31.279]  the surveillance capitalism.
[02:48:31.279 --> 02:48:34.478]   You know, giving you free services and then taking all your data.
[02:48:34.478 --> 02:48:37.759]   You know, if you're not paying for the product, you are the product, right?
[02:48:37.759 --> 02:48:40.558]  That's, we're basically the counter to that paradigm.
[02:48:40.460 --> 02:48:41.021]  We're saying, you know what?
[02:48:41.501 --> 02:48:44.062]  We're going to charge you a reasonable fee.
[02:48:44.242 --> 02:48:47.464]  $39.99 for unlimited talk text and high-speed data, plus all these privacy features.
[02:48:47.764 --> 02:48:50.325]  That's less than most people are paying for their mobile subscriptions today.
[02:48:51.186 --> 02:48:53.207]  So we're charging you a reasonable fee.
[02:48:53.727 --> 02:48:54.928]  We don't have any ads.
[02:48:54.968 --> 02:48:59.830]  We don't collect any data, so we can't sell it, and the government can't demand it from us, and hackers can't steal it.
[02:49:01.411 --> 02:49:13.715]  The focus here is you should be willing to pay kind of what you pay for your mobile service today to get all of these benefits of having security and privacy and not having to worry about, you know, Apple or Google or anybody else tracking you.
[02:49:13.875 --> 02:49:15.575]  I mean, I can't say it enough, David.
[02:49:16.015 --> 02:49:17.476]  This is the revolution.
[02:49:17.656 --> 02:49:23.137]  Companies not screwing you and selling your data and just charging you to give you anonymity.
[02:49:23.558 --> 02:49:30.053]   Not that you're bad, but like, I mean, again, I'm not bad, but I was, you know, In bed with my wife last night.
[02:49:30.113 --> 02:49:31.173]  Nobody needs to be watching it.
[02:49:31.233 --> 02:49:32.494]  It's my personal life.
[02:49:32.754 --> 02:49:33.855]  Yeah, absolutely.
[02:49:34.015 --> 02:49:34.435]  Absolutely.
[02:49:34.455 --> 02:49:40.659]  There's no reason anybody should know who did you talk to yesterday and how many times did you talk to them and what did you talk to them about?
[02:49:41.019 --> 02:49:42.560]  You know, you're at the doctor's office.
[02:49:42.580 --> 02:49:45.141]  I would feel embarrassed if I was watching my neighbor over the fence.
[02:49:45.761 --> 02:49:45.981]  Yeah?
[02:49:46.121 --> 02:49:47.642]  I mean, like, what's he saying to his wife?
[02:49:47.662 --> 02:49:48.523]  What's he saying to his kids?
[02:49:48.543 --> 02:49:48.843]  It's crazy.
[02:49:49.423 --> 02:49:50.124]  Sorry, interruption.
[02:49:50.144 --> 02:49:51.364]  You were saying something about the doctor.
[02:49:51.384 --> 02:49:51.765]  No, no, that's okay.
[02:49:51.785 --> 02:49:52.065]  It's crazy.
[02:49:52.996 --> 02:49:55.638]  Also, if you're at the doctor's office and you get some news, right, what are you going to do?
[02:49:55.658 --> 02:49:56.379]  You're going to call somebody?
[02:49:56.399 --> 02:49:58.440]  You're going to text somebody to let them know what's going on, right?
[02:49:59.041 --> 02:50:00.702]  Well, HIPAA goes right out the window.
[02:50:00.762 --> 02:50:02.784]  HIPAA is supposed to protect your medical privacy, right?
[02:50:02.824 --> 02:50:06.827]  But as soon as you send that as a text message to somebody or make a phone call to somebody about that...
[02:50:07.619 --> 02:50:08.039]  Guess what?
[02:50:08.059 --> 02:50:12.864]  And that's on medical record that, okay, you just got diagnosed with whatever it was.
[02:50:13.425 --> 02:50:13.986]  You sent it.
[02:50:14.046 --> 02:50:15.207]  It's attached to your ID.
[02:50:15.247 --> 02:50:16.048]  It's not a report.
[02:50:16.708 --> 02:50:17.149]  Exactly.
[02:50:17.389 --> 02:50:19.031]  And it gets sold to brokers.
[02:50:19.631 --> 02:50:22.574]  And these data brokers, they'll sell that data to anybody.
[02:50:22.615 --> 02:50:23.936]  They don't care what they're going to do with it.
[02:50:24.036 --> 02:50:29.878]  You know, if you're lucky, it's just an insurance company or, you know, somebody owns an apartment you want to rent trying to do a background check.
