[00:00:00.129 --> 00:00:01.752]  Emergency Friday broadcast.
[02:48:19.446 --> 02:48:26.373]  And we come to build what's known as a personality and your personality might say you're good at this.
[02:48:26.413 --> 02:48:27.274]  You're not good at this.
[02:48:27.314 --> 02:48:28.595]  You're only capable of this.
[02:48:29.376 --> 02:48:35.341]  But what I invite you to consider is that your personality is is nothing more than an illusion.
[02:48:36.702 --> 02:48:40.486]  It's an illusion that feels very real due to the nervous system.
[02:48:41.078 --> 02:48:46.322]  There's a term in neuroscience that Alex talks about in the Reset Wars course called Hebb's Law.
[02:48:46.982 --> 02:48:50.625]  And Hebb's Law says that nerve cells that fire together, wire together.
[02:48:51.025 --> 02:48:57.309]  Every time we have a thought, every time we have an emotion, especially in the earlier years of our life, we fire cells in our brain.
[02:48:57.329 --> 02:49:10.118]  And when we fire the same cells over and over and over again, they wire together and they build the neurological circuitry in our brain similar to an old growth forest, how all the roots grow together.
[02:49:11.289 --> 02:49:15.212]  And they basically become one and it becomes a hardened root system.
[02:49:15.752 --> 02:49:18.134]  Well, similarly, that's all your personality is.
[02:49:18.774 --> 02:49:23.357]  But we now know through neuroscience and neuro meaning brain and plastic meaning changeable.
[02:49:23.757 --> 02:49:28.380]  We know through the changeable studies of the brain that you aren't stuck that way.
[02:49:29.441 --> 02:49:32.123]  And today we talked about building a vision.
[02:49:32.791 --> 02:49:37.174]  And three types of goals, an A-type goal, a B-type goal, and a C-type goal.
[02:49:37.714 --> 02:49:39.975]  And a C-type goal is a goal that you don't know how to do.
[02:49:40.496 --> 02:49:46.940]  So a C-type goal is when God fills you with a vision, an extraordinary purpose.
[02:49:47.640 --> 02:50:00.748]  But what happens to most people is once they're inspired by that, they move back into their old personality complex that rationally explains why they can't or can't, why they can or cannot do something.
[02:50:02.009 --> 02:50:17.041]   And The whole of this agenda relies, again, off of us believing we are just physical bodies, we are just our past, and we are what our brain or nervous system tells us.
[02:50:18.241 --> 02:50:23.223]  And there's two questions that Bob Proctor really changed my life with.
[02:50:23.743 --> 02:50:26.024]  And he said, number one, is it true?
[02:50:26.604 --> 02:50:29.245]  And number two, who would I be without that thought?
[02:50:30.322 --> 02:50:36.527]  Is it really true that because of the regime that you cannot find joy?
[02:50:37.087 --> 02:50:46.775]  Is it really true that you have to be depressed and angry and upset and resort to overdrinking or overusing of substances?
[02:50:47.195 --> 02:50:48.116]  Is it really true?
[02:50:50.138 --> 02:50:51.639]  And who would I be without that thought?
[02:50:52.039 --> 02:50:59.421]   Who would I be without the thought that I will always be in debt because of the debt slave system that was created.
[02:51:00.002 --> 02:51:02.302]  Who would I be without the thought that I don't know how?
[02:51:02.742 --> 02:51:12.644]  Who would I be without the thought, well, I want to build a big media company, I want to build an awesome podcast that inspires people, I want to do X, Y, and Z, but I don't know how.
[02:51:13.264 --> 02:51:14.564]  Who would I be without that thought?
[02:51:17.405 --> 02:51:33.092]   And there was a time in my life where I thought that The people with the power were just Joe Rogan or just Alex Jones or just some of the other great guests that would come on and expose what was happening in the world.
[02:51:33.772 --> 02:51:39.657]  And then there was a point in my life where I said, why am I giving my power away to everything outside of myself?
[02:51:41.099 --> 02:51:43.380]  And this is the question that they don't want us to ask.
[02:51:44.621 --> 02:51:46.403]  How am I giving my power away?
[02:51:47.444 --> 02:51:48.545]  And why am I doing it?
[02:51:50.026 --> 02:52:02.755]  Now, the answer to why we're doing it is because it's a habitual thought pattern, but we have something called free will, and that's the ability to think anything that we want to think and override the programs that are buried in the subconscious.
[02:52:03.616 --> 02:52:32.237]   And so the question that I invite you to keep in your back pocket as we end the show here today and you Pull out a pen and pad and you write down your big vision for the way that you're going to dent the universe, for the way that you're going to tap into the image in God in which you were made, and you're going to harness that divine power to do something powerful and do something meaningful and do something significant.
[02:52:33.598 --> 02:52:36.720]  Whenever the old thoughts come in, you ask yourself two questions.
[02:52:37.280 --> 02:52:38.881]  Is this really true?
[02:52:40.783 --> 02:52:42.564]  And the answer is probably no.
[02:52:43.675 --> 02:52:46.363]  And the next question is, who would I be without that thought?
[02:52:48.075 --> 02:52:49.376]  Who would I be without that thought?
[02:52:49.696 --> 02:53:14.372]  Because it's easy to think that you can't build a new, awesome business, you can't rebuild, you can't build an awesome new social platform, you can't do something powerful with the education system because, oh, well, we don't have In-Q-Tel funding us, and we don't have the venture capital behind us, or I don't have the charisma or the skill set that Alex Jones has, or whatever it might be.
[02:53:14.432 --> 02:53:16.253]  I'm too busy, I have too much going on.
[02:53:17.179 --> 02:53:18.240]  I don't have the time.
[02:53:19.081 --> 02:53:20.603]  Who would I be without that thought?
[02:53:22.185 --> 02:53:23.666]  Who would I be without that thought?
[02:53:24.928 --> 02:53:35.359]  You know, when Jesus said, mountains move and they shall, I don't think he sat back and said, but could I really?
[02:53:36.860 --> 02:53:38.022]  Is it actually possible?
[02:53:41.016 --> 02:53:45.698]  Because at every single second, this universal energy is flowing through us.
[02:53:46.059 --> 02:53:51.241]  And at every single second, you and I are making a free will decision of how we're going to harness this energy.
[02:53:52.882 --> 02:54:04.248]  And there's a quote that Tony Robbins says a lot, and he says that most people overestimate what they can accomplish in a year, and they underestimate what they can accomplish in a decade.
[02:54:05.208 --> 02:54:21.199]   And as we come to the conclusion today, Earlier in the show, I was a little emotional because just three minutes before I came on air, I found out that my mentor and one of my dear friends, Bob Proctor, had just passed away today.
[02:54:22.480 --> 02:54:28.045]  And it made me think about something.
[02:54:29.206 --> 02:54:30.588]  What do you want to leave behind?
[02:54:32.242 --> 02:54:35.785]  The life expectancy of a human being is roughly 78 years.
[02:54:36.005 --> 02:54:40.969]  You know, let's say it's higher now because of new advances in technology or whatnot.
[02:54:41.690 --> 02:54:47.455]  And I want you to just pull out a mental calculator in your head, take your age and subtract it by call it 80 years.
[02:54:47.995 --> 02:54:50.157]  You're 50 years old, subtracted by 80.
[02:54:50.357 --> 02:54:54.941]  That means you got roughly 30 years left.
[02:54:54.961 --> 02:54:55.542]  30 years left.
[02:54:57.322 --> 02:55:05.302]   And the question is, are you going to surrender your creative power to what's happening in the world, or are you
[02:55:05.302 --> 02:55:07.322]  going to do something about it?
[02:55:07.322 --> 02:55:11.322]  We're all not going to be Alex Jones.
[02:55:11.340 --> 02:55:18.183]  But in every single city, in every single state, in every single country, there's work to be done.
[02:55:19.083 --> 02:55:37.232]  Now, your work may not be altruistically feeding a million kids, but you might be able to harness the power of creative energy to double the sales in your business so you have double the resources to not only protect your family, but then to fund the projects that you care about and that you find meaningful.
[02:55:38.010 --> 02:55:39.651]  And I'm not asking you to believe me.
[02:55:40.252 --> 02:55:42.314]  I'm asking you to test this to yourself.
[02:55:42.814 --> 02:55:50.140]  I'm asking you to deepen your connection to God and deepen your connection to the universe and ask God to show up for you.
[02:55:50.540 --> 02:55:54.284]  To take a big, bold action somehow in your life today.
[02:55:54.904 --> 02:56:00.188]  Tap into a C-type vision and ask God to show up for you in a meaningful way.
[02:56:01.009 --> 02:56:03.131]  If you don't know how, it doesn't matter.
[02:56:03.471 --> 02:56:04.351]  You don't need to know how.
[02:56:04.712 --> 02:56:18.277]  If all the energy that ever was and ever will be is already created because energy can never be destroyed, that means the future, that means your problems, that means the know-how, the plan, the resources, it's already out there somewhere in the quantum field.
[02:56:18.897 --> 02:56:28.021]  But most people never find out that real magic of God and that real magic of the universe because they talk themselves out of it before they even get there.
