[00:00:00.189 --> 00:00:01.772]  Oh, no!
[02:43:42.891 --> 02:43:50.174]  The point is, is that you just type in, they bought a billion of gold last year, they already had a half billion.
[02:43:50.714 --> 02:43:51.415]  You people!
[02:43:53.416 --> 02:43:55.597]  Are a bunch of lunatic crooks, okay?
[02:43:55.617 --> 02:43:56.457]  And I've had enough of you.
[02:43:57.178 --> 02:44:02.880]  And the people don't care, as long as they can wear a UT shirt, that's their tribe, that's their future, to be milked by these people.
[02:44:04.281 --> 02:44:12.484]  In every water district, every school district, everything, over 70% of their money is in private offshore funds, which are public, but no one seems to care.
[02:44:12.764 --> 02:44:15.846]  And they talk about how we gotta raise taxes all day or we'll have to lay off cops.
[02:44:15.886 --> 02:44:16.386]  Give me a break.
[02:44:18.547 --> 02:44:26.988]  The truth is, the industrial society created fabulous wealth beyond anyone's imaginations, and they don't want the public becoming empowered because you become uppity.
[02:44:28.086 --> 02:44:30.687]  Let's go to this great promo.
[02:44:31.027 --> 02:44:31.767]  This is promo two.
[02:44:31.787 --> 02:44:33.428]  We've already had one promo with Ja'Kari Jackson.
[02:44:33.748 --> 02:44:43.512]  This is promo number two with David Knight voicing it about what's coming up tomorrow during the show and then on the 10 hours we're going to have total tomorrow.
[02:44:43.532 --> 02:44:48.554]  530 Gerald Cilente Central, 630 Max Geiser, Wayne Madsen, Paul Craig Roberts, Lou Rockwell, Nomi Prins.
[02:44:49.634 --> 02:44:52.975]  Webster Tarpley and many others that we're going to have on tomorrow.
[02:44:53.055 --> 02:44:54.196]  There's a free video stream.
[02:44:54.596 --> 02:44:57.757]  Find it at Infowars.com forward slash election or you can't miss it.
[02:44:58.178 --> 02:44:59.218]  Infowars.com.
[02:44:59.878 --> 02:45:02.759]  We've got a new background for the site the next two days.
[02:45:03.180 --> 02:45:05.721]  It's a big giant puppet show set.
[02:45:05.741 --> 02:45:09.442]  So be sure and check that out and save that link and send it on to others.
[02:45:09.462 --> 02:45:12.043]  Before we go back to your calls and some news, here's that promo.
[02:45:15.145 --> 02:45:18.606]  Every four years, the United States of America hears the drumbeat of billions
[02:45:22.534 --> 02:45:24.897]  And poll after poll after poll.
[02:45:25.638 --> 02:45:26.879]  This can only mean one thing.
[02:45:27.219 --> 02:45:29.382]  It's time to pick our globalist puppet leader.
[02:45:30.423 --> 02:45:33.126]  We're going to be left with a choice of a lesser of two evils.
[02:45:33.387 --> 02:45:40.155]  They continue to vote for these Democrats and Republicans, the people that are wrecking our country, and yet they still vote for them.
[02:45:40.990 --> 02:45:44.993]  Unlike North Korea and China, we Americans have the illusion of choice this November 6th.
[02:45:45.634 --> 02:45:48.075]  Will it be globalist Puppet A or Puppet B?
[02:45:48.536 --> 02:45:50.217]  I think that a lot of votes are going to be stolen.
[02:45:50.477 --> 02:45:55.561]  By the millions, in fact, I can give you a pretty solid number, about at least 5.9 million.
[02:45:55.921 --> 02:45:59.404]  Because I'm a statistician, I work from the government's raw data.
[02:45:59.444 --> 02:46:01.606]  About 5.9 million votes are going to go kapoof.
[02:46:02.026 --> 02:46:07.769]  I don't know how you could possibly have voter fraud when your son owns the voting machines.
[02:46:07.889 --> 02:46:13.272]  Tune in to the live video streams at PrisonPlanetTV or InfoWars.com from 5 p.m.
[02:46:13.292 --> 02:46:14.292]  to midnight central.
[02:46:14.592 --> 02:46:21.756]  Alex Jones will be live with some great special guests to cover what is in store for our country as we march into the arms of the new world order.
[02:46:22.296 --> 02:46:26.098]  And tune in Wednesday for more live, free stream, election
[02:46:32.543 --> 02:46:34.704]  Coke or Pepsi, Romney or Obama?
[02:46:35.084 --> 02:46:36.184]  The choice is not up to you.
[02:46:36.684 --> 02:46:39.765]  So join us as we talk about the real issues facing our country.
[02:46:40.245 --> 02:46:49.868]  Guests will include Gerald Salenti, Wayne Madsen, Max Keiser, Paul Craig Roberts, Lou Rockwell, Nomi Prins, and Webster Tarpley.
[02:46:50.468 --> 02:46:54.509]  We will have live sheeple updates from polling centers and political parties around Austin.
[02:46:55.720 --> 02:47:00.121]  Which management team from Slavery Incorporated will run the country into oblivion for the next four years?
[02:47:00.401 --> 02:47:08.003]  Tune in to Infowars.com or Prison Planet TV this Tuesday, November 6th and Wednesday, November 7th as another meaningless pageant is played out.
[02:47:08.584 --> 02:47:09.684]  The streams will be free.
[02:47:10.244 --> 02:47:13.745]  So send the link below to all your friends on Facebook and Twitter.
[02:47:15.031 --> 02:47:16.592]  Well, it's not totally meaningless.
[02:47:16.652 --> 02:47:19.275]  It's like, do you want to be fed into a meat grinder or a wood chipper?
[02:47:19.355 --> 02:47:20.756]  I mean, there are some differences.
[02:47:20.796 --> 02:47:23.398]  Do you want to be eaten alive by crocodiles or sharks?
[02:47:23.458 --> 02:47:24.079]  I mean, come on.
[02:47:24.879 --> 02:47:26.300]  Come on, there is some differences here.
[02:47:26.320 --> 02:47:29.083]  Do you want to be shot in the head with a .357 Magnum or a .45?
[02:47:29.183 --> 02:47:35.808]  I mean, you know, it kind of... Do you want to jump off a cliff into razor blades or into giant spikes?
[02:47:36.789 --> 02:47:39.011]  I mean, there's a lot of differences here.
[02:47:39.031 --> 02:47:41.093]  Do you want to drink arsenic or...
[02:47:42.278 --> 02:47:42.878]  You want a drink?
[02:47:43.859 --> 02:47:44.259]  I don't know.
[02:47:44.339 --> 02:47:45.359]  What's another poison?
[02:47:46.560 --> 02:47:49.241]  I don't want to say... Yeah, cyanide's so much more powerful, though.
[02:47:49.261 --> 02:47:50.041]  That would be a choice.
[02:47:51.642 --> 02:47:52.242]  It doesn't matter.
[02:47:52.262 --> 02:47:55.263]  Oh, yeah, chlorine gas.
[02:47:55.343 --> 02:47:55.703]  Whatever.
[02:47:57.824 --> 02:48:01.105]  All I know is Obama's not going to be facing re-election, and I got a bad feeling.
[02:48:03.686 --> 02:48:04.787]  I got a bad feeling.
[02:48:04.827 --> 02:48:05.947]  I got a bad feeling.
[02:48:06.988 --> 02:48:08.228]  Let's go to Mark in New York.
[02:48:08.288 --> 02:48:09.168]  Mark, welcome, sir.
[02:48:09.209 --> 02:48:10.089]  What's on your mind today?
[02:48:11.664 --> 02:48:12.865]  Good afternoon, Alex.
[02:48:14.367 --> 02:48:27.019]  Regarding the election charade, Bill Cooper spoke of this condition before being murdered, which was 11 years ago today, as a matter of fact.
[02:48:28.560 --> 02:48:30.482]  I don't know if it was so much about the
[02:48:31.877 --> 02:48:35.138]  Computerized enhancements.
[02:48:35.658 --> 02:48:37.078]  I mean, it was computerized then.
[02:48:37.138 --> 02:48:41.959]  They fed paper scantrons predominantly into a computer, which then did whatever it wanted.
[02:48:43.220 --> 02:48:53.402]  Well, on the lighter side, do you know Belzer did a stint with Lampoon years ago?
[02:48:54.402 --> 02:48:55.422]  Check out YouTube.
[02:48:55.902 --> 02:48:58.443]  Dick Ballantyne call-in radio talk show.
[02:49:00.253 --> 02:49:04.895]  Yeah, I want to get Richard Belzer back on for election coverage sometime on the radio tomorrow.
[02:49:05.235 --> 02:49:11.218]  And I'm going to try to get, I need to call him or text him, I want to try to get the Washington Times reporter, Joseph Curl, on.
[02:49:11.238 --> 02:49:12.438]  So we have a lot of surprises.
[02:49:12.678 --> 02:49:14.019]  Ventura's coming on as well.
[02:49:14.459 --> 02:49:15.800]  He's already set up for Wednesday.
[02:49:16.360 --> 02:49:17.520]  David Icke, always interesting.
[02:49:17.540 --> 02:49:18.601]  Want to get his take on everything.
[02:49:19.001 --> 02:49:22.022]  That is all, that is all coming up, my friend.
[02:49:23.543 --> 02:49:24.003]  Good enough.
[02:49:24.183 --> 02:49:26.124]  Ciao, Bella.
[02:49:26.164 --> 02:49:27.324]  Anything else you'd like to add?
[02:49:27.985 --> 02:49:28.765]  Well, that's it, sir.
[02:49:29.107 --> 02:49:29.787]  Alright, thank you.
[02:49:30.187 --> 02:49:32.968]  Let's jam in one more before we got a break and come back with this big brother news.
[02:49:33.048 --> 02:49:34.888]  David, in Arizona, you're on the air.
[02:49:34.928 --> 02:49:35.308]  Go ahead.
[02:49:37.169 --> 02:49:38.009]  Hi Alex.
[02:49:38.149 --> 02:49:39.009]  First time caller.
[02:49:39.249 --> 02:49:39.549]  Welcome.
[02:49:40.629 --> 02:49:42.770]  I am in Tombstone, Arizona.
[02:49:43.590 --> 02:49:44.730]  And I'm just outside of town.
[02:49:44.750 --> 02:49:48.451]  A lot of people don't know this, but you were just speaking about arsenic.
[02:49:49.531 --> 02:49:53.412]  And our town is being fed arsenic in the waters now because
[02:49:54.460 --> 02:50:07.546]  The, uh, there were some fires in the Huachuca Mountains a while back, and it collapsed some of the water lines from some mudslides, and under Obama's administration, the Forestry Service is not allowing them to fix the lines.
[02:50:07.566 --> 02:50:09.927]  Now, these lines were put in in the days of Wyatt Earp.
[02:50:10.047 --> 02:50:11.468]  I mean, Tombstone had plumbing.
[02:50:11.528 --> 02:50:12.729]  No, it's an incredible town.
[02:50:12.769 --> 02:50:14.390]  In fact, I'd love to go spend a week there.
[02:50:14.550 --> 02:50:15.390]  Amazing history.
[02:50:15.430 --> 02:50:18.431]  All the old mines, Boot Hill, uh, just amazing.
[02:50:18.451 --> 02:50:23.474]  Yeah, they're talking in New Jersey not letting them rebuild Jersey Shore for the Earth.
[02:50:25.303 --> 02:50:25.490]  Huh.
[02:50:27.202 --> 02:50:37.967]  I think they're trying to choke out this town because most people are, you know, we're all gun owners and we all are anti-Obama and, you know, it's got some old west spirit to it.
[02:50:38.007 --> 02:50:43.009]  Well, I say it's time for people to ignore the criminal Forest Service and sue them, whatever.
[02:50:43.449 --> 02:50:49.132]  But the Forest Service, by and large, are a bunch of environmental land-grabbing cult members who don't care about the environment.
[02:50:49.152 --> 02:50:54.274]  It's all about a power grab, because I'll assure you, on the Jersey Shore, it's only going to be the insiders that get to rebuild.
[02:50:54.594 --> 02:50:55.455]  Hold them on at Pops.
[02:50:56.095 --> 02:50:58.819]  The little environmental idiots will be out there making sure you can't rebuild.
[02:50:59.720 --> 02:51:00.361]  Anything else, sir?
[02:51:01.322 --> 02:51:03.405]  Yes, one other thing I wanted to bring up.
[02:51:03.925 --> 02:51:09.132]  Also, we have a border patrol, NSA, you know, whatever, right here outside of town.
[02:51:09.152 --> 02:51:10.073]  I want to hear about it.
[02:51:10.093 --> 02:51:10.414]  Stay there.
[02:51:12.952 --> 02:51:17.754]  Have you ever wanted to generate your own supply of electrical power, even save money on your electric bill?
[02:51:17.894 --> 02:51:20.975]  If so, this is going to be the most important message you will ever hear.
[02:51:21.175 --> 02:51:23.336]  Solar power generators are now available.
[02:51:23.596 --> 02:51:28.097]  These emergency backup systems provide life-saving electrical power when you need it most.
[02:51:28.337 --> 02:51:34.339]  Unlike gas generators, a solar generator runs quietly, emits no fumes, and produces electricity from the sun.
[02:51:34.619 --> 02:51:37.781]  It's like having an electric power plant running quietly in your own home.
[02:51:38.121 --> 02:51:41.982]  Run some pumps, shortwave radios, computers, and even keep your food from spoiling.
[02:51:42.222 --> 02:51:47.164]  Whether it's hurricanes, ice storms, brownouts or blackouts, you'll never suffer through painful power outages again.
[02:51:47.444 --> 02:51:48.304]  And here's the best news.
[02:51:48.384 --> 02:51:55.967]  A remarkable fall truckload sale going on right now that gets you $1,700 in bonuses when you buy a solar generator.
[02:51:56.207 --> 02:52:03.069]  To find out why solar generators are the best generators and get $1,700 for doing so, go to falltruckloadsale.com.
[02:52:03.109 --> 02:52:04.910]  That's falltruckloadsale.com.
[02:52:05.130 --> 02:52:07.230]  Generate your own supply of electricity.
[02:52:07.451 --> 02:52:09.431]  Go to falltruckloadsale.com.
[02:52:09.631 --> 02:52:11.492]  That's falltruckloadsale.com.
[02:52:12.469 --> 02:52:13.689]  Don't throw away leftovers.
[02:52:14.029 --> 02:52:19.831]  Instead, throw all your leftovers, vegetable peels, eggshells, coffee grounds, pizza crusts, and more into the Bokashi!
