[00:00:15.137 --> 00:00:16.518]  You want to fight?
[02:48:37.339 --> 02:48:38.180]  They never settle out.
[02:48:38.851 --> 02:48:39.751]  They're self-suspending.
[02:48:39.791 --> 02:48:40.731]  They're self-suspending.
[02:48:40.951 --> 02:48:41.752]  They never settle out.
[02:48:41.992 --> 02:48:42.632]  Wow.
[02:48:42.732 --> 02:48:45.092]  It's a perpetual motion machine.
[02:48:45.332 --> 02:48:48.573]  So you're actually drinking electrical energy.
[02:48:48.633 --> 02:48:50.573]  You're drinking magnetism.
[02:48:51.614 --> 02:48:52.374]  Of a sort, yeah.
[02:48:52.614 --> 02:48:54.414]  So you're drinking a magnetic solution.
[02:48:54.574 --> 02:48:54.814]  Yes.
[02:48:55.394 --> 02:48:58.695]  Would you say that the effect on the body is that it amps up the magnetic energy?
[02:48:58.755 --> 02:49:01.556]  Well, if you look at the heart, for instance, which is an electrical thing.
[02:49:01.696 --> 02:49:01.876]  Right.
[02:49:03.581 --> 02:49:08.905]  When people start getting palpitations, they are having an electrical conduction problem.
[02:49:09.485 --> 02:49:14.348]  So you give them selenium in a colloidal form, problem solved.
[02:49:14.428 --> 02:49:14.628]  Wow.
[02:49:14.969 --> 02:49:15.149]  Okay?
[02:49:15.809 --> 02:49:17.410]  And so it's that simple.
[02:49:18.231 --> 02:49:20.292]  At any rate, then I was able to make liquids.
[02:49:20.332 --> 02:49:24.515]  Of course, I think I'm considered the father of liquid supplementation at that level.
[02:49:25.276 --> 02:49:29.018]  And the initial product we had was just what we called plant minerals.
[02:49:29.759 --> 02:49:30.759]  I remember that.
[02:49:30.779 --> 02:49:31.680]  Yeah, 77 plant minerals.
[02:49:32.407 --> 02:49:32.647]  I think?
[02:49:52.761 --> 02:49:53.541]  And things to it.
[02:49:53.701 --> 02:49:55.862]  Now I tried adding the fatty acid and it turned into soap.
[02:49:56.022 --> 02:49:56.462]  I'm sure.
[02:49:56.522 --> 02:49:57.803]  It became a solid.
[02:49:57.823 --> 02:49:58.923]  You can't add fatty acid.
[02:49:58.943 --> 02:50:01.764]  But it's a miracle that you could add all that other stuff in there.
[02:50:01.804 --> 02:50:03.184]  That's some amazing formulations.
[02:50:03.204 --> 02:50:04.605]  And let me tell you something.
[02:50:04.625 --> 02:50:05.505]  I formulate for a living.
[02:50:06.065 --> 02:50:11.847]  And the formulations that you guys, Young Jebby's come up with some formulations that are absolutely stupendous.
[02:50:11.967 --> 02:50:13.167]  And it started off with that.
[02:50:13.567 --> 02:50:14.187]  Bottle of minerals.
[02:50:14.227 --> 02:50:15.408]  That bottle of minerals.
[02:50:15.448 --> 02:50:16.128]  That bottle of minerals.
[02:50:16.268 --> 02:50:17.468]  We just kept adding things to it.
[02:50:17.508 --> 02:50:19.769]  Of course we run into the thing like turning into soap and
[02:50:20.089 --> 02:50:24.512]  We had bottles exploding and stuff, and so in the early days it was quite adventurous.
[02:50:25.252 --> 02:50:30.656]  And then of course, right now, we have an Alex Pack, which you can buy by itself or part of the Alex Pack.
[02:50:30.956 --> 02:50:32.417]  I like the Alex because you've got a complete thing.
[02:50:33.154 --> 02:50:33.294]  Yes.
[02:50:51.878 --> 02:50:53.059]  We're not talking about a V8 here.
[02:50:53.459 --> 02:50:55.782]  We're talking a V115.
[02:50:56.022 --> 02:50:58.264]  That's amazing.
[02:50:58.284 --> 02:50:58.304]  V115.
[02:50:58.825 --> 02:51:01.047]  V115, not V8.
[02:51:01.127 --> 02:51:04.010]  Plus 1,000 mg of vitamin C, plus copper, plus selenium.
[02:51:04.030 --> 02:51:05.171]  Plus all 60 essential.
[02:51:05.191 --> 02:51:06.312]  Plus glucosamine, I think.
[02:51:06.332 --> 02:51:07.874]  Yes, there is.
[02:51:08.014 --> 02:51:09.696]  That's an amazing, amazing product.
[02:51:10.156 --> 02:51:13.400]  If people don't do anything but that, they're going to notice dramatic results.
[02:51:13.520 --> 02:51:14.581]  Huge, huge.
[02:51:14.980 --> 02:51:16.541]  And of course, kids like it because it tastes good.
[02:51:16.561 --> 02:51:17.001]  It tastes great.
[02:51:17.021 --> 02:51:18.562]  And then for absorption, that's another thing.
[02:51:18.962 --> 02:51:20.983]  You know, in pharmacy school, we study delivery.
[02:51:21.003 --> 02:51:22.603]  That's one of the main things we study, is delivery.
[02:51:22.643 --> 02:51:28.786]  And they tell you, if you want to deliver things in the body, you don't want to use a suppository, and you don't want to use an injection, drink the stuff.
[02:51:29.246 --> 02:51:38.010]  And that is, that was actually, in addition to the colloidal minerals, the nature of the colloids, the fact that it was in a way you could drink it, you would get instant absorption.
[02:51:38.050 --> 02:51:40.131]  It's so important because people have digestive problems.
[02:51:40.191 --> 02:51:41.412]  Everybody has digestive problems.
[02:51:41.752 --> 02:51:43.153]  Bypassing digestive problems.
[02:51:43.233 --> 02:51:43.873]  Liquids, go ahead.
[02:51:44.033 --> 02:51:45.454]  Well, I'll answer that question in a second.
[02:51:45.855 --> 02:51:48.397]  But what we did was even, I thought, more fun.
[02:51:48.918 --> 02:51:51.961]  We take these colloids, which in themselves are very absorbable, right?
[02:51:53.122 --> 02:51:54.323]  Tremendously absorbable.
[02:51:54.423 --> 02:51:57.185]  Very absorbable compared to even solutions.
[02:51:57.906 --> 02:52:01.550]  And so then we turn it into a coffee crystal type technology.
[02:52:02.210 --> 02:52:02.971]  Now, talk about that.
[02:52:03.451 --> 02:52:08.316]  Well, coffee crystals are not actually like you're making an instant drink.
[02:52:08.982 --> 02:52:17.654]  Okay, because what we did was turn it into a brewed thing that has all these juices and vitamins and minerals and amino acids in it.
[02:52:18.055 --> 02:52:22.241]  We made these huge solutions and then we freeze dried it and they turned into crystals.
[02:52:23.046 --> 02:52:25.908]  You just add water and suddenly now it becomes... Rehydrates.
[02:52:26.148 --> 02:52:29.090]  It rehydrates, becomes the original suspension again.
[02:52:29.170 --> 02:52:30.711]  Is that what makes the BTT so special?
[02:52:30.732 --> 02:52:31.492]  It's like freeze-dried?
[02:52:31.532 --> 02:52:31.752]  Yes.
[02:52:31.792 --> 02:52:34.054]  Do you remember that commercial they used to have for the freeze-dried coffee?
[02:52:34.074 --> 02:52:36.055]  That whole... That's the coffee crystals.
[02:52:36.115 --> 02:52:37.076]  Yeah, it's the same idea.
[02:52:37.296 --> 02:52:40.158]  And so we take a colloid and we turn it into the coffee crystal technology.
[02:52:40.178 --> 02:52:42.280]  So it re-colloid, it becomes a colloid again.
[02:52:42.300 --> 02:52:43.180]  It becomes a colloid again.
[02:52:43.280 --> 02:52:46.283]  So the BTT is, it's a colloidal suspension.
[02:52:46.563 --> 02:52:47.744]  It's not a solution.
[02:52:47.864 --> 02:52:49.325]  And then we put it into re-suspension.
[02:52:49.745 --> 02:52:53.387]  When people reconstitute it, it becomes a suspension again.
[02:52:53.447 --> 02:52:58.750]  So they're actually drinking this colloidal liquid again, even though it's portable and you can carry it around.
[02:52:58.790 --> 02:53:00.670]  In light, you can take it on the plane with you.
[02:53:00.691 --> 02:53:01.471]  You can take it on a plane?
[02:53:01.511 --> 02:53:01.951]  That's great.
[02:53:04.480 --> 02:53:05.000]  Cholesterol.
[02:53:05.501 --> 02:53:06.642]  I want to talk about cholesterol.
[02:53:06.962 --> 02:53:11.285]  Statin drugs, hundreds of millions of prescriptions are filled for statin drugs every year.
[02:53:12.026 --> 02:53:13.487]  Everybody's terrified of cholesterol.
[02:53:13.947 --> 02:53:17.770]  Somebody here was asking about eating eggs, and people don't want to eat eggs, they don't want to eat the yolk in eggs.
[02:53:18.410 --> 02:53:20.292]  There's so much misunderstandings about cholesterol.
[02:53:20.532 --> 02:53:32.801]  Please tell our listeners, tell the viewers a little bit about, first of all, what cholesterol is, why it's so important, and then how you can make sure that you have enough cholesterol in your body using dietary strategies.
[02:53:33.814 --> 02:53:36.495]  Well, first of all, cholesterol is an important part of our human structure.
[02:53:36.996 --> 02:53:39.337]  Every cell wall is like 30% cholesterol.
[02:53:39.357 --> 02:53:39.557]  Right.
[02:53:40.877 --> 02:53:48.221]  Every cell wall, the trillions and trillions of cells in your body, every one of them, 30% or more, in some cases 60% of the cell wall is cholesterol.
[02:53:48.481 --> 02:53:50.442]  So you can't make cells without the cells?
[02:53:50.582 --> 02:53:50.962]  That's right.
[02:53:51.883 --> 02:53:52.823]  And cells won't work without it.
[02:53:53.264 --> 02:53:53.964]  They die without it.
[02:53:54.684 --> 02:53:59.667]  And then, 75% of your brain weight, the matter of your brain, the myelin, is cholesterol.
[02:54:00.959 --> 02:54:01.139]  Okay.
[02:54:01.519 --> 02:54:03.720]  If you don't have enough cholesterol, guess what you get?
[02:54:03.900 --> 02:54:04.540]  Alzheimer's disease.
[02:54:05.460 --> 02:54:07.620]  It's a physician-caused disease for lowering your cholesterol.
[02:54:08.740 --> 02:54:09.981]  Then you can't make sex hormones.
[02:54:10.921 --> 02:54:14.481]  Testosterone, estrogen, progesterone, and adrenal hormones are all steroid hormones.
[02:54:14.901 --> 02:54:17.102]  95% by weight is cholesterol.
[02:54:17.562 --> 02:54:19.682]  Vitamin D3 is cholesterol.
[02:54:19.702 --> 02:54:21.943]  7-hydroxy-25 cholesterol.
[02:54:22.063 --> 02:54:22.283]  Right.
[02:54:22.603 --> 02:54:23.923]  Cortisol, cholesterol hormone.
[02:54:24.223 --> 02:54:24.683]  Exactly.
[02:54:25.003 --> 02:54:25.583]  Aldosterone.
[02:54:25.643 --> 02:54:26.524]  Adrenal hormones.
[02:54:26.584 --> 02:54:27.924]  All these things are cholesterol.
[02:54:28.984 --> 02:54:29.084]  So,
[02:54:29.622 --> 02:54:35.625]  You don't have enough cholesterol, you get erectile dysfunction, you get menopause, you get adrenal exhaustion, you get Alzheimer's disease.
[02:54:35.725 --> 02:54:36.065]  All of it.
[02:54:36.205 --> 02:54:36.506]  All of it.
[02:54:37.026 --> 02:54:41.628]  How can this thing, this beautiful chemical, this beautiful molecule, be so demonized in our culture?
[02:54:41.988 --> 02:54:42.789]  It's amazing to me.
[02:54:43.149 --> 02:54:43.789]  Well, here's why.
[02:54:44.850 --> 02:54:47.151]  Because again, biologists don't know anything about chemistry, right?
[02:54:47.892 --> 02:54:49.032]  Doctors don't know anything about nutrition.
[02:54:49.052 --> 02:54:49.212]  Right.
[02:54:49.232 --> 02:54:49.653]  So that's a maxim.
[02:54:49.973 --> 02:54:51.133]  Well, in 1971, after having done 20,000 autopsies, I wrote a paper.
[02:54:58.953 --> 02:55:03.176]  Which compared the plugged arteries in vegans versus plugged arteries in meat eaters.
[02:55:05.278 --> 02:55:06.739]  Looking at this cholesterol series, right?
[02:55:06.959 --> 02:55:10.763]  Well, vegans are eating grains... Well, grains, vegetables, fruits, and nuts.
[02:55:11.463 --> 02:55:13.104]  And guess who had the worst clogged arteries?
[02:55:13.505 --> 02:55:14.005]  Vegans.
[02:55:14.165 --> 02:55:14.385]  Right.
[02:55:14.506 --> 02:55:15.987]  Because of the cholesterol in meat.
[02:55:16.327 --> 02:55:23.853]  Well, there was a little bit of cholesterol in the scarring of the arteries, and that's why in their brains they thought it was cholesterol.
[02:55:25.745 --> 02:55:28.846]  There's turbulence in there and the body's putting cholesterol and they're trying to smooth it out.
[02:55:28.866 --> 02:55:31.007]  You know, like these non-stick pans.
[02:55:32.228 --> 02:55:35.489]  The body's response is to throw cholesterol at it, trying to smooth out the turbulence.
[02:55:35.669 --> 02:55:38.670]  Now, when people eat meat, is there cholesterol in steak?
[02:55:38.710 --> 02:55:39.591]  Is there actually cholesterol?
[02:55:39.611 --> 02:55:39.891]  Of course.
[02:55:39.931 --> 02:55:41.531]  Even after it's cooked and after it's processed?
[02:55:41.611 --> 02:55:42.592]  As long as you don't burn it.
[02:55:43.547 --> 02:55:46.009]  Okay, now, here's the beauty of that study.
[02:55:46.029 --> 02:55:46.009]  1971.
[02:55:46.490 --> 02:55:49.472]  20,000 autopsies and they come out.
[02:55:49.512 --> 02:55:56.698]  This is published in an international Danish pathology journal, Acta Pathologica, translated into six languages.
[02:55:57.119 --> 02:55:57.699]  This went around.
[02:55:57.799 --> 02:56:00.962]  Millions of doctors, millions of pathologists all over the world read this.
[02:56:01.843 --> 02:56:07.427]  Now, they all laughed at me because they were saying, well, Wallach must be sniffing glue because cholesterol causes heart disease.
[02:56:08.528 --> 02:56:09.249]  Well, guess what?
[02:56:10.602 --> 02:56:12.023]  Where were vegans getting their cholesterol?
[02:56:12.043 --> 02:56:12.683]  They're not eating meat.
[02:56:12.703 --> 02:56:13.464]  They're not eating eggs.
[02:56:13.884 --> 02:56:14.464]  They're making it.
[02:56:16.545 --> 02:56:20.127]  The oils in the grains are oxidizing.
[02:56:20.147 --> 02:56:22.468]  Because they were stored improperly.
[02:56:23.588 --> 02:56:29.791]  And then, they stir fry in extra, extra, extra, virgin, virgin, virgin olive oil.
[02:56:30.731 --> 02:56:34.313]  You turn those oils into trans fatty acids and heterocyclic amines, right?
[02:56:35.053 --> 02:56:35.634]  By heating them.
[02:56:36.054 --> 02:56:37.214]  They eat a lot of salad dressings.
[02:56:37.254 --> 02:56:38.275]  So where's the cholesterol coming from?
[02:56:39.239 --> 02:56:45.141]  From the body makes a little bit as a sort of, again, a protective device.
[02:56:45.161 --> 02:56:47.022]  Kind of like this non-stick pan again, right?
[02:56:48.283 --> 02:56:50.244]  But it came from your own body.
[02:56:50.284 --> 02:56:54.505]  So it's upregulating the body's manufacturing system of cholesterol.
[02:56:54.625 --> 02:56:56.786]  Yeah, but it's infinitesimally small.
[02:56:56.806 --> 02:56:57.707]  It wasn't even a factor.
[02:56:58.187 --> 02:57:00.888]  That's the only strange thing that was in there, right?
[02:57:00.908 --> 02:57:02.388]  And so they picked that out for some reason.
[02:57:02.969 --> 02:57:04.989]  They came up with these stabbing drugs to lower cholesterol.
[02:57:05.550 --> 02:57:07.891]  Well, here comes, now 41 years later,
[02:57:11.067 --> 02:57:16.190]  The FDA, in science news just a couple of weeks ago, came out and said, uh-oh, Houston, we have a problem.
